"IDRSSD"	RCFD3353	RCFD3355	RCFD3365	RCFD3368	RCFD3381	RCFD3401	RCFD3484	RCFDB558	RCFDB559	RCFDB560	RCFN3360	RCFN3404	RCON3353	RCON3355	RCON3360	RCON3365	RCON3368	RCON3381	RCON3386	RCON3387	RCON3401	RCON3465	RCON3466	RCON3484	RCON3485	RCONA514	RCONA529	RCONB558	RCONB559	RCONB560	RCONB561	RCONB562	RCONB563	
3252													311	4961	94517	2800	177182	0	44419	11229	0	369	29161	15	41500	36596	16323	2379	49237	18220	0	6044	28594	
3458													6933		22122	168	38800	323	2722	3363		3894	10898	0	7184	4111	6785	8802	1956	2673	0	765	5395	
3720													4405	0	134181	0	228088	24329	6109	14258	0	33714	70147	0	70892	26213	25079	29989	0	8208	0	6468	35005	
3971													0	30977	539636	2478	704858	44423	40565	61357	0	149888	232144	28867	18729	62362	122361	21509	39090	12987	0	26585	332530	
4156													1669	14983	159916	8311	226287	1514	11135	18431	0	41545	86670	468	52190	35508	25186	19136	0	19015	0	1667	43242	
4231													0	0	50519	0	117526	0		2666	0	10009	29523	0	13193	26268	19826	5946	28072	14571	0	4834	22607	
4437													2476	2128	132201	0	242443	10579		14936	0	57051	53959	0	48116	26278	23685	35271	32072	16761	0	2184	88411	
4839													7982	22000	242591	0	342742	3540	0	6630	0	42609	191870	0	13535	99368	35138	9531	33570	31960	0	1812	78149	
5069													0	0	268414	0	382583	65187	0	2912	0	50506	213863	0	2052	87696	54076	1190	0	31026	0	0	48599	
5135													0	16700	278104	0	412107	74376	52862	22578	0	47887	137271	0	48094	94452	46992	29339	0	3938	620	10395	66275	
5210													36788	78500	807415	0	1074098	7835	1040	40401	0	411208	299788	0	33515	90187	162328	40797	98201	44685	0	15020	420114	
5461													8	15000	306998	0	506383	4691	9137	34587	0	41097	199481	0	7023	28556	9958	47432	20975	59852	0	11284	364673	
5751													0	0	127607	8495	190820	983	25932	25880	0	24019	44082	1770	21216	19066	18617	3551	11257	25322	0	5688	74753	
6039													0		50215	600	83668	15802	2474	4826		6695	32867	0	10034	9740	19516	10921	0	270	528	2347	12206	
6141													0		18275	14442	63163	0	1771	744		4008	7876	0	21447	6440	5396	9155	520	12139	0	4070	4726	
6329													11	0	381246	6603	497191	33054	4750	29643	0	83653	128611	0	37224	129463	88661	27078	0	5378	1287	135462	77805	
7009													0	0	286468	0	730352	8355	0	62558	122	0	0	0	0	0	0	352430	0	77489	0	218997	578322	
7045													0	0	80542	0	190907	5331	7331	5220	0	32744	21712	0	79531	12436	19133	2482	60249	36145	496	11429	35451	
7072													0	8133	135282	3121	173768	987		3871	0	90722	35141	0	7778	24683	44249	0	10863	3718	0	2867	48194	
7157													0		22617	4438	49414	0	2655	3761		8760	3855	50	6345	4315	11388	10044	2	11376	0	3585	13868	
7456													2		50578	0	77624	8443	15565	9820		4942	18089	0	13543	5374	11137	368	952	13861	0	2072	18346	
7634													100		40510	0	59256	3854	2019	4625		10359	18656	0	6974	3919	14478	1258	6862	5094	0	4850	6727	
8033													0	12600	165399	8804	218223	21024		14019	0	67274	91749	0	24501	26294	37925	6630	0	2102	0	4756	18179	
8462													0	0	46432	5550	194897	14098	7188	13702	0	6386	10053	0	39593	42481	11035	50762	36181	15840	0	9093	10409	
8631													0		34220	2607	68784	12495		10062		13069	5785	0	6303	6396	9925	13645	0	0	0	4751	20121	
9357													0	3080	298092	150	452832	50279	0	99919	0	80943	62009	0	15013	5037	1419	52140	16840	1007	0	3190	326412	
9553													11	36703	88718	2147	160143	6998	34086	7415	0	6811	36149	0	20191	22155	18332	361	18984	35207	0	1919	28057	
9807													48529	240000	1522084	0	2236515	95258	0	43763	0	417979	1059781	0	15230	221954	168256	59958	31234	340777	0	592	1261163	
9955													0	8640	69027	0	129194	22711	10250	8826	0	7785	39725	841	22130	8141	9104	9175	0	24099	0	1600	42374	
10250													0	0	232197	0	354252	9794	0	48617	0	44434	133281	0	18333	40671	56717	18689	46597	15351	182	5575	186888	
10849													0	0	125385	1884	252303	5289	4744	6415	0	22052	94175	0	8287	14179	88937	17802	59783	1677	0	1271	107192	
11145													0	13855	152785	0	199130	6268		7175	0	73363	48892	0	52434	7124	29299	4611	3474	11916	0	12704	43853	
11275													33262	59924	1194147	2674	1356427	12081	0	215828	0	489200	479111	0	57622	209181	196027	42371	3220	18099	0	3168	611986	
11640													150	20000	201811	0	362665	14059	32770	28882	0	34476	94483	0	14108	48477	42952	39630	29599	49654	0	11752	183293	
11837													0	7000	34198	2	104217	16271		797	0	3921	28672	0	39659	11011	16132	33706	9737	5450	95	541	9732	
12030													0	0	242836	3406	322197	21949	0	26697	0	52237	141168	0	30350	49988	72139	0	0	17561	0	16111	50904	
12142													0	756	107706	6244	216829	943		16980	0	29300	49404	0	53729	21754	25912	20551	27552	25365	464	10315	35945	
12179													0		27866	0	38858	3289		1905		21090	4494	0	3503	3158	9200	687	137	150	0	287	8361	
12311	1057236	4097921	0	65980125	391234	146070	1364368	581439	8512264	3339619	0	1334205			46774878				65485	13301005		14503684	7947129		736720	1634440	2476447				144022	9300726	44261769	
12647													222		62024	0	88605	488	9788	8549		16751	24230	0	5451	17780	10588	571	954	13304	0	440	2354	
12656													0		10791	4901	17207	6	525	929		5539	2154	88	2229	2972	3481	200	0	649	0	1500	1895	
12937													0	122	146150	0	199012	33719		10152	0	36973	96510	0	17991	34016	9490	5023	0	0	0	454	12455	
12946													5482	4466	936382	9128	1245247	1586	21935	117071	0	297681	457639	0	136026	346416	165943	10373	68877	89055	788	37753	356328	
12955													47	2070	109925	0	133333	16692		15341	0	28627	64606	0	12705	18154	14881	1	2	447	0	599	39171	
13103													0	126416	1255232	8	1580088	6852	0	101082	0	543428	386847	0	78005	124140	160157	16094	102314	145385	0	223878	786774	
13251													0		22782	262	39953	12127	1818	3090		4900	9737	0	4250	822	7407	548	3	1023	0	2380	16872	
13457													0		10217	0	25773	8025	3973	888		25	4832	0	4703	2334	2906	733	0	4561	0	493	6591	
14052													0		38451	153	58724	9374		1904		14639	16652	0	8062	4425	6198	424	893	5170	0	3762	19115	
14155													0	4150	129175	2747	170084	3207	26263	6129	0	37023	36422	153	49249	13972	19004	0	3582	6720	0	4559	22868	
14650													0		20067	2736	33106	4387		3856		2336	3634	0	5366	1844	3659	1462	18	1446	0	9744	7402	
14753													66		22586	185	45510	3254	13749	2852		1758	3461	0	0	4159	8938	1500	2762	12666	0	764	14701	
14865													259	0	256022	469	328837	29205	42830	31964	0	14773	157529	0	70178	22090	28356	9620	685	6784	610	2313	100631	
14977													0		31096	0	46261	4901	9326	2355		9528	7627	0	4138	11984	9316	1683	5295	0	0	2771	5605	
16551													2407	13000	180995	0	241515	2462		13914	0	59395	92070	45	30340	21118	55333	3839	1032	36724	383	8314	56768	
16748													0		35889	4321	71252	5635	7151	2055		9188	16143	0	5043	5382	11583	1814	5846	8356	0	1238	22246	
16944													0		11938	0	36123	1024		1102		7791	2369	0	6852	2533	5401	5533	727	11043	0	554	10005	
16953													0		13695	0	36838	4691	3891	2744		2721	2261	0	5514	2810	6833	9867	0	4455	0	2078	8022	
17110													0	0	57361	0	106243	23219		9171	0	246	0	0	0	74471	10987	100	0	15977	0	41279	0	
17147													153087	158075	3934947	0	5799737	33208	96273	957375	0	803663	1953380	901	58835	247987	877306	100	712566	468863	0	76093	2366606	
17259													4165		38074	3	65436	4853		8045		11121	9978	74	18	5169	12754	1329	2250	12677	0	6059	5919	
17464													0	0	1512400	273	2353559	48964	396	346209	0	216999	898171	0	161720	99084	125633	46402	359083	57784	4038	25948	1472389	
17950													146	0	172840	0	374744	8149	18877	24256	0	36024	81305	1586	73648	59432	24133	14260	104810	58242	0	12379	127534	
17978													0	8217	137963	0	325263	4619	7	0	0	101857	33587	0	25003	54634	71515	161488	0	2965	0	2519	58385	
18050													0	109	243757	0	476407	16364	4946	14652	0	71525	140807	0	59073	59856	47807	2890	134129	51396	0	11021	112500	
18135													13363	18600	98582	23633	257471	1610		44423	0	45238	4249	0	26145	31019	20486	78727	0	27724	0	4627	54905	
18377													0		25725	0	53142	16177		48		22570	2454	0	0	10832	19641	750	8745	248	0	1	17573	
18827													0	0	653846	0	963256	95149	0	92583	0	253810	239756	2286	157327	32541	77682	31671	51266	58631	0	7760	342130	
18836													0	2770	112442	0	150841	9551		2953	0	63059	28353	0	11629	26431	42699	4766	5967	5169	0	12708	25323	
18854													0	0	380517	0	490689	76644	43532	174601	0	28670	132337	0	60634	166477	36078	0	0	0	0	7267	63954	
19356													0	1856	36662	2782	81052	28		9643	0	8424	15496	0	12272	10640	14249	0	15782	22216	0	2734	17395	
19730													0	15000	1760599	3438	2398957	278727	4084	416021	272	209751	1086430	0	17149	226824	279421	152411	3655	8698	0	3126	898764	
19936													0	4556	147235	0	258298	58138	10821	25357	0	33867	70614	0	67717	30493	27727	12573	21079	5374	0	4864	54731	
19972													0		41998	0	95250	25030		112		41964	1560	0	0	0	0	0	553	21885	0	14	77858	
20053													0		69230	297	87446	5184	7530	8025		19863	31069	0	7010	13441	38172	978	2053	5785	55	1620	12680	
20512													0	0	45655	3346	94564	100		2640	0	29457	9037	0	10204	9468	11904	1972	15781	17364	0	1727	27284	
20633													0	6001	165036	18362	296901	4215	0	20023	0	36604	102510	0	39905	37136	41427	8023	38787	25083	0	3430	106742	
20857													0	4977	63815	0	266063	70319	26475	7394	0	3791	25094	0	28459	16053	6141	25407	15663	70489	0	1060	45658	
21256													0		3805	819	10585	4043		279		2027	1193	0	2407	1261	1299	833	70	58	0	268	1983	
21359													0		26053	0	49272	9714	5283	2375		7291	8666	0	7539	4425	5181	3637	1681	4505	0	2431	16908	
21630													0	2237	56436	5313	109018	2624		10556	0	18988	21327	0	32789	19358	11979	7044	21962	8987	0	5592	30217	
21658													120	0	90290	231	157647	6745	7987	6463	0	24546	43238	0	36414	16479	38678	36049	9386	8142	86	5924	30854	
22048													487	11523	131455	2322	192549	6618		18137	0	27881	75312	128	53561	27563	26450	5085	16141	15094	0	8948	20113	
22543													0		43727	4043	97428	19220		2175		20272	20653	0	35678	4006	8607	6971	0	18857	0	628	15609	
22552													4749		80016	0	92215	490	23772	9369		9633	34060	0	14467	12779	17704	2986	943	2991	0	1490	17193	
22730													3482	0	81134	9743	156674	8611		6449	0	27184	23495	3961	25120	6447	16326	27323	5610	14292	0	20044	46034	
22936													44	1093	93067	2147	159662	32997	6599	13570	0	28867	40172	0	18294	16182	27393	14141	4264	0	0	2635	44456	
23045													0		11124	1436	47922	3197		719		3690	6009	0	10835	3959	2270	11892	11986	7455	0	258	20826	
23456													267	56	70464	1147	104527	489	7646	9221	0	21435	25555	0	27209	11735	21918	0	12351	15434	13	5194	18314	
23504													121188	85686	1367850	0	2264427	12699	0	257877	0	208439	889555	0	14617	83579	56862	84429	469299	193071	0	10085	1479123	
23643													0	483	111610	0	191070	4913		21789	0	26245	47329	0	39545	45880	35813	44340	635	21877	0	16742	12538	
23755													59	0	119230	234	188348	7047		10804	0	42411	53277	0	43478	11959	16186	0	28944	18794	0	5823	64011	
24006													0	20000	506694	4304	990991	58817	0	33541	0	191892	277154	0	67945	81398	146042	250610	129187	7920	0	534	465464	
24378													0		44974	3	64435	5358		792		40202	2505	0	8343	7127	23350	2996	7866	0	0	1361	16902	
24453													0	21342	153907	118	231971	41938	0	6897	0	66677	77913	0	32823	15179	20758	8853	183	2000	0	2413	48278	
24659													0		28850	6390	61255	17712	6695	7585		4642	7113	0	11526	3139	7472	2822	0	2534	31	2703	21757	
24668													78	2778	522746	0	708056	48994	4315	153404	0	161242	172153	0	16653	197544	143954	1781	47372	61467	0	10921	251891	
24855													0		5873	530	18525	10259	2396	1169		108	1383	0	1959	276	1442	0	0	0	0	817	5582	
24949													3600	0	295865	1116	433188	79205	789	34003	0	70149	177788	0	52342	45903	113403	13266	9954	6723	318	11541	94471	
25357													1000	3900	63832	310	130005	2512		3056	0	9134	50013	0	39198	11932	3880	0	44335	4461	0	629	41904	
25647													0		36892	0	53225	16090		2278		12111	20059	0	1866	12807	10960	0	0	1006	0	73	14480	
26176													0	85111	302428	19894	351765	2823	0	255	0	38772	263394	0	33929	105850	30435	1935	14355	0	0	7	53378	
26242													19178	10026	278104	78	423836	14608	7655	14019	0	113590	128753	0	62962	26593	44037	45470	0	41948	935	7280	158935	
26457													0		18295	77	28335	3643	1083	903		5308	10346	0	3058	1672	5227	5517	0	150	0	656	11218	
26765													1	0	318577	0	417986	42055	409	62928	0	25558	217971	0	49486	58605	15773	2308	38095	2752	0	11641	151563	
27070													0	0	368276	0	618696	20540	0	0	0	361738	3748	0	20400	128124	160689	25691	147707	38845	806	947	177608	
27548													192	822	396302	17	574404	9111	909	131736	18	96772	158965	0	64686	45977	43755	6390	73313	42098	0	4798	228749	
27614													0	30019	148241	0	348702	8387	640	15910	0	100030	11217	0	51976	26725	46283	0	93468	71933	263	2760	82645	
27847													0	17091	286960	0	461751	10155	6640	14896	0	98557	152224	0	52437	108103	87801	711	78805	53652	0	13783	73806	
28013													157711	607092	1973914	0	3054978	76975	0	36299	6450	369608	1567230	0	120803	150190	246315	0	687790	64592	0	2680	951160	
28152													0	1340	87699	144	128809	13433	9533	15084	0	23546	37292	0	12404	7153	22494	4481	4323	12020	0	3791	48770	
28255													0	0	172205	0	320382	53358	3870	32197	0	17536	134147	0	119409	21360	12983	38437	26217	16059	0	1948	63280	
28349													0	0	67352	125	109658	21543		19531	0	14662	29338	0	14004	32976	28459	2000	3327	1180	0	3427	8964	
28406													0	108556	1178887	944	1738389	24879	0	154249	6369	598874	381942	0	122240	146329	204507	30076	211085	189489	0	32817	574914	
28675													0	3997	52938	0	106566	2327		2496	0	31597	13776	0	16549	28171	20047	899	42992	2907	0	2490	20703	
28732													0		48003	584	84380	2795		6825		12565	22902	0	8414	9947	10604	7334	9314	5857	0	3300	24483	
29476													0		39620	364	45115	305	11733	3079		9906	14200	0	10800	10846	7906	39	490	1507	0	976	3030	
29636													115014	20062	399162	0	927145	45820	1058	34453	0	105174	224840	0	48043	121303	99296	278324	35564	90655	1025	24702	379201	
29878													0	0	1516636	0	1746936	71006	0	0	0	932161	584506	0	86282	129618	214829	112373	0	0	0	136	729576	
30052													0		14458	2237	26421	4049		667		2159	8816	0	1891	1902	1724	0	2044	0	0	583	10910	
30418													0	58137	215181	0	446802	332	0	0	0	0	0	0	0	101519	212855	0	162714	54785	0	215181	29770	
30502													31290	41322	602335	0	922771	49327	0	63498	189	195399	286078	0	36534	99683	131119	34412	127818	67864	0	7934	456986	
30650													0	0	74447	336	114725	7574		4727	0	14695	51928	0	18583	8537	14874	0	22128	6401	0	789	36576	
30810													0	20831285	67977314	0	82145390	9424820	0	179096	0	133422	0	0	55244	5582003	21408228	1362810	1529759	276114	53857021	13767456	20416742	
30874													37671	157644	742005	0	1096130	11550	0	179686	0	176756	365246	0	82598	44836	206767	300	287571	10705	0	411	231102	
31134													0	5000	64883	0	114994	25618	3526	8030	0	26411	16824	0	22609	14384	14449	1789	2905	11841	218	10193	14590	
31255													4099	24798	381884	182	523676	12870	0	57017	0	153430	158833	0	22228	106118	39886	0	66007	29685	0	1433	170974	
31657													2193	0	59602	0	135654	0	5243	5575	0	22151	20285	0	24027	38462	18846	0	69305	0	0	6305	10225	
31826													0	0	148861	0	265230	30746		9375	0	68192	53579	0	17176	46944	34087	15421	19508	33327	0	12453	34095	
31835													155	333	63317	14536	132643	415	24184	8018	0	7013	15314	0	16835	29879	14271	19930	429	15683	0	8007	17444	
32234													18054	0	34918	0	112398	17808	3419	2676	0	13762	13535	0	27584	4489	9351	36605	0	3699	0	810	20855	
32766													0		23717	0	62531	18906		2604		7914	10143	0	6986	4539	3921	0	16	15300	0	3001	16753	
32971													0	16544	155321	0	208327	9507		11471	0	98529	31560	0	29280	13164	33641	724	6044	18180	0	2042	64568	
33147													0	157	349152	0	416289	24641	19082	94187	0	65093	162573	7	11381	104599	36636	7112	6157	6814	0	8217	209804	
33259													0	0	466132	570	599614	59713	0	68641	0	53378	315705	671	14371	40880	121687	35772	1099	3762	0	977	343292	
33268													33	0	61020	0	155702	10156	13828	11025	0	18817	18892	0	15800	23205	16726	1644	28200	49094	0	2961	37020	
33370													0		15116	0	26963	5681		0		9976	3714	0	3233	4096	10534	3590	1452	0	0	31	2957	
33839													0		16036	0	34791	7413	3175	1661		6797	1919	0	8253	2233	6523	3271	0	5480	0	2484	5922	
33857													978	15484	271098	0	321542	774	16381	51496	0	37291	150954	1129	52076	21251	57457	0	1325	19598	0	5858	74546	
34153													5271	0	168131	0	303479	39438	2246	14239	0	57190	74098	0	59791	16839	52730	59505	19686	4943	0	681	63140	
34425													6065	35000	302254	581	389365	16908	960	21623	0	164622	97384	0	4313	64318	56748	11703	5155	21862	1188	3962	172859	
34434													6998	0	241707	2412	320669	120	0	24798	0	73069	123315	0	65345	47035	41608	0	39915	12027	1446	18579	128701	
34452													0	0	68595	3320	134633	4445		13900	0	32697	18353	103	36413	24481	20255	500	17895	28478	0	1801	16894	
34537													250087	50000	1837342	0	3151403	77310	373	124841	0	693795	921628	0	76167	141125	177218	3858	795208	155641	0	56957	1339879	
34555													0	3800	134680	1498	277333	15365	15271	9724	0	22918	79274	221	75657	34888	54913	13877	33341	60510	0	5306	47739	
34742													309	333	263331	2208	325430	11482	4011	9877	0	161602	79966	0	10557	66660	95807	1000	8324	5224	0	6018	92273	
34836													0		14132	1310	23596	0		918		5359	6036	0	2191	6869	4188	3395	0	697	0	1094	2638	
35057													0	5668	111856	0	148764	13376	8659	6722	0	33948	59930	0	22900	11474	41728	497	4047	4808	0	2482	29318	
35301	9377363	2790312	2446437	253363447	71028915	10881218	973386	16858814	28500692	66031251	1464882	104323837			15627275				0	2389539		0	38120		13832502	56879733	0				0	142801	1005168	
35570													167781	2718805	15091719	0	18882001	59469	0	583880	0	5991092	8492742	51	381471	843343	1719231	4375	2704381	61504	0	23488	10123664	
35646													0		15894	1249	53861	4220	1594	5154		3642	3751	0	3542	2894	6738	1960	52	23264	50	1315	17276	
35842													0	1517	88166	0	191075	6684		5418	0	23915	46960	0	20640	49859	34493	1667	48854	35522	0	10890	45931	
35879													0	19939	122507	0	229497	6346		1241	0	109318	10217	0	24025	29459	65082	38936	30934	15585	77	1946	68088	
36456													3	0	64588	0	103826	8998	27246	7447	0	2964	25006	0	20937	17716	14687	4758	4717	12689	0	1924	29139	
36933													0	0	66575	304	93626	2651		5135	0	33116	19291	0	14880	18825	17120	2111	11822	3442	0	5578	5181	
37051													0		59728	0	77201	8077	12232	2443		8234	29878	0	4618	22259	16239	624	122	5726	0	580	20025	
37341													0		21848	4759	36235	4343		1905		13034	4672	0	2458	6841	8166	1306	0	1251	0	1270	5826	
37435													0	0	558460	4925	1112636	88356	1186	42973	0	218837	250792	0	71222	111626	175412	90351	243920	69379	2000	24942	567207	
37640													42657	118200	1401132	0	2211700	14487	52712	315196	511	263167	726893	42755	540061	163870	196347	20000	449442	148173	6360	19819	495093	
37659													0		32491	4134	43962	0	6114	6217		1698	7546	0	7116	7291	7539	1018	0	3047	0	6312	6366	
37743													0		60057	0	89098	3039		16860		10665	28683	0	11608	10881	9857	25	4026	11245	109	780	34135	
37949													7827	2000	95372	0	221116	12750	20989	28859	0	7240	37227	853	55314	21594	25466	16349	33748	46110	260	797	66875	
38740													0	10000	118090	0	180974	19530		10842	0	55719	43448	0	34204	23697	31070	999	21971	6651	0	7151	41348	
39327													5618	0	230052	13432	446422	45689	163	15213	0	85748	122841	0	11803	25514	38869	122310	0	11053	0	1352	268332	
39420													1718	48684	922941	10279	1238260	2968	0	69240	0	197006	417692	0	45555	259535	190538	53909	118410	32596	0	231714	530919	
39475													5200	275303	2864699	0	4480288	31030	75906	367846	0	592983	1789034	0	620810	293849	459698	19296	883272	196825	0	15520	1370799	
39756													4731	5331	439529	0	597809	985	41014	132647	0	80017	177017	0	56455	71597	27307	426	39365	16495	0	8834	202080	
40033													0		25933	4410	64313	3838		3276		10750	8877	0	12874	5824	15111	6390	1974	11331	0	2424	8702	
40350													335		27730	47	46068	7639	7937	4713		7771	5862	0	4240	4300	8382	7028	0	1287	0	1334	9618	
40499													0	321546	1534203	0	2056706	51144	0	48063	0	884070	157144	134187	50348	240851	214530	24877	157108	26263	0	444365	761539	
40855													0		55206	7508	88016	127	15232	6551		4445	24823	0	8783	11001	15207	1495	14200	8681	10	1090	32533	
41245													718		29570	177	49217	3879	2519	1742		13938	8316	0	3341	5816	13405	2943	0	9768	21	2798	12809	
41553													0		20699	1969	101490	5669	6619	1584		4510	3458	65	37828	8999	12117	54875	3	13360	0	4154	15099	
41629													0	6494	143890	4375	172176	5870		8259	0	61192	54562	0	28753	24343	25816	880	2531	3432	680	18659	23111	
41825													3	0	115182	11131	181007	0		13296	0	47828	33738	0	10378	7604	10769	6153	25996	7608	0	570	78674	
41937													1250		26107	0	65617	215	8548	2512		4821	9512	0	10109	4799	8400	5506	16553	12560	47	565	23612	
41955													161		18745	3477	36050	117	14154	42		14	2016	0	9164	3456	6719	6183	4588	1553	0	2519	6775	
42037													0		37873	0	62934	0		9382		11533	14565	0	8966	6031	10115	1353	3456	6377	0	1909	14897	
42055													0		56561	11174	83854	823	7258	4453		7470	32992	2621	10577	15331	16989	4000	1329	5776	0	322	9503	
42354													6	0	69252	0	154229	5679	6575	6477	0	24916	26559	0	50773	12454	8868	21005	29007	19028	0	4713	29387	
42372													0	20000	281404	0	348516	24599	0	3972	0	236971	38996	0	22133	86601	70213	7535	8243	20037	56	1409	89522	
42420													154276	1057732	4478217	0	6337791	5205	632	985914	0	1216149	1531903	0	70003	300676	488596	244333	948480	75474	0	639873	3252660	
42448													0	57465	690964	0	844462	13270	95615	50793	0	243419	264251	0	154945	168231	127430	30890	0	75754	3056	26531	180050	
42457													135		19248	3866	42728	872	8006	7543		95	2916	0	17378	2181	4024	5132	1803	9251	0	632	6882	
43052													0	481	56840	0	82171	4925		11729	0	12148	28773	0	7617	6602	12659	1929	3047	11037	79	1667	19914	
43351													148		28667	517	40516	2391	2099	4782		8353	13500	0	2439	12408	8711	2768	269	1357	0	948	5813	
43744													152	1360	48402	18	65392	6040		2410	0	15915	28691	0	14903	4602	6272	2467	3880	1712	208	394	18026	
43856													0		19872	0	59964	16305		1188		10950	4355	0	14028	4655	4623	8828	727	7651	0	1850	14810	
43959													0	0	63864	0	177381	15929		9837	0	18962	31978	0	19088	11449	6478	16523	46311	24536	0	2068	91242	
44040													0	0	175625	1536	317159	8817	37619	10743	0	33595	78150	10211	65990	25557	26969	5519	67772	45446	0	3158	132288	
44433													1451	51000	227229	0	329724	7802	0	51137	0	40537	131815	0	11578	86373	14908	23701	44153	14672	40	3629	73976	
44741													10484	5848	285583	0	401537	3865	135	12190	0	54378	78392	44	13988	25116	37654	57961	0	44344	1453	138325	249464	
44750													1	0	100390	9768	164578	361		12145	0	32580	50148	235	35927	20669	39836	8656	8307	16539	0	5237	40675	
44929													0	0	79845	1282	142163	336		1291	0	55705	15989	0	26926	6256	22813	32999	8	2897	0	6270	40032	
45038													5274	3544	98703	178	141994	2328	5023	30817	0	15011	46344	0	10245	29284	35941	13211	8212	16421	0	997	30474	
45047													0	0	92288	10	129072	1215		3882	0	40728	35852	0	14577	29308	20602	10969	384	0	644	6745	18911	
45056													0		44788	0	66681	3971	23050	11068		2631	5470	0	7502	2677	10116	6406	936	7968	0	2331	23453	
