"IDRSSD"	RCFDJJ03	RCONJJ03	RIAD3123	RIAD4230	RIAD4605	RIAD5523	RIADB522	RIADC079	RIADC233	RIADC389	RIADC390	RIADC435	RIADC781	RIADJH88	RIADJH89	RIADJH90	RIADJH91	RIADJH92	RIADJH93	RIADJH94	RIADJH95	RIADJH96	RIADJH97	RIADJH98	RIADJH99	RIADJJ00	RIADJJ01	RIADJJ02	
12656			190	3	1	0	195	9	0																				
12946			20864	3400	560	0	18666	1762	0																				
13103			18198	2419	78	0	16517	816	0				0																
13251			574	45	46	0	483	0	0																				
13457			96	3	0	0	93	0	0																				
14155			3457	363	24	0	3090	20	0																				
14650			845	200	17	0	697	69	0																				
14753			530	0	0	0	530	0	0																				
14865			5013	700	19	0	4299	5	0																				
14977			549	210	1	0	374	36	0			0	0																
16551			3516	525	16	0	3026	51	0																				
16748			653	0	0	0	653	0	0																				
17110			279	0	0	0	279	0	0			0	0																
17147			126726	54191	1417	0	80284	9166	0			0	0																
17259			179	25	4	0	153	3	0																				
17950			5285	870	71	0	4707	363	0																				
17978			1440	0	0	0	1444	4	0																				
18050			6051	880	43	0	5358	230	0																				
18827			11087	4135	80	0	8304	1432	0																				
18836			1480	415	70	0	1123	128	0																				
18854			11132	3300	26	0	7846	40	0				0																
19356		0	819	202	21	0	874	278	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19936			4136	825	30	0	3523	242	0																				
19972			400	0	0	0	400	0	0																				
20053			1440	151	7	0	1338	56	0																				
20633			3878	1010	4	0	3270	406	0																				
20857			1253	330	130	0	923	130	0																				
21256			66	21	12	0	67	34	0																				
21359			408	85	0	0	411	88	0																				
21658			2088	120	23	0	1958	13	0				0																
22048			2248	530	32	0	1782	96	0																				
22543			1645	261	104	0	1293	13	0																				
22552			1058	95	2	0	1170	209	0																				
22730			1395	355	101	0	1171	232	0																				
23456			2146	270	165	0	1881	170	0																				
23504		0	43474	11000	68	0	32786	2005	1625			0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
23643			1062	130	94	0	1057	219	0																				
23755			1901	725	13	0	1544	381	0																				
24006			8672	2427	191	0	6216	162	0																				
24378			184	15	18	0	197	46	0																				
24453			5391	3900	271	0	2832	1612	0																				
24659			601	157	8	0	438	2	0																				
24668			16344	7615	88	0	13431	4790	0																				
24949			7133	900	199	0	6094	60	0																				
25357			4847	1360	89	0	3627	229	0																				
25647			2273	600	0	0	1673	0	0				0																
26176			3215	29	4	0	3182	0	0																				
26457			222	4	1	0	217	0	0																				
26765			23921	9340	1711	0	15872	3002	0																				
27070			4217	3281	0	0	1000	64	0																				
27548			9943	5885	281	0	7942	4165	0				0																
27614			1319	0	20	0	1307	8	0																				
27847			6026	1599	248	0	4837	658	0																				
28013			38716	10269	442	0	28707	702	0				789																
28152			1448	65	0	0	1383	0	0				0																
28675			782	98	0	0	684	0	0				0																
28732			1052	75	1	0	988	12	0																				
29476			1241	195	1	0	1077	32	0																				
29636			4494	1183	178	0	3755	622	0																				
29878			16590	3446	198	0	13055	109	0				0																
30052			374	54	3	0	317	0	0																				
30502			8712	1500	139	0	7224	151	0																				
30650			1127	0	7	0	1381	261	0																				
30810	0		8225760	4585272	563314	0	3383436	2766826	2460564	0	223000			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
31134			1260	225	34	0	1100	99	0				0																
31255			7539	800	244	0	6688	193	0			0	0																
31657			938	105	60	0	846	73	0																				
31826			2970	125	158	0	2899	212	0				0																
31835			1192	270	127	0	1157	362	0																				
32234			99	55	4	0	58	18	0																				
32766			267	207	0	0	60	0	0																				
32971			2397	565	49	0	1863	80	0																				
33147			3829	365	59	0	3534	129	0																				
33259			8188	4215	17	0	6025	2069	0																				
33268			1203	35	3	0	1181	16	0																				
33370			116	0	0	0	116	0	0																				
33839			91	0	3	0	97	9	0																				
33857			9753	1609	237	0	8237	330	0				0																
34425			12899	5673	282	0	7562	618	0																				
34434			1913	105	36	0	2147	375	0																				
34537		400	94013	35879	1830	0	35154	6355	27505					0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	
34555			2668	438	77	0	2735	582	0			0	0																
34742			4466	630	9	0	3875	12	-36																				
35057			1627	311	15	0	1468	167	0			0	0																
35301	1000		134000	88000	0	0	74000	32000	4000			0		0	0	3000	0	0	3000	0	0	0	0	0	0	0	0	1000	
35570		0	287510	71536	4684	0	228120	17459	629			0		0	0	530	2383	0	2913	0	0	0	0	0	0	0	0	0	
35646			260	17	0	0	243	0	0																				
35879			1042	215	1	0	886	60	0																				
36456			2474	596	896	0	1918	936	0																				
36933			1539	180	27	0	1390	58	0																				
37051			545	27	0	0	356	2	164																				
37341			836	352	21	0	686	223	0																				
37435			14971	2298	865	0	12313	505	0																				
37640		0	46768	15550	376	0	16278	1089	15653			0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
37659			422	30	4	0	431	43	0			0	0																
37949			2136	180	75	0	1975	94	0																				
38740			2107	210	9	0	1902	14	0																				
39327			1687	800	96	0	853	62	0																				
39756			6823	912	14	0	5971	74	0				0																
40033			402	0	6	0	402	6	0																				
40499			49223	27207	552	0	24060	2596	0				57																
40855			1218	120	0	0	1098	0	0																				
41553			710	-480	18	0	1172	0	0																				
41629			2520	748	170	0	2158	556	0																				
41825			6024	1796	5	0	4235	12	0																				
41955			277	0	0	0	277	0	0																				
42037			499	0	19	0	497	17	0																				
42354			1238	9	0	0	1246	17	0																				
42372			2686	641	123	0	1997	75	0																				
42420			88307	49038	1393	0	51637	13761	0				0																
42448			20140	3275	1016	0	19915	4066	0			0	0																
42457			712	63	0	0	649	0	0																				
43052			1110	145	4	0	963	2	0																				
43351			1734	1410	9	0	521	206	0																				
43856			323	48	0	0	278	3	0																				
43959			877	159	3	0	724	9	0																				
44040			4776	50	28	0	4727	29	0																				
44433			5700	711	632	0	5261	904	0				0																
44741			4866	281	96	0	4680	191	0																				
44750			2031	75	15	0	2087	146	0																				
44929			1030	0	1	0	1034	5	0				0																
45038			1235	-450	5	0	1868	188	0			0	0																
45047			2376	403	98	0	2084	209	0																				
45056			619	100	1	0	518	0	0																				
45430			471	22	78	0	417	46	0																				
45458			1852	211	1	0	1649	9	0																				
45551			11383	1950	355	0	9582	504	0																				
45560			15361	2825	460	0	13050	974	0				0																
45775			802	0	0	0	802	0	0																				
46053			2625	179	169	0	2431	154	0																				
46941			1610	90	6	0	1568	54	0																				
47247			5100	2397	67	0	3340	704	0				0																
47256			347	0	0	0	347	0	0																				
47452			1628	460	1	0	1202	35	0																				
47500			4817	1178	76	0	3899	336	0																				
48057			801	16	1	0	788	4	0																				
48150			215	39	18	0	158	0	0																				
48374			12379	3675	329	0	11097	2722	0																				
48440			1253	0	351	0	1031	129	0																				
49054			2928	86	49	0	2817	24	0																				
49148			707	45	2	0	676	16	0																				
49241			6931	2142	173	0	6324	1698	-10																				
49652			2814	372	17	0	2425	0	0																				
49858			939	270	11	0	932	274	0																				
49951			1004	407	66	0	959	428	0																				
50144			536	30	44	0	495	33	0																				
50461			4413	225	0	0	4188	0	0				0																
50872			1231	150	7	0	1097	23	0																				
51253			8268	2500	260	0	6040	532	0			0	0																
51356			298	10	1	0	292	5	0				0																
51459			1533	-2	11	0	1534	10	0																				
51842			14561	750	536	0	13508	233	0				0																
52719			0	0	0	0	0	0	0			0	0																
52951			4733	1109	126	0	3781	283	0																				
53051			400	0	1	0	400	1	0																				
54058			8301	690	73	0	8077	539	0				0																
54656			3728	1189	34	0	2614	109	0			0	0																
54973		0	91459	35204	3078	0	53355	19619	19441					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
55336			3247	525	105	0	2775	158	0																				
55635			1101	0	40	0	1159	98	0																				
55653			770	100	43	0	660	33	0																				
55970			7619	1851	0	0	5768	0	0																				
56258			2833	300	1	0	2532	0	0																				
56351			25460	9364	273	0	16907	1084	0				0																
56548			6125	0	13	0	6125	13	0																				
56717			10405	2500	168	0	8438	701	0																				
57040			1630	40	14	0	1577	1	0			0	0																
57451			4865	0	80	0	4831	46	0																				
58225			2855	490	23	0	2584	242	0																				
58243			77637	10000	9427	0	60991	2781	0				0																
58355			402	73	0	0	329	0	0																				
58551			2098	681	131	0	1784	498	0																				
58636			3466	575	113	0	3302	524	0																				
58757			1452	225	9	0	1223	5	0																				
58971			121077	23500	2867	0	96415	1705	0				0																
59316			11674	3850	82	0	8509	767	0																				
59352			4675	315	1	0	4366	7	0				0																
59370			2565	50	66	0	2462	13	0																				
59754			118	14	2	0	103	1	0																				
60143	0		978000	525000	32000	0	637000	199000	-17000					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
60330			13735	140	4060	0	10269	734	0			0	0																
60545			2185	0	6	0	2223	44	0																				
60554			790	45	0	0	991	246	0																				
60648			4437	215	119	0	4117	14	0																				
61122			16189	4981	429	0	12537	1758	0				0																
61355			17085	7951	434	0	11451	2751	0																				
61476			1746	1435	0	0	411	100	0																				
61757			4124	200	9	0	3915	0	0				0																
61832			2657	0	17	0	2640	0	0																				
61953			728	235	1	0	492	0	0																				
62044			173	0	0	0	174	1	0																				
62110			0	0	0	0	0	0	0																				
62147			754	1	5	0	757	9	0																				
63050			2579	335	32	0	2355	143	0																				
63069			523940	141797	10139	0	422208	48862	-1342			0	3585																
63201			593	210	0	0	410	27	0																				
63573			6275	95	97	0	6083	0	0																				
63733			9392	1078	305	0	8680	671	0				0																
63742			5044	405	161	0	4532	54	0																				
63751			155	0	1	0	161	7	0				0																
64150			2247	450	2	0	1795	0	0																				
64552			2344	531	24	0	1854	65	0				0																
64730			2119	-346	399	0	2068	2	0																				
65205			5122	413	0	0	4743	34	0																				
65513			47	0	0	0	47	0	0				0																
65559			4602	1282	0	0	3438	118	0				0																
65746			8077	720	6	0	7391	40	0			0	0																
65858			22320	6600	547	0	16197	1024	0																				
66154			1251	674	5	0	834	262	0																				
66275			3666	760	4	0	2902	0	0																				
66677			1473	65	0	0	1408	0	0				0																
67142			514	200	3	0	318	7	0																				
67151			11948	2535	135	0	10658	1380	0																				
67209			11713	3903	57	0	8511	758	0																				
67254			7	0	1	0	11	5	0																				
67656			45721	21061	2389	0	42929	20658	0				0																
67870			4046	780	205	0	3064	3	0																				
68671			588	108	1	0	479	0	0																				
68756			6089	1070	37	0	5044	62	0			0	0																
68831			1354	180	67	0	1228	121	0																				
69333			13994	1940	279	0	12108	333	0			0	0																
69678			6388	12	116	0	6387	127	0																				
70218			1027	0	0	0	1027	0	0			0	0																
70414			3699	245	54	0	3451	51	0																				
70638			3607	853	306	0	3120	672	0																				
70955			177	58	5	0	114	0	0																				
71073			557	154	0	0	403	0	0																				
71457			5446	260	3	0	5183	0	0																				
71859			197	147	0	0	50	0	0																				
72258			2837	310	74	0	2487	34	0																				
72351			1274	0	95	0	1195	16	0																				
72454			774	265	11	0	763	265	0																				
72678			1679	0	99	0	1700	120	0																				
73116			4825	1044	69	0	3776	64	0																				
73152			986	55	7	0	928	4	0																				
73554			2778	90	86	0	2613	11	0																				
73956			594	0	78	0	617	101	0																				
74056			1278	173	0	0	1107	2	0																				
74140			9506	1409	428	0	7939	270	0				0																
74403			7245	1468	24	0	5901	148	0				209																
74449			83	1	1	0	81	0	0																				
75259			9373	4625	15	0	6030	1297	0																				
75446			2944	360	36	0	2938	390	0																				
75455			681	0	1	0	680	0	0																				
75558			4079	785	95	0	3487	288	0																				
75633			1230051	570006	69797	0	832527	242279	0			0	35442																
75651			727	150	13	0	599	35	0																				
76153			507	60	2	0	490	45	0			0	0																
76443			1137	254	30	0	867	14	0																				
76854			7755	2895	74	0	4858	72	0																				
77150			750	782	6	0	749	787	0			0	0																
77253			2495	725	56	0	1808	94	0																				
77422			1910	200	25	0	1685	0	0																				
77851			22619	4841	190	0	18556	968	0			0	0																
78157			342	7	6	0	343	14	0																				
78241			542	14	94	0	444	10	0																				
78559			1067	180	10	0	938	61	0																				
79042			893	285	44	0	592	28	0				0																
79127			723	153	69	0	723	222	0				0																
79145			2205	175	1	0	2035	6	0																				
79257			47	18	8	0	24	3	0																				
79855			1662	364	3	0	1310	15	0																				
80150			442	105	35	0	366	64	0																				
80374			450	76	0	0	396	22	0																				
80431			718	144	26	0	1020	472	0																				
81175			4975	383	4	0	4632	44	0																				
82033			2378	0	167	0	2312	101	0																				
82257			1160	570	30	0	968	408	0																				
82350			304	70	6	0	246	18	0																				
82659			864	500	3	0	584	223	0			0	0																
83151			1900	650	68	0	1188	6	0																				
83236			273	6	0	0	267	0	0																				
83375			9750	2546	238	0	8000	1034	0																				
83638			116819	88620	759	34	52223	24749	0			60	0																
83834			1518	81	39	0	1443	45	0																				
83852			243	80	0	0	163	0	0																				
83955			931	79	232	0	664	44	0																				
84046			150	0	0	0	150	0	0																				
84541			11952	2742	446	0	9152	388	0																				
84804			634	40	11	0	633	50	0																				
85052			1240	115	0	0	1125	0	0																				
85472		0	56350	50074	1048	0	16852	16964	5340					0	0	1125	1268	0	2393	0	0	0	0	0	0	0	0	0	
85931			1957	380	22	0	1857	302	0																				
86349			3161	312	79	0	2944	174	0																				
86675			7136	1827	12	0	5419	122	0																				
87047			1104	73	1	0	1060	30	0																				
87159			1162	188	19	0	967	12	0																				
87234			4210	705	75	0	3460	30	0																				
87476			6645	0	149	0	6502	6	0																				
87579			4484	150	3	0	4331	0	0				0																
88231			11054	4531	216	0	6772	465	0																				
88259			793	40	0	0	753	0	0																				
88352			1485	0	203	0	1346	64	0				0																
88455			4859	360	17	0	4512	30	0																				
88950			863	170	1	0	694	2	0																				
89032			804	120	21	0	758	95	0																				
89135			862	-66	18	0	923	13	0																				
89854			1589	0	15	0	1581	7	0																				
89957			994	134	4	0	895	39	0																				
90047			198	0	0	0	200	2	0																				
90177			1048	103	9	0	1077	141	0																				
90328			4794	1027	111	0	3893	237	0																				
90337			12800	842	615	0	13275	1932	0			0	0																
90579			4209	1025	0	0	3184	0	0																				
91615			767	0	11	0	833	77	0																				
91754			3435	719	25	0	2729	38	0			0	0																
91950			221	27	4	0	300	110	0																				
92144			233	0	3	0	230	0	0																				
92676			3777	520	44	0	3261	48	0				0																
92706			2301	420	87	0	2108	314	0																				
92902			125	0	1	0	130	6	0																				
93244			2688	0	16	0	2722	50	0																				
93543			5210	1754	130	0	4340	1014	0																				
93619	0		0	0	0	0	0	0	0			0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
94139			3936	622	299	0	3351	336	0																				
94522			5584	472	105	0	5271	264	0																				
94755			2333	615	113	0	1831	226	0																				
94858			1313	5	126	0	1254	72	0																				
95051			1951	797	223	0	2669	1738	0			0	8																
95677			770	45	20	0	792	87	0																				
96553			533	300	104	0	156	27	0																				
97055			3309	200	1104	0	2917	912	0																				
97279			383	47	4	0	347	15	0																				
97457			1146	180	29	0	937	0	0																				
97804			15019	6200	340	0	9649	1170	0																				
97943			2428	425	101	0	1967	65	0																				
98351			662	309	8	0	495	150	0																				
98463			12267	6660	101	0	5538	32	0																				
98717			2234	0	0	0	2234	0	0			0	0																
99143			1700	685	50	0	1396	431	0																				
99376			22972	5675	719	0	16921	343	0				0																
99442			4598	594	606	0	4120	722	0																				
99536			5903	1130	179	0	4727	566	433																				
99853			159	0	10	0	164	15	0																				
100236			3937	396	148	0	3512	119	0																				
100357			7840	1350	174	0	6803	487	0																				
100562		0	87575	37963	1503	0	30616	1195	18688			0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
100777			1970	0	152	0	1901	83	0																				
100843			8087	1650	78	0	6663	304	0																				
101019			87419	48580	1540	0	52851	15552	0			0	0																
101037			15299	2650	510	0	12643	504	0																				
101439			2886	225	86	0	2663	88	0				0																
101671			5906	3040	212	0	2862	208	0				0																
101738			1200	102	124	0	1314	340	0																				
101952			1193	82	0	0	1111	0	0																				
102333			418	50	2	0	552	186	0																				
102342			2830	460	6	0	2372	8	0																				
102539			274	0	7	0	267	0	0																				
102557			1039	234	0	0	853	48	0																				
102874			625	312	1	0	331	19	0				0																
103134			538	0	0	0	546	8	0			0	0																
104234			426	69	43	0	361	47	0																				
104542			109	54	78	0	133	156	0																				
104971			192	0	0	0	213	21	0																				
105026			3161	875	269	0	3222	1205	0																				
105473			10770	722	781	0	9312	3	-42																				
105530			966	133	23	0	868	58	0																				
106359			20766	5450	917	0	15180	781	0				0																
106452			5140	1341	556	0	3291	48	0																				
106676			792	-8	0	0	800	0	0																				
107244		0	308848	183386	3168	0	108525	25818	39587			0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
107459			230	9	81	0	171	31	0																				
107570			3782	460	232	0	3192	102	0																				
107758			517	0	399	0	519	401	0																				
108072			1788	481	9	0	1457	159	0																				
108269			841	18	31	0	802	10	0																				
108652			191	0	0	0	192	1	0																				
108746			145	5	1	0	141	2	0																				
108951			3185	377	64	0	3377	633	0																				
109136			1758	200	50	0	1508	0	0																				
109154			587	33	2	0	576	24	0																				
109453			1536	300	9	0	1250	23	0																				
109574			3114	170	89	0	2857	2	0																				
109659			2820	270	81	0	2517	48	0																				
110413			5095	1050	4	0	4241	200	0				0																
110936			5886	1015	6	0	4904	39	0																				
110945			2239	75	23	0	2229	88	0																				
110972			173	45	0	0	133	5	0																				
111157			463	0	0	0	525	62	0			0	0																
111205			7921	3161	64	0	4975	279	0																				
111942			4527	1550	37	0	3628	688	0																				
111979			6739	0	15	0	6757	33	0																				
112163		0	33757	13200	191	0	16202	384	4548					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
112332			1023	370	82	0	989	418	0																				
112444			2535	2726	36	0	2616	2843	0																				
112510			471	65	1	0	405	0	0																				
112556			587	27	10	0	552	2	0																				
112837	0		5276067	3041820	815013	41749	2272168	1856885	1045700	0	38771	0		0	0	0	0	0	0	0	5282	2285	1573	7297	1843	0	0	0	
113003			1258	0	24	0	1292	58	0				0																
113030			2737	65	2	0	2710	40	0																				
113441			6620	380	175	0	6177	112	0																				
113601			10961	1602	0	0	9369	10	0																				
113740			10245	1375	332	0	9160	622	0				0																
113937			2283	396	43	0	2004	160	0																				
114149			2211	45	7	0	2159	0	0																				
114251			1154	119	4	0	1034	3	0																				
114260			21550	2163	406	0	19500	519	0			0	0																
114457			3550	168	62	0	3450	130	0																				
114774			690	255	0	0	492	57	0																				
114840			3641	420	12	0	3227	18	0																				
114859			778	60	2	0	716	0	0																				
115146			881	50	62	0	769	0	0																				
115575			5712	1692	124	0	3911	15	0																				
116358			356	28	3	0	332	7	0																				
116554			87	17	0	0	70	0	0																				
116741			1398	67	6	0	1325	0	0																				
117038			1456	0	35	0	1439	18	0			0	0																
117074			1677	65	2	0	1610	0	0																				
117458			8539	2050	109	0	6392	12	0																				
117775			801	0	0	0	895	94	0			0	0																
118156			1823	700	11	0	1152	40	0																				
118660			1859	449	0	0	1410	0	0																				
118736			1325	93	76	0	1248	92	0																				
119153			2988	570	91	0	2419	92	0				0																
119528			8905	2642	111	0	6556	404	0																				
119779			11030	3500	128	0	7407	5	0				0																
119872			3246	385	22	0	2875	36	0																				
120476			293	11	0	0	282	0	0																				
120542			5093	900	438	0	4006	251	0																				
120609			8631	1431	47	0	7253	100	0																				
120953			1349	0	1	0	1348	0	0																				
121642			26848	7723	3137	0	21500	5512	0			0	0																
121651			898	250	56	0	597	5	0																				
121914			3492	671	34	0	3109	322	0																				
122153			239	21	20	0	203	5	0																				
122546			759	145	10	0	620	16	0																				
122854			87491	39122	201	0	51461	3293	0				194																
123075			711	0	0	0	711	0	0																				
123374			990	45	109	0	954	118	0																				
124344			5465	886	113	0	4815	349	0																				
124830			988	0	40	0	953	5	0																				
125154			3332	1484	1602	0	3161	2915	0				0																
125471		0	325943	224183	5965	0	106238	101027	90584					0	0	703	796	0	1499	0	0	0	0	0	0	0	0	0	
125855			7265	2054	430	0	6169	1388	0																				
125873			1227	0	27	0	1200	0	0																				
125958			238	0	9	0	229	0	0																				
126012			4853	825	21	0	4090	83	0																				
126049			1415	50	139	0	1690	464	0																				
126375			484	25	0	0	592	133	0																				
126553			2544	310	78	0	2159	3	0				0																
126834			2794	729	70	0	2090	95	0																				
127055			781	99	35	0	723	76	0																				
127224			1859	1	15	0	1947	104	0																				
128258			241	45	5	0	203	12	0																				
128904			115432	37900	1260	0	82297	6025	0				3091																
129349			1131	33	44	0	1151	97	0																				
129358			746	111	1	0	634	0	0																				
129479			4338	300	34	0	4010	6	0																				
129732			61258	45713	1224	0	31936	17615	0			0	5031																
129853			2300	76	209	0	2300	285	0																				
129910			4212	250	23	0	4039	100	0																				
130345			7058	0	527	0	6753	222	0																				
130541		0	56319	17709	810	0	17667	2445	22578					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
130813			2912	225	126	0	2625	64	0																				
131034			3390	740	32	0	2858	240	0																				
131173			9680	2200	98	0	7607	225	0																				
131436			5561	1101	91	0	4400	31	0			0	0																
131650			149887	110290	4900	0	72781	38084	0				694																
131717			728	0	15	0	767	54	0			0	0																
131940			1029	22	43	0	978	14	0																				
132107			11196	1927	16	0	9296	43	0																				
132451			1175	154	2	0	1027	8	0																				
132554			5791	600	240	0	5267	316	0			0	0																
132778			366	0	23	0	346	3	0																				
132938			651	118	16	0	575	58	0																				
133579			4273	1373	91	0	3685	876	0			0	0																
133850			13458	2175	259	0	11605	581	0																				
133971			3681	742	26	0	2915	2	0																				
134156		0	1880	135	92	0	2027	374	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
134437			8636	1525	393	0	8069	1351	0			0	0																
134455			1120	279	3	0	978	140	0																				
134848			1564	0	0	0	1564	0	0																				
135836			2564	5459	57	0	2033	4985	0																				
135854			942	60	32	0	855	5	0																				
136048			805	8	17	0	863	83	0																				
136338			2212	212	42	0	2122	164	0																				
136459			306	0	0	0	306	0	0																				
136655			795	0	18	0	781	4	0																				
137205			23946	7464	296	0	17122	936	0																				
137447			2713	500	43	0	2176	6	0																				
137456			723	318	1	0	1046	642	0																				
137559			1901	0	1	0	2101	201	0																				
137643			1194	45	4	0	1145	0	0																				
137652			4600	3951	49	0	637	37	0			0	0																
137915			83250	21657	307	0	63163	1877	0				0																
138051			1723	100	6	0	1621	4	0																				
138257			450	-50	52	0	452	4	0																				
138556			381	0	2	0	417	38	0																				
139133			2130	200	10	0	1924	4	0				0																
139478			5308	621	12	0	4711	36	0																				
139553			11876	2550	322	0	9213	209	0																				
139656			34087	23255	427	0	12232	1827	0			0	2352																
139740			25403	8000	169	0	17235	1	0				0																
139834			409	0	6	0	416	13	0																				
139843			17756	8600	822	0	16871	8537	0				0																
139955			839	92	9	0	745	7	0																				
140157			2763	0	3	0	2762	2	0																				
140362			25303	2360	112	0	25028	2197	0			0	0																
140634			305	110	32	0	444	281	0																				
141211			4223	500	38	0	4024	339	0																				
141341			3374	270	12	0	3155	63	0																				
141350			417	120	55	0	455	213	0																				
141556			101024	52175	6294	0	67279	24724	0				618																
141677			205	22	0	0	183	0	0																				
141958			586	70	24	0	605	113	0																				
142049			1476	60	5	0	1421	10	0																				
142179			291	27	1	0	293	30	0																				
142955			6961	300	585	0	6136	60	0																				
143372			894	44	29	0	871	50	0																				
143662		0	345049	188768	9205	0	157629	60550	49997					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
143859			2666	425	1567	0	2731	2055	-2																				
143952			2319	390	188	0	1833	92	0																				
144034			2560	162	30	0	2805	437	0																				
144052			4110	188	62	0	3931	71	0																				
144155			3315	0	99	0	3239	23	0				0																
144678			1900	-287	399	0	1865	77	0																				
144856			2160	265	7	0	1906	18	0																				
144913			2248	209	22	0	2045	28	0																				
145059			631	0	2	0	629	0	0																				
145545			4309	787	78	0	3473	29	0																				
145554			2479	517	43	0	1964	45	0																				
145741			1290	100	5	0	1260	75	0																				
145844			3962	300	99	0	3897	334	0																				
146056			756	100	15	0	975	334	0																				
146663			11729	0	162	0	11653	86	0																				
146672		0	255099	132679	4677	0	107000	12257	23000					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
147651			463	190	63	0	616	406	0																				
147679			1333	112	0	0	1224	3	0																				
147857			3105	40	52	0	3026	13	0			0	0																
147923			2429	395	5	0	2072	43	0																				
148171			2276	325	0	0	2049	98	0																				
148238			2223	583	65	0	1960	385	0																				
148340			550	0	7	0	551	8	0																				
148470			1044	-219	32	0	1231	0	0																				
148715			989	0	49	0	991	51	0																				
