"IDRSSD"	RCFD0010	RCFD1395	RCFD1651	RCFD1754	RCFD1773	RCFD2170	RCFD2221	RCFD3123	RCFD3128	RCFD3210	RCFD3411	RCFD3429	RCFD3433	RCFD3545	RCFD3792	RCFD3809	RCFD3812	RCFD3821	RCFD3833	RCFD4336	RCFD5306	RCFD5310	RCFD5311	RCFD5320	RCFD5327	RCFD5334	RCFD5339	RCFD5340	RCFD5369	RCFD5610	RCFD7204	RCFD7205	RCFD7206	RCFD7273	RCFD7274	RCFD7275	RCFD8274	RCFD8275	RCFD8434	RCFD8764	RCFD8766	RCFD8767	RCFD8769	RCFD8770	RCFD8771	RCFD8772	RCFD8773	RCFD8774	RCFD8775	RCFD8776	RCFD8777	RCFD8778	RCFD8779	RCFDA000	RCFDA001	RCFDA002	RCFDA167	RCFDA221	RCFDA222	RCFDA223	RCFDA250	RCFDB503	RCFDB504	RCFDB505	RCFDB520	RCFDB528	RCFDB541	RCFDB542	RCFDB543	RCFDB546	RCFDB547	RCFDB548	RCFDB581	RCFDB582	RCFDB583	RCFDB588	RCFDB589	RCFDB590	RCFDB591	RCFDB592	RCFDB593	RCFDB594	RCFDB595	RCFDB600	RCFDB601	RCFDB602	RCFDB603	RCFDB604	RCFDB605	RCFDB606	RCFDB607	RCFDB608	RCFDB609	RCFDB610	RCFDB611	RCFDB612	RCFDB617	RCFDB618	RCFDB619	RCFDB620	RCFDB621	RCFDB622	RCFDB623	RCFDB624	RCFDB625	RCFDB626	RCFDB627	RCFDB628	RCFDB629	RCFDB630	RCFDB631	RCFDB639	RCFDB640	RCFDB641	RCFDB642	RCFDB643	RCFDB644	RCFDB650	RCFDB651	RCFDB652	RCFDB653	RCFDB654	RCFDB655	RCFDB656	RCFDB657	RCFDB658	RCFDB659	RCFDB660	RCFDB661	RCFDB662	RCFDB663	RCFDB664	RCFDB665	RCFDB666	RCFDB667	RCFDB668	RCFDB669	RCFDB670	RCFDB671	RCFDB672	RCFDB673	RCFDB675	RCFDB676	RCFDB677	RCFDB678	RCFDB679	RCFDB680	RCFDB681	RCFDB682	RCFDB683	RCFDB684	RCFDB685	RCFDB686	RCFDB687	RCFDB688	RCFDB689	RCFDB690	RCFDB691	RCFDB693	RCFDB694	RCFDB695	RCFDB696	RCFDB697	RCFDB698	RCFDB699	RCFDB700	RCFDB701	RCFDB702	RCFDB703	RCFDB704	RCFDC063	RCFDC064	RCFDC225	RCFDC227	RCFDC228	RCFDC869	RCFDF264	RCFDG591	RCFDG592	RCFDG593	RCFDG594	RCFDG595	RCFDG596	RCFDG597	RCFDG598	RCFDG599	RCFDG600	RCFDG601	RCFDG602	RCFDL136	RCFDL137	RCFDL138	RCON0010	RCON1395	RCON1651	RCON1754	RCON1773	RCON2170	RCON2221	RCON3123	RCON3128	RCON3210	RCON3411	RCON3429	RCON3433	RCON3545	RCON3792	RCON3809	RCON3812	RCON3821	RCON3833	RCON4336	RCON5306	RCON5310	RCON5311	RCON5320	RCON5327	RCON5334	RCON5339	RCON5340	RCON5369	RCON5610	RCON7204	RCON7205	RCON7206	RCON7273	RCON7274	RCON7275	RCON8274	RCON8275	RCON8434	RCON8764	RCON8766	RCON8767	RCON8769	RCON8770	RCON8771	RCON8772	RCON8773	RCON8774	
402873																																																																																																																																																																																																	6667	0	0	514	702	45523	4	255	0	9476	0	0	0	0	10271	0	0	0	0	-542	0	255	259	205	8127	24409	2215	13033	0	0	0.219962	0.382347	0.372706	0	0	0	10012	259	6	0	0	0	0	0	0	0	0	0	
403067																																																																																																																																																																																																	10719	0	0	0	15129	112783	0	2961	0	13138	0	0	0	0	13287	0	0	831	6550	0	0	1071	1071	14637	15199	12151	1575	72835	0	0	0.1075	0.1587	0.1459	0.0000	0.0000	0.0000	12216	1071	922	0	0	0	0	0	0	0	0	0	
403106																																																																																																																																																																																																	10530	0	0	5593	118624	503349	2	6721	0	51067	0	0	0	0	51605	0	0	0	577	0	0	4480	4482	11840	123473	75166	28357	294905	0	0	0.093578	0.144358	0.131820	0.000000	0.000000	0.000000	47123	4482	1120	0	0	0	0	0	0	0	0	0	
403151																																																																																																																																																																																																	89277	0	0	129423	137468	1165088	0	9130	0	96563	0	0	0	0	97600	11555	0	0	687	0	0	9130	9130	57612	307866	59155	41938	741490	2462	0	0.077165	0.116921	0.105984	0	0	0	88470	9130	454	0	0	0	0	0	0	0	0	0	
403179																																																																																																																																																																																																	36524	0	0	60702	219214	781779	0	8224	0	78453	207	0	0	0	79959	1240	0	0	771	0	0	4679	4679	128390	205612	243853	22812	207359	1240	0	0.096686	0.215768	0.203142	0	0	0	75280	4679	3142	0	0	0	0	0	0	0	0	0	
403254																																																																																																																																																																																																	15794	0	0	0	17487	59207	0	230	0	11660	0	0	0	0	5829	0	0	0	542	0	0	230	230	17579	16057	3688	2454	15908	0	0	0.109349	0.274551	0.263718	0.000000	0.000000	0.000000	5599	230	234	0	0	0	0	0	0	0	0	0	
403357																																																																																																																																																																																																	6619	0	0	0	11816	37423	0	251	0	3918	0	0	0	0	3732	0	0	0	595	0	0	251	251	3869	14188	3024	1543	16156	0	0	0.0988	0.1788	0.1668	0.0000	0.0000	0.0000	3481	251	437	0	0	0	0	0	0	0	0	0	
403656																																																																																																																																																																																																	1702	0	0	0	17979	49821	0	449	0	5357	0	0	0	0	5352	0	0	0	0	0	0	374	374	6086	14325	4389	1318	24896	0	0	0.115453	0.179110	0.166594	0.000000	0.000000	0.000000	4978	374	379	0	0	0	0	0	0	0	0	0	
403870																																																																																																																																																																																																	12738	0	0	0	219531	514071	0	3672	0	65540	0	0	0	0	63109	0	0	0	23580	-48	0	3296	3296	1747	221258	173342	21434	112132	631	0	0.117662	0.239659	0.227143	0	0	0	59813	3296	5744	0	0	0	0	0	0	0	0	0	
403937																																																																																																																																																																																																	2712	0	0	0	44172	65371	0	244	0	9919	0	0	0	0	9473	0	0	0	0	0	0	244	244	834	37708	9777	803	16249	0	0	0.1443	0.3303	0.3218	0.0000	0.0000	0.0000	9229	244	690	0	0	0	0	0	0	0	0	0	
403946																																																																																																																																																																																																	24908	0	0	400	69794	738750	0	14510	0	79161	0	0	0	0	85942	15410	0	2127	18326	0	0	7727	7727	85195	24155	100042	45973	542444	3913	0	0.106587	0.140584	0.127944	0.000000	0.000000	0.000000	78215	7727	716	0	69859	119707	0	0	0	0	0	0	
404653																																																																																																																																																																																																	966	0	0	0	12131	32664	0	259	0	3841	0	0	0	0	4094	0	0	0	0	0	0	259	259	2163	9363	6394	1464	14995	0	0	0.1178	0.2040	0.1911	0.0000	0.0000	0.0000	3835	259	6	0	0	0	0	0	0	0	0	0	
404943																																																																																																																																																																																																	1409	0	0	0	39928	72458	0	256	0	6902	0	0	0	0	7124	0	0	0	1586	0	0	256	256	6448	29566	10994	1475	25654	0	0	0.095947	0.188182	0.181420	0.000000	0.000000	0.000000	6868	256	34	0	0	0	0	0	0	0	0	0	
405173																																																																																																																																																																																																	4228	0	0	0	2734	61278	0	790	0	5943	0	0	0	0	5510	0	0	0	0	0	0	474	474	884	14182	22238	5445	23858	748	640	0.083418	0.146667	0.134050	0	0	0	5036	474	0	0	0	0	0	0	0	0	0	0	
405959																																																																																																																																																																																																	243736	0	0	0	83968	2211024	0	23269	0	199942	525	0	0	0	225376	0	0	4003	269030	-3561	0	23269	23269	180064	174095	175255	99027	1703564	13866	0	0.092436	0.113524	0.101803	0.000000	0.000000	0.000000	202107	23269	1396	0	0	0	0	0	0	0	0	0	
406022																																																																																																																																																																																																	52860	0	0	999	27423	229095	0	3173	0	19207	0	0	0	0	19949	0	0	2468	10801	0	0	1783	1783	50463	27113	44785	8592	108189	531	0	0.0795	0.1413	0.1287	0.0000	0.0000	0.0000	18166	1783	1041	0	0	0	0	0	0	0	0	0	
406059																																																																																																																																																																																																	12591	0	0	0	86589	165392	0	1128	0	17139	0	0	0	0	16046	0	0	0	1026	0	0	965	965	24046	79747	159	5613	60510	0	0	0.094116	0.208357	0.195827	0.000000	0.000000	0.000000	15081	965	2058	0	0	0	0	0	0	0	0	0	
406666																																																																																																																																																																																																	8817	0	0	0	43557	140456	0	1397	0	15251	0	0	0	0	15322	0	0	0	0	0	0	1292	1292	4420	32543	14269	2621	89400	0	0	0.100715	0.148426	0.135910	0.000000	0.000000	0.000000	14030	1292	1221	0	0	0	0	0	0	0	0	0	
406778																																																																																																																																																																																																	12594	0	0	2069	1218	58742	0	583	0	12086	19	0	0	0	12384	0	0	0	0	0	0	299	299	14030	2587	29028	1588	13680	0	0	0.205730	0.435627	0.425109	0	0	0	12085	299	1	0	0	0	0	0	0	0	0	0	
406974																																																																																																																																																																																																	53191	0	0	0	39413	164051	0	1350	0	21600	0	0	0	0	22002	0	0	85	545	0	0	986	986	50822	40139	7020	4889	66837	372	0	0.128487	0.280348	0.267785	0.000000	0.000000	0.000000	21016	986	584	0	0	0	0	0	0	0	0	0	
407168																																																																																																																																																																																																	31195	0	0	0	31604	120197	2	664	0	9329	0	0	0	0	10802	0	0	0	1293	-1756	0	664	666	29297	34982	2793	1810	52837	0	0	0.084424	0.172763	0.162111	0.000000	0.000000	0.000000	10136	666	949	0	0	0	0	0	0	0	0	0	
407506																																																																																																																																																																																																	48564	0	0	500	104538	948161	1137	10086	0	85779	0	0	0	518	107126	0	0	5227	54933	-16904	0	8825	9962	58379	62050	338139	33259	493679	0	0	0.103820	0.152011	0.137875	0.000000	0.000000	0.000000	97164	9962	3138	0	0	0	0	0	0	0	0	0	
407645																																																																																																																																																																																																	79886	0	0	0	168636	423092	0	2303	0	44053	0	0	0	0	40407	0	0	571	0	0	0	2303	2303	80691	155046	42218	16905	141491	1605	0	0.089731	0.207609	0.195777	0.000000	0.000000	0.000000	38104	2303	5805	0	0	0	0	0	0	0	0	0	
407850																																																																																																																																																																																																	3751	0	0	993	0	19357	0	373	0	2727	0	0	0	0	2933	0	0	0	0	0	0	206	206	0	4064	0	603	15666	0	0	0.1400	0.1798	0.1672	0.0000	0.0000	0.0000	2727	206	0	0	0	0	0	0	0	0	0	0	
408147																																																																																																																																																																																																	5792	0	0	0	20373	54690	0	314	0	5886	0	0	0	0	5671	0	0	0	910	0	0	314	314	6179	9027	19008	1488	20254	0	0	0.0992	0.1763	0.1665	0.0000	0.0000	0.0000	5357	314	498	0	0	0	0	0	0	0	0	0	
408307																																																																																																																																																																																																	7553	0	0	0	116757	327992	303	1869	0	45774	0	0	0	0	45234	0	0	0	20731	-794	0	1869	2172	20806	96550	131275	13979	75910	0	0	0.1309	0.2644	0.2517	0.0000	0.0000	0.0000	43062	2172	3506	0	0	0	0	0	0	0	0	0	
408642																																																																																																																																																																																																	242839	0	0	0	8411	442910	0	15407	0	54465	0	0	0	109	56216	0	0	125	3051	0	0	1959	1959	240101	72142	7276	24477	138566	4157	0	0.116771	0.375690	0.362598	0	0	0	54257	1959	44	0	0	0	0	0	0	0	0	0	
408875																																																																																																																																																																																																	38393	0	0	0	81596	573490	0	12894	0	82361	0	0	0	0	83687	0	0	0	0	0	0	4555	4555	36110	37455	360032	6608	176919	0	0	0.137983	0.235018	0.222227	0	0	0	79132	4555	3229	0	0	0	0	0	0	0	0	0	
409265																																																																																																																																																																																																	4159	0	0	0	25406	41847	0	105	0	4920	0	0	0	0	4421	0	0	0	0	0	0	105	105	617	23393	8500	713	8839	0	0	0.1000	0.2480	0.2421	0.0000	0.0000	0.0000	4316	105	604	0	0	0	0	0	0	0	0	0	
410159																																																																																																																																																																																																	4334	0	0	0	5923	20616	0	76	0	2173	0	0	0	0	2239	0	0	0	0	0	0	76	76	86	10660	1902	521	8030	0	0	0.1030	0.2011	0.1943	0.0000	0.0000	0.0000	2163	76	10	0	0	0	0	0	0	0	0	0	
410560																																																																																																																																																																																																	31526	0	0	0	57477	208308	0	708	0	20811	0	0	0	0	19659	311	0	0	2424	0	0	708	708	43095	51077	15180	6557	97804	311	0	0.096689	0.164806	0.158870	0.000000	0.000000	0.000000	18951	708	1014	0	0	0	0	0	0	0	0	0	
410748																																																																																																																																																																																																	31755	0	0	70370	0	286136	0	2658	0	38610	0	0	0	0	40414	0	0	170	6746	0	0	1804	1804	64718	38227	105222	4950	80627	0	0	0.1325	0.2816	0.2690	0.0000	0.0000	0.0000	38610	1804	0	0	0	0	0	0	0	0	0	0	
410917																																																																																																																																																																																																	13002	0	0	0	100896	327570	0	3379	0	39600	0	0	0	0	42274	0	0	0	0	-1503	0	2500	2500	40601	68247	74956	12491	145816	0	0	0.119700	0.212300	0.199745	0.000000	0.000000	0.000000	39774	2500	1329	0	0	0	0	0	0	0	0	0	
410944																																																																																																																																																																																																	4422	0	0	0	21312	47986	0	221	0	4402	0	0	0	0	3973	0	0	0	1873	0	0	221	221	1468	21038	7253	859	17764	0	0	0.0853	0.1497	0.1414	0.0000	0.0000	0.0000	3752	221	650	0	0	0	0	0	0	0	0	0	
411053																																																																																																																																																																																																	2117	0	0	0	7929	28508	0	375	0	2958	200	0	0	0	3133	0	0	0	0	0	0	244	244	197	11286	1812	1779	15519	0	0	0.1049	0.1685	0.1554	0.0000	0.0000	0.0000	2889	244	69	0	0	0	0	0	0	0	0	0	
411062																																																																																																																																																																																																	17195	0	0	938	87183	135904	0	329	0	14695	884	0	0	0	12473	0	0	0	0	0	0	329	329	16109	87317	5353	2932	24903	0	0	0.0827	0.2758	0.2686	0.0000	0.0000	0.0000	12144	329	2126	0	0	0	0	0	0	0	0	0	
411174																																																																																																																																																																																																	5031	0	0	11	293	37292	0	446	0	9121	0	0	0	0	9398	0	0	0	0	-6	0	267	267	53	6220	22620	1105	8845	0	0	0.244851	0.442884	0.430302	0	0	0	9131	267	-4	0	0	0	0	0	0	0	0	0	
411231																																																																																																																																																																																																	3529	0	0	250	32725	66134	0	868	0	10652	45	0	0	0	10247	0	0	0	0	0	0	431	431	6598	24553	9904	1332	24530	0	0	0.1494	0.3009	0.2883	0.0000	0.0000	0.0000	9816	431	836	0	0	0	0	0	0	0	0	0	
411240																																																																																																																																																																																																	3475	0	0	0	26812	57166	0	287	0	6046	0	0	0	0	5504	0	0	0	1450	0	0	287	287	4411	29079	4488	788	18646	0	0	0.0931	0.2006	0.1902	0.0000	0.0000	0.0000	5217	287	829	0	0	0	0	0	0	0	0	0	
411473																																																																																																																																																																																																	82452	0	0	36240	0	855319	0	15915	0	124693	0	0	0	0	127585	0	0	0	0	0	0	8033	8033	32190	98907	257603	55229	482200	0	4807	0.140620	0.199580	0.187014	0	0	0	119552	8033	0	0	0	0	0	0	0	0	0	0	
411512																																																																																																																																																																																																	22328	0	0	549	24054	289741	0	2672	0	22217	0	0	0	0	24345	0	0	1349	0	0	0	2468	2468	24374	58747	48760	10466	159730	0	0	0.077306	0.123470	0.110953	0.000000	0.000000	0.000000	21877	2468	-179	0	0	0	0	0	0	0	0	0	
411549																																																																																																																																																																																																	803	0	0	0	23089	50414	0	293	0	5560	0	0	0	0	5193	0	0	0	204	0	0	293	293	3967	20272	3349	1089	22458	0	0	0.0975	0.1836	0.1732	0.0000	0.0000	0.0000	4900	293	660	0	0	0	0	0	0	0	0	0	
411576																																																																																																																																																																																																	5127	0	0	6999	0	56118	0	159	0	5205	57	0	0	0	5364	0	0	0	0	0	0	159	159	918	11620	29469	1839	14270	0	0	0.0926	0.1712	0.1661	0.0000	0.0000	0.0000	5205	159	0	0	0	0	0	0	0	0	0	0	
411624																																																																																																																																																																																																	16812	0	0	33966	21342	174958	0	970	0	17522	0	0	0	0	18212	5131	0	0	0	0	0	970	970	10742	65009	44546	2460	55391	956	0	0.1002	0.2009	0.1902	0	0	0	17242	970	40	0	0	0	0	0	0	0	0	0	
411651																																																																																																																																																																																																	25011	0	0	18	21286	123084	0	871	0	10343	0	0	0	0	11086	0	0	0	32275	0	0	871	871	1667	47242	814	3681	74037	0	0	0.086192	0.110531	0.101846	0.000000	0.000000	0.000000	10215	871	128	0	0	0	0	0	0	0	0	0	
412135																																																																																																																																																																																																	159007	0	0	325356	886783	5116615	0	79667	0	520762	7199	247	0	2967	522036	2486642	0	6227	469661	-60	0	48413	48413	473353	905279	799260	181649	2893670	422621	0	0.094751	0.136036	0.123420	0.000000	0.000000	0.000000	473623	48413	41877	63331	762558	269032	0	0	0	0	0	0	
412153																																																																																																																																																																																																	5922	0	0	10958	5074	172392	0	1022	0	19061	0	0	0	0	18983	0	0	0	5577	0	0	1022	1022	1128	17893	16407	5575	136886	0	0	0.1044	0.1253	0.1185	0.0000	0.0000	0.0000	17961	1022	89	0	0	0	0	0	0	0	0	0	
412452																																																																																																																																																																																																	1017	0	0	55	7947	36375	0	175	0	4683	0	0	0	0	4555	0	0	0	46	0	0	175	175	1231	12672	3856	1701	18488	0	0	0.1285	0.1983	0.1907	0.0000	0.0000	0.0000	4380	175	303	0	0	0	0	0	0	0	0	0	
412555																																																																																																																																																																																																	10149	0	0	0	20456	76538	0	483	0	9450	0	0	0	0	9447	0	0	0	1152	0	0	483	483	8877	14535	10114	5125	42838	3181	0	0.115971	0.183944	0.174540	0	0	0	8964	483	486	0	0	0	0	0	0	0	0	0	
412667																																																																																																																																																																																																	4485	0	0	27388	329	138262	0	740	0	11025	1376	0	0	0	11763	0	0	0	1889	0	0	740	740	1993	38870	7140	4535	90996	0	0	0.079910	0.113586	0.106441	0.000000	0.000000	0.000000	11023	740	2	0	0	0	0	0	0	0	0	0	
412751																																																																																																																																																																																																	678493	0	0	68976	420949	3735258	0	33216	0	345119	0	0	0	0	365537	0	0	3599	254303	0	0	24430	24430	273057	1715133	609067	221920	1167206	603	0	0.095304	0.187913	0.175355	0.000000	0.000000	0.000000	341107	24430	4012	0	0	0	0	0	0	0	0	0	
412845																																																																																																																																																																																																	17063	0	0	1752	131040	319923	0	1687	0	30691	550	0	0	0	25264	0	0	388	5119	0	0	1687	1687	38120	112210	42988	4746	119647	313	0	0.0754	0.1517	0.1416	0.0000	0.0000	0.0000	23577	1687	2424	0	0	0	0	0	0	0	0	0	
412872																																																																																																																																																																																																	9249	0	0	0	23168	70333	0	110	0	12125	0	0	0	0	12090	0	0	0	0	0	0	110	110	909	26064	34847	2617	8404	0	0	0.1703	0.3895	0.3859	0.0000	0.0000	0.0000	11980	110	136	0	0	0	0	0	0	0	0	0	
413141																																																																																																																																																																																																	66464	0	0	0	21383	551686	14	9979	0	70000	0	0	0	0	73506	0	0	0	1516	0	0	4329	4343	62647	11451	286181	22073	200127	1804	0	0.126016	0.215791	0.203041	0.000000	0.000000	0.000000	69163	4343	837	0	0	0	0	0	0	0	0	0	
413208	14731536	0	6558000	1730107	62023066	196238413	3642	637101	0	18819363	939905	0	0	35485119	20875871	788330691	620747305	3219088	46667234	-228668	5193171	781652	5978465	78043530	18571240	15031432	3022994	43962744	1056361	1054000	0.0801	0.2028	0.1447	0.0801	0.1447	0.2028	14897406	5978465	1086597	7034786	1355145754	705113105	138100106	46438072	33852576	686164	0	8554624	1638446	0	39995	0	0	6533147	8479476	4184019	36756568	0	0	102938307	0	0	146	81	501942	60719572	0	0	0	5382423	5382423	728579	840518	0	3813326	0	301	1726480	24315	0	0	0	0	12618265	2113271	0	-7970	356519	1285474	23412	72672	1653767	51901834	7774140	51783	641542	0	0	0	440492	615869	0	810083	6344353	14457411	39107725	35485119	0	0	0	0	9451913	4135652	1411258	823675	58334	40629467	1609544	369879	239882	0	999783	187981	0	111224	0	76757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1026877	1026877	0	588750	0	438127	6279	6279	0	0	0	6279	23333617	0	114506	0	23219111	1464610	18419630	16872328	80606598	38885750	31903760	72651277	0	7777150	15951880	72651277	102938307	10945571	230327	11677840	15975721	0	0	259534	1351500	135150	0	0	0	135150	26034486	74047776	6691723	43116156	93274454	14165768	188870394	0	186065599	14234855			1620460	61104830									23441815																																			
413271																																																																																																																																																																																																	4781	0	0	89	44001	161793	0	1330	0	15088	0	0	0	0	15113	0	0	0	12994	-109	0	1158	1158	7657	41167	69749	5132	43000	0	311	0.087254	0.163502	0.150974	0	0	0	13955	1158	929	0	0	0	0	0	0	0	0	0	
413347																																																																																																																																																																																																	5378	0	0	844	8680	42950	0	244	0	4404	0	0	0	0	4518	0	0	0	0	0	0	244	244	734	16028	11464	1151	14742	0	0	0.1025	0.1908	0.1805	0.0000	0.0000	0.0000	4274	244	130	0	0	0	0	0	0	0	0	0	
413543																																																																																																																																																																																																	5241	0	0	12290	14750	109619	0	865	0	12886	0	0	0	0	11810	0	0	5	0	0	0	865	865	1281	31362	15887	2836	59990	310	0	0.1022	0.1589	0.1472	0.0000	0.0000	0.0000	10945	865	446	0	0	0	0	0	0	0	0	0	
413646																																																																																																																																																																																																	14962	0	0	18	60829	271035	0	1445	0	34874	0	0	0	0	33797	0	0	0	6053	0	0	1445	1445	22938	34390	62423	13860	149397	1470	0	0.1205	0.1767	0.1691	0.0000	0.0000	0.0000	32352	1445	1202	0	0	0	0	0	0	0	0	0	
413673																																																																																																																																																																																																	15277	0	0	0	16629	160526	0	2488	0	13912	0	0	0	0	13925	0	0	0	0	0	0	1283	1283	23309	12599	52066	10192	73625	10581	0	0.079382	0.137471	0.124805	0	0	0	12642	1283	230	0	0	0	0	0	0	0	0	0	
413730																																																																																																																																																																																																	12721	0	0	0	736	24384	0	164	0	2070	0	0	0	0	2200	0	0	0	670	0	0	134	134	11832	1715	1807	1042	9189	0	0	0.0865	0.2048	0.1923	0.0000	0.0000	0.0000	2066	134	4	0	0	0	0	0	0	0	0	0	
413758																																																																																																																																																																																																	4710	0	0	0	6672	81593	0	752	0	7760	264	0	0	0	8281	0	0	0	2693	0	0	752	752	4185	2843	3667	2318	71419	0	0	0.0960	0.1101	0.1001	0.0000	0.0000	0.0000	7529	752	231	0	0	0	0	0	0	0	0	0	
413851																																																																																																																																																																																																	4599	0	0	5186	8953	33251	0	226	0	3535	0	0	0	0	3656	0	0	0	0	0	0	201	201	314	19961	1387	922	11683	0	0	0.1036	0.2229	0.2106	0.0000	0.0000	0.0000	3455	201	79	0	0	0	0	0	0	0	0	0	
414102																																																																																																																																																																																																	7795	0	0	64830	0	241387	0	1614	0	31071	0	0	0	0	32705	0	0	0	0	0	0	1634	1634	26337	50140	66094	9913	100430	0	0	0.129006	0.227320	0.215963	0	0	0	31071	1634	0	0	0	0	0	0	0	0	0	0	
414652																																																																																																																																																																																																	5112	0	0	0	28563	103974	0	794	0	10883	0	0	0	0	11407	0	0	0	4336	0	0	794	794	851	29076	9800	4488	64604	0	0	0.0963	0.1253	0.1166	0.0000	0.0000	0.0000	10613	794	270	0	0	0	0	0	0	0	0	0	
414764																																																																																																																																																																																																	7499	0	0	44078	141735	324704	0	1744	0	25992	0	0	0	0	22882	0	0	0	1923	0	0	1744	1744	4292	175487	46920	10070	94894	0	0	0.0664	0.1475	0.1363	0.0000	0.0000	0.0000	21138	1744	4854	0	0	0	0	0	0	0	0	0	
414858																																																																																																																																																																																																	5567	0	0	0	21101	99624	0	938	0	10608	0	0	0	0	10823	0	0	0	284	0	0	765	765	7114	20371	30520	6599	41750	0	0	0.100590	0.177272	0.164742	0	0	0	10058	765	498	0	0	0	0	0	0	0	0	0	
415677																																																																																																																																																																																																	163804	0	0	8	9063	444460	0	3852	0	46389	0	0	0	0	48577	42031	0	341	0	0	0	2639	2639	162515	39072	93734	25224	152454	47740	0	0.103926	0.231469	0.219942	0	0	0	46158	2639	132	0	0	0	0	0	0	0	0	0	
415770																																																																																																																																																																																																	5367	0	0	0	0	90825	0	422	0	9419	0	0	0	0	9841	0	0	0	0	0	0	422	422	481	13801	65868	2261	11097	0	0	0.103705	0.210318	0.201299	0	0	0	9419	422	0	0	0	0	0	0	0	0	0	0	
415855																																																																																																																																																																																																	2416	0	0	0	7018	22184	0	84	0	1583	0	0	0	0	1607	0	0	0	0	0	0	84	84	95	10626	1694	455	9779	0	0	0.0739	0.1260	0.1194	0.0000	0.0000	0.0000	1523	84	60	0	0	0	0	0	0	0	0	0	
416245																																																																																																																																																																																																	315136	0	0	0	952873	3481570	611	49213	0	430954	0	0	0	0	400848	0	0	5706	153639	0	0	27957	28568	312578	952404	476906	156843	1719791	24415	27342	0.110096	0.180947	0.168051	0.000000	0.000000	0.000000	372280	28568	15774	569	0	0	0	0	0	0	0	0	
416272																																																																																																																																																																																																	3381	0	0	0	27694	73008	0	843	0	6810	0	0	0	0	6636	0	0	0	3255	0	0	466	466	6897	19232	28480	4882	18965	0	0	0.0823	0.1796	0.1670	0.0000	0.0000	0.0000	6170	466	640	0	0	0	0	0	0	0	0	0	
416339																																																																																																																																																																																																	7265	0	0	0	6880	75622	0	589	0	7698	0	0	0	0	7511	0	0	0	1339	0	0	589	589	15079	4788	11783	4152	43785	141	0	0.095136	0.146114	0.134656	0.000000	0.000000	0.000000	6922	589	59	0	0	0	0	0	0	0	0	0	
416348																																																																																																																																																																																																	10380	0	0	0	19207	242538	0	3993	0	42406	0	0	0	0	32510	0	0	0	9526	0	0	2278	2278	7892	21673	62932	12725	141614	0	0	0.1305	0.1801	0.1675	0.0000	0.0000	0.0000	30232	2278	460	0	0	0	0	0	0	0	0	0	
416357																																																																																																																																																																																																	10557	0	0	827	0	35822	0	277	0	9926	0	0	0	0	10203	0	0	0	0	0	0	277	277	1214	10170	410	574	24305	0	0	0.2742	0.3844	0.3739	0.0000	0.0000	0.0000	9926	277	0	0	0	0	0	0	0	0	0	0	
416656																																																																																																																																																																																																	2831	0	0	0	56737	205449	0	3063	0	25664	0	0	0	0	25359	0	0	0	0	0	0	1680	1680	16140	44521	41278	10611	104871	0	0	0.1163	0.1714	0.1600	0.0000	0.0000	0.0000	23679	1680	1703	0	0	0	0	0	0	0	0	0	
416674																																																																																																																																																																																																	7205	0	0	0	86581	311646	0	3384	0	33081	0	0	0	0	31251	0	0	0	0	0	0	2378	2378	53238	36493	81944	24796	141426	1119	3023	0.092885	0.165151	0.152584	0	0	0	28873	2378	1185	0	0	0	0	0	0	0	0	0	
416973																																																																																																																																																																																																	3604	0	0	0	7815	65026	0	455	0	5449	0	0	0	0	5704	0	0	0	0	0	0	455	455	1412	5609	33788	4412	24403	634	0	0.080722	0.134468	0.123742	0	0	0	5249	455	180	0	0	0	0	0	0	0	0	0	
417149																																																																																																																																																																																																	21816	0	0	0	18440	273054	0	4074	0	28625	0	0	0	0	31152	0	0	0	4344	0	0	2646	2646	2788	41879	63221	17925	169051	0	0	0.1036	0.1481	0.1356	0.0000	0.0000	0.0000	28506	2646	119	0	0	0	0	0	0	0	0	0	
417251																																																																																																																																																																																																	9063	0	0	14205	5726	45402	0	192	0	4672	0	0	0	0	4573	0	0	12	0	0	0	192	192	8781	14645	5125	1629	16739	0	0	0.0947	0.2056	0.1970	0.0000	0.0000	0.0000	4381	192	291	0	0	0	0	0	0	0	0	0	
417626																																																																																																																																																																																																	19934	0	0	38989	108073	607533	0	3876	0	76124	0	0	0	0	77410	0	0	0	0	0	0	3732	3732	54057	221763	155143	5089	176586	0	0	0.122038	0.259428	0.246921	0	0	0	73678	3732	2446	0	0	0	0	0	0	0	0	0	
417710																																																																																																																																																																																																	1084	0	0	1216	2506	31228	0	301	0	5138	0	0	0	0	3490	0	0	0	50	0	0	260	260	553	2583	12448	2024	14037	0	0	0.1136	0.1681	0.1556	0.0000	0.0000	0.0000	3230	260	141	0	0	0	0	0	0	0	0	0	
418100																																																																																																																																																																																																	7259	0	0	0	96326	329770	128	2445	0	35031	0	0	0	0	36730	0	0	0	4898	0	0	2445	2573	3769	42922	101531	8588	182379	0	0	0.1063	0.1504	0.1399	0.0000	0.0000	0.0000	34157	2573	874	0	0	0	0	0	0	0	0	0	
