"IDRSSD"	RCFD2143	RCFD2150	RCFD2651	RCFD3163	RCFD3164	RCFD3190	RCFD4088	RCFD6164	RCFD6165	RCFDA590	RCFDB569	RCFDB570	RCFDB571	RCFDF055	RCFDF056	RCFDF057	RCFDF058	RCFDF059	RCFDF060	RCFDF061	RCFDF062	RCFDF063	RCFDF065	RCFDJ461	RCFDJ462	RCFDJA29	RCFDJF76	RCFDK183	RCFDK192	RCFDK193	RCFDK194	RCFN5513	RCFNK260	RCON2143	RCON2150	RCON2651	RCON3163	RCON3164	RCON3190	RCON4088	RCON5508	RCON5509	RCON5510	RCON5511	RCON5512	RCON6164	RCON6165	RCONA590	RCONB569	RCONB570	RCONB571	RCONF055	RCONF056	RCONF057	RCONF058	RCONF059	RCONF060	RCONF061	RCONF062	RCONF063	RCONF064	RCONF065	RCONG463	RCONG464	RCONJ461	RCONJ462	RCONJA29	RCONJF76	RCONK169	RCONK170	RCONK171	RCONK172	RCONK173	RCONK174	RCONK175	RCONK176	RCONK177	RCONK183	RCONK187	RCONK188	RCONK189	RCONK190	RCONK191	RCONK192	RCONK193	RCONK194	RCONL133	RCONL135	RCONLG26	RCONLG27	RCONLG28	RCONLL57	RCONLL58	RCONLL59	RCONLL60	RCONLL61	RCONN517	RCONN518	RCONN519	RCONN520	RCONN521	RCONN522	RCONN523	RCONN524	RCONN527	TE01N528	TE01N529	TE02N528	TE02N529	TE03N528	TE03N529	TE04N528	TE04N529	TE05N528	TE05N529	TE06N528	TE06N529	TE07N528	TE08N528	TE09N528	TE10N528	TEXT4087	
99853																																		0	118	0	0	0	0	true	0	0	118	0	0	655	2	0	false		0	0	0	0	0	0	0	0	0	0	0	0	false	false				0																					0	0	0	0	0	0	0	0	true	false	false	false	false																					http://www.fsbnoble.com	
100236																																		0	140	0	0	0	0		0	0	0	0	140	1943	1	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					277	24586	0	0	0	0	0	0	true	true	false	false	false																					https://www.sunmarkbank.com	
100357																																		13180	1817	0	13130	0	0		0	1817	0	0	0	4125	1	0			0	0	0	0	0	0	0	0	0	0	0	0						50																					500	38392	0	0	0	0	0	0	true	false	false	false	false																					www.legend-bank.com	
100562																																		245817	1922	0	220872	4250	38544		0	526	215	0	1181	7626	3	4250	true	0	38544	0	0	0	0	0	38544	0	0	0	0	38544	true	false	0	0	3000	20695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					2908	436731	0	0	0	0	0	0	true	false	false	false	true	1	466	6900	0	http://www.tricountiesbank.com																http://www.tcbk.com	
100777																																		3	261	0	0	0	0		0	0	261	0	0	621	0	0			0	0	0	0	0	0	0	0	0	0	0	0						3																			1	true	0	0	0	0	0	0	0	0	true	false	false	false	false																					www.cfsbank.com	
100843																																		0	332	44000	0	0	44000		307	0	25	0	0	205	0	0			0	44000	0	0	0	0	0	0	0	0	0	0					0	0																					461	27160	0	0	0	0	0	0	true	false	false	false	false																					www.fnbc.us	
101019	4550	0	207550	4550	0	331585		58935	3	0	true	0	0	207550	124035	0	0	0	0	0	0	0	0	0	0		0	0	0			0	0						331585		0	0	0	0	0																0		false	false					0	0	0	0	0	0	0	0	0		0	0	0	0	0						681	331097	0	0	0	0	0	0	true	false	false	false	true	1	1057	61189	0																	http://www.leumiusa.com	
101037																																		0	900	0	0	0	0		0	0	500	0	400	7151	3	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					552	52188	0	0	0	0	0	0	true	false	false	false	false					www.fabt.com																www.fabt.com	
101439																																		0	20	0	0	0	0		0	0	0	0	20	1164	1	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					174	10644	0	0	0	0	0	0	false	false	false	false	false																					www.durdenbc.com	
101671																																		2334	261	3733	2023	311	37766		0	0	0	0	261	8033	3	311	false	0	0	3733	14033	20000	0	0	0	0	0	0	0	0	true	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					806	75283	0	0	0	0	0	0	false	false	false	false	false																					www.adirondackbank.com	
101738																																		0	146	0	0	0	0		49	0	97	0	0	205	0	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					183	12971	0	0	0	0	0	0	true	false	false	false	false																					http://www.gsnb.com	
101952																																		0	0	0	0	0	0	true	0	0	0	0	0	1517	1	0	true		0	0	0	0	0	0	0	0	0	0	0	0	true	true				0																					41	2445	0	0	0	0	0	0	false	false	false	false	false																					http://www.bradynationalbank.com	
102333																																		0	240	0	0	0	0		0	0	0	0	240	211	0	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					0	0	0	0	0	0	0	0	true	false	false	false	false																					http://www.wilcobank.com	
102342																																		0	0	5515	0	0	12042		0	0	0	0	0	642	0	0			5027	5515	1000	500	0	0	5027	0	0	0	0	5027						0																					237	17194	5027	3742	0	5027	0	0	false	false	false	false	false																					WWW.RACCOONVALLEYBANK.COM	
102539																																		0	0	0	0	0	0		0	0	0	0	0	1016	1	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					0	0	0	0	0	0	0	0	false	false	false	false	false																					www.communities1st.com	
102557																																		653	0	6300	653	0	33764		0	0	0	0	0	1408	0	0			19464	6300	3120	4880	0	0	19464	0	0	0	0	19464						0																					144	27610	19464	4922	0	19464	0	0	true	false	false	false	false																					www.foundationonebank.com	
102874																																		423	22	4000	0	423	9000		0	0	22	0	0	920	0	423	false	0	0	4000	5000	0	0	0	0	0	0	0	0	0	false	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			1	true	30	610	0	0	0	0	0	0	true	false	false	false	false																					www.papercitysavings.com	
103134																																		0	0	0	0	0	0		0	0	0	0	0	2179	1	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					24	1040	0	0	0	0	0	0	false	false	false	false	false																					http://WWW.BKOFCOMMERCE.COM	
104234																																		0	0	0	0	0	0		0	0	0	0	0	753	0	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					184	6729	0	0	0	0	0	0	false	false	false	false	false																					www.hcbwv.com	
104542																																		0	54	0	0	0	0		0	0	54	0	0	131	0	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					0	0	0	0	0	0	0	0	true	false	false	false	false																					www.marseillesbank.com	
104971																																		0	853	0	0	0	0		40	0	789	24	0	104	0	0			0	0	0	0	0	0	0	0	0	0	0	0						0																			1	true	0	0	0	0	0	0	0	0	false	false	false	false	false																					www.martinsvillefirst.com	
105026																																		0	1501	10385	0	0	38385		1301	0	200	0	0	11170	2	0			0	10385	0	8000	20000	0	0	0	0	0	0	0					0	0																					227	16552	0	0	0	0	0	0	false	false	false	false	false																					www.fbwbank.com	
105473																																		0	0	0	0	0	0		0	0	0	0	0	2858	2	0			0	0	0	0	0	0	0	0	0	0	0	0						0																			2	true	713	88334	0	0	0	0	0	0	true	false	false	false	false																					www.homefederalbanktn.com	
105530																																		0	329	0	0	0	0		202	0	0	0	127	1979	2	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					55	1475	1475	0	0	0	0	0	true	false	false	false	false																					www.fsbankmctn.com	
106359																																		14298	808	18000	14206	0	128000		143	0	0	0	665	13563	4	0	true	0	0	63000	15000	0	50000	45000	0	0	0	0	0	0	true	true	0	0		92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					1723	178139	0	0	0	0	0	0	true	false	false	false	true	1	58	449	0																	FFB.com	
106452																																		0	3525	13000	0	0	13000		3525	0	0	0	0	1731	2	0			0	13000	0	0	0	0	0	0	0	0	0	0					0	0																					461	45553	0	0	0	0	0	0	true	false	false	false	false					www.pueblobankandtrust.com	PB&T Bank	www.pbandt.mobi		www.pbandt.com												www.pbandt.bank	
106676																																		0	0	2000	0	0	11000		0	0	0	0	0	917	0	0			0	8000	0	1500	1500	0	0	0	0	0	0	0						0																			1	true	0	0	0	0	0	0	0	0	false	false	false	false	false																					www.bhsla.com	
107244																																		679166	17669	150700	660789	0	900971		11296	0	1020	0	5353	1	0	0	false	0	0	150700	271	0	750000	0	0	0	0	0	0	0	true	true	0	0	0	18377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					6352	462224	0	0	0	0	0	0	true	false	false	false	true	0	457	14632	0																	http://www.ozk.com	
107459																																		0	0	0	0	0	0		0	0	0	0	0	445	1	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					13	259	0	0	0	0	0	0	false	false	false	false	false																					www.corderbank.com	
107570																																		1272	5	12000	131	1141	45000		0	0	5	0	0	260	0	1141			0	12000	17000	13000	3000	8000	0	0	0	0	0	0					0	0																					399	38624	0	0	0	0	0	0	true	false	false	false	false																					www.firstfedindiana.bank	
107758																																		0	78	344	0	0	4757		0	0	0	0	78	497	0	0			0	344	2239	564	1610	0	0	0	0	0	0	0						0																					25	564	0	0	0	0	0	0	true	false	false	false	false																					www.bvsb.bank	
108072																																		132	225	2047	132	0	10321		0	0	225	0	0	2330	2	0			0	2047	3571	43	151	0	0	4509	0	0	0	4509						0																					85	4509	4509	4131	0	0	4509	0	false	false	false	false	false						Bank of Buffalo		Bank of Gillette		Bank of Sheridan											www.buffalofed.bank	
108269																																		0	0	0	0	0	0		0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					18	1013	0	0	0	0	0	0	true	false	false	false	false																					www.fnbmoody.com	
108652																																		399	147	100	399	0	100		147	0	0	0	0	242	0	0			0	100	0	0	0	0	0	0	0	0	0	0						0																					37	2019	0	0	0	0	0	0	true	false	false	false	false																					www.fnbob.com	
108746																																		0	0	0	0	0	0		0	0	0	0	0	2623	2	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					45	592	0	0	0	0	0	0	true	false	false	false	false																					onlinebanking.masoncitynationalbank.com	
108951																																		369	0	800	363	0	5616		0	0	0	0	0	4438	1	0			0	800	3450	866	500	0	0	0	0	0	0	0					0	6																					403	21819	0	0	0	0	0	0	true	false	false	false	true	1	121	2947	0																	www.reliabank.com	
109136																																		0	2555	0	0	0	0		2555	0	0	0	0	17929	5	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					148	15198	0	0	0	0	0	0	false	false	false	false	false																					www.peoplesbanktrust.com	
109154																																		0	0	1500	0	0	2000		0	0	0	0	0	285	0	0			0	1500	500	0	0	0	0	0	0	0	0	0						0																					86	3054	0	0	0	0	0	0	true	false	false	false	false																					WWW.fsbbyron.com	
109453																																		2321	0	7750	2163	0	13750		0	0	0	0	0	2764	1	0			0	7750	6000	0	0	0	0	0	0	0	0	0						158																					290	9120	0	0	0	0	0	0	true	false	false	false	false																					https://www.ebankstar.bank	
109574																																		218	0	3000	218	0	21198		0	0	0	0	0	1927	1	0			0	3000	7034	10500	664	0	0	0	0	0	0	0					12586	0																					331	43667	0	0	0	0	0	0	true	false	false	false	false					www.haverhillbank.bank																www.haverhillbank.com	
109659																																		138	101	387	138	0	2350		0	0	0	0	101	8050	6	0			0	387	0	0	1938	0	0	25	0	0	0	25						0																					235	14221	25	23	0	0	25	0	false	false	false	false	false																					http://www.fn.bank	
110413																																		140	186	0	0	140	0		0	0	186	0	0	6527	1	140	true	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					435	60251	0	0	0	0	0	0	true	false	false	false	false																					www.suttonbank.com	
110936																																		10488	4890	0	10488	0	3708		0	0	4890	0	0	40	0	0			0	0	0	0	3708	0	0	0	0	0	0	0					6000	0																					0	0	0	0	0	0	0	0	true	false	false	false	true	0	16080	297245	0																	http://www.bbamericas.com	
110945																																		0	246	1000	0	0	6250		0	0	0	0	246	383	0	0			0	1000	2163	1258	1829	0	0	0	0	0	0	0					150	0																					98	3818	0	0	0	0	0	0	true	true	false	false	false																					www.usbky.com	
110972																																		120	0	4000	120	0	4000		0	0	0	0	0	860	0	0			0	4000	0	0	0	0	0	0	0	0	0	0						0																					82	2321	0	0	0	0	0	0	true	false	false	false	false																					WWW.FIRSTFEDERALWASHINGTON.COM	
111157																																		0	0	3000	0	0	11267		0	0	0	0	0	3365	1	0	false	0	0	3000	5000	2000	1267	0	0	0	0	0	0	0	true	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					108	2460	0	0	0	0	0	0	true	false	false	false	false																					https://www.bankoflindsay.com	
111205																																		656	0	28651	0	656	44009		0	0	0	0	0	1107	1	656			0	28651	7051	6425	1882	0	0	0	0	0	0	0					16043	0																					439	21960	0	0	0	0	0	0	true	false	false	false	false					banksis.us																partnersbankonline.com	
111942																																		1556	2362	17000	0	1496	27230		2362	0	0	0	0	1509	1	1496			0	17000	0	0	10000	10000	0	119	111	0	0	230					28	60																					324	37120	0	0	0	0	0	0	true	true	false	false	false																					www.fortifibank.com	
111979																																		1389	1093	0	1389	0	0		0	500	593	0	0	1889	1	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					318	31329	0	0	0	0	0	0	true	false	false	false	false																					www.ssbwa.com	
112163																																		36348	402	91610	32160	712	100610		105	0	297	0	0	42725	9	712	false	0	0	91610	3000	6000	0	0	0	0	0	0	0	0	true	false	0	0	0	3476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					1908	208793	0	0	0	0	0	0	true	false	false	false	true	1	89	511	0																	www.gnty.com	
112332																																		133	25	0	0	0	347		0	0	25	0	0	254	0	0			0	0	347	0	0	0	0	0	0	0	0	0						133																					54	1743	0	0	0	0	0	0	true	false	false	false	false					www.fnbhartford.com	FNB		First National Bank													www.fnbhartford.com	
112444																																		0	0	0	0	0	5000		0	0	0	0	0	1926	1	0			0	0	0	5000	0	0	0	0	0	0	0	0					4	0																					0	0	0	0	0	0	0	0	true	true	false	false	false																					www.jacksoncountybank.com	
112510																																		0	0	0	0	0	0		0	0	0	0	0	749	0	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					0	0	0	0	0	0	0	0	true	false	false	false	false																					balticstatebank.com	
112556																																		0	0	1500	0	0	1500		0	0	0	0	0	9	0	0			0	1500	0	0	0	0	0	0	0	0	0	0					0	0																					78	2870	0	0	0	0	0	0	false	false	false	false	false																					www.statebankofchandler.bank	
112837	14731128	1035	0	14299901	321996	8130355	true	5	0	321996	true	0	244859	0	276	58	0	0	3354667	3106508	1535098	133748	2659227	0	0	0	109231	0	0			0	0						8130355		0	0	0	0	1035																0		true	true					0	0	0	0	0	0	0	0	0		0	0	0	0	0						14303	1161168	0	0	0	0	0	0	true	false	false	false	true	1	8565	99963	0	banking.capitalone.com	Capital One Bank	https://intellix.capitalonebank.com		https://lbox.capitalonebank.com/		https://www.capitalone.com/commercial/depository-services/		https://smallbusiness.capitalone.com/offer-details		https://verified.capitalone.com/sic-ui/#/esignin?Product=ENTERPRISE		verified.capitalone.com	myaccounts.capitalone.com	https://www.capitalone.com/applications/mobile/	https://apply.capitalone.com/#/getting-started?productId=4000	www.capitalone.com	
113003																																		0	0	0	0	0	0		0	0	0	0	0	1462	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	50823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	0	0	0	0	0	0	true	false	false	false	false																					www.staffordsavingsbank.com	
113030																																		0	25	0	0	0	0		25	0	0	0	0	499	0	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					64	3211	0	0	0	0	0	0	false	false	false	false	false					m.facebook.com/thefarmersstatebank																www.farmersstate-online.net	
113441																																		2709	22	21500	2604	93	43420		0	0	22	0	0	8405	3	93			0	21500	21920	0	0	31500	0	0	0	0	0	0					5479	12																					425	33032	0	0	0	0	0	0	false	false	false	false	false					http://www.gofsb.com																http://www.farmersstatebank.com	
113601																																		0	0	0	0	0	0		0	0	0	0	0	5	0	0			0	0	0	0	0	0	0	0	0	0	0	0					1000	0																					286	39267	0	0	0	0	0	0	true	false	false	false	false																					http://www.bankofnewengland.com	
113740																																		367	207	0	0	367	0		0	0	207	0	0	1104	1	1259	true	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					419	78494	0	0	0	0	0	0	true	false	false	false	false																					www.fsb.bank	
113937																																		0	131	0	0	0	0		131	0	0	0	0	3820	4	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					265	15419	0	0	0	0	0	0	false	false	false	false	false																					www.merchantsbankal.com	
114149																																		2043	0	4000	1151	0	9650		0	0	0	0	0	1329	0	0			0	4000	3900	1750	0	0	0	0	0	0	0	0					807	892																					141	9459	0	0	0	0	0	0	false	false	false	false	false																					http://www.partnersbankwi.com	
114251																																		301	234	4840	301	0	7479		0	0	0	0	234	924	1	0			0	4840	643	384	1530	438	0	0	82	0	0	0						0																					86	986	0	0	0	0	0	0	true	false	false	false	false					fmbankclfd.com	Farmers & Merchants State Bank of Clarkfield															fmbankminnesota.com	
114260																																		2905	148	30000	0	2905	30120	true	0	0	148	0	0	27997	2	2905	false	0	0	30000	0	0	0	0	0	120	0	0	0	120	true	true	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					2148	324471	0	0	0	0	0	0	true	false	false	false	true	1	237	2908	0																	http://www.fnbalaska.com	
114457																																		0	130	0	0	0	0		0	0	0	0	130	253	0	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					161	9756	0	0	0	0	0	0	true	false	false	false	false					www.fnbec.bank																www.fnbec.com	
114774																																		3898	273	3000	0	3898	3000		5	0	268	0	0	25	0	4239			0	3000	0	0	0	0	0	0	0	0	0	0					0	0																					0	0	0	0	0	0	0	0	false	false	false	false	false																					www.abbemae.com	
114840																																		0	0	1000	0	0	10524		0	0	0	0	0	5032	2	0			0	1000	0	2330	7194	0	0	0	0	0	0	0						0																					204	22384	0	0	0	0	0	0	true	false	false	false	false																					http://www.fsbmybank.com	
114859																																		0	0	1000	0	0	5351		0	0	0	0	0	731	0	0			0	1000	1344	1897	1110	0	0	0	0	0	0	0					5000	0																					76	1535	0	0	0	0	0	0	true	false	false	false	false																					www.firstofminden.com	
115146																																		0	0	3342	0	0	16862		0	0	0	0	0	8002	3	0			0	3342	691	1701	11128	0	0	0	0	0	0	0						0																					93	6168	0	0	0	0	0	0	false	false	false	false	false																					http://www.STANSGARBANK.COM	
115575																																		7416	0	9000	3256	538	35406		0	0	0	0	0	2831	1	906			0	9000	20110	4133	1360	0	0	0	0	803	0	803					0	3622																					365	42476	0	0	0	0	0	0	true	false	false	false	false					www.coastalheritagebank-merchant.rdcselect.com/#/login		www.facebook.com/coastalheritagebank/		www.youtube.com/channel/UC60jgRmYT385uZSFa-9kmlg/featured		www.linkedin.com/coastalheritagebank										www.coastalheritagebank.com	
116358																																		0	0	0	0	0	0		0	0	0	0	0	1164	0	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					30	2349	0	0	0	0	0	0	true	false	false	false	false																					www.statebankcoldspring.com	
116554																																		25	0	0	25	0	6799		0	0	0	0	0	83	0	0			6799	0	0	0	0	0	6799	0	0	0	0	6799					0	0																					8	1073	0	0	0	0	0	0	false	false	false	false	false																					fsbec.com	
116741																																		0	0	500	0	0	2000		0	0	0	0	0	121	0	0			0	500	500	1000	0	0	0	0	0	0	0	0						0																					45	1399	0	0	0	0	0	0	true	false	false	false	false																					http://www.ubtc.net	
117038																																		0	0	5000	0	0	5640		0	0	0	0	0	855	0	0	false	0	0	5000	0	0	0	0	0	640	0	0	0	640	false	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					307	13990	640	455	0	0	640	0	true	false	false	false	false																					http://www.hnbfirst.com	
117074																																		0	0	427	0	0	3721		0	0	0	0	0	1708	1	0			0	427	3294	0	0	0	0	0	0	0	0	0					0	0																			1	true	0	0	0	0	0	0	0	0	true	false	false	false	false																					colonialfed.com	
117458																																		16570	0	23036	12812	656	151819		0	0	0	0	0	1064	1	656			0	23036	20000	35317	73466	0	0	0	0	0	0	0						3102																					404	22078	0	0	0	0	0	0	false	false	false	false	false																					www.bankfirstonline.com	
117775																																		0	142	0	0	0	0		0	0	0	0	142	490	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	0	0	0	0	0	0	false	false	false	false	false																					http://www.sobanco.com	
118156																																		0	11	0	0	0	71024		0	0	0	0	11	4288	3	0			0	0	5000	0	0	0	0	66024	0	0	0	66024						0																					613	71824	66024	18510	0	0	66024	0	false	false	false	false	false																					http://www.securitybanktn.com	
118660																																		108	0	2340	0	108	23957		0	0	0	0	0	0	0	108			0	2340	10075	9040	2502	0	0	0	0	0	0	0						0																					0	0	0	0	0	0	0	0	true	false	false	false	false																					https://www.hbc.bank	
118736																																		0	2200	0	0	0	250		2200	0	0	0	0	1184	0	0			250	0	0	0	0	0	250	0	0	0	0	250						0																					359	13873	0	0	0	0	0	0	false	false	false	false	false						Bank of Yazoo															http://www.bankofyazoo.com	
119153																																		0	0	0	0	0	0		0	0	0	0	0	718	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					193	12401	0	0	0	0	0	0	true	false	false	false	false																					WWW.SNBENID.COM	
119528																																		15591	318	0	14271	157	30000		0	0	318	0	0	5797	1	157			0	0	10000	20000	0	0	0	0	0	0	0	0					2	1163																					629	51919	0	0	0	0	0	0	true	false	false	false	false																					www.farmersnb.com	
119779																																		1569	37	0	0	1569	19520		0	0	0	0	37	6288	3	2002	true	0	0	0	17431	1089	1000	0	0	0	0	0	0	0	false	false	0	0	512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					840	74202	0	0	0	0	0	0	true	false	false	false	true	1	95	873	0	www.capecodcoop.com	The Cooperative Bank of Cape Cod	www.capecodcooperativebank.com		www.thecooperativebankofcapecod.com		www.cccnetbank.com										www.mycapecodbank.com	
119872																																		329	0	10000	0	329	77025		0	0	0	0	0	6472	4	329			0	10000	2262	38800	250	35000	0	25713	0	0	0	25713					0	0																			1	true	269	32659	25713	19912	0	0	25713	0	true	false	false	false	false																					www.firstseacoastbank.com	
120476																																		0	0	0	0	0	1000		0	0	0	0	0	353	0	0			0	0	1000	0	0	0	0	0	0	0	0	0					0	0																			1	true	0	0	0	0	0	0	0	0	true	false	false	false	false																					www.argentinefed.com	
120542																																		1101	295	4000	0	0	11500		0	0	0	0	295	2697	1	0			0	4000	0	0	7500	0	0	0	0	0	0	0					7	1101																					243	16362	0	0	0	0	0	0	true	false	false	false	false																					www.statebankofchilton.com	
120609																																		685	191	0	0	685	3466		0	0	0	0	191	2415	1	685			0	0	0	0	3466	0	0	0	0	0	0	0					1622	0																					1050	124535	0	0	0	0	0	0	true	false	false	false	true	1	39	127	0																	www.thomastonsavingsbank.com	
120953																																		649	0	0	296	0	0		0	0	0	0	0	187	0	0			0	0	0	0	0	0	0	0	0	0	0	0					0	353																					0	0	0	0	0	0	0	0	false	false	false	false	false																					http://www.fsbparkston.com	
121642																																		8977	7029	115	3427	0	59200		4232	71	509	0	2217	19983	4	0	true	0	46	115	548	0	20101	20000	46	672	690	37028	0	38436	true	true	0	0		5550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					3944	290162	0	0	0	0	0	0	true	false	false	true	true	1	83	1107	83																	http://www.bankplus.net	
121651																																		0	8	0	0	0	0		0	0	8	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					92	5265	0	0	0	0	0	0	false	false	false	false	false																					www.jonesborostatebank.com	
121914																																		0	148	55	0	0	55		0	0	148	0	0	1499	0	0			0	55	0	0	0	0	0	0	0	0	0	0						0																					183	7213	0	0	0	0	0	0	false	false	false	false	false																					www.csborbisonia.com	
122153																																		0	0	0	0	0	0		0	0	0	0	0	3	0	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					0	0	0	0	0	0	0	0	false	false	false	false	false																					http://jacksonparishbank.com	
122546																																		0	0	4000	0	0	4000		0	0	0	0	0	0	0	0			0	4000	0	0	0	0	0	0	0	0	0	0					0	0																					105	3495	0	0	0	0	0	0	false	false	false	false	false																					www.fnbofsandoval.com	
122854																																		1088411	1688	650000	994021	0	932494		200	0	0	0	1488	40307	3	0	false	0	0	650000	125000	0	150000	0	0	7494	0	0	0	7494	true	false	0	0	0	94390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					6235	823289	7494	6404	0	0	7494	0	true	false	false	false	true	1	465	7400	0		Independent Financial															www.independent-bank.com	
123075																																		0	0	0	0	0	0		0	0	0	0	0	316	0	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																			1	true	0	0	0	0	0	0	0	0	false	false	false	false	false																					www.miltonsavingsbank.com	
123374																																		0	330	0	0	0	1000		297	0	33	0	0	1051	0	0			0	0	0	1000	0	1000	0	0	0	0	0	0						0																			1	true	0	0	0	0	0	0	0	0	false	false	false	false	false																					www.beauregardfsb.com	
124344																																		1121	500	13000	0	1121	13000		0	0	0	0	500	11736	2	1121			0	13000	0	0	0	0	0	0	0	0	0	0						0																					285	25983	0	25983	0	0	0	0	true	false	false	false	false																					http://www.bankofsunprairie.com	
124830																																		0	348	500	0	0	2500		11	237	0	0	100	425	0	0			0	500	2000	0	0	0	0	0	0	0	0	0						0																					80	2340	0	0	0	0	0	0	false	false	false	false	false																					http://www.bankofcamilla.net	
125154																																		0	306	0	0	0	4130		306	0	0	0	0	247	0	0	false	0	4130	0	0	0	0	0	4130	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	0	0	0	0	0	0	false	false	false	false	false						Sheppard Bank															www.fsnb.com	
125471																																		1743564	8665	625058	1655572	6528	1543408		1710	0	3144	0	3811	21	0	6528	true	0	0	625058	350000	0	0	0	0	568350	0	0	0	568350	true	false	0	0	0	81464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					3295	635669	568350	78755	0	0	568350	0	true	false	false	false	true	1	1406	22891	0	www.briodirectbanking.com																www.snb.com	
125855																																		3834	2424	0	0	2882	7959		1454	0	74	0	896	25521	4	2882			0	0	0	0	7959	0	0	0	0	0	0	0					0	952																					346	27430	0	0	0	0	0	0	true	false	false	false	false																					www.sabinebank.com	
125873																																		85	0	1250	0	85	1250		0	0	0	0	0	898	1	85			0	1250	0	0	0	0	0	0	0	0	0	0					0	0																					62	4302	0	0	0	0	0	0	true	true	false	false	false																					claycountysavings.com	
125958																																		0	0	0	0	0	0		0	0	0	0	0	677	0	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					0	0	0	0	0	0	0	0	true	false	false	false	false																						
126012																																		0	20	5000	0	0	5000		0	0	20	0	0	1136	1	0			0	5000	0	0	0	0	0	0	0	0	0	0						0																					260	25397	0	0	0	0	0	0	true	false	false	false	true	1	84	951	0																	http://www.champlainbank.com	
126049																																		0	388	56	0	0	3951		388	0	0	0	0	2023	2	0			0	56	1234	1923	738	3951	0	0	0	0	0	0					0	0																					81	2630	0	0	0	0	0	0	false	true	false	false	false																					www.connectbank.us	
126375																																		0	0	0	0	0	0		0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0						0																			2	true	0	0	0	0	0	0	0	0	false	false	false	false	false																					HTTP://WWW.VIDFEDONLINE.COM	
126553																																		1808	0	0	0	1808	27145		0	0	0	0	0	1104	0	1808	false	0	0	0	0	0	1860	0	0	25285	0	0	0	25285	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					292	26476	25285	18382	0	0	25285	0	true	false	false	false	false						North Shore Bank															www.northshore.bank	
