"IDRSSD"	RCFDS483	RCFDS484	RCFDS485	RCFDS486	RCFDS487	RCFDS488	RCFDS489	RCFDS490	RCFDS491	RCFDS492	RCFDS493	RCFDS494	RCFDS495	RCFDS496	RCFDS497	RCFDS498	RCFDS499	RCFDS500	RCFDS503	RCFDS504	RCFDS505	RCFDS506	RCFDS507	RCFDS510	RCFDS511	RCFDS512	RCFDS513	RCFDS514	RCFDS515	RCFDS516	RCFDS517	RCFDS518	RCFDS519	RCFDS520	RCFDS521	RCFDS522	RCFDS523	RCFDS524	RCFDS525	RCFDS526	RCFDS527	RCFDS528	RCFDS529	RCFDS530	RCFDS531	RCFDS539	RCFDS540	RCFDS541	RCFDS542	RCFDS543	RCFDS544	RCFDS545	RCFDS546	RCFDS547	RCFDS548	RCFDS549	RCFDS550	RCFDS551	RCFDS552	RCFDS554	RCFDS555	RCFDS556	RCFDS557	RCFDS558	RCFDS559	RCFDS560	RCFDS561	RCFDS562	RCFDS563	RCFDS564	RCFDS565	RCFDS566	RCFDS567	RCFDS568	RCFDS569	RCFDS570	RCFDS571	RCFDS572	RCFDS573	RCFDS574	RCFDS575	RCFDS576	RCFDS577	RCFDS578	RCFDS579	RCFDS580	RCFDS581	RCFDS582	RCFDS583	RCFDS584	RCFDS585	RCFDS586	RCFDS587	RCFDS588	RCFDS589	RCFDS590	RCFDS591	RCFDS592	RCFDS593	RCFDS594	RCFDS595	RCFDS596	RCFDS597	RCFDS598	RCFDS599	RCFDS600	RCFDS601	RCFDS602	RCFDS603	RCFDS604	RCFDS605	RCFDS606	RCFDS607	RCFDS608	RCFDS609	RCFDS610	RCFDS611	RCFDS612	RCFDS613	RCFDS614	RCFDS615	RCFDS616	RCFDS617	RCFDS618	RCFDS619	RCFDS620	RCFDS621	RCFDS622	RCFDS623	RCON2170	RCON3123	RCON3128	RCONA222	RCONB704	RCOND957	RCOND958	RCOND959	RCOND960	RCOND961	RCOND962	RCOND963	RCOND964	RCOND965	RCOND967	RCOND968	RCOND969	RCOND970	RCOND971	RCOND972	RCOND973	RCOND974	RCOND976	RCOND977	RCOND978	RCOND979	RCOND980	RCOND981	RCOND982	RCOND983	RCOND984	RCOND985	RCOND987	RCOND988	RCOND989	RCOND990	RCOND991	RCOND992	RCOND993	RCOND994	RCOND995	RCOND996	RCOND997	RCOND998	RCOND999	RCONG603	RCONG604	RCONG605	RCONG606	RCONG607	RCONG608	RCONG609	RCONG610	RCONG611	RCONG612	RCONG613	RCONG614	RCONG615	RCONG616	RCONG617	RCONG618	RCONG619	RCONG620	RCONG621	RCONG622	RCONG623	RCONG624	RCONG625	RCONG626	RCONG627	RCONG628	RCONG629	RCONG630	RCONG631	RCONG632	RCONG633	RCONG634	RCONG635	RCONG636	RCONG637	RCONG641	RCONG642	RCONH171	RCONH172	RCONH173	RCONH174	RCONH175	RCONH176	RCONH177	RCONH178	RCONH179	RCONH180	RCONH181	RCONH182	RCONH185	RCONH186	RCONH187	RCONH188	RCONH191	RCONH193	RCONH194	RCONH195	RCONH196	RCONH197	RCONH198	RCONH199	RCONH200	RCONH270	RCONH271	RCONH272	RCONH273	
1669																																																																																																																																		295295	2936	0	719	177393																																																																												176674																															
1856																																																																																																																																		106179	234	0	0	50700																																																																												50700																															
2161																																																																																																																																		174033	1447	0	37	112802	21063	1766	19297	0	0	0	0	0	0	495	14181	407	0	6426	0	6426	0	0	0	0	0	0	10027	0	0	0	10027	2261	39904	56435	76603	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2515	1258	1258	0	0	0	4580	39904	56435	76603	0	7981	28218	76603	112765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	
2376																																																																																																																																		3988696	28608	0	0	3566498	27048	15053	11995	0	321872	5126	301716	0	15030	1278	29507	0	0	0	0	0	0	0	0	0	0	0	187929	16	23759	1080	142697	26463	366977	334466	3245271	0	0	0	0	0	0	66	33	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	120000	120000	120000	0	0	0	34849	17425	0	0	0	17425	146463	369202	334466	3269738	0	73840	167233	3269738	3566498	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	
2732																																																																																																																																		610338	5023	0	0	465182																																																																												465182																															
2750																																																																																																																																		63769	553	0	0	46548																																																																												46548																															
3252																																																																																																																																		205761	4247	0	2624	129805																																																																												127181																															
3458																																																																																																																																		55383	518	0	0	45244																																																																												45244																															
3720																																																																																																																																		277490	1724	0	0	176818	27368	24322	3046	0	1836	0	1836	0	0	1501	74702	2042	0	0	0	0	0	0	0	0	0	0	15721	0	245	0	12725	25823	85579	35917	128636	405	405	0	0	0	405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	5000	0	0	0	5000	2327	1164	0	0	0	1164	26998	90446	35917	137741	0	18089	17959	137741	176818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	
3971																																																																																																																																		802167	2529	0	0	706394																																																																												706394																															
4156																																																																																																																																		221083	1816	0	0	158586																																																																												158586																															
4231																																																																																																																																		114486	851	0	265	46910																																																																												46645																															
5069																																																																																																																																		454648	8758	0	4401	420838																																																																												416437																															
5135																																																																																																																																		520689	4964	0	67	391741																																																																												391674																															
5210																																																																																																																																		1721986	13924	0	0	1221882																																																																												1221882																															
5461																																																																																																																																		644987	6140	0	108	496378																																																																												496270																															
5751																																																																																																																																		203144	2077	0	113	157194																																																																												157081																															
6039																																																																																																																																		288069	3084	0	395	215133	40037	4508	35529	0	0	0	0	0	0	0	19637	1002	0	10000	0	10000	0	0	0	0	0	0	11807	0	389	142	11276	4508	78738	34281	171159	0	0	0	0	0	0	626	313	0	0	0	313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10471	5236	0	0	0	5235	4508	78738	34281	178741	0	15748	17141	178741	214738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	
6329																																																																																																																																		846871	13164	0	4123	723281	54928	38808	16120	0	0	0	0	0	0	0	25055	642	0	9989	0	9989	0	0	0	0	0	0	54692	0	814	0	50158	46482	51978	140446	602331	1160	1160	0	0	0	1160	4024	2012	0	0	0	2012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11264	5632	0	0	1189	4443	46482	51978	143629	616206	0	10396	71815	616206	719158	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	
7009																																																																																																																																		867293	0	0	0	384105																																																																												384105																															
7045																																																																																																																																		207514	1409	0	171	98996	16337	12179	4158	0	0	0	0	0	0	1431	79397	21736	0	0	0	0	0	0	0	0	0	0	4326	0	0	0	4326	13610	83555	60103	50117	0	0	0	0	0	0	207	104	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13610	83555	60103	52233	0	16711	30052	52233	98825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	
7072																																																																																																																																		329550	2212	0	0	222734																																																																												222734																															
7456																																																																																																																																		94328	857	0	0	77739																																																																												77739																															
7634																																																																																																																																		70910	1193	0	569	49953																																																																												49384																															
8033																																																																																																																																		320694	1392	0	0	204192																																																																												204192																															
8462																																																																																																																																		174052	1168	0	222	76432																																																																												76210																															
8631																																																																																																																																		64720	400	0	0	38629																																																																												38629																															
9357																																																																																																																																		614265	4399	0	0	505720																																																																												505720																															
9553																																																																																																																																		179770	1211	0	0	132333																																																																												132333																															
9807																																																																																																																																		2332429	33034	0	8355	2034292	93265	72605	20660	0	0	0	0	0	0	230222	191347	13962	10131	0	0	0	0	0	0	0	0	0	182895	3968	1615	0	88379	306795	213622	372130	1263163	26651	26651	0	0	0	26651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226744	113372	0	0	0	109009	338315	213622	372330	1440237	0	42724	186165	1440237	2025937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	
9955																																																																																																																																		154286	1734	0	415	105567																																																																												105152																															
10250																																																																																																																																		448692	3184	0	0	304453																																																																												304453																															
10849																																																																																																																																		251441	1545	0	0	148627																																																																												148627																															
11145																																																																																																																																		280235	2377	0	0	213593	22934	20187	2747	0	0	0	0	0	0	5722	11548	918	488	0	0	0	0	0	0	0	0	0	16703	42	1350	391	11859	26473	16026	63337	172549	100	100	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26473	16026	63337	174162	0	3205	31669	174162	213593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	
11640																																																																																																																																		353106	3545	0	0	366373																																																																												366373																															
11837																																																																																																																																		95279	831	0	160	53737																																																																												53577																															
12030																																																																																																																																		386701	8477	0	5044	274681																																																																												269637																															
12142																																																																																																																																		229592	1653	0	0	145288																																																																												145288																															
12311	189302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2728473	550688		0	0	0	0	0	0	0	0	167939	167939	163884	0	0	0	0	474	0	0	4520804	904161	0	0	0	902044	2117	16242	16272934	0	1424329	0	0	83645	0	1340684	0	543905	0	543905	0	0	0	0	0	543905	0	0	569047		0	0	0	0	0	0	10878	0	0	853571		0	0	0	0	0	0	86831308	0	2084315	19161565	8830084	1938391	386687	0	0	0	0	79162	471232	295676	0	374483	0	0	0	0	1036146	1877576	0	2957	19172099	5783773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77960	19841	0																			0	0	0	0																																																																																										
12647																																																																																																																																		162198	1076	0	0	106440	28933	26165	2768	0	21318	0	17608	3710	0	0	0	0	0	3806	0	3806	0	0	0	0	0	0	6596	62	167	100	5550	26227	27467	31439	73479	4	4	0	0	0	4	100	50	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11549	5775	0	0	0	5775	26227	27467	31439	79308	0	5493	15720	79308	106440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	
12656																																																																																																																																		17987	217	0	95	9751																																																																												9656																															
12946																																																																																																																																		1603404	19361	0	3191	1293527																																																																												1290336																															
13103																																																																																																																																		2279692	16310	0	0	2147214	48655	26118	22537	0	0	0	0	0	0	479	127100	3110	57384	0	0	0	0	0	0	0	0	0	69510	0	3068	0	45456	26597	161604	766422	1127078	642	642	0	0	0	642	1015	508	0	0	508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202410	101205	0	0	30088	71118	26597	161604	797890	1209236	0	32321	398945	1209236	2147214	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	
13251																																																																																																																																		50017	510	0	99	32956																																																																												32857																															
13457																																																																																																																																		22600	93	0	0	11400																																																																												11400																															
14155																																																																																																																																		229571	3098	0	568	202433																																																																												201865																															
14650																																																																																																																																		40112	735	0	320	33233																																																																												32913																															
14753																																																																																																																																		42794	512	0	177	26809																																																																												26632																															
14865																																																																																																																																		482747	4202	0	0	460613																																																																												460613																															
14977																																																																																																																																		50307	643	0	86	44420	3847	343	3504	0	0	0	0	0	0	0	0	0	0	368	0	368	0	0	0	0	0	0	2903	0	211	0	2692	343	4083	7950	38574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	343	4083	7950	39628	0	817	3975	39628	44334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	
16551																																																																																																																																		325231	3031	0	0	253655																																																																												253655																															
16748																																																																																																																																		80240	653	0	0	54273																																																																												54273																															
