"IDRSSD"	RCFD0211	RCFD0213	RCFD0416	RCFD1286	RCFD1287	RCFD1737	RCFD1738	RCFD1739	RCFD1741	RCFD1742	RCFD1743	RCFD1744	RCFD1746	RCFD1754	RCFD1771	RCFD1772	RCFD1773	RCFD1778	RCFD8496	RCFD8497	RCFD8498	RCFD8499	RCFD8782	RCFD8783	RCFDA248	RCFDA510	RCFDA511	RCFDA549	RCFDA550	RCFDA551	RCFDA552	RCFDA553	RCFDA554	RCFDA555	RCFDA556	RCFDA557	RCFDA558	RCFDA559	RCFDA560	RCFDA561	RCFDA562	RCFDB838	RCFDB839	RCFDB840	RCFDB841	RCFDB842	RCFDB843	RCFDB844	RCFDB845	RCFDB846	RCFDB847	RCFDB848	RCFDB849	RCFDB850	RCFDB851	RCFDB852	RCFDB853	RCFDB854	RCFDB855	RCFDB856	RCFDB857	RCFDB858	RCFDB859	RCFDB860	RCFDB861	RCFDC026	RCFDC027	RCFDC988	RCFDC989	RCFDG300	RCFDG301	RCFDG302	RCFDG303	RCFDG304	RCFDG305	RCFDG306	RCFDG307	RCFDG308	RCFDG309	RCFDG310	RCFDG311	RCFDG312	RCFDG313	RCFDG314	RCFDG315	RCFDG316	RCFDG317	RCFDG318	RCFDG319	RCFDG320	RCFDG321	RCFDG322	RCFDG323	RCFDG348	RCFDG349	RCFDG350	RCFDG351	RCFDG352	RCFDG353	RCFDG354	RCFDG355	RCFDG356	RCFDG357	RCFDG358	RCFDG359	RCFDG360	RCFDG361	RCFDG362	RCFDG363	RCFDG364	RCFDG365	RCFDG366	RCFDG367	RCFDG368	RCFDG369	RCFDG370	RCFDG371	RCFDG372	RCFDG373	RCFDG374	RCFDG375	RCFDHT50	RCFDHT51	RCFDHT52	RCFDHT53	RCFDHT58	RCFDHT59	RCFDHT60	RCFDHT61	RCFDK142	RCFDK143	RCFDK144	RCFDK145	RCFDK146	RCFDK147	RCFDK148	RCFDK149	RCFDK150	RCFDK151	RCFDK152	RCFDK153	RCFDK154	RCFDK155	RCFDK156	RCFDK157	RCON0211	RCON0213	RCON0416	RCON1286	RCON1287	RCON1737	RCON1738	RCON1739	RCON1741	RCON1742	RCON1743	RCON1744	RCON1746	RCON1754	RCON1771	RCON1772	RCON1773	RCON1778	RCON8496	RCON8497	RCON8498	RCON8499	RCON8782	RCON8783	RCONA248	RCONA510	RCONA511	RCONA549	RCONA550	RCONA551	RCONA552	RCONA553	RCONA554	RCONA555	RCONA556	RCONA557	RCONA558	RCONA559	RCONA560	RCONA561	RCONA562	RCONB838	RCONB839	RCONB840	RCONB841	RCONB842	RCONB843	RCONB844	RCONB845	RCONB846	RCONB847	RCONB848	RCONB849	RCONB850	RCONB851	RCONB852	RCONB853	RCONB854	RCONB855	RCONB856	RCONB857	RCONB858	RCONB859	RCONB860	RCONB861	RCONC026	RCONC027	RCONC988	RCONC989	RCONG300	RCONG301	RCONG302	RCONG303	RCONG304	RCONG305	RCONG306	RCONG307	RCONG308	RCONG309	RCONG310	RCONG311	RCONG312	RCONG313	RCONG314	RCONG315	RCONG316	RCONG317	RCONG318	RCONG319	RCONG320	RCONG321	RCONG322	RCONG323	RCONG348	RCONG349	
1669																																																																																																																																																		0	0	39694	14111	14640	0	0	2000	1998	0	0	0	0	29566	30784	64298	65522		27565	28770	0	0	0	0	20700			8015	12685	29639	26268	10354	0	0	0	0	0	4018	4109	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
1856																																																																																																																																																		0	0	27706	0	0	0	0	5004	5023	0	0	0	0	0	0	33482	33928		0	0	0	0	0	0	0			18909	4019	1003	0	0	222	0	0	0	0	0	0	4525	5248																									0	18909	0	18571									0	0	0	0	0	0	9157	9238	0	0	0	0	0	0	0	0			
2161																																																																																																																																																		0	0	7065	0	0	0	0	0	0	0	0	0	0	0	0	8449	8764		0	0	7003	7227	0	0	0			0	0	1285	1306	2083	2553	0	0	0	0	558	979	0	0																									0	0	0	0	0	0	0	0	0	0	1446	1537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
2732																																																																																																																																																		0	0	31208	0	0	0	0	0	0	0	0	300	300	0	0	44381	45269		0	0	21872	22200	0	0	20436			8393	12343	13795	6680	4058	0	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
2750																																																																																																																																																		0	0	2730	0	0	0	0	0	0	0	0	0	0	0	0	7769	7858		0	0	7159	7247	0	0	145			163	94	678	603	4464	1392	105	267	0	0	0	92	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
3252																																																																																																																																																		0	0	83599	0	0	0	0	0	0	0	0	0	0	0	0	103239	104194		0	0	23276	23765	138	138	8924			10078	2624	8035	3195	8528	3704	1	1845	575	4067	2819	228	57540	957																									0	0	0	0									0	0	0	0	0	0	57836	58033	0	0	0	0	0	0	54	54			
3458																																																																																																																																																		0	0	6742	0	0	0	0	0	0	0	0	0	0	4277	4410	6532	6614		4277	4410	1769	1780	0	0	671			100	571	758	807	4322	0	0	0	0	0	1684	1610	1039	0																									0	0	0	0									0	0	0	0	0	0	1049	1039	0	0	0	0	0	0	0	0			
3720																																																																																																																																																		0	0	43937	751	765	0	0	0	0	0	0	0	0	1800	1800	74001	76335		1800	1800	21118	22117	0	0	412			0	412	5051	392	16677	7250	0	0	0	0	23707	24646	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
3971																																																																																																																																																		0	0	34447	0	0	0	0	23524	23427	0	0	0	0	0	0	52696	53365		0	0	1000	993	0	0	4112			4283	4109	2028	6503	16531	993	2	0	243	122	13870	2162	2519	0																									0	0	0	0									0	0	0	0	0	0	2457	2519	0	0	0	0	0	0	0	0			
4156																																																																																																																																																		0	0	28858	0	0	0	0	0	0	0	0	0	0	0	0	36364	37528		0	0	23726	24465	0	0	3454			1226	2228	5877	6231	11904	2175	0	0	0	0	4313	2710	318	545																									0	0	0	0									0	0	0	0	0	0	818	863	0	0	0	0	0	0	0	0			
4231																																																																																																																																																		0	0	21167	0	0	0	0	0	0	0	0	0	0	0	0	45179	46521		0	0	24214	25095	0	0	0	0	0	0	0	0	0	14179	11922	0	0	0	0	13373	7030	17	0																									0	0	0	0									0	0	0	0	0	0	18	17	0	0	0	0	0	0	0	0			
5069																																																																																																																																																		0	0	0	0	0	0	0	11283	12474	0	0	0	0	0	0	13511	15246		0	0	2228	2772	0	0	105			9975	0	0	0	3121	2150	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
5135																																																																																																																																																		0	0	62164	56293	56288	0	0	0	0	0	0	0	0	0	0	80871	80922		0	0	2973	3049	0	0	56799			19200	37599	17989	4018	2116	0	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
5210																																																																																																																																																		0	0	283258	29996	29996	0	0	6276	6271	0	0	0	0	13606	14110	307404	313671		0	0	31705	31958	0	0	84222			36913	47275	47357	4721	71110	6440	0	34	2338	1748	71292	34751	48	3250																									0	0	0	0									0	0	0	0	0	0	2114	2207	0	0	0	0	0	0	0	0			
5461																																																																																																																																																		0	0	19199	997	1012	0	0	0	0	0	0	0	0	0	0	165330	170098		0	0	83879	87055	0	0	4052			7076	4052	5566	16042	60072	34969	0	0	0	0	11299	31022	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
5751																																																																																																																																																		0	0	23448	0	0	0	0	0	0	0	0	0	0	0	0	52919	54234		0	0	27881	29358	0	0	1015			15749	0	170	500	11791	16896	0	0	12	46	0	258	3710	5102																									0	10756	0	10962									0	0	0	0	0	0	6709	6794	0	0	0	0	0	0	0	0			
6039																																																																																																																																																		0	0	24877	1000	1000	0	0	0	0	0	0	0	0	0	0	27806	28156		0	0	3263	3398	0	0	2008			1000	1008	0	0	2086	1313	0	0	0	0	12755	9995	0	0																									0	0	0	0	0	0	0	0	0	0	22543	22750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
6329																																																																																																																																																		0	0	3514	0	0	0	0	0	0	0	0	0	0	0	0	54412	55248		0	0	9380	9575	0	0	19969			10042	9927	4994	641	6573	1464	0	0	0	0	2578	19030	0	0																									0	0	0	0	0	0	0	0	0	0	21018	21607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
7009																																																																																																																																																		0	0	295209	221001	221323	0	0	0	0	0	0	0	0	0	0	293598	295209		0	0	72597	73886	0	0	238712			122161	116551	47959	8538	0	0	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
7045																																																																																																																																																		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128616	132801		0	0	49872	52573	0	0	2277	0	0	505	1772	350	1771	25888	23136	0	0	0	0	47642	31737	0	0																									0	0	0	0	0	0	3319	3346	0	0	74597	76033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
7072																																																																																																																																																		0	0	178	0	0	0	0	11185	11284	0	0	0	0	20562	20650	16964	17102		4925	4915	2242	2257	0	0	1093			267	826	4457	711	7032	5173	0	0	21	31	1955	15239	0	1952																									0	0	0	0									0	0	0	0	377	382	1576	1575	0	0	0	0	0	0	0	0			
