"IDRSSD"	RCFA3792	RCFA5310	RCFA5311	RCFA7204	RCFA7205	RCFA7206	RCFA8274	RCFAA223	RCFAA224	RCFAB530	RCFAB596	RCFAH015	RCFAH036	RCFAH311	RCFAH313	RCFAH314	RCFAKW00	RCFAKW03	RCFAP742	RCFAP793	RCFAP839	RCFAP840	RCFAP841	RCFAP842	RCFAP843	RCFAP844	RCFAP845	RCFAP846	RCFAP847	RCFAP848	RCFAP849	RCFAP850	RCFAP851	RCFAP852	RCFAP853	RCFAP854	RCFAP855	RCFAP856	RCFAP857	RCFAP858	RCFAP859	RCFAP860	RCFAP861	RCFAP862	RCFAP863	RCFAP864	RCFAP865	RCFAP866	RCFAP867	RCFAP868	RCFAP870	RCFAP872	RCFAP875	RCFAQ257	RCFAQ258	RCFW3792	RCFW5310	RCFW5311	RCFW7205	RCFW7206	RCFWA223	RCFWH312	RCFWP793	RCFWP870	RCOA3792	RCOA5310	RCOA5311	RCOA7204	RCOA7205	RCOA7206	RCOA8274	RCOAA223	RCOAA224	RCOAB530	RCOAB596	RCOAH015	RCOAH036	RCOAH311	RCOAH313	RCOAH314	RCOAJJ29	RCOAKW00	RCOAKW03	RCOAP742	RCOAP793	RCOAP838	RCOAP839	RCOAP840	RCOAP841	RCOAP842	RCOAP843	RCOAP844	RCOAP845	RCOAP846	RCOAP847	RCOAP848	RCOAP849	RCOAP850	RCOAP851	RCOAP852	RCOAP853	RCOAP854	RCOAP855	RCOAP856	RCOAP857	RCOAP858	RCOAP859	RCOAP860	RCOAP861	RCOAP862	RCOAP863	RCOAP864	RCOAP865	RCOAP866	RCOAP867	RCOAP868	RCOAP870	RCOAP872	RCOAP875	RCOAQ257	RCOAQ258	RCOW3792	RCOW5310	RCOW5311	RCOW7205	RCOW7206	RCOWA223	RCOWH312	RCOWP793	RCOWP870	
82257																																																																	4196	318	318	10.9784%	16.8406%	15.5643%	3878	24916	35324	-2	0			8.8406%				170	35324	3708	15.5643%	1	0	3876	0	0	0	-2	0	0	0	0		0	0	3878	0	0	0	0	0	0	3878	0	0	0	0	0	0	0	0	0	318	0	0	0	0										
82350																																																																	5768	243	243	11.3064%	21.4010%	20.4994%	5525	26952	48866	-55	0			13.4010%				4195	48866	1330	20.4994%	1	0	5470	0	0	0	-55	0	0	0	0		0	0	5525	0	0	0	0	0	0	5525	0	0	0	0	0	0	0	0	0	243	0	0	0	0										
82659																																																																	8493	889	889	8.2575%	11.9807%	10.7266%	7604	70889	92086	11	0			3.9807%				1117	92099	6500	10.7266%	1	0	7628	13	0	0	11	0	0	0	0		0	0	7604	0	0	0	0	0	0	7604	0	0	0	0	0	0	0	0	0	889	0	13	0	0										
83151																																																																	23130	1137	1137	9.7643%	13.1314%	12.4859%	21993	176143	225238	-30	0			5.1314%				-1650	227063	25468	12.4859%	1	0	23788	810	124	891	-30	0	0	0	0		0	0	21993	0	0	0	0	0	0	21993	0	0	0	0	0	0	0	0	0	1137	0	1825	0	0										
83236																																																																	14629	261	261	18.9292%	58.8124%	57.7631%	14368	24874	75904	-128	0			50.8124%				13868	75904	500	57.7631%	1	0	14240	0	0	0	-128	0	0	0	0		0	0	14368	0	0	0	0	0	0	14368	0	0	0	0	0	0	0	0	0	261	0	0	0	0										
83375																																																																	82409	6850	6850	8.8541%	11.8743%	10.8873%	75559	694013	853381	4169	0			3.8743%				56264	854791	20705	10.8873%	1	0	81138	1028	382	0	4169		0	0	0		0	0	75559	0	0	0	0	0	0	75559	0	0	0	0	0	0	0	0	0	6850	0	1410		0										
83638																																																																	900194	56443	56443	10.4594%	13.8774%	13.0073%	843751	6486773	8066941	-2149	0			5.8774%				429348	8080927	428952	13.0073%	1	94	856245	13302	684	0	-8766	656	6618	0	0		0	0	843751	0	0	0	0	0	0	843751	0	0	0	0	0	0	0	0	0	56443	0	13986	0	0										
83834																																																																	23539	1361	1361	12.2756%	18.6501%	17.5717%	22178	126214	180668	44	0			10.6501%				17178	180668	5000	17.5717%	1	0	22222	0	0	0	44	0	0	0	0		0	0	22178	0	0	0	0	0	0	22178	0	0	0	0	0	0	0	0	0	1361	0	0	0	0										
83852																																																																	3980	77	77	10.6634%	22.6162%	22.1787%	3903	17598	36602	128	0			14.6162%				364	37128	4065	22.1787%	1	0	4557	123	403	0	128	0	0	0	0		0	0	3903	0	0	0	0	0	0	3903	0	0	0	0	0	0	0	0	0	77	0	526	0	0										
83955																																																																	6571	651	651	9.6928%	12.6295%	11.3783%	5920	52029	61076	-26	0			4.6295%				5590	61076	320	11.3783%	1	0	5884	0	0	0	-36	0	0	0	0		0	0	5920	0	0	0	0	0	0	5920	0	0	0	0	0	0	0	0	0	651	0	0	0	0										
84046																																																																	6331	204	204	11.7513%	21.8243%	21.1210%	6127	29009	52139	-70	0			13.8243%				5202	52139	925	21.1210%	1	0	6057	0	0	0	-70	0	0	0	0		0	0	6127	0	0	0	0	0	0	6127	0	0	0	0	0	0	0	0	0	204	0	0	0	0										
84541																																																																	95566	7631	7631	10.4999%	14.4682%	13.3129%	87935	660526	837484	-127	0			6.4682%				33345	837880	54986	13.3129%	1	0	88204	0	396	0	-127	0	0	0	0		0	0	87935	0	0	0	0	0	0	87935	0	0	0	0	0	0	0	0	0	7631	0	396	0	0										
84804																																																																	6951	355	355	8.7190%	24.6831%	23.4225%	6596	28161	75651	-174	0			16.6831%				6436	75651	160	23.4225%	1	0	6422	0	0	0	-103	0	0	-71	0		0	0	6596	0	0	0	0	0	0	6596	0	0	0	0	0	0	0	0	0	355	0	0	0	0										
85052																																																																	17208	1020	1020	8.2887%	21.0875%	19.8375%	16188	81603	195302	-537	0			13.0875%				5706	195302	10482	19.8375%	1	0	15651	0	0	0	-537		0	0	0		0	0	16188	0	0	0	0	0	0	16188	0	0	0	0	0	0	0	0	0	1020	0	0		0										
85454																																																																	10009	479	479	15.9186%	26.5125%	25.2437%	9530	37752	59867	126	0			18.5125%				9280	59867	250	25.2437%	1	0	9656	0	0	0	126	0	0	0	0		0	0	9530	0	0	0	0	0	0	9530	0	0	0	0	0	0	0	0	0	479	0	0	0	0										
85472																																																																	785242	21924	21924	10.2993%	13.5849%	13.2056%	763318	5780250	7411341	-2681	0			5.5849%				195257	7844270	1000990	13.2056%	1	0	1193566	375096	14717	43116	208		0	0	-2889		0	0	763318	0	0	0	0	0	0	763318	0	0	0	0	0	0	0	0	0	21924	0	432929		0										
85931																																																																	25562	1717	1717	9.9120%	18.6656%	17.4118%	23845	136947	240566	-246	0			10.6656%				17845	240566	6000	17.4118%	1	0	23599	0	0	0	-246	0	0	0	0		0	0	23845	0	0	0	0	0	0	23845	0	0	0	0	0	0	0	0	0	1717	0	0	0	0										
86349																																																																	29548	1981	1981	10.6122%	18.7584%	17.5007%	27567	157519	259766	-52	0			10.7584%				24567	259766	3000	17.5007%	1	0	27515	0	0	0	-52	0	0	0	0		0	0	27567	0	0	0	0	0	0	27567	0	0	0	0	0	0	0	0	0	1981	0	0	0	0										
86554																																																																	8330	251	251	11.4945%	23.5877%	22.8770%	8079	35315	70286	-107	0			15.5877%				7487	70389	695	22.8770%	1	0	8075	0	0	76	-107	0	0	0	0		27	0	8079	0	0	0	0	0	0	8079	0	0	0	0	0	0	0	0	0	251	0	103	0	0										
86675																																																																	247155	5446	5446	25.2863%	42.2036%	41.2737%	241709	585625	955888	-1844	0			34.2036%				241924	956103	0	41.2737%	1	0	240080	5	210	0	-1844	0	0	0	0		0	0	241709	0	0	0	0	0	0	241709	0	0	0	0	0	0	0	0	0	5446	0	215	0	0										
87047																																																																	23529	1029	1029	16.0773%	28.5879%	27.3377%	22500	82304	139949	246	0			20.5879%				22673	139997	-125	27.3377%	1	0	22794	0	0	48	246		0	0	0		0	0	22500	0	0	0	0	0	0	22500	0	0	0	0	0	0	0	0	0	1029	0	48		0										
87159																																																																	21037	691	691	13.9791%	38.2317%	36.9759%	20346	55025	145546	479	0			30.2317%				16851	145551	3500	36.9759%	1	0	20830	0	5	0	479	0	0	0	0		0	0	20346	0	0	0	0	0	0	20346	0	0	0	0	0	0	0	0	0	691	0	5	0	0										
87234																																																																	68144	3420	3420	12.6809%	22.6888%	21.5501%	64724	300342	510406	-234	0			14.6888%				61895	510601	3024	21.5501%	1	0	64685	195	0	0	-234	0	0	0	0		0	0	64724	0	0	0	0	0	0	64724	0	0	0	0	0	0	0	0	0	3420	0	195	0	0										
87476																																																																	29937	1346	1346	18.5463%	29.3339%	28.0150%	28591	102056	154160	-221	0			21.3339%				29869	155438	0	28.0150%	1	0	29648	0	0	1278	-221	0	0	0	0		0	0	28591	0	0	0	0	0	0	28591	0	0	0	0	0	0	0	0	0	1346	0	1278	0	0										
87579																																																																	46323	4080	4080	10.1675%	14.1994%	12.9487%	42243	326233	415470	-4230	0			6.1994%				43185	416514	0	12.9487%	1	0	38955	0	0	1044	820		0	-4332	-820		0	0	42243	0	0	0	0	0	0	42243	0	0	0	0	0	0	0	0	0	4080	0	1044		0										
88231																																																																	67091	6119	6119	9.7912%	13.7121%	12.4615%	60972	489283	622725	-50	0			5.7121%				57540	622793	3500	12.4615%	1	0	60990	0	68	0	-39	0	0	0	-11		0	0	60972	0	0	0	0	0	0	60972	0	0	0	0	0	0	0	0	0	6119	0	68	0	0										
88240																																																																	6123	114	114	9.4569%	18.2858%	17.9453%	6009	33485	63541	403	0			10.2858%				602	67018	8884	17.9453%	1	0	9889	2723	754	0	403		0	0	0		0	0	6009	0	0	0	0	0	0	6009	0	0	0	0	0	0	0	0	0	114	0	3477		0										
88259																																																																	9496	686	686	12.9614%	17.3266%	16.0749%	8810	54806	67971	-30	0			9.3266%				1810	67971	7000	16.0749%	1	0	8780	0	0	0	-30	0	0	0	0		0	0	8810	0	0	0	0	0	0	8810	0	0	0	0	0	0	0	0	0	686	0	0	0	0										
88352																																																																	26845	1193	1193	16.3039%	28.1607%	26.9092%	25652	95328	157337	-668	0			20.1607%				21652	157337	4000	26.9092%	1	0	24984	0	0	0	-668	0	0	0	0		0	0	25652	0	0	0	0	0	0	25652	0	0	0	0	0	0	0	0	0	1193	0	0	0	0										
88455																																																																	61570	4127	4127	9.6506%	12.7856%	11.9286%	57443	481557	595228	475	0			4.7856%				13748	613596	62063	11.9286%	1	0	76286	16709	1659	0	475	0	0	0	0		0	0	57443	0	0	0	0	0	0	57443	0	0	0	0	0	0	0	0	0	4127	0	18368	0	0										
88950																																																																	9953	677	677	9.6204%	11.5800%	10.7923%	9276	85950	96420	-32	0			3.5800%				1276	96420	8000	10.7923%	1	0	9244	0	0	0	-32	0	0	0	0		0	0	9276	0	0	0	0	0	0	9276	0	0	0	0	0	0	0	0	0	677	0	0	0	0										
89032																																																																	18739	632	632	11.5011%	19.4020%	18.7476%	18107	96583	157437	-102	0			11.4020%			0	14107	157437	4000	18.7476%	1	0	18005	0	0	0	-102	0	0	0	0		0	0	18107	0	0	0	0	0	0	18107	0	0	0	0	0	0	0	0	0	632	0	0	0	0										
89135																																																																	9145	581	581	11.7966%	19.7982%	18.5404%	8564	46191	72597	-415	0			11.7982%				8064	72597	500	18.5404%	1	0	8149	0	0	0	-415	0	0	0	0		0	0	8564	0	0	0	0	0	0	8564	0	0	0	0	0	0	0	0	0	581	0	0	0	0										
89854																																																																	13285	1328	1328	9.3030%	12.5166%	11.2654%	11957	106139	128529	-14	0			4.5166%				8807	128529	3150	11.2654%	1	0	11943	0	0	0	-14	0	0	0	0		0	0	11957	0	0	0	0	0	0	11957	0	0	0	0	0	0	0	0	0	1328	0	0	0	0										
89957																																																																	13699	856	856	12.9140%	19.6266%	18.4002%	12843	69798	99450	-93	0			11.6266%				5404	99450	7439	18.4002%	1	0	12750	0	0	0	-93	0	0	0	0		0	0	12843	0	0	0	0	0	0	12843	0	0	0	0	0	0	0	0	0	856	0	0	0	0										
90047																																																																	4532	200	200	13.1023%	27.4800%	26.2673%	4332	16492	33063	-79	0			19.4800%				3490	33063	1000	26.2673%	1	0	4411	0	0	0	79	0	0	0	0		0	0	4332	0	0	0	0	0	0	4332	0	0	0	0	0	0	0	0	0	200	0	0	0	0										
90177																																																																	29351	985	985	9.2544%	19.8634%	19.1968%	28366	147764	306515	-92	0			11.8634%				28366	306515	0	19.1968%	1	0	28274	0	0	0	-92		0	0	0		0	0	28366	0	0	0	0	0	0	28366	0	0	0	0	0	0	0	0	0	985	0	0		0										
90328																																																																	72832	3648	3648	10.4185%	13.3640%	12.6947%	69184	544985	664048	-1400	0			5.3640%				36559	671563	40140	12.6947%	1	0	75299	3257	3673	585	-363	0	0	-1037	0		0	0	69184	0	0	0	0	0	0	69184	0	0	0	0	0	0	0	0	0	3648	0	7515	0	0										
90337																																																																	78376	5732	5732	13.2925%	17.2951%	16.0303%	72644	453168	546505	-23	0			9.2951%				48394	546505	24250	16.0303%	1	0	72621	0	0	0	-23	0	0	0	0		0	0	72644	0	0	0	0	0	0	72644	0	0	0	0	0	0	0	0	0	5732	0	0	0	0										
90579																																																																	67444	2983	2983	14.9594%	28.2872%	27.0361%	64461	238426	430905	-514	-1426			20.2872%				64461	429479	0	27.0361%	1	0	63947	0	0	0	-514		0	0	0		0	0	64461	0	0	0	0	0	0	64461	0	0	0	0	0	0	0	0	0	2983	0	0		0										
91615																																																																	12537	826	826	10.8375%	14.5097%	13.5538%	11711	86404	108060	-22	0			6.5097%				10871	108060	840	13.5538%	1	0	11689	0	0	0	-22	0	0	0	0		0	0	11711	0	0	0	0	0	0	11711	0	0	0	0	0	0	0	0	0	826	0	0	0	0										
91754																																																																	79063	2727	2727	11.0554%	26.2509%	25.3455%	76336	301182	690483	49	0			18.2509%				59779	710658	36732	25.3455%	1	0	96560	20175	0	0	49	0	0	0	0		0	0	76336	0	0	0	0	0	0	76336	0	0	0	0	0	0	0	0	0	2727	0	20175	0	0										
91950																																																																	6085	372	372	12.1953%	17.6664%	16.5863%	5713	34444	46846	-26	0			9.6664%				3463	46846	2250	16.5863%	1	0	5687	0	0	0	-26	0	0	0	0		0	0	5713	0	0	0	0	0	0	5713	0	0	0	0	0	0	0	0	0	372	0	0	0	0										
92144																																																																	9011	208	208	18.8764%	37.3034%	36.4423%	8803	24156	46635	2	0			29.3034%				7021	46635	1500	36.4423%	1	0	8523	0	0	0	-280	0	0	0	0		0	0	8803	0	0	0	0	0	0	8803	0	0	0	0	0	0	0	0	0	208	0	0	0	0										
92676																																																																	63232	3134	3134	11.6096%	15.8099%	15.0263%	60098	399952	517658	-1006	0			7.8099%				60597	518257	100	15.0263%	1	0	59691	599	0	0	-1006	0	0	0	0		0	0	60098	0	0	0	0	0	0	60098	0	0	0	0	0	0	0	0	0	3134	0	599	0	0										
92706																																																																	45863	2238	2238	14.5527%	25.1970%	23.9674%	43625	182018	299772	-2130	0			17.1970%				37695	299871	6031	23.9674%	1	0	41596	0	0	99	-744	2	0	-1386	0		0	0	43625	0	0	0	0	0	0	43625	0	0	0	0	0	0	0	0	0	2238	0	99	0	0										
92902																																																																	2096	124	124	8.1511%	21.1290%	19.8790%	1972	9920	24193	0	0			13.1290%				1672	24193	300	19.8790%	1	0	1972	0	0	0	0		0	0	0		0	0	1972	0	0	0	0	0	0	1972	0	0	0	0	0	0	0	0	0	124	0	0		0										
93244																																																																	23365	2152	2152	9.2577%	13.6153%	12.3612%	21213	171609	229140	186	0			5.6153%				7553	229158	13678	12.3612%	1	0	21417	0	0	0	186		0	0	0		0	18	21213	0	0	0	0	0	0	21213	0	0	0	0	0	0	0	0	0	2152	0	18		0										
93543																																																																	48324	3985	4110	10.8878%	15.1609%	13.8715%	44214	318740	406088	951	0			7.1609%				29727	406088	14487	13.8715%	1	0	45165	0	0	0	951		0	0	0		0	0	44214	0	0	0	0	0	0	44214	0	0	0	0	0	0	125	0	0	4110	0	0		0										
93619																																																																	33793	0	0	97.5267%	239.5138%	239.5138%	33793	14109	34650	0	0			231.5138%				31293	34650	2500	239.5138%	0	0	33793	0	0	0						0	0	0	33793	0	0	0	0	0	0	33793	0	0	0	0	0	0	0	0	0	0	0	0		0										
94139																																																																	77434	3277	3277	12.3217%	20.7930%	19.9131%	74157	372404	601841	-5951	0			12.7930%				59155	604665	17826	19.9131%	1	0	71030	2824	0	0	-1201	0	0	-4750	0		0	0	74157	0	0	0	0	0	0	74157	0	0	0	0	0	0	0	0	0	3277	0	2824	0	0										
94522																																																																	77458	5156	5156	10.8686%	16.8897%	15.7654%	72302	458611	665238	123	0			8.8897%				69418	665238	2900	15.7654%	1	0	72441	0	0	0	123	16	0	0	0		0	0	72302	0	0	0	0	0	0	72302	0	0	0	0	0	0	0	0	0	5156	0	0	0	0										
94755																																																																	22012	1697	1697	10.9772%	16.2124%	14.9625%	20315	135773	185065	318	0			8.2124%				16615	185065	3700	14.9625%	1	0	20633	0	0	0	318	0	0	0	0		0	0	20315	0	0	0	0	0	0	20315	0	0	0	0	0	0	0	0	0	1697	0	0	0	0										
94858																																																																	17021	1192	1192	11.0178%	16.7916%	15.6157%	15829	101366	143668	40	0			8.7916%				15129	143668	700	15.6157%	1	0	15869	0	0	0	40	0	0	0	0		0	0	15829	0	0	0	0	0	0	15829	0	0	0	0	0	0	0	0	0	1192	0	0	0	0										
95051																																																																	13771	901	901	14.3839%	19.7312%	18.4402%	12870	69793	89475	13	0			11.7312%				5011	91016	9400	18.4402%	1	0	14424	0	0	1541	1	0	12	0	0		0	0	12870	0	0	0	0	0	0	12870	0	0	0	0	0	0	0	0	0	901	0	1541	0	0										
95677																																																																	9329	662	662	11.8879%	17.7038%	16.4475%	8667	52695	72906	0	0			9.7038%				118	73578	9221	16.4475%	1	0	9339	0	0	672	0	0	0	0	0		0	0	8667	0	0	0	0	0	0	8667	0	0	0	0	0	0	0	0	0	662	0	672	0	0										
96553																																																																	14783	753	753	18.6972%	24.7331%	23.4733%	14030	59770	75038	0	0			16.7331%				12630	75038	1400	23.4733%	1	0	14030	0	0	0	0	0	0	0	0		0	0	14030	0	0	0	0	0	0	14030	0	0	0	0	0	0	0	0	0	753	0	0	0	0										
97055																																																																	30958	3011	3011	10.5240%	12.8640%	11.6128%	27947	240656	265556	22	0			4.8640%				6267	265556	21680	11.6128%	1	0	27969	0	0	0	22	0	0	0	0		0	0	27947	0	0	0	0	0	0	27947	0	0	0	0	0	0	0	0	0	3011	0	0	0	0										
97279																																																																	5755	279	279	8.1042%	17.7728%	16.9112%	5476	32381	67570	25	0			9.7728%				4008	67570	1468	16.9112%	1	0	5501	0	0	0	25		0	0	0		0	0	5476	0	0	0	0	0	0	5476	0	0	0	0	0	0	0	0	0	279	0	0		0										
97457																																																																	11281	981	981	8.7456%	12.1708%	11.1124%	10300	92689	117773	14	0			4.1708%				4706	117773	5594	11.1124%	1	0	10314	0	0	0	14		0	0	0		0	0	10300	0	0	0	0	0	0	10300	0	0	0	0	0	0	0	0	0	981	0	0		0										
97804																																																																	112701	9495	9495	11.7018%	14.8509%	13.5997%	103206	758885	881970	-122	0			6.8509%				97910	884978	8304	13.5997%	1	0	106092	2526	482	0	36		-158	0	0		0	0	103206	0	0	0	0	0	0	103206	0	0	0	0	0	0	0	0	0	9495	0	3008		0										
97943																																																																	35999	1871	1871	11.0362%	15.0261%	14.2452%	34128	239576	309237	501	0			7.0261%				28628	309643	5906	14.2452%	1	0	35035	0	406	0	501	0	0	0	0		0	0	34128	0	0	0	0	0	0	34128	0	0	0	0	0	0	0	0	0	1871	0	406	0	0										
98351																																																																	10802	405	405	10.2236%	19.2371%	18.5158%	10397	56152	101696	-294	0			11.2371%				3298	101976	7379	18.5158%	1	0	10383	0	280	0	-294		0	0	0		0	0	10397	0	0	0	0	0	0	10397	0	0	0	0	0	0	0	0	0	405	0	280		0										
98463																																																																	89630	5389	5389	10.9648%	18.1753%	17.0825%	84241	493142	768285	-510	0			10.1753%				29727	768285	54514	17.0825%	1	0	83731	0	0	0	-510		0	0	0		0	0	84241	0	0	0	0	0	0	84241	0	0	0	0	0	0	0	0	0	5389	0	0		0										
98717																																																																	35126	1686	1686	17.4388%	26.1434%	24.8885%	33440	134359	191756	-1187	0			18.1434%				27439	191756	6001	24.8885%	1	0	32253	0	0	0	-1187	0	0	0	0		0	0	33440	0	0	0	0	0	0	33440	0	0	0	0	0	0	0	0	0	1686	0	0	0	0										
99143																																																																	30557	1397	1397	11.3010%	15.0434%	14.3557%	29160	203125	258031	-548	0			7.0434%				26235	258031	2925	14.3557%	1	0	28612	0	0	0	-548	0	0	0	0		0	0	29160	0	0	0	0	0	0	29160	0	0	0	0	0	0	0	0	0	1397	0	0	0	0										
99255																																																																	7478	440	440	11.8387%	21.4712%	20.2079%	7038	34828	59449	-267	0			13.4712%				4272	59449	2766	20.2079%	1	0	6771	0	0	0	-267	0	0	0	0		0	0	7038	0	0	0	0	0	0	7038	0	0	0	0	0	0	0	0	0	440	0	0	0	0										
99376																																																																	300062	16398	16398	11.2824%	15.2225%	14.3906%	283664	1971169	2514222	-539	0			7.2225%				194353	2514270	89359	14.3906%	1	0	283173	48	0	0	-539		0	0	0		0	0	283664	0	0	0	0	0	0	283664	0	0	0	0	0	0	0	0	0	16398	0	48		0										
99442																																																																	47463	3414	3414	9.4552%	17.4417%	16.1872%	44049	272123	465869	-132	0			9.4417%				24667	468946	22460	16.1872%	1	0	46995	2202	875	0	412	0	0	-543	0		0	0	44049	0	0	0	0	0	0	44049	0	0	0	0	0	0	0	0	0	3414	0	3077	0	0										
99536																																																																	68827	3828	3828	7.8238%	13.8146%	13.0462%	64999	498221	830785	-2051	0			5.8146%				54632	831325	10907	13.0462%	1	0	63488	0	540	0	-2051	0	0	0	0		0	0	64999	0	0	0	0	0	0	64999	0	0	0	0	0	0	0	0	0	3828	0	540	0	0										
99853																																																																	5394	172	172	10.6491%	28.9145%	27.9925%	5222	18655	49037	-83	0			20.9145%				4212	49037	990	27.9925%	1	0	5119	0	0	0	-103	0	0	0	0		0	0	5222	0	0	0	0	0	0	5222	0	0	0	0	0	0	0	0	0	172	0	0	0	0										
100236																																																																	32213	2329	2329	10.9389%	17.4400%	16.1791%	29884	184708	273191	-135	0			9.4400%				23722	273191	6027	16.1791%	1	0	29614	0	0	0	-135	-135	0	0	0		0	0	29884	0	0	0	0	0	0	29884	0	0	0	0	0	0	0	0	0	2329	0	0	0	0										
100357																																																																	74239	5886	5886	9.9027%	13.9994%	12.8895%	68353	530300	690244	-3719	0			5.9994%				65697	701588	14000	12.8895%	1	0	75978	11294	50	0	-3719	0	0	0	0		0	0	68353	0	0	0	0	0	0	68353	0	0	0	0	0	0	0	0	0	5886	0	11344	0	0										
100562																																																																	697549	34854	34854	10.7912%	14.6721%	13.9390%	662695	4754243	6141077	-8927	0			6.6721%				364025	6392965	550558	13.9390%	1	0	905656	220972	27849	3067	-5821		-3106	0	0		0	0	662695	0	0	0	0	0	0	662695	0	0	0	0	0	0	0	0	0	34854	0	251888		0										
100777																																																																	75901	3327	3327	14.9434%	28.5991%	27.3456%	72574	265396	485659	-766	0			20.5991%				73334	486420	1	27.3456%	1	0	72569	0	3	758	-766	0	0	0	0		0	0	72574	0	0	0	0	0	0	72574	0	0	0	0	0	0	0	0	0	3327	0	761	0	0										
100843																																																																	50586	4675	4675	9.8075%	13.5770%	12.3223%	45911	372586	468122	-536	0			5.5770%				26714	468122	19197	12.3223%	1	0	45375	0	0	0	1359	0	-1895	0	0		0	0	45911	0	0	0	0	0	0	45911	0	0	0	0	0	0	0	0	0	4675	0	0	0	0										
101019	913699	54490	54490	12.2064%	15.0881%	14.1883%	859209	6055778	7039014	-23363	1158			7.0881%			451206	7052828	420659	14.1883%	0	848502	4550	0	0	-14543		0	-8820	0		8106	0	859209	0	0	0	0	0	0	859209	0	0	0	0	0	0	0	0	0	54490	0	12656		0																															1																																													
101037																																																																	138256	7622	7622	14.3075%	22.8663%	21.6057%	130634	604627	913044	-471	0			14.8663%				90634	913044	40000	21.6057%	1	0	130163	0	0	0	-471	0	0	0	0		0	0	130634	0	0	0	0	0	0	130634	0	0	0	0	0	0	0	0	0	7622	0	0	0	0										
101439																																																																	28730	1335	1335	15.6821%	27.2131%	25.9486%	27395	105574	174690	-269	0			19.2131%				23227	174690	4288	25.9486%	1	0	27246	0	0	0	-209	60	0	0	0		0	0	27395	0	0	0	0	0	0	27395	0	0	0	0	0	0	0	0	0	1335	0	0	0	0										
101671																																																																	67800	3400	3400	7.6825%	15.8345%	15.0404%	64400	428180	838271	-1837	0			7.8345%				42104	840294	24319	15.0404%	1	0	64586	2023	0	0	-1837		0	0	0		0	0	64400	0	0	0	0	0	0	64400	0	0	0	0	0	0	0	0	0	3400	0	2023		0										
101738																																																																	29428	1316	1316	9.5604%	22.6669%	21.6533%	28112	129828	294045	-1422	0			14.6669%				19062	294045	9050	21.6533%	1	0	26690	0	0	0	-1422	0	0	0	0		0	0	28112	0	0	0	0	0	0	28112	0	0	0	0	0	0	0	0	0	1316	0	0	0	0										
101952																																																																	12157	867	867	9.2226%	17.5852%	16.3311%	11290	69132	122417	-610	0			9.5852%				10590	122417	700	16.3311%	1	0	10680	0	0	0	-610	0	0	0	0		0	0	11290	0	0	0	0	0	0	11290	0	0	0	0	0	0	0	0	0	867	0	0	0	0										
102155																																																																	6080	338	338	11.0553%	15.9815%	15.0931%	5742	38044	51939	-15	0			7.9815%				921	51996	4878	15.0931%	1	0	5784	0	57	0	-15	0	0	0	0		0	0	5742	0	0	0	0	0	0	5742	0	0	0	0	0	0	0	0	0	338	0	57	0	0										
102333																																																																	8235	299	299	16.3087%	34.6693%	33.4105%	7936	23753	48661	-178	0			26.6693%				4236	48661	3700	33.4105%	1	0	7758	0	0	0	-178	0	0	0	0		0	0	7936	0	0	0	0	0	0	7936	0	0	0	0	0	0	0	0	0	299	0	0	0	0										
102342																																																																	24147	2280	2280	7.7532%	11.0014%	9.9626%	21867	219490	282040	-66	0			3.0014%				13297	282040	8570	9.9626%	1	0	21801	0	0	0	-66	0	0	0	0		0	0	21867	0	0	0	0	0	0	21867	0	0	0	0	0	0	0	0	0	2280	0	0	0	0										
102539																																																																	5830	263	263	11.0810%	22.5855%	21.5667%	5567	25813	50239	0	0			14.5855%				4292	50239	1275	21.5667%	1	0	5567	0	0	0	0	0	0	0	0		0	0	5567	0	0	0	0	0	0	5567	0	0	0	0	0	0	0	0	0	263	0	0	0	0										
102557																																																																	13443	736	736	12.0694%	16.1384%	15.2549%	12707	83298	105283	-24	0			8.1384%				847	105936	12513	15.2549%	1	0	13336	653	0	0	-24	0	0	0	0		0	0	12707	0	0	0	0	0	0	12707	0	0	0	0	0	0	0	0	0	736	0	653	0	0										
102874																																																																	23033	327	327	14.6652%	22.2279%	21.9123%	22706	103622	154829	0	0			14.2279%				22726	154849	0	21.9123%	1	0	22726	0	0	20	0	0	0	0	0		0	0	22706	0	0	0	0	0	0	22706	0	0	0	0	0	0	0	0	0	327	0	20	0	0										
103134																																																																	8267	514	514	11.6085%	20.1413%	18.8890%	7753	41045	66787	-28	0			12.1413%				4253	66787	3500	18.8890%	1	0	7725	0	0	0	-28	0	0	0	0		0	0	7753	0	0	0	0	0	0	7753	0	0	0	0	0	0	0	0	0	514	0	0	0	0										
103255																																																																	289951	24525	24525	8.4602%	13.1165%	12.0070%	265426	2210590	3137335	7457	12964			5.1165%				202013	3150336	43450	11.1023%	1	0	252920	407	0	0	7457	0	0	0	0		-370	0	245426	0	0	0	0	0	0	245426	20000	0	0	20000	0	20000	0	0	0	24525	0	37	0	0										
103563																																																																	9933	281	281	12.5574%	44.2726%	43.0201%	9652	22436	76863	-297	0			36.2726%				7652	76863	2000	43.0201%	1	0	9355	0	0	0	-297	0	0	0	0		0	0	9652	0	0	0	0	0	0	9652	0	0	0	0	0	0	0	0	0	281	0	0	0	0										
