"IDRSSD"	RIAD0497	RIAD4042	RIAD4136	RIAD4141	RIAD4146	RIAD4461	RIAD4462	RIAD4463	RIAD4464	RIAD4467	RIAD4468	RIAD4469	RIAD4486	RIAD4487	RIAD4488	RIAD4489	RIAD4491	RIAD4498	RIAD4499	RIAD4521	RIAD4522	RIAD4769	RIAD8403	RIADB526	RIADB527	RIADC013	RIADC014	RIADC015	RIADC016	RIADC017	RIADC018	RIADF229	RIADF555	RIADF556	RIADF557	RIADF558	RIADF559	RIADJ447	TEXT4461	TEXT4462	TEXT4463	TEXT4464	TEXT4467	TEXT4468	TEXT4469	TEXT4487	TEXT4489	TEXT4498	TEXT4499	TEXT4521	TEXT4522	TEXT4769	TEXTB526	TEXTB527	
2750	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	32	0	0	37	0	0	0	0	0	0	0	0																	
3177	88	0	71	93	CONF	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	false	44	0	0	17	154	13	345	447	53	0	0	130	40	240	30	0				OCC Semi-Annual Assessment													
3252	0	0	0	0	CONF	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0				Computer Exp- In House													
3458	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																	
3720	34	25	0	0	CONF	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	-62	0	0	50	0	0	169	0	0	0	0	37	0	25	0	Bank Card Income														Removed from our books per J.W. Hunt outside audit firm		
3971	293	0	0	0	CONF	228	33	0	1098	413	240	0	0	0	0	0	0	0	0	0	0	true	0	0	0	0	91	0	49	259	0	0	445	0	221	297	367	0	Debt protection product revenues	Equity method earnings from investment in limited partnership		Direct and indirect expense allocations/management fees from holding company	Employee reimbursed expenses	Credit report fees and collection expenses								Other noninterest expense item that exceeds the reporting threshold:  Insurance expenses of $174 thousand.			
4156	0	0	0	0	CONF	31	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	27	0	0	69	0	0	93	30	0	42	39	0	MORTGAGE BANKING			INTERNET BANKING													
4231	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	37	61	0	0	0	38	0	42	0	0																	
4437	0	0	31	0	CONF	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	false	27	0	0	0	53	0	0	130	32	0	147	41	61	49	31	0				BUSINESS FRANCHISE TAXES													
4839	0	0	24	13	CONF	37	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	11	0	160	25	0	0	41	0	24	0	0	Secondary Mortgage Lending Origination Fees			Non performing asset expense						Parent holding company funds downstreamed							
5069	36	67	264	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	51	0	0	0	46	0	0	0	0																	
5135	16	3	19	1	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	25	0	0	1	42	16	117	0	42	0	4	15	0	38	53	0																	
5210	77	0	103	72	CONF	30	0	0	190	0	0	0	0	0	0	0	0	0	0	0	0	false	83	0	0	0	262	0	34	82	55	0	327	84	71	120	96	0	Credit card processing income			PA Shares tax expense													
5461	114	0	0	0	CONF	0	101	40	68	79	121	0	0	0	0	0	0	0	0	0	0	true	0	0	0	0	0	0	0	76	33	0	110	0	51	57	98	0		MISC FEES AND INCOME	FHLB DIVIDEND INCOME	CUSTOMER SUPPORT EXPENSES	INSURANCE EXPENSES	TRANSPORTATION EXPENSES								OREO expense is 114			
5751	0	0	0	0	CONF	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	110	0	0	35	0	0	0	0	0				Trust Accounting & Software Expense													
6039	0	0	0	0	CONF	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0				ORE EXPENSES													
6141	0	0	12	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	8	0	0	1	0	6	0	52	9	0	0	0	0	0	0	0																	
6329	109	3	12	58	CONF	19	7	0	48	234	49	0	0	0	0	0	0	0	0	0	0	false	78	0	0	0	35	8	78	0	150	0	436	32	124	106	133	0	EXCHANGE / SERVICE CHARGES	LOAN SERVICE CHARGE / ORIGINATION FEES		EDUCATION & TRAINING	SERVICE FEE ANALYSIS	DONATIONS											
7009	0	0	0	0	CONF	0	0	0	7465	644	340	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				Investment Advisory and Other Service Fees	Custody Fees	Other Professional Fees											
7045	12	0	23	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	18	0	0	4	0	5	17	0	18	0	97	14	0	48	19	0																	
7072	44	0	70	5	CONF	25	6	5	45	0	34	0	0	0	0	0	0	0	0	0	0	false	3	0	0	0	26	5	5	86	14	0	13	34	67	0	9	0	Application Fees	Gross Rent Income	Credit Enhancement Fees	Loan Expenses		Insurance Expenses											
7157	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0																	
7456	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0																	
7634	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	46	0	0	0	0	0	29	0	0																	
8033	3	16	34	16	CONF	51	0	0	47	25	0	0	0	0	0	0	0	0	0	0	0	false	10	0	0	0	8	0	0	38	8	0	0	18	8	0	9	0	ATM CHECK CARD INCOME			ORE/OTHER ASSETS EXPENSE	CHECK CARD ATM EXPENSE												
8462	0	0	0	0	CONF	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	47	0	0	92	0	0	64	0	0				Comptroller of the Currency assessments													
8631	9	0	22	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	3	0	0	0	15	2	29	65	4	0	0	10	0	6	0	0																	
9357	32	0	0	28	CONF	92	68	0	29	73	149	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	Special Services Fee	Wire Fees		Correspondent Bank Charges	Outside Vendor Services	Miscellaneous Expenses											
9553	0	0	0	0	CONF	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	OTHER INCOME (Note Modification Fee)																
9807	179	203	52	59	CONF	45	29	95	2379	150	1422	0	0	0	0	0	0	0	0	0	0	false	23	0	0	17	1267	22	31	407	44	0	0	150	147	0	42	0	LOAN INSPECTION FEES	LATE CHARGES	PREPAYMENT PENALTIES	OREO EXPENSES	OREO WRITE DOWNS	NET DERIVATIVE ACTIVITY											
9955	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0				INTERNET BANKING													
10250	25	23	17	32	CONF	22	0	0	37	37	11	0	0	0	0	0	0	0	0	0	0	false	37	0	0	1	3	10	5	11	27	0	353	10	35	128	26	0	Other Service Charges			Insurance Bond, D&O, Property, VSI, SBA	Technology Vendor Expense	OREO Expense				Downstream from Holding Company							
10849	26	0	0	16	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	8	0	34	102	21	0	0	28	0	0	56	0																	
11145	17	12	24	1	CONF	7	25	0	9	3	0	0	0	0	0	0	0	0	0	0	0	false	21	0	0	11	0	8	115	97	14	0	0	38	11	48	19	0	45003 - Other Misc Income	45004 - Other Misc Asset Income		55032 - Credit & Collections	55034 - OREO Expense												
11275	185	0	0	182	CONF	44	0	0	98	78	78	0	0	0	0	0	0	0	0	0	0	false	140	0	0	0	221	0	0	405	0	0	301	107	111	168	76	0	Wire Fee Income			Insurance-related expense	Supervisory exam fees	Travel and entertainment exp											
11640	0	0	47	39	CONF	0	0	0	76	300	27	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	42	10	14	0	0	0	0	0	0	0	33	0				STATE INCOME TAX	TUNICA COUNTY PUBLIC IMPROVEMENT DISTRICT ESCHEATMENT	OCC SEMI ANNUAL ASSESSMENT											
11837	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0																	
12030	0	18	0	39	CONF	38	9	0	190	134	54	0	0	0	0	0	0	0	0	0	0	false	0	0	0	15	0	12	0	204	48	0	104	0	0	0	0	0	Appraisal Fees	Wire Fees		Federal Tax Credit Expenses	Building Repairs & Maint	Equipment Repairs & Maint											
12142	16	2	27	3	CONF	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	false	24	0	0	3	43	33	24	0	19	0	43	24	14	4	22	0				contracted services													
12179	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	Earnings on Bank Owned Life Insurance			Ohio state franchise taxes.	Debit card expenses.												
12311	16686	0	0	3891	CONF	2433	10100	3238	3388	0	0	0	0	0	0	0	0	10814	0	0	0	true	3927	0	0	2021	12789	0	3223	42371	0	0	29075	0	5006	0	4616	0	Miscellaneous Banking Income	Commitments / Letter of Credit Fees	Foreign Exchange Fees	Foreclosure Expense						FAS 123 Stock option expense				RC-M 8b. Additional "URL's of all other public facing internet web sites that the reporting institution uses to accept or solicit deposits from the public, if any" www.banklikeafan.com, www.bigredbanking.com, www.bluejacketschecking.com, www.buckeyebanking.com, www.bulldogsbanking.com, www.cavalierbanking.com, wwwclipperschecking.com, www.eaglesbanking.com, www.herdbanking.com, www.lakersbanking.com, www.monsterchecking.com, www.monsterschecking.com, www.oilerbanking.com, www.rocketsbanking.com, www.spartansbanking.com			
12647	0	0	0	39	CONF	20	9	15	23	0	0	0	0	0	0	0	0	0	0	0	0	false	9	0	0	0	0	3	0	53	7	0	0	0	0	0	18	0	Other service charges- Comm + Fees	Loan fee Income- Secondary Market	Other Operating Income	Other Property Expense													
12656	1	0	12	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	2	0	0	0	0	2	1	2	3	0	3	3	0	1	0	0																	
12937	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	44	0	0	0	41	0	0	0	0																	
12946	114	0	0	0	CONF	0	36	0	72	110	0	0	0	0	0	0	0	0	0	60	0	false	70	0	0	31	61	25	48	219	146	0	228	101	85	178	431	0		miscellaneous income		correspondent bank charges 72	business development 44, travel 66							Beginning balance of other bank in business combination					
12955	0	0	0	0	CONF	0	0	0	44	34	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	35	0	38	0	0	0	0	0	25	0				Business Development	Dues and Subscriptions												
13103	247	0	154	0	CONF	66	0	0	150	136	134	0	0	0	0	0	0	0	0	0	0	false	0	0	0	28	0	26	70	598	154	0	48	0	331	153	0	0	MISC INCOME			OTHER PROFESSIONAL SERVICE EXP.	MISC EXPENSE	OTHER COMPUTER SERVICE EXP.											
13251	5	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	3	0	0	0	0	0	3	9	6	0	0	14	0	0	0	0																	
13457	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																	
14052	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	51	0	0	0	0	0	31	0	0																	
14155	33	1	4	4	CONF	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	false	18	0	0	1	26	3	14	77	17	0	111	14	24	68	7	0				LOAN COLLECTION EXPENSE													
14650	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	11	15	0	0	0	0	0	0	0	0																	
14753	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																	
14865	78	0	36	0	CONF	52	0	0	27	0	0	0	0	0	0	0	0	3400	0	0	0	false	28	0	0	0	0	0	0	229	27	0	217	77	0	0	0	0	Mortgage Broker Fee Income			Armored Car Service						Purchase of Bank Reale, Pasco, WA							
14977	12	0	34	6	CONF	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	false	4	0	0	1	0	0	0	3	4	0	0	10	3	0	3	0				INSURANCE													
16551	36	0	0	0	CONF	18	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	false	39	0	0	0	24	9	14	88	42	0	100	0	40	60	0	0	Management fees			OREO expenses	Software amortization	Credit Reports									Prior year adjustment for adding mortgage servicing asset		
16748	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0																	
16944	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	77	0	0	0	0	158	0	0	0																	
16953	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0																	
17110	197	0	0	0	CONF	0	0	0	430	199	115	0	0	0	0	0	0	0	0	0	0	true	0	0	0	0	0	0	0	361	0	0	0	0	0	0	0	0				REFERAL FEES	CUSTODIAN COSTS	TRAVEL & ENTERTAINMENT								2(o) Contributions                              86 2(p) Other Client Costs                      84 2(q) Other Professional Fees            83			
17147	780	0	0	0	CONF	0	0	0	545	568	0	0	0	0	0	0	0	0	0	0	0	false	463	0	0	0	699	127	366	1042	357	0	2822	355	0	655	351	0				Other Outside Services	Insurance Expense												
17259	3	3	9	22	CONF	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	false	4	0	0	1	15	2	38	0	10	0	0	0	0	0	0	0	ROYALTY INCOME 660000	FORFITURE INCOME 659900	OTHER MISC INCOME 689900														
17464	247	0	152	155	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	303	0	0	0	241	38	91	0	254	0	1372	155	568	640	238	0																	
17950	48	0	7	4	CONF	0	60	0	33	26	0	0	0	0	0	0	0	0	0	0	0	false	19	0	0	13	40	15	0	102	36	0	0	16	0	0	20	0		RE Secondary Loan Fees		Miscellaneous Expense	Dues and Subscriptions												
17978	3	0	34	0	CONF	11	3	0	26	18	51	0	0	0	0	0	0	0	0	0	0	false	15	0	0	3	0	11	9	113	11	0	31	19	0	3	16	0	Appraisal & Inspection Fees	Misc Operating Income	Misc Non-Operating Income	OCC Assessments	Acquisition & Retention Costs of ORE	Misc Operating/Non Operating Expense											
18050	0	0	60	87	CONF	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	false	40	0	0	0	34	0	40	41	0	0	422	0	0	175	106	0				Business Development & Goodwill													
18135	0	0	0	173	CONF	0	0	0	222	39	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	38	0	0	104	0	0	0	36	0	0	0	0				Conventional Credit Ins Prem Exp	FHA Title 1 Ins Prem Exp												
18377	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																	
18827	262	74	0	0	CONF	73	38	0	186	72	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	125	0	26	345	0	25	322	0	0	118	114	0	Miscellaneous Loan Income	Other Miscellaneous Income		OREO Expenses	PA Capital Stock Tax												
18836	0	0	30	0	CONF	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	32	0	0	156	0	0	59	0	0	0	0	0				HOLDING COMPANY MANAGEMENT FEE													
18854	59	0	0	0	CONF	50	0	0	36	36	0	0	0	0	0	0	0	0	0	27	0	false	0	0	0	0	0	0	0	213	38	0	31	0	0	0	0	0	Correspondent Bank Fees			Charitable Contributions	Dues & Subscriptions							Adjust ALLL and Loan Discount related to acquisition					
19356	9	0	10	1	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	11	0	0	3	5	3	8	47	14	0	0	14	0	0	0	0																	
19730	253	0	0	265	CONF	73	118	0	219	138	226	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	355	63	608	680	191	0	207	122	247	285	267	0	ACH Origination Fees	Secondary Mortgage Miscellaneous Fees		OREO Expenses	Messenger/Armored Service	Loan Administration											
19936	0	0	37	0	CONF	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	30	0	118	100	0	0	0	0	0	73	0	0				Deferred Comp Expense													
19972	0	0	27	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0																	
20053	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0																	
20512	5	0	7	0	CONF	0	0	0	20	32	12	0	0	0	0	0	0	0	0	0	0	false	9	0	0	0	0	1	16	11	17	0	0	0	0	36	1	0				pa shares tax	professional services	bank examination											
20633	73	219	14	55	CONF	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	52	0	99	264	40	0	0	0	0	0	0	0						BUSINESS FRANCHISE											
20857	9	0	7	0	CONF	63	0	0	75	21	11	0	0	0	0	0	0	0	0	0	0	false	5	0	0	0	3	8	0	0	10	0	15	1	8	0	3	0	Granite Falls Energy distribution			Donations	PR Expense	Correspondent Bank Service Fees											
21256	0	1	3	4	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	4	2	0	12	1	0	0	0	0	0	1	0																	
21359	16	0	7	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	false	6	-8	0	1	2	2	0	13	3	0	4	5	0	1	2	0												ADJUSTMENT DUE TO ROUNDING			Correction of entry from 2014 that affected earnings		
21630	32	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	38	0	0	56	0	0	0	0	0																	
21658	0	0	25	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	29	0	44	48	0	0	0	0	30	30	0	0																	
22048	24	0	1	5	CONF	23	31	0	23	28	0	0	0	0	0	0	0	0	0	0	0	false	8	0	0	5	24	5	122	116	14	0	0	28	21	69	20	0	Miscellaneous Income	Loan Processing Fees		Public Relations/Charitable Contributions	Forclosed Property												
22543	3	0	0	36	CONF	0	0	0	0	0	0	0	0	0	0	0	0	500	0	0	0	false	0	0	0	0	0	0	0	0	39	0	0	0	28	63	0	0										CS Bancorp downstreamed a dividend to State Savings Bank							
22552	14	0	14	11	CONF	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	false	8	0	0	1	0	3	9	9	19	0	0	8	9	1	8	0				EQUIPMENT & SERVICES													
22730	0	0	36	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	81	0	0	79	0	0	54	0	0																	
22936	42	0	0	43	CONF	0	0	0	49	35	0	0	0	0	0	0	0	2300	0	0	0	false	0	0	0	0	0	0	0	158	0	0	78	28	0	62	0	0				Insurance Expense	Expense on Other Real Estate					Capital Injection from parent holding company							
23045	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				Service Agreement - IT Services													
23456	47	0	0	0	CONF	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				SERVICE CHARGES													
23504	573	0	113	111	CONF	120	91	463	212	0	175	0	0	0	0	0	0	-3000	0	0	0	false	0	0	0	0	230	0	0	290	0	0	306	156	254	160	103	0	MERCHANT INCOME	WIRE TRANSFER FEES	TITLE INSURANCE BROKER FEE	SYSTEM SERVICES		ACQUISITION COSTS				DIVIDEND TO HOLDING COMPANY							
23643	47	0	0	0	CONF	0	0	0	26	51	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	29	0	56	95	0	0	0	0	0	30	33	0				Community & Busines development	Ore write down												
