"IDRSSD"	RCFDJJ03	RCONJJ03	RIAD3123	RIAD4230	RIAD4605	RIAD5523	RIADB522	RIADC079	RIADC233	RIADC389	RIADC390	RIADC435	RIADC781	RIADJH88	RIADJH89	RIADJH90	RIADJH91	RIADJH92	RIADJH93	RIADJH94	RIADJH95	RIADJH96	RIADJH97	RIADJH98	RIADJH99	RIADJJ00	RIADJJ01	RIADJJ02	
24453			2832	2410	336	0	3193	3107	0																				
24659			438	0	22	0	426	10	0																				
24668			13431	4890	243	0	13026	4728	0																				
24949			6094	1100	438	0	4628	72	0																				
25357			3627	2300	51	0	3084	1808	0																				
25647			1673	0	34	0	1639	0	0				0																
26176			3182	-7	260	0	2929	0	0																				
26457			217	5	2	0	210	0	0																				
26765			15872	5932	736	0	9619	415	0																				
27070			1000	45	7	0	1000	52	0																				
27548			7942	2010	220	0	7339	1627	0				0																
27614			1307	0	53	0	1342	88	0																				
27847			4837	672	430	0	4849	1114	0																				
28013			28707	22	2175	0	27497	987	0				789																
28152			1383	0	10	0	1373	0	0				0																
28675			684	55	0	0	629	0	0				0																
28732			988	60	7	0	940	19	0																				
29476			1077	222	4	0	856	29	24																				
29636			3755	573	170	0	3372	360	0																				
29878			13055	-288	2	0	13376	35	0				0																
30052			317	5	0	0	312	0	0																				
30502			7224	210	175	0	7134	295	0			0	0																
30650			1381	0	8	0	1373	0	0																				
30810			3383436	3232962	731035	0	3038993	3616188	-3366	0	248078		22082																
31134			1100	210	18	0	1050	178	0				0																
31255			6687	1100	327	0	5700	440	0			0	0																
31657			846	235	50	0	919	358	0																				
31826			2899	50	159	0	3023	333	0				0																
31835			1157	1645	352	0	1808	2648	0																				
32234			58	32	11	0	31	16	0																				
32766			60	62	0	0	196	2	-196																				
32971			1863	270	67	0	1807	281	0																				
33147			3534	165	62	0	3811	504	0																				
33259			6025	3427	65	0	6976	4443	0																				
33268			1181	46	30	0	1183	78	0				0																
33370			116	0	0	0	116	0	0																				
33839			97	0	1	0	103	7	0																				
33857			8237	2581	68	0	7704	2116	0				0																
34425			7562	1182	403	0	7902	1925	0																				
34434			2147	205	28	0	2111	197	0																				
34537			35154	10999	2420	0	32423	10688	0				0																
34555			2735	90	130	0	2634	119	0			0	0																
34742			3875	332	87	0	3566	110	0																				
35057			1468	0	16	0	1466	14	0			0	0																
35301			74000	10000	0	0	67000	3000	0			0	0																
35570			228120	-1000	6436	0	235818	13134	0			0	0																
35646			243	43	0	0	209	9	0																				
35879			886	0	2	0	918	34	0																				
36456			1918	1630	279	0	1409	1400	0																				
36933			1390	260	12	0	1196	78	0																				
37051			356	81	1	0	729	3	-452																				
37341			686	90	10	0	590	4	0																				
37435			12313	486	971	0	11766	910	0																				
37640			16278	5325	532	0	15823	5402	0			0	405																
37659			430	35	6	0	451	62	0			0	0																
37949			1975	740	257	0	2053	1075	0																				
38740			1902	260	17	0	1829	204	0																				
39327			853	270	42	0	619	78	0																				
39756			5971	840	30	0	6220	1119	0	0	0		0																
40033			402	0	0	0	444	42	0																				
40499			24060	4747	761	0	20655	2103	0				0																
40855			1097	96	4	0	1004	7	0																				
41245			0	60	0	0	472	0	-532																				
41553			1172	2380	33	0	729	1970	0																				
41629			2158	288	193	0	2148	471	0																				
41825			4235	763	13	0	3593	134	0				0																
41955			277	0	0	0	277	0	0																				
42037			497	85	1	0	439	28	0																				
42354			1246	72	2	0	1207	35	0																				
42372			1997	-51	86	0	2031	69	0																				
42420			51637	14533	1614	0	47764	12274	0				0																
42448			19915	4178	1098	0	17120	2481	0			0	640																
42457			649	95	0	0	577	23	0																				
43052			963	120	18	0	840	15	0																				
43351			521	747	83	0	3162	339	-3132																				
43856			278	35	0	0	243	0	0																				
43959			724	60	1	0	750	87	0																				
44040			4727	175	54	0	4607	109	0																				
44433			5261	355	6	0	4918	18	0				0																
44741			4680	-216	246	0	4932	282	0																				
44750			2087	2534	56	0	1241	1744	0																				
44929			1034	0	10	0	1062	38	0				0																
45038			1868	15	4	0	1868	19	0			0	0																
45047			2084	300	105	0	2006	327	0																				
45056			518	100	1	0	449	32	0																				
45430			417	-50	28	0	519	80	0																				
45458			1649	441	2	0	1212	6	0																				
45551			9582	780	1221	0	9083	1502	0																				
45560			13050	1525	117	0	11719	311	0				0																
45775			802	0	0	0	807	5	0																				
46053			2431	135	173	0	2319	196	0																				
46941			1568	99	18	0	1502	51	0																				
47247			3339	2105	79	0	3717	2562	0				0																
47256			347	11	0	0	372	36	0																				
47452			1202	0	7	0	1205	10	0																				
47500			3899	341	116	0	3705	263	0																				
48057			788	130	9	0	686	37	0																				
48150			158	12	1	0	168	23	0																				
48374			11097	2300	230	0	10486	1919	0			0	18																
48440			1031	45	53	0	995	62	0																				
49054			2817	620	461	0	2842	1106	0																				
49148			676	60	3	0	617	4	0																				
49241			6324	550	212	0	6897	1339	4																				
49652			2425	70	47	0	2349	41	0																				
49858			932	143	5	0	911	127	0																				
49951			959	450	2	0	1003	496	0																				
50144			495	30	35	0	472	42	0																				
50461			4188	0	0	0	4188	0	0				0																
50872			1097	-4	5	0	1105	9	0																				
51253			6040	0	288	0	6371	619	0			0	0																
51356			292	110	1	0	204	23	0				0																
51459			1534	532	22	0	1908	928	0																				
51842			13508	2300	186	0	14934	3912	0				0																
52719			0	0	0	0	0	0	0			0	0																
52951			3781	1026	211	0	3160	616	0																				
53051			400	273	2	0	375	250	0																				
54058			8077	1375	55	0	7182	535	0				0																
54656			2614	166	86	0	2637	275	0			0	0																
54973			53355	23480	6418	0	52119	28662	0				0																
55336			2775	349	121	0	2588	283	0																				
55635			1159	44	85	0	1445	415	0																				
55653			660	100	25	0	693	158	0																				
55970			5768	372	35	0	5453	92	0																				
56258			2532	240	6	0	2322	36	0																				
56351			16907	4200	543	0	13888	1724	0				0																
56548			6125	300	414	0	5431	20	0																				
56717			8438	750	553	0	8125	990	0																				
57040			1577	460	72	0	1225	180	0			0	0																
57451			4831	0	21	0	4848	38	0																				
58225			2584	231	116	0	2546	309	0																				
58243			60991	0	5410	0	64293	8712	0				0																
58355			329	36	0	0	293	0	0																				
58551			1784	360	87	0	2034	697	0																				
58636			3301	325	123	0	3308	455	0																				
58757			1223	195	38	0	1058	68	0																				
58971			96415	3200	7640	0	90749	5174	0				0																
59316			8509	1250	240	0	8452	1433	0																				
59352			4366	390	5	0	4008	37	0				0																
59370			2462	110	59	0	2370	77	0																				
59754			103	12	1	0	102	12	0																				
60143			637000	73000	45000	0	671000	152000	0				0																
60330			10269	474	1273	0	9815	1293	0			0	0																
60545			2223	0	12	0	2216	5	0																				
60554			991	60	6	0	927	2	0																				
60648			4116	87	59	0	4006	36	0																				
61122			12537	1320	886	0	11047	716	0				0																
61355			11451	7348	393	0	10713	7003	0																				
61476			411	414	0	0	1319	4	-1318																				
61757			3915	20	11	0	3886	2	0				0																
61832			2640	0	27	0	2679	66	0																				
61953			491	65	0	0	435	9	0																				
62044			174	0	0	0	180	6	0																				
62110			0	0	0	0	0	0	0																				
62147			757	3	27	0	733	6	0																				
62772			5161	725	73	0	5332	969	0																				
63050			2355	125	40	0	2292	102	0																				
63069			422208	66596	20670	0	382042	46195	-905			0	4392																
63201			410	30	0	0	392	12	0																				
63573			6083	90	78	0	5915	0	0																				
63733			8680	1116	1017	0	7855	1308	0				0																
63742			4532	569	38	0	3944	108	89																				
63751			161	125	1	0	107	72	0				0																
64150			1795	125	3	0	1727	60	0																				
64552			1854	605	1	0	1428	180	0				0																
64730			2068	-1023	1027	0	2068	4	0																				
65205			4743	450	0	0	4511	218	0																				
65513			47	0	0	0	47	0	0				0																
65559			3438	404	38	0	3364	368	0				0																
65746			7390	600	85	0	6849	144	0			0	0																
65858			16197	2550	604	0	14655	1612	0																				
66154			834	265	23	0	625	79	0																				
66275			2902	240	74	0	2771	183	0																				
66677			1408	25	0	0	1404	21	0				0																
67142			317	2	4	0	337	26	0																				
67151			10658	1644	44	0	11382	2412	0																				
67209			8511	1759	91	0	6788	127	0																				
67254			11	5	3	0	9	6	0																				
67656			42929	31182	2718	0	39813	30784	0				0																
67870			3064	0	93	0	3185	214	0																				
68448			782	368	19	0	603	208	0																				
68671			479	0	4	0	499	24	0																				
68756			5044	968	94	0	4421	439	0			0	0																
68831			1228	330	56	0	1066	224	0																				
69333			12108	1440	145	0	12148	1625	0			0	0																
69678			6387	14	251	0	6260	138	0																				
70058			186	22	32	0	235	103	0																				
70218			1027	0	0	0	1027	0	0			0	0																
70414			3451	353	1	0	3163	66	0																				
70638			3120	1124	325	0	3053	1382	0																				
70955			114	258	0	0	148	292	0																				
71073			403	18	0	0	398	13	0																				
71457			5183	310	464	0	4874	465	0																				
71859			50	0	1	0	49	0	0																				
72258			2487	180	50	0	2544	287	0																				
72351			1195	0	72	0	1243	120	0																				
72454			763	0	37	0	739	13	0																				
72678			1700	0	189	0	1622	111	0																				
73116			3776	30	126	0	3757	137	0																				
73152			928	6	3	0	934	15	0																				
73554			2613	0	155	0	2509	51	0																				
73956			617	0	137	0	625	145	0																				
74056			1107	90	2	0	1017	2	0			0	0																
74140			7939	30	482	0	8375	948	0				0																
74403			5901	1339	28	0	5039	505	0				209																
74449			81	0	3	0	79	1	0																				
75259			6030	2016	42	0	5312	1340	0																				
75446			2938	60	35	0	2922	79	0																				
75455			680	0	1	0	679	0	0																				
75558			3487	3054	150	0	3634	3351	0																				
75633			832527	199151	103686	0	715345	185655	0			0	38375																
75651			599	60	27	0	609	97	0																				
76153			490	54	119	0	402	85	0			0	0																
76443			867	37	49	0	802	21	0																				
76854			4858	430	144	0	4637	353	0																				
77150			750	75	1	0	765	91	0			0	0																
77253			1808	1287	68	0	1435	982	0																				
77422			1685	0	144	0	1817	276	0																				
77851			18556	3275	383	0	15409	511	0			0	0																
78157			343	0	20	0	336	13	0																				
78241			444	0	4	0	479	39	0																				
78559			938	71	55	0	1006	194	0																				
79042			592	0	162	0	583	153	0				0																
79127			722	204	43	0	738	263	0				0																
79145			2035	0	674	0	1821	10	-450																				
79257			24	14	17	0	106	14	-99																				
79855			1310	359	7	0	992	48	0																				
80150			366	195	72	0	289	190	0																				
80374			396	135	0	0	261	0	0																				
80431			1020	306	23	0	1010	319	0																				
81175			4632	538	6	0	4128	40	0																				
82033			2312	290	53	0	2062	93	0																				
82257			968	673	50	0	725	480	0																				
82350			246	54	21	0	279	108	0																				
82659			584	945	3	0	1019	1383	0			0	0																
83151			1188	15	97	0	1097	21	0																				
83236			267	6	0	0	261	0	0																				
83375			8000	1927	376	0	6600	903	0																				
83638			52222	-3150	2449	795	61762	8044	0			59	0																
83834			1443	140	1	0	1353	51	0			0	0																
83852			163	100	6	0	77	20	0																				
83955			664	47	65	0	682	130	0																				
84046			150	0	1	0	204	55	0																				
84541			9152	1243	1180	0	7300	571	0																				
84804			633	224	17	0	602	210	0																				
85052			1125	100	0	0	1047	22	0																				
85454			994	-90	78	0	1045	39	0																				
85472			16852	1637	1443	0	16577	2805	0				0																
85931			1857	340	35	0	2027	545	0																				
86349			2945	340	82	0	2911	388	0																				
86675			5418	-470	546	0	5528	186	0																				
87047			1060	173	1	0	1067	181	0																				
87159			967	75	26	0	945	79	0																				
87234			3460	75	76	0	3342	33	0																				
87476			6502	-600	277	0	6866	41	0																				
87579			4331	0	8	0	4323	0	0				0																
88231			6772	65	374	0	6377	44	0				0																
88259			754	30	0	0	725	1	0																				
88352			1346	115	20	0	1320	109	0				0																
88455			4512	545	8	0	4009	50	0																				
88950			694	37	0	0	658	1	0																				
89032		0	758	210	16	0	634	102	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
89135			923	-185	187	0	929	8	0																				
89854			1581	158	72	0	1541	190	0																				
89957			895	176	6	0	825	112	0																				
90047			200	0	0	0	200	0	0																				
90177			1077	330	6	0	926	185	0																				
90328			3893	655	141	0	3495	398	0																				
90337			13275	3500	2762	0	10955	3942	0			0	0																
90579			3184	-12	2	0	3194	0	0																				
91615			833	16	6	0	825	14	0																				
91754			2729	60	25	0	2716	72	0			0	0																
91950			300	0	17	0	371	88	0																				
92144			230	0	29	0	203	2	0																				
92676			3261	176	14	0	3102	31	0				0																
92706			2108	330	124	0	2223	569	0																				
92902			130	2	0	0	130	2	0																				
93244			2722	0	6	0	2723	7	0																				
93543			4340	885	126	0	3893	564	0																				
93619			0	0	0	0	0	0	0			0	0																
94139			3351	905	294	0	3048	896	0																				
94522			5271	754	118	0	5207	808	0																				
94755			1831	860	15	0	1710	754	0																				
94858		0	1254	105	67	0	1192	110	0																				
95051			2669	2162	334	0	3678	3505	0			0	14																
95677			792	-207	5	0	996	2	0																				
96553			156	150	12	0	1039	6	-1039																				
97055			2917	3511	8	0	3219	3821	0																				
97279			347	101	25	0	244	23	0																				
97457			937	252	15	0	946	276	0																				
97804			9648	1600	185	0	9890	2027	0																				
97943			1967	540	32	0	1817	422	0																				
98351			495	127	3	0	384	19	0																				
98463			5539	625	155	0	4886	127	0																				
98717			2234	0	0	0	2232	0	2			0	0																
99143			1396	475	47	0	1405	531	0																				
99255			516	135	1	0	781	401	0			0	0																
99376			16921	1426	490	0	15074	69	0				0																
99442			4120	255	579	0	4297	1011	0																				
99536			4727	1720	147	0	3575	715	0																				
99853			165	0	17	0	175	27	0																				
100236			3512	256	248	0	3890	882	0																				
100357			6803	1046	1129	0	5632	1004	0																				
100562			30616	-1690	3363	0	32582	3639	0			0	6																
100777			1901	-920	218	0	4577	1974	0																				
100843			6663	1730	128	0	5978	1173	0																				
101019			52851	19607	7195	0	53935	27886	0			0	0																
101037			12643	100	348	0	12726	531	0																				
101439			2663	355	64	0	2501	257	0				0																
101671			2862	0	129	0	3428	695	0				0																
101738			1314	406	173	0	1363	628	0																				
101952			1111	12	0	0	1103	4	0																				
102333			552	50	2	0	550	50	0																				
102342			2372	120	5	0	2252	5	0																				
102539			267	0	6	0	261	0	0																				
102557			853	250	0	0	725	122	0																				
102874			331	60	4	0	376	109	0				0																
103134			546	135	21	0	590	200	0			0	0																
103255			828	1192	345	0	23867	709	-23867			0	0																
103563			339	0	19	0	327	7	0																				
104234			361	30	50	0	293	12	0																				
104542			133	41	8	0	134	50	0																				
104971			213	0	2	0	281	70	0																				
105026			3222	1065	218	0	3298	1359	0																				
105473			9312	300	48	0	9074	23	-87	0	0	0	0																
105530			868	173	67	0	915	287	0																				
106359			15180	1600	906	0	13689	1015	0				0																
106452			3291	0	414	0	2992	115	0																				
106676			800	-112	40	0	872	0	0																				
107244			108525	26241	4632	0	102265	24613	0			0	0																
107459			171	12	8	0	196	45	0																				
107570			3192	425	312	0	2857	402	0																				
107758			519	55	404	0	472	412	0																				
108072			1457	43	6	0	1421	13	0																				
108269			802	23	46	0	761	28	0																				
108652			192	4	0	0	200	12	0																				
108746			141	0	0	0	143	2	0																				
108951			3377	1982	108	0	2637	1350	0																				
109136			1508	-135	282	0	1366	5	0																				
109154			576	24	11	0	639	98	0																				
109453			1250	200	5	0	1268	223	0																				
109574			2857	90	14	0	2978	225	0																				
109659			2516	105	47	0	2561	197	0																				
110413			4241	2380	5	0	4529	2673	0				0																
110936			4904	803	12	0	4900	811	0																				
110945			2228	-985	543	0	2685	15	0																				
110972			132	60	4	0	135	67	0																				
111157			525	60	0	0	465	0	0			0	0																
111205			4975	644	116	0	4511	296	0																				
111942			3628	575	36	0	3312	295	0																				
111979			6757	0	151	0	6723	117	0																				
112163			16202	1250	754	0	14651	453	0				0																
112332			989	118	145	0	1012	286	0																				
112444			2616	2350	573	0	4406	4713	0																				
112510			405	48	7	0	356	6	0																				
112556			552	36	1	0	516	1	0																				
112837			2272168	1631982	1097697	9100	2147819	2596230	0	44571	0	0	0																
113003			1292	0	3	0	1291	2	0				0																
113030			2710	175	4	0	2573	42	0																				
113441			6177	238	569	0	5661	291	0																				
113601			9369	693	72	0	8771	167	0																				
113740			9160	1500	457	0	7264	61	0				0																
113937			2004	118	148	0	2141	403	0																				
114149			2159	359	2	0	2113	315	0																				
114251			1034	45	66	0	940	17	0																				
114260			19500	298	596	0	19400	794	0			0	0																
114457			3450	-149	455	0	3425	281	0																				
114774			492	0	0	0	513	21	0																				
114840			3227	240	31	0	2997	41	0																				
114859			716	50	0	0	668	2	0																				
115146			769	0	33	0	752	16	0																				
115575			3911	907	52	0	3010	58	0																				
116358			332	48	8	0	280	4	0																				
116554			70	14	0	0	56	0	0																				
116741			1325	90	0	0	1291	56	0																				
117038			1439	237	41	0	1185	24	0			0	0																
117074			1610	0	1	0	1610	1	0																				
117458			6392	1250	64	0	5156	78	0																				
117775			895	64	0	0	1032	201	0			0	0																
118156			1152	0	13	0	1207	68	0																				
118660			1410	0	0	0	1410	0	0																				
118736			1248	0	31	0	2108	891	0																				
119153			2419	120	123	0	2589	413	0				0																
119528			6556	715	246	0	6508	913	0																				
119779			7407	79	109	0	7590	371	0				0																
119872			2875	100	21	0	2806	52	0																				
120476			282	35	0	0	375	128	0																				
120542			4006	150	367	0	3719	230	0																				
120609			7253	1101	125	0	6737	710	0				0																
120953			1348	0	1	0	1368	21	0																				
121642			21500	697	4715	0	24500	8412	0			0	0																
121651			597	0	57	0	633	93	0																				
121914			3110	515	59	0	2859	323	0																				
122153			203	44	27	0	228	96	0																				
122546			620	150	48	0	470	48	0																				
122854			51461	14805	218	0	44802	8364	0				849																
123075			711	0	0	0	711	0	0																				
123374			954	60	12	0	912	30	0				0																
124344			4814	306	24	0	5125	641	0																				
124830			953	0	21	0	940	8	0																				
125154			3161	3757	1843	0	3031	5470	0				0																
125471			106238	45985	3714	0	95677	39138	0				442																
125855			6169	595	493	0	6259	1178	0																				
125873			1200	-90	0	0	1290	0	0																				
125958			229	0	16	0	215	2	0																				
126012			4089	210	47	0	3944	112	0																				
126049			1690	110	24	0	1645	89	0																				
126375			593	4	33	0	660	104	0																				
126553			2159	360	4	0	1798	3	0				0																
126740			5548	0	133	0	5877	462	0																				
126834			2090	380	144	0	1832	266	0																				
127055			723	680	0	0	700	657	0																				
127224			1947	94	43	0	2001	191	0																				
128258			203	60	9	0	146	12	0																				
128904			82297	6300	4840	0	80655	9498	0				1192																
129349			1151	9	57	0	1223	138	0																				
129358			634	46	0	0	592	4	0				0																
129479			4010	375	38	0	3607	10	0																				
129732			31936	20708	1886	0	25201	15859	0			0	2776																
129853			2300	710	120	0	1800	330	0																				
129910			4039	255	16	0	3951	183	0																				
130345			6753	0	131	0	6672	50	0																				
130541			17667	1976	1140	0	17820	3269	0				0																
130813			2625	330	0	0	2428	133	0																				
131034			2858	207	98	0	2893	340	0																				
131173			7607	200	467	0	7995	1055	0																				
131436			4400	445	80	0	3925	50	0			0	0																
131650			72781	43835	2400	0	66193	39647	0				594																
131717			767	42	41	0	738	54	0			0	0																
131940			978	83	10	0	938	53	0																				
132107			9296	682	28	0	8633	47	0																				
132451			1027	72	3	0	952	0	0																				
132554			5267	385	250	0	5142	510	0			0	0																
132778			346	-54	31	0	408	39	0																				
132938			575	96	9	0	538	68	0																				
133579			3685	386	203	0	3661	565	0			0	0																
133850			11605	540	470	0	11376	781	0																				
133971			2915	-217	145	0	2987	0	0																				
134156			2027	180	123	0	2071	347	0																				
134437			8070	550	351	0	8626	1457	0			0	0																
134455			978	332	14	0	947	315	0																				
134848			1564	150	0	0	1443	29	0																				
135836			2033	622	183	0	2139	911	0																				
135854			855	503	49	0	837	534	0																				
136048			863	0	35	0	1207	379	0																				
136338			2122	159	100	0	2070	207	0																				
136459			306	0	0	0	306	0	0																				
136655			781	30	22	0	747	22	4																				
137205			17122	1769	704	0	17106	2457	0				0																
137447			2176	255	16	0	1981	76	0																				
137456			1046	153	4	0	1346	457	0																				
137559			2101	0	300	0	1805	4	0																				
137643			1145	60	61	0	1085	61	0																				
137652			638	285	25	0	387	59	0			0	0																
137915			63163	7876	711	0	67103	12527	0				0																
138051			1621	100	10	0	1521	10	0																				
138257			452	-25	15	0	482	20	0																				
138556			417	85	7	0	337	12	0																				
139133			1924	395	15	0	1712	198	0				0																
139478			4711	812	5	0	4155	261	0																				
139553			9213	1180	129	0	9699	1795	0			0	0																
139656			12232	18354	1115	0	11454	18691	0			0	280																
139740			17235	600	398	0	16689	452	0				0																
139834			416	0	45	0	449	78	0																				
139843			16871	4625	965	0	15880	4599	0				0																
139955			745	80	1	0	684	20	0																				
140157			2762	300	671	0	2255	464	0																				
140362			25028	0	1299	0	23967	238	0			0	0																
140634			444	60	1	0	387	4	0																				
141211			4024	125	54	0	3995	150	0																				
141341			3155	1360	8	0	2079	247	-45																				
141350			455	237	18	0	422	222	0																				
141556			67279	21900	5628	0	61965	22214	0				618																
141677			183	-20	0	0	203	0	0																				
141958			605	10	28	0	670	103	0																				
142049			1421	60	13	0	1385	37	0																				
142179			293	24	0	0	315	46	0																				
142955			6136	-2415	1525	0	7663	637	0																				
143372			871	82	32	0	815	58	0																				
143662			157629	72604	15948	0	144770	75693	0				1675																
143859			2731	235	401	0	2520	424	-1																				
143952			1833	0	13	0	1821	1	0																				
144034			2805	-265	260	0	2816	6	0																				
144052			3931	150	100	0	3862	181	0																				
144155			3239	0	14	0	3568	343	0				0																
144678			1865	-230	538	0	1800	243	0																				
144856			1906	125	12	0	1822	53	0																				
144913			2045	0	9	0	2043	7	0																				
145059			629	0	5	0	631	7	0																				
145545			3473	360	57	0	3112	56	0																				
145554			1964	317	31	0	2179	563	0																				
145741			1260	250	9	0	1233	232	0																				
145750			0	0	0	0	552	0	-552																				
145844			3897	170	103	0	3848	224	0																				
145956			3185	6963	43	0	2550	6371	0																				
146056			975	835	21	0	844	725	0																				
146663			11653	0	52	0	11698	97	0				0																
146672			107000	17601	4943	425	128430	43549	0				0																
147651			616	0	46	0	776	206	0																				
147679			1224	225	0	0	1133	134	0																				
147857			3026	0	496	0	2670	140	0			0	0																
147923			2072	19	232	0	1855	34	0																				
148171			2049	430	10	0	1683	74	0																				
148238			1960	1032	687	0	1646	1405	0																				
148340			551	20	0	0	548	17	0																				
148470			1231	5	0	0	1231	5	0																				
148715			991	0	112	0	1009	130	0																				
148809			4302	170	286	0	3887	41	0				0																
148920			506	21	6	0	491	12	0																				
149150			1324	-35	76	0	1536	253	0																				
150035			8960	-360	100	0	9282	62	0				0																
150044			5484	1140	49	0	5276	981	0																				
150156			111	5	0	0	111	5	0																				
150727			3063	1035	81	0	2079	132	0																				
151546			777	165	56	0	726	170	0				0																
151957			6006	1200	589	0	5157	940	0																				
152057			1147	75	87	0	1121	136	0																				
152253			2268	480	101	0	2066	379	0																				
152431			1189	40	148	0	1048	47	0																				
152440			1722	610	117	0	1348	353	0																				
153054			8907	1100	288	0	9016	1497	0	0	0		0																
153353			4954	375	25	0	4635	81	0																				
