"IDRSSD"	RCFA2170	RCFA3128	RCFA3792	RCFA5310	RCFA5311	RCFA7204	RCFA7205	RCFA7206	RCFA8274	RCFAA223	RCFAA224	RCFAB530	RCFAB596	RCFAH015	RCFAH036	RCFAH311	RCFAH313	RCFAH314	RCFAJJ30	RCFAJJ31	RCFAJJ32	RCFAKW00	RCFAKW03	RCFAKX77	RCFAKX78	RCFAKX79	RCFAKX80	RCFAKX81	RCFAKX82	RCFAKX83	RCFALB58	RCFALB59	RCFALB60	RCFALB61	RCFAP742	RCFAP793	RCFAP839	RCFAP840	RCFAP841	RCFAP842	RCFAP843	RCFAP844	RCFAP845	RCFAP846	RCFAP847	RCFAP848	RCFAP849	RCFAP850	RCFAP852	RCFAP857	RCFAP858	RCFAP859	RCFAP860	RCFAP861	RCFAP862	RCFAP863	RCFAP864	RCFAP865	RCFAP866	RCFAP867	RCFAP868	RCFAP870	RCFAP872	RCFAP875	RCFAQ257	RCFAQ258	RCFAS540	RCFW3792	RCFW5310	RCFW5311	RCFW7205	RCFW7206	RCFWA223	RCFWH312	RCFWP793	RCFWP851	RCFWP852	RCFWP853	RCFWP854	RCFWP855	RCFWP856	RCFWP857	RCFWP858	RCFWP859	RCFWP870	RCOA2170	RCOA3128	RCOA3792	RCOA5310	RCOA5311	RCOA7204	RCOA7205	RCOA7206	RCOA8274	RCOAA223	RCOAA224	RCOAB530	RCOAB596	RCOAH015	RCOAH036	RCOAH311	RCOAH313	RCOAH314	RCOAJJ29	RCOAJJ30	RCOAJJ31	RCOAJJ32	RCOAKW00	RCOAKW03	RCOAKX77	RCOAKX78	RCOAKX79	RCOAKX80	RCOAKX81	RCOAKX82	RCOAKX83	RCOALB58	RCOALB59	RCOALB60	RCOALB61	RCOALE74	RCOAP742	RCOAP793	RCOAP838	RCOAP839	RCOAP840	RCOAP841	RCOAP842	RCOAP843	RCOAP844	RCOAP845	RCOAP846	RCOAP847	RCOAP848	RCOAP849	RCOAP850	RCOAP852	RCOAP857	RCOAP858	RCOAP859	RCOAP860	RCOAP861	RCOAP862	RCOAP863	RCOAP864	RCOAP865	RCOAP866	RCOAP867	RCOAP868	RCOAP870	RCOAP872	RCOAP875	RCOAQ257	RCOAQ258	RCOAS540	RCOWH312	
388155																																																																																								21743	1735	1735	10.8291%	15.7172%	14.4630%	20008	138339	184762	245	0			7.7172%							12093	185222								0	0	0		0	8375	14.4630%	1	0	20713	460	0	0	245	0	0	0	0		0	20008	0	0	20008	0	0	0	0	0	0	0	0	0	1735	0	460	0	0			
388258																																																																																								5155	215	215	17.3559%	30.1744%	28.9159%	4940	17084	28463	88	0			22.1744%							4615	28463								0	0	0		0	325	28.9159%	1	0	5028	0	0	0	88	0	0	0	0		0	4940	0	0	4940	0	0	0	0	0	0	0	0	0	215	0	0	0	0			
388557																																																																																								4441	491	491	7.8048%	10.6049%	9.4324%	3950	41877	50610	-36	0			2.6049%		0					-264	50610								0	0	0		0	4214	9.4324%	1	0	3914	0	0	0	-36	0	0	0	0		0	3950	0	0	3950	0	0	0	0	0	0	0	0	0	491	0	0	0	0			
388744																																																																																						208342	0				12.7752%			26541		207754	63	0										10443	207754	0	0.0000%	4033	0	49	4082	1.9593%	0	0	0	0	1	16098		1	0	26604	0	0	0	63	0	0	0	0		0	26541	0	0	26541	0	0	0	0	0	0						0		0	21874		
388753																																																																																								4790	284	284	11.1353%	18.7593%	17.6471%	4506	25534	40466	3	0			10.7593%							1006	40466								0	0	0		0	3500	17.6471%	1	0	4509	0	0	0	3	0	0	0	0		0	4506	0	0	4506	0	0	0	0	0	0	0	0	0	284	0	0	0	0			
388874																																																																																						99197	0				12.7627%			12662		99211	0	0										12662	99211	0	0.0000%	3034	0	0	3034	3.0586%	0	0	0	0	1	0		1	0	12662	0	0	0	0		0	0	0		0	12662	0	0	12662	0	0	0	0	0	0						0		0	823		
388940																																																																																						89384	0				9.0554%			8182		90355	45	0										2371	90544	0	0.0000%	7199	0	638	7837	8.7678%	0	0	0	0	1	6000		1	0	8416	153	36	0	45	0	0	0	0		0	8182	0	0	8182	0	0	0	0	0	0						189		0	0		
389059																																																																																								9858	839	839	10.6452%	14.7345%	13.4805%	9019	66904	84724	278	0			6.7345%							3304	84724								0	0	0		0	5715	13.4805%	1	0	9297	0	0	0	278		0	0	0		0	9019	0	0	9019	0	0	0	0	0	0	0	0	0	839	0	0		0			
389358																																																																																						160220	0				12.3520%			21884		177170	0	0										17884	177170	0	0.0000%	23206	0	0	23206	14.4838%	0	0	0	0	1	4000		1	0	21884	0	0	0	0	0	0	0	0		0	21884	0	0	21884	0	0	0	0	0	0						0		0	0		
389376																																																																																						50898	0				20.7714%			10587		50969	-29	0										10595	50970	0	0.0000%	4137	0	0	4137	8.1280%	0	0	0	0	1	0		1	0	10566	1	0	0	-22		0	0	0		0	10587	0	0	10587	0	0	0	0	0	0						1		0	0		
389826																																																																																								2723	114	114	7.6589%	14.2134%	13.6183%	2609	19158	34065	63	0			6.2134%							750	34071								0	0	0		0	1865	13.6183%	1	0	2678	0	0	6	63		0	0	0		0	2609	0	0	2609	0	0	0	0	0	0	0	0	0	114	0	6		0			
390336																																																																																								62565	1996	1996	16.5337%	32.7233%	31.6793%	60569	191194	366337	-1434	0			24.7233%							61975	366337								0	0	0		0	699	31.6793%	1	0	61240	0	0	0	671	0	0	0	0		0	60569	0	0	60569	0	0	0	0	0	0	0	0	0	1996	0	0	0	0			
390372																																																																																						425798	0				15.5777%			66206		425006	924	0										66206	425006	0	0.0000%	12296	0	4	12300	2.8887%	0	0	0	0	1	0		1	0	67130	0	0	0	924	0	0	0	0		0	66206	0	0	66206	0	0	0	0	0	0						0		0	0		
390840																																																																																								19526	1754	1754	9.1067%	11.2601%	10.2487%	17772	173408	195154	87	0			3.2601%							8484	196944								0	0	0		0	11078	10.2487%	1	0	19649	981	0	809	87	0	0	0	0		0	17772	0	0	17772	0	0	0	0	0	0	0	0	0	1754	0	1790	0	0			
391418																																																																																						204746	0				19.6921%			40102		203645	-1131	0										33702	203645	0	0.0000%	10372	0	214	10586	5.1703%	0	0	0	0	1	6400		1	0	38971	0	0	0	1149	0	0	-2280	0		0	40102	0	0	40102	0	0	0	0	0	0						0		0	0		
391557																																																																																						42505	0				12.5259%			5147		41091	0	0										4024	41091	0	0.0000%	119	0	306	425	0.9999%	0	0	0	0	1	1123		1	0	5147	0	0	0	0	0	0	0	0		0	5147	0	0	5147	0	0	0	0	0	0						0		0	0		
391575																																																																																								90271	2211	6211	8.7677%	23.7610%	22.1262%	84060	379912	958745	11312	6443			15.7610%							51627	995026								0	0	0		0	62270	22.1262%	1	0	125209	0	2068	0	11265	0	46	0	0		27770	84060	0	0	84060	0	0	0	0	0	0	4000	0	0	6211	0	29838	0	0			
391959																																																																																								8895	709	709	11.7796%	15.7772%	14.5196%	8186	56379	69493	23	0			7.7772%							133	69493								0	0	0		0	8001	14.5196%	1	0	8157	0	0	0	-29	0	0	0	0		0	8186	0	0	8186	0	0	0	0	0	0	0	0	0	709	0	0	0	0			
391977																																																																																								85379	3443	3443	9.7625%	15.4847%	14.8602%	81936	551377	839296	1398	0			7.4847%							88648	846008								0	0	0		0	0	14.8602%	1	0	90046	5730	982	0	1398		0	0	0		0	81936	0	0	81936	0	0	0	0	0	0	0	0	0	3443	0	6712		0			
392152																																																																																								6540	557	557	9.9823%	14.7763%	13.5178%	5983	44260	59936	0	0			6.7763%							4788	59936								0	0	0		0	1195	13.5178%	1	0	5983	0	0	0	0	0	0	0	0		0	5983	0	0	5983	0	0	0	0	0	0	0	0	0	557	0	0	0	0			
392255																																																																																								8231	758	758	8.4144%	13.5989%	12.3466%	7473	60527	88812	311	0			5.5989%							7387	88976								0	0	0		0	250	12.3466%	1	0	7948	164	0	0	311	0	0	0	0		0	7473	0	0	7473	0	0	0	0	0	0	0	0	0	758	0	164	0	0			
392778																																																																																						451169	0				15.0399%			68333		454344	-2929	-5165										68183	449179	0	0.0000%	24630	0	3324	27954	6.1959%	0	0	0	0	1	150		1	0	65404	0	0	0	2236		0	-5165	0		0	68333	0	0	68333	0	0	0	0	0	0						0		0	4894		
393252																																																																																								12464	735	735	10.5752%	21.2649%	20.0109%	11729	58613	110910	527	0			13.2649%							11029	110910								0	0	0		0	700	20.0109%	1	0	12256	0	0	0	527		0	0	0		0	11729	0	0	11729	0	0	0	0	0	0	0	0	0	735	0	0		0			
393355																																																																																								14372	1345	1345	8.1076%	12.1878%	11.0472%	13027	117921	160677	347	0			4.1878%							10222	160677								0	0	0		0	2805	11.0472%	1	0	13374	0	0	0	347	0	0	0	0		0	13027	0	0	13027	0	0	0	0	0	0	0	0	0	1345	0	0	0	0			
393953																																																																																								84620	5055	5055	12.7800%	19.1117%	17.9700%	79565	442766	622576	-1020	0			11.1117%							78767	622576								0	0	0		0	798	17.9700%	1	0	78545	0	0	0	-1020	0	0	0	0		0	79565	0	0	79565	0	0	0	0	0	0	0	0	0	5055	0	0	0	0			
394156																																																																																								11668	791	791	8.8305%	14.2953%	13.3262%	10877	81621	123175	132	0			6.2953%							6727	123175								0	0	0		0	4150	13.3262%	1	0	11009	0	0	0	132	0	0	0	0		0	10877	0	0	10877	0	0	0	0	0	0	0	0	0	791	0	0	0	0			
394259																																																																																						452422	0				10.6173%			46835		441120	1971	0										34197	445127	0	0.0000%	63482	0	1030	64512	14.2593%	0	0	0	0	1	16645		1	0	52813	3452	555	0	4696		-2725	0	0		0	46835	0	0	46835	0	0	0	0	0	0						4007		0	511		
395238																																																																																								5054697	447479	447479	9.6158%	11.7245%	10.6865%	4607218	43112399	47913118	269395	463			3.7245%			1				487780	48491025								0	0	0		0	4696883	10.6865%	1	0	5454058	494524	56181	26739	194872		74061	463	0		0	4607218	0	0	4607218	0	0	0	0	0	0	0	0	0	447479	0	577444		0			
395274																																																																																								18793	1142	1142	9.5858%	13.5250%	12.7031%	17651	138950	184137	120	0			5.5250%							7866	184137								0	0	0		0	9785	12.7031%	1	0	17771	0	0	0	120		0	0	0		0	17651	0	0	17651	0	0	0	0	0	0	0	0	0	1142	0	0		0			
396057																																																																																								6436	675	678	8.3126%	11.9216%	10.6657%	5758	53986	69268	53	0			3.9216%							1000	69987								0	0	0		0	5477	10.6657%	1	0	6530	0	0	719	53	0	0	0	0		0	5758	0	0	5758	0	0	0	0	0	0	0	0	0	678	0	719	3	0			
396244																																																																																								47725	3118	3118	13.2708%	19.1694%	17.9170%	44607	248965	336128	-260	0			11.1694%							42107	336128								0	0	0		0	2500	17.9170%	1	0	44347	0	0	0	-260	0	0	0	0		0	44607	0	0	44607	0	0	0	0	0	0	0	0	0	3118	0	0	0	0			
396253																																																																																								39221	1239	1239	15.5616%	31.3987%	30.4068%	37982	124913	244075	330	0			23.3987%							12309	246831								0	0	0		0	28429	30.4068%	1	0	41068	2756	0	0	330	0	0	0	0		0	37982	0	0	37982	0	0	0	0	0	0	0	0	0	1239	0	2756	0	0			
396356																																																																																						39360	0				15.5549%			6184		39756	53	0										5970	39786	0	0.0000%	3350	0	90	3440	8.7398%	0	0	0	0	1	244		1	0	6267	30	0	0	53	0	0	0	0		0	6184	0	0	6184	0	0	0	0	0	0						30		0	0		
396954																																																																																								25726	1581	1581	8.3550%	20.3319%	19.0824%	24145	126530	288989	1064	0			12.3319%							21716	289560								0	0	0		0	3000	19.0824%	1	0	25780	571	0	0	1064		0	0	0		0	24145	0	0	24145	0	0	0	0	0	0	0	0	0	1581	0	571		0			
397456																																																																																						131640	0				10.4164%			13805		132532	-1641	0										9535	133402	0	0.0000%	9431	0	702	10133	7.6975%	0	0	0	0	1	5140		1	0	13034	619	251	0	-1641	0	0	0	0		0	13805	0	0	13805	0	0	0	0	0	0						870		0	0		
397531																																																																																								100149	6647	6647	11.6240%	17.7586%	16.5800%	93502	563946	804387	-3730	0			9.7586%							73536	804421								0	0	0		0	20000	16.5800%	1	0	89806	0	34	0	1191		0	-4921	0		0	93502	0	0	93502	0	0	0	0	0	0	0	0	0	6647	0	34		0			
397540																																																																																						1467184	0				11.4430%			155768		1361255	100	0										123609	1379591	0	0.0000%	228535	0	9673	238208	16.2357%	0	0	0	0	1	50495		1	0	174204	18336	0	0	97		0	0	3		0	155768	0	0	155768	0	0	0	0	0	0						18336		0	0		
397559																																																																																						309782	0				10.0507%			30292		301391	694	0										5843	301398	0	0.0000%	14875	0	5167	20042	6.4697%	0	0	0	0	1	24456		1	0	30993	0	7	0	694	0	0	0	0		0	30292	0	0	30292	0	0	0	0	0	0						7		0	24337		
397755																																																																																								31995	3498	3498	8.9075%	11.4399%	10.1892%	28497	279679	319921	5	0			3.4399%							12908	323577								0	0	0		0	19245	10.1892%	1	0	32158	3221	435	0	5	0	0	0	0		0	28497	0	0	28497	0	0	0	0	0	0	0	0	0	3498	0	3656	0	0			
397858																																																																																						54038	0				11.6461%			6156		52859	548	0										4868	53171	0	0.0000%	462	0	25	487	0.9000%	0	0	0	0	1	1600		1	0	7016	0	0	312	548	0	0	0	0		0	6156	0	0	6156	0	0	0	0	0	0						312		0	134		
398051																																																																																						82708	640				10.9022%			8970		82277	2	0										1268	82277	0	0.0000%	3662	0	11675	15337	18.5436%	0	0	0	0	1	7700		1	0	8970	0	0	0	0		0	0	0		0	8970	0	0	8970	0	0	0	0	0	0						0		0	8399		
398248																																																																																								34813	1631	1631	10.8776%	25.2056%	24.0247%	33182	138116	305049	-2114	0			17.2056%							26681	305049								0	0	0		0	6501	24.0247%	1	0	31068	0	0	0	1421		0	-3535	0		0	33182	0	0	33182	0	0	0	0	0	0	0	0	0	1631	0	0		0			
398668			502675	1234	1234	67.5692%	385.3274%	384.3815%	501441	130454	742115	2192	-60	742115	67.5692%	377.3274%						841339	1409228												325083	384.3815%	0	1168614	667173	0	0						0	0					0	0	0	0	0	0	0	0	0	1234	0	667173		0								7.0000%		0	501441	0	0	0	0	0	0	501441																				0																	0			0																																	
398837																																																																																								25942	2321	2321	9.9589%	13.9704%	12.7205%	23621	185692	237185	157	0			5.9704%							11580	237185								0	0	0		0	12041	12.7205%	1	0	23778	0	0	0	157		0	0	0		0	23621	0	0	23621	0	0	0	0	0	0	0	0	0	2321	0	0		0			
399357																																																																																						44465	0				13.3628%			6009		44968	8	0										4398	44968	0	0.0000%	5786	0	0	5786	13.0125%	0	0	0	0	1	1611		1	0	6017	0	0	0	8	0	0	0	0		0	6009	0	0	6009	0	0	0	0	0	0						0		0	0		
399517																																																																																								338096	20178	20178	8.6245%	11.8562%	11.1486%	317918	2851638	3686215	17722	0			3.8562%							200753	3722625								0	0	0		0	146258	10.8898%	1	0	364733	36333	77	0	17628	31	0	125	0		0	310539	0	0	310539	0	0	7379	7379	0	7379	0	0	0	20178	0	36410	0	0			
399731																																																																																								14305	712	712	13.4965%	21.6088%	20.5332%	13593	66200	100715	-15	0			13.6088%							9487	100715								0	0	0		0	4106	20.5332%	1	0	13578	0	0	0	-15	0	0	0	0		0	13593	0	0	13593	0	0	0	0	0	0	0	0	0	712	0	0	0	0			
399973																																																																																								15897	867	867	11.3070%	16.2491%	15.3629%	15030	97833	132926	319	0			8.2491%							15748	133644								0	0	0		0	0	15.3629%	1	0	16067	96	622	0	319	0	0	0	0		0	15030	0	0	15030	0	0	0	0	0	0	0	0	0	867	0	718	0	0			
400057																																																																																								15923	1232	1232	9.0685%	11.9562%	11.0311%	14691	133178	162000	-167	0			3.9562%							10567	162000								0	0	0		0	4124	11.0311%	1	0	14524	0	0	0	-167	0	0	0	0		0	14691	0	0	14691	0	0	0	0	0	0	0	0	0	1232	0	0	0	0			
400141																																																																																								48542	4994	4994	8.6465%	12.1965%	10.9417%	43548	398001	503647	1445	0			4.1965%							10629	511308								0	0	0		0	40580	10.9417%	1	0	52654	7511	150	0	1445	0	0	0	0		0	43548	0	0	43548	0	0	0	0	0	0	0	0	0	4994	0	7661	0	0			
400365																																																																																								36585	2896	2896	9.2945%	15.8179%	14.5658%	33689	231289	362463	-38	0			7.8179%							8988	364863								0	0	0		0	27101	14.5658%	1	0	36051	1567	159	0	-38	0	0	0	0		674	33689	0	0	33689	0	0	0	0	0	0	0	0	0	2896	0	2400	0	0			
400767																																																																																								15803	894	894	9.8113%	22.1703%	20.9161%	14909	71280	151957	1340	0			14.1703%							10741	151957								0	0	0		0	4168	20.9161%	1	0	16249	0	0	0	1340	0	0	0	0		0	14909	0	0	14909	0	0	0	0	0	0	0	0	0	894	0	0	0	0			
400945																																																																																						127949	0				9.1998%			11512		125133	137	0										853	131909	0	0.0000%	13424	0	114	13538	10.5808%	0	0	0	0	1	17435		1	0	18425	5086	1690	0	137		0	0	0		0	11512	0	0	11512	0	0	0	0	0	0						6776		0	779		
401072																																																																																						94212	0				15.2743%			13800		90348	87	0										13800	90348	0	0.0000%	1012	0	0	1012	1.0742%	0	0	0	0	1	0		1	0	13887	0	0	0	87		0	0	0		0	13800	0	0	13800	0	0	0	0	0	0						0		0	0		
401559																																																																																								8257	425	425	9.6585%	24.2917%	23.0414%	7832	33991	81089	396	0			16.2917%							5210	81277								0	0	0		0	2810	23.0414%	1	0	8416	174	14	0	396	0	0	0	0		0	7832	0	0	7832	0	0	0	0	0	0	0	0	0	425	0	188	0	0			
401755																																																																																						153650	0				13.2560%			19804		149396	0	0										13615	149396	0	0.0000%	14092	0	7100	21192	13.7924%	0	0	0	0	1	6189		1	0	19804	0	0	0	0	0	0	0	0		0	19804	0	0	19804	0	0	0	0	0	0						0		0	24323		
401906																																																																																								95379	4985	4985	15.0408%	23.9503%	22.6985%	90394	398238	600993	1557	0			15.9503%							77660	603259								0	0	0		0	15000	22.6985%	1	0	94217	2266	0	0	1757		0	-200	0		0	90394	0	0	90394	0	0	0	0	0	0	0	0	0	4985	0	2266		0			
401951																																																																																						15692	0				13.5202%			1978		14630	37	0										156	14630	0	0.0000%	0	0	0	0	0.0000%	0	0	0	0	1	1785		1	0	1978	0	0	0	0	0	0	0	0		0	1978	0	0	1978	0	0	0	0	0	0						0		0	165		
402462																																																																																								17137	618	618	14.1008%	34.6412%	33.3920%	16519	49470	117149	819	0			26.6412%							8124	121474								0	0	0		0	12720	33.3920%	1	0	21663	4325	0	0	819		0	0	0		0	16519	0	0	16519	0	0	0	0	0	0	0	0	0	618	0	4325		0			
402846																																																																																								27514	268	268	27.6601%	47.1995%	46.7397%	27246	58293	98503	94	0			39.1995%							23321	100984								0	0	0		0	6406	46.7397%	1	0	29821	2481	0	0	94		0	0	0		0	27246	0	0	27246	0	0	0	0	0	0	0	0	0	268	0	2481		0			
402873																																																																																						56331	0				21.0780%			11657		55304	0	0										9929	55304	0	0.0000%	1485	0	0	1485	2.6362%	0	0	0	0	1	1728		1	0	11657	0	0	0	0		0	0	0		0	11657	0	0	11657	0	0	0	0	0	0						0		0	0		
403067																																																																																								19168	1145	1145	12.0684%	21.3659%	20.0896%	18023	89713	149341	145	0			13.3659%							1728	149365								0	0	0		0	16319	20.0896%	1	0	18192	0	24	0	145	0	0	0	0		0	18023	0	0	18023	0	0	0	0	0	0	0	0	0	1145	0	24	0	0			
403106																																																																																								209685	10867	10867	9.9724%	12.1523%	11.5225%	198818	1725469	1993676	-9963	0			4.1523%							67817	2022624								0	0	0		0	159949	11.5225%	1	0	217803	27322	1626	0	1382		-11352	7	0		0	198818	0	0	198818	0	0	0	0	0	0	0	0	0	10867	0	28948		0			
403151																																																																																						1688476	0				10.1911%			171343		1681298	477	0										62298	1692253	0	0.0000%	4828	0	1393	6221	0.3684%	0	0	0	0	1	120000		1	0	182775	6470	4485	0	477		0	0	0		0	171343	0	0	171343	0	0	0	0	0	0						10955		0	527847		
403179																																																																																								160800	11092	11092	11.7492%	18.0610%	16.8151%	149708	890318	1274201	-8376	0			10.0610%							96393	1274203								0	0	0		0	53317	16.8151%	1	0	141334	0	2	0	-8376		0	0	0		0	149708	0	0	149708	0	0	0	0	0	0	0	0	0	11092	0	2		0			
403254																																																																																								5459	12	12	23.0815%	156.0160%	155.6730%	5447	3499	23599	34	0			148.0160%							-14421	23599								0	0	0		0	19868	155.6730%	1	0	5481	0	0	0	34	0	0	0	0		0	5447	0	0	5447	0	0	0	0	0	0	0	0	0	12	0	0	0	0			
403656																																																																																								6954	519	519	9.2739%	16.8909%	15.6303%	6435	41170	69388	756	0			8.8909%							1822	69388								0	0	0		0	4613	15.6303%	1	0	7191	0	0	0	756		0	0	0		0	6435	0	0	6435	0	0	0	0	0	0	0	0	0	519	0	0		0			
403870																																																																																						684181	0				11.6175%			78867		678866	2612	2612										56342	681478	0	0.0000%	97469	0	2694	100163	14.6398%	0	0	0	0	1	22525		1	0	81479	0	0	0	3029	0	0	-417	0		0	78867	0	0	78867	0	0	0	0	0	0						0		0	0		
403946																																																																																								120183	8898	8898	10.4103%	12.2604%	11.3527%	111285	980252	1068993	758	0			4.2604%							59658	1068993								0	0	0		0	51627	11.3527%	1	0	112043	0	0	0	957		-199	0	0		0	111285	0	0	111285	0	0	0	0	0	0	0	0	0	8898	0	0		0			
404653																																																																																								44906	981	981	27.8767%	36.3850%	35.5901%	43925	123419	157569	41	0			28.3850%							-3375	158926								0	0	0		0	48657	35.5901%	1	0	45323	1357	0	0	41		0	0	0		0	43925	0	0	43925	0	0	0	0	0	0	0	0	0	981	0	1357		0			
404943																																																																																								7738	297	297	12.0637%	18.1630%	17.4659%	7441	42603	61681	128	0			10.1630%							6546	61786								0	0	0		0	1000	17.4659%	1	0	7674	93	12	0	128		0	0	0		0	7441	0	0	7441	0	0	0	0	0	0	0	0	0	297	0	105		0			
406022																																																																																								25775	2293	2293	9.1076%	13.8851%	12.6499%	23482	185630	257830	1712	0			5.8851%							15055	257830								0	0	0		0	8427	12.6499%	1	0	25194	0	0	0	1712		0	0	0		0	23482	0	0	23482	0	0	0	0	0	0	0	0	0	2293	0	0		0			
406059																																																																																								35657	2322	2322	11.3175%	19.2901%	18.0339%	33335	184846	294545	0	0			11.2901%							16651	294545								0	0	0		0	16684	18.0339%	1	0	33335	0	0	0	0	0	0	0	0		0	33335	0	0	33335	0	0	0	0	0	0	0	0	0	2322	0	0	0	0			
406666																																																																																								17389	1055	1055	11.3068%	20.6060%	19.3558%	16334	84388	144462	280	0			12.6060%							9034	144462								0	0	0		0	7300	19.3558%	1	0	16614	0	0	0	280	0	0	0	0		0	16334	0	0	16334	0	0	0	0	0	0	0	0	0	1055	0	0	0	0			
406778																																																																																								10464	448	448	16.3023%	27.6438%	26.4603%	10016	37853	61439	-22	0			19.6438%							5947	61439								0	0	0		0	4069	26.4603%	1	0	9994	0	0	0	-22	0	0	0	0		0	10016	0	0	10016	0	0	0	0	0	0	0	0	0	448	0	0	0	0			
406974																																																																																						216466	0				12.6996%			27705		218156	-50	0										22685	218156	0	0.0000%	2356	0	1330	3686	1.7028%	0	0	0	0	1	5020		1	0	27655	0	0	0	-50	0	0	0	0		0	27705	0	0	27705	0	0	0	0	0	0						0		0	8981		
407168																																																																																						145393	0				10.0474%			14746		146765	-1702	0										9747	146765	0	0.0000%	12778	0	1463	14241	9.7948%	0	0	0	0	1	5000		1	0	13045	0	0	0	350		0	-2051	0		0	14746	0	0	14746	0	0	0	0	0	0						0		0	503		
407506																																																																																								153393	14004	14004	10.2128%	13.4312%	12.2050%	139389	1142067	1364847	-24489	0			5.4312%							131606	1367064								0	0	0		0	10000	12.2050%	1	0	117117	2217	0	0	714		-7353	-17850	0		0	139389	0	0	139389	0	0	0	0	0	0	0	0	0	14004	0	2217		0			
407645																																																																																								43634	2044	2044	8.8587%	20.6852%	19.7162%	41590	210943	469484	8132	0			12.6852%							37677	469484								0	0	0		0	3913	19.7162%	1	0	49722	0	0	0	8132	0	0	0	0		0	41590	0	0	41590	0	0	0	0	0	0	0	0	0	2044	0	0	0	0			
407850																																																																																								3251	250	250	15.6164%	16.3055%	15.0517%	3001	19938	19217	0	0			8.3055%							701	19217								0	0	0		0	2300	15.0517%	1	0	3001	0	0	0	0	0	0	0	0		0	3001	0	0	3001	0	0	0	0	0	0	0	0	0	250	0	0	0	0			
408307																																																																																								63179	3521	3521	13.2646%	22.4343%	21.1840%	59658	281618	449752	-207	-2460			14.4343%							59658	447292								0	0	0		0	0	21.1840%	1	0	59451	0	0	0	2253		0	-2460	0		0	59658	0	0	59658	0	0	0	0	0	0	0	0	0	3521	0	0		0			
408642																																																																																								95109	7298	7298	9.8893%	15.9637%	14.7388%	87811	595783	887943	868	0			7.9637%							74723	887943								0	0	0		0	13088	14.7388%	1	0	88679	0	0	0	868		0	0	0		0	87811	0	0	87811	0	0	0	0	0	0	0	0	0	7298	0	0		0			
408875																																																																																						689527	0				12.4086%			82700		666474	1032	0										15251	682166	0	0.0000%	45592	0	140	45732	6.6324%	0	0	0	0	1	83142		1	0	99425	13072	2621	0	1032	0	0	0	0		0	82700	0	0	82700	0	0	0	0	0	0						15692		0	0		
409265																																																																																								5516	52	52	11.4477%	33.5340%	33.2178%	5464	16449	47730	-214	0			25.5340%							4264	47730								0	0	0		0	1200	33.2178%	1	0	5250	0	0	0	-214	0	0	0	0		0	5464	0	0	5464	0	0	0	0	0	0	0	0	0	52	0	0	0	0			
410159																																																																																						23231	0				11.7150%			2802		23918	6	0										1102	23918	0	0.0000%	520	0	0	520	2.2384%	0	0	0	0	1	1700		1	0	2808	0	0	0	6	0	0	0	0		0	2802	0	0	2802	0	0	0	0	0	0						0		0	0		
410560																																																																																						240888	0				12.0497%			28832		239276	-215	0										19678	240122	0	0.0000%	54819	0	5	54824	22.7591%	0	0	0	0	1	10000		1	0	29463	846	0	0	-215		0	0	0		0	28832	0	0	28832	0	0	0	0	0	0						846		0	0		
410748																																																																																								47596	2492	2492	14.8397%	24.0667%	22.8066%	45104	197767	303942	0	0			16.0667%							33064	303942								0	0	0		0	12040	22.8066%	1	0	45104	0	0	0	0	0	0	0	0		0	45104	0	0	45104	0	0	0	0	0	0	0	0	0	2492	0	0	0	0			
410917																																																																																						462251	0				10.0543%			46027		457784	2157	0										43237	457784	0	0.0000%	27203	0	1741	28944	6.2615%	0	0	0	0	1	2790		1	0	48184	0	0	0	2678	0	0	-521	0		0	46027	0	0	46027	0	0	0	0	0	0						0		0	0		
410944																																																																																								4943	397	397	8.8212%	15.5675%	14.3172%	4546	31752	51535	279	0			7.5675%							3096	51535								0	0	0		0	1450	14.3172%	1	0	4825	0	0	0	279	0	0	0	0		0	4546	0	0	4546	0	0	0	0	0	0	0	0	0	397	0	0	0	0			
411062																																																																																								16813	348	348	8.2580%	32.6460%	31.9703%	16465	51501	199383	-1561	0			24.6460%							12558	199585								0	0	0		0	4110	31.9703%	1	0	15107	202	0	0	1202	0	0	-2762	0		0	16465	0	0	16465	0	0	0	0	0	0	0	0	0	348	0	202	0	0			
411174																																																																																								10182	244	244	29.7982%	52.6338%	51.3724%	9938	19345	33351	9	0			44.6338%							9929	33351								0	0	0		0	0	51.3724%	1	0	9938	0	0	0	0	0	0	0	0		0	9938	0	0	9938	0	0	0	0	0	0	0	0	0	244	0	0	0	0			
411231																																																																																						75124	0				13.7714%			10515		76354	-314	0										9816	76354	0	0.0000%	37	0	48	85	0.1131%	0	0	0	0	1	700		1	0	10202	0	0	0	-313	0	0	0	0		0	10515	0	0	10515	0	0	0	0	0	0						0		0	427		
411240																																																																																								8684	411	411	11.3428%	25.8391%	24.6162%	8273	33608	72936	-468	0			17.8391%							5973	72936								0	0	0		0	2300	24.6162%	1	0	7805	0	0	0	-468		0	0	0		0	8273	0	0	8273	0	0	0	0	0	0	0	0	0	411	0	0		0			
411473																																																																																						853686	0				14.0744%			117632		835789	104	0										69101	837048	0	0.0000%	32297	0	35058	67355	7.8899%	0	0	0	0	1	49790		1	0	118995	334	0	740	104		0	0	0		0	117817	185	185	117632	0	0	0	0	185	0						1259		0	0		
