"IDRSSD"	RCFD0426	RCFD2150	RCFD2651	RCFD3164	RCFD3190	RCFD4088	RCFD5507	RCFD6164	RCFD6165	RCFDA590	RCFDB026	RCFDB569	RCFDB570	RCFDB571	RCFDF055	RCFDF056	RCFDF057	RCFDF058	RCFDF059	RCFDF060	RCFDF061	RCFDF062	RCFDF063	RCFDF065	RCFDJ461	RCFDJ462	RCFDK178	RCFDK179	RCFDK180	RCFDK181	RCFDK182	RCFDK183	RCFDK192	RCFDK193	RCFDK194	RCFN5513	RCFNK260	RCON0426	RCON2150	RCON2651	RCON3164	RCON3190	RCON4088	RCON5507	RCON5508	RCON5509	RCON5510	RCON5511	RCON5512	RCON6164	RCON6165	RCONA590	RCONB026	RCONB569	RCONB570	RCONB571	RCONC979	RCONF055	RCONF056	RCONF057	RCONF058	RCONF059	RCONF060	RCONF061	RCONF062	RCONF063	RCONF064	RCONF065	RCONG463	RCONG464	RCONJ461	RCONJ462	RCONK169	RCONK170	RCONK171	RCONK172	RCONK173	RCONK174	RCONK175	RCONK176	RCONK177	RCONK179	RCONK180	RCONK181	RCONK182	RCONK183	RCONK187	RCONK188	RCONK189	RCONK190	RCONK191	RCONK192	RCONK193	RCONK194	RCONL133	RCONL135	RCONN517	RCONN518	RCONN519	RCONN520	RCONN521	RCONN522	RCONN523	RCONN524	RCONN527	TE01N528	TE01N529	TE02N528	TE02N529	TE03N528	TE03N529	TE04N528	TE04N529	TE05N528	TE05N529	TE06N528	TE06N529	TE07N528	TE08N528	TE09N528	TE10N528	TEXT4087	
107758																																						0	22	400	0	2790	true	0	0	0	22	0	0	610	0	0	0	false	0	0	0	400	0	700	1690	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false																						onlinebanking.bvsb.net	
108072																																						0	144	0	0	964	true	0	0	0	144	0	0	1890	1	0	0	false	0	0	0	42	88	93	741	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false							BANK OF BUFFALO		BANK OF GILLETTE		BANK OF SHERIDAN											www.buffalofed.com	
108269																																						0	12	0	0	0	true	0	0	0	12	0	0	6	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false																						www.fnbmoody.com	
108652																																						0	480	0	0	0	true	0	238	0	95	0	147	315	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false																						www.fnbob.com	
108746																																						0	0	0	0	0	true	0	0	0	0	0	0	2569	3	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false																						onlinebanking.masoncitynationalbank.com	
108951																																						49	0	0	0	7940	true	49	0	0	0	0	0	5341	2	0	0	false	0	0	0	100	5151	800	1889	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false																						www.reliabank.com	
109136																																						0	16896	0	0	0	true	0	9770	0	64	0	7062	8308	3	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false		0	0	0	0																	WWW.PEOPLESBANKTRUST.COM	
109154																																						0	70	0	0	1500	true	0	70	0	0	0	0	344	0	0	0	false	0	0	0	0	1500	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false																						WWW.fsbbyron.com	
109453																																						376	0	0	0	5059	true	376	0	0	0	0	0	235	0	0	0	true	0	0	0	0	1000	4000	0	0	0	59	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false																						http://www.ebankstar.com	
109574																																						0	0	3000	0	15415	true	0	0	0	0	0	0	533	0	0	0	false	0	0	0	3000	5500	5500	1415	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false						www.haverhillbank.bank																www.haverhillbank.com	
109659																																						0	137	0	0	10939	true	0	99	0	38	0	0	5428	3	0	0	false	0	0	0	0	5045	5894	0	5000	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false																						http://www.theuncommonbank.com	
110413																																						241	230	0	241	5000	true	0	0	0	186	0	44	1426	1	241	0	true	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false						www.checkingfinder.com																www.suttonbank.com	
110936																																						8	0	30000	0	30000	true	8	0	0	0	0	0	39	0	0	0	false	0	0	0	30000	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false																						http://www.bbamericas.com	
110945																																						0	0	15000	0	19794	true	0	0	0	0	0	0	731	0	0	0	true	0	0	0	15000	0	0	4794	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	true	false	false																						www.usbky.com	
110972																																						0	0	0	0	0	false	0	0	0	0	0	0	761	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	true	false	false	false	false		0	0	0	0																	WWW.FIRSTFEDERALWASHINGTON.COM	
111157																																						0	0	0	0	20805	true	0	0	0	0	0	0	4585	2	0	0	false	0	0	0	20405	0	0	400	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false																						http://www.bankoflindsay.com	
111205																																						668	0	23500	668	51359	true	0	0	0	0	0	0	1606	1	668	0	false	0	0	0	23500	18000	6878	2981	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false						banksis.us		banksisonline.com		banksisonline.net		secure.banksis.net		banksisstatus.com		banksis.me						banksis.com	
111661																																						0	101	268	0	17537	true	0	101	0	0	0	0	4095	3	0	0	true	0	0	0	268	3470	6916	6883	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false																						www.fnbmv.com	
111942																																						1579	3837	8000	1378	25111	true	201	3316	0	158	0	363	886	0	1378	0	false	0	0	0	8000	17000	0	0	0	0	0	111	0	0	111	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false																						www.myfirstnational.com	
111979																																						0	2301	0	0	0	true	0	25	876	1075	0	325	7051	2	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false																						www.ssbwa.com	
112163																																						3308	1692	30017	0	55170	true	3308	105	0	618	0	969	29436	7	0	0	false	0	0	0	30017	25035	118	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false		1	45	1160	0																	www.gnty.com	
112332																																						146	112	0	0	6157	true	146	0	0	47	0	65	130	0	0	0	false	0	0	0	0	5000	0	1157	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false		1	0	0	0																	www.fnbhartford.com	
112444																																						0	0	0	0	17000	true	0	0	0	0	0	0	9805	3	0	0	true	0	0	0	0	10000	2000	5000	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false																						www.jacksoncountybank.com	
112510																																						0	0	0	0	0	true	0	0	0	0	0	0	900	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false																						www.balticstatebank.com	
112556																																						0	0	0	0	500	true	0	0	0	0	0	0	127	0	0	0	false	0	0	0	0	500	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false																						www.statebankofchandler.com	
112837	665831	69150	18249	274119	26800677	true	198954	10	0	274119	192758	true	0	753376	17168249	9404	17	811	17150000	1751657	5617363	2220920	32256	0	0	0	0	0	0	0	0	0	0	0	11995	0	0					26800677			0	0	69150	0	0								0										0		true	true			0	0	0	0	0	0	0	0	0						0	0	0	0	0						true	false	false	false		1	13779	170476	0	banking.capitalone.com	Capital One Bank	https://top.capitalonebank.com/cashplus/	Capital One cafe	intellix.capitalonebank.com		lbox.capitalonebank.com		https://ce.solutions-corporate.com/Login.aspx		https://clientpoint.conapcg.com/tdcb/main/UserLogon?bankNumber=61		https://rcm.emdeon.com/Portal/cologin.faces	https://www.itms-online.com/CapitalOneDefault.aspx	https://www.capitalone.com/commercial/depository-services/	m.capitalone.com	www.capitalone.com	
113003																																						0	0	0	0	0	true	0	0	0	0	0	0	1441	1	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false																						www.staffordsavingsbank.com	
113030																																						0	0	0	0	0	true	0	0	0	0	0	0	465	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false						m.facebook.com/thefarmersstatebank																www.farmersstate-online.net	
113441																																						434	0	0	99	26870	true	335	0	0	0	0	0	3088	2	99	0	false	0	0	0	0	5500	0	21370	21500	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false																						http://www.farmersstatebank.com	
113601																																						0	0	0	0	0	true	0	0	0	0	0	0	8	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false																						http://www.bankofnewengland.com	
113740																																						834	770	0	834	0	true	0	0	0	770	0	0	1338	1	1787	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false																						www.fsb.bank	
113937																																						0	1451	0	0	0	true	0	1369	0	82	0	0	3532	3	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false																						www.merchantsbankal.com	
114149																																						0	150	0	0	0	true	0	0	0	91	0	59	318	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false																						http://www.heritagebankwi.com	
114158																																						0	0	7600	0	7600	true	0	0	0	0	0	0	1574	2	0	0	true	0	0	0	7600	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false		1	18	270	0	WWW.FNBHUGOTON.COM																WWW.FNBLIBERAL.COM	
114251																																						332	271	700	0	5310	true	332	0	0	0	0	271	2051	2	0	0	false	0	0	0	831	682	1269	2528	5310	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false						fmbankclfd.com	Farmers & Merchants State Bank of Clarkfield															fmbankminnesota.com	
114260																																						3146	12222	0	3146	9	true	0	8148	0	380	0	3694	14390	1	3146	0	false	0	9	0	0	0	0	0	0	9	0	0	0	0	9	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false		1	584	4727	0																	http://www.fnbalaska.com	
114457																																						0	388	0	0	0	true	0	0	0	388	0	0	370	0	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false		1	35	136	0																	www.fnbec.com	
114774																																						4291	500	0	4291	0	false	0	0	0	500	0	0	25	0	4291	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false																						www.abbemae.com	
114840																																						0	0	5627	0	12026	true	0	0	0	0	0	0	3034	2	0	0	false	0	0	0	5627	2470	709	3220	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false																						http://www.fsbmybank.com	
114859																																						0	0	5050	0	6523	true	0	0	0	0	0	0	422	0	0	0	true	0	0	0	5050	0	0	1473	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false																						www.firstofminden.com	
115100																																						454	0	0	454	0	true	0	0	0	0	0	0	5595	4	745	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false																						http://WWW.FNBANKSUFFIELD.COM	
115146																																						0	41	0	0	4951	true	0	20	0	0	0	21	6130	3	0	0	false	0	0	0	0	0	3000	1951	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	true	false	false																						http://www.STANSGARBANK.COM	
115575																																						1864	0	0	376	0	true	1488	0	0	0	0	0	2064	1	536	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	true	false	false																						www.equitablebank.com	
116358																																						0	178	0	0	0	true	0	0	0	178	0	0	782	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false																						www.statebankcoldspring.com	
116554																																						0	0	0	0	0	true	0	0	0	0	0	0	203	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false																						fsbec.com	
116639																																						0	0	0	0	0	true	0	0	0	0	0	0	26	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false																						https://www.bankofwalnutgrove.com	
116741																																						0	0	0	0	3000	true	0	0	0	0	0	0	729	1	0	0	false	0	0	0	1000	1000	1000	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false																						http://www.ubtc.net	
116871																																						5408	1884	0	985	15094	true	4423	1711	0	173	0	0	0	0	985	0	false	0	0	0	0	15094	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false																						www.firstcloverleafbank.com	
117038																																						0	810	1	0	1	true	0	0	0	0	0	810	843	0	0	0	false	0	0	0	1	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false																						http://www.hnbfirst.com	
117074																																						0	0	5000	0	5000	true	0	0	0	0	0	0	1197	1	0	0	false	0	0	0	5000	0	0	0	3000	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	true	true	false	false	false																						colonialfed.com	
117458																																						0	0	50471	0	50471	true	0	0	0	0	0	0	1326	1	0	0	false	0	0	0	50471	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false																						www.bankfirstonline.com	
117672																																						112	0	0	112	7750	true	0	0	0	0	0	0	507	0	112	0	false	0	0	0	0	3500	4250	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false																						www.theabingtonbank.com	
117775																																						0	0	3000	0	3255	true	0	0	0	0	0	0	296	0	0	0	false	0	255	0	3000	0	0	0	0	255	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false																						http://www.sobanco.com	
118156																																						0	0	0	0	0	true	0	0	0	0	0	0	1721	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false																						http://www.sbtcparis.net	
118660																																						179	0	13800	179	21721	true	0	0	0	0	0	0	0	0	179	0	false	0	0	0	15400	700	281	5340	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false																						https://www.hbc.bank	
118736																																						0	185	4500	0	4500	true	0	185	0	0	0	0	1045	0	0	0	false	0	0	0	4500	0	0	0	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false							Bank of Yazoo															http://www.bankofyazoo.com	
119153																																						0	0	0	0	0	true	0	0	0	0	0	0	621	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false																						WWW.SNBENID.COM	
119528																																						714	291	22000	153	37000	true	561	169	0	122	0	0	5252	1	153	0	false	0	0	0	22000	10000	5000	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false																						www.farmersnb.com	
119779																																						1630	43	32113	1630	60717	true	0	0	0	0	0	43	2506	3	2695	0	true	0	0	0	34113	23104	2500	1000	4000	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false		1	64	320	0	www.capecodcoop.com	The Cooperative Bank of Cape Cod	www.capecodcooperativebank.com		www.thecooperativebankofcapecod.com		www.ccnetbank.com										www.mycapecodbank.com	
119872																																						370	90	33800	370	43800	true	0	0	0	90	0	0	6083	2	370	0	true	0	0	0	33800	4000	0	6000	10000	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	true	true	false	false	false																						www.fsbdover.com	
120476																																						0	84	0	0	5000	true	0	0	0	84	0	0	191	0	0	0	false	0	0	0	5000	0	0	0	5000	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	true	true	false	false	false																						www.argentinefed.com	
120542																																						1751	862	0	0	0	true	1751	0	0	191	0	671	6914	2	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false																						www.statebankofchilton.com	
120609																																						414	345	0	414	11200	true	0	108	0	237	0	0	1643	0	414	0	true	0	0	0	10000	0	0	1200	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false		1	48	219	0																	www.thomastonsavingsbank.com	
120953																																						600	0	0	0	1316	true	600	0	0	0	0	0	219	0	0	0	false	0	0	0	0	557	759	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false																						http://www.fsbparkston.com	
121642																																						1174	36125	135000	0	205525	true	1174	19835	2363	9072	0	4855	22605	3	0	0	true	0	0	0	135000	70244	281	0	170000	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0			true	false	false	true		1	100	502	100																	http://www.bankplus.net	
121651																																						0	7	0	0	21900	false	0	0	0	0	0	7	656	1	0	0	false	0	0	0	21900	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false																						www.jonesborostatebank.com	
121679																																						240	0	44100	240	58940	true	0	0	0	0	0	0	1379	1	240	0	false	0	0	0	44100	14500	0	340	4500	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false																						www.mymutualbank.com	
121914																																						0	22	3000	0	3000	true	0	0	0	22	0	0	1460	1	0	0	false	0	0	0	3000	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false		0	0	0	0																	www.csborbisonia.com	
122153																																						0	5	0	0	0	true	0	0	0	0	0	5	37	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false																						http://www.jacksonparishbank.com	
122546																																						0	60	0	0	0	true	0	0	0	60	0	0	15	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false																						www.fnbofsandoval.com	
122573																																						0	1723	0	0	0	false	0	0	0	1265	0	458	1512	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	true	false	false	false	false																						www.delancofsb.com	
122854																																						14177	1972	30000	0	460746	true	14177	442	0	1190	0	340	61118	11	0	0	false	0	0	0	305000	130037	25000	709	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false		1	333	13195	0	ibtx.com						grandbankoftexas.com		ibcentx.com		ibgfinancialadvisors.com						www.independent-bank.com	
123075																																						0	0	0	0	0	true	0	0	0	0	0	0	634	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	true	false	false	false	false																						www.miltonsavingsbank.com	
123374																																						0	394	0	0	0	true	0	289	0	105	0	0	1118	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	true	false	false	false	false																						www.beauregardfsb.com	
123646																																						1142	2983	181	1142	28173	true	0	1822	0	358	0	803	9062	3	1163	0	true	0	0	0	181	16739	10572	681	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false																						www.salin.com	
124344																																						0	0	10000	0	12400	true	0	0	0	0	0	0	3792	1	0	0	true	0	2400	0	10000	0	0	0	0	2400	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false																						http://www.bankofsunprairie.com	
124830																																						0	712	0	0	0	true	0	60	366	285	0	1	2436	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false																						http://www.bankofcamilla.net	
125154																																						0	345	0	0	4391	true	0	345	0	0	0	0	358	0	0	0	false	0	4391	0	0	0	0	0	0	4391	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false		0	0	0	0		Sheppard Bank															www.fsnb.com	
125471																																						46876	13619	1381000	1024	1791000	true	45852	3737	0	4929	0	4953	3811	1	1024	0	true	0	0	0	1381000	310000	100000	0	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	1	335	13764	0																	www.snb.com	
125855																																						4404	3436	16039	2826	26017	true	1578	1776	220	266	0	1174	30533	4	2826	0	false	0	0	0	16039	0	0	9978	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false																						www.sabinebank.com	
125873																																						41	0	750	41	4500	true	0	0	0	0	0	0	908	0	41	0	false	0	0	0	750	2000	1750	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false																						claycountysavings.com	
125958																																						0	0	0	0	0	false	0	0	0	0	0	0	716	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false																							
126012																																						0	4	0	0	2000	true	0	4	0	0	0	0	1136	1	0	0	false	0	0	0	2000	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false		1	120	1543	0																	http://www.champlainbank.com	
126049																																						0	21	0	0	807	true	0	0	0	21	0	0	902	1	0	0	false	0	0	0	0	0	807	0	807	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false																						www.bankofstarcity.com	
126375																																						0	370	0	0	0	true	0	0	0	370	0	0	9	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	true	false	false	false	false																						HTTP://WWW.VIDFEDONLINE.COM	
126553																																						0	558	0	0	2000	true	0	0	0	220	0	338	279	0	0	0	false	0	0	0	0	0	0	2000	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false																						www.banknorthshore.com	
