"IDRSSD"	RIAD0497	RIAD4042	RIAD4136	RIAD4141	RIAD4146	RIAD4461	RIAD4462	RIAD4463	RIAD4464	RIAD4467	RIAD4468	RIAD4498	RIAD4499	RIAD4521	RIAD4522	RIAD4769	RIAD8403	RIADB526	RIADB527	RIADC013	RIADC014	RIADC015	RIADC016	RIADC017	RIADC018	RIADF555	RIADF556	RIADF557	RIADF558	RIADF559	RIADFT29	RIADFT30	RIADFT31	RIADFT32	RIADJJ26	RIADJJ27	RIADJJ28	RIADKW17	RIADT047	RIADY923	RIADY924	TEXT4461	TEXT4462	TEXT4463	TEXT4464	TEXT4467	TEXT4468	TEXT4498	TEXT4499	TEXT4521	TEXT4522	TEXT4769	TEXTB526	TEXTB527	TEXTFT29	TEXTFT31	
28675					CONF							0	0	0	0	false		0	0					195							0	0	0	0											CONTRIBUTIONS												
28732					CONF							0	0	0	0	false		0	0												0	0	0	0																							
29476					CONF							0	0	0	0	false		0	0												0	0	0	0																							
29636	303				CONF				251			0	0	0	0	false		0	0		246				453	1305	264	258	264	234	0	0	0	0											SERP Plan Expense												
29878	649		800	129	CONF	15			1445	636		0	0	0	0	false	97	0	0	2		91	89	759	122		454	402		141	0	0	0	0					4	57	217	Misc Operating Income			Other Non Interest Expense	Mortgage Loan Expense											
30052	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	0																
30502	0	0	0	0	CONF	144	0	0	576	280	0	0	0	0	0	false	0	0	0	0	0	0	0	410	0	906	0	0	454	0	0	0	0	0				0	0	0	0	Cash Management Fee Income			Software amortization, maintenance and expense	Outsourced professional fees											
30650					CONF							0	0	0	0	false		0	0												0	0	0	0																							
30810	389268				CONF	120842			540181	91497		0	0	-1413	0	false		0	0							296025					0	0	0	0				0				Net Credit Card Fee Income			Servicing Fees Paid To Affiliates	Collection Fees				PCI Student Loan Net Losses Recorded Against Revenue							
31134					CONF		22		62			0	0	0	0	false		0	0				36	345		190	67			61	0	0	0	0								Promotional Fee	Other Misc Income		Misc Servicing												
31255	42	0	192	128	CONF	150	98	0	552	198	0	2500	0	0	0	false	48	0	0	0	145	0	0	395	102	101	156	212	39	123	0	0	0	0				0	0	0	0	Mortgage ther loan income	Advantage loan fees		Computer support contracts	item processing		Capital injection									
31657					CONF							0	0	0	0	false		0	0												0	0	0	0																							
31826	73		72	38	CONF				226			0	0	0	0	false	10	0	0						58	337	53		229	52	0	0	0	0											Other Taxes (Franchise & Excise, R/E. PP Taxes)												
31835	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	329	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	0																
32234					CONF							0	0	0	0	false		0	0												0	0	0	0																							
32766	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	0																
32971					CONF							0	0	0	0	false		0	0												0	0	0	0																							
33147					CONF							0	0	0	0	false		0	0												0	0	0	0																							
33259					CONF							0	0	0	0	false		0	0												0	0	0	0																							
33268	41		11	4	CONF	83	4					0	0	0	0	false	21	0	0	4	80	6	2	128	20	222	50	29	132	42	0	0	0	0					13		13	MORTGAGE LOAN FEE	MISCELLANEOUS INCOME														
33370					CONF							0	0	0	0	false		3	0												0	0	0	0																			defered tax adjustment				
33839	0	0	0	0	CONF	0	0	0	0	0	0	-3	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	0							Transfer from UP to PFC Checking Account									
33857	142	1	3		CONF				137			0	0	0	0	false		0	0				202	518							0	0	0	0											OTHER PROFESSIONAL FEES												
34425	0	0	0	0	CONF	0	0	0	436	0	0	8000	0	0	0	false	0	0	0	0	240	0	0	1020	0	298	0	0	0	315	0	0	0	0				46	0	0	0				Bank Franchise Tax			Capital Transfer from Parent Holding Company									
34434					CONF							0	0	0	0	false		0	0												0	0	0	0																							
34537	2000				CONF							-8033	0	0	0	false		0	0		1842			7721		6806		2698			0	0	0	0														Dividend Paid to Parent Holding Company as Return-of-Capital									
34555	43	4	82	7	CONF	0	0	0	0	0	0	0	0	0	0	false	14	0	0	10	117	22	9	433	46	114	21	69	139	24	0	0	0	0					2	0	16																
34742	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	305	0	0	0	0	0	0	0	0					0	0	0																
35057	0	0	0	0	CONF	0	0	0	153	0	0	0	0	0	0	false	0	0	0	0	0	0	107	320	0	0	0	0	0	0	0	0	0	0					0	0	0				Computer / Software expense												
35301	0	0	0	0	CONF	228000	219000	187000	452000	91000	0	0	0	0	0	false	0	26000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	Fees for securities lending transactions	Accounting outsourcing hedge funds	Software Service Fees	Fees for transaction processing services	Fees for professional services				Provision for FX on Leveraged Loans			Adoption of ASU 2017-08 (Callable Bond Adoption), ASC 323 (LIHTC Change in Accounting Principle) and ASU 2018-02 (Tax Reform)				
35570	7893	0	0	0	CONF	0	1311	0	0	0	0	1029	0	0	0	true	0	0	0	0	3118	0	0	12010	0	0	0	0	0	0	0	0	0	0				0	0	0	0		Other non-operating income					Other Stock Award Activity				During the second quarter the Bank early adopted ASU 2019-04 and reclassified a portion of securities from held-to-maturity to available-for-sale.  The Bank subsequently sold approximately $405 million of debt securities available-for-sale at a loss of $5.7 million an reinvested the proceeds in higher yielding debt securities.			0.00000000	0.00000000	
35646					CONF							0	0	0	0	false		0	0												0	0	0	0																							
35879	135	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	333	0	0	0	0	0	0	0	0	0	0					0	0	0																
36456					CONF							0	0	0	0	false		0	0												0	0	0	0																							
36933	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	0																
37051					CONF							150	0	-576	0	false		0	0												0	0	0	0														Capital Contribution from Holding Company		Mark to Market Loan Adjustment Amortization							
37341					CONF							0	0	0	0	false		0	0												0	0	0	0																							
37435	294		79	29	CONF	83						0	0	0	0	false	242	0	0			163	215	517	94	3984	231	146	882	25	0	0	0	0					87		99	Underwriters Fee															
37640	1806	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	1205	0	0	3358	0	4427	0	0	1306	0	0	0	0	0				0	0	0	0																
37659	4	0	9	16	CONF	0	0	0	0	0	0	0	0	0	0	false	8	0	0	1	0	0	9	90	11	0	21	38	0	8	0	0	0	0					0	0	0																
37949	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	150	0	105	0	0	0	0	0	0	0	0					0	0	0																
38740					CONF							0	0	0	0	false		0	0												0	0	0	0																							
39327					CONF							0	0	0	0	false		0	0												0	0	0	0																							
39756	388				CONF	351						0	0	0	0	false		0	0					516		320					0	0	0	0							513	Other Operating Income -	Wire Fees		Other Insurance Expense	General Travel & Expense	Other Insurance Expense										
40033					CONF							0	0	0	0	false		0	0												0	0	0	0																							
40499	2135				CONF		1361	682				1862	0	0	0	false		0	0		723			4296		4270					0	0	0	0									Interest rate swap income	Loan Derivative Valuation				Capital Contribution from parent holding company									
40855	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	0																
41245					CONF							0	0	0	0	false		0	0												0	0	0	0																							
41553	18	0	0	1	CONF	0	0	0	0	0	0	0	0	0	0	false	13	0	0	4	19	4	8	61	21	63	8	0	0	19	0	0	0	0					2	0	0																
41629					CONF							0	0	0	0	false		0	0												0	0	0	0																							
41825	152				CONF							0	0	0	0	false		0	0					568		223		103	153		0	0	0	0																							
41937					CONF							0	0	0	0	false		0	0												0	0	0	0																							
41955					CONF							0	0	0	0	false		0	0												0	0	0	0																							
42037					CONF							0	0	0	0	false		0	0												0	0	0	0																							
42354					CONF							0	0	0	0	false		0	0												0	0	0	0																							
42372					CONF							0	0	0	0	false		0	0												0	0	0	0																							
42420	2545	13		80	CONF	401	1029	535	736	1111	2176	0	0	0	0	false	1164	0	0	761	2868	266	478	2383	715	10171	221		2931	1669	0	0	0	0						270	495	LETTER OF CREDIT FEES	INTERCOMPANY PROFESSIONAL FEES	MERCHANT ALLIANCE REVENUE	COLLECTION AND REPOSSESSION EXPENSE	OTHER PROFESSIONAL FEES	PA SHARES TAX										
42448	593	0	174	58	CONF	3326	0	0	650	0	0	0	0	0	0	false	174	0	0	51	0	50	84	1365	243	1784	110	0	746	403	0	0	0	0				0	20	0	0	LOAN DISCOUNT			DATA PROCESSING - OUTSOURCING												
42457	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	0																
43052					CONF							0	0	0	0	false		0	0												0	0	0	0																							
43351					CONF							0	0	-3132	0	false		0	0												0	0	0	0														CAPITAL INJECTION	DIVIDEND FOOTE FINANCIAL	1							
43856	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	0																
43959					CONF							0	0	0	0	false		0	0												0	0	0	0																							
44040					CONF							0	0	0	0	false		0	0												0	0	0	0																							
44433					CONF							0	0	0	0	false		0	0					370			166	219			0	0	0	0																							
44741	174	0	72	50	CONF	85	0	0	0	0	0	0	0	0	0	false	102	0	0	28	0	41	142	663	82	711	88	103	37	132	0	0	0	0					4	41	0	Miscellaneous Income															
44750					CONF							0	0	0	0	false		0	0												0	0	0	0																							
44929	22		46	2	CONF				63			0	0	0	0	false	7	0	0	5	27	8	40	26	12		52		118	56	0	0	0	0											(Franchise) FIT #4460001												
45038	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	185	0	0	118	0	0	0	0	0	0	0					0	0	0																
45047					CONF							0	0	0	0	false		0	0												0	0	0	0																							
45056	40	0	21	3	CONF	0	0	0	0	0	0	0	0	0	0	false	3	0	0	1	0	7	6	107	17	32	14	0	3	15	0	0	0	0					0	0	0																
45430	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	170	0	0	0	0	0	0	0	0	0	0					0	0	0																
45458					CONF							0	0	0	0	false		0	0												0	0	0	0																							
45551					CONF							0	0	0	0	false		0	0												0	0	0	0																							
45560	1067				CONF	474			1193	1240		0	0	0	0	false		199	0		353			772		117					0	0	0	0								Debit Card Fee Income			Computer software	Reserve for Lone Star Opportunities Fund V, LP							Adoption of ASU 2016-01 for CRA Qualified Equity Investment				
45775					CONF							0	0	0	0	false		0	0												0	0	0	0																							
46053					CONF							0	0	0	0	false		0	0												0	0	0	0																							
46941					CONF							0	0	0	0	false		0	0												0	0	0	0																							
47247	156		89	46	CONF	188	-750	287	254	175		1250	0	0	0	false	37	0	0	42	128	15	180	113	56	67	113	171	128	67	0	0	0	0					15	5	33	Derivative Gain (Loss) IRLC	Realized Gain (Loss) Hedging Activity	Gain (Loss) Held for Sale	New Loan Expense	Credit Report and Filing Fees		Capital contribution from bank holding company									
47256					CONF							0	0	0	0	false		0	0												0	0	0	0																							
47452					CONF							0	0	0	0	false		0	0												0	0	0	0																							
47500					CONF							0	0	0	0	false		0	0												0	0	0	0																							
48057					CONF							0	0	0	0	false		0	0												0	0	0	0																							
48150	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	0																
