"IDRSSD"	RCONH275	RCONH276	RCONH277	RCONH278	RCONH279	RCONH280	RCONH281	RCONH282	RCONH283	RCONH284	RCONH285	RCONH286	RCONH287	RCONH288	RCONH290	RCONH291	RCONH292	RCONH293	RCONH294	RCONH295	RCONH296	RCONH297	RCONH298	RCONH299	RCONH300	RCONH301	RCONH302	RCONH303	RCONH304	RCONH307	RCONH308	RCONH309	RCONH310	RCONHJ74	RCONHJ75	RCONHJ76	RCONHJ77	RCONHJ78	RCONHJ79	RCONHJ80	RCONHJ81	RCONHJ82	RCONHJ83	RCONHJ84	RCONHJ85	RCONHJ86	RCONHJ87	RCONHJ88	RCONHJ89	RCONHJ90	RCONHJ91	RCONHJ92	RCONHJ93	RCONHJ94	RCONHJ95	RCONHJ96	RCONHJ97	RCONHJ98	RCONHJ99	RCONHK00	RCONHK01	RCONJA21	RCONJJ30	RCONJJ31	RCONJJ32	RCONS396	RCONS397	RCONS398	RCONS399	RCONS400	RCONS402	RCONS403	RCONS405	RCONS406	RCONS410	RCONS411	RCONS413	RCONS414	RCONS415	RCONS416	RCONS417	RCONS419	RCONS420	RCONS421	RCONS423	RCONS424	RCONS425	RCONS426	RCONS427	RCONS428	RCONS429	RCONS431	RCONS432	RCONS433	RCONS434	RCONS435	RCONS436	RCONS437	RCONS439	RCONS440	RCONS441	RCONS442	RCONS443	RCONS445	RCONS446	RCONS447	RCONS449	RCONS450	RCONS451	RCONS452	RCONS453	RCONS454	RCONS455	RCONS457	RCONS458	RCONS459	RCONS460	RCONS461	RCONS462	RCONS463	RCONS466	RCONS467	RCONS469	RCONS470	RCONS471	RCONS475	RCONS476	RCONS477	RCONS478	RCONS479	RCONS480	RCONS481	RCONS482	RCONS483	RCONS484	RCONS485	RCONS486	RCONS487	RCONS488	RCONS489	RCONS490	RCONS491	RCONS492	RCONS493	RCONS494	RCONS495	RCONS496	RCONS497	RCONS498	RCONS499	RCONS500	RCONS503	RCONS504	RCONS505	RCONS506	RCONS507	RCONS510	RCONS511	RCONS512	RCONS513	RCONS514	RCONS515	RCONS516	RCONS517	RCONS518	RCONS519	RCONS520	RCONS521	RCONS522	RCONS523	RCONS524	RCONS525	RCONS526	RCONS527	RCONS528	RCONS529	RCONS530	RCONS531	RCONS539	RCONS540	RCONS541	RCONS542	RCONS543	RCONS544	RCONS545	RCONS546	RCONS547	RCONS548	RCONS549	RCONS550	RCONS551	RCONS552	RCONS554	RCONS555	RCONS556	RCONS557	RCONS558	RCONS559	RCONS560	RCONS561	RCONS562	RCONS563	RCONS564	RCONS565	RCONS566	RCONS567	RCONS568	RCONS569	RCONS570	RCONS571	RCONS572	RCONS573	RCONS574	RCONS575	RCONS576	RCONS577	RCONS578	RCONS579	RCONS580	RCONS581	RCONS582	RCONS583	RCONS584	RCONS585	RCONS586	RCONS587	RCONS588	RCONS589	RCONS590	RCONS591	RCONS592	RCONS593	RCONS594	RCONS595	RCONS596	RCONS597	RCONS598	RCONS599	RCONS600	RCONS601	
328357																																																																																																																																																																																																																																																	
328656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4906				0	0	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5462	0	0	5136	326	0	0	0	0	0	0	0	0	0	0	132698	0	0	5168	0	127530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25328	5066	0	0	0	5066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
328777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10790	10790	0	0	10790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	484255				0	0	0	0	0	14039	0	0	0	0	0	6210	0	0	6210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	768313	0	0	768313	0	18275	0	18275	3855	0	0	0	0	0	3855	963539	0	82922	0	0	880618	0	358	0	9464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7869	22130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44174	8835	0	0	0	8835	0	0	0	0	1043	0	0	0	1043	0	0	0	0	0	0	0	0	0	0	0	0	0	22130	0	0	0	0	0	0	0	0	0	0	33195	0	0	0	0	0	0	0	1719000	0	10000	153357	18384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
329149																																																																																																																																																																																																																																																	
329345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67212				0	0	0	0	0	1913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3760	0	0	0	0	3760	0	131191	0	0	121618	9573	0	0	0	1882	0	0	0	0	0	1882	317630	0	28063	0	0	289567	0	0	0	699	5037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1734	1882	0	0	5037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1882	0	0	5037	0	0	0	0	0	0	0	2823	0	0	20148	0	0	0	0	471487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
329550																																																																																																																																																																																																																																																	
329952																																																																																																																																																																																																																																																	
330239																																																																																																																																																																																																																																																	
330248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48469				0	0	0	0	0	1418	0	0	0	12695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19001	0	0	18499	502	710	0	710	253	0	0	0	0	0	253	64919	0	0	0	0	64919	0	0	0	967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1479	963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7895	1579	0	0	0	1577	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	967	0	0	0	0	0	0	0	0	0	0	1451	0	0	0	0	0	0	0	101165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
330855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7643	7643	0	0	7643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	388113				0	0	0	0	0	5496	0	0	0	0	0	7891	0	0	7891	0	0	0	0	0	0	0	0	0	0	0	19954	0	0	0	0	19954	0	390516	0	3907	333856	52753	45718	0	45718	4905	0	0	0	0	0	4905	1014547	0	114488	27721	0	872338	0	1565	0	33226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	195	0	1310	0	22051	50623	0	0	0	0	0	0	0	0	0	37747	37747	37747	0	0	0	0	0	0	0	57715	11543	0	0	200	11343	0	0	1235207	0	2814	0	0	625	0	2189	0	0	0	0	0	0	0	0	0	0	0	0	50623	0	0	0	0	0	0	0	0	0	0	75935	0	0	0	0	0	0	0	1614607	0	0	0	83295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
330873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33799				0	0	0	0	0	768	0	0	0	0	0	749	0	0	749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161532	0	0	159798	1734	0	0	0	0	0	0	0	0	0	0	53724	0	7348	0	0	46376	0	0	0	-251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	44	0	44	0	-1170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6242	1248	0	0	345	903	0	0	1895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148041	0	2021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
330949																																																																																																																																																																																																																																																	
331076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58281				0	0	0	0	0	2026	0	0	0	0	0	1467	0	0	1467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63077	0	0	57926	5151	14852	0	14852	716	0	0	0	0	0	716	122570	0	0	1135	0	121435	0	0	0	373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-143	15568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2588	518	0	0	0	518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15568	0	0	0	0	0	0	0	0	0	0	23352	0	0	0	0	0	0	0	222883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
331375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21540				0	0	0	0	0	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147226	0	0	147226	0	936	0	936	3975	0	0	0	0	3877	98	113037	0	20885	0	0	92152	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1415	1034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1034	0	0	0	0	0	0	0	0	0	0	1551	0	0	0	0	0	0	0	211135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
331544																																																																																																																																																																																																																																																	
331713																																																																																																																																																																																																																																																	
332224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43893				0	0	0	0	0	787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22812	0	0	18233	4579	0	0	0	1005	0	0	0	0	0	1005	162914	0	10477	7860	0	144577	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1879	1005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5989	1198	0	0	0	1198	0	0	4195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1005	0	0	0	0	0	0	0	0	0	0	1508	0	0	0	0	0	0	0	192415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
332345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	415				0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6003	0	0	4962	1041	0	0	0	142	0	0	0	0	0	142	8755	0	0	0	0	8755	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-128	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	600	120	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	213	0	0	0	0	0	0	0	15066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
332402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54462				0	0	0	0	0	1887	0	0	0	0	0	61673	0	0	59102	2571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	324895	0	181	292555	32159	6083	0	6083	2661	0	0	0	0	2661	0	163358	0	15472	249	19077	128560	0	0	0	9227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79201	75832	3369	0	0	5055	6083	8094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	329685	65937	0	0	0	65937	0	0	63163	0	9189	0	0	0	0	9189	0	0	0	0	0	0	0	0	0	0	0	0	6083	8094	0	0	0	0	0	3369	0	0	0	9125	20235	0	0	0	0	0	42113	550550	0	329348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
332671																																																																																																																																																																																																																																																	
332756																																																																																																																																																																																																																																																	
333034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26226				0	0	0	0	0	-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42909	0	0	42909	0	473	0	473	3861	0	0	0	0	0	3861	81456	0	3090	0	0	78366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-5890	4335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18041	3608	0	0	0	3608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4335	0	0	0	0	0	0	0	0	0	0	6503	0	0	0	0	0	0	0	123547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
333203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1259	1259	0	0	1259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86791				0	0	0	0	0	3439	0	0	0	0	0	43550	0	0	43550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	254678	0	1012	243486	10180	7600	0	7600	2287	0	0	92	0	1822	373	427272	0	66577	45413	39696	275586	0	0	0	2384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	687	0	687	0	0	-1065	7973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7973	0	0	0	0	0	0	687	0	0	0	11960	0	0	0	0	0	0	8588	576479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
333650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57154				0	0	0	0	0	1116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2421	0	80	2313	28	0	0	0	18163	0	0	4604	0	0	13559	209854	0	14250	33461	0	162143	0	0	0	1611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	268	263	5	0	1370	-2630	13559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	352	70	0	0	0	70	0	0	47300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13559	0	0	0	0	0	0	5	0	0	0	20339	0	0	0	0	0	0	63	217492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
333856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45602				0	0	0	0	0	1379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40589	0	0	36479	4110	2384	0	2384	1012	0	0	0	0	0	1012	148105	0	26434	12864	0	108807	0	0	0	531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-265	3396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10209	2042	0	0	2042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3396	0	0	0	0	0	0	0	0	0	0	5094	0	0	0	0	0	0	0	161727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
333940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5333				0	0	0	0	0	89	0	0	0	3883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5163	0	0	4582	581	0	0	0	0	0	0	0	0	0	0	18209	0	0	0	0	18209	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1072	214	0	0	0	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
334264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119031				0	0	0	0	0	4612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55304	0	0	53349	1955	5936	0	5936	383	0	0	0	0	0	383	283426	0	37748	0	0	245678	0	0	0	607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1108	6319	0	0	0	0	0	0	0	0	0	7946	7946	0	0	0	0	0	7946	0	0	0	0	0	0	0	0	0	0	55811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6319	0	0	0	0	0	0	0	0	0	0	9479	0	0	0	0	0	0	0	358424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
334648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67981				0	0	0	0	0	1632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18927	0	48	18068	811	0	0	0	2621	0	0	1195	0	0	1426	74002	0	287	3312	0	70403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-124	1426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1426	0	0	0	0	0	0	0	0	0	0	2139	0	0	0	0	0	0	0	107731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
334657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10717	0	0	9854	863	0	0	0	0	0	0	0	0	0	0	63757	0	7304	5158	0	50950	345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-741	345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	345	0	0	0	0	0	0	0	0	0	0	518	0	0	0	0	0	0	0	62206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
335346																																																																																																																																																																																																																																																	
335355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33980				0	0	0	0	0	785	0	0	0	0	0	791	0	0	791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23536	0	0	19813	3723	0	0	0	0	0	0	0	0	0	0	65303	0	0	57	0	65246	0	0	0	0	360	0	0	0	0	0	0	3811	3811	0	0	869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3350	0	0	0	360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4984	997	0	0	0	997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	360	0	0	0	0	0	0	0	0	0	0	1440	0	0	0	0	106731	0	1582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
336147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16105				0	0	0	0	0	358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32224	0	0	30437	1787	634	0	634	696	0	0	0	0	696	0	50935	0	798	6703	0	43434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-559	634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	634	0	0	0	0	0	0	0	0	0	0	951	0	0	0	0	0	0	0	74637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
336361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2882				0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23441	0	0	23175	266	0	0	0	1031	0	0	0	0	1031	0	55483	0	4239	0	0	51244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-807	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	4729	946	0	0	0	946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	74755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
336576																																																																																																																																																																																																																																																	
336950																																																																																																																																																																																																																																																	
337247																																																																																																																																																																																																																																																	
337340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19661				0	0	0	0	0	696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61291	0	0	59714	1577	0	0	0	0	0	0	0	0	0	0	17368	0	0	1885	0	15483	0	0	0	8106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
338646																																																																																																																																																																																																																																																	
338851																																																																																																																																																																																																																																																	
338945																																																																																																																																																																																																																																																	
339072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171548				0	0	0	0	0	4413	0	0	0	0	0	140969	0	19807	120607	555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	354990	0	153994	173363	27633	0	0	0	0	0	0	0	0	0	0	97295	0	3000	2583	53140	38572	0	0	0	119708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119481	0	56024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33372	6674	0	0	6674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56024	0	0	0	0	0	0	0	0	0	0	140060	0	0	0	0	0	0	628712	0	246000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
