"IDRSSD"	RIAD0497	RIAD4042	RIAD4136	RIAD4141	RIAD4146	RIAD4461	RIAD4462	RIAD4463	RIAD4464	RIAD4467	RIAD4468	RIAD4469	RIAD4486	RIAD4487	RIAD4488	RIAD4489	RIAD4491	RIAD4498	RIAD4499	RIAD4521	RIAD4522	RIAD4769	RIAD8403	RIADB526	RIADB527	RIADC013	RIADC014	RIADC015	RIADC016	RIADC017	RIADC018	RIADF229	RIADF555	RIADF556	RIADF557	RIADF558	RIADF559	RIADJ447	TEXT4461	TEXT4462	TEXT4463	TEXT4464	TEXT4467	TEXT4468	TEXT4469	TEXT4487	TEXT4489	TEXT4498	TEXT4499	TEXT4521	TEXT4522	TEXT4769	TEXTB526	TEXTB527	
5210	211	0	141	149	CONF	62	0	0	463	0	98	0	0	0	0	0	0	0	0	0	0	false	143	0	0	0	495	0	675	174	155	0	0	176	100	153	215	0	Credit Card Processing Income			PA Shares Tax		Governance expense											
5461	220	0	63	82	CONF	37	0	0	125	113	180	0	0	0	0	0	0	0	0	0	0	true	0	0	0	50	34	0	0	84	93	0	195	0	91	107	121	0	Internet Banking Fees			Customer Support Expenses	Insurance Expenses	Transportation Expenses								OREO - (Other Real Estate Owned) Expense - 384			
5751	0	0	26	0	CONF	0	0	0	68	30	0	0	0	0	0	0	0	0	0	0	0	false	27	0	0	0	85	0	36	204	34	0	0	0	0	0	60	0				Trust Accounting & Software Expense	Loan/Deposit Platform Software Expense												
6039	0	0	0	0	CONF	0	0	0	39	41	35	0	0	0	0	0	0	0	0	0	0	false	28	0	0	0	0	0	0	106	27	0	0	0	0	0	0	0				REFUND ID PROTECT	LOAN MISC EXPENSES	ORE EXPENSES											
6141	0	0	31	0	CONF	3	27	0	26	0	0	0	0	0	0	0	0	0	0	0	0	false	16	0	0	3	0	6	0	105	18	0	0	0	0	0	8	0	Fees and commissions	Refunds		Other fees and commissions													
6329	132	35	23	134	CONF	233	38	25	100	33	101	0	0	0	0	0	0	0	0	0	0	false	150	0	0	0	59	15	156	0	263	0	708	63	163	150	198	0	Yield Spread Premium	Exchange / Service Charges	Loan Serv. Charge / Origination Fees	Education & Training	Service Fee Analysis	Donations											
7009	0	0	0	0	CONF	0	0	0	13894	988	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				Investment Advisory and Other Svc Fees	Custody Fees												
7045	35	0	44	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	37	0	0	12	0	10	31	0	34	0	168	29	0	75	24	0																	
7072	92	0	106	19	CONF	58	26	0	99	43	29	0	0	0	0	0	0	0	0	0	0	false	4	-189	0	0	0	5	9	147	17	0	22	59	117	0	9	0	Application Fees	Gross Rent Income		Loan Expenses	Insurance	Officer & Directors Expenses	Merger Costs and Severence								Reduction in Prior Year Capital		
7157	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0																	
7456	27	0	37	0	CONF	27	55	0	33	27	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	Overdraft Charges	RE loan fee income		Insurance Expense	Real Estate Loan Expense												
7634	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	92	0	0	0	28	0	52	0	0																	
8033	0	0	59	27	CONF	85	0	0	47	129	45	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	58	0	0	0	37	0	43	0	0	ATM/CHECK CARD INCOME			LOAN AND COLLECTION EXPENSE	ORE/OTHER ASSETS EXPENSES	TAXES - AD VALOREM											
8462	0	0	32	0	CONF	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	32	35	0	154	0	0	111	0	0				Comptroller of the Currency assessments													
8631	17	15	51	3	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	11	0	0	0	27	0	56	136	8	0	0	21	0	7	0	0																	
9357	78	0	48	70	CONF	175	144	47	57	46	133	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	26	0	33	0	64	44	35	0	29	0	Special Services Fee	Wire Fees	Safekeeping Fees	Correspondent Bank Charges	Insurance	Outside Vendor Services											
9553	0	0	34	24	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	41	0	0	44	0	0	18	0	0	0	0	0																	
9807	326	610	99	467	CONF	87	105	344	5289	0	0	0	0	0	0	0	0	0	0	0	0	true	103	0	0	0	3530	46	224	924	146	3422	0	380	432	0	153	0	LOAN MODIFICATION FEES	LATE CHARGES	PREPAYMENT PENALTIES	OREO EXPENSES										Schedule RI line 6.a. includes a charge of $593 thousand for OTTI (other than temporary impairment) charges on HTM pooled trust preferred securities.			
9955	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	111	0	0	52	0	0	25	0	0				INTERNET BANKING													
10250	47	91	34	22	CONF	43	0	0	88	68	344	0	0	0	0	0	0	0	0	0	0	false	73	0	0	19	5	22	11	31	58	0	625	16	25	223	42	0	Other Service Charges			Insurance Bond, D&O, Property, VSI, SBA	Technology Vendor Expense	OREO Expense				Downstream from Holding Company							
10849	0	246	0	31	CONF	163	76	0	27	35	62	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	16	0	69	218	35	0	0	55	0	0	81	0	Data Processing Income	Miscellaneous Income		Directors Fees	State Bank Department	Insurance & Bonds											
10858	127	0	0	0	CONF	248	29	0	279	92	202	0	0	0	0	0	0	-1938	0	0	0	true	78	0	0	34	0	0	184	563	78	0	0	1	0	90	78	0	Gain on sale of insurance company	Miscellaneous income		Administrative services expense	Loan servicing expense	Other professional services expense				Property Dividend - investment in insurance subsidiary				RI-E 2.0 State deposit tax expense 84			
11145	37	27	45	1	CONF	11	99	0	71	131	0	0	0	0	0	0	0	0	0	0	0	false	44	0	0	32	0	12	224	206	32	0	0	75	21	126	39	0	45003 Other Misc Income	45004 Other Misc Asset Income		55032 Credit & Collection Expense	55034 OREO Expense												
11275	278	69	0	508	CONF	105	0	0	162	309	0	0	0	0	0	0	0	0	0	0	0	false	259	0	0	0	433	0	51	1096	0	0	558	188	624	395	242	0	Wire Fee Income			Insurance-related expense	Other operating expense-litigation related												
11640	44	0	92	0	CONF	298	0	0	29	89	151	0	0	0	0	0	0	0	0	0	0	false	42	0	0	0	96	17	90	38	39	0	0	0	38	71	52	0	FDIC ASSESSMENT REFUND			CONTRIBUTIONS	LOAN AND COLLECTION	SALES AND STATE INCOME TAX											
11837	0	0	0	0	CONF	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	41	0	0	0	0	0	40	47	0	0				Computer Supplies													
12030	0	42	0	0	CONF	289	63	0	1511	173	173	0	0	0	0	0	0	0	0	0	0	false	0	0	0	41	0	19	0	361	155	0	142	0	0	0	0	0	Other Income - FDIC Rebate	Appraisal Fees		Collection and Repo Expense	Bldg Repairs and Maint Expense	Tax Credit Expense											
12142	31	0	42	18	CONF	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	false	41	0	0	3	0	35	56	0	52	0	69	28	32	9	45	0				contracted services													
12179	0	0	31	0	CONF	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	36	0	0	79	0	0	0	0	0	0	0	0	Earnings on Bank Owned Life Insurance			Ohio state franchise taxes.	Debit card expenses.												
12245	0	0	40	0	CONF	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	false	25	-10	0	0	0	0	0	103	41	0	80	0	0	49	0	0					LASER FORMS MAINTENANCE										2012 net interest inc/exp transactions 'warehoused' incorrectly.		
12311	31750	0	0	9265	CONF	0	19164	6456	0	0	0	0	0	0	0	0	0	13149	-7765	0	0	false	7020	0	0	7620	28188	0	6305	81601	8191	0	41382	0	0	0	9687	0		Commitments / Letter of Credit fees	Foreign exchange fees							FAS 123 Stock Option Expense	Return of Capital						
12647	0	0	17	43	CONF	0	0	0	35	13	0	0	0	0	0	0	0	0	0	0	0	true	11	215	0	0	0	5	34	93	14	0	0	31	0	0	35	0				other Property Expense	Misc exp									The dollar amount of ($39,000) represents two adjustments. The first being an adjustment to retained earnings representing interest income for prior years.  There was a recent FDIC exam finding a loan classified incorrectly.  The amount of this adjustment was ($254,000)  The second adjustment was for adjusting our prepaid expense for the "special FDIC insurance premium" p the prepaid expense was not adjusted on a quarterly basis.  As a result, the bank has a refund coming of $215,000.  Per instruction from the FDIC examiner's call to the Call Report unit, they said "to reflect the $215,000 remainng just on our March 2013 report between retained earnings and prepaid expense"	special FDIC Ins prem over ammort-adj retained earnings and prepaid expense		
12656	2	2	18	1	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	5	0	0	0	0	3	4	4	8	0	6	5	0	4	5	0																	
12937	0	0	30	0	CONF	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	97	0	0	0	112	39	27	0	0				Insuranc													
12946	235	0	0	0	CONF	26	0	0	169	121	67	0	0	0	0	0	0	0	0	0	0	false	88	0	0	32	123	33	73	0	0	0	398	0	0	121	408	0	Increase in value/earnings on subsidiaries			Corr. bank service charges 77, ORE expense 92	Business dev. 77, travel 44	State Bank assessment											
12955	0	0	0	25	CONF	0	0	0	85	32	0	0	0	0	0	0	0	0	0	0	0	false	51	0	0	0	0	0	56	27	69	0	0	40	0	0	49	0				Dues and Subscriptions	Insurance												
13103	433	0	281	0	CONF	0	0	0	314	260	0	0	0	0	0	0	0	0	0	0	0	false	190	0	0	47	0	52	88	1010	332	0	0	0	547	272	0	0				OTHER PROFESSIONAL SERVICES	MISC EXPENSE												
13251	6	0	13	29	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	7	0	0	3	0	0	5	11	12	0	0	0	0	0	0	0																	
13457	0	0	0	0	CONF	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0				Life Insurance Expenses													
14052	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	94	0	0	0	0	0	38	0	0																	
14155	44	9	5	7	CONF	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	false	31	0	0	2	37	9	34	188	22	0	129	26	40	66	10	0				CDARS AND ICS FEES													
14650	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	5	26	0	0	25	0	0	0	0	0	0	0	0																	
14753	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0																	
14865	136	0	74	0	CONF	92	0	0	136	48	0	0	0	0	0	0	0	0	0	0	0	false	52	0	0	29	72	0	0	171	64	0	383	88	0	0	41	0	BEO MORTGAGE BROKER FEE INCOME			Jack Henry Outsource Expense	Armored Car Service												
14977	21	0	51	15	CONF	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	false	8	0	0	0	0	0	0	6	10	0	0	18	0	0	5	0				INSURANCE													
16458	81	0	130	0	CONF	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	33	58	168	48	0	306	0	0	233	193	0				Service Contracts													
16551	92	0	0	33	CONF	36	0	0	63	71	0	0	0	0	0	0	0	0	0	0	0	false	54	0	0	0	39	0	26	92	66	0	169	0	0	120	117	0	Management fees			Amortization Software	Other Real Estate												
16748	5	0	24	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	14	0	0	0	25	3	8	87	12	0	39	45	0	35	15	0																	
16944	107	0	16	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	11	0	0	0	0	0	0	0	19	0	0	15	0	0	3	0																	
16953	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0																	
17110	255	0	0	0	CONF	0	0	0	688	174	153	0	0	0	0	0	0	0	0	0	0	true	0	0	0	0	0	0	0	324	150	0	0	0	0	0	0	0				REFERRAL FEES	CUSTODIAN COSTS	CONTRIBUTIONS								2 o - Travel & Entertainment                        229 2 p - Other Client Costs                               221 2 q - Other Professional Fees                     131 2 r - Shares Tax                                            108			
17147	948	933	0	0	CONF	0	0	0	1262	0	0	0	0	0	0	0	0	0	0	0	0	false	670	0	0	0	1271	0	602	1518	621	0	4142	534	0	1279	715	0				Other Outside Services													
17259	2	4	18	44	CONF	3	1	11	0	0	0	0	0	0	0	0	0	0	0	0	0	false	14	0	0	3	40	4	63	0	8	0	0	0	0	0	0	0	ROYALTY INCOME 660000	FORFITURE INCOME 659900	OTHER MISC INCOME 689900														
17464	559	66	238	463	CONF	0	0	0	0	0	0	0	0	0	0	0	0	-150	0	0	0	false	443	0	0	0	432	72	52	0	175	0	1513	368	564	481	319	0										DIVIDEND FROM BANK TO BANCORP- APPROVED BY REGULATORS							
17950	77	0	0	0	CONF	25	174	0	50	26	29	0	0	0	0	0	0	0	0	0	0	false	35	0	0	0	30	0	0	180	54	0	0	29	0	0	37	0	OTHER COMMMISSONS AND FEES	RE SECONDARY LOAN FEES		OCC ASSESSMENT	CREDIT REPORTS	DUES AND SUBSCRIPTIONS											
17978	9	10	65	1	CONF	24	307	8	51	36	86	0	0	0	0	0	0	0	0	0	0	false	33	0	0	7	0	11	71	221	21	0	7	30	0	0	33	0	Appraisal & Inspection Fees	FDIC Insurance Assessment Refund	Misc. Operating Income	OCC Assessments	Acquisition & Retention Costs of ORE	Misc. Operating Expense											
18050	0	0	127	164	CONF	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	false	98	0	0	0	46	32	69	68	0	0	775	0	0	306	280	0				Business Development and Goodwill													
18135	0	0	0	0	CONF	0	0	0	625	102	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	82	0	0	153	0	0	0	60	0	0	69	0				Conventional Credit Ins Prem	FHA Title 1 Ins Prem												
18377	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																	
18827	71	271	93	95	CONF	279	0	0	175	59	66	0	0	0	0	0	0	0	0	0	0	false	61	0	0	68	0	0	0	246	63	0	0	82	0	178	59	0	Visa Checkcard Income			Donations	Examination Expense	Pennsylvania Shares Tax											
18836	35	0	51	0	CONF	29	0	0	30	80	91	0	0	0	0	0	0	0	0	0	0	false	39	0	0	0	60	0	0	279	0	0	112	48	0	0	0	0	MISC CHARGE			OTHER INSURANCE AND BONDS	HOLDING COMPANY MANAGEMENT FEE	LOAN AND OTHER REAL ESTATE EXPENSE											
18854	169	9	32	46	CONF	181	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0	false	22	0	0	0	0	2	67	276	65	0	0	20	24	0	21	0	SERVICING FEES FHLB MPF LNS			MISC EXP - ACCR EXPENSES													
19356	22	0	17	2	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	19	-7	0	6	0	7	17	106	17	0	0	0	0	0	0	0															To record deferred compensation as of 12-31-2012		
19730	662	148	0	610	CONF	0	0	0	578	316	0	0	0	0	0	0	0	41500	0	0	0	false	0	0	0	0	713	124	1507	1262	433	0	332	0	417	419	444	0				ORE EXPENSES	MESSENGER/ARMORED SERVICES					CAPITAL CONTRIBUTION							
19936	0	0	70	0	CONF	25	0	0	30	49	0	0	0	0	0	0	0	0	0	0	0	false	58	0	0	0	0	0	219	180	34	0	0	0	40	135	49	0	Operational Gains			Operational Losses	Deferred Compensation Expense												
19972	44	0	44	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	53	0	0	0	0	0	0	29	0	0	0	0																	
20053	0	0	0	0	CONF	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	29	0	0	0	154	0	0	0	0					Core Deposit Intangibles												
20512	7	0	14	0	CONF	0	0	0	55	64	25	0	0	0	0	0	0	0	0	0	0	false	21	0	0	0	0	3	29	2	25	0	0	0	0	48	2	1				pa shares tax	professional services	bank examination											
20633	147	0	45	118	CONF	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	104	0	154	399	94	0	0	108	0	0	0	0						BUSINESS FRANCHISE											
20857	14	0	18	0	CONF	4	0	0	150	37	31	0	0	0	0	0	0	0	0	0	0	false	10	-16	0	0	7	8	0	0	17	0	25	0	36	0	5	0	Data Processing Income			Donations	PR expense	Correspondent Bank Service Fees									Year end donation booked incorrectly to liabialities		
21256	0	0	5	16	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	0	0	7	2	0	20	2	0	0	0	0	0	2	0																	
21359	9	0	13	4	CONF	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	false	4	0	0	1	3	1	0	17	6	0	3	0	0	0	0	0				Correspondent Bank Fees													
21630	0	0	37	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	53	0	0	85	0	0	0	0	0																	
21658	28	0	44	29	CONF	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	false	31	167	0	0	32	0	82	59	0	0	0	0	47	44	0	0				Maint Agreements											FDIC prepaid refund		
