"IDRSSD"	RCFD1773	RCFD3543	RCFD3547	RCFDF240	RCFDF241	RCFDF242	RCFDF252	RCFDF253	RCFDF254	RCFDF261	RCFDF262	RCFDF263	RCFDF585	RCFDF586	RCFDF587	RCFDF589	RCFDF597	RCFDF598	RCFDF599	RCFDF601	RCFDF608	RCFDF609	RCFDF684	RCFDF686	RCFDF689	RCFDF692	RCFDF694	RCFDF697	RCFDG391	RCFDG392	RCFDG395	RCFDG396	RCFDG474	RCFDG475	RCFDG476	RCFDG477	RCFDG478	RCFDG479	RCFDG480	RCFDG481	RCFDG482	RCFDG483	RCFDG484	RCFDG485	RCFDG486	RCFDG487	RCFDG488	RCFDG489	RCFDG490	RCFDG491	RCFDG492	RCFDG493	RCFDG494	RCFDG495	RCFDG496	RCFDG497	RCFDG498	RCFDG499	RCFDG500	RCFDG501	RCFDG502	RCFDG503	RCFDG504	RCFDG505	RCFDG506	RCFDG507	RCFDG508	RCFDG509	RCFDG510	RCFDG511	RCFDG512	RCFDG513	RCFDG514	RCFDG515	RCFDG516	RCFDG517	RCFDG518	RCFDG519	RCFDG520	RCFDG521	RCFDG522	RCFDG523	RCFDG524	RCFDG525	RCFDG526	RCFDG527	RCFDG528	RCFDG529	RCFDG530	RCFDG531	RCFDG532	RCFDG533	RCFDG534	RCFDG535	RCFDG536	RCFDG537	RCFDG538	RCFDG539	RCFDG540	RCFDG541	RCFDG542	RCFDG543	RCFDG544	RCFDG545	RCFDG546	RCFDG547	RCFDG548	RCFDG549	RCFDG550	RCFDG551	RCFDG552	RCFDG553	RCFDG554	RCFDG555	RCFDG556	RCFDG557	RCFDG558	RCFDG559	RCFDG560	RCFDG561	RCFDG562	RCFDG563	RCFDG564	RCFDG565	RCFDG566	RCFDG567	RCFDG568	RCFDG569	RCFDG570	RCFDG571	RCFDG572	RCFDG573	RCFDG574	RCFDG575	RCFDG576	RCFDG577	RCFDG578	RCFDG579	RCFDG580	RCFDG581	RCFDG582	RCFDG583	RCFDG584	RCFDG585	RCFDG586	RCFDG587	RCFDG588	RCFDG589	RCFDG590	RCFDG804	RCFDG805	RCFDG806	RCFDG807	RCFDG808	RCFDG809	RCFDK195	RCFDK196	RCFDK208	RCFDK209	RCON1773	RCON3543	RCON3547	RCONF240	RCONF241	RCONF242	RCONF252	RCONF253	RCONF254	RCONF261	RCONF262	RCONF263	RCONF578	RCONF579	RCONF580	RCONF581	RCONF582	RCONF583	RCONF584	RCONF585	RCONF586	RCONF587	RCONF589	RCONF590	RCONF591	RCONF592	RCONF593	RCONF594	RCONF595	RCONF596	RCONF597	RCONF598	RCONF599	RCONF601	RCONF684	RCONF686	RCONF689	RCONF692	RCONF694	RCONF697	RCONG391	RCONG392	RCONG395	RCONG396	RCONG474	RCONG475	RCONG476	RCONG477	RCONG478	RCONG479	RCONG480	RCONG481	RCONG482	RCONG483	RCONG484	RCONG485	RCONG486	RCONG487	RCONG488	RCONG489	RCONG490	RCONG491	RCONG492	RCONG493	RCONG494	RCONG495	RCONG496	RCONG497	RCONG498	RCONG499	RCONG500	RCONG501	RCONG502	RCONG503	RCONG504	RCONG505	RCONG506	RCONG507	RCONG508	RCONG509	RCONG510	
401951																																																																																																																																																																2664																																																																																	
402462																																																																																																																																																																117574																																																																																	
402846																																																																																																																																																																14127																																																																																	
402873																																																																																																																																																																0																																																																																	
403067																																																																																																																																																																8941																																																																																	
403106																																																																																																																																																																99797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99797	0	0	99797	0	0	0	0	0	
403151																																																																																																																																																																101986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101986	0	0	101986	0	0	0	0	0	
403179																																																																																																																																																																217707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217707	0	0	217707	0	0	0	0	0	
403254																																																																																																																																																																2775																																																																																	
403357																																																																																																																																																																15617																																																																																	
403656																																																																																																																																																																23714																																																																																	
403870																																																																																																																																																																113589																																																																																	
403946																																																																																																																																																																73343																																																																																	
404653																																																																																																																																																																8017																																																																																	
404943																																																																																																																																																																23017																																																																																	
406022																																																																																																																																																																48361																																																																																	
406059																																																																																																																																																																90666																																																																																	
406666																																																																																																																																																																32546																																																																																	
406778																																																																																																																																																																11940																																																																																	
406974																																																																																																																																																																56214																																																																																	
407168																																																																																																																																																																25136																																																																																	
407506																																																																																																																																																																90326	1592	1592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7317	0	0	0	0	0	0	0	0	0	0	7227	0	0	0	0	0	0	0	0	0	0	0	1590	317	0	303	0	31999	58327	0	0	0	0	0	0	0	0	0	0	0	7317	0	0	0	7317	0	0	1592	0	55	0	55	0	0	100880	317	32054	60222	8921	0	0	0	0	
407645																																																																																																																																																																223775																																																																																	
407850																																																																																																																																																																0																																																																																	
408307																																																																																																																																																																76536																																																																																	
408642																																																																																																																																																																89808																																																																																	
408875																																																																																																																																																																35799																																																																																	
409265																																																																																																																																																																27908																																																																																	
410159																																																																																																																																																																3901																																																																																	
410560																																																																																																																																																																93398																																																																																	
410748																																																																																																																																																																0																																																																																	
410917																																																																																																																																																																116427																																																																																	
410944																																																																																																																																																																21532																																																																																	
411062																																																																																																																																																																89156																																																																																	
411174																																																																																																																																																																0																																																																																	
411231																																																																																																																																																																42826																																																																																	
411240																																																																																																																																																																24999																																																																																	
411473																																																																																																																																																																7151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	546	0	0	546	0	0	7151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7697	0	0	7697	0	0	0	0	0	
411512																																																																																																																																																																9333																																																																																	
411549																																																																																																																																																																10902																																																																																	
411576																																																																																																																																																																7254																																																																																	
411624																																																																																																																																																																18720																						0																																																											
411651																																																																																																																																																																22198																																																																																	
412153																																																																																																																																																																7925																						0																																																											
412452																																																																																																																																																																4892																																																																																	
412555																																																																																																																																																																58447																																																																																	
412667																																																																																																																																																																321																																																																																	
412751																																																																																																																																																																844314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27021	817293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	844314	0	27021	817293	0	0	0	0	0	
412845																																																																																																																																																																86227																																																																																	
412872																																																																																																																																																																27252																																																																																	
413141																																																																																																																																																																68272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9445	58827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68272	0	9445	58827	0	0	0	0	0	
413208	37911160	3582433	3173812	0	0	0	7562054	6345912	1216142	0	0	0	310416	0	0	0	310416	0	0	0	0	0	0	0	0	0	0	0	463258	551456	0	1014483	0	26335449	11468804	106907	1032549	0	0	1032549	0	310416	0	0	310416	0	0	0	0	0	0	42005307	121820	45168070	297850	19437645	0	3576108	12793275	3068262	62737461	42556763	30033377	71787597	3473250	3078904	0	0	3078904	0	41388847	131274	44304699	126686	854686	0	761540	93146	0	184662	0	0	184662	0	2068475	0	0	2068475	0	17640564	41612777	893432	57017081	1342828	0	0	0	0	0	463258	551456	0	1014483	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	717971	223930	618	941283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231	717971	223930	618	941283	0	0	0	0	0	37905972	3582433	3173812										0	0	0	0	0	0	0	310416	0	0	0	0	0	0	0	0	0	0	310416	0	0	0																																																
413347																																																																																																																																																																9514																																																																																	
413543																																																																																																																																																																10334																																																																																	
413646																																																																																																																																																																33624																																																																																	
413673																																																																																																																																																																10120																																																																																	
413758																																																																																																																																																																5821																																																																																	
413851																																																																																																																																																																3059																																																																																	
414102																																																																																																																																																																0																																																																																	
414652																																																																																																																																																																32334																																																																																	
414764																																																																																																																																																																54423																																																																																	
414858																																																																																																																																																																28472																																																																																	
415770																																																																																																																																																																0																																																																																	
415855																																																																																																																																																																7129																																																																																	
416245																																																																																																																																																																639748	0	0	0	0	0	0	0	0	0	0	0	887	0	531	106818	545	42	11983	10436	0	0	1001	911	0	556	107731	792	42	12980	12734	0	0	3658	0	0	0	0	0	0	3538	0	0	2799	0	327	639421	0	0	0	0	0	0	96444	0	0	0	96444	34377	0	0	0	34377	0	0	0	0	0	0	0	0	0	774107	0	327	642220	131560	0	0	0	0	
416272																																																																																																																																																																20931																																																																																	
416339																																																																																																																																																																8624																																																																																	
416357																																																																																																																																																																0																																																																																	
416656																																																																																																																																																																47424																																																																																	
416674																																																																																																																																																																65713																																																																																	
416973																																																																																																																																																																8464																																																																																	
417626																																																																																																																																																																65100																																																																																	
417710																																																																																																																																																																3266																																																																																	
418100																																																																																																																																																																87220																																																																																	
418249																																																																																																																																																																213945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21333	191112	1500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213945	0	21333	191112	1500	0	0	0	0	
418436																																																																																																																																																																0																																																																																	
418856																																																																																																																																																																20901																																																																																	
419255																																																																																																																																																																18797																																																																																	
419406																																																																																																																																																																937269	1812	943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	937269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1812	0	0	0	0	0	0	939081	0	0	939081	0	0	0	0	0	
419460																																																																																																																																																																74917																																																																																	
419675																																																																																																																																																																132853																																																																																	
419947																																																																																																																																																																3162																																																																																	
420578																																																																																																																																																																11120																																																																																	
420644																																																																																																																																																																4972																																																																																	
420653																																																																																																																																																																20052																																																																																	
420877																																																																																																																																																																20075																																																																																	
421445																																																																																																																																																																43335																																																																																	
421539																																																																																																																																																																26547																																																																																	
422059																																																																																																																																																																14212																																																																																	
422116																																																																																																																																																																5435																																																																																	
422433																																																																																																																																																																425994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	24091	382799	19104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	426070	0	24091	382799	19180	0	0	0	0	
422657																																																																																																																																																																9101																																																																																	
423159																																																																																																																																																																43497																																																																																	
423449																																																																																																																																																																28111																																																																																	
423458																																																																																																																																																																63671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1783	61180	708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63671	0	1783	61180	708	0	0	0	0	
423636																																																																																																																																																																17839																																																																																	
423739																																																																																																																																																																51317																																																																																	
423841																																																																																																																																																																13819																																																																																	
424156																																																																																																																																																																50222																																																																																	
424240																																																																																																																																																																82192																																																																																	
424352																																																																																																																																																																27644																																																																																	
424437																																																																																																																																																																0																																																																																	
424633																																																																																																																																																																13710																																																																																	
425050																																																																																																																																																																5468																																																																																	
425108																																																																																																																																																																56409																																																																																	
425818																																																																																																																																																																35785																																																																																	
425845																																																																																																																																																																0																																																																																	
425911																																																																																																																																																																314881																																																																																	
426057																																																																																																																																																																0																																																																																	
426141																																																																																																																																																																9212																																																																																	
426534																																																																																																																																																																594040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6430	0	0	0	0	28084	565956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	600470	0	28084	565956	6430	0	0	0	0	
426758																																																																																																																																																																41387																																																																																	
426945																																																																																																																																																																26527																																																																																	
427241																																																																																																																																																																50596																																																																																	
427353																																																																																																																																																																33751																																																																																	
427858																																																																																																																																																																35517																																																																																	
427960																																																																																																																																																																1418																																																																																	
428060																																																																																																																																																																81166																																																																																	
428462																																																																																																																																																																41923																																																																																	
428471																																																																																																																																																																0																																																																																	
428547																																																																																																																																																																76264	1547	1521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	496	0	0	496	0	0	70034	6230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1547	0	0	0	0	0	0	78307	0	0	72077	6230	0	0	0	0	
428855																																																																																																																																																																33471																																																																																	
429021																																																																																																																																																																11021																																																																																	
429487																																																																																																																																																																6359																																																																																	
430036																																																																																																																																																																30932																																																																																	
430054																																																																																																																																																																22935																																																																																	
430344																																																																																																																																																																81108																																																																																	
431172																																																																																																																																																																435408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	435408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	435408	0	0	435408	0	0	0	0	0	
431323																																																																																																																																																																15754																																																																																	
431350																																																																																																																																																																28536																																																																																	
431846																																																																																																																																																																0																																																																																	
431958																																																																																																																																																																0																																																																																	
432012																																																																																																																																																																11310																																																																																	
432058																																																																																																																																																																3587																																																																																	
432432																																																																																																																																																																73978																																																																																	
432478																																																																																																																																																																109943																																																																																	
433158																																																																																																																																																																38137																						0																																																											
433505																																																																																																																																																																204428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204428	0	204428	0	0	0	0	0	0	
433550																																																																																																																																																																105110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	105068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105110	0	42	105068	0	0	0	0	0	
433608																																																																																																																																																																600128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	600128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	600128	0	0	600128	0	0	0	0	0	
433859																																																																																																																																																																976																																																																																	
433943																																																																																																																																																																72624																																																																																	
434203																																																																																																																																																																119142																																																																																	
434539																																																																																																																																																																68753																																																																																	
435059																																																																																																																																																																15232																																																																																	
435077																																																																																																																																																																1827273	0	0	0	0	0	2878902	60689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-481	0	0	2817732	0	102391	0	77348	25043	0	1555	1825718	0	0	0	0	0	0	0	0	0	0	0	1151193	-10002	0	0	1141191	0	0	0	0	0	0	0	0	0	3080857	-10002	78903	1850761	1141191	1848	0	0	1848	
435255																																																																																																																																																																24276																																																																																	
435349																																																																																																																																																																215396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6496	0	847	5649	0	477	214919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221892	0	1324	220568	0	0	0	0	0	
435666																																																																																																																																																																0																																																																																	
435750																																																																																																																																																																399785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	399785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	399785	0	0	399785	0	0	0	0	0	
436159																																																																																																																																																																562337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58209	0	0	58209	0	0	562337	0	0	0	0	0	0	365173	0	0	365173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	985719	0	0	985719	0	0	0	0	0	
436542																																																																																																																																																																46702																																																																																	
436739																																																																																																																																																																38164																																																																																	
436953																																																																																																																																																																29067																																																																																	
437044																																																																																																																																																																40252																																																																																	
437914																																																																																																																																																																789125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	613	788512	0	0	0	0	0	0	29394	0	0	29394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	818519	0	613	817906	0	0	0	0	0	
438050																																																																																																																																																																9596																																																																																	
438434																																																																																																																																																																120053																																																																																	
439132																																																																																																																																																																54460																																																																																	
439338																																																																																																																																																																339733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	339724	0	0	0	0	0	0	1424	0	0	0	1424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	341157	0	9	339724	1424	0	0	0	0	
439356																																																																																																																																																																145112																																																																																	
439404																																																																																																																																																																309331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2297	799	0	3096	0	0	309331	0	0	0	0	0	0	979	0	0	979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	312607	799	0	313406	0	0	0	0	0	
439730																																																																																																																																																																18305																																																																																	
440110																																																																																																																																																																5297																																																																																	
440857																																																																																																																																																																258																																																																																	
