"IDRSSD"	RCFD0426	RCFD2150	RCFD2651	RCFD3164	RCFD3190	RCFD4088	RCFD5507	RCFD6164	RCFD6165	RCFDA590	RCFDB026	RCFDB569	RCFDB570	RCFDB571	RCFDF055	RCFDF056	RCFDF057	RCFDF058	RCFDF059	RCFDF060	RCFDF061	RCFDF062	RCFDF063	RCFDF065	RCFDJ461	RCFDJ462	RCFDK178	RCFDK179	RCFDK180	RCFDK181	RCFDK182	RCFDK183	RCFDK192	RCFDK193	RCFDK194	RCFN5513	RCFNK260	RCON0426	RCON2150	RCON2651	RCON3164	RCON3190	RCON4088	RCON5507	RCON5508	RCON5509	RCON5510	RCON5511	RCON5512	RCON6164	RCON6165	RCONA590	RCONB026	RCONB569	RCONB570	RCONB571	RCONC979	RCONF055	RCONF056	RCONF057	RCONF058	RCONF059	RCONF060	RCONF061	RCONF062	RCONF063	RCONF064	RCONF065	RCONG463	RCONG464	RCONJ461	RCONJ462	RCONK169	RCONK170	RCONK171	RCONK172	RCONK173	RCONK174	RCONK175	RCONK176	RCONK177	RCONK179	RCONK180	RCONK181	RCONK182	RCONK183	RCONK187	RCONK188	RCONK189	RCONK190	RCONK191	RCONK192	RCONK193	RCONK194	RCONL133	RCONL135	RCONN517	RCONN518	RCONN519	RCONN520	RCONN521	RCONN522	RCONN523	RCONN524	RCONN527	TE01N528	TE01N529	TE02N528	TE02N529	TE03N528	TE03N529	TE04N528	TE04N529	TE05N528	TE05N529	TE06N528	TE06N529	TE07N528	TE08N528	TE09N528	TE10N528	TEXT4087	
379649																																						0	334	0	0	0	true	0	100	0	104	0	130	1199	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												http://www.fnbizardcounty.com	
379920																																						79952	39913	1080000	11776	1280122	true	68176	18775	0	5471	0	15667	20418	3	12717	0	true	0	0	0	1080000	115015	85107	0	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													FNB		First National Bank													www.fnb-online.com	
380346																																						0	739	4739	0	5086	true	0	0	0	395	0	344	2971	2	0	0	false	0	0	0	4739	81	86	180	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												www.fsbwever.com	
380458																																						292	1691	0	0	1114	true	292	0	0	876	0	815	14997	5	0	0	false	0	0	0	0	0	0	1114	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												www.texasregionalbank.com	
380533																																						0	67	0	0	400	true	0	0	0	67	0	0	310	0	0	0	false	0	0	0	0	0	0	400	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												www.longviewbank.com	
380654																																						0	106	0	0	0	true	0	0	0	0	0	106	1730	1	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												http://www.rkdbank.com	
380841																																						0	0	0	0	0	true	0	0	0	0	0	0	342	2	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												www.cbcbank.net	
380878																																						0	78	0	0	0	true	0	0	0	78	0	0	608	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	true																										www.vanwertfederal.com	
380944																																						862	1055	1000	275	1520	true	587	0	0	0	0	1055	552	1	312	0	false	0	0	0	1000	520	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0								0	0	0	0																	WWW.BANKOFKAUKAUNA.COM	
381026																																						0	506	0	0	1500	true	0	0	0	391	0	115	421	0	0	0	false	0	0	0	0	1500	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												www.twinvalleybank.com	
381343																																						0	21489	138700	0	148700	true	0	10631	0	0	0	10858	7193	2	0	0	true	0	0	0	138700	10000	0	0	10000	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0								0	0	0	0	www.citizenskc.com		www.ilovemybankkc.com														www.ebankcbt.com	
381754																																						210	0	0	0	2500	false	210	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	1500	1000	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												www.fsbspencer.com	
381839																																						0	563	11	0	9083	true	0	283	0	280	0	0	4361	3	0	0	true	0	0	0	11	0	0	9072	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												http://www.cbtenn.com	
381932																																						0	1228	10000	0	16800	true	0	293	0	935	0	0	2966	1	0	0	false	0	0	0	10000	6800	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	true																										www.cbcbank.com	
381950																																						397	1260	0	397	0	true	0	0	0	64	0	1196	3619	2	397	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												www.fnbsi.com	
382050																																						196	2558	0	196	0	true	0	0	0	507	0	2051	6083	3	196	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												www.centralsavingsbank.com	
382069																																						31	341	60750	0	60750	true	31	56	0	15	0	270	1060	1	0	0	true	0	0	0	60750	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												www.ibc.com	
382256																																						37	0	0	37	300	true	0	0	0	0	0	0	826	2	37	0	false	0	0	0	300	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												http://www.stantonstatebank.com	
382274																																						0	0	0	0	475	false	0	0	0	0	0	0	0	0	0	0	false	0	0	0	475	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	true																											
382443																																						0	0	14415	0	17340	true	0	0	0	0	0	0	2085	1	0	0	false	0	1175	0	14415	100	750	900	0	1175	0	0	0	0	1175	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0												www.facebook.com/ftsbia		www.pinterest.com/ftsbia		www.linkedin.com/company/farmers-trust-&-savings-bank		www.twitter.com/FTSBia										www.ftsbia.com	
382537																																						0	1185	0	0	0	true	0	601	168	416	0	0	5106	2	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												www.bankofvernon.com	
382649																																						2573	811	19500	1037	19500	true	1536	34	0	400	0	377	6228	3	1278	0	true	0	0	0	19500	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												http://www.firstsouthernbank.net	
382658																																						0	9	0	0	2000	true	0	0	0	9	0	0	1795	2	0	0	false	0	0	0	2000	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												http://www.putnamcountystatebank.com	
382742																																						30	720	0	30	0	true	0	0	0	27	0	693	1771	2	30	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												http://www.osbcb.com	
382854																																						0	2468	0	0	3500	true	0	2003	0	378	0	87	1665	2	0	0	false	0	0	0	0	3500	0	0	3500	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												www.sbpc.com	
384018																																						2166	189	0	2166	0	true	0	0	0	189	0	0	1977	0	2166	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0								1	29423	747489	28423																	WWW.WOORIAMERICABANK.COM	
384278																																						29273	902	0	28985	80471	true	288	11	0	423	0	220	9238	3	32083	0	false	0	5471	248	75000	0	0	0	0	5471	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	true										www.ffsb.com																www.ffbf.com	
384335																																						0	90	0	0	0	true	0	0	0	0	0	90	137	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												http://www.horizonbankal.com	
384353																																						0	0	0	0	250	true	0	0	0	0	0	0	29	0	0	0	false	0	0	0	250	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												http://www.bankofsteinauer.com	
384652																																						1797	0	270000	0	270000	true	1797	0	0	0	0	0	0	0	0	0	false	0	0	0	270000	0	0	0	40000	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												http://www.dallascapitalbank.com	
384830																																						0	2751	0	0	0	true	0	269	0	400	0	2082	143	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												www.cbtbanking.com	
385350																																						0	609	1100	0	2600	true	0	0	0	393	0	216	1480	1	0	0	false	0	0	0	1100	1500	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												http://www.communitybankwi.com	
385471																																						1865	0	26000	351	36500	true	1514	0	0	0	0	0	2120	2	351	0	false	0	0	0	26000	2000	1000	7500	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	true										www.boonecountybank.net	Boone County Bank	www.madisoncountybank.net	Wayne County Bank	www.waynecountybank.net												www.madisoncountybank.com	
385547																																						0	321	0	0	0	true	0	0	0	281	0	40	2239	2	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												www.citizensfarmersbank.com	
385686																																						0	788	0	0	0	true	0	0	0	610	0	178	119	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	53405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												www.lusitaniabank.com	
386049																																						0	289	0	0	2500	false	0	0	0	0	0	289	640	1	0	0	false	0	0	0	0	2500	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												www.myfnbonline.com	
386432																																						0	340	0	0	0	true	0	62	0	258	0	20	653	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												http://www.libertybankal.com	
386450																																						0	0	0	0	9000	true	0	0	0	0	0	0	7509	4	0	0	false	0	0	0	0	0	9000	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												www.5pointsbank.com	
386731																																						0	1841	0	0	0	true	0	615	0	482	0	744	1327	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												http://www.statebank.net	
386825																																						0	0	0	0	0	true	0	0	0	0	0	0	2218	2	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												https://www.cnbwoodsfield.com	
386852																																						220	188	0	220	0	true	0	1	0	30	0	157	6287	2	252	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0												edeposit.centralbancompany.com																www.centralbank.net	
387055																																						0	821	377	0	2313	true	0	821	0	0	0	0	2035	2	0	0	false	0	0	0	377	266	1308	362	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												www.redibank.com	
387671																																						1609	914	0	1609	0	true	0	48	644	222	0	0	3183	2	1609	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	true																										www.efirstfederal.com	
388155																																						0	925	0	0	0	true	0	745	0	0	0	180	7269	5	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												www.ftnb.net	
388258																																						0	770	0	0	0	true	0	0	0	384	386	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												www.mfsb.com	
388557																																						0	0	0	0	0	true	0	0	0	0	0	0	1432	3	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												http://banktrivalley.com	
388744																																						0	95	0	0	0	true	0	0	0	95	0	0	1260	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												http://www.aldenbank.com	
388753																																						0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												famstatebankofalpha.com	
388874																																						0	0	0	0	2000	false	0	0	0	0	0	0	288	0	0	0	false	0	0	0	0	0	1000	1000	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	true																										WWW.GunnisonSL.com	
388940																																						82	174	0	0	1500	true	82	0	0	0	0	174	1831	1	0	0	true	0	0	0	750	750	0	0	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												www.fnbbankingcenters.com	
389059																																						51	0	2000	0	2000	true	51	0	0	0	0	0	1236	1	0	0	false	0	0	0	2000	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													CITIZEN STATE BANK A BRANCH OF THE TILDEN BANK															http://www.tildenbank.com	
389358																																						0	1795	0	0	0	true	0	649	0	0	0	1146	1365	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												www.ssbfarwell.com	
389376																																						0	56	0	0	10	true	0	0	0	56	0	0	1614	1	0	0	false	0	10	0	0	0	0	0	0	10	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	true																										www.tecfedbank.com	
389826																																						0	94	0	0	0	true	0	0	0	94	0	0	100	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												http://www.pataskalabank.com	
390336																																						0	3470	0	0	26000	true	0	0	0	898	0	2572	343	0	0	0	false	0	0	0	11000	5000	10000	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												www.tradersandfarmersbank.com	
390372																																						0	120	0	0	0	true	0	0	0	120	0	0	939	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	true	true	false	false	false	false																					www.arundelfederal.com	
390840																																						203	547	0	203	0	true	0	113	0	434	0	0	4958	3	392	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												www.ubmich.com	
391418																																						0	117	0	0	0	true	0	0	0	117	0	0	915	0	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												www.firstandpeoplesbank.com	
391557																																						0	0	0	0	0	false	0	0	0	0	0	0	28	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																													
391575																																						423	4245	24100	2	24100	true	421	3804	0	81	0	360	7129	6	151	0	false	0	0	0	24100	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	true																										www.unitedfidelity.com	
391959																																						0	126	8672	0	12601	true	0	0	0	0	0	126	308	0	0	0	true	0	0	0	8673	1023	700	2205	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												http://www.fbutica.com	
391977																																						1968	1065	570	299	570	true	1669	168	0	302	0	595	3897	3	299	0	true	40603	0	0	570	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												www.sturdyonline2.com	
392152																																						0	0	0	0	1025	true	0	0	0	0	0	0	690	1	0	0	false	0	0	0	0	644	32	349	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												www.newcenturybankna.com	
392255																																						0	0	0	0	0	true	0	0	0	0	0	0	790	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0												www.fnbfosston.com		www.fnbezbanking.com														www.fnbbagley.com	
392778																																						0	434	22000	0	22000	true	0	150	0	0	0	284	1282	0	0	0	false	0	0	0	22000	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												www.centurysb.com	
393252																																						0	0	0	0	0	true	0	0	0	0	0	0	566	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												www.fnbfloydada.com	
393355																																						0	0	0	0	2000	true	0	0	0	0	0	0	1484	1	0	0	true	0	0	0	0	2000	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												http://www.bankofweston.com	
393850																																						0	60	0	0	4000	true	0	60	0	0	0	0	689	0	0	0	true	0	0	0	0	4000	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												http://www.nasbank.com	
393953																																						0	527	0	0	0	true	0	391	0	136	0	0	4484	3	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													HomeTown Bank of Galveston		HomeTown Bank of Friendswood Bay Area		HomeTown Bank of League City		HomeTown Bank of Alvin		HomeTown Bank of Friendswood Downtown		HomeTown Bank of Pearland					www.htbna.com	
394156																																						0	68	0	0	95	true	0	0	0	68	0	0	3573	4	0	0	false	0	0	0	0	0	0	95	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												www.snbbankna.com	
394259																																						1183	629	9374	90	19928	true	1093	0	0	0	579	50	1400	1	90	0	false	0	0	0	15874	565	1805	1684	15750	0	0	0	0	27445	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												www.firstatebank.com	
395238																																						4720	26631	0	0	1326754	true	225	19246	0	3664	0	3721	106128	7	0	4495	false	0	0	0	1325000	0	0	0	0	0	0	0	1754	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0												columbusbankandtrust.synovus.com	Columbus Bank and Trust Company	banknbsc.synovus.com	NBSC	banknorthgeorgia.synovus.com	Bank of North Georgia	afbtbank.synovus.com	AFB&T	firstcommercialbank.synovus.com	Sterling Bank	synovusbankfl.synovus.com	The Bank of Nashville	sterlingmontgomery.synovus.com	bankoftuscaloosa.synovus.com	bankofnashville.synovus.com	seaislandbank.synovus.com	www.synovus.com	
395274																																						0	146	7500	0	12761	true	0	0	0	146	0	0	3916	2	0	0	false	0	0	0	7500	5000	0	0	5000	261	0	0	0	0	261	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												http://www.carrollcobank.com	
396057																																						65	0	0	65	1063	true	0	0	0	0	0	0	669	1	65	0	false	0	0	0	0	0	0	1063	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												http://www.independencestatebank.com	
396244																																						0	111	0	0	10901	true	0	0	0	111	0	0	0	0	0	0	false	0	0	0	0	0	0	10901	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												www.rivercitybankky.com	
396253																																						0	162	0	0	0	true	0	25	0	137	0	0	11065	4	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0								0	0	0	0	WWW.FNBOKLA.COM		WWW.FNBOKLA.NET		WWW.FNBOKLA.ORG		WWW.FNBSHAWNEE.COM		WWW.FNBSHAWNEE.NET		WWW.FNBSHAWNEE.ORG						WWW.FNBOKLA.BANK	
396356																																						0	384	0	0	203	true	0	0	0	0	384	0	379	0	0	0	false	0	0	0	0	0	158	45	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												www.olpestatebank.com	
396954																																						0	1070	0	0	0	true	0	0	0	0	0	1070	1891	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												http://www.pcsbank.net	
397456																																						418	0	0	0	0	true	418	0	0	0	0	0	1921	2	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0												https://www.cbojtx.com	Community Bank of Jarrell, A Division of First National Bk of Fort Stockton	https://www.bravenationalbank.com	Brave National Bank a Division of First National Bank of Fort Stockton													https://www.fnbfst.com	
397531																																						57	0	0	0	0	true	57	0	0	0	0	0	225	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0												www.itms-online.com		web6.secureinternetbank.com														www.aboc.com	
397540																																						0	56	127	0	16791	true	0	23	0	33	0	0	19280	3	0	0	true	0	0	0	127	0	10004	6660	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0												http://banknbs.com	First National Bank of NWA a division of FNBFS	http://fnbnwa.com	National Bank of Sallisaw a division of FNBFS													http://www.fnbfs.com	
397559																																						1075	65	323	1075	9525	true	0	0	0	65	0	0	2321	1	1075	0	false	0	0	0	323	1330	5238	2634	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0												www.dundeebanking.com	Dundee Bank		Dundee Mortgage													www.ssbnebraska.com	
397755																																						0	53	14500	0	22100	true	0	0	0	53	0	0	2725	1	0	0	false	0	0	0	14500	7150	150	300	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												www.legacybankandtrust.com	
397858																																						0	0	0	0	0	true	0	0	0	0	0	0	145	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													TALIHINA BRANCH SPIRO STATE BANK															www.spirostatebank.com	
398051																																						0	0	395	0	395	true	0	0	0	0	0	0	296	0	0	0	false	0	0	0	395	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												http://www.fmnb.com	
398248																																						76	0	16000	76	48000	true	0	0	0	0	0	0	4587	3	66	0	false	0	0	0	16000	15000	17000	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												www.campbellfetterbank.com	
398350																																						5819	2106	112000	3381	127000	true	2438	1756	0	0	0	350	26857	4	3381	0	false	0	0	0	112000	15000	0	0	25000	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0												http://pib.secure-banking.com																http://www.banksnb.com	
398631																																						0	198	0	0	5000	true	0	42	0	0	0	156	420	0	0	0	false	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												http://www.csbdirect.com	
398668																																						57442	0	0	0	0	true	57442	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0												0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.bnymellon.com	
398837																																						0	2784	0	0	0	true	0	288	0	0	0	2496	2646	3	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												WWW.COPIAHBANK.COM	
