"IDRSSD"	RCFDS486	RCFDS487	RCFDS488	RCFDS489	RCFDS490	RCFDS491	RCFDS492	RCFDS493	RCFDS494	RCFDS495	RCFDS496	RCFDS497	RCFDS498	RCFDS499	RCFDS500	RCFDS503	RCFDS504	RCFDS505	RCFDS506	RCFDS507	RCFDS510	RCFDS511	RCFDS512	RCFDS513	RCFDS514	RCFDS515	RCFDS516	RCFDS517	RCFDS518	RCFDS519	RCFDS520	RCFDS521	RCFDS522	RCFDS523	RCFDS524	RCFDS525	RCFDS526	RCFDS527	RCFDS528	RCFDS529	RCFDS530	RCFDS531	RCFDS539	RCFDS540	RCFDS541	RCFDS542	RCFDS543	RCFDS544	RCFDS545	RCFDS546	RCFDS547	RCFDS548	RCFDS549	RCFDS550	RCFDS551	RCFDS552	RCFDS554	RCFDS555	RCFDS556	RCFDS557	RCFDS558	RCFDS559	RCFDS560	RCFDS561	RCFDS562	RCFDS563	RCFDS564	RCFDS565	RCFDS566	RCFDS567	RCFDS568	RCFDS569	RCFDS570	RCFDS571	RCFDS572	RCFDS573	RCFDS574	RCFDS575	RCFDS576	RCFDS577	RCFDS578	RCFDS579	RCFDS580	RCFDS581	RCFDS582	RCFDS583	RCFDS584	RCFDS585	RCFDS586	RCFDS587	RCFDS588	RCFDS589	RCFDS590	RCFDS591	RCFDS592	RCFDS593	RCFDS594	RCFDS595	RCFDS596	RCFDS597	RCFDS598	RCFDS599	RCFDS600	RCFDS601	RCFDS602	RCFDS603	RCFDS604	RCFDS605	RCFDS606	RCFDS607	RCFDS608	RCFDS609	RCFDS610	RCFDS611	RCFDS612	RCFDS613	RCFDS614	RCFDS615	RCFDS616	RCFDS617	RCFDS618	RCFDS619	RCFDS620	RCFDS621	RCFDS622	RCFDS623	RCON2170	RCON3123	RCON3128	RCONA222	RCONB704	RCOND957	RCOND958	RCOND959	RCOND960	RCOND961	RCOND962	RCOND963	RCOND964	RCOND965	RCOND967	RCOND968	RCOND969	RCOND970	RCOND971	RCOND972	RCOND973	RCOND974	RCOND976	RCOND977	RCOND978	RCOND979	RCOND980	RCOND981	RCOND982	RCOND983	RCOND984	RCOND985	RCOND987	RCOND988	RCOND989	RCOND990	RCOND991	RCOND992	RCOND993	RCOND994	RCOND995	RCOND996	RCOND997	RCOND998	RCOND999	RCONG603	RCONG604	RCONG605	RCONG606	RCONG607	RCONG608	RCONG609	RCONG610	RCONG611	RCONG612	RCONG613	RCONG614	RCONG615	RCONG616	RCONG617	RCONG618	RCONG619	RCONG620	RCONG621	RCONG622	RCONG623	RCONG624	RCONG625	RCONG626	RCONG627	RCONG628	RCONG629	RCONG630	RCONG631	RCONG632	RCONG633	RCONG634	RCONG635	RCONG636	RCONG637	RCONG641	RCONG642	RCONH171	RCONH172	RCONH173	RCONH174	RCONH175	RCONH176	RCONH177	RCONH178	RCONH179	RCONH180	RCONH181	RCONH182	RCONH185	RCONH186	RCONH187	RCONH188	RCONH191	RCONH193	RCONH194	RCONH195	RCONH196	RCONH197	RCONH198	RCONH199	RCONH200	RCONH270	RCONH271	RCONH272	RCONH273	RCONH274	RCONH275	RCONH276	
230610																																																																																																																															263737	2442	0	382	164831	22999	21691	1308	0	0	0	0	0	0	25923	26836	855	0	50	0	50	0	0	0	0	0	0	16294	112	908	0	15274	47726	29102	77254	112449	159	159	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14058	7029	0	0	0	7029	47726	29102	77254	119637	0	5820	38627	119637	164449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
230759																																																																																																																															999508	5339	0	0	696673	25583	18227	7356	0	100	0	0	0	100	69916	232625	0	0	74175	0	74175	0	0	0	0	0	0	74934	50	6987	0	49795	110911	321143	31580	526550	2034	2034	0	54	0	1980	2992	1496	0	54	0	1442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81113	40557	0	0	222	40335	110911	321251	31825	592769	0	64250	15913	592769	696673	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
231149																																																																																																																															381495	2422	0	0	278804	7393	3622	3771	0	0	0	0	0	0	0	76513	33595	2143	0	0	0	0	0	0	0	0	0	30575	777	4525	477	15162	4399	84809	82722	204188	1841	1841	0	0	0	1841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2946	2946	0	0	2946	0	11085	5543	0	0	0	5543	4399	84809	85668	216859	0	16962	42834	216859	278804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
231279																																																																																																																															79958	423	0	0	40436	8689	6783	1906	0	18021	1493	16235	293	0	0	410	0	4148	0	0	0	0	0	0	0	0	0	5866	219	239	3	5405	8495	18790	33645	19705	0	0	0	0	0	0	0	0	0	0	0	0	750	150	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8495	18790	33645	19855	0	3758	16823	19855	40436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
231336																																																																																																																															175552	676	0	0	63600	12669	11790	879	0	0	0	0	0	0	33326	58551	3752	11262	8665	0	8665	0	0	0	0	0	0	6144	280	543	41	5280	47620	69215	27560	34411	0	0	0	0	0	0	7	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2122	1061	34	0	856	171	47654	69215	28592	34586	0	13843	14296	34586	63600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
231671																																																																																																																															160778	663	0	0	107994	9201	2219	6982	0	3229	677	2552	0	0	0	2000	0	0	0	0	0	0	0	0	0	0	0	11903	0	1404	0	10045	2896	12938	91515	53491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2896	12938	92791	54765	0	2588	46396	54765	107994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
232258																																																																																																																															17404	309	0	192	9299	242	209	33	0	0	0	0	0	0	8	5927	0	0	4367	0	4367	0	0	0	0	0	0	784	0	56	0	647	217	10383	167	6790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	36	0	0	0	36	217	10383	167	6904	0	2077	84	6904	9107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
232847																																																																																																																															158819	794	0	0	137029	7508	5413	2095	0	0	0	0	0	0	6121	32012	1865	2	0	0	0	0	0	0	0	0	0	8701	0	191	0	6334	11534	34298	15890	93967	619	619	0	0	0	619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13481	6741	0	0	0	6741	22333	34298	15890	108094	0	6860	7945	108094	137029	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
232856																																																																																																																															485174	4896	0	246	377759	60418	6005	54413	0	27692	0	27692	0	0	0	14866	0	0	0	0	0	0	0	0	0	0	0	17137	0	1851	0	13699	10496	100811	86022	290810	0	0	0	0	0	0	609	305	0	0	0	305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39931	19966	0	0	629	19337	10496	100811	86751	313208	0	20162	43376	313208	377513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
233031	0	0	0	0	826161	826157	4	286678	0	323292	323292	0	130472	0	3975557	2437432		0	0	0	1687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6740471	1348094	2874	195	0	1252343	92682	698905	14080249	0	529975	152079	0	564	0	377332	0	89270	0	0	89270	0	0	0	0	0	89270	0	3229019		0	0	0	0	0	1687	0	3571	0	4843529		0	0	0	0	0	21088	102847058	0	4576548	17490279	6482679	1226008	112446	0	168079	1387396	335740	194180	1505292	1031933	0	0	0	0	0	0	269639	575418	0	55614777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																			0	0	0	0																																																																																													
233246																																																																																																																															91985	520	0	0	64064	13669	0	13669	0	0	0	0	0	0	0	19553	179	0	0	0	0	0	0	0	0	0	0	7728	0	42	0	4651	260	33437	5648	50496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7276	3638	0	0	0	3638	260	33437	5648	54134	0	6687	2824	54134	64064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
233358																																																																																																																															201945	1862	0	287	126023	6708	3909	2799	0	22452	0	21442	1010	0	15660	27597	0	0	9700	0	9700	0	0	0	0	0	0	6888	0	0	0	5949	21172	61538	32187	84867	848	848	0	0	0	848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21172	61538	32187	89881	0	12308	16094	89881	125736	0	0	0	0	0	0	0	0	804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
233442																																																																																																																															94504	911	0	0	77828	11726	9040	2686	0	0	0	0	0	0	747	1325	0	0	0	0	0	0	0	0	0	0	0	4492	139	184	0	4169	10178	4195	13475	66757	0	0	0	0	0	0	563	282	235	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2220	1110	0	0	0	1110	10413	4195	13475	68964	0	839	6738	68964	77828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
233527																																																																																																																															492681	3222	0	0	365147	13460	11430	2030	0	15598	0	10647	4951	0	3601	26310	625	5477	226	0	226	0	0	0	0	0	0	25966	813	2479	495	17562	21365	46532	144530	273001	80	80	0	0	0	80	0	0	0	0	0	0	414	83	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1575	788	0	0	0	788	21365	46622	144530	273869	0	9324	72265	273869	365147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
233554																																																																																																																															1048804	16063	0	3578	998754	35837	13561	22276	0	0	0	0	0	0	368	52076	231	0	0	0	0	0	0	0	0	0	0	30084	0	2655	0	27184	19643	78375	82332	856914	7414	7414	0	0	0	7414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7840	7840	0	0	0	7840	33141	16571	0	0	0	16571	19643	78375	82332	898566	0	15675	41166	898566	995176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
234355																																																																																																																															891440	8547	0	1079	595528	56732	47631	9101	0	2718	0	0	2718	0	60221	222260	1828	1302	0	0	0	0	0	0	0	0	0	69630	1511	1960	2	57984	109363	244777	59988	477348	113	113	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38240	19120	0	0	0	19120	119115	244777	59988	508018	0	48955	29994	508018	594449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
234506																																																																																																																															291654	1578	0	0	148146	19890	19578	312	0	6511	0	5511	0	1000	0	107554	0	0	41	0	41	0	0	0	0	0	0	8697	595	739	155	7208	20173	114157	80919	76974	0	0	0	0	0	0	417	209	0	0	0	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	560	280	0	0	0	280	20173	114157	80919	79119	0	22831	40460	79119	148146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
234739																																																																																																																															992267	9745	0	0	785871	123954	111805	12149	0	0	0	0	0	0	3778	25202	0	1629	500	0	500	0	0	0	0	0	0	54196	10	2250	554	46163	115593	43570	202778	625048	956	956	0	0	0	956	1292	646	0	0	0	646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26970	13485	0	0	0	13485	115593	43570	202790	659480	0	8714	101395	659480	785871	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
234841																																																																																																																															232900	933	0	0	74803	980	685	295	0	0	0	0	0	0	84454	76325	1015	0	0	0	0	0	0	0	0	0	0	2797	335	1193	93	1176	85474	77813	24825	45784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	487	244	0	0	0	244	85474	77813	24825	46827	0	15563	12413	46827	74803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
235174																																																																																																																															75635	963	0	106	68602	12421	11803	614	4	0	0	0	0	0	0	1225	0	491	0	0	0	0	0	0	0	0	0	2083	0	263	0	1820	11803	2102	25640	36931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	936	468	0	0	0	468	11803	2102	25640	37408	0	420	12820	37408	68496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
235231																																																																																																																															200660	1437	0	0	120865	6766	3024	3742	0	0	0	0	0	0	26692	30270	1883	0	9385	0	9385	0	0	0	0	0	0	18756	0	0	0	15078	29716	43397	44386	83487	10	10	0	0	0	10	100	50	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29716	43397	44386	86315	0	8679	22193	86315	120865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
235316																																																																																																																															37955	335	0	5	26450	3447	2712	735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2438	0	243	65	1992	2712	978	18214	15795	61	61	0	0	0	61	25	13	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	452	226	0	0	0	226	2712	978	18214	16329	0	196	9107	16329	26445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
235446																																																																																																																															247187	1601	0	0	186742	11933	10252	1681	0	0	0	0	0	0	15668	23589	1270	0	0	0	0	0	0	0	0	0	0	5663	114	675	0	4874	26034	27024	43365	153344	0	0	0	0	0	0	0	0	0	0	0	0	181	36	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26034	27024	43365	159654	0	5405	21683	159654	186742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
235530																																																																																																																															467870	3633	0	0	326241	9609	4987	4622	0	0	0	0	0	0	5995	115604	23106	3015	0	0	0	0	0	0	0	0	0	20433	187	1625	566	18046	11169	123786	122189	210212	2001	2001	0	0	0	2001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29651	14826	0	0	6537	8289	14707	123790	129087	227508	0	24758	64544	227508	326241	3538	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
235558																																																																																																																															22378	132	0	0	15429	2023	1864	159	0	0	0	0	0	0	0	0	0	0	539	0	539	0	0	0	0	0	0	882	0	118	0	764	2828	4973	551	14158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2828	4973	551	14158	0	995	276	14158	15429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
235950																																																																																																																															73528	1404	0	822	46628	6881	1798	5083	0	0	0	0	0	0	0	27574	809	0	350	0	350	0	0	0	0	0	0	4552	0	142	0	4398	1798	33149	4001	34805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	753	377	0	0	0	377	1798	33149	4001	35330	0	6630	2001	35330	45806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
236153																																																																																																																															2828190	20639	0	0	2180376	185734	153266	32468	0	8110	0	1485	6625	0	22253	366046	15547	2643	0	0	0	0	0	0	0	0	0	225362	0	4159	1286	193022	191500	414401	373944	1825069	18114	18114	0	0	0	18114	1600	800	0	0	0	800	0	0	0	0	0	0	0	0	0	0	0	0	26689	26689	0	13571	0	13118	0	0	0	0	0	0	191954	427972	373944	1857101	0	85594	186972	1857101	2180376	454	0	0	0	0	0	0	0	779	270	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
236256																																																																																																																															91400	373	0	0	32592	20719	20361	358	0	0	0	0	0	0	11512	29486	2042	2722	0	0	0	0	0	0	0	0	0	1771	125	178	23	1445	32198	30022	7987	21933	104	104	100	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	6	0	0	0	6	32298	30022	7987	22594	0	6004	3994	22594	32592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
236603																																																																																																																															295533	497	0	0	105664	34515	32965	1550	0	2107	0	2107	0	0	29074	41658	502	0	0	0	0	0	0	0	0	0	0	14811	869	645	4	13292	130573	45960	68832	52428	0	0	0	0	0	0	297	149	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16689	8345	0	0	0	8345	130573	45960	68832	61371	0	9192	34416	61371	105664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
236706																																																																																																																															4432240	37293	0	0	3584703	122903	121583	1320	0	0	0	0	0	0	94690	283924	0	2289	101	0	101	0	0	0	0	0	0	170400	9143	12367	3992	95260	225416	312061	1292802	2591817	9364	9364	0	0	0	9364	5985	2993	0	0	0	2993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	453633	226817	0	0	0	226817	225416	318461	1292802	2862354	0	63692	646401	2862354	3584703	1627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
236957																																																																																																																															201354	2157	0	272	150834	10489	7015	3474	0	0	0	0	0	0	4031	31815	5034	3270	0	0	0	0	0	0	0	0	0	10185	0	292	0	9824	11046	35581	38588	118419	0	0	0	0	0	0	2285	1143	0	0	0	1143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5477	2739	0	0	0	2739	11046	35581	38588	123665	0	7116	19294	123665	150562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
237066																																																																																																																															1385319	9983	0	0	853835	221509	214037	7472	0	0	0	0	0	0	57146	408494	5229	71	0	0	0	0	0	0	0	0	0	53329	2876	2857	215	38539	285385	418893	74260	617974	7728	7728	0	0	0	7728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195370	97685	0	0	0	97685	285385	418893	74260	732923	0	83779	37130	732923	853835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
237619																																																																																																																															1373965	14033	0	0	1050732	137981	108688	29292	0	3322	0	3322	0	0	85526	17403	0	6443	10432	0	10432	0	1583	0	0	0	0	83301	294	1117	750	62726	194508	71135	355052	707846	0	0	0	0	0	0	29523	14762	0	0	0	14762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114602	57301	0	0	10866	34641	194508	78071	365918	760865	0	15614	182959	760865	1050732	5125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		621	7757	0	0	0	0	
237954																																																																																																																															121201	1194	0	253	75299	2660	1326	1334	0	0	0	0	0	0	2424	31041	7889	253	885	0	885	0	0	0	0	0	0	2065	46	762	145	1103	5267	34369	32409	51339	0	0	0	0	0	0	0	0	0	0	0	0	110	22	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	394	197	0	0	0	197	5267	34369	32409	51942	0	6874	16205	51942	75046	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
238139																																																																																																																															164391	1802	0	616	94900	24240	11149	13091	0	8770	0	8520	250	0	0	32698	0	1253	0	0	0	0	0	0	0	0	0	4597	75	443	415	3664	11294	56536	32580	65523	0	0	0	0	0	0	1096	548	0	0	0	548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11294	56536	32580	66071	0	11307	16290	66071	94284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
238250																																																																																																																															63858	862	0	273	47192	7786	648	7138	0	0	0	0	0	0	992	3407	12611	0	1300	0	1300	0	0	0	0	0	0	2642	0	0	0	2642	1640	11845	13186	38155	0	0	0	0	0	0	50	25	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1640	11845	13186	38188	0	2369	6593	38188	46919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
238737																																																																																																																															395965	2909	0	0	265055	7658	5586	2072	0	0	0	0	0	0	22885	90638	0	2270	0	0	0	0	0	0	0	0	0	15605	533	940	182	13814	34351	93650	59956	209761	1604	1604	1454	0	0	150	181	91	75	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	453	227	91	0	0	135	36017	93650	59956	210143	0	18730	29978	210143	265055	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
239275																																																																																																																															1668497	11746	0	0	1171807	117666	97232	20434	0	0	0	0	0	0	68129	110613	63197	20551	0	0	0	0	0	0	0	0	0	129854	478	11357	2549	70905	175359	146980	446850	705659	1478	1478	723	0	357	398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157129	78565	0	0	31438	24406	176082	147394	483315	734718	0	29479	241658	734718	1171807	289	0	0	0	0	1837	0	0	0	0	0	0	0	202	0	0	0	0	0	0	0	0	0	0	0	0		106079	34017	0	0	0	0	
239556																																																																																																																															463906	4093	0	0	377950	26770	9564	17206	0	932	0	932	0	0	306	51283	4510	76	0	0	0	0	0	0	0	0	0	36116	1	1782	44	34289	9871	71203	84568	302196	3406	3406	0	0	0	3406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23182	11591	0	0	0	11591	9871	86666	84568	317193	0	17333	42284	317193	377950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
239613																																																																																																																															1249020	9827	0	0	939143	33205	20075	13130	0	0	0	0	0	0	10377	197483	84025	4000	0	0	0	0	0	0	0	0	0	73633	57	4270	702	45257	36380	217686	253693	725740	119	119	33	0	0	86	15238	7619	764	0	0	6855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37177	217686	253693	732681	0	43537	126847	732681	939143	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
239659																																																																																																																															421537	6349	0	2739	304500	83910	78314	5596	0	0	0	0	0	0	0	1740	0	0	0	0	0	0	167	0	0	167	0	21061	0	1031	557	19250	83454	8549	106789	223684	3017	3017	1486	0	0	1531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10050	10050	0	0	10050	0	17132	8566	0	0	387	8179	84940	8549	117375	235756	0	1710	58688	235756	301761	0	0	0	0	0	0	0	0	48	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
239752																																																																																																																															123175	946	0	0	93533	14339	13290	0	1049	235	0	155	80	0	0	17196	16304	0	0	0	0	0	0	0	0	0	0	9464	356	645	0	5671	13646	19702	16895	71363	778	778	0	0	0	778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11685	5843	0	0	0	5843	13646	19702	16895	81007	0	3940	8448	81007	93533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
240954																																																																																																																															204244	580	0	0	73569	24698	9584	15114	0	102095	16980	82310	2805	0	8370	960	0	0	0	0	0	0	0	0	0	0	0	8530	0	0	0	8530	47532	98384	13478	44222	34	34	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	953	477	0	0	0	477	47532	98384	13478	44733	0	19677	6739	44733	73569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
241009																																																																																																																															167771	973	0	197	62100	24509	24204	305	0	3050	0	3050	0	0	4998	80264	0	0	0	0	0	0	0	0	0	0	0	7387	144	48	0	6271	29346	83667	27247	28952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29346	83667	27247	30067	0	16733	13624	30067	61903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
241157																																																																																																																															647472	6301	0	365	475309	13816	7040	6776	0	0	0	0	0	0	5668	119552	16359	0	0	0	0	0	0	0	0	0	0	45078	374	1267	720	40407	13082	129881	180859	330180	0	0	0	0	0	0	4488	2244	0	0	0	2244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21143	10572	0	0	0	10572	13082	129881	180859	345829	0	25976	90430	345829	474944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
241559																																																																																																																															134611	987	0	0	120017	2557	615	1942	0	4060	0	1665	2395	0	2117	13375	0	0	0	0	0	0	0	0	0	0	0	6653	7	470	526	3052	2739	17452	11456	100950	200	200	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4202	17452	11456	103093	0	3490	5728	103093	120017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
