"IDRSSD"	RCFDS489	RCFDS490	RCFDS491	RCFDS492	RCFDS493	RCFDS494	RCFDS495	RCFDS496	RCFDS497	RCFDS498	RCFDS499	RCFDS500	RCFDS503	RCFDS505	RCFDS506	RCFDS507	RCFDS510	RCFDS511	RCFDS512	RCFDS513	RCFDS514	RCFDS515	RCFDS516	RCFDS517	RCFDS518	RCFDS519	RCFDS520	RCFDS521	RCFDS522	RCFDS523	RCFDS524	RCFDS525	RCFDS526	RCFDS527	RCFDS528	RCFDS529	RCFDS530	RCFDS531	RCFDS539	RCFDS540	RCFDS541	RCFDS542	RCFDS543	RCFDS544	RCFDS545	RCFDS546	RCFDS547	RCFDS548	RCFDS549	RCFDS550	RCFDS551	RCFDS552	RCFDS554	RCFDS555	RCFDS556	RCFDS557	RCFDS558	RCFDS559	RCFDS560	RCFDS561	RCFDS563	RCFDS564	RCFDS565	RCFDS566	RCFDS567	RCFDS568	RCFDS569	RCFDS570	RCFDS571	RCFDS572	RCFDS574	RCFDS575	RCFDS576	RCFDS577	RCFDS578	RCFDS579	RCFDS580	RCFDS581	RCFDS582	RCFDS583	RCFDS584	RCFDS585	RCFDS586	RCFDS587	RCFDS588	RCFDS589	RCFDS590	RCFDS591	RCFDS592	RCFDS593	RCFDS594	RCFDS595	RCFDS596	RCFDS597	RCFDS598	RCFDS599	RCFDS600	RCFDS601	RCFDS602	RCFDS603	RCFDS604	RCFDS605	RCFDS606	RCFDS607	RCFDS608	RCFDS609	RCFDS610	RCFDS611	RCFDS612	RCFDS613	RCFDS614	RCFDS615	RCFDS616	RCFDS617	RCFDS618	RCFDS619	RCFDS620	RCFDS621	RCFDS622	RCFDS623	RCON2170	RCON3123	RCON3128	RCONA222	RCONB704	RCOND957	RCOND958	RCOND959	RCOND960	RCOND961	RCOND962	RCOND963	RCOND964	RCOND965	RCOND966	RCOND967	RCOND968	RCOND969	RCOND970	RCOND971	RCOND972	RCOND973	RCOND974	RCOND976	RCOND977	RCOND978	RCOND979	RCOND980	RCOND981	RCOND982	RCOND983	RCOND984	RCOND985	RCOND987	RCOND988	RCOND989	RCOND990	RCOND991	RCOND992	RCOND993	RCOND994	RCOND995	RCOND996	RCOND997	RCOND998	RCOND999	RCONG603	RCONG604	RCONG605	RCONG606	RCONG607	RCONG608	RCONG609	RCONG610	RCONG611	RCONG612	RCONG613	RCONG614	RCONG615	RCONG616	RCONG617	RCONG618	RCONG619	RCONG620	RCONG621	RCONG622	RCONG623	RCONG624	RCONG625	RCONG626	RCONG627	RCONG628	RCONG629	RCONG630	RCONG631	RCONG632	RCONG633	RCONG634	RCONG635	RCONG636	RCONG637	RCONG641	RCONG642	RCONH171	RCONH172	RCONH173	RCONH174	RCONH175	RCONH176	RCONH177	RCONH178	RCONH179	RCONH180	RCONH181	RCONH182	RCONH185	RCONH186	RCONH187	RCONH188	RCONH191	RCONH193	RCONH194	RCONH195	RCONH196	RCONH197	RCONH198	RCONH199	RCONH200	RCONH271	RCONH272	RCONH273	RCONH274	RCONH275	RCONH276	RCONH277	RCONH278	RCONH279	RCONH280	RCONH281	RCONH282	
23643																																																																																																																									210416	1283	0	0	139616	4478	1338	3140	0	0	0	0	0	0	74998	0	64736	12043	0	1400	0	1400	0	0	0	0	0	0	8366	0	805	1022	4297	1338	70081	43069	95773	436	436	0	0	0	436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3708	1854	0	0	0	1854	1338	70081	43069	100430	0	14016	21535	100430	139616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
23755																																																																																																																									206519	1476	0	0	138231	10486	6382	4104	0	0	0	0	0	0	55529	2669	53095	0	0	3184	0	3184	0	0	0	0	0	0	10806	163	516	0	9984	9610	62115	38167	97623	0	0	0	0	0	0	0	0	0	0	0	0	45	9	5	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	12033	6017	0	0	0	6017	9615	62115	38167	104904	0	12423	19084	104904	138231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
24006																																																																																																																									1442147	4471	0	0	902025	75779	67214	8565	0	375113	28968	334678	11467	0	102682	8769	86494	0	8432	1328	0	1328	0	0	0	0	0	0	56577	183	3407	575	42511	105134	434702	244561	652895	0	0	0	0	0	0	750	375	0	0	0	375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35941	17971	0	0	0	17971	105134	435832	244561	688522	0	87166	122281	688522	902025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
24378																																																																																																																									63996	196	0	0	27887	7281	6487	794	0	777	0	0	777	0	11325	5494	3706	2093	0	484	0	484	0	0	0	0	0	0	2805	0	439	127	2239	11981	5423	40643	6113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11981	5423	40895	6354	0	1085	20448	6354	27887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
24453																																																																																																																									292476	2914	0	182	218558	44841	42225	2616	0	0	0	0	0	0	9615	5694	3939	0	0	275	0	275	0	0	0	0	0	0	21575	1056	346	172	17516	49008	7176	66849	169696	0	0	0	0	0	0	41	21	13	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25717	12859	0	0	317	12541	49021	7176	67166	183235	0	1435	33583	183235	218376	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
24659																																																																																																																									65951	535	0	35	40071	20204	358	19846	0	5247	1997	799	2451	0	0	0	0	0	0	6470	0	6470	0	0	0	0	0	0	1203	0	0	0	1198	2355	27115	4818	32194	25	25	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2355	27115	4818	32219	0	5423	2409	32219	40036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
24668																																																																																																																									1683566	10128	0	0	1196332	65896	48970	16926	0	0	0	0	0	0	523783	13077	480607	32910	0	0	0	0	0	0	0	0	0	0	37981	3292	2547	0	31814	65339	500080	336538	762622	0	0	0	0	0	0	0	0	0	0	0	0	770	154	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	182489	91245	0	0	0	91245	65339	500080	336538	880648	0	100016	168269	880648	1196332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
24949																																																																																																																									397039	4807	0	1130	293655	62879	51252	11627	0	0	0	0	0	0	57811	18883	39802	0	0	565	0	565	0	0	0	0	0	0	26096	1051	263	0	22359	71186	52257	30689	243306	453	453	0	0	0	453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24177	12089	0	0	0	12089	71186	52257	30689	263570	0	10451	15345	263570	292525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
25357																																																																																																																									410319	2974	0	0	348748	11422	9857	1565	0	33214	6366	11261	4520	10787	17545	7263	3471	2936	3894	0	0	0	0	0	0	0	0	0	18924	0	0	0	14739	23486	16297	108198	253815	0	0	0	0	0	0	1165	583	0	0	0	583	0	0	0	0	0	0	0	0	0	0	0	0	1217	1217	1000	0	0	217	9324	4662	0	0	0	4662	24486	16297	108198	259277	0	3259	54099	259277	348748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
25647																																																																																																																									117267	1461	0	411	84002	18592	18342	250	0	0	0	0	0	0	3007	0	3077	0	0	0	0	0	0	0	0	0	0	0	2756	0	136	0	2620	18342	3463	29927	67066	0	0	0	0	0	0	0	0	0	0	0	0	50	10	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	1807	904	0	0	0	904	18342	3463	29927	68345	0	693	14964	68345	83591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
26176																																																																																																																									411638	4069	0	890	257703	22219	4394	17825	0	0	0	0	0	0	17494	4490	12882	0	0	0	0	0	0	0	0	0	0	0	14704	20	3007	605	8078	8904	33714	246018	123955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1866	933	0	0	747	186	8904	33714	246765	124583	0	6743	123383	124583	256813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
26242																																																																																																																									483854	2917	0	0	336216	32389	26400	5989	0	0	0	0	0	0	70870	0	62105	9383	0	0	0	0	0	0	0	0	0	0	43189	770	1092	0	29496	27170	69186	176840	202117	0	0	0	0	0	0	1118	559	0	0	0	559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21016	10508	0	0	0	10508	27170	69186	176840	229651	0	13837	88420	229651	336216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
26457																																																																																																																									29279	202	0	0	20424	1744	1452	292	0	0	0	0	0	0	4229	4245	0	0	0	0	0	0	0	0	0	0	0	0	945	509	0	0	436	7253	292	5103	16849	140	140	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7253	292	5189	17771	0	58	2595	17771	20424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
26765																																																																																																																									546262	5534	0	361	463928	45946	12581	33365	0	1431	0	1431	0	0	56763	0	57409	0	0	0	0	0	0	0	0	0	0	0	13649	1684	375	59	8077	27988	94689	24751	398722	0	0	0	0	0	0	4153	2077	0	0	0	2077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41550	20775	0	0	0	20775	27988	94689	24751	428357	0	18938	12376	428357	463567	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
27070																																																																																																																									601951	1000	0	0	252453	15857	10502	5351	0	0	0	0	0	0	182971	25770	151397	6845	0	2323	0	2323	0	0	0	0	0	0	16257	159	2557	37	13504	36431	161628	376893	29036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36431	161628	376893	31680	0	32326	188447	31680	252453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
27548																																																																																																																									718393	5503	0	0	557855	19798	13810	5987	0	0	0	0	0	0	176350	64678	66472	15472	2182	0	0	0	0	0	0	0	0	0	41959	230	1236	223	35184	90129	73695	68442	457179	12466	12466	0	0	0	12466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	51	0	0	0	51	35728	17864	0	0	0	17864	90129	73695	70236	500035	0	14739	35118	500035	557855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25970	5226	0	0	0	0	0	0	0	0	0	0	
27614																																																																																																																									410640	1412	0	0	185445	11961	9979	1982	0	0	0	0	0	0	175924	0	162329	14121	0	0	0	0	0	0	0	0	0	0	24943	230	1487	0	19875	10209	187760	134736	76522	229	229	0	0	0	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10209	187760	134736	80525	0	37552	67368	80525	185445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
27847																																																																																																																									573394	4520	0	0	363202	13032	8161	4824	47	518	224	294	0	0	152746	6350	121107	23564	1000	0	0	0	0	0	0	0	0	0	26829	269	1935	255	20054	24661	159252	146813	230557	813	813	0	0	0	813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1900	950	0	0	45	742	24661	159252	147095	235344	0	31850	73548	235344	363202	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
28013																																																																																																																									3990211	26160	0	0	3352495	57818	42021	15797	0	9931	405	9526	0	0	515121	15204	437491	0	69691	0	0	0	0	9551	0	0	0	9551	283130	21	25937	0	158475	57651	488904	595063	2740817	0	0	0	0	0	0	0	0	0	0	0	0	7000	1400	1400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181024	90512	0	0	0	90512	61051	488904	595063	2833957	0	97781	297532	2833957	3352495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
28152																																																																																																																									140715	1294	0	61	98636	19047	14537	4510	0	0	0	0	0	0	16910	4168	12804	0	0	0	0	0	0	0	0	0	0	0	6027	51	627	71	5278	20655	17941	27053	76178	275	275	0	0	0	275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9409	4705	0	0	89	4615	20655	17941	27142	81457	0	3588	13571	81457	98575	208	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
28255																																																																																																																									386827	3111	0	0	281700	47586	11538	36048	0	0	0	0	0	0	57987	12302	46020	0	0	0	0	0	0	0	0	0	0	0	20615	193	1043	0	19379	26251	93070	46497	217488	480	480	0	0	0	480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14773	7387	0	0	0	7387	26251	93070	46497	229386	0	18614	23249	229386	281700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
28406																																																																																																																									2666915	20877	0	0	2079884	43216	31506	11710	0	303716	34656	268876	0	0	12672	0	0	0	12388	0	0	0	0	8766	0	0	0	8766	103187	161	12800	0	81190	66323	293386	1012586	1267054	0	0	0	0	0	0	0	0	0	0	0	0	6314	1263	0	0	0	1263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66323	300303	1012586	1359669	0	60061	506293	1359669	2079884	8766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
28675																																																																																																																									131175	665	0	0	69012	3569	1625	1944	0	0	0	0	0	0	34739	6786	27198	342	10	0	0	0	0	0	0	0	0	0	2862	40	476	96	2191	9206	30902	35282	30996	0	0	0	0	0	0	878	439	300	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9004	4502	314	612	1808	1769	9820	31514	37090	33440	0	6303	18545	33440	69012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
28732																																																																																																																									97642	872	0	0	69843	9626	5031	4595	0	0	0	0	0	0	16860	0	16309	648	0	3343	0	3343	0	0	0	0	0	0	6134	0	227	0	5907	5175	24474	20645	48317	142	142	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10451	5226	0	0	8	5218	5175	24474	20844	54526	0	4895	10422	54526	69843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
29476																																																																																																																									88860	711	0	39	53802	2665	1226	1439	0	1861	0	1861	0	0	2702	0	1225	1498	0	1350	0	1350	0	0	0	0	0	0	5625	0	544	0	4882	1226	36872	11925	38803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1226	36872	11925	39614	0	7374	5963	39614	53763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
29636																																																																																																																									992744	3019	0	0	521356	19495	5634	13861	0	0	0	0	0	0	502182	149850	356245	7047	0	0	0	0	0	0	0	0	0	0	65812	0	1740	0	60062	155484	371846	102197	363980	2842	2842	0	0	0	2842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26144	13072	0	0	0	13072	297982	371846	102197	384943	0	74369	51099	384943	521356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
29878																																																																																																																									1806946	14411	0	0	1448734	66813	49392	17421	0	0	0	0	0	0	20416	0	20454	0	0	0	0	0	0	0	0	0	0	0	47765	0	1954	0	45811	49392	39829	584065	1148109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1252	626	0	0	0	626	49392	39829	584065	1148735	0	7966	292033	1148735	1448734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
30052																																																																																																																									28461	313	0	52	20742	4556	4391	165	0	0	0	0	0	0	0	0	0	0	0	1158	0	1158	0	0	0	0	0	0	2925	0	113	0	2812	4579	3365	1737	19091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	128	0	0	127	0	4579	3593	1864	19091	0	719	932	19091	20690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
30502																																																																																																																									880432	7231	0	0	596883	25091	15846	9245	0	0	0	0	0	0	258109	43125	191709	8223	9292	0	0	0	0	0	0	0	0	0	31253	193	2557	72	19746	60826	209084	200292	401921	100	100	0	0	0	100	1216	608	0	0	0	608	280	56	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41261	20631	1308	0	0	19323	62790	209084	201576	431761	0	41817	100788	431761	596883	908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
30650																																																																																																																									122826	1368	0	154	97083	14272	6425	7847	0	0	0	0	0	0	16983	584	15579	932	0	1393	0	1393	0	0	0	0	0	0	3780	0	252	10	3516	7142	25245	6789	85128	25	25	0	0	0	25	1483	742	0	0	0	742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2364	1182	0	0	0	1182	7142	25245	6789	88639	0	5049	3395	88639	96929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
30810																																																																																																																									98729134	2613189	0	1520504	87414823	13217827	11872473	1345354	0	173790	135035	38135	0	620	1475059	839708	635759	0	8089	0	0	0	0	0	0	0	0	0	2243382	8214	25394	156	2197962	12855430	2044642	73669	85376743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15569	7785	0	0	0	7785	12855430	2051214	73669	85484554	0	410243	36835	85484554	85894319	6336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
31134																																																																																																																									140265	1000	0	61	75154	39275	36569	2706	0	0	0	0	0	0	16616	0	12323	4289	0	0	0	0	0	0	0	0	0	0	6127	14	344	0	5769	37350	15373	37959	50291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1307	654	0	0	38	616	37350	15373	38035	52629	0	3075	19018	52629	75093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
31255																																																																																																																									660968	4901	0	0	469040	40263	35367	4896	0	0	0	0	0	0	94894	38598	57279	0	0	0	0	0	0	0	0	0	0	0	26665	954	1806	0	21118	81278	85670	158493	331983	2799	2799	0	0	0	2799	1032	516	0	0	0	516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38974	19487	0	0	0	19487	81278	85670	158493	360843	0	17134	79247	360843	469040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
31657																																																																																																																									147266	875	0	0	79699	3571	1545	2026	0	66033	0	66033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6083	0	0	0	2432	1545	68059	28352	46467	12	12	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	773	387	0	0	0	386	1545	68059	28352	48159	0	13612	14176	48159	79699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
31826																																																																																																																									275268	3174	0	772	192177	22061	21055	1006	0	0	0	0	0	0	56168	1641	40766	11098	2852	0	0	0	0	0	0	0	0	0	17093	48	247	0	15409	22744	42019	81474	122646	1109	1109	0	0	0	1109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3355	1678	0	0	0	1678	22744	42019	81474	128149	0	8404	40737	128149	191405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
31835																																																																																																																									142194	1431	0	21	112813	4025	2693	1332	0	2210	0	2210	0	0	28334	2018	22288	3240	867	0	0	0	0	0	0	0	0	0	18445	2	1231	0	17212	4713	27061	13581	97145	282	282	0	0	0	282	379	190	0	0	0	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4713	27061	13581	98804	0	5412	6791	98804	112792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
32234																																																																																																																									146516	21	0	0	89060	2732	1450	1282	0	0	0	0	0	0	110482	3736	36429	37995	31597	0	0	0	0	0	0	0	0	0	7199	413	195	314	5406	5599	38152	48764	50926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7883	3942	0	0	84	3858	5599	38152	48848	55506	0	7630	24424	55506	89060	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
32766																																																																																																																									66875	218	0	0	27772	31590	1113	30477	0	10137	0	9806	348	0	7	5	2	0	0	0	0	0	0	0	0	0	0	0	754	0	0	0	754	1933	40285	10395	14497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	40	0	0	40	0	1933	40285	10435	14497	0	8057	5218	14497	27772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
32971																																																																																																																									242454	1997	0	18	158361	18312	18312	0	0	3	0	3	0	0	42231	1901	20928	18840	0	0	0	0	0	0	0	0	0	0	19808	0	0	0	19808	20213	20931	114709	85986	0	0	0	0	0	0	0	0	0	0	0	0	113	23	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	10104	5052	0	0	0	5052	20213	20931	114709	93745	0	4186	57355	93745	158343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
33147																																																																																																																									259241	3884	0	1490	191505	39660	39391	269	0	0	0	0	0	0	14070	0	13060	1051	0	0	0	0	0	0	0	0	0	0	15329	359	2345	25	11731	41678	15781	50267	148974	718	718	0	0	0	718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2668	1334	0	0	28	1267	41678	15781	50600	153702	0	3156	25300	153702	190015	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
33259																																																																																																																									723913	7013	0	0	597039	63820	63772	48	0	0	0	0	0	0	94016	66176	29897	155	0	0	0	0	0	0	0	0	0	0	36113	254	1014	10	34835	130893	35446	46819	509909	0	0	0	0	0	0	11587	5794	0	0	0	5793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62237	31119	0	0	7871	23248	130893	35446	55201	547242	0	7089	27601	547242	597039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
33268																																																																																																																									157563	1238	0	76	92982	10207	8412	1795	0	0	0	0	0	0	65313	5381	57368	2148	0	0	0	0	0	0	0	0	0	0	5648	70	531	121	4926	13863	59694	22104	58120	33	33	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2488	2488	0	0	2488	0	3778	1889	0	0	0	1889	13863	59694	24592	61841	0	11939	12296	61841	92906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
33370																																																																																																																									25098	116	0	0	10046	6808	6401	407	0	4779	231	4548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	948	0	0	0	948	6632	4955	9145	4482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6632	4955	9145	4482	0	991	4573	4482	10046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
33839																																																																																																																									35970	102	0	0	21316	8350	218	8132	0	0	0	0	0	0	6363	0	6363	0	0	0	0	0	0	0	0	0	0	0	389	0	29	209	151	218	14524	6949	14381	100	100	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	14524	6949	14936	0	2905	3475	14936	21316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
