"IDRSSD"	RCFD1578	RCFD1752	RCFD2148	RCFD2160	RCFD2166	RCFD2168	RCFD3549	RCFD3550	RCFD3551	RCFDA519	RCFDA520	RCFDB556	RCFDC010	RCFDC436	RCFDFT33	RCFDFT34	RCFDFT35	RCFDJ448	RCFDK201	RCFDK202	RCFDK270	RCON1578	RCON1752	RCON2148	RCON2160	RCON2166	RCON2168	RCON3549	RCON3550	RCON3551	RCONA519	RCONA520	RCONB556	RCONC010	RCONC436	RCONFT33	RCONFT34	RCONFT35	RCONJ448	RCONK201	RCONK202	RCONK270	TEXT3549	TEXT3550	TEXT3551	
1557																						0	368	0	1178	0	1	0	0	0	0	0	809	0	0	0	0	0	0	0	0	0	ATM Processing			
1669																						12	176	982	12956	150	230	0	0	0	0	0	1365	0	0	0	0	0	0	9372	831	0				
1829																						0	4755	1017	14877	504	1436	0	0	0	0	0	1224	0	0	0	0	0	0	6445	0	0				
1856																						0	1896	0	3134	980	980	0	0	0	0	0	258	0	0	0	0	0	0	0	0	0				
2040																						0	1546	1298	8612	541	665	0	0	0	0	0	804	0	0	0	0	0	0	3991	0	308				
2161																						0	363	0	5220	298	309	0	0	0	0	0	1010	0	0	0	0	0	11	3538	0	0				
2376																						0	38878	40765	196943	431	12380	981	0	0	0	0	10247	5291	0	0	0	0	0	76142	0	18531	DEFERRED FHLB PREPAYMENT PENALTY			
2554																						0	17	0	121	37	37	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0				
2732																						0	174	1277	3503	105	270	87	0	0	0	0	1782	0	0	0	0	0	0	0	0	0	Fed Inc Tax Current			
2750																						0	320	0	1587	243	243	0	0	0	0	0	1024	0	0	0	0	0	0	0	0	0				
3252																						0	744	0	4147	726	969	0	0	0	0	0	2434	0	0	0	0	0	0	0	0	0				
3458																						0	196	2	711	0	154	0	0	0	0	0	359	0	0	0	0	0	0	0	0	0				
3720																						0	246	1371	9159	145	146	0	0	0	0	0	940	0	0	0	0	0	0	1801	0	4655				
3971																						0	1799	1313	22982	1168	3993	1245	0	0	0	0	2768	0	0	0	0	0	0	13109	0	0	Due from Parent and Affiliates - net			
4156																						0	269	45	5698	0	202	0	0	0	0	0	1138	0	0	0	0	0	0	3060	0	984				
4231																						0	0	746	1471	0	180	0	0	0	0	0	545	0	0	0	0	0	0	0	0	0				
4839																						0	915	0	2631	297	368	56	0	0	0	0	1348	0	0	0	0	0	0	0	0	0	Prepaid Deposit - FiServ			
5069																						0	0	705	4527	782	1987	0	0	0	0	0	1835	0	0	0	1195	0	0	0	0	0				
5135																						189	1079	1868	14325	463	750	0	0	0	0	0	5198	0	0	0	0	0	0	5430	0	0				
5210																						0	3913	3474	62991	0	11704	10090	0	0	0	0	3158	0	0	0	0	0	0	34833	0	5909	Prepaid Pension contribution			
5461																						0	2381	0	16602	0	3959	1090	2000	0	0	0	2289	0	0	0	0	0	0	7973	0	0	QZAB	PREFERRED STOCK		
5751																						0	345	0	6650	0	271	147	0	0	0	0	1683	0	0	0	0	0	0	2610	329	1412	Income Taxes Payable			
6039																						0	304	344	2878	213	654	321	0	0	0	0	1576	0	0	0	0	0	0	0	0	0	DUE FROM SBA			
6141																						0	0	56	474	116	116	0	0	0	0	0	302	0	0	0	0	0	0	0	0	0				
6329																						563	463	1381	21394	5802	9741	1988	0	0	0	0	2982	0	0	328	0	0	0	3983	0	2844	UNPOSTED DEBITS			
7009																						0	0	470	6231	0	4329	0	0	0	0	0	1432	0	0	0	3251	0	0	0	0	0				
7045																						5	751	915	3328	201	574	0	0	0	0	0	1088	0	0	0	0	0	0	0	0	0				
7072																						0	1871	2593	11438	247	2929	2338	76	164	0	0	605	0	0	0	0	0	0	3440	0	0	Deferred Compensation	Covenant Not to Compete	Deferred Commissions	
7157																						0	23	17	406	0	94	0	0	0	0	0	272	0	0	0	0	0	0	0	0	0				
7456																						0	684	0	2655	0	1024	750	0	0	0	0	947	0	0	0	0	0	0	0	0	0	BOLI			
7634																						0	97	0	811	211	306	0	0	0	0	0	408	0	0	0	0	0	0	0	0	0				
8033																						37	1445	488	4638	66	170	45	0	0	0	0	1237	0	0	0	0	0	22	1298	0	0	All Other Assets	3		
8462																						0	21	0	804	0	17	0	0	0	0	0	766	0	0	0	0	0	0	0	0	0				
8631																						0	68	307	2893	99	99	0	0	0	0	0	158	0	0	0	0	0	0	2261	0	0				
9357																						0	657	0	1872	0	144	0	0	0	0	0	1071	0	0	0	0	0	0	0	0	0				
9553																						0	1793	0	7078	400	684	284	0	0	0	0	2106	0	0	0	0	0	0	1623	0	872	Nebraska Fund XV Investment			
9807																						0	17922	0	137959	224	775	0	0	0	0	0	7779	0	0	0	0	0	0	11144	100339	0				
9955																						0	818	48	1851	0	79	0	0	0	0	0	906	0	0	0	0	0	0	0	0	0				
10250																						0	886	2712	5884	535	786	0	0	0	0	0	1197	0	0	251	0	0	0	303	0	0				
10849																						0	550	1858	4570	143	236	0	0	0	0	0	754	0	0	0	0	0	0	1172	0	0				
11145																						41	703	654	8396	406	1663	5	1211	0	0	0	590	0	0	0	0	0	0	2320	0	2466	Brownsfield	Great Lakes Capital Fund		
11640																						0	4505	2088	20030	334	961	0	0	0	0	0	2564	0	0	0	0	0	0	9912	0	0				
11837																						0	397	1259	2880	0	894	480	291	0	0	0	330	0	0	0	0	0	0	0	0	0	Federal Income Tax	FIS Decoversion Fee		
12030																						0	6175	1647	11716	347	811	464	0	0	0	0	2495	0	0	0	0	0	0	588	0	0	Reclassed NSF's			
12142																						0	921	1277	8914	0	624	0	0	0	0	0	1117	0	0	46	0	0	0	4975	0	0				
12179																						0	725	27	2902	0	81	0	0	0	0	0	103	0	0	0	0	0	0	1313	0	653				
12311	0	547704	0	4425195	0	1211681	430225	0	0	0	0	295883	0	0	0	0	0	0	563837	814168	991922		547704																				Income Tax Receivable			
12647																						0	310	0	2334	287	1360	1039	0	0	0	0	664	0	0	0	0	0	0	0	0	0	Core Deposit Intangible			
12656																						0	29	31	187	50	50	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0				
12937																						0	607	0	1277	178	196	0	0	0	0	0	474	0	0	0	0	0	0	0	0	0				
12946																						0	5499	0	25700	1035	1577	0	0	0	0	0	5695	0	0	432	0	0	0	1787	11142	0				
12955																						0	229	0	626	101	101	0	0	0	0	0	296	0	0	0	0	0	0	0	0	0				
13103																						0	7133	5798	28800	1607	3249	1006	0	0	0	0	3898	0	0	0	0	0	0	8722	0	0	Deferred Director Fees			
13251																						0	389	0	1066	59	59	0	0	0	0	0	205	0	0	0	0	0	0	413	0	0				
13457																						0	0	0	1713	0	18	0	0	0	0	0	410	0	0	0	0	0	0	1285	0	0				
14052																						0	152	116	2204	107	181	0	0	0	0	0	174	0	0	0	0	0	0	1205	376	0				
14155																						0	910	0	7322	263	264	0	0	0	0	0	1769	0	0	0	0	0	0	4379	0	0				
14650																						0	48	238	1885	43	43	0	0	0	0	0	121	0	0	0	0	0	0	1435	0	0				
14753																						0	9	0	660	0	86	0	0	0	0	0	565	0	0	0	0	0	0	0	0	0				
14865																						0	619	1069	10611	317	817	0	0	0	0	0	3315	0	0	0	0	0	0	3139	0	1652				
14977																						0	296	84	1123	32	32	0	0	0	0	0	711	0	0	0	0	0	0	0	0	0				
16551																						0	1696	0	8317	241	579	0	0	0	0	0	1667	0	0	286	0	0	0	4375	0	0				
16748																						0	209	152	2707	0	118	0	0	0	0	0	475	0	0	0	0	0	0	1753	0	0				
17110																						0	219	0	2570	0	2217	1291	0	0	0	0	134	0	0	0	0	0	0	0	0	0	ADVISORY/TRUSTEE FEES RECEIVABLE			
17147																						0	17964	38862	307904	9230	24350	0	0	0	0	0	26139	6295	0	0	0	0	0	87058	99855	13676				
17259																						0	594	0	3174	108	415	0	0	0	0	0	358	0	0	0	0	0	0	1807	0	0		0		
17464																						0	3268	38834	125007	1782	19319	5000	0	0	0	0	6830	5239	0	0	0	0	0	27849	28907	0	Swap collateral			
17950																						0	894	1109	5269	165	175	0	0	0	0	0	2416	0	0	0	0	0	0	0	0	675				
17978																						0	3355	2245	6914	146	331	65	116	0	0	0	983	0	0	0	4	0	0	0	0	0	Accrued Late Charges Receivable	Prepaid Federal Income Tax		
18050																						0	496	0	9182	1177	1958	0	0	0	0	0	2178	0	0	0	0	0	0	4550	0	0				
18135																						0	619	0	7198	200	350	0	0	0	0	0	1058	0	0	0	0	0	0	5171	0	0				
18377																						0	65	60	445	0	219	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0				
18827																						0	5688	5060	38114	4406	6388	0	0	0	0	0	3189	0	0	0	0	0	0	8019	0	9770				
18836																						0	383	695	5899	0	684	334	0	0	0	0	488	0	0	0	0	0	0	3649	0	0	DEFERRED DIRECTOR FEES			
18854																						0	1043	0	5317	444	596	0	0	0	0	0	3678	0	0	0	0	0	0	0	0	0	Mortgage Servicing Fees			
19356																						0	361	0	1967	264	264	0	0	0	0	0	371	0	0	0	0	0	0	971	0	0				
19730																						0	3247	21431	89685	1204	3235	0	0	0	0	0	6170	0	0	0	0	0	0	51373	0	4229				
19936																						0	529	323	8549	213	572	200	0	0	0	0	1299	0	0	0	0	0	0	5826	0	0	JHA Passport Prefunded Deposit			
19972																						0	31	433	3715	0	125	0	0	0	0	0	210	0	0	0	0	0	0	2916	0	0				
20053																						0	112	735	2720	102	260	0	0	97	0	0	501	0	0	0	0	0	0	1112	0	0			Unrealized tax	
20633																						0	926	1851	11874	617	643	0	0	0	0	0	863	0	0	0	0	0	0	7591	0	0				
20857																						0	538	0	2552	156	156	0	0	0	0	0	1858	0	0	0	0	0	0	0	0	0				
21256																						0	56	0	388	0	0	0	0	0	0	0	25	0	0	0	0	0	0	307	0	0				
21359																						0	320	0	988	47	48	0	0	0	0	0	483	0	0	0	0	0	0	137	0	0				
21630																						0	340	0	915	165	227	0	0	0	0	0	348	0	0	0	0	0	0	0	0	0				
21658																						0	448	0	4645	250	264	0	0	0	0	0	680	0	0	0	0	0	0	2724	0	529				
22048																						61	991	0	8004	240	1651	1176	0	0	0	0	1028	0	0	0	0	0	0	4334	0	0	Zach McClendon Irrevocable Trust			
22543																						0	365	0	1238	198	608	326	0	0	0	0	265	0	0	0	0	0	0	0	0	0	Federal income tax due SSB			
22552																						0	867	0	2156	93	96	0	0	0	0	0	1193	0	0	0	0	0	0	0	0	0				
22730																						0	322	677	5929	0	1252	1140	0	0	0	0	619	0	0	0	0	0	0	3059	0	0	Loan Clearing Account			
22936																						0	200	6684	8248	443	453	0	0	0	0	0	871	0	0	0	0	0	0	0	40	0				
23456																						2	413	0	1453	255	283	21	5	0	0	0	757	0	0	0	0	0	0	0	0	0	GUARANTEED LOAN RECEIVABLE	STADIUM BUILDER		
23504																						0	34743	29933	175630	9635	15478	0	0	0	0	0	10233	0	0	0	0	0	0	43433	30259	11551				
23643																						0	274	0	5512	159	173	0	0	0	0	0	1037	0	0	0	0	0	0	1613	0	2415				
23755																						0	809	0	3731	253	471	210	0	0	0	0	394	0	0	0	0	0	0	2057	0	0	Investment Interest Receivable			
24006																						0	1374	5652	37611	482	4402	0	0	0	0	0	3298	0	0	0	3662	0	0	19558	0	3327				
24378																						0	433	189	873	0	97	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0				
24453																						0	1911	0	2894	222	331	0	0	0	0	0	652	0	0	0	0	0	0	0	0	0				
24659																						0	5	0	460	0	0	0	0	0	0	0	455	0	0	0	0	0	0	0	0	0				
24668																						0	3949	4318	13106	494	662	0	0	0	0	0	4177	0	0	151	17	0	0	0	0	0				
24949																						0	2727	10455	24202	389	628	0	0	0	0	0	1028	0	0	0	0	0	0	9364	0	0				
25357																						44	3670	0	7461	383	509	0	0	0	0	0	3282	0	0	0	82	0	0	0	0	0				
25647																						0	0	0	627	392	414	0	0	0	0	0	213	0	0	0	0	0	0	0	0	0				
26176																						0	2573	4564	12357	695	1160	333	0	0	0	0	1120	0	0	0	0	0	0	0	0	2940	LEASE DEPOSIT			
26242																						0	2309	349	18431	533	666	0	0	0	0	0	1930	0	0	0	0	0	0	13177	0	0				
26457																						0	0	16	204	0	11	0	0	0	0	0	177	0	0	0	0	0	0	0	0	0				
26765																						0	2403	6225	10831	474	1116	407	0	0	0	0	1087	0	0	0	0	0	0	0	0	0	ATM in process			
27070																						0	1865	675	9662	818	821	0	0	0	0	0	1209	0	0	0	0	0	0	5092	0	0				
27548																						0	1115	1160	19820	1284	5532	442	2324	1201	0	0	1805	0	0	0	84	0	0	10208	0	0	Unposted CD/DDA	Security fraud loss/insurance receivable	Low Income Tax community investment	
27614																						0	1717	0	11399	215	860	449	0	0	0	0	1270	0	0	0	0	0	0	7552	0	0	Fiserv ATM Receivable			
27847																						0	2079	0	14760	926	1108	0	0	0	0	0	2640	0	0	122	42	0	0	4754	0	4179				
28013																						0	25123	37156	226326	0	6286	3439	0	0	0	0	9713	0	0	0	0	0	0	88830	0	59218	federal, state and other taxes receivable			
28152																						0	541	0	3963	0	368	166	0	0	0	0	664	183	0	0	0	0	0	2390	0	0	technology licenses			
28255																						0	1226	710	9334	220	1002	0	0	0	0	0	964	0	0	0	0	0	0	5432	0	0				
28406																						0	15393	7542	65827	1305	4820	0	0	0	0	0	6057	0	0	0	0	0	0	32015	0	0				
28675																						0	400	0	1020	137	215	0	0	0	0	0	405	0	0	0	0	0	0	0	0	0	FISERV ATM SETTLEMENT			
28732																						0	227	793	2928	166	169	0	0	0	0	0	265	0	0	0	0	0	0	1474	0	0				
29476																						0	577	0	3592	168	193	0	0	0	0	0	1223	0	0	0	0	0	0	1599	0	0				
29636																						0	1720	10321	42062	1003	1411	0	0	0	0	0	4720	0	0	0	0	0	0	17324	845	5721				
29878																						0	2236	28951	40960	2910	4611	80	1621	0	0	0	4825	0	0	0	0	0	0	337	0	0	Seat License	Debit Escrow		
30052																						0	113	0	279	54	85	28	0	0	0	0	81	0	0	0	0	0	0	0	0	0	ARTWORK			
30502																						0	1398	1768	10287	1458	4542	0	0	0	0	0	2579	0	0	0	0	0	0	0	0	0				
30650																						0	374	16	975	65	263	0	0	0	0	0	322	0	0	0	0	0	0	0	0	0	MVA to AFS 201			
30810																						0	0	605065	1700993	0	372044	141573	0	0	0	0	723884	0	0	0	0	0	0	0	0	0	Income Tax Receivable			
31134																						0	347	311	2677	257	345	0	0	0	0	0	784	0	0	0	0	0	0	890	0	0				
31255																						0	2792	0	16647	682	1366	0	0	0	0	0	2035	0	0	0	0	0	0	8643	0	1811				
31657																						0	255	0	4620	0	165	0	0	0	0	0	634	0	0	0	0	0	0	0	0	3566		Late Fees		
31826																						0	835	1673	9669	159	1892	1532	0	0	0	0	925	0	0	0	0	0	0	4344	0	0	DEFERRED COMPENSATION			
31835																						0	1732	2198	15233	186	222	0	0	0	0	0	1475	0	0	0	0	0	0	9606	0	0				
32234																						0	82	0	370	18	18	0	0	0	0	0	270	0	0	0	0	0	0	0	0	0				
32766																						0	24	58	395	0	88	0	0	0	0	0	225	0	0	0	0	0	0	0	0	0				
32971																						0	1362	1081	14667	371	3804	0	0	0	0	0	1032	0	0	357	2660	0	0	7388	0	0				
33147																						0	2671	145	13225	0	3318	2486	0	0	0	0	2763	0	0	0	0	0	0	2162	0	2166	Other Investments - Annuities			
33259																						0	1599	0	9339	0	5980	5275	0	0	0	0	1760	0	0	0	0	0	0	0	0	0	Income Taxes Paid			
33268																						0	0	0	3485	130	130	0	0	0	0	0	1286	0	0	0	0	0	0	2069	0	0				
33370																						0	463	41	691	0	74	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0				
33839																						0	122	0	372	40	40	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0				
33857																						0	1886	0	9191	951	1322	0	0	0	0	0	5983	0	0	0	0	0	0	0	0	0				
34425																						0	2649	1115	15948	0	947	0	0	0	0	0	1368	0	0	0	0	0	0	9869	0	0				
34434																						0	668	0	4077	421	487	0	0	0	0	0	1006	0	0	0	0	0	0	1916	0	0				
34452																						0	237	0	4407	316	1090	0	0	0	0	0	590	0	0	0	0	0	0	1450	0	1040				
34537																						0	35935	59616	210847	5359	18302	6480	0	0	0	0	12414	0	0	0	6015	0	0	78237	0	6343	Deferred Directors Comp			
34555																						0	3969	0	13594	245	318	0	0	0	0	0	2631	0	0	0	0	0	0	6676	0	0				
34742																						0	1631	1303	12594	371	1832	0	0	0	0	0	1047	0	0	0	0	0	0	6781	0	0				
35057																						0	1327	0	4831	208	635	166	0	0	0	0	925	0	0	180	0	0	0	1286	0	658	Other Assets			
35301	0	388889	175335	31508782	0	27376282	23413147	0	0	0	0	410681	0	0	0	0	0	0	545285	2612310	0		386625																				Collateral deposits, net			
35570																						0	237878	220413	712175	6749	26039	3690	0	0	0	0	65905	12550	0	0	0	0	0	69011	73596	19333	Mortgage related expenses			
35646																						0	111	76	1223	0	96	0	0	0	0	0	235	0	0	0	0	0	0	0	0	705				
35879																						0	1364	869	8589	247	293	0	0	0	0	0	683	0	0	0	0	0	0	5380	0	0				
36456																						0	492	0	5229	508	527	0	0	0	0	0	2266	0	0	0	0	0	0	1944	0	0				
36933																						0	103	544	2033	367	420	0	0	0	0	0	503	0	0	0	0	0	0	463	0	0				
37051																						0	289	3	1461	0	134	0	0	0	0	0	578	0	0	0	0	0	0	457	0	0				
37341																						0	19	0	1186	25	25	0	0	0	0	0	153	0	0	0	0	0	0	989	0	0				
37435																						4	1025	0	7425	1013	2614	0	0	0	0	0	3786	0	0	0	0	0	0	0	0	0				
37640																						0	13048	3480	86391	0	14181	7904	0	0	0	0	11408	0	0	0	0	0	0	32532	0	11742	Investments in Affordable Housing			
37659																						22	0	0	1277	11	102	0	0	0	0	0	442	0	0	0	0	0	0	733	0	0				
37949																						0	205	0	9389	0	121	0	0	0	0	0	2613	0	0	0	0	0	0	3893	0	2557				
38740																						0	853	240	6475	249	387	0	0	0	0	0	540	0	0	0	0	0	0	4455	0	0				
39327																						0	0	0	14353	411	1225	245	349	0	0	0	1297	0	0	208	0	0	0	11724	107	0	DEPOSITS	INCOME TAX RECEIVABLE		
39756																						0	738	0	11525	927	1106	0	0	0	0	0	2691	0	0	0	29	0	0	3449	0	3541	0			
40033																						0	231	0	3468	103	502	399	0	0	0	0	273	0	0	0	0	0	0	819	0	1643	deferred comp			
40350																						0	137	0	488	0	0	0	0	0	0	0	351	0	0	0	0	0	0	0	0	0				
40499																						0	17145	0	88036	0	23894	12044	0	0	0	0	5603	0	0	0	0	0	0	34081	1973	5340	SUPPLEMENTAL EXECUTIVE RETIREMENT PLAN			
40855																						0	670	0	1168	0	38	0	0	0	0	0	460	0	0	0	0	0	0	0	0	0				
41245																						0	45	314	1561	30	30	0	0	0	0	0	191	0	0	0	0	0	0	496	0	485				
41553																						0	342	0	2724	23	23	0	0	0	0	0	768	0	0	0	0	0	0	1591	0	0				
41629																						0	694	620	6050	0	3438	2725	0	0	0	0	926	0	0	0	0	0	0	372	0	0	Low Income Housing Investment			
41825																						0	427	1387	7718	385	755	162	0	0	0	0	635	0	0	104	0	0	0	2793	0	1721	Other Assets			
41937																						0	174	0	1022	0	222	0	0	0	0	0	626	0	0	0	0	0	0	0	0	0				
41955																						0	204	0	720	0	207	0	0	0	0	0	309	0	0	0	0	0	0	0	0	0				
42037																						0	0	564	3008	111	111	0	0	0	0	0	346	0	0	0	0	0	0	1747	0	240				
42354																						0	94	0	5452	352	464	0	0	0	0	0	847	0	0	0	0	0	0	4047	0	0				
42372																						0	309	1956	12419	0	230	0	0	0	0	0	1239	0	0	0	0	0	0	8685	0	0				
42420																						242	38168	33223	297440	7698	23795	0	0	0	0	0	15233	6089	0	0	0	0	0	105497	74185	7339				
42448																						33	6304	4031	22494	1417	2793	1268	0	0	0	0	9366	0	0	0	0	0	0	0	0	0	INCOME TAXES RECEIVABLE			
42457																						0	465	0	1391	148	383	0	0	0	0	0	543	0	0	0	0	0	0	0	0	0				
43052																						0	279	320	4671	0	234	0	0	0	0	0	348	0	0	0	0	0	0	3490	0	0				
43351																						0	0	142	1011	36	277	95	0	0	0	0	592	0	0	72	0	0	0	0	0	0	FHLB STOCK			
43856																						0	547	283	1868	0	70	0	0	0	0	0	200	0	0	0	0	0	0	768	0	0				
43959																						0	66	685	1767	108	165	0	0	0	0	0	851	0	0	0	0	0	0	0	0	0				
44040																						0	883	2506	13997	108	469	0	0	0	0	0	3026	0	0	0	0	0	0	7113	0	0				
44433																						0	3030	0	4778	401	496	0	0	0	0	0	1252	0	0	0	0	0	0	0	0	0				
44741																						90	1643	923	4430	182	436	0	0	0	0	0	1428	0	0	0	109	0	0	0	0	0				
44750																						0	1002	1115	7451	166	277	0	0	0	0	0	467	0	0	0	0	0	0	3064	0	1526				
44929																						0	1237	0	4633	337	438	0	0	0	0	0	401	0	0	0	0	0	0	881	0	1676				
45038																						0	313	1078	4125	0	101	0	0	0	0	0	860	0	0	0	0	0	0	1773	0	0				
45047																						0	538	0	1687	147	280	0	0	0	0	0	869	0	0	0	0	0	0	0	0	0				
45056																						0	198	0	1246	217	217	0	0	0	0	0	831	0	0	0	0	0	0	0	0	0				
45430																						0	664	741	5240	160	318	124	0	0	0	0	340	0	0	0	0	0	0	1535	0	1642	Late Fees Receivable			
45458																						0	776	100	2657	153	184	0	0	0	0	0	518	0	0	0	19	0	0	1079	0	0				
45551																						0	2194	46	22107	511	2319	0	0	0	0	0	6149	0	0	133	188	0	0	8612	0	2787				
45560																						0	9324	0	57758	10528	16413	4355	0	0	0	0	4779	0	0	0	0	0	0	23829	0	3413	Equity Securities			
45775																						0	679	1071	6441	211	475	243	0	0	0	0	438	0	0	0	0	0	0	3778	0	0	Cash Advance Offset By DDA			
46053																						0	2330	0	9001	371	522	151	0	0	0	0	717	0	0	0	0	0	0	5154	0	278	Passport Prefunded Transactions			
46941																						0	524	0	5237	165	165	0	0	0	0	0	528	0	0	0	0	0	0	1493	0	2527				
47247																						0	2970	915	15206	642	1833	458	0	0	0	0	1072	264	0	79	0	0	0	8416	0	0	Lender Reserve Acct Receivable			
47256																						0	214	0	336	33	53	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0				
47452																						0	36	0	308	0	26	0	0	0	0	0	246	0	0	0	0	0	0	0	0	0				
47500																						0	2596	257	4941	533	663	0	0	0	0	0	1343	0	0	0	0	0	0	82	0	0				
48057																						0	179	97	2795	0	98	0	0	0	0	0	879	0	0	0	0	0	0	1542	0	0				
48150																						0	248	0	578	36	45	0	0	0	0	0	285	0	0	0	0	0	0	0	0	0				
48374																						0	9297	0	33858	0	3033	0	0	0	0	0	7769	0	0	0	0	998	0	3216	7393	3150				
48440																						0	378	467	4069	114	144	0	0	0	2	0	443	0	0	0	0	0	0	2635	0	0				
49054																						1120	850	0	3521	0	1449	0	0	0	0	0	1222	0	0	0	0	0	0	0	0	0				
49148																						0	422	0	3684	0	94	0	0	0	0	0	616	0	0	0	0	0	0	2552	0	0				
49241																						15	3465	2739	28961	432	1025	320	0	0	0	0	4992	0	0	0	0	0	0	10506	0	6234	Receivable - FSA Loss Claim			
49344																						0	1197	0	4066	118	705	500	0	0	0	0	333	0	0	0	0	0	0	1831	0	0	Investment in Develop Michigan			
49652																						0	542	265	6749	70	71	0	0	0	0	0	1326	0	0	0	0	0	0	4545	0	0				
49858																						0	503	76	4311	0	1240	0	0	0	0	0	310	0	0	0	0	0	0	2182	0	0				
49951																						0	258	0	3518	0	209	139	0	0	0	0	1028	0	0	0	0	0	0	2023	0	0	Unposted Suspense - DDA			
50144																						0	287	576	4121	0	66	0	0	0	0	0	431	0	0	0	0	0	0	2761	0	0				
50461																						0	0	1833	2986	35	991	0	0	0	0	0	162	0	0	0	0	0	0	0	0	0				
50872																						0	2911	0	5450	0	201	125	0	0	0	0	470	0	0	0	0	0	0	0	0	1868	Prepaid-FHLB Prepayment Penalties			
50957																						0	1426	2478	8439	159	404	0	0	0	0	0	638	0	0	0	0	0	0	3493	0	0				
51253																						0	1261	2731	16839	2474	2627	0	0	0	0	0	3952	0	0	0	0	0	0	6268	0	0				
51356																						22	0	0	270	40	62	0	0	0	0	0	208	0	0	0	0	0	0	0	0	0				
51459																						0	1820	0	8295	186	186	0	0	0	0	0	2620	0	0	0	0	0	0	3669	0	0				
51842																						0	860	3069	9501	0	1068	565	0	0	0	0	1220	0	0	0	0	0	0	3284	0	0	Nevada Sub Tax Credit			
