"IDRSSD"	RCFDS486	RCFDS487	RCFDS488	RCFDS489	RCFDS490	RCFDS491	RCFDS492	RCFDS493	RCFDS494	RCFDS495	RCFDS496	RCFDS497	RCFDS498	RCFDS499	RCFDS500	RCFDS503	RCFDS504	RCFDS505	RCFDS506	RCFDS507	RCFDS510	RCFDS511	RCFDS512	RCFDS513	RCFDS514	RCFDS515	RCFDS516	RCFDS517	RCFDS518	RCFDS519	RCFDS520	RCFDS521	RCFDS522	RCFDS523	RCFDS524	RCFDS525	RCFDS526	RCFDS527	RCFDS528	RCFDS529	RCFDS530	RCFDS531	RCFDS539	RCFDS540	RCFDS541	RCFDS542	RCFDS543	RCFDS544	RCFDS545	RCFDS546	RCFDS547	RCFDS548	RCFDS549	RCFDS550	RCFDS551	RCFDS552	RCFDS554	RCFDS555	RCFDS556	RCFDS557	RCFDS558	RCFDS559	RCFDS560	RCFDS561	RCFDS562	RCFDS563	RCFDS564	RCFDS565	RCFDS566	RCFDS567	RCFDS568	RCFDS569	RCFDS570	RCFDS571	RCFDS572	RCFDS573	RCFDS574	RCFDS575	RCFDS576	RCFDS577	RCFDS578	RCFDS579	RCFDS580	RCFDS581	RCFDS582	RCFDS583	RCFDS584	RCFDS585	RCFDS586	RCFDS587	RCFDS588	RCFDS589	RCFDS590	RCFDS591	RCFDS592	RCFDS593	RCFDS594	RCFDS595	RCFDS596	RCFDS597	RCFDS598	RCFDS599	RCFDS600	RCFDS601	RCFDS602	RCFDS603	RCFDS604	RCFDS605	RCFDS606	RCFDS607	RCFDS608	RCFDS609	RCFDS610	RCFDS611	RCFDS612	RCFDS613	RCFDS614	RCFDS615	RCFDS616	RCFDS617	RCFDS618	RCFDS619	RCFDS620	RCFDS621	RCFDS622	RCFDS623	RCON2170	RCON3123	RCON3128	RCONA222	RCONB704	RCOND957	RCOND958	RCOND959	RCOND960	RCOND961	RCOND962	RCOND963	RCOND964	RCOND965	RCOND967	RCOND968	RCOND969	RCOND970	RCOND971	RCOND972	RCOND973	RCOND974	RCOND976	RCOND977	RCOND978	RCOND979	RCOND980	RCOND981	RCOND982	RCOND983	RCOND984	RCOND985	RCOND987	RCOND988	RCOND989	RCOND990	RCOND991	RCOND992	RCOND993	RCOND994	RCOND995	RCOND996	RCOND997	RCOND998	RCOND999	RCONG603	RCONG604	RCONG605	RCONG606	RCONG607	RCONG608	RCONG609	RCONG610	RCONG611	RCONG612	RCONG613	RCONG614	RCONG615	RCONG616	RCONG617	RCONG618	RCONG619	RCONG620	RCONG621	RCONG622	RCONG623	RCONG624	RCONG625	RCONG626	RCONG627	RCONG628	RCONG629	RCONG630	RCONG631	RCONG632	RCONG633	RCONG634	RCONG635	RCONG636	RCONG637	RCONG641	RCONG642	RCONH171	RCONH172	RCONH173	RCONH174	RCONH175	RCONH176	RCONH177	RCONH178	RCONH179	RCONH180	RCONH181	RCONH182	RCONH185	RCONH186	RCONH187	RCONH188	RCONH191	RCONH193	RCONH194	RCONH195	RCONH196	RCONH197	RCONH198	RCONH199	RCONH200	RCONH270	RCONH271	RCONH272	RCONH273	RCONH274	RCONH275	RCONH276	
1669																																																																																																																															288619	2928	0	1120	144481	23207	22343	864	0	39310	0	39310	0	0	11968	62547	0	0	0	0	0	0	0	0	0	0	0	16470	90	135	317	15074	34401	102856	70459	84445	0	0	0	0	0	0	0	0	0	0	0	0	256	51	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	4835	2418	0	0	0	2418	34401	102856	70459	87826	0	20571	35230	87826	143361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
1856																																																																																																																															108084	572	0	0	57123	34458	1480	32978	0	0	0	0	0	0	13281	14909	0	5007	0	0	0	0	0	0	0	0	0	3252	26	1451	0	1677	14800	49430	11666	31370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11947	5974	0	0	0	5974	14800	49430	11666	37441	0	9886	5833	37441	57123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
2040																																																																																																																															203653	2790	0	869	153675	5436	3081	2355	0	0	0	0	0	0	10211	4581	27532	1516	13080	0	13080	0	0	0	0	0	0	10361	0	0	0	10044	20427	20016	48969	116195	231	231	0	0	0	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14374	7187	0	0	0	7187	20427	20016	48969	123616	0	4003	24485	123616	152806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
2161																																																																																																																															156346	975	0	0	102558	25188	2279	22909	0	0	0	0	0	0	650	15125	734	0	502	0	502	0	0	0	0	0	0	8955	0	0	0	8955	2929	38536	42015	73843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	839	420	420	0	0	0	4304	38536	42015	73843	0	7707	21008	73843	102558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
2376																																																																																																																															4166164	30562	0	0	3698466	34812	22626	12186	0	335374	597	324733	0	10044	1757	42493	0	0	0	0	0	0	0	0	0	0	0	211948	5	31155	1055	165642	29989	410567	351876	3378899	0	0	0	0	0	0	66	33	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	217000	217000	217000	0	0	0	15977	7989	0	0	0	7989	246989	430231	351876	3398634	0	86046	175938	3398634	3698466	16689	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
2554																																																																																																																															14946	167	0	7	12849	2366	0	2366	0	250	0	0	250	0	0	0	843	914	0	0	0	0	0	0	0	0	0	728	0	0	0	396	0	2366	1283	11065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2366	1283	11430	0	473	642	11430	12842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
2732																																																																																																																															597291	4772	0	0	468176	92743	65873	26870	0	0	0	0	0	0	0	74889	0	300	0	0	0	0	0	0	0	0	0	8608	174	381	167	6774	66047	102140	53668	378222	347	347	0	0	0	347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71718	35859	0	0	0	35859	66047	102140	53668	418913	0	20428	26834	418913	468176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
2750																																																																																																																															55357	864	0	300	45991	1630	1176	455	0	0	0	0	0	0	325	3798	300	0	0	0	0	0	0	0	0	0	0	2916	3	136	3	2708	1882	5342	3504	40485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1882	5342	3504	40485	0	1068	1752	40485	45691	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0		3788	758	0	0	0	0	
3252																																																																																																																															192010	4068	0	2523	123592	3857	2058	1799	0	0	0	0	0	0	19274	57412	5408	85	0	0	0	0	0	0	0	0	0	4889	100	581	52	4156	22588	67685	5732	97551	370	370	0	0	0	370	257	129	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	55	0	0	0	55	22588	67685	5732	100286	0	13537	2866	100286	121069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
3458																																																																																																																															50037	388	0	0	39945	2199	915	1284	0	4674	0	4083	192	399	238	4309	0	0	108	0	108	0	0	0	0	0	0	1224	341	97	11	628	1494	9881	6513	32263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	980	490	0	0	0	490	1494	9881	6513	33843	0	1976	3257	33843	39945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
