"IDRSSD"	RCFDS483	RCFDS484	RCFDS485	RCFDS486	RCFDS487	RCFDS488	RCFDS489	RCFDS490	RCFDS491	RCFDS492	RCFDS493	RCFDS494	RCFDS495	RCFDS496	RCFDS497	RCFDS498	RCFDS499	RCFDS500	RCFDS503	RCFDS504	RCFDS505	RCFDS506	RCFDS507	RCFDS510	RCFDS511	RCFDS512	RCFDS513	RCFDS514	RCFDS515	RCFDS516	RCFDS517	RCFDS518	RCFDS519	RCFDS520	RCFDS521	RCFDS522	RCFDS523	RCFDS524	RCFDS525	RCFDS526	RCFDS527	RCFDS528	RCFDS529	RCFDS530	RCFDS531	RCFDS539	RCFDS540	RCFDS541	RCFDS542	RCFDS543	RCFDS544	RCFDS545	RCFDS546	RCFDS547	RCFDS548	RCFDS549	RCFDS550	RCFDS551	RCFDS552	RCFDS554	RCFDS555	RCFDS556	RCFDS557	RCFDS558	RCFDS559	RCFDS560	RCFDS561	RCFDS562	RCFDS563	RCFDS564	RCFDS565	RCFDS566	RCFDS567	RCFDS568	RCFDS569	RCFDS570	RCFDS571	RCFDS572	RCFDS573	RCFDS574	RCFDS575	RCFDS576	RCFDS577	RCFDS578	RCFDS579	RCFDS580	RCFDS581	RCFDS582	RCFDS583	RCFDS584	RCFDS585	RCFDS586	RCFDS587	RCFDS588	RCFDS589	RCFDS590	RCFDS591	RCFDS592	RCFDS593	RCFDS594	RCFDS595	RCFDS596	RCFDS597	RCFDS598	RCFDS599	RCFDS600	RCFDS601	RCFDS602	RCFDS603	RCFDS604	RCFDS605	RCFDS606	RCFDS607	RCFDS608	RCFDS609	RCFDS610	RCFDS611	RCFDS612	RCFDS613	RCFDS614	RCFDS615	RCFDS616	RCFDS617	RCFDS618	RCFDS619	RCFDS620	RCFDS621	RCFDS622	RCFDS623	RCON2170	RCON3123	RCON3128	RCONA222	RCONB704	RCOND957	RCOND958	RCOND959	RCOND960	RCOND961	RCOND962	RCOND963	RCOND964	RCOND965	RCOND967	RCOND968	RCOND969	RCOND970	RCOND971	RCOND972	RCOND973	RCOND974	RCOND976	RCOND977	RCOND978	RCOND979	RCOND980	RCOND981	RCOND982	RCOND983	RCOND984	RCOND985	RCOND987	RCOND988	RCOND989	RCOND990	RCOND991	RCOND992	RCOND993	RCOND994	RCOND995	RCOND996	RCOND997	RCOND998	RCOND999	RCONG603	RCONG604	RCONG605	RCONG606	RCONG607	RCONG608	RCONG609	RCONG610	RCONG611	RCONG612	RCONG613	RCONG614	RCONG615	RCONG616	RCONG617	RCONG618	RCONG619	RCONG620	RCONG621	RCONG622	RCONG623	RCONG624	RCONG625	RCONG626	RCONG627	RCONG628	RCONG629	RCONG630	RCONG631	RCONG632	RCONG633	RCONG634	RCONG635	RCONG636	RCONG637	RCONG641	RCONG642	RCONH171	RCONH172	RCONH173	RCONH174	RCONH175	RCONH176	RCONH177	RCONH178	RCONH179	RCONH180	RCONH181	RCONH182	RCONH185	RCONH186	RCONH187	RCONH188	RCONH191	RCONH193	RCONH194	RCONH195	RCONH196	RCONH197	RCONH198	RCONH199	RCONH200	RCONH271	RCONH272	RCONH273	RCONH274	
1669																																																																																																																																		310617	3052																																																																																																														
1856																																																																																																																																		88374	250																																																																																																														
2161																																																																																																																																		195156	1604	0	46	124737	8467	2663	5804	0	0	0	0	0	0	439	21411	403	0	23634	0	23634	0	0	0	0	0	0	11728	0	0	0	11728	3102	50849	56774	86180	80	80	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6151	3076	3076	0	0	0	6992	50849	56774	86180	0	10170	28387	86180	124691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2732																																																																																																																																		625489	5033																																																																																																														
2750																																																																																																																																		59214	371	0	0	46542																																																																												46542																															
3252																																																																																																																																		213649	4006	0	2391	129198																																																																												126807																															
3458																																																																																																																																		57983	606	0	54	44232																																																																												44178																															
3720																																																																																																																																		284298	1725	0	0	174108																																																																												174108																															
3971																																																																																																																																		770061	3525	0	0	659386																																																																												659386																															
4156																																																																																																																																		233245	2402																																																																																																														
4231																																																																																																																																		121266	752																																																																																																														
5069																																																																																																																																		420823	7158	0	3271	371847																																																																												368576																															
5135																																																																																																																																		494858	4814																																																																																																														
5210																																																																																																																																		2166601	15852																																																																																																														
5461																																																																																																																																		637348	6094																																																																																																														
5751																																																																																																																																		214748	2325																																																																																																														
6039																																																																																																																																		289911	3174																																																																																																														
6329																																																																																																																																		910837	13514	0	4163	748141	87310	60415	26895	0	0	0	0	0	0	0	41395	639	0	7394	0	7394	0	0	0	0	0	0	52290	0	1134	0	47378	68730	76818	136953	625318	1119	1119	0	0	0	1119	4523	2262	0	0	0	2262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13031	6516	0	0	568	5948	68730	76818	141010	642021	0	15364	70505	642021	743978	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7009																																																																																																																																		995447	0	0	0	380100																																																																												380100																															
7045																																																																																																																																		215447	1521																																																																																																														
7072																																																																																																																																		334269	2515	0	0	225019																																																																												225019																															
7456																																																																																																																																		104880	883	0	0	83782																																																																												83782																															
7634																																																																																																																																		73042	1193																																																																																																														
8033																																																																																																																																		316184	1462																																																																																																														
8462																																																																																																																																		184232	1530																																																																																																														
8631																																																																																																																																		63828	410																																																																																																														
9357																																																																																																																																		605475	4583	0	0	516044																																																																												516044																															
9553																																																																																																																																		187708	1211																																																																																																														
9807																																																																																																																																		2317965	31528	0	7527	1980056	200123	174196	25927	0	0	0	0	0	0	145278	217376	11686	9532	0	0	0	0	0	0	0	0	0	171852	3968	1615	0	82164	323442	244918	364427	1222797	22475	22475	0	0	0	22475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	254133	127067	0	0	0	121026	349256	244918	364627	1370121	0	48984	182314	1370121	1972529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9955																																																																																																																																		166958	1731																																																																																																														
10250																																																																																																																																		470783	3473	0	0	315930																																																																												315930																															
10849																																																																																																																																		245910	1561																																																																																																														
11145																																																																																																																																		289188	2452	0	0	208215	37979	34161	3818	0	0	0	0	0	0	6430	10729	3084	487	0	0	0	0	0	0	0	0	0	16657	27	1350	368	11826	41075	16265	63317	167814	100	100	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41075	16265	63317	169327	0	3253	31659	169327	208215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
11640																																																																																																																																		369590	3006																																																																																																														
11837																																																																																																																																		109931	823	0	109	57158																																																																												57049																															
12030																																																																																																																																		399094	9491	0	5878	289068	46755	27284	19448	23	1200	392		808		29257				8485		8485							19920		335		19585	60841	48600	67166	231157	4924	4924				4924																									12913	6457				6457	60841	48600	67166	245427	0	9720	33583	245427	283190																															
12142																																																																																																																																		239172	1572																																																																																																														
12311	198533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2658244	752882	0	0	0	0	0	0	0	0	0	117425	117425	117061	0	0	0	0	364	0	0	4276428	855286	0	0	0	854909	377	28159	15777651	0	2167997	0	0	321086	0	1846911	0	917815	0	917815	0	0	0	0	0	917815	0	0	781418	0	0	0	0	0	0	0	18356	0	0	1172127	0	0	0	0	0	0	0	90019371	0	573390	17660431	7247271	1828829	363550	0	0	0	0	66848	506796	215164	0	350218	0	0	0	0	1032447	1391778	0	4348979	21957712	7665291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27569	13043	0																			0	0	0	0																																																																																										
12647																																																																																																																																		161445	1078	0	0	108671																																																																												108671																															
12656																																																																																																																																		18350	187	0	64	9919																																																																												9855																															
12946																																																																																																																																		1709059	19077	0	1761	1385276																																																																												1383515																															
13103																																																																																																																																		2310656	17251	0	0	2135461	80793	67653	13140	0	0	0	0	0	0	457	142771	2083	50083	0	0	0	0	0	0	0	0	0	85233	0	3197	0	59608	68110	168269	706360	1196344	692	692	0	0	0	692	494	247	0	0	247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219839	109920	0	0	34932	74988	68110	168269	743189	1283577	0	33654	371595	1283577	2135461	2680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13251																																																																																																																																		50822	536	0	143	31516																																																																												31373																															
13457																																																																																																																																		24840	93																																																																																																														
14155																																																																																																																																		238203	3171	0	647	201950																																																																												201303																															
14650																																																																																																																																		42849	747																																																																																																														
14753																																																																																																																																		44588	530	0	186	27530																																																																												27344																															
14865																																																																																																																																		485712	4462	0	0	485582																																																																												485582																															
14977																																																																																																																																		49776	405																																																																																																														
16551																																																																																																																																		331032	3053																																																																																																														
16748																																																																																																																																		82057	653																																																																																																														
17110																																																																																																																																		170140	279	0	0	150223	21349	746	20603	0	100	100	0	0	0	0	0	0	74494	0	0	0	0	0	0	0	0	0	5706	0	0	0	5706	846	20603	794	144921	0	0	0	0	0	0	1567	784	0	0	0	784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	846	20603	794	145705	0	4121	397	145705	150223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
17147																																																																																																																																		12670437	99454	0	0	10019543	256191	72681	183510	0	882179	15754	666530	198395	1500	37867	1173516	517190	31	0	0	0	0	0	0	0	0	0	1207634	0	37560	7088	476125	126302	2061116	2096802	7524605	10651	10651	0	0	0	10651	18975	9488	0	0	0	9488	214	43	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	869708	434854	0	0	1447	433407	126302	2254137	2099136	8197081	0	450827	1049568	8197081	10019543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
17259																																																																																																																																		58429	156																																																																																																														
17950																																																																																																																																		606879	4851	0	898	327189																																																																												326291																															
17978																																																																																																																																		294974	1444	0	38	112496																																																																												112458																															
18050																																																																																																																																		634863	5427	0	408	401480																																																																												401072																															
18827																																																																																																																																		1445459	9707																																																																																																														
18836																																																																																																																																		163745	1194																																																																																																														
18854																																																																																																																																		973402	8513	0	0	769621	178728	170726	8002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17454	506	611	173	16131	188051	12961	43298	724996	184	184	125	0	0	59	2374	1187	657	0	0	530	0	0	0	0	0	0	0	0	0	0	0	0	884	884	0	0	0	884	0	0	0	0	0	0	188833	12961	43298	726469	0	2592	21649	726469	769621	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19356																																																																																																																																		92498	801																																																																																																														
19936																																																																																																																																		338741	3444	0	924	201613																																																																												200689																															
19972																																																																																																																																		103920	400	0	0	39339																																																																												39339																															
20053																																																																																																																																		115649	1327																																																																																																														
20633																																																																																																																																		306897	3288																																																																																																														
20857																																																																																																																																		138320	933	0	0	98535																																																																												98535																															
21256																																																																																																																																		10686	64																																																																																																														
21359																																																																																																																																		57271	449	0	19	34423																																																																												34404																															
21658																																																																																																																																		181919	1993																																																																																																														
22048																																																																																																																																		221451	1895	0	0	165471																																																																												165471																															
22543																																																																																																																																		239906	1290																																																																																																														
22552																																																																																																																																		101819	1196																																																																																																														
22730																																																																																																																																		206836	1194	0	0	121599																																																																												121599																															
23456																																																																																																																																		219683	1972	0	102	149666																																																																												149564																															
23504																																																																																																																																		5060489	39215	0	0	4002355	234182	127282	106900	0	124231	42662	57612	23957	0	163743	309074	26804	49000	0	0	0	0	0	0	0	0	0	413240	9637	17980	1901	179347	343324	491566	915505	3138100	8453	8453	0	0	0	8453	14294	7147	0	0	0	7147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216878	108439	0	0	0	108439	345432	500325	915505	3417751	0	100065	457753	3417751	4002355	57874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
23643																																																																																																																																		211637	1025																																																																																																														
23755																																																																																																																																		213559	1527	0	0	150925																																																																												150925																															
24006																																																																																																																																		1695336	8346	0	0	1292321																																																																												1292321																															
