"IDRSSD"	RCFDS483	RCFDS484	RCFDS485	RCFDS486	RCFDS487	RCFDS488	RCFDS489	RCFDS490	RCFDS491	RCFDS492	RCFDS493	RCFDS494	RCFDS495	RCFDS496	RCFDS497	RCFDS498	RCFDS499	RCFDS500	RCFDS503	RCFDS504	RCFDS505	RCFDS506	RCFDS507	RCFDS510	RCFDS511	RCFDS512	RCFDS513	RCFDS514	RCFDS515	RCFDS516	RCFDS517	RCFDS518	RCFDS519	RCFDS520	RCFDS521	RCFDS522	RCFDS523	RCFDS524	RCFDS525	RCFDS526	RCFDS527	RCFDS528	RCFDS529	RCFDS530	RCFDS531	RCFDS539	RCFDS540	RCFDS541	RCFDS542	RCFDS543	RCFDS544	RCFDS545	RCFDS546	RCFDS547	RCFDS548	RCFDS549	RCFDS550	RCFDS551	RCFDS552	RCFDS554	RCFDS555	RCFDS556	RCFDS557	RCFDS558	RCFDS559	RCFDS560	RCFDS561	RCFDS562	RCFDS563	RCFDS564	RCFDS565	RCFDS566	RCFDS567	RCFDS568	RCFDS569	RCFDS570	RCFDS571	RCFDS572	RCFDS573	RCFDS574	RCFDS575	RCFDS576	RCFDS577	RCFDS578	RCFDS579	RCFDS580	RCFDS581	RCFDS582	RCFDS583	RCFDS584	RCFDS585	RCFDS586	RCFDS587	RCFDS588	RCFDS589	RCFDS590	RCFDS591	RCFDS592	RCFDS593	RCFDS594	RCFDS595	RCFDS596	RCFDS597	RCFDS598	RCFDS599	RCFDS600	RCFDS601	RCFDS602	RCFDS603	RCFDS604	RCFDS605	RCFDS606	RCFDS607	RCFDS608	RCFDS609	RCFDS610	RCFDS611	RCFDS612	RCFDS613	RCFDS614	RCFDS615	RCFDS616	RCFDS617	RCFDS618	RCFDS619	RCFDS620	RCFDS621	RCFDS622	RCFDS623	RCON2170	RCON3123	RCON3128	RCONA222	RCONB704	RCOND957	RCOND958	RCOND959	RCOND960	RCOND961	RCOND962	RCOND963	RCOND964	RCOND965	RCOND967	RCOND968	RCOND969	RCOND970	RCOND971	RCOND972	RCOND973	RCOND974	RCOND976	RCOND977	RCOND978	RCOND979	RCOND980	RCOND981	RCOND982	RCOND983	RCOND984	RCOND985	RCOND987	RCOND988	RCOND989	RCOND990	RCOND991	RCOND992	RCOND993	RCOND994	RCOND995	RCOND996	RCOND997	RCOND998	RCOND999	RCONG603	RCONG604	RCONG605	RCONG606	RCONG607	RCONG608	RCONG609	RCONG610	RCONG611	RCONG612	RCONG613	RCONG614	RCONG615	RCONG616	RCONG617	RCONG618	RCONG619	RCONG620	RCONG621	RCONG622	RCONG623	RCONG624	RCONG625	RCONG626	RCONG627	RCONG628	RCONG629	RCONG630	RCONG631	RCONG632	RCONG633	RCONG634	RCONG635	RCONG636	RCONG637	RCONG641	RCONG642	RCONH171	RCONH172	RCONH173	RCONH174	RCONH175	RCONH176	RCONH177	RCONH178	RCONH179	RCONH180	RCONH181	RCONH182	RCONH185	RCONH186	RCONH187	RCONH188	RCONH191	RCONH193	RCONH194	RCONH195	RCONH196	RCONH197	RCONH198	RCONH199	RCONH200	RCONH270	RCONH271	RCONH272	RCONH273	
1669																																																																																																																																		289094	2904	0	740	173136	17015	0	17015	0	36457	0	7002	29455	0	9984	47544	0	0	0	0	0	0	0	0	0	0	0	18676	0	0	0	17623	9984	71561	107600	101732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	75	0	0	0	75	9984	71561	107600	103254	0	14312	53800	103254	172396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	
1856																																																																																																																																		106081	576	0	0	53136	33307	2572	30735	0	0	0	0	0	0	14210	13528	0	5005	0	0	0	0	0	0	0	0	0	3194	27	1435	0	1634	16823	45768	11994	29650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9327	4664	0	0	0	4664	16823	45768	11994	34592	0	9154	5997	34592	53136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	
2040																																																																																																																																		192281	3047	0	1200	147831	3516	2247	1269	0	0	0	0	0	0	7395	28384	895	2095	13234	0	13234	0	0	0	0	0	0	9363	0	0	0	9042	15680	42887	21159	113109	375	375	0	0	0	375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23647	11824	0	0	0	11824	15680	42887	21159	125308	0	8577	10580	125308	146631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	
2161																																																																																																																																		168106	1490	0	113	110131	19918	2518	17400	0	0	0	0	0	0	521	14942	409	0	3589	0	3589	0	0	0	0	0	0	9312	0	0	0	9312	3039	35931	54860	75515	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3352	1676	1676	0	0	0	5861	35931	54860	75515	0	7186	27430	75515	110018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	
2376																																																																																																																																		4069699	28596	0	0	3634072	26427	15808	10619	0	332215	5143	312039	0	15033	1371	31667	0	0	0	0	0	0	0	0	0	0	0	186983	17	26691	1088	139861	27342	381016	340934	3317452	0	0	0	0	0	0	66	33	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	150000	150000	150000	0	0	0	24612	12306	0	0	0	12306	177342	385068	340934	3348230	0	77014	170467	3348230	3634072	1777	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	
2732																																																																																																																																		597163	5018	0	0	461158	104198	74359	29839	0	0	0	0	0	0	0	57303	0	300	0	0	0	0	0	0	0	0	0	8696	174	322	170	6918	74533	87464	52882	382719	254	254	0	0	0	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39623	19812	0	0	0	19812	74533	87464	52882	412740	0	17493	26441	412740	461158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	
2750																																																																																																																																		63465	553	0	14	43935	2430	2213	217	0	0	0	0	0	0	206	5560	300	0	9146	0	9146	0	0	0	0	0	0	2971	2	138	3	2829	2920	15917	3351	37264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2920	15917	3351	37264	0	3183	1676	37264	43921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		3832	766	0	
3252																																																																																																																																		194236	4781	0	3176	128365	4455	2658	1797	0	0	0	0	0	0	17069	53181	6753	79	0	0	0	0	0	0	0	0	0	5383	86	572	56	4669	21149	64091	7036	102765	275	275	0	0	0	275	239	120	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	323	162	0	0	0	162	21149	64091	7036	104919	0	12818	3518	104919	125189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	
3458																																																																																																																																		56227	356	0	0	42926	4294	3907	387	0	4775	0	4189	189	397	52	3603	0	0	764	0	764	0	0	0	0	0	0	1354	311	106	10	780	4270	9049	6842	35937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4270	9049	6842	36637	0	1810	3421	36637	42926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	
3720																																																																																																																																		277883	1725	0	0	173587	34085	33147	938	0	36	0	36	0	0	1652	73560	1468	0	0	0	0	0	0	0	0	0	0	15901	0	245	0	12918	34799	80358	34801	126342	325	325	0	0	0	325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	5000	0	0	0	5000	2644	1322	0	0	0	1322	36141	85266	34801	136128	0	17053	17401	136128	173587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	
