"IDRSSD"	RCFD1578	RCFD1752	RCFD2148	RCFD2160	RCFD2166	RCFD2168	RCFD3549	RCFD3550	RCFD3551	RCFDA519	RCFDA520	RCFDB556	RCFDC010	RCFDC436	RCFDFT33	RCFDFT34	RCFDFT35	RCFDJ448	RCFDK201	RCFDK202	RCFDK270	RCON1578	RCON1752	RCON2148	RCON2160	RCON2166	RCON2168	RCON3549	RCON3550	RCON3551	RCONA519	RCONA520	RCONB556	RCONC010	RCONC436	RCONFT33	RCONFT34	RCONFT35	RCONJ448	RCONK201	RCONK202	RCONK270	TEXT3549	TEXT3550	TEXT3551	
1557																							229	0	1447		34				0	0	1184							0	0	0				
1669																						0	176	869	13187	261	284				0	0	1127							9887	844	0				
1856																							1899	0	3145		859				0	0	387							0	0	0				
2040																							1084	1188	7948		505				0	0	749							4110	0	312				
2161																						0	363	0	5077	167	167	0	0	0	0	0	931	0	0	0	0	0	0	3616	0	0				
2376																						0	27813	39301	184711	691	9635	0	0	0	0	0	11371	6239	0	0	0	0	0	77758	0	18833				
2554																							19	0	219		31				0	0	169							0	0	0				
2732																						0	174	1101	3757	118	497	0	0	0	0	0	1985	0	0	0	0	0	0	0	0	0				
2750																							285	0	2916		103				0	0	1004							1524	0	0				
3252																							663	0	4644		947				0	0	3034							0	0	0				
3458																							263	0	956		165				0	0	528							0	0	0				
3720																							261	1131	9023	111	111				0	0	930							1819	0	4771				
3971																							5070	1296	27721		4603				0	0	3380							13372	0	0				
4156																							264	11	7487		218				0	0	1237							4757	0	1000				
4231																							0	363	1055		204				0	0	488							0	0	0				
4839																							1185	0	3214		710				0	0	1319							0	0	0	BEA Award			
5069																							0	684	4969		1887				0	0	2398							0	0	0				
5135																							2016	1690	16994		747				0	0	6977							5564	0	0				
5210																						0	4535	6377	74202	0	14493	10498	0	0	0	0	4131	0	0	0	0	0	0	38669	0	5997	Prepaid Pension			
5461																							2712	0	15101	387	1928	1090			0	0	2274				363			8187	0	0	QZAB			
5751																							348	0	6446		120				0	0	1555							2660	335	1428				
6039																						16	304	222	3104	236	823	0	0	0	0	0	1755	0	0	0	22	0	0	0	0	0				
6141																							0	61	514		84				0	0	369							0	0	0				
6329																						523	597	2357	21113	4853	6807				0	0	2886	0	0	556	0	0	0	5622	0	2844				
7009																							0	181	7262		5205				0	0	1876				3577			0	0	0				
7045																						11	751	154	2364	238	447	0	0	0	0	0	1012	0	0	0	0	0	0	0	0	0				
7072																							3072	5411	16170		3215				0	0	961							3511	0	0				
7456																							545	0	3462		121				0	0	1256							1540	0	0				
7634																							98	0	682	160	247				0	0	337							0	0	0				
8033																							1452	510	4921		202				0	0	1401							1356	0	0				
8462																							21	0	674		7				0	0	646							0	0	0				
8631																							336	319	3221	88	88				0	0	173							2305	0	0				
9357																						0	598	0	1762	0	115	0	0	0	0	0	1049	0	0	0	0	0	0	0	0	0				
9553																							2447	0	8141		424				0	0	2723							1657	0	890				
9807																							11008	0	135197	259	446				0	0	5962							33669	84112	0				
9955																							921	26	2022		75				0	0	1000							0	0	0				
10250																							999	390	3616		732				0	0	1186							309	0	0				
10849																							551	1540	4493		280				0	0	925							1197	0	0				
11145																						20	774	500	8598	528	1766	5	1212	0	0	0	675	0	0	0	0	0	0	2377	0	2506	Brownfield	Great Lakes Capital Fund		
11640																							4588	1369	21153		985				0	0	4078							10133	0	0				
11837																							512	874	2096		54				0	0	656							0	0	0				
12030																							7323	1638	12365		591				0	0	2225							588	0	0				
12142																							922	1042	9014	185	706				0	0	1272			39				5072	0	0				
12179																							729	17	2953		100				0	0	108							1337	0	662				
12311		583019	34207	4592593		1259952	581854			0	0	319038							571366	820632	1004379		583019																				Income Tax Receivable			
12647																						0	147	0	1278	283	307	0	0	0	0	0	824	0	0	0	0	0	0	0	0	0				
12656																							29	24	189		43				0	0	93							0	0	0				
12937																							246	0	911		139				0	0	526							0	0	0				
12946																							6553	0	27369	948	1647				0	0	5580			563				2232	11357	0				
13103																							6741	3430	28685	1687	3503	1133			0	0	4462							10549	0	0	Deferred Director Fees			
13251																							394	0	1079		25				0	0	227							433	0	0				
13457																							0	11	1574		0				0	0	301							1262	0	0				
14052																							68	104	2037		87				0	0	165							1236	377	0				
14155																							837	0	7822		366				0	0	2152							4467	0	0				
14650																							47	288	1984		61				0	0	128							1460	0	0				
14753																							9	0	681		37				0	0	635							0	0	0				
14865																							649	1241	11932		835				0	0	4336							3190	0	1681				
14977																						6	316	141	2202	32	48	0	0	0	0	0	697	0	0	0	0	0	0	1000	0	0				
16551																							1555	0	8000		537				0	0	1424							4484	0	0				
16748																							209	290	2858		101				0	0	466							1792	0	0				
17110																						0	219	0	3140	0	2775	1533	0	0	0	0	146	0	0	0	0	0	0	0	0	0	ADVISORY/TRUSTEE FEES RECEIVABLE			
17147																						0	23829	35282	344423	10127	31307	0	0	0	0	0	32357	7060	0	0	0	0	0	106146	96965	18537				
17259																							474	0	2796		156				0	0	322							1844	0	0				
17950																							1263	182	6397		308				0	0	3904							0	0	740				
17978																							3355	2301	7113		504				0	0	953							0	0	0				
18050																						0	505	0	8805	0	1957	0	0	0	0	0	1706	0	0	0	0	0	0	4637	0	0				
18135																							619	0	7434		392				0	0	1141							5282	0	0				
18827																						0	4533	1558	38772	3525	5781	0	0	0	0	0	3696	0	0	0	0	0	0	8157	0	15047				
18836																							380	654	5973		692				0	0	502							3745	0	0				
18854																							1047	0	5458	459	919				0	0	3492							0	0	0				
19356																						0	364	0	1849	181	186	0	0	0	0	0	311	0	0	0	0	0	0	988	0	0				
19936																							587	269	8636		478				0	0	1361							5941	0	0				
19972																							32	433	3861		182				0	0	241							2973	0	0				
20053																							126	761	2725		95				0	0	607							1136	0	0				
20633																							890	1512	11583		603				0	0	834							7744	0	0				
20857																							340	0	1958		51				0	0	1567							0	0	0				
21256																							56	0	396		0				0	0	26							314	0	0				
21359																							320	0	1058		51				0	0	545							142	0	0				
21630																						0	342	0	848	159	204	0	0	0	0	0	302	0	0	0	0	0	0	0	0	0				
21658																							181	0	4409	131	190				0	0	723							2776	0	539				
22048																							1054	0	8248		1680	1176			0	0	1118							4396	0	0	Split Dollar Insurance Zach McClendon			
22543																							365	0	1218		576	356			0	0	277							0	0	0	Federal Income Tax Due SSB			
22552																							939	0	2376		137				0	0	1300							0	0	0				
22730																							352	351	4649		133				0	0	691							3122	0	0				
22936																							249	6124	7595		327				0	0	861							0	34	0				
23456																							455	0	1306	106	132				0	0	719				21			0	0	0				
23504																						0	34234	28094	176588	11254	16322	0	0	0	0	0	11005	0	0	0	0	0	0	44118	31069	11746				
23643																							730	0	6127		109				0	0	979							1848	0	2461				
23755																							470	0	3527		240				0	0	622							2195	0	0				
24006																							2653	3343	39064	1076	5560	2092			0	0	4180				2227			19946	0	3382	Defined Benefit Post-Retirement Plan			
24378																							433	179	876		113				0	0	151							0	0	0				
24453																							2061	1483	4823		472				0	0	807							0	0	0				
24659																							5	0	445		0				0	0	440							0	0	0				
24668																							5897	2761	14642	582	878				0	0	5106			98				0	0	0				
24949																							1314	8780	21142		823				0	0	717							9508	0	0				
25357																							3189	0	7349		313				0	0	3847							0	0	0				
25647																							0	0	747	402	443				0	0	304							0	0	0				
26176																							2916	3081	10972		932				0	0	1062							0	0	2981				
26242																							2843	0	18976	581	818				0	0	1862							13453	0	0				
26457																							0	23	329		67				0	0	239							0	0	0				
26765																							2010	4793	8998		1009				0	0	1186							0	0	0				
27070																							1767	0	9586	312	1091				0	0	1499				779			5229	0	0				
27548																							562	225	18887	1415	5916	765	2324	1025	0	0	1746				163			10438	0	0	Unposted CD/DDA	Security Fraud Loss Receivable	Low income tax community investment	
27614																							1717	0	11806		863				0	0	1534							7692	0	0				
27847																							2093	0	15129		1212				0	0	2740							4844	0	4240				
28013																							29771	35890	229543	1334	3976	1822			0	0	10249							90521	0	59136	Items in Transit			
28152																							560	0	3954	146	269				0	0	688	120						2437	0	0				
28255																							1233	507	8395		581				0	0	1238							4836	0	0				
28406																						0	9439	7703	60434	1560	4690	0	0	0	0	0	5802	0	0	0	0	0	0	32800	0	0				
28675																							360	0	1148	158	346				0	0	442							0	0	0				
28732																							227	678	2894	192	192				0	0	346							1451	0	0				
29476																							582	0	3472		139				0	0	1114							1637	0	0				
29636																							2233	7081	39218	1190	1513				0	0	4052							17698	856	5785				
29878																							1954	19278	29980	3228	3308	80			0	0	5100							340	0	0	Seat License			
30052																							113	0	239		59				0	0	67							0	0	0				
30502																						0	2129	791	9223	1179	3783	0	0	0	0	0	2520	0	0	0	0	0	0	0	0	0				
30650																							379	16	831		125				0	0	311							0	0	0				
30810																							750	701318	1722463	60456	223425	113362			0	0	796970							0	0	0	Income Tax Receivable			
31134																							358	166	2681	332	419				0	0	904							834	0	0				
31255																						0	2792	0	17470	895	1814	0	0	0	0	0	2186	0	0	0	0	0	0	8833	0	1845				
31657																							284	0	4672		150				0	0	607							0	0	3631				
31826																							824	1271	10072	217	2608	1532			0	0	944							4425	0	0	DEFERRED COMPENSATION			
31835																							1737	2111	16341		282				0	0	1829							10382	0	0				
32234																							82	0	2104		825				0	0	1197							0	0	0				
32766																							24	58	340		103				0	0	155							0	0	0				
32971																						0	1362	567	12451	513	2178	0	0	0	0	0	824	0	0	305	847	0	0	7520	0	0				
33147																							2685	133	13678		3647	2487			0	0	2805							2202	0	2206	Other Investments - Annuities			
33259																							863	472	12958		9573				0	0	2050							0	0	0				
33268																						0	0	0	3169	155	155	0	0	0	0	0	731	0	0	0	0	0	0	2283	0	0				
33370																							463	121	773		89				0	0	100							0	0	0				
33839																							29	0	318		25				0	0	264							0	0	0				
33857																							3223	0	11982		1870				0	0	6889							0	0	0				
34425																						0	6024	1757	31975	33	2604	1531	0	0	0	0	2949	0	0	0	0	0	0	18641	0	0	LIHTC FUNDS			
34434																							670	0	4080		488				0	0	1002							1920	0	0				
34452																							230	0	5095		1026				0	0	536							2240	0	1063				
34537																						0	38644	42546	233124	5995	17649	6508	0	0	0	0	15523	0	0	0	5129	0	0	112323	0	6439	Deferred Directors Comp			
34555																						0	4252	0	14162	309	379	0	0	0	0	0	2705	0	0	68	0	0	0	6826	0	0				
34742																							1704	1171	12862		1997				0	0	1017							6973	0	0				
35057																						0	1222	0	4734	163	480	0	0	0	0	0	1050	0	0	113	0	0	0	1312	0	670				
35301	0	395302	178283	32708540	0	28519506	24503501	0	0	0	0	396429	0	0	0	0	0	0	553235	2665785	0		393023																				Collateral deposits, net			
35570																							232814	220675	692734	7534	13761	4168			0	0	70765							61252	74055	19412	Mortgage related suspense accounts			
35646																						0	29	30	2926	0	64	0	0	0	0	0	258	0	0	0	0	0	0	1830	0	715				
35879																							1200	542	8114		295				0	0	575							5502	0	0				
36456																							394	0	4987		188				0	0	2398							2007	0	0				
36933																							109	448	2063		465				0	0	540							501	0	0				
37051																							64	0	1271		170				0	0	564							473	0	0				
37341																							19	0	1315		57				0	0	230							1009	0	0				
37435																							1122	0	7786	1510	2759				0	0	3905			102				0	0	0				
37640																						0	13048	0	82930	0	13328	7373	0	0	0	0	12789	0	0	0	0	0	0	31820	0	11945	Investments in Affordable Housing			
37659																						123	0	0	1685	2	490	0	0	0	0	0	427	0	0	0	0	0	0	768	0	0				
37949																							81	0	9062		117				0	0	2277							4002	0	2585				
38740																							853	264	6585		316				0	0	599							4553	0	0				
39327																							0	0	14442		948				0	0	1342							11980	172	0				
39756																							606	0	12220	818	1549				0	0	2962							3511	0	3592	0			
40033																							231	0	3484		503				0	0	253							824	0	1673				
40499																							17753	0	92564		26663	12381			0	0	5964							34759	1985	5440	SUPPLEMENTAL EXECUTIVE RETIREMENT PLAN			
40855																							667	0	1429		55				0	0	707							0	0	0				
41245																							45	278	1580		28				0	0	231							504	0	494				
41553																							343	0	2813		11				0	0	843							1616	0	0				
41629																							705	621	6232		3532	2725			0	0	990							384	0	0	Low Income Housing Investment			
41825																							255	1184	7769	471	954	230			0	0	782							2845	0	1749	Other Assets			
41937																							64	0	1964		51				0	0	515							1334	0	0				
41955																							198	0	682		142				0	0	342							0	0	0				
42037																							0	321	2896		155				0	0	394							1781	0	245				
42354																						0	94	0	5369	301	431				0	0	709							4135	0	0				
42372																							548	1692	9642		268				0	0	1316							5818	0	0				
42420																						200	33972	41567	326075	8938	22250	0	0	0	0	0	17427	3909	0	0	0	0	0	128898	74445	7516				
42448																						14	8572	4440	25581	1633	1820	0	0	0	0	0	10749	0	0	139	0	0	0	0	0	0				
42457																							419	0	1110		146				0	0	545							0	0	0				
43052																							279	315	4695		223				0	0	301							3577	0	0				
43351																							562	81	6625		599				0	0	3101							0	1218	1064				
43856																							625	180	2374		77				0	0	201							1291	0	0				
43959																							66	18	867		183				0	0	600							0	0	0				
44040																							1018	1900	14012		469				0	0	3370							7255	0	0				
44433																						0	2080	0	3762	374	517				0	0	1165							0	0	0				
44741																							1643	830	4368		369				0	0	1526							0	0	0				
44750																							998	1122	7573	189	293				0	0	475							3128	0	1557				
44929																							1237	0	4710	355	477				0	0	392							899	0	1705				
45038																						0	103	532	3529	0	319	0	0	0	0	0	763	0	0	250	0	0	0	1812	0	0				
45047																							541	0	1729		154				0	0	1034							0	0	0				
45056																							200	0	1117		96				0	0	821							0	0	0				
45430																							664	596	5153		238				0	0	438							1540	0	1677				
45458																							801	11	3296		643				0	0	944							897	0	0				
45551																						0	2301	47	25662	454	3200				0	0	8493			101	201			8793	0	2828				
45560																						0	11353	0	63565	12478	19868	5218	0	0	0	0	4451	0	0	0	0	0	0	24420	0	3473	Equity Securities			
45775																							679	1038	6230		223				0	0	443							3847	0	0				
46053																							2353	0	8880		336				0	0	643							5264	0	284				
46941																							524	0	5257		113				0	0	524							1523	0	2573				
47247																						0	2970	0	14776	670	1872	645			0	0	1305	391		62				8629	0	0	Lender Reserve Acct Receivable			
47256																							40	0	167	24	41				0	0	86							0	0	0				
47452																							36	0	352		32				0	0	284							0	0	0				
47500																							3096	0	5008		657				0	0	1255							0	0	0				
48057																							178	69	2885		156				0	0	897							1585	0	0				
48150																						0	248	0	550	0	23	0	0	0	0	0	279	0	0	0	0	0	0	0	0	0				
48374																						0	9729	0	36108	1036	5240	0	0	0	0	0	7251	0	0	0	0	2737	0	3223	7472	3193				
48440																							157	298	3749		43				2	0	566							2683	0	0				
49054																						1117	886	0	3847	0	1534	0	0	0	0	0	1427	0	0	0	0	0	0	0	0	0				
49148																							205	0	3600		96				0	0	703							2596	0	0				
49241																							9179	2677	37392		1360				0	0	5700							12133	0	6343				
49652																							785	76	6818		132				0	0	1192							4633	0	0				
49858																							503	28	3344		240				0	0	346							2227	0	0				
49951																							298	0	4197		347				0	0	1479							2073	0	0				
50144																							346	575	4126		42				0	0	324							2839	0	0				
50461																							0	1772	2690	35	751				0	0	167							0	0	0				
50872																							2898	0	5405		161				0	0	439							0	0	1907				
51253																						0	1326	1806	16705	0	3810	3286	0	0	0	0	4108	0	0	0	0	0	0	5655	0	0	Prepaid Taxes			
51356																						11	0	0	280	45	56				0	0	224							0	0	0				
51459																							1848	0	8341		159				0	0	2593							3741	0	0				
51842																							175	3018	10035	377	1277	643			0	0	2210							3355	0	0	Nevada Sub Tax Credit			
52719																						0	6402	73926	121772	0	41444	34682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A/R Trade			
52951																							582	433	3002		244				0	0	1743							0	0	0				
53051																							5	0	388		86				0	0	297							0	0	0				
53752																							47	26	314		101				0	0	140							0	0	0				
54049																							239	479	5128		217				0	0	461							2854	878	0				
54058																							577	63	5929		217				0	0	5072							0	0	0				
54441																							171	1011	2861		200				0	0	791							688	0	0				
54656																						0	2372	0	16266	160	232	0	0	0	0	0	4745	0	0	0	0	0	0	5333	0	3584				
54973																							64221	0	254351		25251	13741			0	0	17488							147391	0	0	Prepaid Pension Benefit			
55336																							1391	0	6862		1667				0	0	948							2856	0	0				
55635																							216	1718	2866	268	348				0	0	584							0	0	0				
55653																							1192	24	1527		32				0	0	279							0	0	0				
55970																							525	1078	16580		1662				0	0	1255							8421	0	3639				
56258																							269	0	1405		186				0	0	950							0	0	0				
56351																							6724	1810	43729	2946	6118				0	0	5351			1066				23726	0	0				
56548																							1282	1499	13131		449				0	0	1885							8016	0	0				
56557																							9048	9291	93547	3971	6595				0	0	13924							52436	0	2253				
56717																							2309	3956	28320		4341				0	0	1839							12034	0	3841				
57040																						0	212	882	2436	157	157	0	0	0	0	0	1185	0	0	0	0	0	0	0	0	0				
57451																						0	381	775	8528	184	547	246	0	0	0	0	2229	0	0	0	0	0	0	4596	0	0	Income Tax Payable			
58177																							994	0	5020		66				0	0	395							3565	0	0				
58207																							473	1215	8753		451				0	0	555							6059	0	0				
58225																							578	406	10017		1586				0	0	881							4469	0	2097				
58243																						0	29448	49620	204289	11862	21630	0	0	0	0	0	11962	3658	0				0	53487	38142	0				
58355																							98	0	447		26				0	0	122							201	0	0				
58551																							0	0	5739		546				0	0	1867							2881	0	445	WARRANTS	FHLB STOCK	BANKERS BANCORP STOCK	
58636																							1336	1766	13925		503				0	0	1597							2290	0	6433				
58757																							1196	0	2357		227				0	0	934							0	0	0				
58971																						0	6858	43083	108389	6570	18406	0	0	0	0	0	17946	0	0	0	0	0	0	22096	0	0				
59316																							3115	7163	53260	2165	2414				0	0	3729							25233	3777	7829				
59352																							118	0	8873		120				0	0	1408							7227	0	0				
59370																							713	906	12235		778				0	0	818							6301	0	2719				
59754																							271	0	930		37				0	0	84							538	0	0				
60143		648572	239216	3647357		1290300	587479			0	0	189218							1252088	27963	0		648572																				Pension Plan Assets			
60330																						0	1740	153	18795	1051	1996	0	0	0	0	0	1915	0	0	0	0	0	0	5568	0	7423				
60545																						0	635	56	2807	0	128	0	0	0	0	0	1988	0	0	0	0	0	0	0	0	0				
60554																							180	0	1617		61				0	0	861							515	0	0				
60648																						0	764	1362	9088	310	617	0	0	0	0	0	610	0	0	0	0	0	0	4674	0	1061				
61122																							5204	17749	80590	2095	12085				0	0	3689							41863	0	0				
61355																							3018	0	16484	651	2232				0	0	5067						0	6167	0	0				
61476																							2680	529	6756		545				0	0	662							2340	0	0				
61757																							755	727	6962	157	280			109	0	0	758							4442	0	0			Debit Card Settlement	
61832																							1316	1394	11179		454				0	0	1138							2291	0	4586				
61953																							242	0	703		72				0	0	389							0	0	0				
62044																							401	177	1237		36				0	0	74							549	0	0				
62110																							81	326	650		242				0	0	1							0	0	0				
62147																						0	102	0	2095	51	210				0	0	298							1485	0	0				
62772																							2988	3456	25726		2716				0	0	2572							641	0	13353				
63050																							25	726	5231		123				0	0	1262							3095	0	0				
63069	0	64388	385623	1410716	0	614473	217167	0	0	0	0	124015	0	0	0	0	0	0	93798	128419	0		64388																				Affordable Housing Investments Commitment			
63201																							123	977	2314		778				0	0	151							285	0	0				
63573																							3655	2694	9105		1659				0	0	1097							0	0	0				
63733																						0	3223	1130	26788	724	1603	566	205	0	0	0	4923	0	0	98	0	0	0	10794	0	5115	Delayed Payments MBS & SBA	Federal Income Taxes - Receivalbe Current		
63742																							287	2013	10995		307				0	0	764							7624	0	0				
63751																						6	27	3	85	17	25	1	1		0	0	30							0	0	0	ANTICIPATED TAXES	VISA/MC/DISCOVER C-I-P		
64150																							1005	0	5269		132				0	0	1065							3067	0	0				
64543																							1637	997	12434		1092				0	0	1221							4709	0	2778				
64552																							554	0	7768		2860	1568			0	0	400							3954	0	0	Escrow/Foreclosure Advance Receivable			
64730																							173	3593	5461		1079				0	0	616							0	0	0				
65205																							2631	0	44693	520	1006				0	0	1916			84				26436	0	12704				
65241																							126	303	4078		55				0	0	902							2062	630	0				
65513		375	79	4413	1407	2386	591	137		0	0	1573				251			0	0	0		375																				Fees earned not collected	Other financial assets		
65559																							1	1607	16210	572	818				0	0	4288			246				9496	0	0				
65746																						0	8146	10640	26849	1114	3704	2437	0	0	0	0	2568	0	0	0	0	0	0	1791	0	0	FHLB LAR Receivable			
65858																							7119	424	35149		8524	4616			0	0	5255							12429	0	1398	Artwork			
66154																							1085	319	4494		107				0	0	919							2064	0	0				
66275																							283	821	6218		511				0	0	772							3831	0	0				
66677																							1021	239	6745	218	1910	1677			0	0	341							3234	0	0	FHLB MPP - Lenders Risk account			
67142																							544	0	2074		601				0	0	929							0	0	0				
67151																							3624	0	8116		2142				0	0	2350							0	0	0				
67209																							6892	2836	20916		1632				0	0	1883							7673	0	0				
67254																							0	0	59		33				0	0	26							0	0	0				
67656																							1057	9464	19112		3580	2279			0	0	2592							2419	0	0	NEGATIVE CURRENT TAXES			
67870																							660	0	1850		487				0	0	703							0	0	0				
68448																							707	0	1520		325				0	0	488							0	0	0				
68671																							265	0	1194		525				0	0	404							0	0	0				
68756																						0	1593	0	14819	613	1139	348	0	0	0	0	3000	0	0	0	0	0	0	9087	0	0	NSF Non Post Cash Items			
68831																							457	1	2845	210	277				0	0	503							1607	0	0				
68840																							447	271	7699		936				0	0	1216							4829	0	0				
68859																							758	0	4156		734				0	0	2664							0	0	0				
69333																						0	4138	0	23691	1142	1364	0	0	0	0	0	4286	0	0	0	0	0	0	13903	0	0				
69678																							1316	378	7777		2600				0	0	3483							0	0	0				
70058																							916	55	3921		114				0	0	594							2242	0	0				
70218																						0	464	392	1550	183	281	0	0	0	0	0	413	0	0	0	0	0	0	0	0	0				
70414																							3518	1432	18439		780				0	0	1545							9620	0	1544				
70638																						0	1266	0	8088	580	1003	0	0	0	0	0	1740	0	0	0	0	0	0	2842	246	991				
70955																							0	0	269		48				0	0	221							0	0	0				
71073																							1327	140	5683		397				0	0	436							1146	0	2237				
71318																							6371	4855	26825	1704	2321				0	0	3791							4637	0	4850				
71457																							2065	243	15174		3346				0	0	4178							4869	473	0				
71859																							61	0	344		254				0	0	29							0	0	0				
72258																							0	0	5714		2824				0	0	2890							0	0	0				
72351																							37	0	503		83				0	0	383							0	0	0				
72454																							307	0	843		115				0	0	421							0	0	0				
72678																							5230	0	7386		814				0	0	1342							0	0	0				
73116																							884	11224	21125	1114	1842				0	0	1104							6071	0	0				
73152																						0	248	0	3745	116	116				0	0	747							1972	0	662				
73554																							1402	186	7516		540				0	0	2542							2846	0	0				
73956																							105	0	1377		41				0	0	350							881	0	0				
74056																						0	227	0	5334	116	1613	1473	0	0	0	3	1428	0	0	0	0	0	0	2063	0	0	NE MHEG Fund Investments			
74140																							15909	983	58135		7275	3919			0	0	7130							23449	0	3389	Investment in Low Income Housing			
74403																						64	3734	0	24297	867	4639		553		0	0	1794	214		1865	25			14130	0	0		Rabbi Trust Asset		
74449																							25	0	97		25				0	0	47							0	0	0				
75053																							1278	2980	19557		376				0	0	2146							12777	0	0				
75259																							811	480	13682	291	1769				0	0	1341			217				8552	0	729				
75446																							2596	42	5695		311				0	0	2746							0	0	0				
75455																							0	0	149		0				0	0	149							0	0	0				
75558																							847	2356	15322		1568				0	0	1945							6961	0	1645				
75633	0	1018237	1231090	6752740	0	1248131	621120	0	0	0	375	249640	0	0	0	0	0	0	1164932	1736123	104212		1018237																				Operating Leases to Others			
75651																							299	0	2466		222				0	0	388							1557	0	0				
76153																						79	359	0	1273	66	224	0	0	0	0	0	599	0	0	0	0	0	0	91	0	0				
76443																							1373	0	2061		117				0	0	571							0	0	0				
76854																							335	423	8462		379				0	0	928							3736	0	2661				
77150																						0	209	0	813	0	64	0	0	0	0	0	540	0	0	0	0	0	0	0	0	0				
77253																							1235	0	8508		156				0	0	1116							6001	0	0				
77422																							815	1033	10166		3804				0	0	408							2062	0	2044				
77851																						0	9974	4504	62221	0	6231	0	0	0	0	0	9934	0	0	0	0	0	0	31578	0	0				
78157																							100	0	325		83				0	0	142							0	0	0				
78241																							48	99	617	113	113				0	0	357							0	0	0				
78559																							332	0	1626		403				0	0	891							0	0	0				
79042																							183	311	5568		139				0	0	1092							3737	0	106				
79127																						0	270	0	2711	122	177	0	0	0	0	0	25	0	0	0	0	0	0	2239	0	0				
79145																							1067	112	2374		212				0	0	983							0	0	0				
79257																							51	0	307		16				0	0	240							0	0	0				
79855																							265	186	1245		224				0	0	570							0	0	0				
80150																							432	0	12539		300				0	0	4650							5411	0	1746				
80374																							1768	0	9069		308				0	0	361							6632	0	0				
80431																							519	55	1305		45				0	0	686							0	0	0				
80552																							6	0	677		385				0	0	88							198	0	0				
80936																						0	105	0	4185	405	435	0	0	0	0	0	521	0	0	0	0	0	0	742	1213	1169				
81175																							383	927	3781		738				0	0	1733							0	0	0				
81429																							181	485	4915		357				0	0	487							3405	0	0				
82033																							518	1744	8307		1090				0	0	485							4470	0	0				
82257																							161	15	537		18				0	0	343							0	0	0				
82350																							195	0	1284		127				0	0	348							614	0	0				
82659																						6	358	0	2091	71	86	0	0	0	0	0	687	0	0	0	9	0	0	960	0	0				
