"IDRSSD"	RIAD0497	RIAD4042	RIAD4136	RIAD4141	RIAD4146	RIAD4461	RIAD4462	RIAD4463	RIAD4464	RIAD4467	RIAD4468	RIAD4469	RIAD4486	RIAD4487	RIAD4488	RIAD4489	RIAD4491	RIAD4498	RIAD4499	RIAD4521	RIAD4522	RIAD4769	RIAD8403	RIADB526	RIADB527	RIADC013	RIADC014	RIADC015	RIADC016	RIADC017	RIADC018	RIADF229	RIADF555	RIADF556	RIADF557	RIADF558	RIADF559	RIADJ447	TEXT4461	TEXT4462	TEXT4463	TEXT4464	TEXT4467	TEXT4468	TEXT4469	TEXT4487	TEXT4489	TEXT4498	TEXT4499	TEXT4521	TEXT4522	TEXT4769	TEXTB526	TEXTB527	
14155	66	14	13	6	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	65	0	0	4	84	19	79	363	69	0	237	33	76	131	26	0																	
14650	0	0	0	0	CONF	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	51	0	53	63	30	0	0	18	0	53	0	0	Exchange and Collections																
14753	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0																	
14865	239	0	130	76	CONF	232	0	0	202	78	93	0	0	0	0	0	0	0	0	0	0	false	95	0	0	64	145	0	44	220	112	0	619	140	0	0	87	0	BEO MORTGAGE BROKER FEE INCOME			Jack Henry Outsource Expense	Item Processing Expense	Armored Car Service											
14977	28	0	114	22	CONF	0	0	0	20	14	0	0	0	0	0	0	0	0	0	0	0	false	14	0	0	0	0	0	0	8	20	0	0	33	0	0	10	0				INSURANCE	FRB FEES												
16458	236	0	299	0	CONF	0	0	0	139	209	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	34	0	67	132	418	0	0	593	0	0	448	379	0				Professional Fees	Service Contracts												
16551	182	0	0	80	CONF	72	0	0	212	0	0	0	0	0	0	0	0	0	0	0	0	false	107	0	0	0	72	31	51	156	138	0	349	0	0	207	232	0	Managment fees			Other Real Estate Expenses													
16748	10	0	48	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	27	0	0	0	50	7	12	169	13	0	63	93	0	51	26	0																	
16944	4	20	60	6	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	20	162	0	5	0	10	36	184	28	0	0	0	9	0	14	0															Adjustments to deferred taxes, reserve for federal income tax per bank accountants		
16953	35	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0																	
17110	478	0	0	0	CONF	0	0	0	1222	368	316	0	0	0	0	0	0	0	0	0	0	true	0	0	0	0	0	0	0	663	264	0	0	204	0	0	0	0				REFERAL FEES	CUSTODIAN COSTS	CONTRIBUTIONS								2.o - TRAVEL & ENTERTAINMENT            723 2.p - OTHER PROFESSIONAL FEES          237 2.q - OTHER CLIENT FEES                         303			
17147	2122	776	0	0	CONF	1115	9124	0	3023	0	0	0	0	0	0	0	0	0	0	0	0	false	1651	0	0	0	3377	0	1256	3172	1132	0	8316	1163	0	2376	1650	0	Derivative Hedge Income	Gain on Acquisition		Other Outside Services													
17259	11	13	38	82	CONF	6	4	23	0	0	0	0	0	0	0	0	0	0	0	0	0	false	27	0	0	7	76	8	115	0	48	0	0	0	0	0	0	0	ROYALTY INCOME 660000	FORFITURE INCOME 659900	OTHER MISC INCOME 689900														
17464	960	205	527	768	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	866	19	0	0	1016	127	527	0	474	0	2626	969	1890	665	675	0															FAVORABLE ADJUSTMENT IN ESTIMATE OF ACCRUED FEDERAL TAXES		
17950	161	0	31	45	CONF	51	399	60	93	80	75	0	0	0	0	0	0	0	0	0	0	false	71	0	0	25	60	21	70	369	127	0	0	59	0	0	77	0	OTHER COMMISSIONS AND FEES	RE SECONDARY LOAN FEES	CHECK CHARGES WAIVED	OCC ASSESSMENT	REPO AND COLLECTIONS	BOND INSURANCE											
17978	26	124	129	2	CONF	37	7	20	96	138	137	0	0	0	0	0	0	0	0	0	0	false	66	0	0	8	0	9	133	435	41	0	9	56	0	0	68	0	Appraisal & Inspection Fees	Wire Transfer & Income from Monry Orders	Misc. Operating Income	OCC Assessments	Acquisition & Retention Costs of ORE	Misc. Operating Expense											
18050	131	0	233	218	CONF	116	0	0	204	114	0	0	0	0	0	0	0	0	0	0	0	false	165	0	0	0	66	63	59	0	0	0	1386	0	0	832	495	0	Merchant Bankcard			Business Development & Goodwill	OCC Assessments												
18135	0	0	0	206	CONF	0	0	0	1285	193	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	150	0	0	304	0	0	0	176	0	0	0	0				Conventional Credit Ins Prem	FHA Title One Ins Prem												
18377	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	36	0	0	0	25	0	0	0	0																	
18827	111	311	150	260	CONF	578	0	0	369	115	130	0	0	0	0	0	0	0	0	0	0	false	107	0	0	157	0	0	0	435	120	0	0	163	0	311	126	0	Visa Check Card Income			Donations	Examination Expense	Pennsylvania Shares Tax											
18836	73	0	113	0	CONF	140	0	0	269	107	112	0	0	0	0	0	0	0	0	0	0	false	77	0	0	0	138	0	237	542	0	0	0	127	0	0	0	0	MISC CHARGES			HOLDING COMPANY MANAGEMENT FEE	OTHER REAL ESTATE EXPENSES	OTHER LOAN EXPENSES											
18854	309	59	58	76	CONF	268	0	0	177	0	0	0	0	0	0	0	0	0	0	0	0	false	47	0	0	0	0	0	114	538	139	0	0	124	0	0	39	0	SERVICING FEES FHLB MPF LNS			MISC EXP - ACCRUED EXPENSES													
19356	54	0	34	14	CONF	0	0	0	208	31	0	0	0	0	0	0	0	0	0	0	0	false	41	-19	0	13	9	14	34	193	41	0	0	0	0	0	0	0				Other real estate expense	Dues and subscriptions										To record deferred compensation as of 12-31-2011		
19730	1715	269	0	2486	CONF	471	0	0	4476	767	671	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	1469	241	2829	2424	866	0	601	0	815	715	946	0	Letter of Credit Fees			OREO Expenses	Loan Administration	Messenger/Armored Service											
19936	111	0	134	191	CONF	32	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	false	106	0	0	39	91	0	423	341	84	0	0	0	0	259	111	0	Other Miscellaneous Income (Primarily Credit Life Rebates)			OREO Expense													
19972	73	0	87	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	106	0	0	0	0	0	0	58	0	0	0	0																	
20053	0	0	0	106	CONF	0	56	0	0	86	41	0	0	0	0	0	0	0	0	0	0	false	28	0	0	0	0	0	0	64	0	0	0	261	0	0	0	0		PMI claim (Sayles)			Core Deposit Intangibles	Real Estate Property Taxes											
20512	28	0	45	0	CONF	0	0	0	110	124	48	0	0	0	0	0	0	0	0	0	0	false	38	0	0	0	0	6	62	2	59	0	0	0	0	103	0	2				pa shares tax	professional services	bank exam											
20633	256	0	122	99	CONF	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	209	0	295	716	181	0	0	228	0	0	0	0						BUSINESS FRANCHISE											
20857	29	0	26	6	CONF	10	163	0	247	101	28	0	0	0	0	0	0	0	0	0	0	false	17	0	0	0	13	7	0	0	42	0	57	35	72	0	11	0	Data Processing Income	Insurance death benefit paid		Donations	PR expense	Personnel training/travel/mtgs											
21256	1	0	19	9	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	0	1	15	2	0	42	4	0	0	0	0	0	4	0																	
