"IDRSSD"	RCFD2170	RCFD3123	RCFD3128	RCFDA222	RCFDB704	RCFDD957	RCFDD958	RCFDD959	RCFDD960	RCFDD961	RCFDD962	RCFDD963	RCFDD964	RCFDD965	RCFDD967	RCFDD968	RCFDD969	RCFDD970	RCFDD976	RCFDD977	RCFDD978	RCFDD979	RCFDD980	RCFDD981	RCFDD982	RCFDD983	RCFDD984	RCFDD985	RCFDD987	RCFDD988	RCFDD989	RCFDD990	RCFDD991	RCFDD992	RCFDD993	RCFDD994	RCFDD995	RCFDD996	RCFDD997	RCFDD998	RCFDD999	RCFDG603	RCFDG604	RCFDG605	RCFDG606	RCFDG607	RCFDG608	RCFDG609	RCFDG610	RCFDG611	RCFDG612	RCFDG613	RCFDG614	RCFDG615	RCFDG616	RCFDG617	RCFDG618	RCFDG619	RCFDG620	RCFDG621	RCFDG622	RCFDG623	RCFDG624	RCFDG625	RCFDG626	RCFDG627	RCFDG628	RCFDG629	RCFDG630	RCFDG631	RCFDG632	RCFDG633	RCFDG634	RCFDG635	RCFDG636	RCFDG637	RCFDG641	RCFDG642	RCFDH171	RCFDH172	RCFDH173	RCFDH174	RCFDH175	RCFDH176	RCFDH177	RCFDH178	RCFDH179	RCFDH180	RCFDH181	RCFDH182	RCFDH185	RCFDH186	RCFDH187	RCFDH188	RCFDH191	RCFDH193	RCFDH194	RCFDH195	RCFDH196	RCFDH197	RCFDH198	RCFDH199	RCFDH200	RCFDH270	RCFDH271	RCFDH272	RCFDH273	RCFDH274	RCFDH275	RCFDH276	RCFDH277	RCFDH278	RCFDH279	RCFDH280	RCFDH281	RCFDH282	RCFDH283	RCFDH284	RCFDH285	RCFDH286	RCFDH287	RCFDH288	RCFDH289	RCFDH290	RCFDH291	RCFDH292	RCFDH293	RCFDH294	RCFDH295	RCFDH296	RCFDH297	RCFDH298	RCFDH299	RCFDH300	RCFDH301	RCFDH302	RCFDH303	RCFDH304	RCFDH307	RCFDH308	RCFDH309	RCFDH310	RCFDHJ74	RCFDHJ75	RCFDHJ76	RCFDHJ77	RCFDHJ78	RCFDHJ79	RCFDHJ80	RCFDHJ81	RCFDHJ82	RCFDHJ83	RCFDHJ84	RCFDHJ85	RCFDHJ86	RCFDHJ87	RCFDHJ88	RCFDHJ89	RCFDHJ90	RCFDHJ91	RCFDHJ92	RCFDHJ93	RCFDHJ94	RCFDHJ95	RCFDHJ96	RCFDHJ97	RCFDHJ98	RCFDHJ99	RCFDHK00	RCFDHK01	RCFDJA21	RCFDS396	RCFDS397	RCFDS398	RCFDS399	RCFDS400	RCFDS402	RCFDS403	RCFDS405	RCFDS406	RCFDS413	RCFDS414	RCFDS415	RCFDS416	RCFDS417	RCFDS419	RCFDS420	RCFDS421	RCFDS423	RCFDS424	RCFDS425	RCFDS426	RCFDS427	RCFDS428	RCFDS429	RCFDS431	RCFDS432	RCFDS433	RCFDS434	RCFDS435	RCFDS436	RCFDS437	RCFDS439	RCFDS440	RCFDS441	RCFDS442	RCFDS443	RCFDS445	RCFDS446	RCFDS447	RCFDS449	RCFDS450	RCFDS451	RCFDS452	RCFDS453	RCFDS454	RCFDS455	RCFDS457	RCFDS458	RCFDS459	RCFDS460	RCFDS461	RCFDS462	RCFDS463	RCFDS466	RCFDS467	RCFDS469	RCFDS470	RCFDS471	RCFDS475	RCFDS476	RCFDS477	RCFDS478	RCFDS479	RCFDS480	RCFDS481	RCFDS482	RCFDS483	RCFDS484	RCFDS485	
85454																																																																																																																																																																																																																																																	
85472																																																																																																																																																																																																																																																	
85931																																																																																																																																																																																																																																																	
86349																																																																																																																																																																																																																																																	
86358																																																																																																																																																																																																																																																	
86554																																																																																																																																																																																																																																																	
86675																																																																																																																																																																																																																																																	
87047																																																																																																																																																																																																																																																	
87159																																																																																																																																																																																																																																																	
87234																																																																																																																																																																																																																																																	
87476																																																																																																																																																																																																																																																	
87579																																																																																																																																																																																																																																																	
88231																																																																																																																																																																																																																																																	
88240																																																																																																																																																																																																																																																	
88259																																																																																																																																																																																																																																																	
88352																																																																																																																																																																																																																																																	
88455																																																																																																																																																																																																																																																	
88772																																																																																																																																																																																																																																																	
88950																																																																																																																																																																																																																																																	
89032																																																																																																																																																																																																																																																	
89135																																																																																																																																																																																																																																																	
89854																																																																																																																																																																																																																																																	
89957																																																																																																																																																																																																																																																	
90047																																																																																																																																																																																																																																																	
90177																																																																																																																																																																																																																																																	
90328																																																																																																																																																																																																																																																	
90337																																																																																																																																																																																																																																																	
90579																																																																																																																																																																																																																																																	
91615																																																																																																																																																																																																																																																	
91651																																																																																																																																																																																																																																																	
91754																																																																																																																																																																																																																																																	
91950																																																																																																																																																																																																																																																	
92144																																																																																																																																																																																																																																																	
92676																																																																																																																																																																																																																																																	
92706																																																																																																																																																																																																																																																	
92902																																																																																																																																																																																																																																																	
93244																																																																																																																																																																																																																																																	
93543																																																																																																																																																																																																																																																	
93619																																																																																																																																																																																																																																																	
93758																																																																																																																																																																																																																																																	
94139																																																																																																																																																																																																																																																	
94522																																																																																																																																																																																																																																																	
94755																																																																																																																																																																																																																																																	
94858																																																																																																																																																																																																																																																	
95051																																																																																																																																																																																																																																																	
95659																																																																																																																																																																																																																																																	
95677																																																																																																																																																																																																																																																	
96553																																																																																																																																																																																																																																																	
97055																																																																																																																																																																																																																																																	
97279																																																																																																																																																																																																																																																	
97457																																																																																																																																																																																																																																																	
97804																																																																																																																																																																																																																																																	
97943																																																																																																																																																																																																																																																	
98351																																																																																																																																																																																																																																																	
98463																																																																																																																																																																																																																																																	
98717																																																																																																																																																																																																																																																	
99143																																																																																																																																																																																																																																																	
99255																																																																																																																																																																																																																																																	
99376																																																																																																																																																																																																																																																	
99442																																																																																																																																																																																																																																																	
99536																																																																																																																																																																																																																																																	
99853																																																																																																																																																																																																																																																	
100236																																																																																																																																																																																																																																																	
100357																																																																																																																																																																																																																																																	
100562																																																																																																																																																																																																																																																	
100777																																																																																																																																																																																																																																																	
100843																																																																																																																																																																																																																																																	
101019	6768418	47863	0	0	5870766	139131	106580	29071	0	196147	52321	139285	4541	0	359455	736982	0	5251	46576	0	0	0	0	314088	0	16271	0	222121	545164	939295	329302	4792729	224130	224130	0	165590	0	58540	25835	12918	0	0	12918	0	102569	20514	0	0	0	20514	0	0	0	0	0	0	0	0	0	0	0	0	1128734	564367	15180	144123	0	403699	560344	1261116	386372	5298623	0	252223	193186	5298623	5870766	25437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0		0	0	69927	30425	0	0	69927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1054190	3480	0	0	0	0	-47498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	324761	0	0	324761	0	2730	0	2730	51045	0	0	0	0	0	51045	4610047	196	26808	17686	0	4565357	0	46576	0	5769	0	0	50676	50676	0	10135	0	26891	26891	0	3464	0	0	
101037																																																																																																																																																																																																																																																	
101439																																																																																																																																																																																																																																																	
101671																																																																																																																																																																																																																																																	
101738																																																																																																																																																																																																																																																	
101952																																																																																																																																																																																																																																																	
102155																																																																																																																																																																																																																																																	
102333																																																																																																																																																																																																																																																	
102342																																																																																																																																																																																																																																																	
102539																																																																																																																																																																																																																																																	
102557																																																																																																																																																																																																																																																	
102874																																																																																																																																																																																																																																																	
103134																																																																																																																																																																																																																																																	
103255																																																																																																																																																																																																																																																	
103563																																																																																																																																																																																																																																																	
104234																																																																																																																																																																																																																																																	
104542																																																																																																																																																																																																																																																	
104971																																																																																																																																																																																																																																																	
105026																																																																																																																																																																																																																																																	
105222																																																																																																																																																																																																																																																	
105473																																																																																																																																																																																																																																																	
105530																																																																																																																																																																																																																																																	
106359																																																																																																																																																																																																																																																	
106452																																																																																																																																																																																																																																																	
106676																																																																																																																																																																																																																																																	
107244																																																																																																																																																																																																																																																	
107459																																																																																																																																																																																																																																																	
107570																																																																																																																																																																																																																																																	
107758																																																																																																																																																																																																																																																	
108072																																																																																																																																																																																																																																																	
108269																																																																																																																																																																																																																																																	
108652																																																																																																																																																																																																																																																	
108746																																																																																																																																																																																																																																																	
108951																																																																																																																																																																																																																																																	
109136																																																																																																																																																																																																																																																	
109154																																																																																																																																																																																																																																																	
109453																																																																																																																																																																																																																																																	
109574																																																																																																																																																																																																																																																	
109659																																																																																																																																																																																																																																																	
110413																																																																																																																																																																																																																																																	
110936																																																																																																																																																																																																																																																	
110945																																																																																																																																																																																																																																																	
110972																																																																																																																																																																																																																																																	
111157																																																																																																																																																																																																																																																	
111205																																																																																																																																																																																																																																																	
111661																																																																																																																																																																																																																																																	
111942																																																																																																																																																																																																																																																	
111979																																																																																																																																																																																																																																																	
112163																																																																																																																																																																																																																																																	
112332																																																																																																																																																																																																																																																	
112444																																																																																																																																																																																																																																																	
112510																																																																																																																																																																																																																																																	
112556																																																																																																																																																																																																																																																	
112837	289992852	2259002	0	8513	189888988	53240535	8980325	44259992	218	29572203	11823896	17748307	0	0	16423271	19044193	0	288157	963819	0	0	0	37273	28282165	1501734	385197	28518	9146676	38729226	83545286	7286728	137783561	1862204	1862204	36862	0	0	1773761	39746	19873	544	0	0	19263	7129	1426	0	0	0	1426	0	0	0	0	0	0	3978197	3978197	0	0	3007329	970868	28232625	14116313	0	434612	0	13429392	39400709	84870141	10294057	156419952	0	16974028	5147029	156419952	189880475	1746422	0	0	0	0	0	0	0	0	0	0	0	0	6555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1447605	0	0	1756518	416423	1413	0	1757931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35755621	0	0	0	0	0	0	0	0	0	450983	0	38847	196507	215629	5270	0	5270	31186	0	0	0	0	0	31186	787837	0	0	0	0	787837	0	5904487	0	0	5700342	204145	780193	0	780193	856766	0	0	0	0	0	856766	130533737	0	0	2068750	1361361	127103626	0	926546	0	14007949	0	0	0	0	0	0	0	1264933	1264933	0	2619923	0	122976	
113003																																																																																																																																																																																																																																																	
113030																																																																																																																																																																																																																																																	
113441																																																																																																																																																																																																																																																	
113601																																																																																																																																																																																																																																																	
113740																																																																																																																																																																																																																																																	
113937																																																																																																																																																																																																																																																	
114149																																																																																																																																																																																																																																																	
114251																																																																																																																																																																																																																																																	
114260																																																																																																																																																																																																																																																	
114457																																																																																																																																																																																																																																																	
114774																																																																																																																																																																																																																																																	
114840																																																																																																																																																																																																																																																	
114859																																																																																																																																																																																																																																																	
115100																																																																																																																																																																																																																																																	
115146																																																																																																																																																																																																																																																	
115575																																																																																																																																																																																																																																																	
116358																																																																																																																																																																																																																																																	
116554																																																																																																																																																																																																																																																	
116741																																																																																																																																																																																																																																																	
117038																																																																																																																																																																																																																																																	
117074																																																																																																																																																																																																																																																	
117458																																																																																																																																																																																																																																																	
117672																																																																																																																																																																																																																																																	
117775																																																																																																																																																																																																																																																	
118156																																																																																																																																																																																																																																																	
118660																																																																																																																																																																																																																																																	
118736																																																																																																																																																																																																																																																	
119153																																																																																																																																																																																																																																																	
119528																																																																																																																																																																																																																																																	
119779																																																																																																																																																																																																																																																	
119872																																																																																																																																																																																																																																																	
120476																																																																																																																																																																																																																																																	
120542																																																																																																																																																																																																																																																	
120609																																																																																																																																																																																																																																																	
120953																																																																																																																																																																																																																																																	
121642																																																																																																																																																																																																																																																	
121651																																																																																																																																																																																																																																																	
121679																																																																																																																																																																																																																																																	
121914																																																																																																																																																																																																																																																	
122153																																																																																																																																																																																																																																																	
122546																																																																																																																																																																																																																																																	
122854																																																																																																																																																																																																																																																	
123075																																																																																																																																																																																																																																																	
123374																																																																																																																																																																																																																																																	
123646																																																																																																																																																																																																																																																	
124344																																																																																																																																																																																																																																																	
124830																																																																																																																																																																																																																																																	
125154																																																																																																																																																																																																																																																	
125471																																																																																																																																																																																																																																																	
125855																																																																																																																																																																																																																																																	
125873																																																																																																																																																																																																																																																	
125958																																																																																																																																																																																																																																																	
126012																																																																																																																																																																																																																																																	
126049																																																																																																																																																																																																																																																	
126375																																																																																																																																																																																																																																																	
