"IDRSSD"	RCFD1578	RCFD1752	RCFD2148	RCFD2160	RCFD2166	RCFD2168	RCFD3549	RCFD3550	RCFD3551	RCFDB556	RCFDC010	RCFDFT33	RCFDFT34	RCFDFT35	RCFDHT80	RCFDJ448	RCFDK201	RCFDK202	RCFDK270	RCON1578	RCON1752	RCON2148	RCON2160	RCON2166	RCON2168	RCON3549	RCON3550	RCON3551	RCONB556	RCONC010	RCONFT33	RCONFT34	RCONFT35	RCONHT80	RCONJ448	RCONK201	RCONK202	RCONK270	TEXT3549	TEXT3550	TEXT3551	
7009																					0	447	9825		7339				2039					0		0	0	0				
7045																				0	759	0	2293	349	527	0	0	0	1007	0	0	0	0	0	0	0	0	0				
7072																					3091	2081	14203		4332				1014					0		3685	0	0				
7456																					457	0	3760		158				1498					0		1647	0	0				
7634																					103	0	901		311				487					0		0	0	0				
8033																					1749	512	5998		226				2013					0		1498	0	0				
8462																					21	0	806		3				782					0		0	0	0				
8631																					337	193	3213		63				200					0		2420	0	0				
9357																					4799	0	8001		1087				2115					0		0	0	0				
9553																					2417	0	8675		361				3214					0		1744	0	939				
9807																					5584	0	137717	354	1193		610		6633					0		35442	88865	0		REVERSE MORTGAGE MIP		
9955																					1104	28	2347		110				1105					0		0	0	0				
10250																					1036	0	3477		654				1460					0		327	0	0				
10849																					727	1235	3435		441				1032					0		0	0	0				
11145																					1350	587	9759	1046	2007		961		690					0		2514	0	2611	Brownfield	Great Lakes Capital Fund		
11640																					4831	544	21815		1893				3819					0		10728	0	0				
11837																					100	540	1157		77				440					0		0	0	0				
12030																					7415	2396	14160		684				2499					0		1166	0	0				
12142																					704	665	9325		1280				1345					0		2793	0	2538				
12311		400772	39409	4535596		1322072		522196		303996					0		572767	852668	1043912																					Income Tax receivable		
12647																				0	153	0	1192	239	264	0	0	0	775	0	0	0	0	0	0	0	0	0				
12656																					29	14	181		35				103					0		0	0	0				
12946																					7094	4018	35348		1422				7727					0		3401	11686	0				
13103																					3108	0	26034	2251	5709				5288					0		11929	0	0				
13251																					520	0	1375		95				285					0		475	0	0				
13457																					0	11	1278		12				416					0		839	0	0				
14155																					1018	0	8537		224				2594					0		4701	0	0				
14650																					47	196	2068		109				194					0		1522	0	0				
14753																					169	0	844		54				621					0		0	0	0				
14865																					688	880	16021		1122				5679					0		5896	0	1756				
14977																				0	211	102	1257	45	45	0	0	0	899	0	0	0	0	0	0	0	0	0				
16551																					1386	0	7998		518				1351					0		4743	0	0				
16748																					209	178	2802		134				390					0		1891	0	0				
17110																				0	219	0	3291	0	2881	1535	0	0	191	0	0	0	0	0	0	0	0	0	INVESTMENT ADVISORY/TRUSTEE FEES RECEIVABLE			
17147																				0	28740	8415	442785	13331	73809	0	0	0	45909	37899	0	0	0	0	0	165076	101475	19361				
17259																					260	0	2700		147				351					0		1942	0	0				
17950																					2120	0	7002		323				4377					0		0	0	182				
17978																					3355	499	5430		364				1212					0		0	0	0				
18050																					528	0	10470		3034				2043					0		4865	0	0				
18135																					341	0	6503		362				266					0		5534	0	0				
18827																				0	5890	922	46154	4524	8825	2901	0	0	6009	0	0	0	0	0	0	8920	0	15588	NET DERIVATIVE ASSET			
18836																					424	507	6274		820				512					0		4011	0	0				
18854																					1072	0	7271	768	2337	932			3862					0		0	0	0	Deferred Tax Asset			
19356																					392	0	3625		192				348					0		2693	0	0				
19936																					629	208	8895		343				1628					0		6087	0	0				
19972																					33	343	3830		78				251					0		3125	0	0				
20053																					123	454	2513		131				614					0		1191	0	0				
20633																					971	656	10636		688				724					0		7597	0	0				
20857																					790	0	2660		41				1829					0		0	0	0				
21256																					56	0	429		5				34					0		334	0	0				
21359																					320	0	1125		41				608					0		156	0	0				
21658																					737	200	5353	113	129				829					0		2897	0	561				
22048																					1103	0	8382		1683				1060					0		4536	0	0				
22543																					491	0	2000		968				541					0		0	0	0				
22552																					837	0	2402		132				1433					0		0	0	0				
22730																					350	0	4525		157				733					0		3285	0	0				
23456																					695	0	2272		172				1405					0		0	0	0				
23504																				0	28469	12989	185607	13082	41070	0	0	0	11697	19227	0	0	0	0	0	46566	32554	12262				
23643																					1237	0	6955		211				988					0		1938	0	2581				
23755																					491	0	4027		240				604					0		2692	0	0				
24006																					6286	1843	43444		5530				5357					0		20910	0	3518				
24378																					433	160	837		83				161					0		0	0	0				
24453																					1307	872	3753		715				859					0		0	0	0				
24659																					5	0	480		0				475					0		0	0	0				
24668																					5840	927	13354	678	1777	738			4810					0		0	0	0	Investments in SBIC's			
24949																					1258	2426	15713		1261				895					0		9873	0	0				
25357																					3399	0	9414		721				5294					0		0	0	0				
25647																					168	2092	2929		170				499					0		0	0	0				
26176																					2916	2721	10525		671				1131					0		0	0	3086				
26457																					0	7	636		319				310					0		0	0	0				
26765																					9501	0	89618		9947				5162					0		45666	0	19342				
27070																					1646	0	9481		1146				1316					0		5373	0	0				
27548																					846	0	24830	2200	9686	1296	571	5000	3255			615		0		11043	0	0	Unposted CD/DDA	Low income tax community investment	SBA Fund	
27614																					1730	143	12770		1055				1784					0		8058	0	0				
27847																					2165	0	17967		1277				3629					0		5100	1016	4780				
28013																					34217	18915	228548		7394	3027	2543		13818					0		94184	0	60020	state and local taxes	items in transit		
28152																					577	0	5430	102	546				1014	444				0		3293	0	0				
28675																					1132	0	1874	141	177				565					0		0	0	0				
28732																					262	443	2143		104				329					0		1005	0	0				
29476																					609	0	3987		96				1545					0		1737	0	0				
29636																					2796	1780	36639		2600				3596					0		19031	895	5941				
29878																					3517	8767	21808	1325	3896	80		2491	5628					0		0	0	0	Seat License	Debit Escrow	Additional Minimum Liability Pension	
30052																					117	0	271		74				80					0		0	0	0				
30502																				0	922	0	8520	0	4831	0	0	0	2767	1804	0	0	0	0	0	0	0	0				
30650																					379	0	874		152				343					0		0	0	0				
30810		4439	632128	1756377	25412	65803				1054007					0		0	0	0																							
31134																					139	0	2733	342	700				1080					0		814	0	0				
31255																				0	2865	0	19053	1118	1964	0	0	0	2962	0	0	0	0	0	0	9330	0	1932				
31657																					320	0	4939		159				670					0		0	0	3790				
31826																					999	396	8769	181	1709				1040					0		4625	0	0				
31835																					1885	1881	17693		412				1567					0		11948	0	0				
32234																					1663	0	3559		403				1493					0		0	0	0				
32766																					24	0	174		0				150					0		0	0	0				
32971																					1362	300	12701		1571				1060					0		8133	0	275				
33147																					2788	0	8558		1063				2684					0		1143	0	880				
33259																					961	2485	8916		3117				2353					0		0	0	0				
33268																				8	0	0	3824	145	153				845					0		2826	0	0				
33370																					463	93	692		28				108					0		0	0	0				
33839																					47	0	402		8				347					0		0	0	0				
33857																					3161	0	10861	1268	1699				6001			176		0		0	0	0				
34425																					6907	719	33253		2892				3103					0		19632	0	0				
34434																					1016	0	4737		530				1078					0		2113	0	0				
34537																					33887	15820	220995	6584	20881	8431			25131			5739		0		118583	0	6693	Deferred Directors Compensation			
34555																				0	4190	0	14900	358	528	0	0	0	3022	0	145	1	0	0	0	7160	0	0				
34742																					2716	624	14268		2310				1056					0		7562	0	0				
35057																				0	968	0	4907	185	747	185	0	0	1109	0	0	0	0	0	0	1380	0	703	ATM Daily Settlement			
35301	0	664000	62000	33540000	0	28949000	14810000	8500000	0	477000	0	0	0	0	0	0	582000	2806000	0		662000																		Collateral deposits, net	Non Cash Securities Lending		
35570																				0	273996	108445	761466	0	81839	0	41499	0	80261	0	0	0	0	0	0	196795	0	20130		Collateral posted for derivative contracts		
35646																					1032	0	4025		51				272					0		1931	0	739				
35879																					1257	229	8272		312				648					0		5826	0	0				
36456																					281	302	5375		320				2396					0		2076	0	0				
36933																					144	224	2030		412				696					0		554	0	0				
37051																					102	38	1460		214				591					0		515	0	0				
37341																					141	0	1579		66				309					0		1063	0	0				
37435																					1251	0	8118		2687				4180					0		0	0	0				
37640																				0	13968	0	111485	0	13368	5764	0	0	17815	0	0	0	0	0	0	38532	0	27802	Investments in Affordable Housing			
37659																				0	44	0	1467	4	48	0	0	0	512	0	0	0	0	0	0	863	0	0				
37949																					121	0	8754		129				2184					0		6320	0	0				
38740																					853	49	6598		281				608					0		4807	0	0				
39327																					467	0	15688		949				1361					0		12622	289	0				
39756																					691	0	13787	1447	1807				4038					0		3668	0	3583	0			
40033																					309	0	3819		675				250					0		879	0	1706				
40499																					14876	4866	112388		35394	13231			9846					0		39912	2015	5479	DEFERRED COMPENSATION PLAN			
40855																					735	0	1654		41				878					0		0	0	0				
41245																					45	178	1557		24				270					0		525	0	515				
41553																					343	0	2750		27				691					0		1689	0	0				
41629																					562	363	5544		3151				1050					0		418	0	0				
41825																					392	917	8607	575	1224				1158					0		3083	0	1833	Other Assets	Health Insurance Reserve		
41937																					60	0	2051		55				516					0		1420	0	0				
41955																					198	0	900		132				570					0		0	0	0				
42037																					0	148	2901		149				463					0		1884	0	257				
42354																					99	0	5624		356				801					0		4368	0	0				
42372																					343	978	9008		337				1322					0		6028	0	0				
42420																				486	11561	15765	315455	9768	46552				21892	27571				0		135955	76127	7603				
42448																				12	8743	2967	35558	2059	3352	0	0	0	12278	0	0	0	0	0	0	8218	0	0				
42457																					690	0	1469		103				676					0		0	0	0				
43052																					332	127	4813		228				298					0		3828	0	0				
43351																					0	0	6216		1858				2020					0		1105	1233	0				
43856																					965	129	2726		63				198					0		1371	0	0				
43959																					232	0	969		138				599					0		0	0	0				
44040																					1603	649	13740		567				4262					0		6659	0	0				
44433																					3143	961	5933	353	785				1044					0		0	0	0				
44741																					1643	181	4030		414				1792					0		0	0	0				
44750																					995	581	7274		212				560					0		3286	0	1640				
44929																					1237	0	4411	245	252				386					0		851	0	1685				
45038																				0	99	473	3686	0	664	0	0	0	543	0	201	0	0	0	0	1907	0	0				
45047																					553	0	1847		123				1171					0		0	0	0				
45056																					208	0	1345		117				1020					0		0	0	0				
45430																					664	513	4863		253				352					0		1207	0	1874				
45458																					736	0	3553		325				1215					0		1260	17	0				
45551																					3052	0	27605		3081				9645					0		8893	0	2934				
45560																					7191	0	57752	14834	16976				5093					0		24806	0	3686				
45775																					439	687	5889		329				410					0		4024	0	0				
46053																					2594	0	9601		337				822					0		5547	0	301				
46941																					527	0	5597		131				647					0		1598	0	2694				
47247																					3195	0	16454	367	2689	1216			1423	307	155			0		9147	0	0	Lender Reserve Acct Receivable			
47256																					58	48	265		67				92					0		0	0	0				
47452																					36	0	344		38				270					0		0	0	0				
47500																					2025	0	3839		579				1235					0		0	0	0				
48057																					178	64	3215		71				1211					0		1691	0	0				
48150																					250	0	592		29				313					0		0	0	0				
48374																				0	10242	0	39101	1077	5220	0	0	0	9190	0	0	0	2018	0	0	5703	7673	1073				
48440																					175	2	3811		119				708					0		2807	0	0				
49054																					974	0	4067		1552				1541					0		0	0	0				
49148																					199	0	3709		79				833					0		2598	0	0				
49241																					8661	1983	40831		2887				5276					0		15400	0	6624				
49652																					577	54	6765		110				1165					0		4859	0	0				
49858																					1037	2	4108		390				341					0		2338	0	0	PREPAID SERVICE CONTRACTS			
49951																					306	0	4926		191				2239					0		2190	0	0				
50144																					346	399	4300		41				381					0		3133	0	0				
50461																					0	1351	1893		303	239			239					0		0	0	0	Escheatment refund prepay			
50872																					2898	0	5451		83				458					0		0	0	2012				
51253																				0	1593	0	11182	771	845	0	0	0	3542	0	0	0	0	0	0	5202	0	0				
51356																					0	0	271	42	42				229					0		0	0	0				
51459																					2102	0	9436		421				2377					0		4536	0	0				
51842																					204	3802	10578	429	608				2424					0		3540	0	0				
52719																				0	6402	37269	91387	0	47716	0	0	0	0	0	0	40630	0	0	0	0	0	0				
52951																					619	677	3543		184				2063					0		0	0	0				
53051																					5	0	391		71				315					0		0	0	0				
53752																					47	24	375		86				218					0		0	0	0				
54058																					603	26	5437		150				4658					0		0	0	0				
54656																				0	3511	0	25599	0	5314	5028	0	0	5554	0	0	0	0	0	0	7440	0	3780	FIT Receivable			
54973																					79240	0	277409		22349	11437			19743					0		156077	0	0	Prepaid Pension Benefit			
55336																					2077	0	7769		1779				970					0		2943	0	0				
55635																					258	429	1346		264				395					0		0	0	0				
55653																					188	16	523		15				304					0		0	0	0				
55970																					547	839	16772		1179				1375					0		8966	0	3866				
56258																					8	0	1383		140				1235					0		0	0	0				
56351																					9061	1175	58852	3661	7927	1506			6845		506			0		33844	0	0	Invest Sec receivable			
56548																					1482	1581	13407		436				1468					0		8440	0	0				
56717																					3119	2485	32282		6650				2139					0		13845	0	4044				
57040																				0	226	399	2341	285	285	0	0	0	1431	0	0	0	0	0	0	0	0	0				
57451																					386	16	7512		433				1845					0		4832	0	0				
58225																					644	235	9244		577				1101					0		5556	0	1131				
58243																					19732	23658	185367	8237	33853				12193	16328		7085		0		56531	39400	0				
58355																					116	0	281		55				110					0		0	0	0				
58551																					0	0	5839		524				2039					0		2808	0	468				
58636																					1472	994	14232		1371				1768					0		2128	0	6499				
58757																					1707	308	6301		718				1551					0		2017	0	0				
58971																					12272	18142	89006		28558	9099			21624					0		8410	0	0	Pension Asset			
59316																					3136	4132	54489		4933				3726					0		28799	1524	8239				
59352																					118	0	9166	163	178				1704					0		7166	0	0				
59370																					625	453	11952		593				873					0		6594	0	2814				
59754																					271	0	900		34				71					0		524	0	0				
60143		702000	84000	3662000		1310000	595000			230000					0		1308000	28000	0		702000																		Pension plan assets			
60330																				0	1830	308	19687	1620	1672	0	0	0	2264	0	0	0	0	0	0	5877	0	7736				
60545																					1254	34	3842		143				2411					0		0	0	0				
60554																					198	0	1691		30				914					0		549	0	0				
60648																					764	923	9440		857				623					0		5176	0	1097				
61122																				10	4415	5138	77556	1768	20767	2731			4073					0		43163	0	0	Lease Operating Asset			
61355																					2608	0	27617		3821				6849					0		14339	0	0				
61476																					6940	0	19876		750				1512					0		10674	0	0				
61757																					1302	512	6534	184	302			109	732					0		3686	0	0			Debit Card Settlement	
61832																					1209	0	12590	402	495				1239					0		4864	0	4783				
61953																					247	0	859		189				423					0		0	0	0				
62044																					401	141	1252		50				75					0		585	0	0				
62110																					126	256	803		400				21					0		0	0	0				
62147																					104	0	2236		204				345					0		1583	0	0				
62772																					2988	2216	26003		3763				2409					0		688	0	13939				
63050																					25	706	5705		222				1516					0		3236	0	0				
63069	0	65691	181818	1614092	0	937724	445513	0	0	160427	0	0	0	0	0	0	98446	169986	0		65691																		Affordable Housing Investments commitment			
63201																					121	274	3498		488				514					0		2101	0	0				
63573																					4925	2226	8950		478				1321					0		0	0	0				
63733																					3713	863	30878		5311	3634			4715					0		10992	0	5284	Insurance Annuity Asset			
63742																					688	473	15638		1185				1336					0		11037	919	0				
63751																					56	0	120	28	29	1			35					0		0	0	0	ANTICIPATED TAXES	VISA/MC/DISCOVER C-I-P		
64150																					937	0	5647		145				1311					0		3254	0	0				
64552																					546	0	9257		3922	1173			513	1220				0		4276	0	0	Escrow/Foreclosure Advance Receivable			
64730																					167	2393	3362		185				617					0		0	0	0				
65205																					1774	182	46647		1436				2149					0		27690	0	13416				
65513		375	1	4651	1736	2818	637	146		1457			299		0		0	0	0		375																		Fees Earned not Collected	Other Financial Assets		
65559																					1	1437	17472	519	638				5376		119			0		10020	0	0				
65746																				0	8724	3383	20710	0	3364	2508	0	0	3013	0	0	0	0	0	0	2226	0	0	FHLB LRA receivable			
65858																					735	90	30263		8906				6055					0		13013	0	1464				
66154																					1104	240	4477		275				717					0		2141	0	0				
66275																					540	740	5826		720				1026					0		2800	0	0				
66677																					2657	0	9854	492	2487	1571			645					0		3755	0	310	FHLB MPP - Lenders Risk account			
67142																					1800	0	3254	138	508	0			946		370			0		0	0	0				
67151																					2137	0	6236		1637				2462					0		0	0	0				
67209																					4260	3590	31016		3369				2709					0		17088	0	0				
67254																					0	0	79		48				31					0		0	0	0				
67656																					953	6635	17093		3438	1217			3496					0		2571	0	0	NEGATIVE CURRENT TAXES			
67870																					400	3313	17290		2227				851					0		10499	0	0				
68448																					315	0	1199		321				563					0		0	0	0				
68671																					329	0	1523		752				442					0		0	0	0				
68756																				599	1610	0	16211	658	1494	0	0	0	3668	0	0	0	0	0	0	9439	0	0				
68831																					381	33	2987		289				602					0		1682	0	0				
69333																				0	4165	0	25129	856	1200	0	0	0	5170	0	0	0	0	0	0	14594	0	0				
69678																					1314	233	6793		2387				2859					0		0	0	0				
70058																					916	72	3951		87				529					0		1384	0	963				
70218																				0	323	192	1368	243	468	0	0	0	385	0	0	0	0	0	0	0	0	0				
70414																					3288	806	18360		913				1618					0		10110	0	1625				
70638																					1307	0	8734		1280				2046					0		2829	250	1022				
70955																					0	0	358		47				311					0		0	0	0				
71073																					1327	115	5715		386				354					0		1197	0	2336				
71318																					5760	2496	24296	1446	2228				4122					0		4858	0	4832				
71457																					1690	288	12383		369				4494					0		5096	446	0				
71859																					83	0	394		254				57					0		0	0	0				
72258																					0	0	4748		1856				2892					0		0	0	0				
72351																					38	0	479		75				366					0		0	0	0				
72454																					273	1	1013		152				587					0		0	0	0				
72678																					4549	0	12545		741				1184					0		6071	0	0				
73116																					740	5331	14967		1416				1244					0		6236	0	0				
73152																					258	0	4749		123				886					0		2789	0	693				
73554																					999	327	7998		751				2908					0		3013	0	0				
73956																					121	0	1592		33				503					0		935	0	0				
74056																				0	321	0	5736	134	1200	1055	0	0	2071	0	0	0	0	14	0	2130	0	0	NE MHEG FUND INVESTMENTS			
74140																					17259	0	62532	2751	9978	3518			7034					0		24759	0	3502	Investment in Low Income Housing			
74403																				11	3456	0	24226	917	3619		554		2149		1224			0		15002	0	0		Rabbi Trust Asset		
74449																					25	0	130		35				70					0		0	0	0				
75259																					554	274	14602		2331				1655					0		9024	0	764				
75446																					2718	0	11945		316				2668					0		6243	0	0				
75455																					0	0	119		0				119					0		0	0	0				
75558																					1331	271	13522		381				2487					0		7354	0	1698				
75633	0	1353609	360365	6751731	0	1578641	585240	0	0	341724	0	0	0	0	93	0	1215657	1793767	107875																				Operating Leases to Others			
75651																					303	0	2640		183				489					0		1665	0	0				
76153																				80	368	0	1419	37	198	0	0	0	748	0	0	0	0	0	0	105	0	0				
76443																					1373	0	2039		139				527					0		0	0	0				
76854																					613	499	9840		824				1155					0		3977	0	2772				
77150																				0	299	0	940	0	77	0	0	0	564	0	0	0	0	0	0	0	0	0				
77253																					1268	0	9790		425				1792					0		6305	0	0				
77422																					1123	538	10098		3599				541					0		2181	0	2116				
77851																				0	11649	3621	75141	1450	5190	0	0	0	13324	0	0	0	0	0	0	41357	0	0				
78157																					100	0	351		60				191					0		0	0	0				
78241																					202	69	890		106				513					0		0	0	0				
78559																					269	0	1356		177				910					0		0	0	0				
79042																					268	206	6057		40				1486					0		3944	0	113				
79127																					270	0	3227	139	260				297			37		0		2400	0	0				
79145																					1302	133	2679		185				1059					0		0	0	0				
79257																					0	0	254		111				143					0		0	0	0				
79855																					196	0	1069		177				696					0		0	0	0				
80150																					442	0	14242		349				5607					0		6027	0	1817				
80374																					1768	0	9495		267				433					0		7027	0	0				
80431																					519	40	1272		87				626					0		0	0	0				
81175																					1046	388	8823		1054				2806					0		3529	0	0				
82033																					980	714	7190		262				504					0		4730	0	0				
82257																					102	21	518		42				353					0		0	0	0				
82350																					195	0	1456		137				356					0		768	0	0				
82659																				8	316	0	2229	99	107	0	0	0	794	0	0	0	0	0	0	1012	0	0				
83151																					716	685	5102		814				719					0		2168	0	0				
83236																					0	62	544		111				371					0		0	0	0				
83375																					1443	0	28959		4779				3802					0		18935	0	0				
83638																					70172	5407	345406		37239				22174	15504		10814		0		210414	0	0				
83834																				0	891	0	4515	153	379	226	0	0	702	0	0	0	0	0	0	2543	0	0	Cash Settlement - Credit Cards			
83852																					44	0	470		96				330					0		0	0	0				
83955																					172	168	1292		97				855					0		0	0	0				
84046																					295	27	1436		1				326					0		0	787	0				
84541																					2695	0	21158		802				6038					0		2468	0	9155				
84804																					111	111	696		195				279					0		0	0	0				
85052																					844	127	3520		256				799					0		1494	0	0				
85454																					0	47	939		126				766					0		0	0	0				
85472																					62403	68804	439266		50460	14778			21409	14543				0		98317	110155	27718	Derivative Collateral			
85931																					1579	449	5299		310				610					0		2351	0	0				
86349																					694	0	5319		3329				1296					0		0	0	0				
86675																					859	1527	17422		1506				2566					0		10964	0	0				
87047																					487	534	6429	169	169				549					0		4690	0	0				
87159																					279	0	1450		348				823					0		0	0	0				
87234																					1584	0	22672		3028				1431					0		14203	0	2426				
87476																					3145	1116	4964		329				374					0		0	0	0				
87579																					2652	4177	18794	385	1845	500			1133					0		4526	0	4461	Novo Investment			
88231																				0	2148	0	21639	1723	5495	0	0	0	1653	2882	30	513	0	0	0	12343	0	0				
88259																					340	0	3532		44				704					0		2180	0	264				
88352																				30	0	0	4667	100	159	10			1316		19			0		2049	0	1143	Bedias Mineral Interests, Inc - Subsidiary			
88455																					3278	0	27661		5082				9775					0		7659	304	1563				
88950																					744	0	1320		103				473					0		0	0	0				
89032																					1005	0	4136		444				608					0		1927	0	152				
89135																					79	0	3439		281				300					0		1287	0	1492				
89854																					773	0	4276		93				726					0		2684	0	0				
89957																					306	0	2117		382				265					0		1164	0	0				
90047																					0	0	316		34				282					0		0	0	0				
90177																					4331	0	10915		495				1049					0		1133	0	3907				
90328																					2394	724	32825		9904				2066					0		17737	0	0				
90337																				0	2783	0	20315	781	1949	0	0	0	1248	0	0	609	0	0	0	14335	0	0				
90579																					509	1115	10755		651				1345					0		6200	0	935				
91615																					388	11	3519		181				624					0		2315	0	0				
91754																				0	3743	0	24367	1154	4524	3183	0	0	3408	0	0	0	0	0	0	8089	0	4603	FIT Receivable from IRS			
91950																					57	189	2975		32				595					0		2102	0	0				
92144																					57	0	1692		12				587					0		1036	0	0				
92676																					1156	469	18861	798	1324				1445					0		11444	0	3023				
92706																					1231	755	15828		3033				981					0		4411	0	5417				
92902																					41	0	706		222				98					0		345	0	0				
93244																					1601	0	8247		285				1297					0		5064	0	0				
93543																					2214	528	17842		4621				2300					0		4597	0	3582				
93619																				0	81	0	4709	0	4628	0	0	0	0	0	0	4628	0	0	0	0	0	0				
94139																					1803	1504	22903		1769				1816					0		16011	0	0				
94522																					868	1588	24054		2340				2257					0		10535	2481	3985				
94755																					123	0	6756		60				2220					0		4353	0	0				
94858																					309	0	1648		84				1255					0		0	0	0				
95051																				0	1470	1334	7640	0	4392	0	0	0	444	3046	0	0	0	0	0	0	0	0				
95677																					336	631	1351		124				260					0		0	0	0				
96553																					154	0	1751		438				1159					0		0	0	0				
97055																					2341	281	9695		2323				4750					0		0	0	0				
97279																					303	0	524		133				88					0		0	0	0				
97457																					568	0	4409		364				1565					0		1330	0	582				
97804																					6115	3646	53659		14385				2985					0		26528	0	0				
97943																					934	0	3729		94				2701					0		0	0	0				
98351																					0	0	2795		118				416					0		2261	0	0				
98463																					3854	1540	29412		2646				3666					0		15357	1435	914				
98717																				0	529	669	6894	153	349	0	0	0	852	0	0	0	0	0	0	4495	0	0				
99143																					2304	760	12979		1019				1937					0		5225	0	1734				
99255																				0	131	62	2311	0	28	0	0	0	670	0	0	0	0	0	0	1420	0	0				
99376																					10512	3123	30848	2288	7718		21	19	9093	2644		2746		402		0	0	0		LOC Valuation Asset	Miscellaneous Assets	
99442																					1008	450	13748	357	598				4514					0		5654	158	1366				
99536																					1317	322	16961		2734				2057					0		696	0	9835				
99853																					0	0	453		226				227					0		0	0	0				
100236																					243	0	7257		263				1243					0		5508	0	0				
100357																					6572	0	28776		960				4986					0		13604	2654	0				
100562																				0	17820	16462	215311	0	45736	29175	0	0	18205	0	0	0	0	0	0	117088	0	0	Low income housing tax credit funds			
100777																					314	1633	23088		222				2093					0		18826	0	0				
100843																					7098	0	15451		506				2370					0		3502	0	1975				
101019	0	16877	27692	269695	1543	61747	13001	10460	0	26155	0	0	26641	0	0	0	66698	70526	0		16877																		Customers Liability for Acceptances	Pledged Cash		
101037																					1740	1447	6983		1414				2382					0		0	0	0				
101439																					158	0	1645	166	168				1319					0		0	0	0				
101671																					2621	53	27443		5561				3212					0		15996	0	0				
