"IDRSSD"	RCFD0426	RCFD2150	RCFD2651	RCFD3164	RCFD3190	RCFD4088	RCFD5507	RCFD6164	RCFD6165	RCFDA590	RCFDB026	RCFDB569	RCFDB570	RCFDB571	RCFDF055	RCFDF056	RCFDF057	RCFDF058	RCFDF059	RCFDF060	RCFDF061	RCFDF062	RCFDF063	RCFDF065	RCFDJ461	RCFDJ462	RCFDK183	RCFDK192	RCFDK193	RCFDK194	RCFN5513	RCFNK260	RCON0426	RCON2150	RCON2651	RCON3164	RCON3190	RCON4088	RCON5507	RCON5508	RCON5509	RCON5510	RCON5511	RCON5512	RCON6164	RCON6165	RCONA590	RCONB026	RCONB569	RCONB570	RCONB571	RCONC979	RCONF055	RCONF056	RCONF057	RCONF058	RCONF059	RCONF060	RCONF061	RCONF062	RCONF063	RCONF064	RCONF065	RCONG463	RCONG464	RCONJ461	RCONJ462	RCONK169	RCONK170	RCONK171	RCONK172	RCONK173	RCONK174	RCONK175	RCONK176	RCONK177	RCONK183	RCONK187	RCONK188	RCONK189	RCONK190	RCONK191	RCONK192	RCONK193	RCONK194	RCONL133	RCONL135	RCONN517	RCONN518	RCONN519	RCONN520	RCONN521	RCONN522	RCONN523	RCONN524	RCONN527	TE01N528	TE01N529	TE02N528	TE02N529	TE03N528	TE03N529	TE04N528	TE04N529	TE05N528	TE05N529	TE06N528	TE06N529	TE07N528	TE08N528	TE09N528	TE10N528	TEXT4087	
160650																																	0	761	21550	0	50750	true	0	0	0	644	0	117	13192	3	0	0	true	0	0	0	21550	15200	14000	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	false																					http://www.charterbank.bank	
160959																																	0	97	30836	0	110807	true	0	0	0	97	0	0	13797	2	0	0	false	0	0	0	59880	6713	23700	20514	45000	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	false																					http://ksstate.bank	
161273																																	1323	0	11016	188	64757		1135	0	0	0	0	0	3684	2	1041	0			0	0	11016	41180	10000	2561	7000	0	0	0	0	0	0																									true	false	false	false	false																					NORTHSHORE-BANK.COM	
161602																																	2756	215	60000	2534	210000	true	222	0	0	89	0	126	15706	4	3983	0	true	0	0	0	60000	50000	50000	50000	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	1	147	1056	0																	www.cnbank.com	
162337																																	1347	1588	0	0	0	true	1347	344	0	300	0	944	1032	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	true	false																							true	false	false	false	false																					http://www.ctcbonline.com	
163343																																	176	182	0	176	0	true	0	0	0	46	0	136	2511	2	176	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false																					www.centrebank.net	
163370																																	876	0	8500	876	18972		0	0	0	0	0	0	6669	2	876	0			0	0	8500	9400	875	197	0	0	0	0	0	0	0																									false	false	false	false	false					www.mansfieldbankonline.com																www.mansfieldbank.bank	
163549																																	4982	7341	0	3586	48000	true	1396	2196	0	1632	0	3513	1900	1	4221	0	false	0	0	0	40000	8000	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	false					http://www.incrediblebank.com																http://www.rivervalleybank.com	
163857																																	108	0	1047	0	7984	true	108	0	0	0	0	0	384	0	0	0	false	0	603	0	1047	417	563	5354	0	603	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false																					http://www.fmbankok.com	
164153																																	221	557	142	221	1270	true	0	54	0	49	0	454	1184	1	310	0	true	74810	0	0	142	292	303	533	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	false																					www.lakeregion.com	
164331																																	24	595	0	0	0	true	24	0	0	222	0	373	3936	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	true	false																							false	false	false	false	false																					http://www.lbandt.com	
164377																																	0	322	11320	0	11320		0	0	0	322	0	0	1397	1	0	0			0	0	11320	0	0	0	0	0	0	0	0	0	0																							1	false	false	false	false	false	false																					www.sharonbank.com	
164854																																	0	101	0	0	10160	true	0	101	0	0	0	0	164	0	0	0	true	0	0	0	0	0	10160	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	false																					www.unitedbankwi.com	
164957																																	308	320	0	0	0		308	0	0	0	0	320	876	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																									true	false	false	false	false																					http://www.concordia-bank.com	
164975																																	70	0	2000	70	10000	true	0	0	0	0	0	0	1845	1	70	0	false	0	0	0	2000	4000	0	4000	4000	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false																					http://www.stoughtoncoop.bank	
165039																																	373	2198	0	332	0	true	41	0	0	86	0	2112	334	0	600	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false					NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	www.southcrestbank.com	
165628																																	5961	5961	957700	1532	958818	true	4429	915	0	1135	147	3764	19903	3	1857	0	true	0	0	0	957700	344	0	0	0	0	0	0	774	0	0	true	true	0	0	0	66	0	28003	58267	5112	107	9	0	67	0	0	857	0	0	0	0	0			true	true	false	false	true	1	252	3127	0																	www.bankatfirst.com	
165758																																	0	1643	0	0	0	true	0	1643	0	0	0	0	1832	2	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	false					http://www.lakevillebanks.com		http://www.lakevillebank.com		http://www.newmarketbank.bank												http://www.newmarketbank.com	
165806																																	203	0	43900	203	113900	true	0	0	0	0	0	0	3975	3	203	0	true	0	0	0	43900	70000	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false																					http://www.BankofCastile.com	
166111																																	0	345	7500	0	21489		0	0	0	345	0	0	0	0	0	0			0	0	7500	3465	9250	1274	0	0	0	0	0	0	0																									true	false	false	false	false																					northcountrysavings.bank	
166531																																	0	0	0	0	1557		0	0	0	0	0	0	748	0	0	0			0	0	0	0	0	1557	0	0	0	0	0	0	0																									true	true	false	false	false																					http://www.bankoffrankewing.com	
166652																																	1009	6529	24000	1009	24000	true	0	5136	0	1393	0	0	16	0	1009	0	true	0	0	0	24000	0	0	0	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false																					http://www.alliancebanks.com	
166849																																	0	0	0	0	2000		0	0	0	0	0	0	731	0	0	0			0	0	2000	0	0	0	0	0	0	0	0	0	0																									true	false	false	true	false																					www.fnbgriggsville.com	
167060																																	419	1459	91000	0	91000	false	419	0	0	0	0	1459	11324	3	0	0	false	0	0	0	91000	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	1	83	2190	0																	http://fnbnorcal.com	
167453																																	435	21	1000	435	4100	true	0	21	0	0	0	0	357	0	435	0	true	0	0	0	1000	1500	1600	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	false						BANK OF TREMPEALEAU		SEVEN BRIDGES BANK													www.bankofgalesville.com	
167565	0	0	0	0	0	false	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0			0	0	0	0	0								0										0		false	false			0	0	0	0	0	0	0	0	0		0	0	0	0	0						false	false	false	false	false					http://www.wellsfargo.com																	
167752																																	0	0	0	0	1000	true	0	0	0	0	0	0	464	2	0	0			1000	0	0	0	0	0	0	1000	0	0	0	0	1000	true	false																							true	false	false	false	false																					http://www.bankwithmnb.com	
167864																																	145	200	0	0	0		145	0	0	0	0	200	4508	2	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																									false	false	false	false	false																					www.wtstatebk.com	
168357																																	33	22	1000	0	2500	true	33	0	0	22	0	0	644	1	0	0	false	0	0	0	2500	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	true	false	false	false	false	false																					www.comdevbank.com	
168571																																	581	399	0	0	0		581	0	0	0	0	399	182	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																									false	false	false	false	false																					www.armor.bank	
169327																																	0	603	5000	0	41773		0	497	0	106	0	0	8586	5	0	0			0	0	5000	15000	15000	6773	0	0	0	0	0	0	0																									true	false	false	false	false																					www.providentstatebank.com	
169354																																	0	0	0	0	354		0	0	0	0	0	0	2101	2	0	0			0	0	354	0	0	0	0	0	0	0	0	0	0																									true	false	false	false	false					texasbanking.com		statenb.bank		statenational.bank												www.statenb.com	
169653																																	21278	1449	0	21278	0	true	0	145	0	1001	0	303	1372	1	21278	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	1	500	16870	500																	WWW.FIRSTBANKS.COM	
169756																																	0	4704	0	0	0	true	0	0	0	0	0	4704	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																									false	false	false	false	false																					http://www.wcb.net	
170257																																	0	0	0	0	0		0	0	0	0	0	0	620	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																									false	false	false	false	false																					www.haskellnationalbank.com	
170275																																	0	786	2000	0	10810		0	0	0	550	0	236	1062	1	0	0			0	0	2000	4548	1046	3118	4000	0	0	0	98	0	98																									true	false	false	false	false																					www.volfed.com	
170332																																	0	291	15238	0	21953	true	0	0	0	291	0	0	5005	2	0	0	false	0	0	0	15238	5728	987	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false																					http://www.firstexchangebank.com	
170640																																	0	0	0	0	0		0	0	0	0	0	0	14	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																									false	false	false	false	false																					www.1ststatebankmc.com	
171133	0	0	20000	0	20000	true	0	335	0	0	0	false	0	0	20000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					20000			0	0	0	0	0								0										0		false	false			0	0	0	0	0	0	0	0	0		0	0	0	0	0						true	true	false	false	true	1	215	4243	215																	www.enbfl.com	
171656																																	0	0	0	0	0	true	0	0	0	0	0	0	4054	2	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false																					www.carsonbank.com	
171759																																	0	0	1200	0	3469		0	0	0	0	0	0	2387	1	0	0			669	0	1200	1600	0	0	0	669	0	0	0	12075	669																									true	false	false	false	false																					www.fmcommunity.com	
171768																																	0	366	119354	0	162776	true	0	304	0	0	0	62	72	0	0	0	true	0	0	0	119354	15404	17371	10647	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	false					www.lonestarbank.com																www.southstarbank.com	
172158																																	97	0	529	0	3914		97	0	0	0	0	0	2471	2	0	0			0	0	529	1743	1571	71	0	0	0	0	0	0	0																									false	false	false	false	false																					http://fnb-ks.com	
172251																																	0	421	0	0	0		0	0	0	68	0	353	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																									false	false	false	false	false																					www.randallstatebank.com	
172457																																	0	0	7454	0	7454	true	0	0	0	0	0	0	4064	3	0	0	false	0	0	0	7454	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	false																					http://www.citizensedmond.com	
172475																																	132	358	14700	132	57341		0	0	0	358	0	0	1505	0	132	0			0	0	14700	19150	6539	16952	15000	0	0	0	0	0	0																							1	true	true	false	false	false	false																						
172859																																	255	0	0	0	11460		255	0	0	0	0	0	3713	1	0	0			100	0	11000	60	0	0	0	100	200	100	0	0	400																									true	true	false	false	false																					fsbloomis.com	
173306																																	666	0	0	631	8226	true	35	0	0	0	0	0	578	0	625	0	false	0	7749	0	0	0	0	477	0	7749	0	0	0	0	7749	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	1	43	229	0																	nbmvt.com	
173342																																	0	0	0	0	417		0	0	0	0	0	0	1232	0	0	0			0	0	0	0	0	417	0	0	0	0	0	0	0																									true	false	false	false	false																					www.piggottstatebank.com	
173548																																	223	64	1547	0	3772	true	223	0	0	64	0	0	4776	2	0	0	false	0	0	0	1547	1099	604	522	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	false																					www.peoplesiowa.com	
173557																																	0	5030	0	0	0		0	5030	0	0	0	0	6147	3	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																									false	false	false	false	false																					http://www.stjohnsbank.com	
173575																																	0	0	29825	0	29825	true	0	0	0	0	0	0	19009	7	0	0	true	0	0	0	29825	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	1	97	692	0																	http://www.village-bank.com	
173641																																	0	1024	0	0	13		0	209	419	0	0	396	3025	2	0	0			0	0	13	0	0	0	0	0	0	0	0	0	0																									true	false	false	false	false																					www.fnbrs.com	
173959																																	0	134	0	0	282		0	0	0	134	0	0	20	0	0	0			0	0	0	282	0	0	0	0	0	0	0	0	0																									false	false	false	false	false																					www.fnbhebb.com	
174321																																	0	58	0	0	0		0	0	0	58	0	0	220	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																									false	false	false	false	false																					blueridge.bank	
174367																																	0	0	5175	0	5175	true	0	0	0	0	0	0	1057	1	0	0	false	0	0	0	5175	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	false																					http://www.commercebanktx.com	
174572																																	326	488	266700	326	711900	true	0	0	0	94	0	394	1852	0	326	0	false	0	0	0	266700	348000	97200	0	40000	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	true	true	true	false	false	true	1	2282	64920	0																	www.columbiabankonline.com	
175056																																	0	0	0	0	0	true	0	0	0	0	0	0	916	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	false																					http://www.bankofwesternoklahoma.com	
175140																																	829	268	5000	0	11500	true	829	238	0	0	0	30	981	1	0	0	true	0	0	0	5000	3500	3000	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	false																					http://www.cfbank.com	
175458																																	0	0	750	0	750		0	0	0	0	0	0	889	1	0	0			0	0	750	0	0	0	0	0	0	0	0	0	0																									true	true	false	false	false																					WWW.BANKOFMEAD.COM	
175609																																	0	0	0	0	0	true	0	0	0	0	0	0	9011	3	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																									true	false	false	false	false																					http://www.bankofmillbrook.com	
175672																																	0	0	0	0	0		0	0	0	0	0	0	792	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																									true	false	false	false	false																					www.braintreecooperative.com	
176053																																	0	97	0	0	0	true	0	0	0	97	0	0	914	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	true	false	false																					http://www.pioneerbankwis.com	
176101																																	0	0	35000	0	60000	true	0	0	0	0	0	0	317	0	0	0	false	0	0	0	35000	25000	0	0	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false					http://www.orangecountytrust.com		http://www.orangebanktrust.net		http://www.trustorangebank.net		http://www.orange.bank										http://www.orangebanktrust.com	
176325																																	0	0	5000	0	5000	true	0	0	0	0	0	0	2915	2	0	0	false	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	false																					http://www.bankwithfm.com	
176437																																	0	191	0	0	0		0	74	0	0	0	117	1633	2	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																									false	false	false	false	false																					WWW.BANKOFWRIGHTSVILLE.COM	
176464																																	36	525	20000	13	20000	true	23	525	0	0	0	0	20572	5	13	0	true	0	0	0	20000	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	true	0	63	318	0																	www.alliancebank.com	
176642																																	416	632	1000	416	2000		0	365	0	267	0	0	641	0	416	0			0	0	1000	0	1000	0	0	0	0	0	0	0	0																									false	false	false	false	false																					http://www.lnbbanking.com	
177135																																	0	0	0	0	0		0	0	0	0	0	0	673	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																									false	false	false	false	false																						
177443																																	0	96	2500	0	3500		0	96	0	0	0	0	1247	1	0	0			0	0	2500	1000	0	0	0	0	0	0	0	0	0																									false	false	false	false	false																					www.fnbtaylorville.com	
177500																																	0	25	2500	0	2500		0	0	0	25	0	0	321	0	0	0			0	0	2500	0	0	0	0	0	0	0	0	0	0																									true	false	false	false	false																					http://www.fnborwell.com	
177555																																	0	0	500	0	500		0	0	0	0	0	0	142	0	0	0			0	0	500	0	0	0	0	0	0	0	0	0	0																									false	false	false	false	false																					http://www.corngrowersbank.com	
177751																																	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																									false	false	false	false	false																					www.cassbank.com	
177920																																	3256	649	80005	308	91098	true	2948	0	0	398	0	251	157	0	308	0	true	0	0	0	80005	10101	0	992	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false																					http://www.middlefieldbank.com	
177957																																	1299	2384	0	1299	22486	true	0	2347	0	37	0	0	11	0	1299	0	true		0	0	22486	0	0	0	0	0	0	0	0	0	0	true	false																							true	false	false	false	true	1	58	1635	0																	http://www.bankingunusual.com	
178057																																	0	155	0	0	0		0	0	0	155	0	0	233	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																									false	false	false	false	false																					www.nehawkabank.com	
178150																																	0	240	0	0	0		0	0	13	207	0	20	962	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																									true	false	false	true	false																					http://www.laonastatebank.com	
178244																																	0	0	0	0	273		0	0	0	0	0	0	259	0	0	0			0	0	102	0	0	171	0	0	0	0	0	0	0																									true	false	false	false	false																					http://www.bellevuestatebank.com	
178271																																	29	0	3000	29	3000	true	0	0	0	0	0	0	505	0	29	0	false	0	0	0	3000	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false																					http://www.avoncoopbank.com	
178356																																	0	0	0	0	0		0	0	0	0	0	0	19	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																									false	false	false	false	false																					www.colfaxbanking.com	
178851																																	347	97	2400	0	2400		347	97	0	0	0	0	4	0	0	0			0	0	2400	0	0	0	0	0	0	0	0	0	0																									true	false	false	false	false																					www.grandvalleybank.com	
179148																																	0	279	4000	0	8000		0	0	0	16	0	263	101	0	0	0			0	0	4000	0	4000	0	0	0	0	0	0	0	0																									true	false	false	false	false																					www.success.bank	
179335																																	0	1235	0	0	0		0	239	0	224	0	772	10998	3	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																									true	false	false	false	false																					http://www.bankofwiggins.com	
179700																																	640	0	2000	640	51518	true	0	0	0	0	0	0	1381	1	745	0	false	0	0	0	8000	25000	16000	2000	0	0	0	0	518	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	true	false																					www.clintonsavings.com	
180144																																	150	0	0	0	1367		150	0	0	0	0	0	1482	1	0	0			0	0	0	0	0	1367	0	0	0	0	0	0	0																									false	false	false	false	false																					www.sdbweb.com	
180443																																	0	916	0	0	640		0	0	0	0	0	916	0	0	0	0			0	0	61	124	125	330	0	0	0	0	0	0	0																									false	false	false	false	false																					www.iowapb.com	
180537																																	0	110	0	0	0		0	0	0	110	0	0	1356	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																									false	false	false	false	false																					WWW.TCNBANK.COM	
180845																																	358	82	6850	13	7800		345	0	0	82	0	0	568	1	13	0			0	0	6850	950	0	0	0	0	0	0	0	0	0																									true	true	false	false	false																					http://www.illinistatebank.com	
181963																																	0	129	0	0	77		0	0	0	65	0	64	11	0	0	0			0	0	12	19	46	0	0	0	0	0	0	0	0																									true	true	false	false	false					www.checkingfinder.com																www.cnbt.com	
182353																																	0	0	200	0	200	true	0	0	0	0	0	0	0	0	0	0			0	0	200	0	0	0	0	0	0	0	0	0	0	true	false																							true	false	false	false	false																					http://www.bankofpalmer.com	
182951																																	0	1249	8500	0	8500		0	0	0	0	0	1249	2085	1	0	0			0	0	8500	0	0	0	0	0	0	0	0	0	0																									false	false	false	false	false																					www.classicbank.com	
183668																																	427	0	0	427	0		0	0	0	0	0	0	7487	4	427	0			0	0	0	0	0	0	0	0	0	0	0	0	0																									true	false	false	false	false																					http://www.bankofhemet.com	
183770																																	141	495	68865	141	71388		0	495	0	0	0	0	7950	3	141	0			0	0	68865	1000	529	994	0	0	0	0	0	0	0																									true	false	false	false	false																					mechanics-coop.com	
183846																																	0	0	0	0	0		0	0	0	0	0	0	100	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																									false	false	false	false	false																					www.farmersnationalky.com	
183958																																	0	859	2500	0	7020		0	0	0	0	579	280	1820	1	0	0			750	0	2500	3300	470	0	0	750	0	0	0	0	750																									true	false	false	false	false						Smith County Bank		Solomon Valley Bank													www.agbank.com	
184142																																	2640	514	1020	898	2550	true	1742	0	0	0	0	514	16988	6	898	0	true	0	0	0	1020	1530	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false																					www.lakestonebank.com	
184245																																	0	637	728	0	4282		0	55	0	582	0	0	5251	3	0	0			0	0	728	1487	1529	538	0	0	0	0	0	0	0																									true	false	false	false	false																					www.guaranty-bank.com	
184656																																	0	0	0	0	0	true	0	0	0	0	0	0	1110	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	false																					http://www.cnbhillsboro.com	
184759																																	0	0	0	0	0		0	0	0	0	0	0	45	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																									false	false	false	false	false																						
185251																																	0	0	0	0	0		0	0	0	0	0	0	330	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																									false	false	false	false	false																					http://fletcherbank.com	
185448																																	0	2301	0	0	575	true	0	743	0	1017	0	541	1003	1	0	0	false	0	0	0	0	0	0	0	0	575	0	0	0	0	575	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	false																					http://www.solonstatebank.com	
185859																																	1977	237	21000	0	21000	true	1977	0	0	0	0	237	1462	1	0	0			0	0	21000	0	0	0	0	0	0	0	0	0	0	true	false																							true	false	false	false	true	1	42	574	0																	http://www.lindellbank.com	
186221																																	0	0	50000	0	50000		0	0	0	0	0	0	3980	1	0	0			0	0	50000	0	0	0	0	0	0	0	0	0	0																									false	false	false	false	false																					http://www.oldpoint.com	
186548																																	0	32	0	0	3100		0	0	0	32	0	0	3808	2	0	0			0	0	3100	0	0	0	0	0	0	0	0	0	0																									true	false	false	false	false																					http://www.tsbbanking.com	
186717																																	0	6587	8200	0	8200	true	0	1480	0	4938	0	169	752	0	0	0			0	0	8200	0	0	0	0	0	0	0	0	0	0	true	false																							true	false	false	false	false																					http://www.1stnorthernbank.com	
186744																																	1720	149	68000	1720	68000	true	0	0	0	149	0	0	14538	4	1720	0	true	0	0	0	68000	0	0	0	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	false																					www.firstcitizensnb.com	
186838																																	0	515	5000	0	5000	true	0	116	0	239	0	160	2654	2	0	0	false	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	false																					http://www.fcb-al.com	
186856																																	0	0	0	0	0		0	0	0	0	0	0	3502	5	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																									false	false	false	false	false																					www.fortgibsonstatebank.com	
187648																																	0	376	0	0	0		0	0	0	376	0	0	177	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																									false	false	false	false	false																						
187899																																	121	422	126191	0	131574		0	0	0	0	0	422	1895	0	0	121			0	0	126191	0	1750	0	0	0	0	0	3633	0	0																									false	false	false	false	false																					www.coastway.com	
187947																																	747	183	42549	747	80062	true	0	33	0	15	0	135	1604	1	747	0	true	0	0	0	42549	24349	13164	0	23000	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	false																					www.bankiowa.bank	
188056																																	0	224	0	0	69		0	33	0	191	0	0	312	0	0	0			0	0	0	0	0	0	0	0	0	0	69	0	0																									false	false	false	false	false																					www.nsbtrf.com	
188177																																	0	0	0	0	0	false	0	0	0	0	0	0	347	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	true	false	false	false	false	false																					www.westfedsav.com	
188430																																	746	2885	0	746	59000		0	1116	0	59	0	1710	1354	1	746	0			0	0	59000	0	0	0	25000	0	0	0	0	0	0																									false	false	false	false	false					www.floridacapitalbank.com/personal-banking/online-banking		www.floridacapitalbank.com/personal-banking/checking-and-savings		www.floridacapitalbank.com/business-banking/deposits		www.floridacapitalbank.com/personal-banking/online-banking/echecking		www.floridacapitalbank.com/account-online		www.floridacapitalbank.com/business-banking/cash-management-page						www.flcb.com	
188449																																	0	0	0	0	0	true	0	0	0	0	0	0	66	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false																					www.wearepcsb.com	
188720																																	0	595	0	0	0		0	175	0	420	0	0	1319	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																									true	false	false	false	false																					http://www.thefarmersbankva.com	
188739																																	0	52	0	0	0	true	0	0	0	52	0	0	39	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false																					www.basilebank.com	
