"IDRSSD"	RCFDS483	RCFDS484	RCFDS485	RCFDS486	RCFDS487	RCFDS488	RCFDS489	RCFDS490	RCFDS491	RCFDS492	RCFDS493	RCFDS494	RCFDS495	RCFDS496	RCFDS497	RCFDS498	RCFDS499	RCFDS500	RCFDS503	RCFDS504	RCFDS505	RCFDS506	RCFDS507	RCFDS510	RCFDS511	RCFDS512	RCFDS513	RCFDS514	RCFDS515	RCFDS516	RCFDS517	RCFDS518	RCFDS519	RCFDS520	RCFDS521	RCFDS522	RCFDS523	RCFDS524	RCFDS525	RCFDS526	RCFDS527	RCFDS528	RCFDS529	RCFDS530	RCFDS531	RCFDS539	RCFDS540	RCFDS541	RCFDS542	RCFDS543	RCFDS544	RCFDS545	RCFDS546	RCFDS547	RCFDS548	RCFDS549	RCFDS550	RCFDS551	RCFDS552	RCFDS554	RCFDS555	RCFDS556	RCFDS557	RCFDS558	RCFDS559	RCFDS560	RCFDS561	RCFDS562	RCFDS563	RCFDS564	RCFDS565	RCFDS566	RCFDS567	RCFDS568	RCFDS569	RCFDS570	RCFDS571	RCFDS572	RCFDS573	RCFDS574	RCFDS575	RCFDS576	RCFDS577	RCFDS578	RCFDS579	RCFDS580	RCFDS581	RCFDS582	RCFDS583	RCFDS584	RCFDS585	RCFDS586	RCFDS587	RCFDS588	RCFDS589	RCFDS590	RCFDS591	RCFDS592	RCFDS593	RCFDS594	RCFDS595	RCFDS596	RCFDS597	RCFDS598	RCFDS599	RCFDS600	RCFDS601	RCFDS602	RCFDS603	RCFDS604	RCFDS605	RCFDS606	RCFDS607	RCFDS608	RCFDS609	RCFDS610	RCFDS611	RCFDS612	RCFDS613	RCFDS614	RCFDS615	RCFDS616	RCFDS617	RCFDS618	RCFDS619	RCFDS620	RCFDS621	RCFDS622	RCFDS623	RCON2170	RCON3123	RCON3128	RCONA222	RCONB704	RCOND957	RCOND958	RCOND959	RCOND960	RCOND961	RCOND962	RCOND963	RCOND964	RCOND965	RCOND967	RCOND968	RCOND969	RCOND970	RCOND971	RCOND972	RCOND973	RCOND974	RCOND976	RCOND977	RCOND978	RCOND979	RCOND980	RCOND981	RCOND982	RCOND983	RCOND984	RCOND985	RCOND987	RCOND988	RCOND989	RCOND990	RCOND991	RCOND992	RCOND993	RCOND994	RCOND995	RCOND996	RCOND997	RCOND998	RCOND999	RCONG603	RCONG604	RCONG605	RCONG606	RCONG607	RCONG608	RCONG609	RCONG610	RCONG611	RCONG612	RCONG613	RCONG614	RCONG615	RCONG616	RCONG617	RCONG618	RCONG619	RCONG620	RCONG621	RCONG622	RCONG623	RCONG624	RCONG625	RCONG626	RCONG627	RCONG628	RCONG629	RCONG630	RCONG631	RCONG632	RCONG633	RCONG634	RCONG635	RCONG636	RCONG637	RCONG641	RCONG642	RCONH171	RCONH172	RCONH173	RCONH174	RCONH175	RCONH176	RCONH177	RCONH178	RCONH179	RCONH180	RCONH181	RCONH182	RCONH185	RCONH186	RCONH187	RCONH188	RCONH191	RCONH193	RCONH194	RCONH195	RCONH196	RCONH197	RCONH198	RCONH199	RCONH200	RCONH271	RCONH272	RCONH273	RCONH274	
1669																																																																																																																																		324147	3105																																																																																																														
1856																																																																																																																																		94308	265																																																																																																														
2161																																																																																																																																		262394	1844	0	347	119742	49437	43907	5530	0	0	0	0	0	0	414	19875	402	0	7486	0	7486	0	0	0	0	0	0	14390	0	0	0	14390	90207	32891	54482	85923	80	80	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4847	2424	2424	0	0	0	93617	32891	54482	85923	0	6578	27241	85923	119395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2732																																																																																																																																		672054	5035																																																																																																														
2750																																																																																																																																		62194	544	0	0	46744	2159	1921	238	0	0	0	0	0	0	208	4941	300	0	1009	0	1009	0	0	0	0	0	0	3041	2	139	2	2898	2518	7688	3405	42117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2518	7688	3405	42117	0	1538	1703	42117	46744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6929	1386	0	0	
3252																																																																																																																																		230534	4200	0	2535	133211	15077	4269	10808	0	0	0	0	0	0	15253	72815	8646	59	5000	0	5000	0	0	0	0	0	0	5621	71	614	69	4867	20939	102406	8919	97367	275	275	0	0	0	275	217	109	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2354	1177	0	0	0	1177	20939	102406	8919	100833	0	20481	4460	100833	130676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3458																																																																																																																																		61504	533	0	0	46823	4085	3257	828	0	4286	0	3744	146	396	524	3662	1779	0	0	0	0	0	0	0	0	0	0	2861	1065	283	9	1357	4846	8517	10187	38064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1141	571	0	0	0	571	4846	8517	10187	39166	0	1703	5094	39166	46823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3720																																																																																																																																		308018	1725																																																																																																														
3971																																																																																																																																		831908	6021	0	0	645775	99233	92481	6752	0	0	0	0	0	0	519	21991	0	11042	1417	0	1417	0	0	0	0	0	0	45905	1	6370	371	32821	155136	38772	130670	496192	2035	2035	0	0	0	2035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	412	412	0	0	412	0	123232	61616	0	117	10118	49636	155136	38889	141200	550111	0	7778	70600	550111	645775	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4156																																																																																																																																		264950	2485																																																																																																														
4231																																																																																																																																		128348	748																																																																																																														
5069																																																																																																																																		418112	7158	0	3626	333152	118185	118135	50	0	0	0	0	0	0	0	688	1540	12308	0	0	0	0	0	0	0	0	0	44805	0	0	0	44618	118135	738	1540	260506	50	50	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	520	260	0	0	0	260	118135	738	1540	268079	0	148	770	268079	329526	0	0	0	0	0	0	0	0	0	0	0	0	0	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5135																																																																																																																																		549183	4854																																																																																																														
5210																																																																																																																																		2398495	18353																																																																																																														
5461																																																																																																																																		787962	6299																																																																																																														
5751																																																																																																																																		240459	2421																																																																																																														
6039																																																																																																																																		337608	3719																																																																																																														
6329																																																																																																																																		1117594	14654	0	4983	773683	171338	154740	16598	0	0	0	0	0	0	0	50121	538	0	2	0	2	0	0	0	0	0	0	53352	180	1127	0	48229	253261	67848	144659	649875	440	440	0	0	0	440	6068	3034	0	0	0	3034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11700	5850	0	0	124	5726	253261	67848	148124	665531	0	13570	74062	665531	768700	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7009																																																																																																																																		962188	0	0	0	393534	265462	262698	2764	0	0	0	0	0	0	240942	75671	1984	0	0	0	0	0	0	0	0	0	0	11854	0	0	0	11854	503640	89592	1984	343054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	503640	89592	2014	343054	0	17918	1007	343054	393534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12216	2443	0	0	
7045																																																																																																																																		235525	1075																																																																																																														
7072																																																																																																																																		355124	2668	0	0	235362	5933	2129	3804	0	10739	0	10739	0	0	0	4412	2349	11189	17347	0	17347	0	0	0	0	0	0	30193	0	3514	577	18826	2525	42815	179594	125194	0	0	0	0	0	0	1936	968	0	0	0	968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20611	10306	0	0	0	10306	2525	42815	179594	136468	0	8563	89797	136468	235362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7456																																																																																																																																		111855	885	0	0	83534	5794	4749	1045	0	0	0	0	0	0	504	19195	455	0	8338	0	0	8338	0	0	0	0	0	4800	217	353	1	4229	9352	21355	4854	76798	0	0	0	0	0	0	75	38	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9352	21355	4854	76836	0	4271	2427	76836	83534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7634																																																																																																																																		76402	1209																																																																																																														
8033																																																																																																																																		327591	1703																																																																																																														
8462																																																																																																																																		183072	1779																																																																																																														
8631																																																																																																																																		65963	409																																																																																																														
9357																																																																																																																																		768948	4587	0	0	553971	9992	3377	6615	0	0	0	0	0	0	1777	36169	1009	0	0	0	0	0	0	0	0	0	0	41974	0	3508	0	4935	127254	62744	20263	528675	362	362	0	0	0	362	431	216	0	0	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7489	3745	0	0	3745	0	127254	62744	24770	529037	0	12549	12385	529037	553971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9553																																																																																																																																		196693	1211																																																																																																														
9807																																																																																																																																		2496914	31517	0	6931	2026919	265130	235685	29444	0	0	0	0	0	0	120319	252607	11641	9531	0	0	0	0	0	0	0	0	0	183292	3968	1607	0	84163	460190	283658	246479	1329895	11730	11730	0	0	0	11730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222247	111124	0	0	0	111124	491792	283658	246679	1488183	0	56732	123340	1488183	2019988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9955																																																																																																																																		180292	1839																																																																																																														
10250																																																																																																																																		546490	4345	0	457	311051	29090	4346	24744	0	0	0	0	0	0	739	135004	1120	0	0	0	0	0	0	0	0	0	0	13484	200	1587	135	11562	80771	168844	56523	239606	0	0	0	0	0	0	2310	1155	0	0	0	1155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2491	1246	0	0	0	1246	80771	168844	56523	248822	0	33769	28262	248822	310594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
10849																																																																																																																																		258862	1851																																																																																																														
