"IDRSSD"	RCFD1773	RCFD3543	RCFD3547	RCFDF240	RCFDF241	RCFDF242	RCFDF252	RCFDF253	RCFDF254	RCFDF261	RCFDF262	RCFDF263	RCFDF585	RCFDF586	RCFDF587	RCFDF589	RCFDF597	RCFDF598	RCFDF599	RCFDF601	RCFDF608	RCFDF609	RCFDF684	RCFDF686	RCFDF689	RCFDF692	RCFDF694	RCFDF697	RCFDG391	RCFDG392	RCFDG395	RCFDG396	RCFDG474	RCFDG475	RCFDG476	RCFDG477	RCFDG478	RCFDG479	RCFDG480	RCFDG481	RCFDG482	RCFDG483	RCFDG484	RCFDG485	RCFDG486	RCFDG487	RCFDG488	RCFDG489	RCFDG490	RCFDG491	RCFDG492	RCFDG493	RCFDG494	RCFDG495	RCFDG496	RCFDG497	RCFDG498	RCFDG499	RCFDG500	RCFDG501	RCFDG502	RCFDG503	RCFDG504	RCFDG505	RCFDG506	RCFDG507	RCFDG508	RCFDG509	RCFDG510	RCFDG511	RCFDG512	RCFDG513	RCFDG514	RCFDG515	RCFDG516	RCFDG517	RCFDG518	RCFDG519	RCFDG520	RCFDG521	RCFDG522	RCFDG523	RCFDG524	RCFDG525	RCFDG526	RCFDG527	RCFDG528	RCFDG529	RCFDG530	RCFDG531	RCFDG532	RCFDG533	RCFDG534	RCFDG535	RCFDG536	RCFDG537	RCFDG538	RCFDG539	RCFDG540	RCFDG541	RCFDG542	RCFDG543	RCFDG544	RCFDG545	RCFDG546	RCFDG547	RCFDG548	RCFDG549	RCFDG550	RCFDG551	RCFDG552	RCFDG553	RCFDG554	RCFDG555	RCFDG556	RCFDG557	RCFDG558	RCFDG559	RCFDG560	RCFDG561	RCFDG562	RCFDG563	RCFDG564	RCFDG565	RCFDG566	RCFDG567	RCFDG568	RCFDG569	RCFDG570	RCFDG571	RCFDG572	RCFDG573	RCFDG574	RCFDG575	RCFDG576	RCFDG577	RCFDG578	RCFDG579	RCFDG580	RCFDG581	RCFDG582	RCFDG583	RCFDG584	RCFDG585	RCFDG586	RCFDG587	RCFDG588	RCFDG589	RCFDG590	RCFDG804	RCFDG805	RCFDG806	RCFDG807	RCFDG808	RCFDG809	RCFDK195	RCFDK196	RCFDK208	RCFDK209	RCON1773	RCON3543	RCON3547	RCONF240	RCONF241	RCONF242	RCONF252	RCONF253	RCONF254	RCONF261	RCONF262	RCONF263	RCONF578	RCONF579	RCONF580	RCONF581	RCONF582	RCONF583	RCONF584	RCONF585	RCONF586	RCONF587	RCONF589	RCONF590	RCONF591	RCONF592	RCONF593	RCONF594	RCONF595	RCONF596	RCONF597	RCONF598	RCONF599	RCONF601	RCONF684	RCONF686	RCONF689	RCONF692	RCONF694	RCONF697	RCONG391	RCONG392	RCONG395	RCONG396	RCONG474	RCONG475	RCONG476	RCONG477	RCONG478	RCONG479	RCONG480	RCONG481	RCONG482	RCONG483	RCONG484	RCONG485	RCONG486	RCONG487	RCONG488	RCONG489	RCONG490	RCONG491	RCONG492	RCONG493	RCONG494	RCONG495	RCONG496	RCONG497	RCONG498	RCONG499	RCONG500	RCONG501	RCONG502	RCONG503	RCONG504	RCONG505	RCONG506	RCONG507	RCONG508	RCONG509	RCONG510	
413758																																																																																																																																																																4370																																																																																	
413851																																																																																																																																																																3123																																																																																	
414102																																																																																																																																																																1989																																																																																	
414652																																																																																																																																																																29165																																																																																	
414764																																																																																																																																																																50619																																																																																	
414858																																																																																																																																																																33937																																																																																	
415770																																																																																																																																																																0																																																																																	
415855																																																																																																																																																																6895																																																																																	
416245																																																																																																																																																																662392	262	262	0	0	0	0	0	0				1523	0	1873	103749	713	0	14476	6760	0	0	470	1577	0	3701	102873	940	0	15890	8642	0	0	1807	0	0		0	0		1807	0	0	675	0	0	662392	0	0	0	0	0	0	92397	0	0	0	92397	31041	0	0	0	31041	0	0	0	262	0	0	0	0	0	787899	0	0	663067	124832	0	0	0	0	
416272																																																																																																																																																																19955																																																																																	
416339																																																																																																																																																																6743																																																																																	
416357																																																																																																																																																																0									0	0	0																									0			0																																										
416656																																																																																																																																																																52183									0	0	0																									0			0																																										
416674																																																																																																																																																																65251																																																																																	
416973																																																																																																																																																																9311																																																																																	
417626																																																																																																																																																																64812																																																																																	
417710																																																																																																																																																																3525																																																																																	
418100																																																																																																																																																																76899																																																																																	
418249																																																																																																																																																																206658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11051	194107	1500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206658	0	11051	194107	1500	0	0	0	0	
418436																																																																																																																																																																0																																																																																	
418856																																																																																																																																																																20061																																																																																	
419255																																																																																																																																																																22279																																																																																	
419406																																																																																																																																																																843680	2779	1628	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0		0	0	0	0	0	0	843680	0	0	0	0	0	0	12741	0	0	12741	0	0	0	0	0	0	0	0	2779	0	323	0	0	323	0	859523	0	0	859523	0	0	0	0	0	
419460																																																																																																																																																																71270																																																																																	
419675																																																																																																																																																																118345																																																																																	
419947																																																																																																																																																																2426																																																																																	
420578																																																																																																																																																																15745																																																																																	
420644																																																																																																																																																																3961									0	0	0																									0			0																																										
420653																																																																																																																																																																18701									0	0	0																									0			0																																										
420877																																																																																																																																																																19979																																																																																	
421445																																																																																																																																																																43623																																																																																	
421539																																																																																																																																																																25846																																																																																	
422059																																																																																																																																																																12794									0	0	0																									0			0																																										
422116																																																																																																																																																																5379																																																																																	
422433																																																																																																																																																																381535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	19980	355022	6533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	381604	0	19980	355022	6602	0	0	0	0	
422657																																																																																																																																																																8992																																																																																	
423159																																																																																																																																																																41004																																																																																	
423449																																																																																																																																																																34568																																																																																	
423458																																																																																																																																																																11703	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0		0	0	0	0	0	1813	9890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11703	0	1813	9890	0	0	0	0	0	
423636																																																																																																																																																																13895																																																																																	
423739																																																																																																																																																																51364																																																																																	
423841																																																																																																																																																																13066																																																																																	
424156																																																																																																																																																																46311																																																																																	
424240																																																																																																																																																																78093																																																																																	
424352																																																																																																																																																																26709																																																																																	
424437																																																																																																																																																																0									0	0	0																									0			0																																										
424633																																																																																																																																																																13256																																																																																	
425050																																																																																																																																																																8072																																																																																	
425108																																																																																																																																																																62355																																																																																	
425818																																																																																																																																																																67214																																																																																	
425845																																																																																																																																																																0																																																																																	
425911																																																																																																																																																																319358																																																																																	
426057																																																																																																																																																																0																																																																																	
426141																																																																																																																																																																9193																																																																																	
426534																																																																																																																																																																622763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6122	0	0	0	0	7953	614810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	628885	0	7953	614810	6122	0	0	0	0	
426758																																																																																																																																																																39456																																																																																	
426945																																																																																																																																																																24811																																																																																	
427241																																																																																																																																																																40315																																																																																	
427353																																																																																																																																																																31868																																																																																	
427858																																																																																																																																																																34219																																																																																	
427960																																																																																																																																																																1413																																																																																	
428060																																																																																																																																																																73293																																																																																	
428462																																																																																																																																																																48619																																																																																	
428471																																																																																																																																																																100																																																																																	
428547																																																																																																																																																																102010	1441	1429	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0		550	0	0	550	0	0	95850	6160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1441	0	0	0	0	0	0	104001	0	0	97841	6160	0	0	0	0	
428855																																																																																																																																																																33722																																																																																	
429021																																																																																																																																																																12356																																																																																	
429487																																																																																																																																																																5435																																																																																	
430036																																																																																																																																																																28935																																																																																	
430054																																																																																																																																																																20929																																																																																	
430344																																																																																																																																																																85108																																																																																	
431172																																																																																																																																																																787429	1484	1484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	787429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1484	0	0	0	0	0	0	788913	0	0	788913	0	0	0	0	0	
431323																																																																																																																																																																17602																																																																																	
431350																																																																																																																																																																25378																																																																																	
431846																																																																																																																																																																0																																																																																	
431958																																																																																																																																																																0																																																																																	
432012																																																																																																																																																																9288																																																																																	
432058																																																																																																																																																																2877									0	0	0																									0			0																																										
432432																																																																																																																																																																71034																																																																																	
432478																																																																																																																																																																93291																																																																																	
433158																																																																																																																																																																34788									0	0	0																									0			0																																										
433505																																																																																																																																																																198790	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0		0	0	0	0	0	198790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198790	0	198790	0	0	0	0	0	0	
433550																																																																																																																																																																108341	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0		0	0	0	0	0	41	108300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108341	0	41	108300	0	0	0	0	0	
433608																																																																																																																																																																582846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	582846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	582846	0	0	582846	0	0	0	0	0	
433859																																																																																																																																																																974																																																																																	
433943																																																																																																																																																																76219																																																																																	
434203																																																																																																																																																																152452																																																																																	
434539																																																																																																																																																																69219																																																																																	
435059																																																																																																																																																																26653																																																																																	
435077																																																																																																																																																																1992352	0	0	0	0	0	3517966	506552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1144	0	0	3010270	0	1366612	0	1309169	57443	0	1829	1990523	0	0	0	0	0	0	0	0	0	0	0	1509140	23695	0	0	1532835	0	0	0	0	0	0	0	0	0	4868104	23695	1310998	2047966	1532835	3339	0	0	3339	
435255																																																																																																																																																																20062																																																																																	
435666																																																																																																																																																																0																																																																																	
435750																																																																																																																																																																466080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	466080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	466080	0	0	466080	0	0	0	0	0	
436159																																																																																																																																																																539388	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0		0	0	0	0	0	0	539388	0	66127	0	0	66127	0	526185	0	0	526185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1131700	0	0	1131700	0	14293	0	14293	0	
436542																																																																																																																																																																43782																																																																																	
436739																																																																																																																																																																33535																																																																																	
436953																																																																																																																																																																31808																																																																																	
437044																																																																																																																																																																41076																																																																																	
437914																																																																																																																																																																838122	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0		747	0	0	747	0	623	837499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	838869	0	623	838246	0	0	0	0	0	
438050																																																																																																																																																																17045																																																																																	
438434																																																																																																																																																																122440																																																																																	
439132																																																																																																																																																																55452									0	0	0																									0			0																																										
439338																																																																																																																																																																448398	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0		0	0	0	0	0	43	448355	0	0	0	0	0	0	1731	0	0	0	1731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	450129	0	43	448355	1731	0	0	0	0	
439356																																																																																																																																																																119363																																																																																	
439404																																																																																																																																																																296758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8801	1053	0	9854	0	0	296758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	305559	1053	0	306612	0	0	0	0	0	
439730																																																																																																																																																																19451																																																																																	
440110																																																																																																																																																																5233																																																																																	
440857																																																																																																																																																																255																																																																																	
440978																																																																																																																																																																4880																																																																																	
441050																																																																																																																																																																0																																																																																	
441078																																																																																																																																																																22181																																																																																	
441135																																																																																																																																																																7560																																																																																	
441256																																																																																																																																																																168269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5248	0	0	0	0	0	0	0	0	0	0	5248	0	0	0	0	0	0	0	0	0	0	0	0	0	6784	0	0	6784	0	1991	161396	4882	0	0	0	0	0	5248	0	0	5248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180301	0	1991	173428	4882	0	0	0	0	
441359																																																																																																																																																																161118																																																																																	
441434																																																																																																																																																																79321																																																																																	
441470																																																																																																																																																																0																																																																																	
441630																																																																																																																																																																47243																																																																																	
442011																																																																																																																																																																23246																																																																																	
442057																																																																																																																																																																2040																																																																																	
442244																																																																																																																																																																33091																																																																																	
442655																																																																																																																																																																36091																																																																																	
442806																																																																																																																																																																58170																																																																																	
443148																																																																																																																																																																30248																																																																																	
443205																																																																																																																																																																209073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4032	0	0	4032	0	0	209073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213105	0	0	213105	0	0	0	0	0	
443353																																																																																																																																																																11954																																																																																	
443625																																																																																																																																																																26205																																																																																	
443634																																																																																																																																																																58295																																																																																	
444350																																																																																																																																																																33315																																																																																	
444471																																																																																																																																																																0									0	0	0																									0			0																																										
444556																																																																																																																																																																54199																																																																																	
444677																																																																																																																																																																0																																																																																	
444958																																																																																																																																																																6534																																																																																	
445674																																																																																																																																																																10862																																																																																	
445777																																																																																																																																																																4506																																																																																	
445852																																																																																																																																																																39386									0	0	0																									0			0																																										
445955																																																																																																																																																																31769																																																																																	
446130																																																																																																																																																																72765																																																																																	
446149																																																																																																																																																																1714																																																																																	
446176																																																																																																																																																																40622																																																																																	
446877																																																																																																																																																																23254																																																																																	
447070																																																																																																																																																																56725																																																																																	
447100																																																																																																																																																																28137	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0		0	0	0	0	0	28137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28137	0	28137	0	0	0	0	0	0	
447557																																																																																																																																																																4623																																																																																	
447874																																																																																																																																																																41816	0	0	100	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	100	0	41916	0	0	41916	0	0	0	0	0	
448040																																																																																																																																																																29619																																																																																	
448554																																																																																																																																																																46994																																																																																	
449038																																																																																																																																																																213									0	0	0																									0			0																																										
449430																																																																																																																																																																25639																																																																																	
449832																																																																																																																																																																73325									0	0	0																									0			0																																										
449841																																																																																																																																																																1728																																																																																	
449935																																																																																																																																																																21157																																																																																	
450472																																																																																																																																																																0																																																																																	
450632																																																																																																																																																																15469																																																																																	
450669																																																																																																																																																																77949																																																																																	
450753																																																																																																																																																																385219									0	0	0																									0			0																																										
450856																																																																																																																																																																525061	0	0	0	0	0	0	0	0				0	0	0	6315	0	0	0	0	0	0	0	0	0	0	6153	0	0	0	0	0	0	0	0	0		0	0		5828	0	0	5828	0	2161	522900	0	0	0	0	0	0	6314	0	0	6314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	537203	0	2161	535042	0	0	0	0	0	
450959																																																																																																																																																																83727																																																																																	
451068																																																																																																																																																																262248																																																																																	
451246																																																																																																																																																																33535																																																																																	
451273																																																																																																																																																																10674	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0		0	0	0	0	0	0	0	10674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10674	0	0	0	10674	0	0	0	0	
451965	260098000	11339000	7734000	19000	0	19000	0	0	0	0	0	0	0	0	0	0	6000	0	0	0	8319000	8268000	0	0	0	0	0	0	13985000	1113000	0	1278000	0	3480000	254020000	2598000	0	0	0	0	0	7943000	0	0	7143000	800000	376000	0	0	0	376000	25904000	1452000	34251000	1540000	40328000	0	30786000	9509000	33000	334069000	27017000	35718000	306201000	19167000	0	0	0	0	0	30139000	1074000	34736000	2063000	2803000	0	2102000	701000	0	0	0	0	0	0	0	0	0	0	0	10828000	31401000	3176000	36959000	2094000	13738000	0	0	0	13738000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	288000	1262000	0	1522000	28000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13820000	291000	1262000	0	1522000	31000	0	0	0	0	258823000	10298000	6594000										0	0	119000	8197000	3000	0	0	0	0	0	0	0	0	122000	8142000	4000	0	0	6000	0	0	0																																																
452104																																																																																																																																																																37706																																																																																	
452159																																																																																																																																																																82004																																																																																	
452739																																																																																																																																																																25856																																																																																	
452841																																																																																																																																																																73673																																																																																	
452850																																																																																																																																																																156866																																																																																	
