"IDRSSD"	RCFD1578	RCFD1752	RCFD2148	RCFD2160	RCFD2166	RCFD2168	RCFD3549	RCFD3550	RCFD3551	RCFDA519	RCFDA520	RCFDB556	RCFDC010	RCFDC436	RCFDFT33	RCFDFT34	RCFDFT35	RCFDJ448	RCFDK201	RCFDK202	RCFDK270	RCON1578	RCON1752	RCON2148	RCON2160	RCON2166	RCON2168	RCON3549	RCON3550	RCON3551	RCONA519	RCONA520	RCONB556	RCONC010	RCONC436	RCONFT33	RCONFT34	RCONFT35	RCONJ448	RCONK201	RCONK202	RCONK270	TEXT3549	TEXT3550	TEXT3551	
2161																						0	363	0	5208	216	216	0	0	0	0	0	987	0	0	0	0	0	0	3642	0	0				
2376																						0	27519	27064	180290	792	17618	0	0	0	0	0	10868	9486	0	0	0	0	0	78286	0	18935				
2554																							19	0	199	29	29				0	0	151							0	0	0				
2732																							174	1080	3670	180	510	258			0	0	1906							0	0	0	current FIT receivable			
2750																							306	0	3135	275	275				0	0	1017							1537	0	0				
3252																						494	638	0	4544	627	1769	644	0	0	0	0	2137	0	0	0	0	0	0	0	0	0	NP DDA Debits			
3458																							224	0	819		150				0	0	445							0	0	0				
3720																							261	878	9036	187	197				0	0	1054							1837	0	4809				
3971																							5070	703	26503		4269	2085			0	0	2995							13466	0	0	Due from Parent and Affiliates - net			
4156																							384	52	7586		209				0	0	1143							4793	0	1005				
4231																						0	0	348	998	0	145	0	0	0	0	0	505	0	0	0	0	0	0	0	0	0				
4839																							1182	0	2924	259	421	56			0	0	1321	105						0	0	0	Prepaid Deposit - FiServ			
5069																							0	679	5362	1374	2865				0	0	1818				1418			0	0	0				
5135																						20	2016	1227	15461	545	679	0	0	0	0	0	5923	0	0	0	0	0	0	5616	0	0				
5210																						0	4487	3475	70910	0	13675	10892	0	0	0	0	4338	0	0	0	0	0	0	38912	0	6023	Prepaid Pension			
5461																							2712	0	15268	418	1623	917			0	0	2691							8242	0	0	QZAB			
5751																							349	13	6567		127				0	0	1632							2676	336	1434	Income Taxes Payable			
6039																						3	304	237	2758	181	741	0	0	0	0	0	1476	0	0	0	8	0	0	0	0	0				
6141																						0	0	116	571	0	101	0	0	0	0	0	354	0	0	0	0	0	0	0	0	0				
6329																						517	597	1966	17562	911	3134				0	0	3249			497				5716	0	2900				
7009																						0	0	202	9092	3864	7166	0	0	0	0	0	1724	0	0	0	2868	0	0	0	0	0				
7045																						18	751	544	2828	187	343	0	0	0	0	0	1190	0	0	0	0	0	0	0	0	0				
7072																							3561	2889	14456		3502	2446			0	0	970							3534	0	0	Deferred Compensation			
7456																						0	848	0	3714	0	299	215	0	0	0	0	1009	0	0	0	0	0	0	1558	0	0	Prepaid Health Insurance			
7634																							98	0	746	126	219				0	0	429							0	0	0				
8033																							1591	417	5071	67	172	60			0	0	1522			45				1369	0	0	ALL OTHER ASSETS			
8462																						0	21	0	867	0	7	0	0	0	0	0	839	0	0	0	0	0	0	0	0	0				
8631																							336	194	3115	84	85				0	0	181							2319	0	0				
9357																						0	598	0	1923	0	153	0	0	0	0	0	1172	0	0	0	0	0	0	0	0	0				
9553																						0	2169	0	7986	370	619	249	0	0	0	0	2634	0	0	0	0	0	0	1668	0	896	Nebraska Fund XV Investment			
9807																							8083	0	135682	168	1168				0	0	6594	59						33898	85939	0				
9955																							997	46	2179		43				0	0	1093							0	0	0				
10250																							999	757	4172	516	714				0	0	1391			192				311	0	0				
10849																						0	551	1277	4409	297	394	0	0	0	0	0	988	0	0	0	0	0	0	1199	0	0				
11145																						28	774	490	8513	574	1693	0	1091	0	0	0	641	0	0	0	0	0	0	2396	0	2519	Brownfield	Great Lakes Capital Fund		
11640																						0	4611	1181	20392	256	930	410	264	0	0	0	3464	0	0	0	0	0	0	10206	0	0	Investment- Pharos Capital Partners	Investment- Caltius Partners		
11837																							393	664	1936		240				0	0	639							0	0	0				
12030																						0	5736	2669	11893	0	310	0	0	0	0	0	2566	0	0	0	0	0	0	612	0	0				
12142																							1174	1430	9175		304				0	0	1164			31				5103	0	0				
12179																							729	21	2922	59	59				0	0	103							1347	0	663				
12311		580686	23410	4524799		1171535	493642			0	0	347109							570609	824394	1007056		580686																				Income Tax Receivable			
12647																						0	147	0	1215	290	374	0	0	0	0	0	694	0	0	0	0	0	0	0	0	0				
12656																						0	29	0	180	44	44	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0				
12937																							246	0	870	172	173				0	0	451							0	0	0				
12946																							6680	0	27618	962	1682				0	0	5710			557				2260	11286	0				
13103																							6878	3555	29546	1602	3817	1197			0	0	4716							10580	0	0	Deferred Director Fees			
13251																							397	0	1186	136	136				0	0	220							433	0	0				
13457																							0	39	1602		0				0	0	309							1254	0	0				
14052																						0	68	83	2123	0	166	0	0	0	0	0	183	0	0	0	0	0	0	1244	379	0				
14155																						0	901	0	7986	278	290	0	0	0	0	0	2298	0	0	0	0	0	0	4497	0	0				
14650																						12	47	209	1912	42	54				0	0	134							1468	0	0				
14753																							9	0	695		58				0	0	628							0	0	0				
14865																							649	687	10312	425	758				0	0	3320							3208	0	1690				
14977																						6	317	136	2404	19	35	0	0	0	0	0	909	0	0	0	0	0	0	1007	0	0				
16551																							1529	0	8320	297	602				0	0	1681			246				4508	0	0				
16748																						0	209	173	2889	0	149	0	0	0	0	0	553	0	0	0	0	0	0	1805	0	0				
17110																						0	219	0	2848	0	2454	1444	0	0	0	0	175	0	0	0	0	0	0	0	0	0	INVESTMENT ADVISORY/TRUSTEE FEES RECEIVABLE			
17147																						0	23829	19648	343705	12921	40336	0	0	0	0	0	37123	7322	0	0	0	0	0	106901	97227	18641				
17259																							535	0	2966	110	223				0	0	352							1856	0	0		0		
17950																							1263	717	6246	183	213				0	0	3313			5				0	0	740				
17978																							3355	1261	5936	144	341	62	133	1	0	0	979				1			0	0	0	Accrued Late Charges Receivable	Prepaid Federal Income Tax	Other Items Receivable	
18050																						0	506	0	9690	1259	2016	0	0	0	0	0	2503	0	0	0	0	0	0	4665	0	0				
18135																						0	421	0	7202	194	372	155	0	0	0	0	1104	0	0	0	0	0	0	5305	0	0	safe deposit co.			
18827																						0	7333	2689	43470	4311	6497	0	0	0	0	0	3602	0	0	0	0	0	0	8200	0	15149				
18836																						0	375	549	5867	0	678	388	0	0	0	0	487	0	0	0	0	0	0	3778	0	0	DEFERRED DIRECTOR FEES			
18854																							1049	0	5734	582	1011				0	0	3674							0	0	0				
19356																						0	364	0	3126	236	284	0	0	0	0	0	332	0	0	0	0	0	0	2146	0	0				
19936																							587	304	8933	297	528	204			0	0	1535							5979	0	0	ATM Network Prefunded Deposit			
19972																						0	32	319	3674	0	144	0	0	0	0	0	186	0	0	0	0	0	0	2993	0	0				
20053																							126	484	2411		102				0	0	558							1141	0	0				
20633																							880	1342	11577	528	645				0	0	917							7793	0	0				
20857																							1322	0	3363	191	193				0	0	1848							0	0	0				
21256																							56	0	405	10	10				0	0	22							317	0	0				
21359																						0	320	0	1217	145	146	0	0	0	0	0	607	0	0	0	0	0	0	144	0	0				
21630																						0	341	0	837	160	167	0	0	0	0	0	329	0	0	0	0	0	0	0	0	0				
21658																							181	0	4609	365	427				0	0	668							2792	0	541				
22048																							1059	0	8022	204	1599	1176			0	0	949							4415	0	0	Split Dollar Insurance Zach McClendon			
22543																							365	0	907	169	232				0	0	310							0	0	0	Federal Income Tax Due SSB			
22552																						0	859	0	2248	143	148	0	0	0	0	0	1241	0	0	0	0	0	0	0	0	0				
22730																						0	365	458	4830	104	121	0	0	0	0	0	744	0	0	0	0	0	0	3142	0	0				
22936																						0	249	4141	5756	349	354	0	0	0	0	0	984	0	0	0	0	0	0	0	28	0				
23456																							417	0	1535	341	367	5			0	0	751				21			0	0	0	STADIUM BUILDER			
23504																						0	35349	19492	177757	12057	23771	6164	0	0	0	0	11652	0	0	0	0	0	0	44677	31005	11811	ACCRUED TAX RECEIVABLE			
23643																						0	882	0	6376	114	135	0	0	0	0	0	1022	0	0	0	0	0	0	1860	0	2477				
23755																							470	0	3540		188				0	0	673							2209	0	0				
24006																							2427	1932	37351	794	5517	2353			0	0	4002				1515			20074	0	3399	Defined Benefit Post-Retirement Plan			
24378																						0	433	155	851	0	107	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0				
24453																						0	1261	958	3575	174	522	0	0	0	0	0	834	0	0	151	0	0	0	0	0	0				
24659																							5	0	413		0				0	0	408							0	0	0				
24668																							5946	2167	18010	473	1014				0	0	8883							0	0	0				
24949																						0	1313	6311	18783	397	645	0	0	0	0	0	958	0	0	0	0	0	0	9556	0	0				
25357																						0	3876	0	8035	397	440	0	0	0	0	0	3719	0	0	0	0	0	0	0	0	0				
25647																							126	0	1231	378	811				0	0	294				433			0	0	0				
26176																							2916	3133	10859	446	794	266			0	0	1022							0	0	2994	LEASE DEPOSIT			
26242																							2847	288	19387	472	754				0	0	1952							13546	0	0				
26457																							0	26	769	4	538	34	500		0	0	205							0	0	0	DDA nonpost	US T-Note redeemed but not paid		
26765																						0	2010	4403	8272	554	703	0	0	0	0	0	1156	0	0	0	0	0	0	0	0	0				
27070																							1767	72	9480	796	878				0	0	1489							5274	0	0				
27548																							683	205	17824	1248	4106	691		967	0	0	2318				488			10512	0	0	Unposted CD/DDA		Low income tax community investment	
27614																							1717	294	12436	218	1284	788			0	0	1402							7739	0	0	FiServ ATM Receivable			
27847																							2100	0	15299	1036	1291				0	0	2775			213	26			4873	0	4260				
28013																							25046	23045	216632		7224	2653	3807		0	0	10713							91134	0	59470	Items in Transit	federal, state, and local taxes		
28152																							560	0	4293	294	505				0	0	776	208						2452	0	0				
28255																						0	1236	620	11834	218	1023	0	0	0	0	0	1279	0	0	0	0	0	0	7676	0	0				
28406																						0	12134	4792	60011	1382	3569	0	0	0	0	0	6438	0	0	0	0	0	0	33078	0	0				
28675																							315	0	1006	161	248				0	0	443							0	0	0				
28732																							227	452	2784	523	523				0	0	295							1287	0	0				
29476																							585	0	3714	65	114				0	0	1365							1650	0	0				
29636																							2240	4522	38096	2050	2270				0	0	4451							17947	860	5806				
29878																							1954	15411	26016	3710	3790	80			0	0	4861							0	0	0	Seat License			
30052																						0	113	0	278	0	94	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0				
30502																						0	1421	1006	9400	1226	4186	0	0	0	0	0	2787	0	0	0	0	0	0	0	0	0				
30650																							379	3	849	78	104				0	0	363							0	0	0	MVA to AFS 201			
30810																							750	340799	1597516		438246	313492			0	0	817721							0	0	0	Income Tax Receivable			
31134																							358	198	2610	182	269				0	0	835							950	0	0				
31255																						0	2792	0	17632	769	1666	0	0	0	0	0	2424	0	0	0	0	0	0	8895	0	1855				
31657																							284	0	4693		133				0	0	625							0	0	3651		Late Fees		
31826																							819	887	9083	330	1932				0	0	994							4451	0	0				
31835																						0	1740	1450	16012	148	495	0	0	0	0	0	1586	0	0	0	0	0	0	10741	0	0				
32234																						0	381	75	2870	36	1351	1064	0	0	0	0	1063	0	0	0	0	0	0	0	0	0	Accounts Receivable			
32766																						0	24	52	366	54	79	0	0	0	0	0	211	0	0	0	0	0	0	0	0	0				
32971																						0	1362	670	12259	471	1103	0	0	0	0	0	1058	0	0	286	0	0	0	8066	0	0				
33147																							2692	0	8165		1616				0	0	1906							1106	0	845				
33259																							863	1850	11571		6801		4370		0	0	2057							0	0	0	Income Taxes Paid	Subsidiary Income		
33268																						0	0	0	3654	93	93	0	0	0	0	0	1235	0	0	0	0	0	0	2326	0	0				
33370																							463	74	762		127				0	0	98							0	0	0				
33839																						0	29	0	273	35	35	0	0	0	0	0	209	0	0	0	0	0	0	0	0	0				
33857																							4237	0	11666	881	900				0	0	6529							0	0	0				
34425																						0	6018	2321	32953	568	2650	1424	0	0	0	0	3191	0	0	0	0	0	0	18773	0	0	LIHTC FUNDS			
34434																						6	995	0	4527	432	456				0	0	1110							1966	0	0				
34452																							230	0	5343	365	1166				0	0	621							2254	0	1072				
34537																							32544	29151	224321	5886	21157	7275			0	0	17488				6600			113251	0	10730	Deferred Directors Comp			
34555																						0	4027	0	13972	289	359	0	0	0	0	0	2745	0	0	69	0	0	0	6841	0	0				
34742																						0	1704	701	12109	420	1605	0	0	0	0	0	1077	0	0	0	0	0	0	7022	0	0				
35057																						0	1213	0	4611	162	464	138	0	0	0	0	938	0	0	79	0	0	0	1321	0	675	Other Assets			
35301	0	398306	70403	27670066	0	23465752	19863334	0	0	0	0	493795	0	0	0	0	0	0	559873	2681937	0		396021																				Collateral deposits, net			
35570																							231544	119681	596553	7275	16903				0	0	72790							61680	74449	19506				
35646																						0	29	40	2934	0	67	0	0	0	0	0	239	0	0	0	0	0	0	1841	0	718				
35879																						0	1350	549	8284	222	274	0	0	0	0	0	568	0	0	0	0	0	0	5543	0	0				
36456																						0	354	0	5490	478	762	0	0	0	0	0	2347	0	0	0	0	0	0	2027	0	0				
36933																						0	109	346	1975	382	430	0	0	0	0	0	589	0	0	0	0	0	0	501	0	0				
37051																							64	0	1108	111	174				0	0	396							474	0	0				
37341																							19	0	1272	53	53				0	0	183							1017	0	0				
37435																						13	1122	0	8229	1431	3038				0	0	4069			342				0	0	0				
37640																						0	13048	934	85588	3617	14321	7116	0	0	0	0	13250	0	0	0	0	0	0	32023	0	12012	Investments in Affordable Housing			
37659																						70	0	0	1237	13	106	0	0	0	0	0	356	0	0	0	0	0	0	775	0	0				
37949																						0	0	0	9142	0	180	0	0	0	0	0	2329	0	0	0	0	0	0	6633	0	0				
38740																							853	262	6839	237	518				0	0	621							4585	0	0				
39327																							0	0	14774	498	1145	249	165		0	0	1389			212				12062	178	0	Other Deposits	INCOME TAX RECEIVABLE		
39756																							743	0	12559	1246	1465				0	0	3211							3531	0	3609	0			
40033																							231	0	3508		487				0	0	282							837	0	1671				
40499																							16929	0	92275		26447	12498			0	0	6544							34973	1909	5473	SUPPLEMENTAL EXECUTIVE RETIREMENT PLAN			
40855																						0	666	0	1302	0	57	0	0	0	0	0	579	0	0	0	0	0	0	0	0	0				
41245																							45	177	1510		64				0	0	221							507	0	496				
41553																						0	343	0	2967	7	7	0	0	0	0	0	992	0	0	0	0	0	0	1625	0	0				
41629																							705	395	5928		3363	2515			0	0	1076							389	0	0	Low Income Housing Investment			
41825																							255	1024	7632	394	892				0	0	840			68				2861	0	1760	Other Assets			
41937																							64	0	2120		108				0	0	603							1345	0	0				
41955																							198	0	749		285				0	0	266							0	0	0				
42037																							0	377	2921		95				0	0	404							1798	0	247				
42354																						0	94	0	5499	290	420	130			0	0	821							4164	0	0	ATM Settlement Reserve			
42372																							335	1130	8924	121	249				0	0	1350							5860	0	0				
42420																						292	31507	25312	305415	6357	18338	0	0	0	0	0	18160	1779	0	0	0	0	0	129603	74919	7576				
42448																						22	8612	2304	23973	2155	2807	0	0	0	0	0	10250	0	0	0	0	0	0	0	0	0				
42457																						0	743	0	1647	165	285	0	0	0	0	0	619	0	0	0	0	0	0	0	0	0				
43052																							279	267	4815		298	121	103		0	0	365							3606	0	0	AFS Unrealized Tax Effect	Fed Tax Rec.		
43351																							562	38	6258		594				0	0	2776							0	1220	1068	FHLB STOCK			
43856																						0	695	242	2538	0	46	0	0	0	0	0	254	0	0	0	0	0	0	1301	0	0				
43959																							66	166	1879	728	732				0	0	915							0	0	0				
44040																							1018	1499	13591	131	470				0	0	3304							7300	0	0				
44433																						0	2167	941	4700	368	500				0	0	1092							0	0	0				
44741																						0	1643	737	4284	0	411	0	0	0	0	0	1493	0	0	0	0	0	0	0	0	0				
44750																							998	664	7447	145	572				0	0	497							3148	0	1568				
44929																							1237	0	4626	280	401				0	0	369							904	0	1715				
45038																						0	103	430	3667	0	476	0	0	0	0	0	834	0	0	265	150	0	0	1824	0	0				
45047																							542	0	1673	135	199				0	0	932							0	0	0				
45056																						18	201	0	1306	218	236	0	0	0	0	0	869	0	0	0	0	0	0	0	0	0				
45430																						0	664	602	5161	154	283	0	0	0	0	0	378	0	0	0	0	0	0	1546	0	1688				
45458																							811	53	3169	168	641	466			0	0	758							906	0	0	Investment in Insurance Agency			
45551																						0	2413	47	24160	915	2719				0	0	7286			83	183			8853	0	2842				
45560																						0	11398	0	62386	10314	17507	5218	0	0	0	0	5187	0	0	0	0	0	0	24748	0	3546	Equity Securities			
45775																						0	599	688	5827	0	224	0	0	0	0	0	448	0	0	0	0	0	0	3868	0	0				
46053																							2391	0	9363	523	675				0	0	711							5300	0	286				
46941																							527	0	5266	108	108				0	0	510							1533	0	2588				
47247																						0	2970	0	14681	606	1872	716			0	0	1144	213		71				8695	0	0	Lender Reserve Acct Receivable			
47256																							40	0	207	57	85				0	0	82							0	0	0				
47452																							36	6	315		24				0	0	249							0	0	0				
47500																							3009	0	5447	1054	1116				0	0	1322							0	0	0				
48057																						0	178	164	2849	0	62	0	0	0	0	0	848	0	0	0	0	0	0	1597	0	0				
48150																						0	248	0	550	0	22	0	0	0	0	0	280	0	0	0	0	0	0	0	0	0				
48374																						0	9756	0	37461	0	5961	0	0	0	0	0	7812	0	0	0	0	3310	0	3277	7448	3207				
48440																							157	266	3630		56				4	0	446							2701	0	0				
49054																						1070	1373	0	4688	0	1706	0	0	0	0	0	1609	0	0	0	0	0	0	0	0	0				
49148																						0	205	5	3647	212	212	0	0	0	0	0	617	0	0	0	0	0	0	2608	0	0				
49241																							8387	2339	35674	545	1390	359			0	0	4979							12200	0	6379	Loan Fees Receivable			
49652																							756	149	6871	67	111				0	0	1192							4663	0	0				
49858																						0	503	5	3374	0	242	0	0	0	0	0	382	0	0	0	0	0	0	2242	0	0				
49951																							298	0	4077		101				0	0	1590							2088	0	0				
50144																						0	346	397	4061	0	58	0	0	0	0	0	389	0	0	0	0	0	0	2871	0	0				
50461																							0	1271	2195	35	760				0	0	164							0	0	0				
50872																							2898	0	5369		121				0	0	430							0	0	1920				
51253																						0	1326	308	14128	0	2916	2211	0	0	0	0	3976	0	0	0	0	0	0	5602	0	0	ACCRUED TAXES			
51356																						7	0	0	258	38	45				0	0	213							0	0	0				
51459																							1848	0	8210	164	201	37			0	0	2396							3765	0	0	Accrued Income Taxes			
51842																							175	2516	8529		826				0	0	1634							3378	0	0				
52719																						0	6402	47277	99836	0	46157	40429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A/R Trade			
52951																						31	583	349	3149	142	464	271			0	0	1753							0	0	0	Tax Receivable			
53051																							5	0	446		88				0	0	353							0	0	0				
53752																						0	47	109	463	0	92	0	0	0	0	0	215	0	0	0	0	0	0	0	0	0				
54049																						0	239	218	5096	272	431	137	0	0	0	0	452	0	0	0	0	0	0	2865	891	0	Negative Tax Liability			
54058																							577	85	5851		278				0	0	4911							0	0	0				
54441																						0	108	755	2351	176	181	0	0	0	0	0	613	0	0	0	0	0	0	694	0	0				
54656																						0	2428	0	28830	185	10723	10029	0	0	0	0	6702	0	0	0	0	0	0	5368	0	3609	FIT Receivable			
54973																							68721	0	263234		27014	13828			0	0	18724							148775	0	0	Prepaid Pension Benefit			
55336																						0	1904	0	7578	564	1831	1244	0	0	0	0	976	0	0	0	0	0	0	2867	0	0	net prepaid pension cost			
55635																							216	386	1373	292	346				0	0	425							0	0	0				
55653																							1192	24	1569		38				0	0	315							0	0	0				
55970																							525	860	16571	940	1731	742			0	0	1316							8477	0	3662	Affordable Housing			
56258																						0	269	0	1425	116	227	0	0	0	0	0	929	0	0	0	0	0	0	0	0	0				
56351																							6768	1965	46310	2990	6980				0	0	6710			1003				23887	0	0				
56548																						0	1282	1486	12804	236	497	207	0	0	0	0	1469	0	0	0	0	0	0	8070	0	0	Bank Card Reserve Accts			
56557																							7944	4347	88030	4226	6330				0	0	14369							52774	0	2266				
56717																							3064	2296	30178		6809	1887	2205		0	0	2033							12109	0	3867	FIXED ANNUITY INVESTMENTS	RECEIVABLE - OTHER		
57040																						0	211	555	2170	327	327	0	0	0	0	0	1077	0	0	0	0	0	0	0	0	0				
57451																						0	381	1001	8713	153	340	0	0	0	0	0	2369	0	0	0	0	0	0	4622	0	0				
58207																						0	473	1194	8642	176	282	0	0	0	0	0	589	0	0	0	0	0	0	6104	0	0				
58225																						32	578	451	8956	183	467	0	0	0	0	0	857	0	0	209	0	0	0	4496	0	2107				
58243																						0	24492	43573	197769	9759	24998	0	0	0	0	0	12515	3245	0				0	53875	38316	0				
58355																							42	0	378	19	20	1			0	0	114							202	0	0	Lease Deposit			
58551																							0	0	5350	12	527	187	231	78	0	0	1473							2902	0	448	WARRANTS	FHLB STOCK	BANKERS BANCORP STOCK	
58636																							1342	1252	14167	330	1064	656			0	0	1747							2301	0	6461	PROPERTY PURCHASED FOR CUSTOMER RELATIONS			
58757																						0	1284	0	2245	0	199	0	0	0	0	0	762	0	0	126	0	0	0	0	0	0				
58971																						0	6858	27175	103828	0	42366	18183	0	0	0	0	19569	0	0	0	0	0	0	7860	0	0	Other Receivable			
59316																							3505	3364	50554	2298	2907				0	0	3716							25392	3789	7881				
59352																							118	0	9287	214	217				0	0	1681							7271	0	0				
59370																							713	454	12200	408	1106	519	2		0	0	857			84	93			6339	0	2731	Income Tax Receivable	Other Misc Assets		
59754																							271	0	926	32	32				0	0	85							538	0	0				
60143		628998	130566	3673313		1431502	683244			0	0	200102							1254583	27562	0		628998																				Pension plan assets			
60330																						0	1740	475	19871	1270	2506	0	0	0	0	0	2081	0	0	0	310	0	0	5607	0	7462				
60545																						0	955	74	2960	0	120	0	0	0	0	0	1811	0	0	0	0	0	0	0	0	0				
60554																							179	0	1567		66				0	0	804							518	0	0				
60648																						0	764	909	8667	238	559	0	0	0	0	0	660	0	0	0	0	0	0	4710	0	1065				
61122																							5204	9864	70796	1751	9772				0	0	3801							42155	0	0				
61355																							2042	633	16460	899	2552				0	0	5027						0	6206	0	0				
61476																						0	2680	344	6576	0	578	400	0	0	0	0	625	0	0	0	0	0	0	2349	0	0	Intercompany Receivable			
61757																							901	599	5943		193			109	0	0	762							3488	0	0			Debit Card Settlement	
61832																						0	1333	1158	11532	348	456	0	0	0	0	0	1291	0	0	0	0	0	0	2684	0	4610				
61953																							244	0	796		85				0	0	467							0	0	0				
62044																							401	103	1208	57	58				0	18	74						1	554	0	0				
62110																							81	275	483	111	126				0	0	1							0	0	0				
62147																						0	102	0	2229	181	330				0	0	299							1498	0	0				
62772																							2988	1993	24908	803	2874				0	0	2978							647	0	13428				
63050																							25	731	5770		597				0	0	1304							3113	0	0				
63069	0	64702	263013	1331926	0	635173	203946	0	0	0	0	132500	0	0	0	0	0	0	94232	142306	0		64702																				Affordable Housing Investments commitment			
63201																						0	123	683	1802	263	548	255	0	0	0	0	162	0	0	0	0	0	0	286	0	0	Interest on Securities			
63573																							3777	1649	7566	198	930				0	0	1210							0	0	0				
63733																						0	3282	1391	28928	994	2946	734	750	0	0	0	5343	0	0	95	0	0	0	10821	0	5145	Receivable from Department of Education	Delayed Payments MBS & SBA		
63742																						0	287	722	10166	620	628	0	0	0	0	0	854	0	0	0	0	0	0	7675	0	0				
63751																							27	5	80	13	16	1	2		0	0	32							0	0	0	ANTICIPATED TAXES	VISA/MC/DISCOVER C-I-P		
64150																						0	970	0	5160	0	142	0	0	0	0	0	942	0	0	0	0	0	0	3106	0	0				
64543																						0	1637	862	12798	386	1457	0	0	0	0	0	1312	0	0	0	0	0	0	4737	0	2793				
64552																							577	0	7940		2795	1232			0	0	541							4027	0	0	Escrow/Foreclosure Advance Receivable			
64730																							173	2640	4180		839	487			0	0	528							0	0	0	Deconversion Fees			
65205																							2631	0	44817	343	815				0	0	1979			81				26600	0	12792				
65241																						0	126	482	4271	164	169	0	0	0	0	0	786	0	0	0	0	0	0	2069	639	0				
65513		375	271	4890	1544	2515	544	136		0	0	1729				291			0	0	0		375																				Fees earned not collected	Other financial assets		
65559																							1	1653	16057	1176	1397				0	0	3333			221				9673	0	0	Net Book Value Software			
65746																						0	8146	9641	26425	1227	4056	2812	0	0	0	0	2736	0	0	0	0	0	0	1846	0	0	FHLB LRA Receivable			
65858																							7119	370	35380		8607	4673			0	0	5357							12520	0	1407	Artwork			
66154																							1085	284	4454		127				0	0	883							2075	0	0				
66275																						2	283	718	6365	314	795	305			0	0	712							3857	0	0	Due from Parent			
