"IDRSSD"	RCFD1248	RCFD1249	RCFD1250	RCFD1251	RCFD1252	RCFD1253	RCFD1254	RCFD1255	RCFD1256	RCFD1583	RCFD1594	RCFD1597	RCFD3505	RCFD3506	RCFD3507	RCFD3529	RCFD3530	RCFD5377	RCFD5378	RCFD5379	RCFD5380	RCFD5381	RCFD5382	RCFD5389	RCFD5390	RCFD5391	RCFD5459	RCFD5460	RCFD5461	RCFD6558	RCFD6559	RCFD6560	RCFDB575	RCFDB576	RCFDB577	RCFDC226	RCFDC240	RCFDC241	RCFDC410	RCFDC411	RCFDF166	RCFDF167	RCFDF168	RCFDF169	RCFDF170	RCFDF171	RCFDF664	RCFDF665	RCFDF666	RCFDF667	RCFDF668	RCFDF669	RCFDK036	RCFDK037	RCFDK038	RCFDK039	RCFDK040	RCFDK041	RCFDK042	RCFDK043	RCFDK044	RCFDK072	RCFDK073	RCFDK074	RCFDK075	RCFDK076	RCFDK077	RCFDK078	RCFDK079	RCFDK080	RCFDK081	RCFDK082	RCFDK083	RCFDK084	RCFDK085	RCFDK086	RCFDK087	RCFDK088	RCFDK089	RCFDK102	RCFDK103	RCFDK104	RCFDK120	RCFDK121	RCFDK122	RCFDK123	RCFDK124	RCFDK125	RCFDK126	RCFDK127	RCFDK128	RCFDK138	RCFDK139	RCFDK140	RCFDK213	RCFDK214	RCFDK215	RCFDK216	RCFDK217	RCFDK218	RCFDK274	RCFDK275	RCFDK276	RCFDK277	RCFDK278	RCFDK279	RCFDK280	RCFDK281	RCFDK282	RCFDL183	RCFDL184	RCFDL185	RCFDL186	RCFDL187	RCFDL188	RCFNB572	RCFNB573	RCFNB574	RCON1226	RCON1227	RCON1228	RCON1248	RCON1249	RCON1250	RCON1254	RCON1255	RCON1256	RCON1583	RCON1594	RCON1597	RCON1606	RCON1607	RCON1608	RCON3493	RCON3494	RCON3495	RCON3499	RCON3500	RCON3501	RCON3505	RCON3506	RCON3507	RCON3529	RCON3530	RCON5380	RCON5381	RCON5382	RCON5389	RCON5390	RCON5391	RCON5398	RCON5399	RCON5400	RCON5459	RCON5460	RCON5461	RCON6558	RCON6559	RCON6560	RCONB575	RCONB576	RCONB577	RCONB834	RCONB835	RCONB836	RCONC226	RCONC229	RCONC230	RCONC236	RCONC237	RCONC238	RCONC239	RCONC240	RCONC241	RCONC410	RCONC411	RCONF166	RCONF167	RCONF168	RCONF172	RCONF173	RCONF174	RCONF175	RCONF176	RCONF177	RCONF178	RCONF179	RCONF180	RCONF181	RCONF182	RCONF183	RCONF661	RCONF662	RCONF663	RCONF664	RCONF665	RCONF666	RCONF667	RCONF668	RCONF669	RCONK036	RCONK037	RCONK038	RCONK039	RCONK040	RCONK041	RCONK042	RCONK043	RCONK044	RCONK045	RCONK046	RCONK047	RCONK048	RCONK049	RCONK050	RCONK051	RCONK052	RCONK053	RCONK054	RCONK055	RCONK056	RCONK057	RCONK058	RCONK059	RCONK060	RCONK061	RCONK062	RCONK063	RCONK064	RCONK065	RCONK066	RCONK067	RCONK068	RCONK069	RCONK070	RCONK071	RCONK075	RCONK076	RCONK077	RCONK078	
141341																																																																																																																							0	0	0										724	25	236	0	0	0	232	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	457	0	617	100	5	0	0	0	505	49				48	0	0	0	0	0	454	0	0	0	1155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
141350																																																																																																																							0	0	0							0	310	0	1	0	0	62	11	0	0	0	0	0	0	0						0	0	0	0	0	0	310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
141453																																																																																																																							0	0	0							0	0	0	57	0	0	788	0	0	0	0	0	0	0	0						0	0	0	0	0	0	1690	5	0	0	0	0	0	0	0	0	0	0	0	328	0	0	89	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	20	0	68	0	0	0	0	0	0	0	0	0	484	0	0	484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
141556																																																																																																																							814	0	362	0	0	0	0	0	0	0	0	0	5324	0	11050	116	391	497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	301	0	0	30	0	0	0	0	0	0	0	0	0	0	684	26	161	0	0	0	0	0	9072	0	0	0	0	0	2830	0	0	0	1386	1082	8	0	0	1939	3576	0	0	42	0	0	0	0	0	0	62	0	6433	53	0	5051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
141677																																																																																																																							0	0	0										0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	764	635	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
141958																																																																																																																							0	0	0										16	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	2	0	38	0	0	0	0	0	0	0	0	0	0	104	0	320	0	0	0	0	0	167	9				0	0	0	0	0	0	853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
142049																																																																																																																							0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
142179																																																																																																																							0	0	0										0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	527	0	958	0	0	0	0	0	127	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
142571																																																																																																																							0	0	0										0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	321	0	138	0	0	0	0	0	75	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
142656																																																																																																																							0	0	0							0	107	0	204	0	96	0	132	48	0	0	0	0	0	0						0	0	0	0	0	0	260	31	0	0	0	0	0	0	0	0	0	0	0	15	0	181	0	16	0	0	0	67	0				0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
142955																																																																																																																							0	0	0	0	0	0	0	0	0	0	0	0	164	252	11871	0	0	383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	394	34	320	2042	2	0	0	0	1543	256	0	0	0	0	0	0	0	105	0	0	179	0	0	108	1438	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
143073																																																																																																																							0	0	0										2215	60	0	76	0	13	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223	0	2025	85	65	0	0	0	0	0				0	132	0	7	0	20	1715	0	1715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
143372																																																																																																																							0	0	0										2	0	0	0	0	0	0	0	0	0	0	0						0	0	0	10	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	36	0	985	0	19	0	0	0	58	0				109	0	0	0	0	0	75	0	0	0	0	0	13	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
143662																																																																																																																							3820	907	2474	0	0	0	0	0	0	539	0	0	8842	1163	19077	38	0	348	143	277	995	0	0	0	0	0	0	0	0	0	0	0	978	1369	0	1306	0	539	0	0	0	0	0	0	0	0	0	0	0	0	5309	33383	1082	399	0	0	16915	0	0	0	0	0	484	430	0	0	0	4723	14656	5020	1551	3101	1171	430	1121	0	0	0	0	0	0	0	1526	10818	1585	1291	3424	1305	0	7319	0	0	0	0	0	0	0	0	0	0	0	188	0	0	112	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
143859																																																																																																																							0	0	0							0	0	0	215	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	73	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
143952																																																																																																																							0	0	0							0	0	0	0	0	266	0	90	0	0	0	0	0	0	0						0	0	0	0	0	51	21	0	0	0	0	0	0	0	0	0	0	0	0	216	0	0	228	0	0	0	0	266	0				0	0	0	0	0	0	0	0	0	0	1386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
144034																																																																																																																							0	0	0										0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	64	0	0	0	2554	0	0	0	0	965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
144052																																																																																																																							0	0	0	0	0	0	0	0	0	0	53	23	356	76	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	53	23	0	0	0	0	0	0	0	0	0	0	0	301	0	1371	95	27	0	0	0	145	0	0	0	0	0	70	0	0	0	40	24	0	6	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
144155																																																																																																																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	283	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
144436																																																																																																																							0	0	0							0	0	0	73	0	35	0	58	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	610	0	1279	79	0	0	0	0	0	0				0	13	0	0	0	7	0	54	0	0	0	754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
144678																																																																																																																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	578	0	0	0	0	0	0	0	0	0	0	0	207	0	609	0	0	0	0	0	0	17	0	5	0	0	0	0	7859	0	1155	15	0	0	0	0	203	695	0	0	0	0	0	0	0	56	287	0	0	0	0	0	84	283	0	4591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
144856																																																																																																																							0	0	0										0	0	76	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	329	90	62	0	0	0	228	0				0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
144913																																																																																																																							0	0	0	0	0	0	0	0	0	0	0	0	13	0	2	0	0	0	0	0	0	0	0	209	0	0	0	0	0	0	0	0	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	61	2212	400	302	0	0	0	241	0	0	0	0	0	0	0	0	0	0	1907	0	0	0	1190	0	56	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
145059																																																																																																																							0	0	0							0	0	0	117	0	88	0	0	15	0	0	0	0	0	0						0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	757	41	94	0	16	0	0	0	32	0				0	0	0	0	0	0	421	3	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
145545																																																																																																																							0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	254	0	507	129	0	0	0	0	549	0	0	0	0	0	3	0	0	0	0	0	241	0	0	118	563	0	0	26	0	0	0	0	0	0	82	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
145554																																																																																																																							0	0	0										21	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1555	0	168	0	0	0	0	0	130	0				0	0	0	0	0	250	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
145741																																																																																																																							0	0	0							0	421	0	33	2	0	150	0	0	0	0	0	0	0	0						0	0	0	0	0	0	421	0	0	0	0	0	0	0	0	0	0	0	0	101	0	190	0	0	0	0	0	71	0				0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
145750																																																																																																																							0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	351	0	0	0	0	0	0	0	296	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
145844																																																																																																																							0	0	0							0	81	1050	0	44	0	0	275	0	0	0	0	0	0	0						0	0	0	59	78	25	81	1050	0	0	0	0	0	0	0	0	0	0	0	744	0	432	663	0	0	0	0	0	0				0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
145956																																																																																																																							0	0	0							61	0	0	0	0	31	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	183	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
146056																																																																																																																							0	0	0							0	0	0	312	0	55	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	485	0	187	0	0	0	0	0	0	0	0	0	0	147	0	345	0	0	0	0	0	387	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
146618																																																																																																																							0	0	0										40	0	99	0	0	0	0	0	0	0	0	0						0	0	0	10	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	1056	0	136	0	0	0	0	0	0	0				87	0	0	0	0	0	0	0	0	0	134	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
146654																																																																																																																							0	0	0	0	0	0	0	0	0	0	0	0	1641	0	66	157	0	581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	47	0	0	189	0	0	0	0	0	0	0	0	0	0	735	27	777	87	15	0	0	0	539	0	0	0	0	0	15	0	0	0	2050	99	5327	0	0	739	3183	106	8	446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
146663																																																																																																																							0	0	0	0	0	0	0	0	0	0	0	0	97	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1268	286	1527	0	48	0	0	0	134	0	0	0	0	0	0	0	0	0	134	290	0	0	0	0	708	0	0	1198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
146672																																																																																																																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	593	0	0	0	0	0	0	0	0	0	0	0	0	4884	303394	10592	62737	0	1806	0	3733	0	43511	6025	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	1279	0	17992	1198	0	8729	1671	0	14477	57559	0	269443	1116	0	517	56443	0	268926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
146850																																																																																																																							0	0	0							0	0	0	71	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
147633																																																																																																																							0	0	0										472	0	64	117	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	1001	393	57	0	0	0	245	0				0	49	0	0	0	1775	259	225	0	295	0	140	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
147651																																																																																																																							0	0	0							0	48	9	30	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	51	9	0	0	0	0	0	0	0	0	0	0	0	129	0	172	0	0	0	0	0	93	0				0	0	0	0	0	0	53	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
147679																																																																																																																							0	0	0										0	0	293	0	0	0	0	0	0	0	0	0						0	0	0	307	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	877	164	149	0	73	0	0	0	0	1579				0	0	0	0	0	0	0	0	0	0	0	0	73	0	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
147857																																																																																																																							0	0	0							0	0	0	294	8	491	0	0	0	0	0	0	0	0	0						0	0	0	50	0	0	579	0	0	0	0	0	0	0	0	0	0	0	0	86	0	183	299	0	0	0	0	0	0				0	0	0	0	0	0	399	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
147923																																																																																																																							0	0	0										57	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	263	0	11	0	0	0	0	0				0	112	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
148171																																																																																																																							0	0	0							0	0	0	12	0	371	40	26	0	0	0	0	0	0	0						0	0	0	71	29	0	0	73	0	0	0	0	0	0	0	0	0	0	0	1064	0	550	8	7	0	0	0	124	0				0	0	0	0	0	0	0	79	0	0	672	0	0	0	563	0	0	0	0	0	0	87	0	400	87	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
148238																																																																																																																							0	0	0										866	0	0	151	0	50	0	0	0	0	0	0						0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	571	0	29	0	0	0	360	0				0	0	0	0	0	0	593	6	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
148340																																																																																																																							0	0	0							0	0	0	84	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	254	0				225	0	0	0	221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
148470																																																																																																																							0	0	0										0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	2140	0	350	0	0	0	0	0	0	0				0	0	0	0	0	175	0	0	0	0	361	2275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
148715																																																																																																																							0	0	0										0	0	0	0	0	0	0	0	628	0	0	111						0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	75	0	24	0	0	0	0	0	0	35				0	0	0	0	0	12	0	579	0	0	949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
148809																																																																																																																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2342	11	680	0	185	0	0	0	2021	0	0	0	0	0	0	0	0	0	0	0	1238	0	0	0	353	0	0	616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
148920																																																																																																																							0	0	0										170	190	0	112	707	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	168	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
149150																																																																																																																							0	0	0							0	0	0	783	0	845	57	0	659	0	0	0	0	0	0						0	0	0	0	0	0	99	0	499	0	0	0	0	0	0	0	0	0	0	0	0	388	0	0	0	0	0	551	0				0	0	0	0	0	0	492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
149253																																																																																																																							0	0	0										106	257	28	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	558	15	266	136	0	0	0	0	126	0				0	0	0	0	0	0	0	102	0	0	0	1249	44	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
150035																																																																																																																							0	0	0	0	0	0	0	0	0	0	0	0	296	0	261	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	79	147	23	0	0	0	0	0	0	0	0	0	0	0	0	698	160	274	0	0	0	0	0	179	0	0	0	0	85	0	0	0	0	0	0	0	0	0	249	1874	0	0	385	0	0	0	0	0	0	0	0	550	0	0	475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
150044																																																																																																																							0	0	0	0	0	0	0	0	0	0	0	0	16	0	2050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	412	35	735	0	10	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234	0	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
150156																																																																																																																							0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
