"IDRSSD"	RCFD1773	RCFD3543	RCFD3547	RCFDF240	RCFDF241	RCFDF242	RCFDF252	RCFDF253	RCFDF254	RCFDF261	RCFDF262	RCFDF263	RCFDF585	RCFDF586	RCFDF587	RCFDF589	RCFDF597	RCFDF598	RCFDF599	RCFDF601	RCFDF608	RCFDF609	RCFDF684	RCFDF686	RCFDF689	RCFDF692	RCFDF694	RCFDF697	RCFDG391	RCFDG392	RCFDG395	RCFDG396	RCFDG474	RCFDG475	RCFDG476	RCFDG477	RCFDG478	RCFDG479	RCFDG480	RCFDG481	RCFDG482	RCFDG483	RCFDG484	RCFDG485	RCFDG486	RCFDG487	RCFDG488	RCFDG489	RCFDG490	RCFDG491	RCFDG492	RCFDG493	RCFDG494	RCFDG495	RCFDG496	RCFDG497	RCFDG498	RCFDG499	RCFDG500	RCFDG501	RCFDG502	RCFDG503	RCFDG504	RCFDG505	RCFDG506	RCFDG507	RCFDG508	RCFDG509	RCFDG510	RCFDG511	RCFDG512	RCFDG513	RCFDG514	RCFDG515	RCFDG516	RCFDG517	RCFDG518	RCFDG519	RCFDG520	RCFDG521	RCFDG522	RCFDG523	RCFDG524	RCFDG525	RCFDG526	RCFDG527	RCFDG528	RCFDG529	RCFDG530	RCFDG531	RCFDG532	RCFDG533	RCFDG534	RCFDG535	RCFDG536	RCFDG537	RCFDG538	RCFDG539	RCFDG540	RCFDG541	RCFDG542	RCFDG543	RCFDG544	RCFDG545	RCFDG546	RCFDG547	RCFDG548	RCFDG549	RCFDG550	RCFDG551	RCFDG552	RCFDG553	RCFDG554	RCFDG555	RCFDG556	RCFDG557	RCFDG558	RCFDG559	RCFDG560	RCFDG561	RCFDG562	RCFDG563	RCFDG564	RCFDG565	RCFDG566	RCFDG567	RCFDG568	RCFDG569	RCFDG570	RCFDG571	RCFDG572	RCFDG573	RCFDG574	RCFDG575	RCFDG576	RCFDG577	RCFDG578	RCFDG579	RCFDG580	RCFDG581	RCFDG582	RCFDG583	RCFDG584	RCFDG585	RCFDG586	RCFDG587	RCFDG588	RCFDG589	RCFDG590	RCFDG804	RCFDG805	RCFDG806	RCFDG807	RCFDG808	RCFDG809	RCFDK195	RCFDK196	RCFDK208	RCFDK209	RCON1773	RCON3543	RCON3547	RCONF240	RCONF241	RCONF242	RCONF252	RCONF253	RCONF254	RCONF261	RCONF262	RCONF263	RCONF578	RCONF579	RCONF580	RCONF581	RCONF582	RCONF583	RCONF584	RCONF585	RCONF586	RCONF587	RCONF589	RCONF590	RCONF591	RCONF592	RCONF593	RCONF594	RCONF595	RCONF596	RCONF597	RCONF598	RCONF599	RCONF601	RCONF684	RCONF686	RCONF689	RCONF692	RCONF694	RCONF697	RCONG391	RCONG392	RCONG395	RCONG396	RCONG474	RCONG475	RCONG476	RCONG477	RCONG478	RCONG479	RCONG480	RCONG481	RCONG482	RCONG483	RCONG484	RCONG485	RCONG486	RCONG487	RCONG488	RCONG489	RCONG490	RCONG491	RCONG492	RCONG493	RCONG494	RCONG495	RCONG496	RCONG497	RCONG498	RCONG499	RCONG500	RCONG501	RCONG502	RCONG503	RCONG504	RCONG505	RCONG506	RCONG507	RCONG508	RCONG509	RCONG510	
366238																																																																																																																																																																123093	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0		0	0	0	0	0	123093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123093	0	123093	0	0	0	0	0	0	
366247																																																																																																																																																																21608									0	0	0																									0			0																																										
366359																																																																																																																																																																16800																																																																																	
366658																																																																																																																																																																25712																																																																																	
366854																																																																																																																																																																573									0	0	0																									0			0																																										
367150																																																																																																																																																																23553																																																																																	
367178																																																																																																																																																																0																																																																																	
367431																																																																																																																																																																34034																																																																																	
367543																																																																																																																																																																87923																																																																																	
367954																																																																																																																																																																33810																																																																																	
368054																																																																																																																																																																68922																																																																																	
368344																																																																																																																																																																54192									0	0	0																									0			0																																										
368522																																																																																																																																																																53018																																																																																	
368933																																																																																																																																																																8863																																																																																	
368951																																																																																																																																																																40252									0	0	0																									0			0																																										
369453																																																																																																																																																																29787																																																																																	
369659																																																																																																																																																																67327																																																																																	
370020																																																																																																																																																																35642																																																																																	
370271																																																																																																																																																																19172802	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0		92192	0	0	92192	0	7000	19165802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19264994	0	7000	19257994	0	0	0	0	0	
370347																																																																																																																																																																17964																																																																																	
370721																																																																																																																																																																27499																																																																																	
370833																																																																																																																																																																1299									0	0	0																									0			0																																										
370954																																																																																																																																																																13927																																																																																	
371223																																																																																																																																																																19155																																																																																	
371232																																																																																																																																																																32711									0	0	0																									0			0																																										
371362																																																																																																																																																																105688																																																																																	
371559																																																																																																																																																																49148																																																																																	
371755																																																																																																																																																																60008									0	0	0																									0			0																																										
371849																																																																																																																																																																15970									0	0	0																									0			0																																										
371924																																																																																																																																																																114557	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0		0	0	0	0	0	510	114047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114557	0	510	114047	0	0	0	0	0	
371942																																																																																																																																																																18930																																																																																	
372444																																																																																																																																																																20366																																																																																	
372538																																																																																																																																																																137642																																																																																	
372640																																																																																																																																																																37724																																																																																	
372855																																																																																																																																																																31002									0	0	0																									0			0																																										
373058																																																																																																																																																																10749																																																																																	
373115																																																																																																																																																																289886	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0		0	0	0	0	0	272	289614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5714	0	1959	3755	0	295600	0	2231	293369	0	0	0	0	0	
373272																																																																																																																																																																3019																																																																																	
373553																																																																																																																																																																330																																																																																	
373601																																																																																																																																																																12471	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0		0	0	0	0	0	12471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12471	0	12471	0	0	0	0	0	0	
374130																																																																																																																																																																23486																																																																																	
374354																																																																																																																																																																16515																																																																																	
374653																																																																																																																																																																232638	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0		0	0	0	0	0	0	232638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232638	0	0	232638	0	0	0	0	0	
374774																																																																																																																																																																25228																																																																																	
375034																																																																																																																																																																529043	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0		0	0	0	0	0	0	529043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	529043	0	0	529043	0	0	0	0	0	
375043																																																																																																																																																																64077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64077	0	0	64077	0	0	0	0	0	
375379																																																																																																																																																																6462																																																																																	
375502																																																																																																																																																																109714	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0		0	0	0	0	0	95912	12596	1206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109714	0	95912	12596	1206	0	0	0	0	
375566																																																																																																																																																																22519																																																																																	
375650																																																																																																																																																																8473																																																																																	
376237																																																																																																																																																																18984																																																																																	
376273																																																																																																																																																																3987	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0		0	0	0	0	0	3987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3987	0	3987	0	0	0	0	0	0	
376442																																																																																																																																																																35214									0	0	0																									0			0																																										
376947																																																																																																																																																																16545																																																																																	
377663																																																																																																																																																																31059									0	0	0																									0			0																																										
377850																																																																																																																																																																1494																																																																																	
377908																																																																																																																																																																387790	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0		0	0	0	0	0	343	308202	79245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	387790	0	343	308202	79245	0	0	0	0	
378044																																																																																																																																																																2654																																																																																	
378110																																																																																																																																																																11282																																																																																	
378558																																																																																																																																																																4761									0	0	0																									0			0																																										
379050																																																																																																																																																																2550																																																																																	
379153																																																																																																																																																																7034																																																																																	
379171																																																																																																																																																																15888																																																																																	
379470																																																																																																																																																																27035																																																																																	
379649																																																																																																																																																																29033									0	0	0																									0			0																																										
379920																																																																																																																																																																2854575	37450	23809	0	0	0	0	0	0	0	0	0	0	0	0	72585	0	0	0	0	0	0	0	0	0	0	72562	0	0	0	0	0	0	0	0	0	0	0	0	0	6123	0	0	1555	0	166	2854409	0	0	0	0	0	0	72585	0	0	72585	0	0	0	0	0	0	0	0	37450	0	0	0	0	0	0	2970733	0	166	2965999	4568	0	0	0	0	
380346																																																																																																																																																																4447																																																																																	
380458																																																																																																																																																																231855	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0		0	0	0	0	0	0	231855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231855	0	0	231855	0	0	0	0	0	
380533																																																																																																																																																																17038																																																																																	
380654																																																																																																																																																																22496																																																																																	
380841																																																																																																																																																																17442																																																																																	
380878																																																																																																																																																																33203																																																																																	
380944																																																																																																																																																																4470																																																																																	
381026																																																																																																																																																																2064																																																																																	
381343																																																																																																																																																																194190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194190	0	0	194190	0	0	0	0	0	
381839																																																																																																																																																																26725																																																																																	
381932																																																																																																																																																																25354																																																																																	
381950																																																																																																																																																																143313																																																																																	
382050																																																																																																																																																																76216																																																																																	
382069																																																																																																																																																																273184	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0		0	0	0	0	0	2980	270204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	273184	0	2980	270204	0	0	0	0	0	
382256																																																																																																																																																																10265																																																																																	
382274																																																																																																																																																																0																																																																																	
382443																																																																																																																																																																47501																																																																																	
382537																																																																																																																																																																22516																																																																																	
382649																																																																																																																																																																128615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1033	229	1262	0	0	0	128211	404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129648	229	1262	128211	404	0	0	0	0	
382658																																																																																																																																																																0																																																																																	
382742																																																																																																																																																																10757																																																																																	
382854																																																																																																																																																																18905																																																																																	
384018																																																																																																																																																																122630	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0		0	0	0	0	0	1960	120670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122630	0	1960	120670	0	0	0	0	0	
384278																																																																																																																																																																579474	0	0	0	0	0	0	0	0				0	0	0	32069	0	0	0	0	0	0	0	0	0	0	31230	0	0	0	0	0	0	0	0	0		0	0		29114	0	0	29114	0	0	579474	0	0	0	0	0	0	32069	0	0	32069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	640657	0	0	640657	0	0	0	0	0	
384353																																																																																																																																																																0																																																																																	
384652																																																																																																																																																																128766																																																																																	
384830																																																																																																																																																																14513																																																																																	
385350																																																																																																																																																																0																																																																																	
385471																																																																																																																																																																18059																																																																																	
385547																																																																																																																																																																14558																																																																																	
385686																																																																																																																																																																21670																																																																																	
386049																																																																																																																																																																14987																																																																																	
386432																																																																																																																																																																47176																																																																																	
386450																																																																																																																																																																0																																																																																	
386731																																																																																																																																																																144053																																																																																	
386825																																																																																																																																																																50121																																																																																	
386852																																																																																																																																																																47068																																																																																	
387055																																																																																																																																																																18353																																																																																	
387671																																																																																																																																																																66680																																																																																	
388155																																																																																																																																																																23597																																																																																	
388258																																																																																																																																																																8859																																																																																	
388557																																																																																																																																																																1228																																																																																	
388744																																																																																																																																																																17264																																																																																	
388753																																																																																																																																																																2309																																																																																	
388874																																																																																																																																																																0																																																																																	
388940																																																																																																																																																																23743																																																																																	
389059																																																																																																																																																																14228																																																																																	
389358																																																																																																																																																																0																																																																																	
389376																																																																																																																																																																10727																																																																																	
389826																																																																																																																																																																7116																																																																																	
390336																																																																																																																																																																172641																																																																																	
390372																																																																																																																																																																91135																																																																																	
390840																																																																																																																																																																22514																																																																																	
391418																																																																																																																																																																91996																																																																																	
391557																																																																																																																																																																0																																																																																	
391575																																																																																																																																																																177213																																																																																	
391959																																																																																																																																																																3491									0	0	0																									0			0																																										
391977																																																																																																																																																																204467																																																																																	
392152																																																																																																																																																																0																																																																																	
392255																																																																																																																																																																16018																																																																																	
392778																																																																																																																																																																222038																																																																																	
393252																																																																																																																																																																23831																																																																																	
393355																																																																																																																																																																19386									0	0	0																									0			0																																										
393850																																																																																																																																																																11795																																																																																	
393953																																																																																																																																																																173424																																																																																	
394156																																																																																																																																																																13693																																																																																	
394259																																																																																																																																																																167599																																																																																	
395238																																																																																																																																																																3825443	14896	12369	0	0	0	0	0	0				0	0	0	54072	0	0	0	0	0	0	0	0	0	0	52791	0	0	0	0	0	0	0	0	0		0	0		18683	0	13439	974	0	86343	3737182	1918	0	0	0	0	0	54072	0	0	54072	0	0	0	0	0	0	0	0	14896	0	0	0	0	0	0	3913094	0	99782	3807124	6188	0	0	0	0	
395274																																																																																																																																																																16578																																																																																	
396057																																																																																																																																																																6192																																																																																	
396244																																																																																																																																																																78013																																																																																	
396253																																																																																																																																																																113634									0	0	0																									0			0																																										
396356																																																																																																																																																																11703																																																																																	
396954																																																																																																																																																																111739																																																																																	
397456																																																																																																																																																																45005									0	0	0																									0			0																																										
397531																																																																																																																																																																179877																																																																																	
397540																																																																																																																																																																118365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1141	0	1141	0	0	0	118365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119506	0	1141	118365	0	0	0	0	0	
397559																																																																																																																																																																10723																																																																																	
397755																																																																																																																																																																1853																																																																																	
397858																																																																																																																																																																19279																																																																																	
398051																																																																																																																																																																11089									0	0	0																									0			0																																										
398248																																																																																																																																																																126873																																																																																	
398350																																																																																																																																																																369484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5658	0	0	0	0	0	0	0	0	0	0	5658	0	0	0	0	0	0	0	0	0	0	0	0	0	2995	0	0	2995	0	244	369240	0	0	0	0	0	0	5658	0	0	5658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378137	0	244	377893	0	0	0	0	0	
398631																																																																																																																																																																35329																																																																																	
398668																																																																																																																																																																628999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	554877	74122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	628999	0	554877	74122	0	0	0	0	0	
398837																																																																																																																																																																13549																																																																																	
399357																																																																																																																																																																4464																																																																																	
399517																																																																																																																																																																423132	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0		233	0	0	233	0	969	422163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2182	0	2129	53	0	425547	0	3098	422449	0	0	0	0	0	
399731																																																																																																																																																																19577																																																																																	
399973																																																																																																																																																																14093																																																																																	
400057																																																																																																																																																																36968																																																																																	
400141																																																																																																																																																																87132																																																																																	
400365																																																																																																																																																																97082																																																																																	
400767																																																																																																																																																																58693																																																																																	
400945																																																																																																																																																																26400																																																																																	
401072																																																																																																																																																																25638																																																																																	
401559																																																																																																																																																																36736																																																																																	
401755																																																																																																																																																																0																																																																																	
401906																																																																																																																																																																87552																																																																																	
401951																																																																																																																																																																3048																																																																																	
402462																																																																																																																																																																122612																																																																																	
402846																																																																																																																																																																11680																																																																																	
