"IDRSSD"	RIAD0497	RIAD4042	RIAD4136	RIAD4141	RIAD4146	RIAD4461	RIAD4462	RIAD4463	RIAD4464	RIAD4467	RIAD4468	RIAD4498	RIAD4499	RIAD4521	RIAD4522	RIAD4769	RIAD8403	RIADB526	RIADB527	RIADC013	RIADC014	RIADC015	RIADC016	RIADC017	RIADC018	RIADF555	RIADF556	RIADF557	RIADF558	RIADF559	RIADFT29	RIADFT30	RIADFT31	RIADFT32	RIADT047	RIADY923	RIADY924	TEXT4461	TEXT4462	TEXT4463	TEXT4464	TEXT4467	TEXT4468	TEXT4498	TEXT4499	TEXT4521	TEXT4522	TEXT4769	TEXTB526	TEXTB527	TEXTFT29	TEXTFT31	
3971					CONF							0	0	0	0	false		0	0												0	0	0	0																			
4156					CONF							0	0	0	0	false		0	0												0	0	0	0																			
4231					CONF							0	0	0	0	false		-17	0												0	0	0	0															ADJUSTED GL TO ACCOUNT FOR NON-ACCRUAL INTEREST				
5069					CONF							0	0	0	0	false		0	0												0	0	0	0																			
5135					CONF							0	0	0	0	false		0	0												0	0	0	0																			
5210	0	0	315	0	CONF	0	0	0	458	0	0	0	0	0	0	false	0	0	0	0	538	0	0	306	0	1144	0	280	494	300	0	0	0	0	0	0	0				PA Shares Tax												
5461					CONF							0	0	0	0	false		0	0												0	0	0	0																			
5751					CONF							0	0	0	0	false		0	0												0	0	0	0																			
6039	0	0	0	0	CONF	0	0	0	155	0	0	0	0	0	0	false	0	0	0	0	0	0	0	307	0	0	0	129	0	122	0	0	0	0	0	0	0				Software Licenses and Fees												
6329	552	3	23	79	CONF				143	677	127	0	0	0	0	false	179	0	0		72	16	167		441	1224	105	316	161	375	0	0	0	0	26	110	61				Education & Training	Service Fee Analysis	Donations	Transfer from Holding Company									
7009					CONF							0	0	0	0	false		0	0												0	0	0	0							Investment Advisory and Other Service Fees	Custody Fees	Other Professional Fees										
7045	41	0	44	0	CONF	0	0	0	0	0	0	0	0	0	0	false	30	0	0	5	0	9	34	0	26	224	29	0	111	17	0	0	0	0	0	0	0																
7072					CONF							0	0	0	0	false		0	0												0	0	0	0																			
7456					CONF							0	0	0	0	false		0	0												0	0	0	0																			
7634					CONF							0	0	0	0	false		0	0												0	0	0	0																			
8033					CONF							0	0	0	0	false		0	0												0	0	0	0							Management Expense												
8462					CONF							0	0	0	0	false		0	0												0	0	0	0																			
8631					CONF							0	0	0	0	false		0	0												0	0	0	0																			
9357				103	CONF	179			267			0	0	0	0	false		0	0												0	0	0	0				Special Services Fee			Outside Vendor Services												
9553					CONF							0	0	0	0	false		0	0												0	0	0	0																			
9807					CONF	891	605					0	0	0	0	false		1	0		747			1501							0	0	0	0		4183		PREPAYMENT PENALTIES	RESERVE FOR UNFUNDED COMMITMENTS										Adopted ASu 2016-01				
9955					CONF							0	0	0	0	false		0	0												0	0	0	0																			
10250					CONF							0	0	0	0	false		0	0												0	0	0	0										Downstream from Holding Company									
10849					CONF							0	0	0	0	false		0	0												0	0	0	0																			
11145	35	24	39	5	CONF	52	53	0	76	0	0	0	0	0	0	false	37	0	0	17	0	9	268	214	30	7	75	19	112	49	0	0	0	0	59	0	25	Other Misc Asset Income	Credit & Collections		Credit and Collections												
11640					CONF							0	0	0	0	false		0	0												0	0	0	0																			
11837					CONF							0	0	0	0	false		0	0												0	0	0	0																			
12030					CONF							0	0	0	0	false		0	0												0	0	0	0																			
12142					CONF							0	0	0	0	false		0	0												0	0	0	0																			
12179					CONF							0	0	0	0	false		0	0												0	0	0	0																			
12311	38232	0	0	0	CONF		24628		0			-2	0	0	0	false	0	0	0	0	31477	0	0	126439	0	110055					0	0	0	0	0				Commitments / Letter of Credit Fees					Change in minority interest									
12647	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	true	0	0	0	0	0	0	0	173	0	0	0	0	0	0	0	0	0	0	0	0	0											Due to a payoff and complete recovery of a troubled loan in April of this year, we recovered a sizeable amount of loan interest that due to the bank. in the amount of $591,235.42.					
12656					CONF							0	0	0	0	false		0	0												0	0	0	0																			
12937					CONF							0	0	0	0	false		0	0												0	0	0	0																			
12946					CONF	149						0	0	0	0	false		617	0		123		219	467					713	739	0	0	0	0	909			Income from subsidiary investments											Change in accounting for Unreal G/L on equity securities				
13103					CONF							0	0	0	0	false		0	0												0	0	0	0																			
13251					CONF							0	0	0	0	false		0	0												0	0	0	0																			
13457					CONF							0	0	0	0	false		0	0												0	0	0	0																			
14052					CONF							0	0	0	0	false		0	0												0	0	0	0																			
14155					CONF							0	0	0	0	false		0	0												0	0	0	0																			
14650					CONF							0	0	0	0	false		0	0												0	0	0	0																			
14753					CONF							0	0	0	0	false		0	0												0	0	0	0																			
14865					CONF							0	0	0	0	false		0	0												0	0	0	0										Retired Subordinated Debt									
14977	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
16551					CONF							0	0	0	0	false		0	0												0	0	0	0															Prior year adjustment for adding mortgage servicing asset				
16748					CONF							0	0	0	0	false		0	0												0	0	0	0																			
17110	464	0	0	0	CONF	0	0	0	1271	481	403	0	0	0	0	false	0	0	0	0	0	0	0	964	0	0	0	0	0	0	0	0	0	0	0	0	0				REFERRAL FEES	CUSTODIAN COSTS	TRAVEL & ENTERTAINMENT										
17147	2235	0	0	0	CONF	1073	0	0	0	0	0	0	0	0	0	false	0	0	0	0	1958	0	0	4888	0	8711	0	0	2263	0	0	0	0	0	0	0	0	Derivative Hedge Income															
17259					CONF							0	0	0	0	false		0	0												0	0	0	0																			
17950					CONF							0	0	0	0	false		0	0												0	0	0	0																			
17978					CONF							0	0	0	0	false		0	0												0	0	0	0																			
18050					CONF							0	0	0	0	false		0	0												0	0	0	0																			
18135					CONF				233			0	0	0	0	false		0	0					214							0	0	0	0							CONVENTIONAL CREDIT INS												
18827	739	0	0	0	CONF	438	0	0	0	0	0	0	0	0	0	false	0	0	0	0	537	0	0	1121	0	898	0	0	473	0	0	0	0	0	0	0	0	OTHER LOAN FEES															
18836					CONF							0	0	0	0	false		0	0												0	0	0	0																			
18854	351				CONF				660			0	0	0	0	false		0	0					485							0	0	0	0							Deferred Salary Expense												
19356					CONF							0	0	252	0	false		0	0												0	0	0	0												Purchase accounting-Reserve for purchase of impaired loans							
19936					CONF							0	0	0	0	false		0	0												0	0	0	0																			
19972					CONF							0	0	0	0	false		0	0												0	0	0	0																			
20053					CONF							0	0	0	0	false		0	0												0	0	0	0																			
20633					CONF							0	0	0	0	false		0	0												0	0	0	0																			
20857					CONF							0	0	0	0	false		0	0												0	0	0	0																			
21256					CONF							0	0	0	0	false		0	0												0	0	0	0																			
21359					CONF							0	0	0	0	false		0	0												0	0	0	0																			
21658					CONF							0	0	0	0	false		0	0					115							0	0	0	0							Maintenance Agreements												
22048					CONF							0	0	0	0	false		0	0												0	0	0	0																			
22543					CONF				138			0	0	0	0	false		0	0												0	0	0	0							Online Banking (Q2 vendor)	Computer Software											
22552					CONF							0	0	0	0	false		0	0												0	0	0	0																			
22730					CONF							0	0	0	0	false		0	0												0	0	0	0																			
22936					CONF							0	0	0	0	false		0	0												0	0	0	0																			
23456					CONF							0	0	468	0	false		0	0												0	0	0	0												Merger of this bank and First National Bank of Battle Lake, MN							
23504	2202	0	0	0	CONF	955	0	0	1028	0	0	0	0	0	0	false	0	0	0	0	1101	0	0	1331	0	889	0	914	0	0	0	0	0	0	0	0	0	TITLE FEE INCOME			SYSTEM SERVICES												
23643					CONF							0	0	0	0	false		0	0												0	0	0	0																			
23755					CONF							0	0	0	0	false		0	0												0	0	0	0																			
24006			300		CONF				389			480	0	0	0	false		0	0		273		197	628			362			276	0	0	0	0							Misc Expense			Unearned ESOP Shares Expense									
24378					CONF							0	0	0	0	false		0	0												0	0	0	0																			
24453					CONF							0	0	0	0	false		0	0												0	0	0	0																			
24659					CONF							0	0	0	0	false		-31	0												0	0	0	0															SOFTWARE CONVERSION ERROR				
24668	399				CONF							0	0	0	0	false		0	0							526			285		0	0	0	0															0				
24949					CONF							0	0	0	0	false		0	0												0	0	0	0																			
25357					CONF							0	0	0	0	false		0	0												0	0	0	0																			
25647					CONF							0	0	0	0	false		0	0												0	0	0	0										Holding Company capital infusion									
26176					CONF							0	0	0	0	false		0	0												0	0	0	0																			
26242					CONF							0	0	-7	0	false		0	0												0	0	0	0												ALLL Off Balance Sheet Adjustment							
26457					CONF							0	0	0	0	false		0	0												0	0	0	0																			
26765					CONF							12	0	0	0	false		0	0												0	0	0	0										Restricted stock award expenses									
27070					CONF							0	0	0	0	false		0	0												0	0	0	0																			
27548	269		104	54	CONF							0	0	0	0	false	91	0	0	20	154	19	107	811	215	1445	110	372	602	249	0	0	0	0	27	65	453																
27614					CONF							-1144	0	0	0	false		0	0												0	0	0	0										Loan to bank for ESOP payout									
27847					CONF							0	0	0	0	false		0	0												0	0	0	0																			
28013	1254		1525		CONF							4109	507	0	0	false		0	0		1868			1912		434	678	795			0	0	0	0										capital contributions	change in unallocated ESOP								
28152					CONF							0	0	0	0	false		0	0					127							0	0	0	0				Contract Services															
28255					CONF							0	0	0	0	false		0	0												0	0	0	0																			
28406	871		629		CONF	383	653	1219		908		-781	3171	0	0	false		0	0		533			1620		665					0	0	0	0				Net Lending Swap Fees	Gain on Exchange of Cost Basis Investment	Other Investment Income - SBIC Investments		Technology Systems Maintenance		EXERCISES AND TAX SURRENDERED REDEMPTIONS, NET	STOCK COMP and ESOP EXPENSE								
28675					CONF							0	0	0	0	false		0	0					197							0	0	0	0							CONTRIBUTIONS												
28732					CONF							0	0	0	0	false		0	0												0	0	0	0																			
29476					CONF							0	0	0	0	false		0	0												0	0	0	0																			
29636	327				CONF	172						0	0	0	0	false	289	0	0		250				491	1245				277	0	0	0	0				Mortgage Loan Dept Income															
29878	491		781	107	CONF				1641	719	437	0	0	0	0	false	68	0	0	2		95	83	96	121		490	377		131	0	0	0	0	4	193	227				Other Non Interest Expense	Mortgage Loan Expense	Burglary Expense RP										
30052					CONF							0	0	0	0	false		0	0												0	0	0	0																			
30502	0	0	0	0	CONF	122	0	0	466	289	0	0	0	0	0	false	0	775	0	0	0	0	0	411	0	802	0	0	372	0	0	0	0	0	0	0	0	Cash Management Fee Income			Software Maintenance, Amortization and Expense	Outsourced Professional Fees							ASU 2016-01 adoption-reclass unrlzd equity gain from net inc to retained earnings				
30650					CONF							0	0	0	0	false		0	0												0	0	0	0															deferred income tax				
30810	380022				CONF	122312			495399			0	0	-1783	0	false		-312	0							299014					0	0	0	0				Net Credit Card Fee Income			Servicing Fees Paid to Affiliates					PCI Student Loan Net Losses Recorded Against Revenue			ASU 2017-12,Targeted Improvements To Accounting For Hedging Activity				
31134					CONF	22			45			0	0	0	0	false	30	0	0			11	34	320	29	164	63			74	0	0	0	0				Promotional Fee	Other Misc Income		Misc Servicing Expenses												
31255	0	0	181	172	CONF	120	525	103	368	158	0	0	0	0	0	false	0	0	0	0	145	0	0	329	86	119	127	82	0	86	0	0	0	0	0	0	0	mortgage loan income	gain on bargain purchase on business aquisition	advantage and other loan fees	Computer support contracts	item processing											
31657					CONF							0	0	0	0	false		0	0												0	0	0	0																			
31826	59		84	29	CONF				240			0	0	0	0	false	13	0	0						56	264	51		200	39	0	0	0	0							Taxes Other (R/E and Franchise Taxes)												
31835					CONF							0	0	0	0	false		0	0												0	0	0	0																			
32234					CONF							0	0	0	0	false		0	0												0	0	0	0																			
32766					CONF							0	0	0	0	false		0	0												0	0	0	0																			
32971					CONF							0	0	0	0	false		0	0												0	0	0	0																			
33147					CONF	835			212			0	0	0	0	false		0	0					445					149		0	0	0	0				Data Processing Fees			Internet / Network Expense												
33259					CONF							0	0	0	0	false		0	0												0	0	0	0																			
33268	67	0	14	0	CONF	81	75	0	0	0	0	0	0	0	0	false	20	0	0	0	71	0	0	125	35	191	50	34	106	50	0	0	0	0	0	0	0	MORTGAGE LOAN FEE	MISCELLANEOUS INCOME														
33370					CONF							0	0	0	0	false		0	0												0	0	0	0																			
33839					CONF							0	0	0	0	false		0	0												0	0	0	0																			
33857	206	3	14		CONF				148			0	0	0	0	false		0	0				193	472							0	0	0	0							OTHER PROFESSIONAL FEES												
34425	0	0	0	0	CONF	0	0	0	414	0	0	4500	0	0	0	false	0	0	0	0	251	0	0	1234	0	247	0	413	0	0	0	0	0	0	0	0	0				CDI Amortization Expense			Capital Transfer from Parent Holding Company (Bay Banks)									
34434					CONF							0	0	0	0	false		0	0												0	0	0	0																			
34452					CONF							0	0	0	0	false		0	0												0	0	0	0																			
34537	2185	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	1904	686	0	2122	0	0	7071	0	6018	0	2112	0	0	0	0	0	0	0	0	0												Inter-company adjustment for prior periods interest	Acquisition adjustment for prior periods and adoption of ASU 2016-1			
34555	47	3	82	21	CONF	0	0	0	62	0	0	0	0	0	0	false	14	0	0	15	113	22	11	385	50	96	14	24	111	22	0	0	0	0	0	0	0				Deffered Compensation												
34742					CONF							4000	0	0	0	false		0	0												0	0	0	0										Capital Injection									
35057	0	0	0	0	CONF	0	0	0	130	0	0	0	0	0	0	false	0	0	0	0	0	0	107	267	0	0	0	0	0	0	0	0	0	0	0	0	0				Software Expense												
35301	0	0	0	0	CONF	284887	241263	191791	463419	91954	78611	0	0	0	0	false	0	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Fees for securities lending transactions	Fee Revenue received from Affiliates	Fees for accounting services outsourcing	Fees for transaction processing services	Fees for professional services	Other Fee						ASU 2016-01 related to Rabbi Trust				
35570	5894				CONF	412	689		11168			-3876	0	0	0	false		0	0		2829		487	9675				3704		3533	0	0	0	0	454			Remittance fees	Other misc. Income		Other Misc Expenses			ESOP and other Stock Award Activity									
35646					CONF							0	0	0	0	false		0	0												0	0	0	0																			
35879	134				CONF							0	0	0	0	false		0	0					317							0	0	0	0																			
36456					CONF							0	0	0	0	false		0	0												0	0	0	0																			
36933					CONF							0	0	0	0	false		0	0												0	0	0	0																			
37051					CONF							0	0	0	0	false		0	0												0	0	0	0																			
37341					CONF							0	0	0	0	false		0	0												0	0	0	0																			
37435	337		84	15	CONF	85						0	0	0	0	false	221	0	0			164	183	483	200	3540	235	84	814	27	0	0	0	0	70		93	Underwriters Fees															
37640	1558	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	588	0	0	2502	0	3196	0	0	1075	0	0	0	0	0	0	0	0																
37659	3	0	11	4	CONF	0	0	0	0	0	0	0	0	0	0	false	6	0	0	2	0	1	11	77	15	0	33	21	0	6	0	0	0	0	0	0	0																
37949					CONF							0	0	0	0	false		0	0												0	0	0	0																			
38740					CONF							0	0	0	0	false		0	0												0	0	0	0																			
39327					CONF							0	0	0	0	false		0	0												0	0	0	0																			
39756	363				CONF	617						0	0	0	0	false		0	0					520		334					0	0	0	0			470	Other Operating Income	Wire Fees		Other Insurance Expense	General Travel & Expense	Other Insurance Expense										
40033					CONF							0	0	0	0	false		0	0												0	0	0	0							Insurance												
40499	2083			1117	CONF		418			1164		2215	0	0	0	false		0	0		547			3187		3162					0	0	0	0					Interest rate swap income			Loan Closing Costs		Capital Contribution from parent holding company									
40855					CONF							0	0	0	0	false		0	0												0	0	0	0																			
41245					CONF							0	0	0	0	false		0	0												0	0	0	0																			
41553					CONF							0	0	0	0	false		0	0												0	0	0	0																			
41629					CONF							0	0	0	0	false		0	0												0	0	0	0																			
41825	161				CONF							0	0	0	0	false		0	0					446		202			129		0	0	0	0																			
41937					CONF							0	0	0	0	false		0	0												0	0	0	0																			
41955					CONF							0	0	0	0	false		0	0												0	0	0	0																			
42037					CONF							0	0	0	0	false		0	0												0	0	0	0																			
42354					CONF							0	0	0	0	false		0	0												0	0	0	0																			
42372					CONF							0	0	0	0	false		0	0												0	0	0	0																			
42420	2169	16	0	172	CONF	438	916	507	1150	2779	2150	58961	0	0	0	false	1087	0	0	781	3662	280	502	2246	739	9885	88	0	2844	1580	0	0	0	0	0	280	465	LETTER OF CREDIT FEES	INTERCOMPANY PROFESSIONAL FEES	MERCHANT ALLIANCE REVENUE	COLLECTION AND REPOSSESSION EXPENSE	OTHER PROFESSIONAL FEES	PA SHARES TAX	Acquisition of Foundation Bank									
42448	593	0	141	31	CONF	0	0	0	0	0	0	0	0	0	0	false	204	0	0	37	0	46	68	854	203	1445	110	0	550	220	0	0	0	0	16	0	0																
42457					CONF							0	0	0	0	false		0	0												0	0	0	0																			
43052					CONF							0	0	0	0	false		0	0												0	0	0	0																			
43351					CONF							0	1739	0	0	false		0	0												0	0	0	0										CAPITAL INJECTION	FIN SHARES								
43856					CONF							0	0	0	0	false		0	0												0	0	0	0																			
43959					CONF							0	0	0	0	false		0	0												0	0	0	0																			
44040					CONF							0	0	0	0	false		0	0												0	0	0	0																			
44433					CONF							0	0	0	0	false		0	0					322			159	216			0	0	0	0		292																	
44741					CONF							0	0	0	0	false		-35	0												0	0	0	0															reclassification of disproportionate tax effect from AOCI				
44750					CONF							0	0	0	0	false		0	0												0	0	0	0																			
44929	22		46	5	CONF				62			0	0	0	0	false	8	0	0		29	8	41	30	16	192	85		111	59	0	0	0	0							(Franchise) FIT #4460001												
45038	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	170	0	0	107	0	0	0	0	0	0	0	0	0	0																
45047					CONF							0	0	0	0	false		0	0												0	0	0	0																			
45056					CONF							0	0	0	0	false		0	0												0	0	0	0																			
45430					CONF							0	0	0	0	false		0	0												0	0	0	0																			
45458					CONF							0	0	0	0	false		0	0												0	0	0	0																			
45551	440	0	65	28	CONF	752			0	212	217	0	0	0	0	false	72	0	0	30	175	58	13	816	101	567	90		253	180	0	0	0	0	0	7	31	Life Insurance Proceeds				Misc Outside Services	Travel & Entertainment										
45560	1132	0	0	0	CONF	448	0	0	966	0	0	0	0	0	0	false	0	0	0	0	354	0	0	727	0	139	0	611	0	0	0	0	0	0	0	0	0	Debit card fee income			Computer software												
45775					CONF							0	0	0	0	false		0	0												0	0	0	0																			
46053					CONF							0	0	0	0	false		0	0												0	0	0	0																			
46941					CONF							0	0	0	0	false		0	0												0	0	0	0																			
47247	126	0	90	80	CONF	0	0	225	258	174	0	0	0	0	0	false	55	0	0	18	130	15	165	200	58	49	141	128	130	64	0	0	0	0	16	2	31			Gain (Loss) Held for Sale	New Loan Expense	Credit Report and Filing Fees											
47256					CONF							0	0	0	0	false		0	0												0	0	0	0																			
47452					CONF							0	0	0	0	false		0	0												0	0	0	0																			
47500					CONF							0	0	0	0	false		0	0												0	0	0	0																			
48057					CONF							0	0	0	0	false		0	0												0	0	0	0																			
48150					CONF							0	0	0	0	false		0	0												0	0	0	0																			
48374	545	0	0	0	CONF	0	0	0	721	0	0	0	0	0	0	false	0	0	0	0	0	0	832	1168	0	0	0	0	0	0	0	0	0	0	0	0	0				Loan related expense												
48440					CONF							0	0	0	0	false		0	0												0	0	0	0																			
49054					CONF							0	0	0	0	false		0	0												0	0	0	0																			
49148					CONF							0	0	0	0	false		0	0												0	0	0	0																			
49241					CONF							8233	0	-127	0	false		0	0												0	0	0	0										JBI Parent Company Capital Infusion to Bank		Adjustment for off-balance sheet credit exposure in RC-G #3							
49652					CONF							0	0	0	0	false		0	0												0	0	0	0															Adjustment For New Depreciation Rules				
49858					CONF							0	0	0	0	false		0	0												0	0	0	0																			
49951					CONF							0	0	0	0	false		0	0												0	0	0	0							Donations												
50144					CONF							0	0	0	0	false		0	0												0	0	0	0																			
50461		273	17	63	CONF	34	15		21	9		0	0	0	0	false	1	-11	0					60			42	14		12	0	0	0	0	35	145	8	Commissions -International Department	Other Income		Business development	Auto and Travel	Donation						Adjusted entry for provision for state and federal taxes				
50872					CONF							0	0	0	0	false		0	0												0	0	0	0																			
51253	0	68	0	0	CONF	0	0	91	581	0	0	0	0	0	0	false	0	0	0	0	418	0	264	355	0	0	0	0	0	0	0	0	0	0	0	2244	0			Fee Income-Originations Secondary Market	Loan Expense												
51356	4		15		CONF							0	0	0	0	false	8	0	0			3	21	5	12		38	37	21		0	0	0	0		49	11																
51459					CONF							0	0	0	0	false		0	0												0	0	0	0																			
51842	0	0			CONF	0	0	0				0	0	0	0	false		0	0	0	0	0	0	307		0					0	0	0	0	0																		
52719	0	0	0	0	CONF	0	0	0	5270	11230	11645	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	6630	0	0	0	0	0	0	0	0	0				Transfer Agent Fees	CADs Processing Fees	DTC Management Fees										
52951					CONF							0	0	0	0	false		0	0												0	0	0	0																			
53051					CONF							0	0	0	0	false		0	0												0	0	0	0																			
53752					CONF							0	0	0	0	false		0	0												0	0	0	0																			
54049					CONF							0	0	0	0	false		0	0												0	0	0	0																			
54058					CONF	221			125			0	0	0	0	false		0	0					510							0	0	0	0				Star Income			Star Charges												
54441					CONF							0	0	0	0	false		0	0												0	0	0	0																			
54656	289	0	0	0	CONF	0	0	0	420	0	0	0	0	0	0	false	0	0	0	0	0	0	0	532	0	390	0	0	0	0	0	0	0	0	0	0	0				Holding Company Fees												
54973	1950				CONF							1170	0	0	0	false		0	0		2003		1435	6185		3304					0	0	0	0										Additional Paid in Capital									
55336					CONF							0	0	0	0	false		0	0												0	0	0	0																			
55635					CONF							0	0	0	0	false		0	0												0	0	0	0																			
55653					CONF							0	0	0	0	false		0	0												0	0	0	0																			
55970					CONF							0	0	0	0	false		0	0												0	0	0	0																			
56258					CONF							0	0	0	0	false		0	0												0	0	0	0																			
56351					CONF				1053			0	0	0	0	false		0	0		307					3496			1232	1353	0	0	0	0							Software expenses												
56548					CONF							0	0	0	0	false		0	0												0	0	0	0																			
56557	1456		0	0	CONF	605	752	0	0	1880	0	0	0	0	0	false	0	0	0		753			0	0	888	0	1282		0	0	0	0	0			580	Loan, Letter of credit and misc fees	Interest Rate Swap fees			Service contracts											
56717					CONF							0	0	0	0	false		0	0												0	0	0	0																			
57040	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0																
57451					CONF							0	0	0	0	false		0	0												0	0	0	0																			
58225					CONF							0	0	0	0	false		0	0												0	0	0	0																			
58243	772	11	376	260	CONF	793	678	643	0	0	0	0	0	0	0	false	741	0	0	85	1058	151	163	4356	421	2298	549	3798	374	607	0	0	0	0	110	172	1043	Management fee revenue - CGA	CDARS one way sell fee income	Management fee revenue - JFG													
58355					CONF							0	0	0	0	false		0	0												0	0	0	0																			
58551					CONF							0	0	0	0	false		0	0												0	0	0	0																			
58636					CONF							0	0	-20	0	false		0	0												0	0	0	0										Capital Injection by Parent Company		Adjustment on Reserve- Loan Loss Lenders Casuality- No longer Use							
58757					CONF							0	0	0	0	false		0	0												0	0	0	0																			
58971	2146	0	0	0	CONF	548	0	0	4139	0	0	0	0	0	0	false	0	0	0	0	0	0	0	5223	0	5179	0	2299	0	0	0	0	0	0	0	0	0	Merchant Services Fees			Software Expense												
