"IDRSSD"	RCFD3353	RCFD3355	RCFD3365	RCFD3368	RCFD3381	RCFD3401	RCFD3484	RCFDB558	RCFDB559	RCFDB560	RCFN3360	RCFN3404	RCON3353	RCON3355	RCON3360	RCON3365	RCON3368	RCON3381	RCON3386	RCON3387	RCON3401	RCON3465	RCON3466	RCON3484	RCON3485	RCONA514	RCONA529	RCONB558	RCONB559	RCONB560	RCONB561	RCONB562	RCONB563	
4839													5579	19000	234661	6170	332238	1680	0	10028	0	32791	190104	0	11877	69651	59811	10509	37587	26311	0	1376	90136	
5005													0	43018	191431	1130	330852	7124	0	2574	0	111309	77155	0	11369	41197	68975	44119	45376	5794	0	351	84443	
5069													0	0	323687	0	416323	35802	0	1490	0	31769	288028	0	1333	134291	54662	1154	0	32960	0	0	72995	
5135													0	14954	251260	0	365634	64521	38672	28383	0	56478	118085	0	35007	87552	54517	22124	0	3269	522	10072	58668	
5210													53247	62674	712388	0	1054156	55812	1809	35285	0	383609	261241	0	36299	81548	194682	53368	99460	56663	0	15164	401207	
5461													0	15000	317112	0	495318	5042	6021	39784	0	43579	206563	0	7241	39908	12833	39305	4926	43476	0	6636	344164	
5751													7	0	107164	7301	189166	4541	21289	20616	0	20663	39054	1152	20766	22538	24585	9197	24803	22891	0	4828	66654	
6039													0		51066	600	85375	22366	3777	7039		5453	30973	0	8544	11755	22760	3157	169	287	538	2997	12426	
6141													0		22298	14663	64051	0	2219	1033		5274	9527	0	13132	9450	6671	8975	1141	9458	0	4244	3809	
6329													11	0	313729	6589	433713	24749	4955	27800	0	75053	91505	0	32499	133429	86692	29632	1412	6651	1262	112866	60323	
7009													0	0	244886	0	704242	11284	0	58826	0	0	0	0	0	0	0	296057	0	137957	0	179106	543482	
7045													0	0	73170	0	176122	20533	4928	5047	0	29327	20468	0	70958	14158	22216	3040	41377	33043	514	10341	26709	
7072													0	6370	131062	5182	171939	3275		2951	0	95220	31517	0	7756	20017	49166	0	1470	13723	0	997	44441	
7157													0		24807	1811	49084	0	2934	6240		8298	3523	153	4680	9817	12678	7717	54	13682	0	3810	11169	
7456													0		34160	0	64955	6852	6714	7739		2632	15068	0	10859	4959	14226	1549	13120	6259	0	1680	12543	
7634													0		40921	0	59146	7832		3818		10936	21279	0	6036	18688	17459	293	2401	3451	0	2773	4433	
8033													0	14954	153715	7706	184347	11917		15310	0	51340	78252	0	18209	44650	42011	6917	699	2536	0	6031	9769	
8462													0	0	39587	5550	181841	32221	6389	12991	0	2793	7887	0	55741	38246	12187	35369	32020	14324	0	9506	12842	
8631													0		34219	2759	61675	9407		6990		14066	5699	0	6113	8189	10283	8887	0	0	0	6546	16379	
9357													4085	56881	389382	135	473078	805	0	85711	0	204739	55147	0	6163	20159	6252	43637	0	1040	0	3118	273694	
9553													3788	38130	81695	173	147912	6133	36234	4645	0	8363	29370	0	12712	13305	19817	524	23230	20903	0	1925	24704	
9807													49753	240000	1372652	0	2226869	102016	0	68541	0	473176	829498	0	13284	149950	336438	70398	46767	426558	0	796	1227815	
9955													0	2086	60685	0	114654	13285	8973	12309	0	8878	27039	1122	22312	6923	11596	7210	0	28384	0	2364	33762	
10250													0	0	241900	0	363514	9671	0	43261	0	52294	137959	0	15980	70078	75004	301	40416	20146	230	7799	155890	
10849													0	0	148704	8958	261012	33	4052	8977	0	30493	105746	0	6829	9808	103964	3294	33420	2841	0	1504	104121	
10858													45317	5016	257212	0	407707	15622	41893	43883	0	33273	94693	0	2389	35525	42043	30349	77372	2334	0	13180	230382	
11145													24	13914	139969	894	180595	3855		3738	0	74525	47125	0	39836	9811	34642	4245	4655	10011	0	6911	38436	
11275													0	38812	1136484	2367	1307116	17539	0	164888	0	570760	393983	0	36094	233805	212704	21438	5905	30689	0	2354	590889	
11640													70	25750	197174	0	331140	2855	29789	40934	0	32546	81187	0	10822	51044	46044	16153	28833	49669	0	12408	147062	
11837													49	7848	29075	0	92360	7129		886	0	4744	22590	0	26135	12495	19054	24768	13263	12342	109	334	9051	
12030													0	0	242446	1285	307277	32946	0	33266	0	43657	144556	0	26710	61771	86223	0	0	15877	0	15456	38549	
12142													0	0	103935	5734	203471	552		17358	0	26057	47533	8	44483	31507	25828	18028	24998	25027	452	10747	28974	
12179													0		29032	0	40207	4086		1622		21617	4972	0	9385	5051	10997	761	157	481	0	723	8825	
12245													570	4900	82455	290	120691	877		4956	0	36306	36070	0	9268	20471	24148	3022	14549	15045	47	2061	30621	
12311	996391	253829	0	55778045	944065	358204	1661286	448299	5911019	2506006	0	1109488			39551838				44821	11158396		13994304	8264718		487615	1688747	7162700				6	5398221	34437713	
12647													0		65103	0	108084	566	7781	12175		17343	27285	0	5223	30377	15397	999	784	6203	0	520	22935	
12656													0		12203	3807	17990	0	781	1031		6846	2312	17	2185	4227	4260	251	0	748	0	1427	2751	
12937													0	2568	148419	5125	212421	41129		10630	0	47557	88612	0	17588	48218	11584	0	0	0	0	370	60520	
12946													3508	8742	567320	6018	765805	2185	6555	45930	0	196490	291264	0	21557	248963	125982	28939	18765	104220	55	27482	246550	
12955													0	4162	102933	0	126434	5150		14433	0	23344	59533	0	9982	12356	21153	2	3	2680	0	482	35544	
13103													0	115614	1011813	425	1341128	3223	0	90412	0	395258	343834	0	59582	143718	152241	12756	103964	154164	0	182306	604912	
13251													0		18406	1972	44966	16594	1893	3765		2803	6702	0	4161	890	10452	0	4	4352	0	3241	1770	
13457													0		11546	2735	23544	650	5402	838		116	4668	0	2960	2851	3458	235	0	5834	0	519	5036	
14052													0		35402	217	59350	5765		1675		14201	14778	0	6201	6670	8771	1126	3938	4919	0	2477	17838	
14155													504	4829	104589	108	124775	0	16984	5610	0	26619	33567	352	19637	21825	20065	0	1931	4166	0	5028	27834	
14650													0		14780	2862	28217	2891		2726		3561	2833	45	4250	1967	4047	0	22	2454	0	5512	5926	
14753													1349		17273	129	43437	2816	9262	2262		2113	2641	0	0	433	9609	0	5160	15874	0	992	12312	
14865													0	0	225132	22	286991	21046	40819	25341	0	14297	134861	0	11359	25572	32917	10043	44	7426	565	2669	122522	
14977													0		26519	0	48094	10365	7243	1497		9468	5346	0	3927	12674	10852	0	7662	0	0	2879	4894	
16458													0	18	128078	128	289997	22560		16037	0	20238	89411	161	8763	35575	28219	42121	15602	66218	0	1818	165947	
16551													677	8348	170685	261	228075	1787		13580	0	60062	77384	75	30639	24229	58937	11786	4272	20691	300	8102	51251	
16748													45		30639	476	60715	6542	3165	3204		7548	8494	0	4456	5204	9491	1313	6323	7533	0	1065	15223	
16944													0		13440	0	40518	1344		1459		8542	2492	0	6868	4448	7080	6641	1132	13146	0	687	10564	
16953													0		13760	0	38969	4704	3996	3113		1527	2716	0	5418	2440	8170	12522	0	4220	0	2408	7807	
17110													0	0	61029	0	97682	16852		8495	0	1077	0	0	0	60436	13970	100	0	12245	0	48601	0	
17147													158310	110336	2867793	0	4271540	30325	115131	654890	0	542625	1425533	2862	836563	230159	655549	4521	599378	304890	0	81981	882302	
17259													1950		34304	20	68371	15		4225		10722	11142	83	14	7274	14606	1357	7159	12906	0	5388	6103	
17464													0	60000	864034	23	1311549	72206	2212	130190	0	89439	598821	0	38265	79414	53354	25949	211246	37844	3341	31670	813318	
17950													780	0	147219	18	328105	17	14790	15270	0	29636	69815	3014	53407	48989	25283	25840	72097	50509	0	11244	97978	
17978													0	14089	159556	0	334716	4426	1685	0	0	108997	47264	0	24192	56535	86319	146119	2641	2653	0	3255	50609	
18050													5	235	201090	1455	390406	12417	3413	10692	0	66178	108611	0	41095	58499	51632	5511	111956	31198	0	11613	82345	
18135													18429	20084	119047	17667	237483	261		39751	0	64222	7003	0	19275	35032	26840	38047	0	34807	0	8071	36801	
18377													0		19568	0	50023	19334		79		16523	1653	0	0	8053	19767	500	8702	250	0	134	18239	
18827													0	0	288576	0	400031	37290	0	47756	0	140639	69224	0	55897	21814	50669	29600	942	26299	0	7879	173406	
18836													0	2128	112498	2314	150117	5423		3044	0	58363	33924	0	8418	31716	48854	11017	6556	1426	0	12452	22020	
18854													0	0	219617	0	265078	23304	16106	126455	0	16106	52152	0	18480	98050	30219	0	3002	701	0	5661	31132	
19356													20	0	32445	1320	76552	35		9433	0	7758	12540	0	11394	10980	17795	0	17666	21616	0	2123	12964	
19730													0	23466	1552975	3108	2189281	239901	4291	222965	0	227740	1069125	97	47358	251060	344799	164765	17476	2117	0	4087	799535	
19936													0	0	144877	0	230919	42380		17387	0	36252	72151	0	48258	34591	32926	6249	12052	2704	0	5512	50981	
19972													0		34621	0	91548	25849		124		34484	1439	0	0	0	0	101	1043	20124	0	138	76610	
20053													0		52109	206	72486	3709	4423	3883		15612	24419	0	4971	6083	23307	6202	593	5867	79	1443	13475	
20512													0	0	46821	3102	98856	349		1489	0	29765	9675	0	9927	15605	16693	186	18977	19263	0	1890	24264	
20633													0	6002	199968	13255	316239	3777	0	11617	0	43593	135533	0	36615	44959	51198	17411	34212	20293	0	5904	111756	
20857													10599	33994	58539	0	178298	3541	26329	6727	0	2712	21423	0	23246	8908	7542	12046	18146	72630	0	1349	29303	
21256													0		4788	563	9395	2797		285		2272	1969	0	1643	408	2495	301	97	87	0	210	1597	
21359													0		15351	0	26382	3303	4262	2304		4515	2818	0	1555	3674	3137	315	1777	3365	0	1354	11499	
21630													209		43109	2727	92196	207		8635		12000	17640	0	25304	20963	13607	4982	31447	5205	0	4813	18000	
21658													45	5	91917	373	151642	6566	9035	6983	0	23234	43304	0	18626	15979	41684	37744	0	7733	117	6428	49176	
22048													0	9413	110522	0	185328	11546	2254	12567	0	27847	62013	918	41260	33723	32610	7667	35059	7363	0	4923	18213	
22543													0		49038	7676	88075	14402		1364		22934	23628	0	20038	5977	10711	8892	0	4438	0	1112	14818	
22552													0		68689	2512	84099	12707	17096	10453		7937	30113	0	13967	12061	23635	4227	1846	3074	0	1687	12089	
22730													3889	0	70814	594	133307	8998		4412	0	29588	22905	0	14738	7911	18880	18986	7047	18212	0	11663	42069	
22936													43	1449	122516	544	182051	29242	5959	16347	0	33200	59414	0	15907	32258	41572	12007	54	0	0	4440	44957	
23045													0		8358	326	40717	3906		772		3320	3978	0	8859	4633	2104	20144	4061	3643	0	114	14890	
23456													45		66315	1347	101372	95	7376	9083		19729	25051	0	25708	10971	25234	0	14385	13638	0	4033	14504	
23504													77803	49707	753735	0	1580474	8013	0	131077	0	163938	449433	0	10172	122080	39327	172375	369115	215139	0	8421	1006268	
23540													457	0	93185	0	198227	17077		4701	0	31454	54038	56	27060	32125	29573	53958	5047	18007	0	1715	89825	
23643													0	0	102000	0	176119	10785		15233	0	20642	37583	0	34918	45395	35288	47391	1697	15483	0	15859	12696	
23755													179	1000	108535	384	168217	4962		8200	0	40420	53652	0	32943	3791	27894	892	19988	17448	0	4674	58611	
24006													0	0	466476	4531	973136	131204	0	62651	0	160707	235845	0	30910	68038	174940	265316	64037	10586	0	996	478609	
24378													0		43834	7	67312	10653		576		38753	2711	0	7340	7757	28338	4707	4367	375	0	1792	15749	
24453													0	36795	126134	0	206504	46497	0	5325	0	37060	78691	0	9586	23612	31441	9439	250	261	0	4288	33520	
24659													0		24117	9908	42592	5102	5550	6492		4157	5945	0	8618	3030	6727	499	0	443	37	1522	13643	
24668													11658	353	124599	2805	222554	2269		15658	0	36923	61208	0	11624	31131	28668	1000	10631	62388	0	5539	105249	
24855													0		4254	555	17131	11336	1173	1723		282	356	0	1305	456	1857	0	0	0	0	719	4383	
24949													2739	200	530509	6284	740279	87125	4987	78098	0	128517	290231	0	59467	134416	211607	10338	28529	17887	451	18245	149217	
25357													400	0	54782	50	126084	1027		2167	0	7102	32438	0	24812	9180	5567	0	51965	6835	0	1754	51903	
25647													0		44457	0	63236	25		1235		16096	26949	0	2414	19416	14454	0	0	1474	0	177	10882	
26176													0	81783	300712	47854	380877	7083	0	4794	0	71370	224464	0	36577	119174	51075	0	13280	0	0	83	54367	
26242													9613	0	236677	13156	398650	6602	6596	17606	0	102710	92979	0	66603	23876	56731	42948	0	54159	916	7663	145658	
26457													0		18907	262	27554	2888	992	1529		5953	10039	0	3288	2266	5594	4035	0	352	0	499	9827	
26765													0	0	209485	0	299454	42811		45166	0	20308	138545	0	41177	44404	14639	1674	30636	3975	0	5348	115352	
26859													0	330	197254	0	316560	84125	96	33125	0	19566	128555	0	13371	37967	35841	1543	0	0	0	1845	115858	
27070													0	0	388396	0	619259	8033	0	0	0	380628	4592	0	12388	139504	192649	43822	146161	13978	836	585	153217	
27548													326	9279	363234	17777	557431	4844	1241	107655	1721	107557	138858	0	56657	49073	58019	5419	87485	36005	0	6585	220927	
27614													0	11559	150131	0	333224	9603	252	9726	0	92821	19606	0	49054	29890	53799	7136	77628	58905	311	3474	81313	
27847													0	20041	244232	6325	419836	14784	5963	10329	0	89838	121283	0	50090	83915	86903	728	70080	51466	0	16194	70047	
28013													243174	235017	1182946	1021	2579372	42713	0	53525	4643	157120	972086	0	109244	211653	236160	0	1080499	87500	18	1992	881518	
28152													0		49238	0	79147	11511	0	6689	0	13821	24438	0	6841	4343	15260	1869	4547	6560	0	1994	30234	
28255													0	0	121954	0	312761	174151	2802	27885	0	9224	87834	0	116466	30903	16295	4696	622	1213	0	3378	59294	
28349													0	12000	129711	125	160705	13337		31411	0	36119	43382	0	13629	52533	37930	0	0	3676	0	8648	9419	
28406													580	147973	472425	12124	1130125	24076	0	28111	28751	336611	93906	0	60063	143984	192887	122722	173054	234271	0	13720	388481	
28572													0		32124	0	43621	6134		0		24167	7924	0	4763	9982	9847	734	47	0	0	32	8700	
28675													0		46133	0	85751	3709	2473	1935		26716	12374	0	14267	15172	24957	0	29862	1495	0	1999	15627	
28732													0		46879	397	82277	1524		4931		11306	25241	0	6519	9967	12740	2766	16781	2240	0	4682	20878	
29104													31163	115000	864829	0	1611395	91928	0	153327	0	182849	524296	3774	281188	110997	74606	20974	114050	406117	0	602	612213	
29476													0		33029	25	41265	2857	6536	1076	0	10958	13763	0	11070	9154	9268	474	860	928	0	697	2553	
29636													70128	68685	373790	0	851761	22660	1474	36954	0	117567	176543	0	38647	132186	117397	230345	38564	109142	1013	28579	281434	
29878													0	0	1519901	0	1734761	62492	0	0	0	1064388	456279	0	76767	154043	273306	108634	0	0	0	230	705466	
29953													0		58947	3451	81365	4423		6011		19969	31360	0	5959	9233	11952	8361	0	3315	0	3224	14165	
30052													0		14473	0	26050	6160		967		2103	9584	0	1583	1093	1793	0	2007	0	0	554	10371	
30418													50591	0	210906	0	498632	543	0	0	0	0	0	0	0	162107	220072	0	214676	61744	0	210906	23410	
30502													25502	69555	574863	0	859637	21774	0	80607	0	175243	242933	0	34477	66290	114198	14800	127147	70782	0	6981	436425	
30650													0	14000	77818	9093	129830	3172		11767	0	19369	44772	0	15158	15991	20217	0	26391	0	0	1157	29338	
30810													2161	19287132	60180682	0	73410829	4985474	0	211393	0	9723	0	0	87883	6699647	21053887	4646764	1269497	1019689	48957941	10998834	14142427	
30874													47100	102759	664939	0	1045379	8637	0	106108	0	241553	300550	0	65560	62058	205605	300	297153	12217	0	4027	218857	
31134													0	5000	55514	0	110870	28372		8018	0	22322	12579	0	19086	17468	18549	2013	4142	13168	226	10325	12747	
31255													4168	11036	241197	3562	445701	11898	0	50611	0	16954	140622	0	18540	79031	48190	978	133009	30687	0	2944	154925	
31657													701	0	44114	412	120230	0	4351	5381	0	14467	13903	0	21899	36524	20871	0	69022	0	0	5965	8720	
31826													0	0	135897	0	249320	36951		9256	0	67237	38782	0	18084	49043	40583	23362	11465	18714	0	12324	31330	
31835													4	4002	65266	7265	116329	302	32506	7490	0	5198	11595	0	12514	29181	14737	10717	1285	15795	0	7349	10971	
32234													19666		38878	0	108441	14540	4381	3806		14607	11520	0	27073	6737	10876	39355	0	3562	0	1919	16918	
32766													0		17982	0	54746	13499		1486		4531	8384	0	5289	4505	4974	0	26	19784	0	3578	13492	
32971													0	10546	125903	0	204037	14694		14754	0	86590	17859	0	25895	13630	38387	9730	13318	21692	0	2222	71359	
33147													3923	5000	325569	0	415098	44708	27025	71074	0	69972	146570	192	10349	112647	57336	11164	0	8975	0	10928	174446	
33259													5647	0	393890	0	555684	56073	0	33757	0	47110	268585	1712	13885	56965	155573	29066	0	4251	0	1156	252735	
33268													5323	0	34930	0	167050	1575	11198	8847	0	7601	13149	0	11333	25861	19600	1541	61115	54802	0	2322	46422	
33370													0		17052	0	30472	5265		0		12107	3110	0	3566	6356	11301	4212	1928	0	0	30	2605	
33754													0		13922	0	31512	4626		2034		2514	9436	0	8303	5715	3339	0	2418	8102	0	2422	7161	
33839													0		14908	0	35585	9756	2863	1322		6310	2606	0	9477	1915	8311	2840	0	4889	0	1807	6789	
33857													5613	11305	165087	0	183172	380	17348	51395	0	39387	60181	1042	39380	21831	65565	0	5079	0	0	4151	27138	
34153													0	378	182105	0	371233	44208	5535	25875	0	32396	96259	0	6275	34352	82469	98946	16383	2939	0	819	204077	
34359													26		15516	885	33420	1490	4028	1585		3152	5113	0	2893	5519	6613	3950	2133	7902	0	1638	7032	
34425													5957	15000	241065	433	321028	16909	449	14325	0	131230	74756	0	5824	49441	60183	8120	238	23037	1396	5123	145499	
34434													78	0	217569	6183	280204	962		22981	0	65982	105143	0	57444	43113	45343	0	23973	9098	1382	8033	104172	
34452													460	0	65185	75	109440	3446		13937	0	29343	17878	227	22749	23151	23806	0	17492	19199	0	1459	13501	
34537													134536	50000	1241711	0	2110358	150675	424	51021	0	584726	548017	0	449475	135477	195079	1700	595676	8706	0	53745	507245	
34555													25	4680	109658	1534	219031	9735	11820	6794	0	22008	61008	1897	46737	34672	56522	8390	30419	43122	0	6438	28591	
34742													0	109	212987	5267	280633	3900	6173	11649	0	112071	72434	0	10471	61659	82228	6956	11564	4998	0	7689	75307	
34836													0		15349	142	25712	0		606		4866	6108	0	2999	8967	5167	5680	0	1322	0	1474	2019	
35057													0	2321	81951	0	120094	1793	6697	6592	0	22877	42614	0	16889	21939	18984	1177	4836	7745	0	2699	28370	
35301	7792273	2790652	5800204	197072335	29534811	4084751	1180503	5440699	38280972	74065928	1487563	93108887			10136893				0	49074		0	412597		6465355	11463331	0				0	136090	1350378	
35570													123696	2145732	9858091	0	12058369	34673	0	158917	0	5008954	4684982	0	256894	1106171	1964903	3044	1430311	44164	0	3399	5125698	
35646													0		15429	1511	50190	2742		7270		2905	2862	0	2453	3705	8253	2012	357	21822	51	1077	14280	
35842													0	5870	130515	17	223965	4347	1465	14256	0	27242	48536	0	21910	58929	54112	0	77323	3178	0	37809	50559	
35879													0	12000	140371	0	231577	6584		687	0	125826	11391	0	15713	29429	79868	24028	23539	18124	136	2331	67624	
36054													0	18660	866093	3182	1316788	364853	0	159807	0	82016	601035	0	65609	135715	108452	0	478	425	10222	3087	819355	
36456													0		52140	0	98634	7729	22180	3811		3911	19089	0	18598	12551	17240	9343	7870	15020	0	1750	28166	
36933													0	46	56505	1700	89088	14054	3065	3611	0	26738	16192	0	6674	18721	19982	429	7700	2091	0	6702	11149	
37051													0		51554	0	69469	5766	9726	15708		8550	25021	0	4029	15103	45942	501	296	7439	10	904	17896	
37341													0		25622	4478	35269	2203		1588		13998	6852	0	1903	7724	9533	744	0	247	0	1892	4385	
37378													0	0	128228	0	165788	14684	17661	22726	0	5650	79688	0	31058	20046	25246	2249	3881	4288	323	949	35510	
37435													0	0	503819	0	1023849	97261	327	25149	0	186817	263339	0	48766	152630	212596	60841	219532	47498	382	20361	453533	
37640													20046	60441	1164959	0	1946823	21568	44212	282320	208	204704	594063	29212	521354	102353	239254	20315	510842	71323	5170	20722	475405	
37659													0		29690	4783	42534	379	5844	3849		2548	8501	0	5083	8837	9124	1473	0	2646	0	6373	5013	
37743													0		58244	0	89389	410		14200		11067	26528	0	12713	12126	11809	0	8811	12065	146	726	29642	
37949													5947	3255	97800	0	214335	2917	21425	32223	0	11352	34576	1005	45959	25077	28441	24378	38765	36921	362	1277	66061	
38740													0	10000	105730	0	179072	18309		6071	0	54615	34324	0	29957	30553	38522	5017	30332	7173	0	9671	38159	
39327													6296	0	225397	26835	440167	12636	287	8507	0	68434	143075	0	11642	37390	47811	131455	0	5352	0	1994	162380	
39420													1093	47288	880175	506	1191495	6570	0	62441	0	196541	407429	0	10949	254923	319202	46766	142425	29608	0	213464	370741	
39475													5249	81435	1659099	0	2682258	65715	63484	223270	0	306187	1045081	0	250077	158242	265728	15161	490543	59952	0	11898	733386	
39756													7963	2753	340309	0	496291	362	25495	110886	0	67471	147089	0	36508	25395	73302	3683	41317	35432	0	9057	167023	
40033													0		27417	13187	63194	3538	2431	2765		10990	10654	0	10111	7170	18215	531	2667	6858	0	2997	7062	
40350													498		30342	62	50262	7152	7442	5379		9589	6392	0	4220	5313	10803	6625	0	2457	0	1753	7954	
40707													0	3035	175316	0	281049	41879		41157	0	64524	64797	0	19471	16895	51081	13357	19760	1487	0	2661	102057	
40855													0		46055	5296	84445	4254	8074	5402		3831	26327	0	8291	11560	17819	1000	7990	16864	10	1637	27138	
41245													470		25745	270	41747	693	2691	1163		10854	8007	0	2416	4434	14321	3907	0	8651	24	2771	9113	
41553													9		22962	2431	90547	3479	8686	1948		4118	4156	28	32126	7768	13812	49162	5	4900	0	3957	12634	
41629													0	15326	140363	2193	172833	12054		6422	0	59431	52014	0	24890	27254	33066	1063	1401	4166	629	21600	17031	
41759													0		24140	4599	50741	2038	9714	2642		1591	8823	0	4976	7065	10640	2613	2140	10345	0	1354	14498	
41825													0	0	64530	5356	150457	0		1614	0	53388	9113	0	10411	2687	9970	34061	28871	1599	0	185	66869	
41937													0		24772	3021	65146	36	9737	3800		3893	6825	0	8813	5497	9729	5033	13389	13685	62	557	23610	
41955													0		17509	1868	37186	1136	12851	184		137	2989	0	1137	4553	7295	9104	4953	509	0	1506	5115	
42037													0		36528	0	64957	0		8681		8532	16546	0	10671	7857	13801	1825	3232	5761	0	2678	9915	
42055													0		40906	5365	68050	608	7818	7031		6322	14661	4462	8210	12112	17013	3979	5997	5128	0	612	7996	
42354													0	0	63752	0	124825	7477	3665	5792	0	23137	30849	0	36971	18218	11565	18538	15875	11249	0	5428	16948	
42372													0	0	232173	0	314624	8768	0	2815	0	196414	32084	0	18677	76491	68515	15918	23660	22986	0	1222	95973	
42420													164964	351591	4213970	0	5886406	3948	22	952544	0	1240819	1322894	0	88705	351243	731541	223995	824270	59623	0	585497	3380270	
42448													0	35000	535935	0	708639	29368	91410	34374	0	177865	195205	0	136238	104127	145567	40974	0	82137	3041	27300	155547	
42457													196		13570	670	33976	1832	6691	2607		149	2962	0	10906	2392	4096	0	5145	11106	0	711	4127	
