"IDRSSD"	RCFA3792	RCFA5310	RCFA5311	RCFA7204	RCFA7205	RCFA7206	RCFA8274	RCFAA223	RCFAA224	RCFAB530	RCFAB596	RCFAH015	RCFAH036	RCFAH311	RCFAH313	RCFAH314	RCFAP742	RCFAP793	RCFAP839	RCFAP840	RCFAP841	RCFAP842	RCFAP843	RCFAP844	RCFAP845	RCFAP846	RCFAP847	RCFAP848	RCFAP849	RCFAP850	RCFAP851	RCFAP852	RCFAP853	RCFAP854	RCFAP855	RCFAP856	RCFAP857	RCFAP858	RCFAP859	RCFAP860	RCFAP861	RCFAP862	RCFAP863	RCFAP864	RCFAP865	RCFAP866	RCFAP867	RCFAP868	RCFAP870	RCFAP872	RCFAP875	RCFAQ257	RCFAQ258	RCFD3368	RCFD3632	RCFW3792	RCFW5310	RCFW5311	RCFW7205	RCFW7206	RCFWA223	RCFWH312	RCFWP793	RCFWP870	RCOA3792	RCOA5310	RCOA5311	RCOA7204	RCOA7205	RCOA7206	RCOA8274	RCOAA223	RCOAA224	RCOAB530	RCOAB596	RCOAH015	RCOAH036	RCOAH311	RCOAH313	RCOAH314	RCOAP742	RCOAP793	RCOAP838	RCOAP839	RCOAP840	RCOAP841	RCOAP842	RCOAP843	RCOAP844	RCOAP845	RCOAP846	RCOAP847	RCOAP848	RCOAP849	RCOAP850	RCOAP851	RCOAP852	RCOAP853	RCOAP854	RCOAP855	RCOAP856	RCOAP857	RCOAP858	RCOAP859	RCOAP860	RCOAP861	RCOAP862	RCOAP863	RCOAP864	RCOAP865	RCOAP866	RCOAP867	RCOAP868	RCOAP870	RCOAP872	RCOAP875	RCOAQ257	RCOAQ258	RCON3368	RCON3632	RCOW3792	RCOW5310	RCOW5311	RCOW7205	RCOW7206	RCOWA223	RCOWH312	RCOWP793	RCOWP870	
4839																																																																	45295	3410	3410	12.1422%	16.6677%	15.4129%	41885	271753	344954	-1182	0			8.6677%			16715	15.4129%	1	0	40703	0	0	0	-1238	0	56	0	0		0	0	41885	0	0	0	0	0	0	41885	0	0	0	0	0	0	0	0	0	3410	0	0	0	0	344954	25170										
5069																																																																	182512	4819	4819	37.7205%	48.3714%	47.0942%	177693	377314	471078	3302	0			40.3714%			8628	47.0942%	1	0	181007	0	0	0	3302	12	0	0	0		0	0	177693	0	0	0	0	0	0	177693	0	0	0	0	0	0	0	0	0	4819	0	0	0	0	471078	169077										
5135																																																																	67834	4115	4115	12.6420%	20.6221%	19.3711%	63719	328938	504027	-498	0			12.6221%			25042	19.3711%	1	0	65433	1042	0	0	672	0	0	0	0		0	0	63719	0	0	0	0	0	0	63719	0	0	0	0	0	0	0	0	0	4115	0	1042	0	0	505069	40889										
5210																																																																	152868	14057	14057	8.6951%	13.5845%	12.3353%	138811	1125315	1596435	-7173	-6136			5.5845%			48151	12.3353%	1	0	143288	10275	1362	0	-1031	7	0	-6136	0		0	0	138811	0	0	0	0	0	0	138811	0	0	0	0	0	0	0	0	0	14057	0	11637	0	0	1601936	102310										
5461																																																																	63415	5756	5756	9.0698%	13.7870%	12.5356%	57659	459961	635722	-474	0			5.7870%			6300	12.5356%	1	0	57185	0	0	0	-474	0	0	0	0		0	0	57659	0	0	0	0	0	0	57659	0	0	0	0	0	0	0	0	0	5756	0	0	0	0	635722	51359										
5751																																																																	33964	1894	1894	16.3151%	22.4327%	21.1817%	32070	151404	196566	608	0			14.4327%			9352	21.1817%	1	0	33916	1089	149	0	608	0	0	0	0		0	0	32070	0	0	0	0	0	0	32070	0	0	0	0	0	0	0	0	0	1894	0	1238	0	0	197804	23956										
6039																																																																	30979	2570	2570	10.4593%	15.0842%	13.8328%	28409	205374	271614	-132	0			7.0842%			31037	13.8328%	1	0	28514	0	0	190	-132	0	0	0	0		0	0	28456	0	0	0	0	47	47	28409	0	0	0	0	47	0	0	0	0	2570	0	237	0	0	271851	-2391										
6141																																																																	6312	276	276	10.5737%	20.7019%	19.7967%	6036	30490	57085	0	0			12.7019%			4800	19.7967%	1	0	6152	0	0	93	0	0	0	0	0		0	0	6059	0	0	0	0	23	23	6036	0	0	0	0	23	0	0	0	0	276	0	116	0	0	57201	1352										
6329																																																																	69628	6940	6940	9.5613%	12.6066%	11.3501%	62688	552312	655643	-100	0			4.6066%			25000	11.3501%	1	0	63630	0	0	834	-100	0	0	0	0		0	0	62896	0	0	0	0	208	208	62688	0	0	0	0	208	0	0	0	0	6940	0	1042	0	0	656685	38730										
7009																																																																	71145	0	1148	8.6392%	23.2622%	22.8869%	69997	305839	810227	1228	0			15.2622%			1052	22.8869%	1	0	71225	0	0	0	1228	0	0	0	0		0	0	69997	0	0	0	0	0	0	69997	0	0	0	0	0	0	0	0	0	1148	0	0	1148	0	810227	68945										
7045																																																																	20429	1034	1034	8.9835%	20.7870%	19.7348%	19395	98278	215895	-747	0			12.7870%			2425	19.7348%	1	0	19394	0	0	0	-1	0	0	0	0		0	0	19395	0	0	0	0	0	0	19395	0	0	0	0	0	0	0	0	0	1034	0	0	0	0	215895	17716										
7072																																																																	29277	2001	2001	8.8467%	13.7072%	12.7703%	27276	213589	308317	-115	0			5.7072%			4061	12.7703%	1	0	34762	3848	863	2312	-183	0	0	68	0		0	0	27854	0	0	0	0	578	578	27276	0	0	0	0	578	0	0	0	0	2001	0	7601	0	0	315918	30816										
7456																																																																	8437	850	850	8.4994%	11.6664%	10.4910%	7587	72319	89265	56	0			3.6664%			5500	10.4910%	1	0	7643	0	0	0	56	0	0	0	0		0	0	7587	0	0	0	0	0	0	7587	0	0	0	0	0	0	0	0	0	850	0	0	0	0	89265	2087										
7634																																																																	9959	581	581	14.0137%	21.5909%	20.3313%	9378	46126	66920	-107	0			13.5909%			8260	20.3313%	1	0	9271	0	0	0	-107	0	0	0	0		0	0	9378	0	0	0	0	0	0	9378	0	0	0	0	0	0	0	0	0	581	0	0	0	0	66920	1118										
8033																																																																	34500	1249	1249	13.1751%	19.1384%	18.4455%	33251	180266	252378	-32	0			11.1384%			6000	18.4455%	1	0	33251	0	0	0	0	0	0	0	0		0	0	33251	0	0	0	0	0	0	33251	0	0	0	0	0	0	0	0	0	1249	0	0	0	0	252378	27283										
8462																																																																	22597	952	952	12.4520%	29.7188%	28.4668%	21645	76036	173828	-667	0			21.7188%			700	28.4668%	1	0	20978	0	0	0	-667	0	0	0	0		0	0	21645	0	0	0	0	0	0	21645	0	0	0	0	0	0	0	0	0	952	0	0	0	0	173828	20945										
8631																																																																	7273	427	427	10.8165%	19.2861%	18.1539%	6846	37711	63292	-171	0			11.2861%			1300	18.1539%	1	0	6675	0	0	0	-171	0	0	0	0		0	0	6846	0	0	0	0	0	0	6846	0	0	0	0	0	0	0	0	0	427	0	0	0	0	63292	5546										
9357																																																																	58911	3313	3313	11.3169%	18.7071%	17.6550%	55598	314913	491285	-673	0			10.7071%			55160	17.6550%	1	0	81672	26747	0	0	-673	0	0	0	0		0	0	55598	0	0	0	0	0	0	55598	0	0	0	0	0	0	0	0	0	3313	0	26747	0	0	518032	27185										
9553																																																																	16214	1006	1006	9.0447%	13.2463%	12.4244%	15208	122404	168143	-799	0			5.2463%			2100	12.4244%	1	0	14532	0	0	0	-479	122	0	0	-319		0	0	15208	0	0	0	0	0	0	15208	0	0	0	0	0	0	0	0	0	1006	0	0	0	0	168143	13231										
9807																																																																	377414	27655	27655	14.0188%	17.0875%	15.8354%	349759	2208718	2494935	-601	0			9.0875%			132272	15.8354%	1	0	349158	0	0	0	-601	0	0	0	0		0	0	349759	0	0	0	0	0	0	349759	0	0	0	0	0	0	0	0	0	27655	0	0	0	0	2494935	217487										
9955																																																																	20191	1194	1194	12.7360%	21.2075%	19.9534%	18997	95207	149160	-246	0			13.2075%			3133	19.9534%	1	0	18751	0	0	0	-246	0	0	0	0		0	0	18997	0	0	0	0	0	0	18997	0	0	0	0	0	0	0	0	0	1194	0	0	0	0	149160	15864										
10250																																																																	41080	2985	2985	9.3212%	14.2578%	13.2218%	38095	288123	408693	-730	0			6.2578%			32300	13.2218%	1	0	37553	0	0	150	-730	0	0	0	0		0	0	38133	0	0	0	0	38	38	38095	0	0	0	0	38	0	0	0	0	2985	0	188	0	0	408881	5983										
10849																																																																	26598	1083	1083	9.1715%	17.6557%	16.9368%	25515	150648	278198	-1244	0			9.6557%			15391	16.9368%	1	0	25911	694	0	757	-1244	0	0	0	0		0	0	25704	0	0	0	0	189	189	25515	0	0	0	0	189	0	0	0	0	1083	0	1452	0	0	279650	11764										
11145																																																																	23813	2242	2242	8.9009%	12.5897%	11.4044%	21571	189146	242345	-49	0			4.5897%			12000	11.4044%	1	0	21972	450	0	0	-49	0	0	0	0		0	0	21571	0	0	0	0	0	0	21571	0	0	0	0	0	0	0	0	0	2242	0	450	0	0	242795	10021										
11640																																																																	47257	3595	3595	11.5783%	16.4373%	15.1868%	43662	287499	377103	-510	0			8.4373%			39895	15.1868%	1	0	43152	0	0	0	-510	0	0	0	0		0	0	43662	0	0	0	0	0	0	43662	0	0	0	0	0	0	0	0	0	3595	0	0	0	0	377103	3767										
11837																																																																	14819	673	673	15.0585%	27.5877%	26.3348%	14146	53716	93940	-300	0			19.5877%			12000	26.3348%	1	0	13846	0	0	0	-300	0	0	0	0		0	0	14146	0	0	0	0	0	0	14146	0	0	0	0	0	0	0	0	0	673	0	0	0	0	93940	2146										
12030																																																																	55401	3147	3147	14.3663%	22.4479%	21.1728%	52254	246798	363725	44	0			14.4479%			600	21.1728%	1	0	52298	0	0	0	44	0	0	0	0		0	0	52254	0	0	0	0	0	0	52254	0	0	0	0	0	0	0	0	0	3147	0	0	0	0	363725	51654										
12142																																																																	25191	1595	1595	10.4432%	17.9133%	16.7791%	23596	140627	225945	-2306	0			9.9133%			15900	16.7791%	1	0	21290	0	0	0	-382	0	0	-1924	0		0	0	23596	0	0	0	0	0	0	23596	0	0	0	0	0	0	0	0	0	1595	0	0	0	0	225945	7696										
12179																																																																	7997	181	181	17.6437%	28.8627%	28.2095%	7816	27707	44299	-5	0			20.8627%			0	28.2095%	1	0	7807	0	0	0	-6	0	0	0	-3		0	0	7816	0	0	0	0	0	0	7816	0	0	0	0	0	0	0	0	0	181	0	0	0	0	44299	7812										
12311	11518486	774113	1790180	9.7033%	14.3291%	12.1021%	9728306	80385006	100257380	-509736	0			6.1021%			9013043	11.0184%	0	10533863	1908470	242150	27059	-203647	0	-17	-231329	-74743		8806	0	8857114	0	0	0	0	0	0	8857114	780000	0	97957	877957	6765	871192	1015737	0	0	1790180	0	2186485	330	0	102443865	2030556																												1																																															
12647																																																																	18262	1050	1050	10.5554%	17.5979%	16.5860%	17212	103774	163064	0	0			9.5979%			17306	16.5860%	1	0	17950	0	738	0	0	0	0	0	0		0	0	17212	0	0	0	0	0	0	17212	0	0	0	0	0	0	0	0	0	1050	0	738	0	0	163802	644										
12656																																																																	1936	124	124	10.4108%	19.8158%	18.5466%	1812	9770	17405	0	0			11.8158%			460	18.5466%	1	0	1812	0	0	0	0	0	0	0	0		0	0	1812	0	0	0	0	0	0	1812	0	0	0	0	0	0	0	0	0	124	0	0	0	0	17405	1352										
12937																																																																	36772	1980	1980	17.1012%	23.2508%	21.9988%	34792	158154	203448	0	0			15.2508%			6000	21.9988%	1	0	34792	0	0	0	0	0	0	0	0		0	0	34792	0	0	0	0	0	0	34792	0	0	0	0	0	0	0	0	0	1980	0	0	0	0	203448	28792										
12946																																																																	140054	13672	13950	9.4037%	12.8539%	11.5736%	126104	1089582	1341002	261	0			4.8539%			59757	11.5736%	1	0	143639	16399	875	0	261	0	0	0	0		0	0	126104	0	0	0	0	0	0	126104	0	0	0	0	0	0	0	0	0	13950	0	17274	278	0	1358276	83621										
13103																																																																	267993	15123	33189	11.8721%	13.6271%	11.9395%	234804	1966615	1977773	16052	11193			5.6271%			34519	11.9362%	1	0	261466	6773	3902	0	27245	0	0	-11193	0		0	0	234739	0	0	0	0	0	0	234739	0	0	65	65	0	65	0	0	15	33189	0	10675	18051	0	1999641	210895										
13251																																																																	5331	372	372	10.9766%	17.9658%	16.7122%	4959	29673	45178	-17	0			9.9658%			2000	16.7122%	1	0	4942	0	0	0	-17	0	0	0	0		0	0	4959	0	0	0	0	0	0	4959	0	0	0	0	0	0	0	0	0	372	0	0	0	0	45178	2959										
13457																																																																	6216	144	144	23.7959%	54.1181%	52.8644%	6072	11486	25517	-17	0			46.1181%			5902	52.8644%	1	0	6055	0	0	0	-17	0	0	0	0		0	0	6072	0	0	0	0	0	0	6072	0	0	0	0	0	0	0	0	0	144	0	0	0	0	25517	170										
