"IDRSSD"	RCFD1578	RCFD1752	RCFD2148	RCFD2160	RCFD2166	RCFD2168	RCFD3549	RCFD3550	RCFD3551	RCFDA519	RCFDA520	RCFDB556	RCFDC010	RCFDC436	RCFDFT33	RCFDFT34	RCFDFT35	RCFDJ448	RCFDK201	RCFDK202	RCFDK270	RCON1578	RCON1752	RCON2148	RCON2160	RCON2166	RCON2168	RCON3549	RCON3550	RCON3551	RCONA519	RCONA520	RCONB556	RCONC010	RCONC436	RCONFT33	RCONFT34	RCONFT35	RCONJ448	RCONK201	RCONK202	RCONK270	TEXT3549	TEXT3550	TEXT3551	
3720																							268	1071	9105	179	188				0	0	874							1855	0	4849				
3971																							5098	894	25359		3355				0	0	2454							13558	0	0				
4156																							384	41	7853		307				0	0	1283							4828	0	1010				
4231																							0	495	1067		154				0	0	418							0	0	0				
4839																							1550	0	3503		633				0	0	1320							0	0	0				
5069																							0	698	5329		2582				0	0	2049							0	0	0				
5135																							1845	1399	15215		2084				0	0	4240							5647	0	0				
5210																						0	4516	3654	72550	0	14430	0	11096	0	0	0	4258	0	0	0	0	0	0	39643	0	6049		Prepaid Pension		
5461																							2712	0	15036		1696				0	0	2307							8321	0	0				
5751																							350	42	6435		155				0	0	1419							2693	338	1438				
6039																						3	304	85	2873	420	1018	0	0	0	0	0	1466	0	0	0	45	0	0	0	0	0				
6329																						827	634	2419	18072	852	3562				0	0	2792			437				5750	0	2915				
7009																							0	222	9909		7546				0	0	2141							0	0	0				
7045																						9	751	1091	3204	249	397	0	0	0	0	0	965	0	0	0	0	0	0	0	0	0				
7072																							2820	2771	13418		3335				0	0	937							3555	0	0				
7456																							405	0	3263		225				0	0	1062							1571	0	0				
7634																							98	0	747		264				0	0	385							0	0	0				
8033																							1714	442	5223	134	214	38			0	0	1465			42				1388	0	0	All Other Assets			
8462																							21	0	687		24				0	0	642							0	0	0				
8631																							336	196	3104		70				0	0	169							2333	0	0				
9357																						0	723	0	2091	0	124	0	0	0	0	0	1244	0	0	0	0	0	0	0	0	0				
9553																							1815	0	6166		552				0	0	1218							1679	0	902				
9807																							5608	0	128985		871	238			0	0	5688	395						34113	82705	0	SECURITY PRINCIPAL RECEIVABLE			
9955																							977	52	2001		77				0	0	895							0	0	0				
10250																							999	1544	4669		580				0	0	1232							314	0	0				
10849																							551	1436	4508		418				0	0	897							1206	0	0				
11145																						7	864	459	8741	590	1688	0	1091	0	0	0	783	0	0	0	0	0	0	2415	0	2532	Brownfield	Great Lakes Capital Fund		
11640																							4678	1440	21124		1612				0	0	3115							10279	0	0				
11837																							112	904	1480		86				0	0	378							0	0	0				
12030																							6552	2198	12237		822				0	0	2053							612	0	0				
12142																							1175	1202	8165		164				0	0	1234							4390	0	0				
12179																							729	0	2934		87				0	0	98							1356	0	664				
12311																							581126	25934	4545890		1129100	447887			0	0	391374							580493	826066	1011797	Income Tax Receivable			
12647																						0	147	0	1312	304	362	0	0	0	0	0	803	0	0	0	0	0	0	0	0	0				
12656																							29	0	156		31				0	0	96							0	0	0				
12937																							246	0	919		156				0	0	517							0	0	0				
12946																							3879	5805	31114	964	1645				0	0	6176			468				2332	11277	0				
13103																							6862	4273	33074		6630	1900			0	0	4538							10771	0	0	Investment in Bristol Wealth Group			
13251																							405	0	1114		78				0	0	198							433	0	0				
13457																							0	48	1480		0				0	0	188							1244	0	0				
14052																							68	101	2078		78				0	0	198							1252	381	0				
14155																							727	0	7275		270				0	0	1754							4524	0	0				
14650																							47	209	1971		113				0	0	126							1476	0	0				
14753																							9	0	572		37				0	0	526							0	0	0				
14865																							688	730	11096		1006				0	0	3748							3225	0	1699				
14977																						6	21	136	1699	39	55	0	0	0	0	0	476	0	0	0	0	0	0	1011	0	0				
16551																							1516	0	8044		521				0	0	1444							4563	0	0				
16748																							209	181	2771		84				0	0	480							1817	0	0				
17110																						0	219	0	3173	0	2772	1583	0	0	0	0	182	0	0	0	0	0	0	0	0	0	INVESTMENT ADVISORY/TRUSTEE FEES RECEIVABLE			
17147																						0	24592	23794	361961	14301	57240	0	0	0	0	0	35208	11508	0	0	0	0	0	104911	97472	18744				
17259																							461	0	2779		99				0	0	352							1867	0	0				
17950																							1281	1600	7070		248				0	0	3161							0	0	780				
17978																							3355	1326	5847		198				0	0	968							0	0	0				
18050																							507	0	9549		2525				0	0	1825							4692	0	0				
18135																							376	0	7222		347				0	0	1162							5337	0	0				
18827																						0	7511	2104	44224	5143	7028	0	0	0	0	0	3820	0	0	0	0	0	0	8632	0	15129				
18836																							343	561	5897		699				0	0	484							3810	0	0				
18854																							1051	0	5880	548	1180				0	0	3649							0	0	0				
19356																							391	0	3698		367				0	0	350							2590	0	0				
19936																							611	390	8798		575				0	0	1208							6014	0	0				
19972																							32	318	3720		104				0	0	254							3012	0	0				
20053																							126	569	2470		94				0	0	533							1148	0	0				
20633																							1051	1545	11805		557				0	0	811							7841	0	0				
20857																							812	0	1979		133				0	0	1034							0	0	0				
21256																							56	0	414		10				0	0	29							319	0	0				
21359																							320	0	1156		105				0	0	586							145	0	0				
21658																							181	0	4431	215	271				0	0	628							2807	0	544				
22048																							1063	0	8172		1703				0	0	973							4433	0	0				
22543																							365	0	892	147	210				0	0	317							0	0	0	Federal Income Tax Due SSB			
22552																							862	0	2018		103				0	0	1053							0	0	0				
22730																							358	765	5162		123				0	0	754							3162	0	0				
22936																							256	4163	5629		444				0	0	738							0	28	0				
23456																							632	0	2287	473	499				0	0	1156							0	0	0				
23504																						0	36195	21121	183597	12490	26336	0	0	0	0	0	11907	7374	0	0	0	0	0	44678	31485	11875				
23643																							1081	0	6708		259				0	0	1003							1872	0	2493				
23755																							470	0	3760		275				0	0	633							2382	0	0				
24006																							4144	2015	39702		5476	2615			0	0	4459				1711			20193	0	3415	Defined Benefit Post-Retirement Plan			
24378																							433	159	862		123				0	0	147							0	0	0				
24453																							1277	986	3507		366				0	0	878							0	0	0				
24659																							5	0	350		0				0	0	345							0	0	0				
24668																							11222	4546	23805	1091	1814	449	208		0	0	6223							0	0	0	Investments in SBIC's	Deposits on Contracts		
24949																							1313	6132	18911		684				0	0	1181							9601	0	0				
25357																							3195	0	7351		445				0	0	3711							0	0	0				
25647																							126	0	898	403	440				0	0	332				37			0	0	0				
26176																							2916	3068	11150		1048				0	0	1111							0	0	3007				
26242																							2852	456	19321		477				0	0	1899							13637	0	0				
26457																							0	16	232		57				0	0	159							0	0	0				
26765																							2820	4301	9216		983				0	0	1112							0	0	0				
27070																							1767	831	10313		858				0	0	1539							5318	0	0				
27548																							520	740	17544	1131	3602	329	909		0	0	2088				197			10594	0	0	Unposted	Low income tax community investment		
27614																							1730	361	13147		1654				0	0	1618							7784	0	0				
27847																							2107	0	15146		1130				0	0	2728							4902	0	4279				
28013																							25459	24786	217225	1484	4469	2133			0	0	11125							91715	0	59671	fedeal, state, and local taxes			
28152																							560	0	4335	238	657				0	0	652	418						2466	0	0				
28255																							1239	760	11600		601				0	0	1279							7721	0	0				
28406																						0	10759	4694	58400	1294	3473	1384	0	0	0	0	6120	0	0	0	0	0	0	33354	0	0	LOANS SOLD ESCROW			
28675																							450	0	1141	162	200				0	0	491							0	0	0				
28732																							227	494	2547		213				0	0	333							1280	0	0				
29476																							588	0	3748		168				0	0	1329							1663	0	0				
29636																							2248	6891	39992	1774	1925				0	0	4129							18116	858	5825				
29878																							1954	13621	23701	3416	3496	80			0	0	4630							0	0	0	Seat License			
30052																							114	0	222		44				0	0	64							0	0	0				
30502																						0	3327	1782	12392	1072	4636	1395	0	0	0	0	2647	0	0	0	0	0	0	0	0	0	Swap valuation asset			
30650																							383	15	884		171				0	0	315							0	0	0				
30810																							1000	464152	1439969	59461	144816				0	0	830001							0	0	0				
31134																							358	252	2730	319	415				0	0	774							931	0	0				
31255																						0	2792	0	18060	923	2095	0	0	0	0	0	2350	0	0	0	0	0	0	8957	0	1866				
31657																							305	0	4716		139				0	0	600							0	0	3672				
31826																							1242	1113	9742	379	1977				0	0	933							4477	0	0				
31835																							1745	1697	15858		268				0	0	1420							10728	0	0				
32234																							1648	1197	4637		463				0	0	1329							0	0	0				
32766																							24	52	304		70				0	0	158							0	0	0				
32971																							1362	684	12354		1323				0	0	871							8114	0	0				
33147																							2701	0	8493		2334	902			0	0	1497							1111	0	850	Nonpost Deposit Debits			
33259																							874	3222	11489		5241				0	0	2152							0	0	0				
33268																						0	0	0	3360	133	133	0	0	0	0	0	780	0	0	0	0	0	0	2447	0	0				
33370																							463	74	716		82				0	0	97							0	0	0				
33839																							29	0	237		28				0	0	180							0	0	0				
33857																							1938	0	9922	1224	2182				0	0	5802							0	0	0				
34425																						0	5773	2568	33136	535	3052	1394	0	0	0	0	2843	0	0	0	0	0	0	18900	0	0	VCDC Funds			
34434																							998	0	4923		854				0	0	1053							2018	0	0				
34452																							230	0	5283		1097				0	0	608							2267	0	1081				
34537																							35031	28006	219349	5912	18117	7649			0	0	17541				4367			114152	0	6502	Deferred Directors Comp			
34555																						0	4011	0	13802	320	438	0	0	0	0	0	2445	0	0	117	0	0	0	6908	0	0				
34742																							1714	744	12585		2053				0	0	1004							7070	0	0				
35057																						0	1177	0	4628	139	577	169	129	0	0	0	866	0	0	61	0	0	0	1329	0	679	Other Assets	DDA Nonpost		
35301	0	404724	63594	30620822	0	26436835	16125406	0	0	0	0	452703	0	0	0	0	0	0	557232	2705734	0		402416																				Collateral deposits, net			
35570																							264919	127909	772705		99255	76781			0	0	73348							187678	0	19596	Suspense accounts Receivable			
35646																							29	75	3017		68				0	0	271							1853	0	721				
35879																							1649	784	8961		273				0	0	672							5583	0	0				
36456																							288	354	4947	343	343				0	0	1918							2044	0	0				
36933																							131	398	2014		403				0	0	553							529	0	0				
37051																							64	0	1088		154				0	0	386							484	0	0				
37341																							63	0	1336		80				0	0	169							1024	0	0				
37435																						24	1197	0	7784	1237	2676				0	0	3911			695				0	0	0				
37640																						0	13048	3180	88477	0	14591	6904	0	0	0	0	13622	0	0	0	0	0	0	31957	0	12079	Investments in Affordable Housing			
37659																						39	0	0	1264	8	120	0	0	0	0	0	357	0	0	0	0	0	0	787	0	0				
37949																							0	0	8801		174				0	0	1936							6691	0	0				
38740																							853	357	6825		413				0	0	585							4617	0	0				
39327																							0	0	14548		891				0	0	1339							12142	176	0				
39756																							736	0	12393	1085	1344				0	0	3138							3550	0	3625	0			
40033																							231	0	3450	3	442				0	0	258							841	0	1678				
40499																							14935	322	89159		24608	12610			0	0	6643							35181	1967	5503	SUPPLEMENTAL EXECUTIVE RETIREMENT PLAN			
40855																							664	0	1334		50				0	0	620							0	0	0				
41245																							45	220	1512		28				0	0	211							509	0	499				
41553																							343	0	2781		3				0	0	802							1633	0	0				
41629																							607	396	5722		3341				0	0	985							393	0	0				
41825																							325	1246	7951	330	871	267	143		0	0	863			125				2876	0	1770	Other Assets	Health Insurance Reserve		
41937																							64	0	1983		21				0	0	542							1356	0	0				
41955																							198	0	676		205				0	0	273							0	0	0				
42037																							0	441	2942		83				0	0	363							1807	0	248				
42354																							94	0	5504		375				0	0	842							4193	0	0	ATM Settlement Reserve			
42372																							628	975	9151		342				0	0	1299							5907	0	0				
42420																						162	26070	25659	316864	9326	35071	0	0	0	0	0	18777	4355	0	0	0	0	0	129161	74491	7635				
42448																						4	8953	2686	22114	1958	2240	0	0	0	0	0	8235	0	0	0	0	0	0	0	0	0				
42457																							680	0	1374		163				0	0	531							0	0	0				
43052																							279	285	4823		307				0	0	316							3636	0	0	Unrealized Tax Effect AFS			
43351																							428	37	6452		1403				0	0	2291							0	1221	1072				
43856																							729	292	2607		64				0	0	211							1311	0	0				
43959																							66	888	1821		193				0	0	674							0	0	0				
44040																							1018	2094	13294		470				0	0	2369							7343	0	0				
44433																						0	2302	941	4937	461	558				0	0	1136							0	0	0				
44741																							1643	984	4588		360				0	0	1601							0	0	0				
44750																							987	759	7447		504				0	0	451							3168	0	1578				
44929																							1237	0	4807	408	528				0	0	408							909	0	1725				
45038																						0	103	607	3620	0	309	0	0	0	0	0	765	0	0	257	0	0	0	1836	0	0				
45047																							542	0	1656		203				0	0	911							0	0	0				
45056																							201	0	1018		179				0	0	638							0	0	0				
45430																							664	649	6367		239				0	0	408							2606	0	1801				
45458																							821	150	3324		642				0	0	796							915	0	0				
45551																						0	2380	0	23355	942	2881				0	0	6328			80	135			8911	0	2855				
45560																						0	11444	0	63249	10360	18582	6183	0	0	0	0	4752	0	0	0	0	0	0	24905	0	3566	Equity Securities			
45775																							599	746	5888		233				0	0	419							3891	0	0				
46053																							2455	0	9323		502				0	0	742							5336	0	288				
46941																							527	0	5294		121				0	0	500							1543	0	2603				
47247																						0	2970	0	15074	480	2034	790			0	0	1310	336		125				8760	0	0	Lender Reserve Acct Receivable			
47256																							40	0	207		73				0	0	94							0	0	0				
47452																							36	7	377		45				0	0	289							0	0	0				
47500																							2827	0	5065		996				0	0	1242							0	0	0				
48057																							178	265	3184		124				0	0	1006							1611	0	0				
48150																							248	0	463		27				0	0	188							0	0	0				
48374																						0	9792	0	36286	0	4656	0	0	0	0	0	7865	0	0	0	0	2116	0	3418	7333	3222				
48440																							157	432	3879		79				2	0	493							2716	0	0				
49054																							1733	0	4401		1496				0	0	1172							0	0	0				
49148																							205	16	3669		206				0	0	622							2620	0	0				
49241																							6199	2418	32998		1245				0	0	3805							12917	0	6414				
49652																							642	232	6885		48				0	0	1273							4690	0	0				
49858																							503	46	3336		189				0	0	343							2255	0	0				
49951																							298	0	4271		308				0	0	1562							2103	0	0				
50144																							346	404	4123		111				0	0	376							2886	0	0				
50461																							0	1281	2242	35	763				0	0	198							0	0	0				
50872																							2898	0	5375		127				0	0	417							0	0	1933				
51253																						0	1326	405	13470	564	2092	1353	0	0	0	0	4379	0	0	0	0	0	0	5268	0	0	Accrued Taxes	Accrued Real Estate Tax		
51356																						7	0	0	252	51	58				0	0	194							0	0	0				
51459																							1929	0	7809		118				0	0	1974							3788	0	0				
51842																						0	175	2515	8686	276	812	0	0	0	0	0	1784	0	0	233	0	0	0	3400	0	0				
52719																						0	6402	46746	91349	0	38201	36588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A/R Trade			
52951																							583	568	3469		418				0	0	1900							0	0	0				
53051																							5	0	458		85				0	0	368							0	0	0				
53752																							47	128	486		90				0	0	221							0	0	0				
54049																							239	230	4899		158				0	0	492							2885	895	0				
54058																							573	100	4905		365	206			0	0	3867							0	0	0	Accrued Income Tax Payable			
54441																							108	780	2354	142	148				0	0	620							698	0	0				
54656																						0	2658	0	26850	181	10265	10029	0	0	0	0	4891	0	0	0	0	0	0	5402	0	3634	FIT receivable			
54973																							67380	2211	262341		24633	15491			0	0	18461							149656	0	0	Prepaid Pension Benefit			
55336																							1906	0	7619		1838				0	0	995							2880	0	0				
55635																							222	382	1246		303				0	0	339							0	0	0				
55653																							1193	19	1576		37				0	0	327							0	0	0				
55970																							536	951	17000		1837				0	0	1313							8637	0	3726				
56258																							262	0	1377		240				0	0	875							0	0	0				
56351																							6651	2890	46416	3322	7446				0	0	5387			887				24042	0	0				
56548																							1282	1486	12664		375				0	0	1399							8122	0	0				
56557																							8779	4427	88553	3599	6733				0	0	13583							52754	0	2277				
56717																							2848	2720	28062		4465				0	0	1954							12183	0	3892				
57040																						0	227	612	2296	266	266	0	0	0	0	0	1191	0	0	0	0	0	0	0	0	0				
57451																							381	1764	9397		382				0	0	2209							4661	0	0				
58207																							297	1313	8520		191				0	0	571							6148	0	0				
58225																							625	519	9422		621				0	0	1015							4524	0	2118				
58243																						0	27528	39079	194668	7503	22677	0	0	0	0	0	12657	4512	0				0	54258	38469	0				
58355																							47	0	467		62				0	0	156							202	0	0				
58551																							0	0	5523		607				0	0	1543							2923	0	450	Warrants	Bankers Bancorp Stock	FHLB Stock	
58636																							1348	1389	13819		1058				0	0	1623							2059	0	6342				
58757																							1298	0	2335		183				0	0	854							0	0	0				
58971																						0	7541	29542	75995	5673	13322	0	0	0	0	0	17653	0	0	0	0	0	0	7937	0	0				
59316																							2545	5622	54449	3035	5323	2009			0	0	3687							25539	3800	7933	Investment Receivable			
59352																							118	0	9048	225	228				0	0	1388							7314	0	0				
59370																							789	501	12070		865				0	0	797							6375	0	2743				
59754																							271	0	963	64	64				0	0	76							552	0	0				
60143		674100	154122	3591926		1266924	698449			0	0	208827							1260322	27631	0		674099																				Pension plan assets			
60330																						0	1775	508	19584	1165	2128	0	0	0	0	0	2026	0	0	0	0	0	0	5645	0	7502				
60545																						0	1241	115	3198	0	120	0	0	0	0	0	1722	0	0	0	0	0	0	0	0	0				
60554																							179	0	1338		52				0	0	586							521	0	0				
60648																							764	939	8826		572				0	0	738							4743	0	1070				
61122																							5352	9956	73014	1589	11362				0	0	3891							42453	0	0				
61355																							1783	781	16106	0	2275				0	0	5034						0	6233	0	0				
61476																							2680	531	6879		645				0	0	665							2358	0	0				
61757																							873	644	6164	284	407			109	0	0	728							3512	0	0			Debit Card Settlement	
61832																							1234	1482	11727	240	508				0	0	1167							2704	0	4632				
61953																							244	0	734		95				0	0	395							0	0	0				
62044																							401	105	1198		55				0	7	72							558	0	0				
62110																							81	275	573		216				0	0	1							0	0	0				
62147																						0	102	0	2227	156	307				0	0	308							1510	0	0				
62772																							2988	2276	24921		2595				0	0	2911							723	0	13428				
63050																							25	879	5955		691				0	0	1230							3130	0	0				
63069	0	64702	280587	1365778	0	642315	393246	0	0	0	0	134477	0	0	0	0	0	0	94948	148749	0		64702																				Affordable Housing Investments			
63201																							123	695	4115		847				0	0	151							2299	0	0				
63573																							4221	1448	7714		967				0	0	1078							0	0	0				
63733																						0	3332	2433	32344	769	5351	654	3671	0	0	0	5164	0	0	239	0	0	0	10888	0	5176	Delayed Payments MBS & SBA	Insurance Annuity Contracts		
63742																							287	770	10574	557	933				0	0	859	350						7725	0	0				
63751																							27	8	82	15	18	1	2		0	0	29							0	0	0	ANTICIPATED TAXES	VISA/MC/DISCOVER C-I-P		
64150																							969	0	5202		130				0	0	979							3124	0	0				
64552																							538	0	7783		2600	1300			0	0	589							4056	0	0	Escrow/Foreclosure Advance Receivable			
64730																							176	2867	3945		314				0	0	588							0	0	0				
65205																							2631	0	45169		1035				0	0	1871							26752	0	12880				
65241																							130	516	4240		85				0	0	784							2083	642	0				
65513		375	271	4644	1547	2563	542	134		0	0	1435				339			0	0	0		375																				Fees earned not collected	Other financial assets		
65559																							1	2097	16605	805	1004				0	0	3830			199				9673	0	0	Net Book Value Software			
65746																						0	8354	6796	23767	1406	4329	2807	0	0	0	0	2389	0	0	0	0	0	0	1899	0	0	FHLB LRA Receivable			
65858																							7121	476	35196		7875	4696			0	0	5701							12608	0	1415	Artwork			
66154																							1085	311	4388		130				0	0	776							2086	0	0				
66275																							293	847	6342		597				0	0	722							3883	0	0				
66677																							1040	0	6591	241	1922	1592			0	0	356							3273	0	0	FHLB MPP - Lenders Risk account			
67142																							544	0	2032	191	545				0	0	943			354				0	0	0				
67151																							1793	0	5964		1742				0	0	2429							0	0	0				
67209																							8531	3456	22351		677				0	0	1908							7779	0	0				
67254																							0	0	81		55				0	0	26							0	0	0				
67656																							863	5941	16604		5056	4053			0	0	2288							2456	0	0	NEGATIVE CURRENT TAXES			
67870																							379	4463	6032		468				0	0	722							0	0	0				
68448																							804	0	1632		313				0	0	515							0	0	0				
68671																							267	0	1512		835				0	0	410							0	0	0				
68756																						0	1598	0	15052	824	1151	0	0	0	0	0	3134	0	0	0	0	0	0	9169	0	0				
68831																							356	14	2721	161	239				0	0	486							1626	0	0				
68840																							447	181	6826		315				0	0	935							4948	0	0				
68859																							762	0	6416		3224				0	0	2430							0	0	0				
69333																						0	4149	0	23937	1108	1260	0	0	0	0	0	4448	0	0	0	0	0	0	14080	0	0				
69678																							1322	579	10568		5682				0	0	2985							0	0	0				
70058																							916	176	3977		158				0	0	458							2269	0	0				
70218																						0	644	239	1534	147	235	0	0	0	0	0	416	0	0	0	0	0	0	0	0	0				
70414																							3519	1472	19243		1393				0	0	1550							9745	0	1564				
70638																							1275	0	8563		1102				0	0	2060							2885	242	999				
70955																							0	0	295		76				0	0	219							0	0	0				
71073																							1327	338	5919		398				0	0	433							1160	0	2263				
71318																							7363	2979	26885	2035	3195				0	0	3982							4694	0	4672				
71457																							1856	647	11707		682				0	0	3119							4938	465	0				
71859																							61	0	455		365				0	0	29							0	0	0				
72258																							0	0	4813		2279				0	0	2534							0	0	0				
72351																							38	0	468		83				0	0	347							0	0	0				
72454																							307	0	884		132				0	0	445							0	0	0				
72678																							5230	761	7977		729				0	0	1257							0	0	0				
73116																							924	7406	17281	960	1594				0	0	1217							6140	0	0				
73152																							249	0	3852		71				0	0	867							1995	0	670				
73554																							808	592	6847		836				0	0	1721							2890	0	0				
73956																							105	35	1398		35				0	0	329							894	0	0				
74056																						0	224	0	5063	226	1722	1329	147	0	0	3	1027	0	0	0	0	0	0	2087	0	0	NE MHEG FUND INVESTMENTS	Income Tax Receivable		
74140																							15909	1818	61910	2278	10033	3593			0	0	6954							23778	0	3418	Investment in Low Income Housing			
74403																						27	5004	109	26033	816	4696		550		0	0	1866	530		1753	13			14358	0	0		Rabbi Trust Asset		
74449																							25	0	108		29				0	0	54							0	0	0				
75053																							1261	3046	19850	399	456				0	0	2112							12975	0	0				
75259																							1225	149	14975		2775				0	0	1416							8672	0	738	Participation Receivable	Income Tax Receivable		
75446																							2636	132	6236		1059				0	0	2409							0	0	0				
75455																							0	0	149		51				0	0	98							0	0	0				
75558																							1032	1532	13913		449				0	0	2182							7060	0	1658	NSF Items			
75633	0	1036507	879686	6544749	0	1332285	621725	0	0	0	238	272421	0	0	0	0	0	0	1171842	1746484	105286		1036507																				Operating Leases to Others			
75651																							299	0	2401		235				0	0	282							1585	0	0				
76153																						78	359	0	1216	4	361	0	0	0	0	0	398	0	0	0	0	0	0	98	0	0				
76443																							1373	0	2020		130				0	0	517							0	0	0				
76854																							524	373	8737		292				0	0	1064							3795	0	2689				
77150																						0	294	0	801	0	69	0	0	0	0	0	438	0	0	0	0	0	0	0	0	0				
77253																							1241	0	8720		94				0	0	1301							6084	0	0				
77422																							816	703	9587		3566				0	0	349							2091	0	2062				
77851																						0	9404	3652	68229	0	5524	0	0	0	0	0	9768	0	0	0	0	0	0	39881	0	0				
78157																							100	0	302		77				0	0	125							0	0	0				
78241																							48	300	728		114				0	0	266							0	0	0				
78559																							253	0	1069		278				0	0	538							0	0	0				
79042																							183	749	6014		26				0	0	1164							3784	0	108				
79127																						0	270	0	3123	209	304	0	0	0	0	0	271	0	0	0	0	0	0	2278	0	0				
79145																							1067	354	2744		413				0	0	910							0	0	0				
79257																							51	0	176		0				0	0	125							0	0	0				
79855																							203	68	1166		369				0	0	526							0	0	0				
80150																							448	0	12309		390				0	0	4350							5357	0	1764				
80374																							1768	0	9226		372				0	0	356							6730	0	0				
80431																							519	88	1289		92				0	0	590							0	0	0				
80552																							6	0	636		549				0	0	81							0	0	0				
80936																						0	105	0	4257	411	462	0	0	0	0	0	539	0	0	0	0	0	0	749	1223	1179				
81175																							206	810	3791		1262				0	0	1513							0	0	0				
81429																							182	587	5039		347				0	0	476							3447	0	0				
82033																						26	391	1193	9019		2389				0	0	509							4537	0	0				
82257																							101	24	419		12				0	0	282							0	0	0				
82350																							195	82	1433		142				0	0	346							668	0	0				
82659																						2	318	0	2036	61	63	0	0	0	0	0	682	0	0	0	0	0	0	973	0	0				
83151																							635	2067	6580		1132				0	0	650							2096	0	0				
83236																							0	133	629		162				0	0	334							0	0	0				
83375																						0	3916	0	28806	0	3825	0	0	0	0	0	3935	0	0	0	0	0	0	17130	0	0				
83638		72486	23629	370415		49059				0	0	23480	12358		0	18690			201761	0	0		72486																							
83834																						0	1037	0	4453	131	309	177	0	0	0	0	702	0	0	0	0	0	0	2405	0	0	Bankcard Settlement			
83852																							0	0	634		188				0	0	446							0	0	0				
83955																							172	149	899		86				0	0	492							0	0	0				
84046																							297	190	1631		4				0	0	387							0	753	0				
84541																							940	0	19299		998				0	0	4267							2364	0	10730				
