"IDRSSD"	RCFD1578	RCFD1752	RCFD2148	RCFD2160	RCFD2166	RCFD2168	RCFD3549	RCFD3550	RCFD3551	RCFDB556	RCFDC010	RCFDFT33	RCFDFT34	RCFDFT35	RCFDHT80	RCFDJ448	RCFDK201	RCFDK202	RCFDK270	RCON1578	RCON1752	RCON2148	RCON2160	RCON2166	RCON2168	RCON3549	RCON3550	RCON3551	RCONB556	RCONC010	RCONFT33	RCONFT34	RCONFT35	RCONHT80	RCONJ448	RCONK201	RCONK202	RCONK270	TEXT3549	TEXT3550	TEXT3551	
10849																				0	548	1301	3282	265	361	0	0	0	1072	0	0	0	0	0	0	0	0	0				
11145																				10	1033	598	9218	876	1847		961		697					0		2471	0	2572	Brownfield	Great Lakes Capital Fund		
11640																				0	4715	1154	21465	320	1424	0	0	0	3677	0	0	0	0	0	0	10495	0	0				
11837																				0	90	913	1504	0	154	0	0	0	347	0	0	0	0	0	0	0	0	0				
12030																				0	6071	2406	12529	306	884	561	0	0	2641	0	0	0	0	0	0	527	0	0	nsf			
12142																				0	697	1289	9009	49	609	0	0	0	1178	0	41	0	0	0	0	5236	0	0				
12179																				0	729	0	2918	0	55	0	0	0	82	0	0	0	0	0	0	1373	0	679				
12311		543283	48719	4584578		1242114		421088		306081					0		566213	843385	1034783																					Income Tax Receivable		
12647																				0	142	0	1221	258	294	0	0	0	785	0	0	0	0	0	0	0	0	0				
12656																				0	29	0	135	33	33	0	0	0	73	0	0	0	0	0	0	0	0	0				
12937																				0	231	0	1043	269	276	0	0	0	536	0	0	0	0	0	0	0	0	0				
12946																					6898	5839	35278	1205	1746	397			6610					0		2797	11388	0	Prepaid taxes			
13103																					7958	2482	34322		7548				5053					0		11281	0	0				
13251																				7	466	0	1296	65	146	0	0	0	230	0	74	0	0	0	0	454	0	0				
13457																				0	0	27	1666	0	20	0	0	0	403	0	0	0	0	0	0	1216	0	0				
14155																				0	1042	0	8299	0	228	0	0	0	2417	0	0	0	0	0	0	4612	0	0				
14650																				0	46	210	2168	134	244	0	0	0	168	0	0	0	0	0	0	1500	0	0				
14753																				0	169	0	792	0	50	0	0	0	573	0	0	0	0	0	0	0	0	0				
14865																				0	688	798	13795	516	1154	0	0	0	3650	0	0	0	0	0	0	5778	0	1727				
14977																				0	207	137	2421	31	31	0	0	0	1020	0	0	0	0	0	0	1026	0	0				
16551																				24	1424	0	8091	158	552	0	0	0	1477	0	289	0	0	0	0	4638	0	0				
16748																				0	209	206	2879	0	75	0	0	0	535	0	0	0	0	0	0	1854	0	0				
17110																				0	219	0	3145	0	2725	1158	0	0	201	0	0	0	0	0	0	0	0	0	INVESTMENT ADVISORY/TRUSTEE FEES RECEIVABLE			
17147																				0	24592	23511	356842	13982	43748	0	0	0	40862	12027	0	0	0	0	0	107096	98064	18969				
17259																				0	374	0	2749	94	112	0	0	0	358	0	0	0	0	0	0	1905	0	0		0		
17950																				0	1281	1151	7406	195	206	0	0	0	3948	0	5	0	0	0	0	0	0	820				
17978																				0	3355	1308	6159	146	264	59	45	2	1232	0	0	12	0	0	0	0	0	0	Accrued Late Charges Receivable	Prepaid Federal Income Tax	Other Items Receivable	
18050																				0	1141	0	10853	1729	2394	0	0	0	2542	0	0	0	0	0	0	4776	0	0				
18135																				0	344	0	7260	228	440	0	0	0	1040	0	0	0	0	0	0	5436	0	0				
18827																				0	5201	1210	41164	4248	6148	0	0	0	4523	0	0	0	0	0	0	8780	0	15302				
18836																				0	411	537	6186	0	792	454	0	0	537	0	0	0	0	0	0	3909	0	0	DEFERRED DIRECTOR FEES			
18854																					1055	0	8175	715	2729	1069			4391					0		0	0	0	Deferred Tax Assets			
19356																				0	389	0	3605	203	203	0	0	0	361	0	0	0	0	0	0	2652	0	0				
19936																				4	611	424	9032	260	480	204	0	0	1529	0	0	0	0	0	0	5988	0	0	ATM Network Prefunded Deposit			
19972																				0	32	343	3753	0	114	0	0	0	196	0	0	0	0	0	0	3068	0	0				
20053																				0	125	484	2477	129	228	0	0	0	471	0	0	0	0	0	0	1169	0	0				
20633																				0	1005	1016	11429	600	706	0	0	0	714	0	0	0	0	0	0	7988	0	0				
20857																				0	921	0	2801	63	67	0	0	0	1813	0	0	0	0	0	0	0	0	0				
21256																				0	56	0	417	5	5	0	0	0	29	0	0	0	0	0	0	327	0	0				
21359																				0	320	0	1495	0	454	401	0	0	570	0	0	0	0	0	0	151	0	0	Cash Held in Escrow - Loan Settlement			
21658																					320	0	4700	199	272				703					0		2853	0	552				
22048																				0	1081	0	8366	255	1741	0	0	0	1057	0	0	0	0	0	0	4487	0	0	1176			
22543																					492	0	1882		804	339			586					0		0	0	0	PC Investor			
22552																				0	684	0	2105	111	114	0	0	0	1307	0	0	0	0	0	0	0	0	0				
22730																				0	370	565	5046	0	88	0	0	0	799	0	0	0	0	0	0	3224	0	0				
22936																				0	256	3712	5286	244	249	0	0	0	1047	0	0	0	0	0	0	0	22	0				
23456																				0	660	0	2088	92	131	5	0	0	1297	0	0	34	0	0	0	0	0	0	Stadium Builder			
23504																				0	24028	15665	173115	12932	32475	0	0	0	11235	0	0	0	0	0	0	45510	32132	12070				
23643																				0	1212	0	6945	0	292	0	0	0	997	0	0	0	0	0	0	1905	0	2539				
23755																				0	488	0	4018	247	254	0	0	0	679	0	0	0	0	0	0	2597	0	0				
24006																					2417	1819	37880	925	5162	3481			4458			678		0		20558	0	3466	DEFINED BENEFIT POST-RETIREMENT PLAN			
24378																				0	433	168	808	0	61	0	0	0	146	0	0	0	0	0	0	0	0	0				
24453																				0	1277	1038	3534	171	302	0	0	0	917	0	0	0	0	0	0	0	0	0				
24659																				0	5	0	451	0	0	0	0	0	446	0	0	0	0	0	0	0	0	0				
24668																					20563	4361	37187	841	1695	494			10568					0		0	0	0	Investments in SBIC's			
24949																				0	1282	4793	17459	393	640	0	0	0	1006	0	0	0	0	0	0	9738	0	0				
25357																				0	4043	0	9163	337	370	0	0	0	4750	0	0	0	0	0	0	0	0	0				
25647																					248	2479	3384		217				440					0		0	0	0				
26176																				0	2916	2858	10574	266	662	186	0	0	1091	0	0	0	0	0	0	0	0	3047	CDARS OUTGOING RATE BRIDGE PAYMENT			
26242																				0	2871	552	20148	515	738	0	0	0	2072	0	0	0	0	0	0	13915	0	0				
26457																				0	0	14	267	0	46	0	0	0	207	0	0	0	0	0	0	0	0	0	DDA nonpost	US T-Note redeemed but not paid		
26765																					9134	1781	85073	2136	5508				4888			1893		0		44707	0	19055				
27070																				0	1739	761	10524	718	1031	0	0	0	1544	0	0	0	0	0	0	5449	0	0				
27548																					1671	1238	26809	1818	9735	957	741	5000	3353			787		0		10812	0	0	Unposted	Low income tax community investment	SBA Fund	
27614																				0	1730	1682	13684	0	941	450	0	0	1410	0	0	0	0	0	0	7921	0	0	FiServ ATM Receivable			
27847																				0	2133	0	17371	1038	1223	0	0	0	3293	0	135	38	0	0	0	5382	1003	4337				
28013																					23596	24487	222152		6975	2318			12959					0		93479	0	60656	fedeal, state, and local taxes			
28152																					588	0	5312	283	692				807	408				0		3225	0	0				
28255																				0	1254	763	11754	220	508	0	0	0	1370	0	0	0	0	0	0	7859	0	0				
28406																					13594	6177	65818	1456	4681	1546			7187					0		34179	0	0	LOANS SOLD ESCROW			
28675																					659	0	1323	137	171				493					0		0	0	0				
28732																				0	227	512	2547	0	206	0	0	0	342	0	0	0	0	0	0	1260	0	0				
29476																				0	597	0	3722	109	110	0	0	0	1314	0	0	0	0	0	0	1701	0	0				
29636																					2753	6474	40717	1821	1940				4166					0		18635	866	5883				
29878																					3391	8059	20236	2466	3683	80	1137		5103					0		0	0	0	Seat License	Mtg Loan Suspense		
30052																				0	115	0	281	0	79	0	0	0	87	0	0	0	0	0	0	0	0	0				
30502																				0	1884	911	10333	0	4564	0	0	0	2974	0	0	0	0	0	0	0	0	0				
30650																				0	383	0	897	93	159	0	0	0	355	0	0	0	0	0	0	0	0	0				
30810		4250	547874	1616109	39610	112874				951111					0		0	0	0																							
31134																					140	167	2481	154	338				962					0		874	0	0				
31255																				0	2790	0	19252	1106	2250	0	0	0	3168	0	0	0	0	0	0	9144	0	1900				
31657																				0	305	0	4796	0	104	0	0	0	656	0	0	0	0	0	0	0	0	3731		Late Fees		
31826																					1155	772	9828	274	2305				1051					0		4545	0	0				
31835																				0	1868	1712	17219	235	510	0	0	0	1733	0	0	233	0	0	0	11396	0	0				
32234																				0	1648	1535	4808	126	430	0	0	0	1195	204	0	0	0	0	0	0	0	0				
32766																				0	24	19	314	29	81	0	0	0	190	0	0	0	0	0	0	0	0	0				
32971																				0	1362	671	12549	589	1222	0	0	0	1032	0	226	0	0	0	0	8262	0	0				
33147																					2737	0	8497		1342	353			2426					0		1127	0	865	Other Investments - Annuities			
33259																				0	2754	3104	10859	0	2733	0	0	0	2268	0	0	0	0	0	0	0	0	0				
33268																				52	0	0	3854	137	189				1073					0		2592	0	0				
33370																				0	463	96	740	0	69	0	0	0	112	0	0	0	0	0	0	0	0	0				
33839																				0	48	0	374	21	73	52	0	0	253	0	0	0	0	0	0	0	0	0	Negative Net Tax Accrual			
33857																					4752	0	13361	2575	2930				5679					0		0	0	0				
34425																				0	7851	1486	34550	697	2772	1329	0	0	3170	0	0	0	0	0	0	19271	0	0	VCDC FUNDS			
34434																				44	1007	0	4647	390	508	0	0	0	1095	0	13	0	0	0	0	2037	0	0				
34452																				0	242	0	5015	298	816	0	0	0	646	0	0	0	0	0	0	2205	0	1106				
34537																					44548	28186	256423		38842				21453			22695		0		116796	0	6598				
34555																				0	4144	0	14808	462	614	0	0	0	3042	0	147	0	0	0	0	7008	0	0				
34742																				0	2562	747	13974	510	2105	0	0	0	1201	0	0	0	0	0	0	7359	0	0				
35057																				0	1049	0	4914	202	771	315	0	0	1048	0	0	0	0	0	0	1355	0	691	ATM Daily Settlement			
35301	0	530259	77409	30051971	0	25663862	12375078	8500000	0	457535	0	0	0	0	0	0	573033	2749873	0		528010																		Collateral deposits, net	Non Cash Securities Lending		
35570																				0	260234	104222	721714	0	67907	38407	18351	0	77437	0	0	0	0	0	0	192042	0	19872	Income Tax Receivable	Collateral Posted for Derivative Contracts		
35646																				0	34	71	3018	0	42	0	0	0	249	0	0	0	0	0	0	1892	0	730				
35879																				0	2036	760	9380	0	210	0	0	0	670	0	0	0	0	0	0	5704	0	0				
36456																				0	416	520	5898	475	475	0	0	0	2395	0	0	0	0	0	0	2092	0	0				
36933																				0	131	369	2107	287	375	0	0	0	703	0	0	0	0	0	0	529	0	0				
37051																				0	63	22	1132	0	166	0	0	0	383	0	0	0	0	0	0	498	0	0				
37341																				0	141	0	1461	0	36	0	0	0	238	0	0	0	0	0	0	1046	0	0				
37435																				15	1197	0	7593	1454	2246				4150					0		0	0	0				
37640																				0	13048	2949	105236	4156	15081	6268	0	0	16634	0	0	0	0	0	0	38407	0	19117	Investments in Affordable Housing			
37659																				2	0	0	1359	16	118	0	0	0	412	0	0	0	0	0	0	829	0	0				
37949																				0	121	0	9643	0	101	0	0	0	2609	0	0	0	0	0	0	6812	0	0				
38740																				0	853	283	6932	317	451	0	0	0	631	0	0	0	0	0	0	4714	0	0				
39327																				0	0	0	14854	542	1007	275	0	0	1254	0	161	0	0	0	0	12384	209	0	Other Deposits			
39756																					714	0	13129	1189	1409				3722					0		3610	0	3674	0			
40033																				0	309	0	3789	113	636	523	0	0	291	0	0	0	0	0	0	843	0	1710	Deferred Comp			
40499																					26366	6063	127642		38616	14448			10008					0		39293	1954	5342	DEFERRED COMPENSATION PLAN			
40855																				0	725	0	1361	0	47	0	0	0	589	0	0	0	0	0	0	0	0	0				
41245																				0	46	225	1571	0	48	0	0	0	228	0	0	0	0	0	0	517	0	507				
41553																				0	342	0	2878	39	39	0	0	0	837	0	0	0	0	0	0	1660	0	0				
41629																				0	553	363	5547	0	3133	2304	0	0	1093	0	0	0	0	0	0	405	0	0	Low Income Housing Investment			
41825																					325	1246	8761	540	1314	360	168		1156		134			0		2918	0	1802	Other Assets	Health Insurance Reserve		
41937																				0	57	0	2207	0	154	0	0	0	607	0	0	0	0	0	0	1389	0	0				
41955																				0	197	0	812	0	208	0	0	0	407	0	0	0	0	0	0	0	0	0				
42037																				0	0	287	3024	0	146	0	0	0	494	0	0	0	0	0	0	1844	0	253				
42354																				7	98	0	5590	257	395	130	0	0	817	0	0	0	0	0	0	4280	0	0	ATM Settlement Reserve			
42372																				0	1308	1330	10253	111	346	195	0	0	1378	0	0	0	0	0	0	5891	0	0	SBA & FHLMC DUE			
42420																				266	32126	23031	310867	6696	18709				21235	1769				0		132821	75524	7421				
42448																				6	11353	3488	37733	1788	11342	0	0	0	11550	0	0	0	0	0	0	0	0	0				
42457																				0	881	0	1831	225	231	0	0	0	719	0	0	0	0	0	0	0	0	0				
43052																				0	278	102	4995	0	546	284	146	0	335	0	0	0	0	0	0	3734	0	0	Income Tax Receivable	Unrealized Tax Affect AFS		
43351																				0	0	0	7368	0	1579	451	0	0	3473	0	747	0	0	0	0	42	1185	1089	FHLB STOCK			
43856																				0	810	255	2736	0	62	0	0	0	268	0	0	0	0	0	0	1341	0	0				
43959																				0	153	749	2065	169	192	0	0	0	971	0	0	0	0	0	0	0	0	0				
44040																				0	1603	1779	14981	151	441	0	0	0	3677	0	0	0	0	0	0	7481	0	0				
44433																					3186	961	5788	344	474				1167					0		0	0	0				
44741																				0	1643	903	4615	261	447	0	0	0	1622	0	0	0	0	0	0	0	0	0				
44750																				0	1111	969	7570	92	156	0	0	0	497	0	0	0	0	0	0	3228	0	1609				
44929																					1237	0	4493	231	374				387					0		836	0	1659				
45038																				0	106	838	3891	0	302	0	0	0	773	0	230	0	0	0	0	1872	0	0				
45047																				0	546	0	1645	113	173	0	0	0	926	0	0	0	0	0	0	0	0	0				
45056																				28	204	0	1403	224	252	0	0	0	947	0	0	0	0	0	0	0	0	0				
45430																				0	664	689	4973	116	274	0	0	0	331	0	0	0	0	0	0	1178	0	1837				
45458																				0	853	132	3844	226	748	450	0	0	873	0	0	0	0	0	0	1238	0	0	Investment in Insurance Agency			
45551																					2683	0	25599	681	2639	1653			8664		55	120		0		8718	0	2895	EFA Vendor Commissions			
45560																					12176	0	63550	8475	17489				5923					0		24335	0	3627				
45775																				0	519	744	5975	305	313	0	0	0	442	0	0	0	0	0	0	3957	0	0				
46053																				0	2551	0	9502	342	494	151	0	0	720	0	0	0	0	0	0	5443	0	294	Passport Prefunded Transactions			
46941																				0	527	0	5500	0	81	0	0	0	673	0	0	0	0	0	0	1570	0	2649				
47247																					3195	0	15885	466	2505	1080			1230	249	137			0		8955	0	0	Lender Reserve Acct Receivable			
47256																				0	49	48	279	51	98	0	0	0	84	0	0	0	0	0	0	0	0	0				
47452																				0	36	27	362	0	10	0	0	0	289	0	0	0	0	0	0	0	0	0				
47500																				0	2672	35	4700	508	581	0	0	0	1412	0	0	0	0	0	0	0	0	0				
48057																				0	361	266	3246	0	27	0	0	0	941	0	0	0	0	0	0	1651	0	0				
48150																				0	247	0	561	25	25	0	0	0	289	0	0	0	0	0	0	0	0	0				
48374																				0	10102	0	38941	0	5616	0	0	0	9124	0	0	0	2920	0	0	3444	7390	3265				
48440																				0	159	408	3909	0	62	0	0	0	516	0	0	0	0	0	0	2764	0	0				
49054																				924	1341	0	4855	0	1454	0	0	0	2060	0	0	0	0	0	0	0	0	0				
49148																				0	207	16	3704	116	116	0	0	0	708	0	0	0	0	0	0	2657	0	0				
49241																				177	6820	2148	36914	564	1407	425	0	0	4877	0	0	0	0	0	0	15143	0	6519	Loan Fees Receivable			
49652																				0	669	248	6920	53	210	0	0	0	1018	0	0	0	0	0	0	4775	0	0				
49858																				0	995	50	4148	0	385	121	0	0	420	0	0	0	0	0	0	2298	0	0	prepaid service contracts			
49951																				0	302	0	4892	0	266	248	0	0	2177	0	0	0	0	0	0	2147	0	0	Unposted Debits-DDA			
50144																				0	346	411	4242	0	69	0	0	0	403	0	0	0	0	0	0	3013	0	0				
50461																					0	1371	1624	35	40				213					0		0	0	0				
50872																				0	2898	0	5447	0	113	0	0	0	463	0	0	0	0	0	0	0	0	1973				
51253																				0	1326	195	11903	827	1082	0	0	0	3995	0	0	0	0	0	0	5305	0	0				
51356																					0	0	260		40				220					0		0	0	0				
51459																				0	1958	0	8499	168	205	1	36	0	2477	0	0	0	0	0	0	3859	0	0	CDARS Outgoing RBP	Accrued Income Taxes		
51842																					283	2515	9618	624	1599				1752					0		3469	0	0				
52719																				0	6402	38602	110854	0	65850	21681	0	0	0	0	0	37277	0	0	0	0	0	0	Dividend Receivables			
52951																				73	593	639	3369	99	189	0	0	0	1948	0	0	0	0	0	0	0	0	0				
53051																				0	5	0	447	0	76	0	0	0	366	0	0	0	0	0	0	0	0	0				
53752																				124	47	161	723	0	223	0	0	0	292	0	0	0	0	0	0	0	0	0				
54049																				0	217	0	4548	0	18	0	0	0	461	0	0	0	0	0	0	2949	903	0				
54058																					468	97	5434		238				4631					0		0	0	0				
54441																				0	468	793	2869	145	150	0	0	0	749	0	0	0	0	0	0	709	0	0				
54656																				0	3090	0	30313	0	10163	9900	0	0	6987	0	0	0	0	0	0	6366	0	3707	FIT			
54973																					77584	903	273422		23624	15613			20140					0		151171	0	0	Prepaid Pension Benefit			
55336																				0	1998	0	7154	422	1280	846	0	0	964	0	0	0	0	0	0	2912	0	0	net prepaid pension obligation			
55635																				0	222	379	1361	270	329	0	0	0	431	0	0	0	0	0	0	0	0	0				
55653																				0	182	19	570	0	26	0	0	0	343	0	0	0	0	0	0	0	0	0				
55970																				0	536	1071	17079	1117	1560	0	0	0	1313	0	0	0	0	0	0	8803	0	3796				
56258																				0	262	0	1428	141	148	0	0	0	1018	0	0	0	0	0	0	0	0	0				
56351																					9118	3376	62798	3737	8053				9052		828			0		33199	0	0				
56548																				0	1377	1486	13056	188	435	211	0	0	1477	0	0	0	0	0	0	8281	0	0	Bank Card Reserve Accts			
56557																					5218	7430	85859	2910	5085				12040					0		53776	0	2310				
56717																				0	3288	2845	30337	1251	4418	1944	0	0	2218	189	0	0	0	0	0	13599	0	3969	FIXED ANNUITY INVESTMENTS			
57040																				0	222	476	2046	361	361	0	0	0	987	0	0	0	0	0	0	0	0	0				
57451																				0	367	1821	9529	223	396	0	0	0	2207	0	0	0	0	0	0	4738	0	0				
58225																				39	625	460	9045	153	356	0	0	0	1024	0	135	0	0	0	0	4514	0	2066				
58243																					24290	31207	187158	11622	24164				13157	5925				0		55407	38933	0				
58355																				0	65	0	395	31	33	2	0	0	94	0	0	0	0	0	0	203	0	0	Lease Deposit			
58551																				0	0	0	5273	17	468	126	228	78	1597	0	0	0	0	0	0	2748	0	460	WARRANTS	FHLB STOCK	BANKERS BANCORP STOCK	
58636																				0	1441	1550	14412	288	1082	727	0	0	1821	0	0	0	0	0	0	2095	0	6423	PROPERTY PURCHASED FOR CUSTOMER RELATIONS			
58757																				0	1795	556	4011	147	257	0	0	0	1403	0	0	0	0	0	0	0	0	0				
58971																					7541	27326	92105		28140	11839			20924					0		8174	0	0	Pension Asset			
59316																					3926	5594	54793	3253	3565				3776					0		26013	3833	8086				
59352																					118	0	9251		220				1869					0		7044	0	0				
59370																				0	618	530	11864	407	643	1	112	0	809	0	71	52	0	0	0	6486	0	2778	prepaid deposit insurance	income tax receivable	other assets	
59754																				0	270	0	880	0	35	0	0	0	71	0	0	0	0	0	0	504	0	0				
60143		675777	143469	3384731		1022583	554131			230585					0		1284467	27850	0		675777																		Pension plan asset			
60330																				0	1775	403	21063	2106	3067	0	0	0	2438	0	0	0	0	0	0	5761	0	7619				
60545																				120	1449	99	3535		161				1826					0		0	0	0				
60554																					217	0	1692	53	53				887					0		535	0	0				
60648																				0	764	1060	9087	217	617	0	0	0	715	0	0	0	0	0	0	4847	0	1084				
61122																					5394	7445	69170	1766	8858				4157					0		43316	0	0				
61355																				0	2196	363	19216	1134	4904	1470	0	0	5409	0	0	0	0	0	0	6344	0	0	ANNUITY			
61476																				0	2680	499	7371	0	1162	1005	0	0	649	0	0	0	0	0	0	2381	0	0	Intercompany Receivable			
61757																					1302	589	6501	109	226			109	783					0		3601	0	0			Debit Card Settlement	
61832																				0	1202	1433	14061	245	501	0	0	0	1457	0	0	0	0	0	0	4774	0	4694				
61953																				0	246	0	817	0	76	0	0	0	495	0	0	0	0	0	0	0	0	0				
62044																				0	401	154	1253	56	58	0	0	0	69	0	0	0	0	0	2	571	0	0				
62110																				0	126	256	437	0	54	0	0	0	1	0	0	0	0	0	0	0	0	0				
62147																				0	102	0	2303	227	366	0	0	0	289	0	0	0	0	0	0	1546	0	0				
62772																				0	2988	2360	26244	884	3415	1000	0	0	3089	0	0	0	0	0	0	964	0	13428	Pathway Lending Investment			
63050																				0	25	975	6065	0	566	0	0	0	1316	0	0	0	0	0	0	3183	0	0				
63069	0	134220	196197	1448113	0	713225	433227	0	0	152354	0	0	0	0	0	0	96249	155868	0		134220																		Affordable Housing Investments			
63201																				0	127	687	3927	558	898	260	0	0	159	0	0	0	0	0	0	2056	0	0	Securities interest receivable			
63573																				0	4875	2170	9168	283	874	0	0	0	1249	0	140	0	0	0	0	0	0	0				
63733																				0	3332	2481	33086	930	5844	609	3722	0	5427	0	315	0	0	0	0	10797	0	5205	Delayed Payments MBS & SBA	Insurance Annuity Asset		
63742																				0	283	570	10472	406	754	0	0	0	987	242	0	0	0	0	0	7878	0	0				
