"IDRSSD"	RIAD0497	RIAD4042	RIAD4136	RIAD4141	RIAD4146	RIAD4461	RIAD4462	RIAD4463	RIAD4464	RIAD4467	RIAD4468	RIAD4498	RIAD4499	RIAD4521	RIAD4522	RIAD4769	RIAD8403	RIADB526	RIADB527	RIADC013	RIADC014	RIADC015	RIADC016	RIADC017	RIADC018	RIADF555	RIADF556	RIADF557	RIADF558	RIADF559	RIADFT29	RIADFT30	RIADFT31	RIADFT32	RIADJJ26	RIADJJ27	RIADJJ28	RIADKW17	RIADT047	RIADY923	RIADY924	TEXT4461	TEXT4462	TEXT4463	TEXT4464	TEXT4467	TEXT4468	TEXT4498	TEXT4499	TEXT4521	TEXT4522	TEXT4769	TEXTB526	TEXTB527	TEXTFT29	TEXTFT31	
1669					CONF							0	0	0	0	false		0	0												0	0	0	0																							
1856					CONF							0	0	0	0	false		0	0												0	0	0	0														Return on Capital									
2040	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	169	0	0	108	0	0	0	0	0	0	0				0	0	0	0																
2161	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	149	0	110	0	0	0	0	0	0	0	0				0	0	0	0																
2376	143	0	107	18	CONF	144	0	0	485	0	0	0	0	0	0	false	61	0	0	0	594	12	36	404	85	72	317	31	106	43	0	0	0	0				0	0	20	96	MISCELLANEOUS FEES			MISCELLANEOUS FEES												
2554					CONF							0	0	0	0	false		0	0												0	0	0	0																							
2732					CONF							0	0	0	0	false		0	0												0	0	0	0				0																			
2750					CONF							0	0	0	0	false		0	0												0	0	0	0				0																			
3252	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0																
3458					CONF							0	0	0	0	false		0	0												0	0	0	0																							
3720					CONF	108						0	0	0	0	false		0	0					250							0	0	0	0								Check Card Income															
3971					CONF							0	0	0	0	false		0	0												0	0	0	0																							
4156					CONF							0	0	0	0	false		0	0												0	0	0	0																							
4231	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0																
5069					CONF							0	0	0	0	false		0	0												0	0	0	0																							
5135	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0																
5210	139	0	149	0	CONF	0	0	0	282	0	0	0	0	0	0	false	0	0	0	0	264	0	0	149	0	538	0	0	212	158	0	0	0	0				0	0	0	0				PA Shares Tax												
5461					CONF							0	0	0	0	false		0	0												0	0	0	0																							
5751					CONF							0	0	0	0	false		0	0												0	0	0	0																							
6039	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0				0	0	0	0																
6329	281	1	14	44	CONF				74	327	93	2300	0	0	0	false	93	0	0		32	9	81		240	713	67	130	81	179	0	0	0	0					13	58	34				Education & Training	Service Fee Analysis	Donations	Transfer from Holding Company									
7009					CONF	0	0	0	0	0	0	0	0	0	0	false		0	0												0	0	0	0				0																			
7045	24	0	22	0	CONF	0	0	0	0	0	0	0	0	0	0	false	16	0	0	2	0	4	17	0	18	113	16	0	57	6	0	0	0	0				0	0	0	0																
7072					CONF							0	0	0	0	false		0	0												0	0	0	0																							
7456					CONF							0	0	0	0	false		0	0												0	0	0	0				0																			
7634					CONF							0	0	0	0	false		0	0												0	0	0	0				0																			
8033					CONF							0	0	0	0	false		0	0												0	0	0	0																							
8462	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0																
8631					CONF							0	0	0	0	false		0	0												0	0	0	0																							
9357					CONF							0	0	0	0	true		0	0												0	0	0	0				0														The Bank aquired a factoring receivable company in fourth quarter 2018.					
9553	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0																
9807	263				CONF	615						0	0	0	0	false		0	0		4486			561			150	148			0	0	0	0				0		1793		LOAN EXIT FEES															
9955					CONF							0	0	0	0	false		0	0												0	0	0	0				0																			
10250					CONF							0	0	0	0	false		0	0												0	0	0	0														Downstream from Holding Company									
10849	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	30	127	12	0	32	0	0	43	0	0	0	0				0	0	0	0																
11145	19	13	17	1	CONF	7	31		34			0	0	0	0	false	25	0	0	15		6	158	133	33		46	16	70	24	0	0	0	0				0	2		13	Other Misc Income	Other Misc Asset Income		Credit & Collections												
11640	25	0	53	0	CONF	0	0	0	26	29	0	0	0	0	0	false	14	0	0	0	23	9	13	0	10	55	0	18	0	33	0	0	0	0				0	0	0	0				CONTRIBUTIONS	OCC SEMI ANNUAL ASSESSMENTS											
11837					CONF							0	0	0	0	false		0	0												0	0	0	0																							
12030	0	50	0	0	CONF	0	0	0	69	149	110	0	0	0	0	false	0	0	0	0	0	0	154	249	0	0	0	0	0	0	0	0	0	0				0	0	0	0				Bldg repairs and maint	Tax Credit expense	Contributions										
12142					CONF							0	0	0	0	false		0	0												0	0	0	0																							
12179					CONF							0	0	0	0	false		0	0												0	0	0	0																							
12311	12512				CONF		12335	24202				0	0	0	0	false		0	0		15116			71449		57199					0	0	0	0				548					Commitments / Letter of Credit Fees	Overhead Charges				Change in minority interest									
12647	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0				0	0	0	0																
12656	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0																
12937					CONF							0	0	0	0	false		0	0												0	0	0	0																							
12946					CONF		178			189		0	0	0	0	false		0	0				113			425			239	491	0	0	0	0								Income from subsidiary investments	Miscellaneous Income			Business dev $86, Travel $103											
13103	285		141		CONF				186	154	280	0	0	0	0	false	123	0	0					611	126	296		478			0	0	0	0								prepayment penalty fees			other professional services	misc expenses	other computer service expenses										
13251					CONF							0	0	0	0	false		0	0												0	0	0	0																							
13457					CONF							0	0	0	0	false		0	0												0	0	0	0																							
14155	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0																
14650					CONF							0	0	0	0	false		0	0												0	0	0	0																							
14753					CONF							0	0	0	0	false		0	0												0	0	0	0																							
14865					CONF							0	0	0	0	false		0	0												0	0	0	0				0										Retired Subordinated Debt									
14977	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0																
16551					CONF							0	0	0	0	false		0	0												0	0	0	0				0															Prior year adjustment for adding mortgage servicing asset		389		
16748	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0																
17110	0	0	0	0	CONF	0	0	0	697	240	215	0	0	0	0	false	0	0	0	0	0	0	0	680	0	0	0	0	0	0	0	0	0	0				0	0	0	0				REFERAL FEES	CUSTODIAN COSTS	TRAVEL & ENTERTAINMENT										
17147	880	0	0	0	CONF	0	0	781	0	0	0	0	0	0	0	false	0	0	0	0	952	0	0	2537	0	4046	0	0	1321	0	0	0	0	0				0	0	953	0			Other Income- Derivative Income													
17259					CONF							0	0	0	0	false		0	0												0	0	0	0																							
17950					CONF							0	0	0	0	false		0	0												0	0	0	0				0																			
17978					CONF							0	0	0	0	false		0	0												0	0	0	0																							
18050					CONF							0	0	0	0	false		0	0												0	0	0	0																							
18135	0	0	0	0	CONF	0	0	0	94	20	0	0	0	0	0	false	0	0	0	0	34	0	0	107	0	0	36	0	0	0	0	0	0	0				0	0	0	0				Conventional Credit Enhancement Insurance premiums	FHA Title 1 Insurance Premium											
18827	403	0	0	0	CONF	186	0	0	0	0	0	0	0	0	0	false	0	0	0	0	140	0	0	484	0	431	0	0	225	0	0	0	0	0				0	0	0	0	OTHER LOAN FEES															
18836					CONF							0	0	0	0	false		0	0												0	0	0	0				0																			
18854	161				CONF				330			0	0	0	0	false		0	0					274							0	0	0	0											Bonus Accrual												
19356	0	0	0	0	CONF	0	0	0	0	0	0	0	0	-10	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0									Impaired loan portfolio accounting							
19936					CONF							0	0	0	0	false		0	0												0	0	0	0																							
19972					CONF							0	0	0	0	false		0	0												0	0	0	0				0																			
20053					CONF							0	0	0	0	false		0	0												0	0	0	0																							
20633					CONF							0	0	0	0	false		0	0												0	0	0	0																							
20857					CONF							0	0	0	0	false		0	0												0	0	0	0																							
21256					CONF							0	0	0	0	false		0	0												0	0	0	0																							
21359	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0																
21658					CONF							0	0	0	0	false		0	0												0	0	0	0											Maintenance Agreements												
22048					CONF							0	0	0	0	false		0	0												0	0	0	0																							
22543					CONF							0	0	0	0	false		0	0												0	0	0	0				0												0							
22552	14	0	18	12	CONF	0	0	0	51	0	0	0	0	0	0	false	7	0	0	1	0	3	9	2	16	0	11	18	1	7	0	0	0	0				0	2	0	0				equipment and services												
22730	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0																
22936	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0				0	0	0	0																
23456					CONF							0	0	0	0	false		0	0												0	0	0	0																							
23504	1023	0	0	0	CONF	306	1115	0	600	0	0	0	0	0	0	false	0	0	0	0	553	0	0	766	0	407	0	386	0	0	0	0	0	0				0	0	0	0	Title Fee Income	Loan Swap Fee Income		System Services												
23643	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0																
23755					CONF							0	0	0	0	false		0	0												0	0	0	0																							
24006	131		164		CONF							231	0	0	0	false		0	0		132			289			184			144	0	0	0	0														Unearned ESOP Shares Expense									
24378					CONF							0	0	0	0	false		0	0												0	0	0	0				0																			
24453	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0																
24659					CONF							0	0	0	0	false		0	0												0	0	0	0																							
24668	161				CONF				197			0	0	0	0	false		0	0					180		255			137		0	0	0	0											Software Expense								0				
24949	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0																
25357	0	0	0	0	CONF	0	0	0	125	0	0	0	0	0	0	false	0	0	0	0	0	0	0	229	0	0	0	0	0	0	0	0	0	0				0	0	0	0				Maintenance/Service Agreements												
25647					CONF							0	0	0	0	false		0	0												0	0	0	0														Holding Company capital infusion									
26176					CONF							0	0	0	0	false		0	0												0	0	0	0																							
26242					CONF							0	0	-7	0	false		0	0												0	0	0	0																ALLL Off Balance Sheet Adjustment							
26457					CONF							0	0	0	0	false		0	0												0	0	0	0																							
26765	325				CONF	200	602			598		0	0	0	0	false		0	0		410			655		557					0	0	0	0					467			Fitech Agreement	Foreign Exchange Fees			Software Maintenance											
27070					CONF							0	0	0	0	false		0	0												0	0	0	0																							
27548	100		47	31	CONF		55		29			0	0	0	0	false	60	0	0	17	83	10	50	509	92	791	75	204	294	113	0	0	0	0				-3	14	13	251		Gain(Loss) Mortgage derivative mark to market		Debit card fraud												
27614					CONF							0	0	0	0	false		0	0												0	0	0	0														Dividend to Holding Co. for ESOP loan									
27847					CONF							0	0	0	0	false		0	0												0	0	0	0																							
28013	764		701		CONF							1517	249	0	0	false		0	0		899			1022		209	359	314			0	0	0	0				0										capital contributions	change in unallocated ESOP								
28152					CONF							0	0	0	0	false		0	0												0	0	0	0								Contract Services															
28255	37	0	23	2	CONF	0	0	0	0	0	0	0	0	0	0	false	16	0	0	0	44	9	11	125	23	0	86	6	72	56	0	0	0	0				0	79	-22	0																
28406			1555		CONF	77		254		437		-4004	10730	0	0	false		0	0					853		315					0	0	0	0				0		638		Net Lending Swap Fees		Other Investment Income - SBIC Investments		Technology Systems Maintenance		OTHER EQUITY COMPENSATION TRANSACTIONS, NET	STOCK COMP and ESOP EXPENSE								
28675					CONF							0	0	0	0	false		0	0					102							0	0	0	0											CONTRIBUTIONS												
28732					CONF							0	0	0	0	false		0	0												0	0	0	0																							
29476					CONF							0	0	0	0	false		0	0												0	0	0	0																							
29636	179				CONF				119			0	0	0	0	false	149	0	0		126				217	616			121	112	0	0	0	0											SERP Plan Expense												
29878	311		374	51	CONF	7			715	297		0	0	0	0	false	44	0	0	1		45	42	335	75		236	192		66	0	0	0	0					2	30		Misc Operating Income			Other Non Interest Expense	Mortgage Loan Expense											
30052	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0																
30502	0	0	0	0	CONF	0	0	0	287	140	0	0	0	0	0	false	0	0	0	0	0	0	0	204	0	429	0	0	215	0	0	0	0	0				0	0	0	0				Software maintenance, amortization and expense	Outsourced professional fees											
30650					CONF							0	0	0	0	false		0	0												0	0	0	0																							
30810	181560				CONF	60740			263111	45487		0	0	-441	0	false		0	0							120908					0	0	0	0				0				Net Credit Card Fee Income			Servicing Fees Paid To Affiliates	Collection Fees				PCI Student Loan Net Losses Recorded Against Revenue							
31134					CONF		11		24			0	0	0	0	false		0	0				19	167		81	30			25	0	0	0	0				0				Promotional Fee	Other Misc Income		Misc Servicing												
31255	0	0	92	56	CONF	59	75	0	276	0	0	0	0	0	0	false	0	0	0	0	72	0	0	205	50	49	80	121	0	60	0	0	0	0				0	0	0	0	Mortgage loan income	Advantage loan fees		Computer support contracts												
31657					CONF							0	0	0	0	false		0	0												0	0	0	0																							
31826	32		36	14	CONF				111			0	0	0	0	false	2	0	0						35	156	27		108	26	0	0	0	0				0							Other Taxes (Franchise & Excise, R/E. PP Taxes)												
31835	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0																
32234					CONF							0	0	0	0	false		0	0												0	0	0	0																							
32766	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0																
32971					CONF							0	0	0	0	false		0	0												0	0	0	0																							
33147					CONF							0	0	0	0	false		0	0												0	0	0	0				0																			
33259					CONF							0	0	0	0	false		0	0												0	0	0	0																							
33268					CONF							0	0	0	0	false		0	0		108					105					0	0	0	0								MORTGAGE LOAN FEE	MISCELLANEOUS INCOME														
33370					CONF							0	0	0	0	true		3	0												0	0	0	0																		The year end audit was finalized and we were give the $22000.00 entry for adjusting our tax provision.	defered tax adjustment				
33839	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0																
33857	70		3		CONF				57			0	0	0	0	false		0	0				94	245							0	0	0	0				0							OTHER PROFESSIONAL FEES												
34425	0	0	0	0	CONF	0	0	0	212	0	0	8000	0	0	0	false	0	0	0	0	120	0	0	507	0	138	0	0	0	0	0	0	0	0				46	0	0	0				Bank Franchise Tax			Capital Transfer from Parent Holding Company									
34434					CONF							0	0	0	0	false		0	0												0	0	0	0																							
34452					CONF							0	0	0	0	false		0	0												0	0	0	0																							
34537	986				CONF							-3340	0	0	0	false		0	0		915			3845		3401		1590			0	0	0	0														Dividend Paid to Parent Holding Company as Return-of-Capital									
34555	16	2	40	4	CONF	0	0	0	0	0	0	0	0	0	0	false	8	0	0	0	79	5	4	216	25	27	10	31	56	12	0	0	0	0				0	0	0	7																
34742	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0				0	0	0	0																
35057	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0				0	0	0	0																
35301	0	0	0	0	CONF	112000	109000	98000	225000	43000	38000	0	0	0	0	false	0	25000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	Fees for securities lending transactions	Accounting Outsourcing Fees Hedge Funds	Software Servicing Fees	Fees for transaction processing services	Fees for professional services	Fees paid related to transferring pricing			Provision for FX on Leveraged Loans			Adoption of ASU 2017-08 (Callable Bond Adoption), ASC 323 (LIHTC Change in Accounting Principle) and ASU 2018-02 (Tax Reform)				
35570	3612	0	0	0	CONF	209	253	0	0	0	0	2454	0	0	0	false	0	0	0	0	1577	0	226	6034	0	0	0	0	0	1956	0	0	0	0					212	0	0	Remittance Fees	Other non-operating income					Other Stock Award Activity				0.00000000			0.00000000	0.00000000	
35646					CONF							0	0	0	0	false		0	0												0	0	0	0				0																			
35879	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0				0	0	0	0																
36456					CONF							0	0	0	0	false		0	0												0	0	0	0																							
36933	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0																
37051					CONF							150	0	0	0	false		0	0												0	0	0	0														Capital Contribution from Holding Company									
37341					CONF							0	0	0	0	false		0	0												0	0	0	0																							
37435	133		42	5	CONF	38						0	0	0	0	false	126	0	0			160	110	249	50	1884	114	88	419	10	0	0	0	0					39		57	Underwriters Fee															
37640	870	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	884	0	0	1570	0	2095	0	517	643	0	0	0	0	0				0	0	0	0																
37659	1	0	4	1	CONF	0	0	0	0	0	0	0	0	0	0	false	3	0	0	1	0	0	6	39	4	0	12	23	0	3	0	0	0	0				0	0	0	0																
37949	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0																
38740					CONF							0	0	0	0	false		0	0												0	0	0	0				0																			
39327					CONF							0	0	0	0	false		0	0												0	0	0	0																							
39756	190				CONF	189						0	0	0	0	false		0	0					262		160					0	0	0	0							255	Other Operating Income -	Wire Fees		Other Insurance Expense	General Travel & Expense	Other Insurance Expense										
40033					CONF							0	0	0	0	false		0	0												0	0	0	0																							
40499	958				CONF		612	562				818	0	0	0	false		0	0		400			2074		2056					0	0	0	0									Interest rate swap income	Loan Derivative Valuation				Capital Contribution from parent holding company									
40855	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0																
41245					CONF							0	0	0	0	false		0	0												0	0	0	0																							
41553	2	0	0	1	CONF	0	0	0	0	0	0	0	0	0	0	false	2	0	0	2	9	2	4	19	10	30	6	0	0	12	0	0	0	0				0	0	0	0																
41629					CONF							0	0	0	0	false		0	0												0	0	0	0																							
41825	104				CONF							0	0	0	0	false		0	0					255		105					0	0	0	0																							
41937					CONF							0	0	0	0	false		0	0												0	0	0	0				0																			
41955					CONF							0	0	0	0	false		0	0												0	0	0	0																							
42037					CONF							0	0	0	0	false		0	0												0	0	0	0																							
42354					CONF							0	0	0	0	false		0	0												0	0	0	0																							
42372					CONF							0	0	0	0	false		0	0												0	0	0	0																							
42420	1212	6		51	CONF	216	525	245	435	434	916	0	0	0	0	false	580	0	0	375	1426	146	228	1161	373	4730	157		1455	821	0	0	0	0						112	261	LETTER OF CREDIT FEES	INTERCOMPANY PROFESSIONAL FEES	MERCHANT ALLIANCE REVENUE	COLLECTION AND REPOSSESSION EXPENSE	OTHER PROFESSIONAL FEES	PA SHARES TAX										
42448	289	0	90	31	CONF	1861	0	0	252	0	0	0	0	0	0	false	95	0	0	21	0	31	41	624	145	850	55	0	368	201	0	0	0	0				0	10	0	0	LOAN DISCOUNT			DATA PROCESSING - OUTSOURCING												
42457	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0																
43052					CONF							0	0	0	0	false		0	0												0	0	0	0																							
43351					CONF							0	0	0	0	true		0	0												0	0	0	0				0										CAPITAL INJECTION	FIN SHARES								
43856	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0																
43959					CONF							0	0	0	0	false		0	0												0	0	0	0																							
44040					CONF							0	0	0	0	false		0	0												0	0	0	0																							
44433					CONF							0	0	0	0	false		0	0					177				111			0	0	0	0																							
44741	96	0	33	18	CONF	85	0	0	0	0	0	0	0	0	0	false	61	0	0	14	0	36	66	329	40	338	45	50	19	59	0	0	0	0				0	2	-99	19	Miscellaneous Income															
44750					CONF							0	0	0	0	false		0	0												0	0	0	0																							
44929	11		23	1	CONF				31			0	0	0	0	false	3	0	0	3	14	2	19	13	6		36		56	30	0	0	0	0											(Franchise) FIT #4460001												
45038	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0																
45047					CONF							0	0	0	0	false		0	0												0	0	0	0																							
45056	21	0	11	3	CONF	0	0	0	0	0	0	0	0	0	0	false	1	0	0	0	0	7	0	53	8	15	7	0	1	7	0	0	0	0				0	0	0	0																
45430	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0																
45458					CONF							0	0	0	0	false		0	0												0	0	0	0																							
45551					CONF							0	0	0	0	false		0	0												0	0	0	0																							
45560	539				CONF	225			590			0	0	0	0	false		199	0		175			384				268			0	0	0	0								Debit Card Fee Income			Computer software								Adoption of ASU 2016-01 for CRA Qualified Equity Invesment				
45775					CONF							0	0	0	0	false		0	0												0	0	0	0																							
46053					CONF							0	0	0	0	false		0	0												0	0	0	0																							
46941					CONF							0	0	0	0	false		0	0												0	0	0	0																							
47247	85		45	33	CONF	-314						0	0	0	0	false	24	0	0	8	64	7	82	52	30	31	70	98	54	35	0	0	0	0					7	2	17	Gain (Loss) Hedging Activity															
47256					CONF							0	0	0	0	false		0	0												0	0	0	0																							
47452					CONF							0	0	0	0	false		0	0												0	0	0	0																							
47500					CONF							0	0	0	0	false		0	0												0	0	0	0																							
48057					CONF							0	0	0	0	false		0	0												0	0	0	0				0																			
48150	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0																
