"IDRSSD"	RCFD0211	RCFD0213	RCFD0416	RCFD1286	RCFD1287	RCFD1737	RCFD1738	RCFD1739	RCFD1741	RCFD1742	RCFD1743	RCFD1744	RCFD1746	RCFD1754	RCFD1771	RCFD1772	RCFD1773	RCFD1778	RCFD8496	RCFD8497	RCFD8498	RCFD8499	RCFD8782	RCFD8783	RCFDA248	RCFDA510	RCFDA511	RCFDA549	RCFDA550	RCFDA551	RCFDA552	RCFDA553	RCFDA554	RCFDA555	RCFDA556	RCFDA557	RCFDA558	RCFDA559	RCFDA560	RCFDA561	RCFDA562	RCFDB838	RCFDB839	RCFDB840	RCFDB841	RCFDB842	RCFDB843	RCFDB844	RCFDB845	RCFDB846	RCFDB847	RCFDB848	RCFDB849	RCFDB850	RCFDB851	RCFDB852	RCFDB853	RCFDB854	RCFDB855	RCFDB856	RCFDB857	RCFDB858	RCFDB859	RCFDB860	RCFDB861	RCFDC026	RCFDC027	RCFDC988	RCFDC989	RCFDG300	RCFDG301	RCFDG302	RCFDG303	RCFDG304	RCFDG305	RCFDG306	RCFDG307	RCFDG308	RCFDG309	RCFDG310	RCFDG311	RCFDG312	RCFDG313	RCFDG314	RCFDG315	RCFDG316	RCFDG317	RCFDG318	RCFDG319	RCFDG320	RCFDG321	RCFDG322	RCFDG323	RCFDG348	RCFDG349	RCFDG350	RCFDG351	RCFDG352	RCFDG353	RCFDG354	RCFDG355	RCFDG356	RCFDG357	RCFDG358	RCFDG359	RCFDG360	RCFDG361	RCFDG362	RCFDG363	RCFDG364	RCFDG365	RCFDG366	RCFDG367	RCFDG368	RCFDG369	RCFDG370	RCFDG371	RCFDG372	RCFDG373	RCFDG374	RCFDG375	RCFDHT50	RCFDHT51	RCFDHT52	RCFDHT53	RCFDHT58	RCFDHT59	RCFDHT60	RCFDHT61	RCFDK142	RCFDK143	RCFDK144	RCFDK145	RCFDK146	RCFDK147	RCFDK148	RCFDK149	RCFDK150	RCFDK151	RCFDK152	RCFDK153	RCFDK154	RCFDK155	RCFDK156	RCFDK157	RCON0211	RCON0213	RCON0416	RCON1286	RCON1287	RCON1737	RCON1738	RCON1739	RCON1741	RCON1742	RCON1743	RCON1744	RCON1746	RCON1754	RCON1771	RCON1772	RCON1773	RCON1778	RCON8496	RCON8497	RCON8498	RCON8499	RCON8782	RCON8783	RCONA248	RCONA510	RCONA511	RCONA549	RCONA550	RCONA551	RCONA552	RCONA553	RCONA554	RCONA555	RCONA556	RCONA557	RCONA558	RCONA559	RCONA560	RCONA561	RCONA562	RCONB838	RCONB839	RCONB840	RCONB841	RCONB842	RCONB843	RCONB844	RCONB845	RCONB846	RCONB847	RCONB848	RCONB849	RCONB850	RCONB851	RCONB852	RCONB853	RCONB854	RCONB855	RCONB856	RCONB857	RCONB858	RCONB859	RCONB860	RCONB861	RCONC026	RCONC027	RCONC988	RCONC989	RCONG300	RCONG301	RCONG302	RCONG303	RCONG304	RCONG305	RCONG306	RCONG307	RCONG308	RCONG309	RCONG310	RCONG311	RCONG312	RCONG313	RCONG314	RCONG315	RCONG316	RCONG317	RCONG318	RCONG319	RCONG320	RCONG321	RCONG322	RCONG323	RCONG348	RCONG349	
1669																																																																																																																																																		0	0	32454	11968	11703	0	0	0	0	0	0	0	0	39310	38856	74515	73047	0	31303	30968	0	0	0	0	14847	0	0	6458	8389	47294	31292	18923	0	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
1856																																																																																																																																																		0	0	23147	0	0	0	0	5007	5028	0	0	0	0	0	0	33197	31848	0	0	0	0	0	2861	2687	0	0	0	1003	3019	0	0	4163	0	0	0	0	0	0	0	852	22811																									0	0	0	0									0	0	0	0	0	0	18860	18044	0	0	0	0	0	0	0	0			
2040																																																																																																																																																		0	0	14983	0	0	0	0	1500	1506	0	0	0	0	0	0	43840	43523	0	0	0	27532	27532	0	0	2089	16	16	2319	1830	8346	4497	13762	4935	210	820	54	43	2160	0	786	3745																									0	0	0	0									0	0	0	0	0	0	4581	4531	0	0	0	0	0	0	0	0			
2161																																																																																																																																																		0	0	2892	0	0	0	0	0	0	0	0	0	0	0	0	16508	16506	0	0	0	12746	12746	0	0	1806	0	0	994	812	2895	1225	6820	0	0	0	0	314	3446	0	0	0																									0	0	0	0	0	0	650	651	0	0	3112	3109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
2376																																																																																																																																																		0	0	24891	0	0	10044	10024	0	0	0	0	0	0	335374	326511	44249	43126	0	0	0	0	0	0	0	1754	0	0	0	1750	9138	19065	4014	0	0	4	66	4274	202350	13433	78128	46278																									0	0	0	0	597	610	0	0	219460	213504	69	70	0	0	0	0	85488	83125	40106	38918	0	0	0	0	0	0	0	0			
2554																																																																																																																																																		0	0	0	0	0	0	0	914	903	0	0	0	0	250	250	1757	1736	0	250	250	843	833	375	366	293	0	0	537	293	253	425	479	0	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
2732																																																																																																																																																		0	0	33200	0	0	0	0	0	0	0	0	300	300	0	0	75189	74729	0	0	0	31204	31030	0	0	34178	0	0	7820	26358	33473	7078	0	0	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
2750																																																																																																																																																		0	0	3578	0	0	0	0	0	0	0	0	0	0	0	0	8423	8146	0	0	0	2703	2700	500	457	105	4000	3788	299	105	279	59	2715	0	0	435	466	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
3252																																																																																																																																																		0	0	72057	0	0	0	0	0	0	0	0	0	0	0	0	82317	81249	0	0	0	12032	11994	138	138	3107	0	0	19369	1629	9044	10097	4309	335	436	538	3604	2999	11050	500	10948	6391																									0	0	0	0									0	0	0	0	0	0	16868	16723	0	0	0	0	0	0	85	86			
3458																																																																																																																																																		0	0	8227	0	0	0	0	0	0	0	0	0	0	4674	4609	4547	4487	0	4674	4609	0	0	0	0	547	0	0	0	547	2436	475	3918	0	0	0	0	0	978	639	168	0																									0	0	0	0									0	0	0	0	0	0	168	168	0	0	0	0	0	0	0	0			
3720																																																																																																																																																		0	0	28808	1502	1462	0	0	0	0	0	0	0	0	72	72	76875	74865	0	72	72	2290	2300	0	0	8418			2247	6120	17059	19430	2959	0	0	51	0	175	24906	1990	0	0																									0	0	0	0	0	0	253	251	0	0	27713	26871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
3971																																																																																																																																																		0	0	12110	0	0	0	0	12320	12304	0	0	0	0	0	0	63986	62688	0	0	0	0	0	13998	13614	0	1000	970	4068	0	4184	4538	25050	0	0	0	217	574	11663	941	2565	7918																									0	0	0	0									0	0	0	0	0	0	10626	10412	0	0	0	0	0	0	71	71			
4156																																																																																																																																																		0	0	29993	250	249	0	0	0	0	0	0	0	0	0	0	43352	42389	0	0	0	21236	20804	0	0	6897	0	0	1592	5305	10689	11110	8598	0	0	0	447	0	2773	523	0	1352																									0	0	0	0									0	0	0	0	0	0	1364	1352	0	0	0	0	0	0	0	0			
4231																																																																																																																																																		0	0	23959	0	0	0	0	0	0	0	0	0	0	0	0	44780	43256	0	0	0	15689	15203	1998	1944	0	0	0	0	0	0	0	9415	7732	0	0	0	223	19247	6597	42	0																									0	0	0	0									0	0	0	0	0	0	42	42	0	0	0	0	0	0	0	0			
5069																																																																																																																																																		0	0	0	0	0	0	0	13212	15002	0	0	0	0	0	0	25575	28150	0	0	0	11363	12178	0	0	0	1000	970	9827	0	0	0	6140	11213	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
5135																																																																																																																																																		0	0	54681	31840	31823	0	0	0	0	0	0	0	0	0	0	57665	56293	0	0	0	4222	4279	17150	15879	34414	0	0	33917	498	528	845	20506	0	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
5210																																																																																																																																																		0	0	160460	0	0	0	0	0	0	0	0	0	0	39894	39145	155972	152424	0	0	0	11282	11297	0	0	19321			7249	12072	59788	54889	6721	0	0	85	862	5203	38792	4828	0	1829																									0	0	0	0	0	0	1173	1182	22894	22273	26041	25694	0	0	0	0	0	0	909	877	0	0	0	0	0	0	0	0			
5461																																																																																																																																																		0	0	33269	1001	997	0	0	1000	1008	0	0	0	0	0	0	153739	150786	0	0	0	62666	61871	1000	981	8728	0	0	20518	5732	8495	17219	49237	21038	0	0	0	0	13415	15130	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
5751																																																																																																																																																		0	0	27251	0	0	0	0	0	0	0	0	0	0	0	0	37826	37624	0	0	0	27331	27177	0	0	844	0	0	4114	0	987	2152	17140	6057	1530	4	5	86	118	2643	1792	996																									0	2425	0	2433									0	0	154	158	0	0	769	766	0	0	0	0	0	0	0	0			
6039																																																																																																																																																		0	0	12646	0	0	0	0	0	0	0	0	0	0	0	0	22374	22044	0	0	0	582	583	3000	2968	7265	0	0	3995	2535	9068	5375	1071	0	0	0	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
