"IDRSSD"	RCFD3353	RCFD3355	RCFD3365	RCFD3368	RCFD3381	RCFD3401	RCFD3484	RCFDB558	RCFDB559	RCFDB560	RCFN3360	RCFN3404	RCON3353	RCON3355	RCON3360	RCON3365	RCON3368	RCON3381	RCON3386	RCON3387	RCON3401	RCON3465	RCON3466	RCON3484	RCON3485	RCONA514	RCONA529	RCONB558	RCONB559	RCONB560	RCONB561	RCONB562	RCONB563	
1557													0		32286	5209	58395	1810	15098	2926		2510	10426	0	7328	8198	12128	4088	0	12488	0	1326	8326	
1669													0	165	81597	39	244373	19941		8764	0	45055	11635	0	51486	26312	48249	99439	2815	19725	0	12441	32543	
1829													2436	23859	236861	0	410469	58736	0	21256	0	125005	88588	22412	18686	43035	73339	10085	41935	20667	785	1192	130882	
1856													0	54000	42104	1641	152773	26699		32804	0	2046	6949	0	1918	200	68109	21479	32399	1365	0	626	3143	
2040													3286	20000	136388	3253	197010	1912		12483	0	27927	93346	0	22479	15344	45461	2192	20150	20833	5	2791	53165	
2161													0	0	58879	7136	129202	8294	3809	14289	0	29100	2543	0	26032	26328	15120	6760	22155	8519	336	8873	21126	
2376													109285	561511	1678933	0	2518336	40987	0	28690	0	235740	1413899	0	20146	251729	416606	105410	556635	0	0	604	687951	
2554													0		5350	670	11758	3647	1390	746		450	2196	0	1759	1790	2742	223	0	964	0	443	1163	
2732													0	190	363860	0	518718	40355	0	34134	0	40138	287199	4860	40561	157120	73078	10579	0	70635	0	2389	86432	
2750													499		37011	451	58655	971	20949	2646		2400	9194	0	8759	11913	13128	5387	5225	6573	0	1739	9396	
3252													61	3500	80882	3211	153060	1084	36362	9960	0	619	25846	101	40208	29611	16715	1572	42064	14748	0	5351	26816	
3458													3855		15505	171	32343	2670	1080	3630		2457	7059	30	6255	5323	7472	7692	0	3051	0	904	2927	
3720													3365	5250	113880	0	191784	15519	7188	10811	0	30203	57158	0	46623	26377	34168	15509	18182	12946	0	6625	26397	
3953													0	266	48384	0	66856	3095	4027	18305	0	5089	18978	0	3518	10998	8944	0	0	0	0	2050	22465	
4156													648	15000	120417	19318	194606	595	8227	13781	0	29715	65454	956	35391	32485	36750	18473	654	15347	0	2283	30101	
4231													0	0	76858	0	118331	0		4806	0	13372	49199	0	8242	33499	31719	8059	17510	7715	0	6592	18398	
4437													2254	3671	149520	0	263866	15302		10840	0	65060	62876	0	37997	45310	39152	45477	10762	23938	0	7811	82899	
4839													4902	19000	246798	4768	321760	1154	0	12566	0	35461	196507	0	13135	64473	80832	7228	17229	21904	0	1533	67974	
5005													0	54912	219163	2866	341352	32439	0	2712	0	115119	101125	0	10526	56760	86487	9234	27540	16654	0	179	76238	
5069													0	0	348856	0	469898	81125	0	2570	0	34383	304097	0	1562	188568	55412	1124	0	33263	0	0	76509	
5135													0	21538	263767	0	342436	31897	54339	20049	0	59877	109416	0	31549	102854	55939	21304	0	3072	507	9564	39176	
5210													44751	72550	670525	0	989789	36137	2652	33738	0	344698	252769	0	25788	77317	218515	51319	109540	47034	0	15247	345228	
5331													79000	50188	144822	0	400994	7745	0	5096	0	19043	119379	0	12769	35713	36560	94988	50327	64576	0	353	99720	
5461													0	15569	345980	0	469760	395	2540	46402	0	46515	231466	0	7037	41145	14069	33180	1001	32484	0	7818	317289	
5751													0	0	51686	2958	113048	0	22471	5276	0	9983	9146	776	12446	6941	10671	10750	23556	19666	0	3751	49258	
6039													0		55145	600	85650	17240	5228	5853		6692	31854	0	7340	14242	24103	3473	199	282	477	3460	12168	
6141													0		24716	8391	56890	0	3041	1670		6076	9447	0	13241	8968	7692	8747	1745	6965	0	4472	2535	
6329													38	0	340778	4835	449619	36	7341	30650	0	83157	117037	0	30089	153436	107339	20174	9551	7921	1214	97843	47109	
6972													0	1217	474563	0	801448	42769	1889	74860	0	62247	318968	1602	35355	46099	65335	91911	278	141066	0	3240	379226	
7009													0	0	291640	0	726946	5750	0	69391	0	0	0	0	0	0	0	111430	0	305174	0	212162	613081	
7045													0	0	69553	0	142747	19938	3875	3788	0	26840	21679	0	37388	18275	21679	13728	9933	24923	487	10619	25154	
7157													0		25015	1622	47906	0	2271	6097		8251	4533	85	3968	10397	13803	7653	165	12037	0	3917	9976	
7456													47		31724	0	57875	2434	8680	8249		2539	10299	0	8604	6248	16046	3381	13393	3928	0	1750	10532	
7634													0		45889	0	63958	7547		4605		13404	23196	0	4448	20587	20367	2264	809	2894	0	3616	4290	
8033													0	13374	136509	3613	162423	11722		15792	0	41204	69678	0	15210	40743	41712	5478	795	2397	0	5976	7950	
8462													0	0	36216	5550	137523	5738	7913	11231	0	1618	7384	0	25882	32817	12521	41311	21734	11736	0	8073	12204	
8631													0		33999	4133	57846	531		6445		13878	5780	0	5442	9321	11279	12459	0	0	0	7896	14757	
9357													5874	3202	218724	622	332262	18428	0	101988	0	62201	49701	0	4776	1377	1618	66353	2	1038	0	4042	223852	
9553													7691		79104	0	116019	5078	37866	5152		7859	25356	0	9846	12558	18279	3082	13390	7875	0	1753	21641	
9807													50454	287847	1509961	543	2321525	135848	0	85956	0	497864	924988	0	11210	158529	365769	130931	66921	275993	0	756	1215928	
9955													0	2208	56583	0	107200	19314	7930	8029	0	9693	27196	1238	17448	9097	12476	10343	0	17177	0	2497	34418	
10250													0	0	284686	0	386978	2802	0	48845	0	62806	159944	0	14168	86187	98028	301	20602	19675	289	12397	145352	
10849													0	10021	194425	11187	258506	592	9860	12781	0	32360	131933	0	6909	8414	113705	1000	4764	16568	0	2090	87954	
10858													42652	5222	269902	0	395475	12248	32765	48264	0	41500	94251	0	524	55014	52634	26737	51845	1704	0	14411	194344	
11145													0	7843	124001	1518	168639	3872		2751	0	74173	43010	0	38839	6215	42872	3675	5128	10413	0	4444	34190	
11640													3173	30978	201039	1495	322184	1007	44761	43291	0	26481	73903	0	9643	59642	48603	14970	26439	49421	0	12435	125679	
11837													16	7000	31427	0	101368	6449		1280	0	5759	23206	0	29285	16891	21803	31995	13721	10343	107	416	8475	
12030													0	0	272088	5003	313453	19564	0	34736	0	51659	155226	0	20535	74794	96106	3847	386	210	0	17550	32831	
12142													0	0	108337	5021	175567	186		16055	0	27787	47489	60	28951	30444	25095	4373	20759	19845	395	11445	24591	
12245													846	6417	79048	2124	117930	53		4101	0	34581	35498	0	9522	20160	24403	3563	15372	12163	63	2357	27084	
12311	2200432	1868180	0	53969394	1186181	297546	860664	1171107	4222034	2598949	0	905142			38519894				56631	9165055		13391315	8831505		493088	1831375	8944084				0	6610916	28284116	
12647													0		76032	0	99286	484	9189	15895		21583	28845	0	4756	33840	14712	155	1801	3907	0	518	22443	
12656													0		12850	2095	16605	0	629	989		7136	2457	4	2164	3569	4350	356	0	644	0	1545	1520	
12937													0	3801	164172	2000	218057	34768		13471	0	54836	94796	0	16340	51725	12826	0	0	330	0	621	61765	
12946													211	12251	516821	7082	698023	2059	3848	38987	0	146184	298819	0	27171	214050	133842	22760	16605	83115	0	25723	218945	
12955													0	6761	99594	0	116504	2707		14951	0	20997	60285	0	8838	8614	21195	2	4	2672	0	697	38159	
13103													0	108801	926877	383	1279346	24791	0	92802	0	330222	325268	0	46045	144044	167917	44897	110739	117379	0	178582	543482	
13251													0		19454	3088	41612	12357	1683	3872		3760	6245	0	3407	2372	11633	251	5	4254	0	2013	15060	
13457													53		12359	703	20497	650	5659	1048		226	4814	0	2904	2330	3305	730	0	3983	0	426	3475	
14052													0		36398	109	62112	4785		2610		10922	19009	0	6563	9014	10442	1676	6186	2487	0	693	16784	
14155													260	5345	98118	457	117306	0	15629	14173	0	32143	30617	342	17959	20398	22452	0	2329	4217	0	5206	23762	
14650													0		15659	1915	26366	1988		3165		4002	2988	0	5189	1738	4513	3074	23	830	0	4817	5320	
14753													91		14724	234	40344	740	7548	1639		1538	3117	0	0	5212	10229	2252	4835	13283	0	880	11703	
14865													119	0	202791	2086	252187	5566	46885	18405	0	14233	61349	0	11920	26388	34128	14761	1503	3752	553	2636	100080	
14977													0		23286	0	44582	11003	6444	709		7608	5030	0	4045	12723	11136	0	7731	0	0	2633	4723	
16458													0	121	135188	186	285371	14765		19159	0	21693	91049	180	8866	38602	31471	35372	28367	56977	0	2319	155994	
16551													0	7130	159922	5283	215166	9504		12963	0	52027	75314	0	26933	21611	71172	7723	1881	13464	250	8211	42629	
16748													84		28370	1725	58088	47	4233	2596		8753	7511	0	4024	5121	11899	963	9438	7669	0	1423	13647	
16944													0		14086	0	39370	2090		1208		7975	3691	0	0	4195	6609	3802	192	11774	0	626	6266	
16953													0		14225	189	33537	4290	4037	3083		1460	3155	0	4709	1930	8720	9272	0	2365	0	2490	6484	
17110													0	0	70107	0	106742	11665		8145	0	1710	0	0	0	75073	15710	100	0	16263	0	56194	0	
17147													135541	212515	2725449	2902	4092083	12384	109934	614905	0	649268	1264344	4268	766247	265867	746829	99	666048	248886	0	100801	745024	
17259													75		33011	871	64902	1274		3199		9029	14751	41	0	8013	15500	5113	7152	11909	0	5308	5660	
17464													0	163696	1071949	2651	1557416	236556	4024	150696	0	100812	321514	0	9976	130506	96345	0	113164	13229	3572	36787	819654	
17950													146	70	148374	9	291292	9	17470	18162	0	29161	64509	4483	45164	46257	27662	36470	43113	34299	0	11104	97826	
18050													693	544	193758	4128	341917	5295	3192	12667	0	64386	100364	0	44556	51249	54225	16163	74610	22616	0	11690	65302	
18135													18052	26095	133788	17067	236371	159		41069	0	74915	8855	0	17742	39847	28173	32840	0	26604	0	8949	32499	
18377													0		19525	0	45261	15862		0		18945	506	0	0	6393	18299	0	8260	1	0	72	16920	
18827													0	0	294998	0	392981	22861	4	29041	0	143829	97041	0	51880	25913	52955	25882	1791	31869	0	11288	165547	
18836													0	3137	119784	5511	157374	5066		2130	0	60530	39714	0	8183	35834	54636	8153	4428	376	0	14153	19965	
18854													0	0	152629	0	191901	17700	11561	85820	0	12370	45965	0	11692	70238	33846	3164	1973	984	0	6105	18779	
18957													0		18723	28	26009	1780	421	3457		6139	7439	0	4249	4509	8063	1118	2676	511	0	1006	4254	
19356													1355	2063	38713	396	75957	31		10840	0	9293	14890	0	12042	10824	19677	1983	20374	10000	0	3114	9829	
19730													0	35659	1614215	3049	2206031	220248	3757	149432	0	269010	1161863	172	12908	273807	465862	122150	28822	6148	0	9979	741874	
19936													5076	0	140593	0	236117	49602		13025	0	37530	75537	0	35278	46242	46117	2623	19900	2380	0	6045	47881	
19972													0		35510	0	81879	11288		139		34516	1354	0	0	0	0	1956	109	16612	0	134	69512	
20053													0		48872	50	66803	3366	4203	3560		16158	21419	0	3971	4994	26280	9193	330	1379	78	1223	11264	
20512													0	22	49893	1719	99348	1103		990	0	32102	10227	0	9741	18748	18308	1664	19794	16534	0	2085	22658	
20633													0	6000	204671	8570	329906	2998	0	10255	0	48343	134844	0	36941	54904	63195	34241	29416	17814	0	7528	111996	
20857													0	6426	50923	0	219858	56921	19792	6618	0	2302	19847	0	22017	12638	8399	13650	16767	71567	0	2364	23560	
21256													0		5297	488	9605	1791		320		2106	2498	0	1755	401	2573	1054	113	87	0	247	1443	
21359													0		15157	0	24213	2690	2872	2682		4048	3927	0	1143	4638	3404	835	1068	2861	0	1385	9938	
21630													2859		33974	1366	84935	333		5448		11404	12469	0	7276	20034	13801	5461	33654	5441	0	3407	11815	
21658													0	123	97230	229	145241	9330	11500	6732	0	28997	41186	0	18362	15660	44217	25119	44	6232	122	7303	42830	
22048													128	14175	121234	175	187498	4682	8970	15412	0	26973	62532	1678	26502	42563	36802	9388	32709	6123	0	5699	19120	
22356													14361	18858	136747	9982	370593	1906	17481	24581	0	26409	56675	179	10725	53596	59342	3318	129208	63641	0	9626	160578	
22543													0		52489	9690	82961	10101		1222		25439	24239	0	18650	8431	11730	5519	0	955	0	1589	11567	
22552													589		67270	593	80191	0	15446	10694		7521	30954	0	11147	13843	28504	6816	1134	1388	0	3347	9257	
22730													4159	0	72564	3077	112543	4905		10241	0	27961	21557	0	12233	8998	21228	11443	2497	10575	0	11386	29279	
22936													0	3635	180956	500	237382	30530	9042	24869	0	43577	97674	0	16116	66930	63343	13915	70	0	0	6922	44610	
22954													220		56427	580	84316	3289	11694	6923		13299	19454	0	15467	12602	14769	3086	8100	7544	0	4070	15111	
23045													0		6944	429	40484	5349		582		2969	2875	0	8118	4811	2417	25787	0	495	0	121	15117	
23456													0		62235	1524	93115	20	7062	10376		17473	22619	0	23411	10070	25557	0	11152	11652	0	3839	13516	
23504													17391	0	592360	0	1233793	52104	0	82526	0	150056	349484	0	6535	130566	45171	109222	278915	144394	0	9927	828697	
23540													0	0	76885	0	195560	54627		6849	0	37429	28930	332	18970	36748	29215	21300	5676	17901	0	2366	80207	
23643													815	0	106639	0	155236	93		16768	0	22381	40729	0	24562	39008	29980	26777	3282	12873	0	22744	11126	
23755													0	3000	105387	248	158785	8407		7423	0	39277	52024	0	29260	16636	19940	1767	12883	13294	0	4505	51999	
24006													0	0	497566	5638	963377	98188	0	62897	0	169769	256343	0	30598	74817	189016	280017	51729	14545	0	1345	464862	
24453													0	34230	163710	0	248324	45018	0	13671	0	35315	111070	0	8200	67362	56848	16152	278	0	0	3949	35572	
24659													0		24014	0	38138	2723	4078	6801		4937	6592	0	6461	2887	7690	798	0	305	37	1569	12048	
24668													5854	2000	110853	5440	199443	4011		12687	0	45755	42869	0	10914	19810	29233	2902	0	56148	0	5626	99969	
24855													0		4894	244	15636	9516	1516	1686		443	227	0	1325	1014	2089	0	0	0	0	1015	3484	
24949													2742	883	549564	6114	772144	118814	3441	89553	0	127211	303925	117	47541	150353	253212	19916	0	17414	346	19861	139773	
25357													0	7000	48425	0	124999	0		2127	0	7990	36102	0	23767	8118	6687	0	58178	1918	0	1578	51722	
25647													0		53857	0	66843	25		892		19084	33570	0	2505	21237	16704	8993	0	1892	0	311	10109	
26242													8184	0	241757	7861	385755	5411	6449	15894	0	104898	103262	0	60291	26689	63170	33548	0	54828	881	8738	135729	
26457													13		17788	104	24965	376	1117	867		6054	9328	0	3192	1931	5544	5242	0	469	0	623	8666	
26765													0	0	161220	0	221556	14254		25648	0	22092	109421	0	26900	48812	13549	0	32983	2296	0	3756	80796	
26859													0	1139	247412	0	328701	49878	179	41625	0	27389	136780	0	11896	42478	41175	1003	0	0	0	2020	115819	
27548													1272	11768	333978	25163	546303	2107	1385	122185	2798	101145	101322	0	40090	41827	85000	14638	100751	26456	0	7229	221421	
27614													0	14903	156350	0	321990	6482		8360	0	101838	23014	0	44398	28742	57412	5000	71875	60930	294	4317	86725	
27847													0	25357	276160	1517	446672	9049	7608	13660	0	105232	123981	0	44496	108311	103282	19	75577	53773	0	24400	67265	
28152													93		49516	30	73554	6193		5294		14960	24968	0	7476	5349	9780	4602	2731	5708	0	2097	24892	
28255													0	0	128968	0	254187	99480	6136	31580	0	8418	78629	0	91868	29943	17885	10741	1682	590	0	4080	49806	
28349													1	10489	154712	2352	180465	989		38915	0	41954	60578	0	15699	61811	42630	0	0	7153	0	12960	11587	
28406													0	35435	266674	32177	905691	82431	0	1000	0	257147	7289	0	59838	179191	239587	99345	144806	198844	0	507	231801	
28572													0		41258	0	51435	921		0		30389	10869	0	4146	9139	11928	3151	59	52	0	55	9540	
28732													0		45523	1080	80084	1445		5690		10668	22877	0	5702	10855	13441	4838	13837	1784	0	5151	19501	
29104													74592	120000	707935	0	1341156	11854	0	116532	0	161818	425714	3727	198274	168795	72328	9942	182563	236145	0	144	399695	
29636													103295	87394	409453	0	832759	18000	1917	41453	0	140229	185555	0	29423	114039	119931	198514	35749	99623	973	37232	252804	
29953													0		60956	2313	80682	3733	2476	6510		15028	34555	0	6559	9410	13272	6805	0	4028	0	3147	14987	
30052													0		13950	0	21302	3557		1396		2500	9527	0	1048	2216	2151	0	0	0	0	528	6149	
30258													478	28271	327000	0	419034	38377	0	37271	0	78674	194499	0	6795	120288	84637	3297	22916	916	173	9276	155747	
30418													122377	0	212625	718	510720	58	0	0	0	0	0	0	0	50499	266999	0	254980	21511	0	212625	21751	
30502													25780	85611	490014	0	790780	49973	0	61623	0	156175	205115	0	31311	46681	108584	42492	110764	53503	0	6152	394172	
30650													0	19000	86004	5801	140133	1676		15472	0	20077	51040	0	13278	21896	25498	5928	23361	90	0	1986	27087	
30810	176239	16826162	0	64622466	4299474	0	0	4974203	7327	1485973	0	0			53447354				0	228319		11930	0		36816	6068480	19357006				45382105	7822075	11517157	
31134													0	10000	53019	0	109457	21071	2728	6226	0	21890	11601	0	19253	18654	20769	7524	7139	13411	227	9889	10559	
31255													7601	10504	214020	2641	433314	29181	6	49186	0	14816	138844	0	14875	88507	56194	5610	129957	27420	0	2833	152896	
31657													1276	0	41392	19	111849	0	3364	5123	0	14381	12252	0	18133	36497	20923	0	63391	0	0	6233	7438	
31826													0	0	150039	0	242656	23432		13759	0	73272	43878	0	12700	55070	45145	20592	11674	21056	0	13413	30669	
31835													959	14500	74918	3187	124809	777	32886	11438	0	7291	13734	0	10932	30602	23538	10142	1962	15618	0	7813	8227	
32234													15875		43531	0	101551	14062	4749	5949		17446	11376	0	27045	8199	11441	33485	0	411	0	1580	14013	
32766													0		16783	0	52047	13323		1950		2951	7856	0	4495	5438	5600	0	34	13357	0	4026	12829	
33147													3850	14076	333897	0	396604	17901	35366	61557	0	73191	152335	1680	7655	115280	59690	10617	0	9660	0	11011	145689	
33259													3282	0	421106	3424	573538	53323	0	34028	0	44259	291414	1805	34625	75429	193184	34170	6131	3728	0	1246	158474	
33268													3124	0	34320	0	127595	2730	5929	5079	0	4891	8787	0	7953	22088	23443	4802	43157	36392	0	3414	32698	
33754													0		8261	0	36205	297		1047		2404	1647	0	3860	5641	6993	8475	1197	10043	0	3163	7028	
33839													0		14194	509	32486	7605	1895	1431		5642	2641	0	8060	2266	8835	3416	0	4065	0	2585	6033	
33857													64	6843	100780	0	121062	2469	15828	33059	0	21825	33943	860	24791	14386	37524	0	7274	0	0	3522	14679	
34153													0	8991	264695	0	442045	51591	12155	41805	0	32810	136120	2	5744	73085	107014	38948	45366	0	0	1107	194565	
34359													81		15405	659	30165	0	3241	1780		3334	5438	0	2268	5114	7173	4999	1749	4736	0	1612	5457	
34425													5719	21522	237420	5234	327570	26978	85	11665	0	134938	71679	0	6466	50861	65206	8198	416	25404	1399	6770	136105	
34434													0	0	184943	3210	258758	0		14031	0	55854	91237	0	32364	20812	38921	4003	29778	11984	1195	17287	105267	
34452													103		57632	1165	106122	1830		16695		24051	14567	0	27716	15221	25126	0	18237	18989	0	1868	13778	
34537													102707	50000	1197686	0	2054396	114893	263	36120	0	535970	559583	0	394399	238656	272100	4206	611342	12656	0	50029	447483	
34555													1027	3134	95843	415	200032	7485	10453	5995	0	22967	48738	1778	37741	32685	59246	10753	32458	38696	0	5424	25348	
34742													0	0	196860	3776	273904	321	2019	14942	0	106010	65644	0	9146	70955	78456	7474	22556	2880	0	8163	67063	
34836													0		16782	0	28456	0		717		6078	5909	0	2697	11583	5263	7876	0	90	0	1762	1834	
35057													77	2634	71139	627	108558	478	4717	6914	0	22140	34087	0	15412	14830	24121	6163	7220	8967	0	3070	27512	
35301	9894864	4118938	5727395	176417086	24113971	7938283	1319553	4913248	32450811	66370752	1448070	90269479			9670764				0	24618		0	645958		122129	2789808	0				0	133486	856121	
35570													250000	2078946	8672513	0	10308000	70746	0	91250	0	5306636	3269972	0	169018	1288507	2113804	184	1039061	35819	0	4655	3367590	
35646													0		15810	1250	48244	2961		7264		3370	2519	0	2321	4246	8919	1909	500	19616	64	1107	12490	
35842													136	9000	148123	120	194564	4394	2067	13965	0	27125	52477	0	19271	52899	47960	16730	12945	3186	0	51136	35817	
36054													0	19090	916574	3478	1247995	246688	33	182094	0	89470	623089	0	26718	150143	125334	2	686	800	10771	5515	764082	
36344													20443	15000	254546	6284	407514	11365	11223	42503	0	50274	141009	0	8124	55529	78125	457	69689	25435	0	4874	76873	
36456													254		63365	0	95753	5432	30824	5209		5069	20306	0	16683	13925	18827	10416	0	10080	0	1949	24800	
36858													5151	3997	57111	0	168408	3041		9073	0	7355	40269	0	3064	8281	11188	57261	39607	2013	0	394	104827	
36933													4	69	56589	1196	78418	4190	3961	3848	0	24333	17543	0	6200	14705	19496	1326	5707	1933	0	6179	9847	
37051													0		47349	5475	66024	135	6582	3526		7572	22729	0	3474	15101	20605	501	944	7851	24	1014	17652	
37341													0		26113	3578	33460	1093		2566		14496	6178	0	1943	6487	10034	0	0	405	0	1458	4250	
37378													0	0	123408	0	165075	23001	20895	22058	0	5889	74404	0	31738	23770	27647	2344	3973	3086	326	796	33479	
37435													13423	0	556367	0	1052760	95460	29	29896	0	211827	286099	0	31264	202754	243747	71255	178461	30211	0	21287	410909	
37640													37571	52372	1089222	0	1814554	81498	43150	253251	0	205094	547309	21415	484170	111717	282020	14683	431759	49582	4919	24859	411488	
37659													0		26888	4117	40295	159	5197	3672		3387	6446	0	5685	7974	10074	2564	0	3172	0	6724	4512	
37743													0		56837	0	87271	312		11606		8960	27582	0	11925	15111	12926	792	8246	13703	134	1062	27082	
37949													9597	3255	106085	0	208392	1136	25017	33410	0	8849	30468	2553	42805	22991	22302	33896	24207	31608	320	1473	63553	
38535													4205	3674	219989	0	382255	52	0	26173	0	54015	120362	419	27831	36076	103921	2237	75638	23016	0	5273	146504	
38740													0	15220	113062	0	186831	23047		5913	0	54857	40000	0	29265	31061	42443	4613	25571	5403	0	11270	36486	
39327													5370	0	235708	51713	426871	8888	343	10521	0	77310	143080	0	11016	38795	52717	91336	0	5913	0	1676	149625	
39420													732	42949	838315	4487	1160529	24341	12	61962	0	198873	384937	0	33553	234076	283516	60235	134607	24487	0	182803	313897	
39475													0	1671	1040256	0	1817823	326522	54577	103506	0	132408	737531	0	158530	146054	355558	2477	208440	38755	0	7296	443624	
39756													8044	1409	343295	0	449034	4654	29115	92703	0	73506	140192	0	43193	30976	72110	1853	27556	23743	0	8120	146527	
40033													0		30311	12459	79456	3265	2680	2603		14204	9027	0	24571	8196	20199	11979	4188	7096	0	4256	6660	
40350													273		31441	73	45629	4412	8668	4929		9610	6221	0	2676	5854	12012	4418	0	2212	0	1974	7265	
40707													0	3354	174904	0	263083	38435		42127	0	61764	65821	0	17378	19152	54838	16603	9911	1420	0	3193	75378	
40855													0		46226	6869	77871	3560	11623	5180		4386	23025	0	5662	10663	18153	1297	5599	10021	11	1581	25485	
41245													830		26079	127	41138	1806	2962	1326		10003	8925	0	2463	4708	15436	3770	0	7356	27	2787	8638	
41553													0		25243	4456	85453	3480	10052	2989		4303	3640	61	28322	8614	15097	42090	9	4436	0	3902	10086	
41629													0	11764	134236	2000	168217	12907		6299	0	47760	60845	0	19125	24727	44791	3147	794	3508	656	18365	18824	
41759													0		19476	3984	47235	1802	6970	2399		1888	6581	0	3489	7124	11074	7052	846	9186	0	1643	12378	
41825													0	0	70200	6122	139981	0		1087	0	58679	10044	0	9484	2105	10700	39504	9700	0	0	260	61960	
41937													0		25524	1932	60950	36	11571	3319		4189	4567	0	8295	5452	10328	8142	8820	12166	75	782	23702	
41955													0		17789	280	36018	1975	11728	397		130	3671	0	7915	4717	8197	9388	4314	558	0	1855	6027	
42037													0		39628	0	65248	0		9253		9108	16469	0	12027	9072	13105	922	6780	3605	0	3291	9680	
42055													0		33849	5678	61045	809	7524	3874		8549	9241	3643	8792	7375	19337	4386	7127	3596	0	1018	6970	
42354													0	0	56813	0	119385	4426	3564	7984	0	22909	17463	0	28963	22626	12974	12789	27969	9599	0	5756	15427	
42420													163777	74881	3993189	0	5591784	41903	10	822718	0	1108201	1396003	0	85002	344512	952319	221196	678708	68367	0	536528	3134886	
42448													0	83756	534498	0	675211	9172	94831	39654	0	180718	182396	0	95701	108384	154057	23192	0	83681	2925	26707	120419	
42457													1		13962	911	28459	608	7522	2042		188	3494	0	8559	2442	4216	4457	452	2209	0	571	3327	
43052													0	7735	61519	7690	91723	1283		15412	0	11752	30647	5	6102	11125	25361	7531	1423	5522	111	1642	16600	
43351													484		7782	0	12172	400	488	1249		443	5204	0	1834	730	1233	433	1196	906	0	200	5284	
43454													0		11306	2891	23654	1952		1958		2831	4955	0	4570	1080	4283	3400	333	1479	0	633	5110	
43744													0	9500	52908	208	79809	12060		4296	0	17454	28208	0	10148	8370	21038	5441	5306	672	380	1049	13464	
43856													0		18339	26	48372	8776		1694		9720	3461	0	9307	8622	4653	5675	4041	4954	0	1567	10231	
43959													0	0	56720	0	122018	6835		6394	0	20685	25772	0	20001	9797	9275	13094	18860	19288	0	3224	43534	
44040													0	360	148183	861	293925	16760	30117	9996	0	33940	61011	5871	61327	19372	30086	17445	74323	20971	0	5102	131992	
