"IDRSSD"	RCFD0010	RCFD1395	RCFD1651	RCFD1754	RCFD1773	RCFD2170	RCFD2221	RCFD3123	RCFD3128	RCFD3210	RCFD3411	RCFD3429	RCFD3433	RCFD3545	RCFD3792	RCFD3809	RCFD3812	RCFD3821	RCFD3833	RCFD4336	RCFD5306	RCFD5310	RCFD5311	RCFD5320	RCFD5327	RCFD5334	RCFD5339	RCFD5340	RCFD5369	RCFD5610	RCFD7204	RCFD7205	RCFD7206	RCFD7273	RCFD7274	RCFD7275	RCFD8274	RCFD8275	RCFD8434	RCFD8764	RCFD8766	RCFD8767	RCFD8769	RCFD8770	RCFD8771	RCFD8772	RCFD8773	RCFD8774	RCFD8775	RCFD8776	RCFD8777	RCFD8778	RCFD8779	RCFDA000	RCFDA001	RCFDA002	RCFDA167	RCFDA221	RCFDA222	RCFDA223	RCFDA250	RCFDB503	RCFDB504	RCFDB505	RCFDB520	RCFDB528	RCFDB541	RCFDB542	RCFDB543	RCFDB546	RCFDB547	RCFDB548	RCFDB581	RCFDB582	RCFDB583	RCFDB588	RCFDB589	RCFDB590	RCFDB591	RCFDB592	RCFDB593	RCFDB594	RCFDB595	RCFDB600	RCFDB601	RCFDB602	RCFDB603	RCFDB604	RCFDB605	RCFDB606	RCFDB607	RCFDB608	RCFDB609	RCFDB610	RCFDB611	RCFDB612	RCFDB617	RCFDB618	RCFDB619	RCFDB620	RCFDB621	RCFDB622	RCFDB623	RCFDB624	RCFDB625	RCFDB626	RCFDB627	RCFDB628	RCFDB629	RCFDB630	RCFDB631	RCFDB639	RCFDB640	RCFDB641	RCFDB642	RCFDB643	RCFDB644	RCFDB650	RCFDB651	RCFDB652	RCFDB653	RCFDB654	RCFDB655	RCFDB656	RCFDB657	RCFDB658	RCFDB659	RCFDB660	RCFDB661	RCFDB662	RCFDB663	RCFDB664	RCFDB665	RCFDB666	RCFDB667	RCFDB668	RCFDB669	RCFDB670	RCFDB671	RCFDB672	RCFDB673	RCFDB675	RCFDB676	RCFDB677	RCFDB678	RCFDB679	RCFDB680	RCFDB681	RCFDB682	RCFDB683	RCFDB684	RCFDB685	RCFDB686	RCFDB687	RCFDB688	RCFDB689	RCFDB690	RCFDB691	RCFDB693	RCFDB694	RCFDB695	RCFDB696	RCFDB697	RCFDB698	RCFDB699	RCFDB700	RCFDB701	RCFDB702	RCFDB703	RCFDB704	RCFDC063	RCFDC064	RCFDC225	RCFDC227	RCFDC228	RCFDC869	RCFDF264	RCFDG591	RCFDG592	RCFDG593	RCFDG594	RCFDG595	RCFDG596	RCFDG597	RCFDG598	RCFDG599	RCFDG600	RCFDG601	RCFDG602	RCFDL136	RCFDL137	RCFDL138	RCON0010	RCON1395	RCON1651	RCON1754	RCON1773	RCON2170	RCON2221	RCON3123	RCON3128	RCON3210	RCON3411	RCON3429	RCON3433	RCON3545	RCON3792	RCON3809	RCON3812	RCON3821	RCON3833	RCON4336	RCON5306	RCON5310	RCON5311	RCON5320	RCON5327	RCON5334	RCON5339	RCON5340	RCON5369	RCON5610	RCON7204	RCON7205	RCON7206	RCON7273	RCON7274	RCON7275	RCON8274	RCON8275	RCON8434	RCON8764	RCON8766	RCON8767	RCON8769	RCON8770	RCON8771	RCON8772	RCON8773	RCON8774	
237954																																																																																																																																																																																																	5260	0	0	0	51349	118183	3	663	0	12799	595	0	0	0	10879	0	0	0	0	0	0	663	666	6045	41296	24155	1675	44768	0	0	0.0885	0.1668	0.1566	0.0000	0.0000	0.0000	10213	666	2586	0	0	0	0	0	0	0	0	0	
238045																																																																																																																																																																																																	13180	0	0	0	9453	30913	0	159	0	2440	0	0	0	0	2566	0	0	0	174	0	0	140	140	9546	12954	0	440	8540	0	0	0.077518	0.229148	0.216646	0	0	0	2426	140	14	0	0	0	0	0	0	0	0	0	
238139																																																																																																																																																																																																	32449	0	0	1484	31087	136050	0	2158	0	14497	0	0	0	0	14634	0	0	335	3584	0	0	825	825	31331	35041	25727	6456	45423	87	0	0.102237	0.226410	0.213646	0.000000	0.000000	0.000000	13809	825	688	0	0	0	0	0	0	0	0	0	
238241																																																																																																																																																																																																	17378	0	0	0	46321	211712	0	3231	0	35389	0	0	0	0	20354	283	0	0	2099	0	0	1484	1484	21468	45917	44574	15233	86195	0	0	0.098662	0.174012	0.161325	0.000000	0.000000	0.000000	18870	1484	522	1	0	0	0	0	0	0	0	0	
238250																																																																																																																																																																																																	7020	0	0	0	40112	74936	0	810	0	7236	0	0	0	0	6922	0	0	0	0	0	0	425	425	11373	35777	2075	2086	25731	0	0	0.082805	0.206110	0.193455	0.000000	0.000000	0.000000	6497	425	739	0	0	0	0	0	0	0	0	0	
238737																																																																																																																																																																																																	16552	0	0	0	80729	270065	0	2527	0	25951	0	0	0	0	27592	0	0	201	1316	0	0	2204	2204	12694	84782	32169	2804	142432	0	0	0.093686	0.156886	0.144354	0.000000	0.000000	0.000000	25388	2204	-92	0	0	0	0	0	0	0	0	0	
238755																																																																																																																																																																																																	31668	0	0	0	11923	118223	0	697	0	12430	0	0	0	0	12033	0	0	81	3120	0	0	697	697	29265	20252	18422	9518	50719	0	0	0.100975	0.183483	0.172855	0	0	0	11336	697	262	0	0	0	0	0	0	0	0	0	
239015																																																																																																																																																																																																	34558	0	0	0	224417	449860	0	2401	0	31878	67	0	0	0	34588	0	0	0	2860	0	0	2434	2434	233341	27844	15086	2371	176518	0	0	0.0743	0.1776	0.1651	0.0000	0.0000	0.0000	32154	2434	-276	0	0	0	0	0	0	0	0	0	
239042																																																																																																																																																																																																	12358	0	0	0	323	27326	0	177	0	2340	104	0	0	0	2055	0	0	0	0	0	0	162	162	4465	8644	6507	780	7440	0	0	0.0682	0.1653	0.1523	0.0000	0.0000	0.0000	1893	162	18	0	0	0	0	0	0	0	0	0	
239275																																																																																																																																																																																																	33461	0	0	0	158930	846788	0	16396	0	56528	0	0	0	0	62534	0	0	0	59830	0	0	7507	7507	14985	192601	229918	51962	423168	324	0	0.0646	0.1056	0.0929	0.0000	0.0000	0.0000	55027	7507	1293	0	0	0	0	0	0	0	0	0	
239556																																																																																																																																																																																																	6656	0	0	0	34122	171490	0	4197	0	29956	0	0	0	0	29809	0	0	0	2345	0	0	1534	1534	1356	35869	45894	5061	91043	1030	0	0.165264	0.248369	0.235588	0.000000	0.000000	0.000000	28275	1534	1526	0	0	0	0	0	0	0	0	0	
239613																																																																																																																																																																																																	75724	0	0	2119	195878	1028452	0	20664	0	79718	0	0	0	0	90364	0	0	20038	38086	0	0	9873	9873	169671	201359	78297	58380	665504	1735	0	0.0753	0.1160	0.1034	0.0000	0.0000	0.0000	80491	9873	-1551	0	0	0	0	0	0	0	0	0	
239659																																																																																																																																																																																																	34529	0	0	143	5272	252529	0	3227	0	24214	0	0	0	0	25837	0	0	0	2729	0	0	1877	1877	32994	3036	72491	13116	146981	7367	0	0.0960	0.1391	0.1290	0.0000	0.0000	0.0000	23960	1877	254	0	0	0	0	0	0	0	0	0	
239752																																																																																																																																																																																																	19714	0	0	8980	13601	112841	0	1004	0	15023	0	0	0	0	13163	0	0	0	11773	0	0	956	956	20157	25754	1181	5054	63937	0	0	0.111351	0.172187	0.159681	0	0	0	12207	956	24	0	0	0	0	0	0	0	0	0	
240002																																																																																																																																																																																																	48453	0	0	0	91834	792946	251	14560	0	96811	0	0	0	0	79761	0	0	1943	87028	0	0	7591	7842	42181	107164	185030	57307	448858	12731	23761	0.094298	0.132914	0.120779	0.000000	0.000000	0.000000	72479	7842	372	0	0	0	0	0	0	0	0	0	
240356																																																																																																																																																																																																	2023	0	0	0	55721	108395	0	726	0	14196	0	0	0	0	10990	5223	0	0	0	0	0	726	726	1699	41104	21067	4421	40613	611	0	0.0973	0.1244	0.1162	0.0000	0.0000	0.0000	10264	726	829	0	0	0	0	0	0	0	0	0	
240459																																																																																																																																																																																																	3906	0	0	0	23294	53324	8	610	0	9287	312	0	0	0	8989	0	0	0	0	0	0	306	314	3188	24380	11884	1177	13564	0	0	0.1650	0.3724	0.3594	0.0000	0.0000	0.0000	8675	314	612	0	0	0	0	0	0	0	0	0	
240954																																																																																																																																																																																																	5305	0	0	49900	27381	182343	0	486	0	16758	0	0	0	0	16946	0	0	0	157	0	0	486	486	17066	123334	1413	8889	40718	0	0	0.0884	0.2552	0.2479	0.0000	0.0000	0.0000	16460	486	298	0	0	0	0	0	0	0	0	0	
241009																																																																																																																																																																																																	20869	0	0	1400	53013	117121	0	880	0	14326	0	0	0	0	13701	0	0	0	0	0	0	506	506	35705	38143	19004	3838	23294	0	0	0.120563	0.341867	0.329241	0.000000	0.000000	0.000000	13195	506	1131	0	0	0	0	0	0	0	0	0	
241157																																																																																																																																																																																																	16785	0	0	0	133913	538438	0	4299	0	52189	0	0	0	0	53246	0	0	3189	17977	-431	0	4321	4321	25334	129354	113144	31022	275097	0	0	0.0927	0.1446	0.1329	0.0000	0.0000	0.0000	48925	4321	3640	0	10000	0	0	0	0	0	0	0	
241559																																																																																																																																																																																																	11897	0	0	4901	12949	101741	0	863	0	8807	0	0	0	0	9661	0	0	0	0	0	0	863	863	8429	31777	8888	1874	53497	0	0	0.0876	0.1173	0.1069	0.0000	0.0000	0.0000	8798	863	9	0	0	0	0	0	0	0	0	0	
241607																																																																																																																																																																																																	25595	0	0	0	238346	941569	0	6558	0	78640	0	0	0	0	83915	3051	0	2668	60282	-2730	0	7382	7382	30951	243557	239970	43249	427831	347	0	0.084726	0.136512	0.124503	0.000000	0.000000	0.000000	76533	7382	1930	0	31489	20215	0	0	0	0	0	0	
242248																																																																																																																																																																																																	16619	0	0	5862	14344	115790	54	1099	0	13676	126	0	0	0	14511	0	0	0	9616	0	0	867	921	11935	20786	46205	6251	37877	0	0	0.117556	0.210000	0.196671	0.000000	0.000000	0.000000	13590	921	86	0	0	0	0	0	0	0	0	0	
242257																																																																																																																																																																																																	11371	0	0	0	25249	167940	0	1611	0	16303	0	0	0	0	17282	0	0	0	12098	0	0	1414	1414	10287	26529	57337	6802	74672	0	0	0.0961	0.1515	0.1391	0.0000	0.0000	0.0000	15868	1414	435	0	0	0	0	0	0	0	0	0	
242444																																																																																																																																																																																																	28707	0	0	397198	0	1204401	0	11849	0	120160	19804	0	0	0	128490	0	0	0	50802	0	0	9417	9417	38706	427589	230209	47955	519746	0	0	0.1028	0.1711	0.1586	0.0000	0.0000	0.0000	119073	9417	0	0	0	0	0	0	0	0	0	0	
242949																																																																																																																																																																																																	13130	0	0	0	23839	79622	0	454	0	7067	0	0	0	0	7212	0	0	594	1138	0	0	454	454	20400	14057	13770	2923	31523	0	0	0.0945	0.1714	0.1606	0.0000	0.0000	0.0000	6758	454	309	0	0	0	0	0	0	0	0	0	
242958																																																																																																																																																																																																	4752	0	0	0	24801	82069	0	670	0	9472	0	0	0	0	9484	0	0	742	1678	0	0	670	670	2211	16299	22067	5015	41260	0	0	0.1079	0.1671	0.1553	0.0000	0.0000	0.0000	8814	670	473	0	0	0	0	0	0	0	0	0	
242976																																																																																																																																																																																																	16281	0	0	17174	1981	149754	0	1264	0	14693	0	0	0	0	14189	0	0	0	0	0	0	1088	1088	7750	28648	64350	10380	48663	0	1497	0.088432	0.164240	0.151646	0	0	0	13101	1088	23	0	0	0	0	0	0	0	0	0	
243375																																																																																																																																																																																																	40021	0	0	0	4588	70055	0	0	0	30074	0	0	0	0	18736	0	0	0	0	0	0	0	0	39222	5187	3118	2977	11188	0	0	0.3216	1.3593	1.3593	0.0000	0.0000	0.0000	18736	0	4	0	0	0	0	0	0	0	0	0	
243414																																																																																																																																																																																																	4373	0	0	937	30930	132302	476	1518	0	12824	231	0	0	0	13539	0	0	0	9200	0	0	1249	1725	3549	33387	14393	7431	81459	0	0	0.089562	0.135784	0.118484	0	0	0	11814	1725	966	0	0	0	0	0	0	0	0	0	
243647																																																																																																																																																																																																	2013	0	0	0	17999	30542	0	237	0	2982	0	0	0	0	3131	0	0	0	0	0	0	192	192	754	17661	973	432	11326	0	0	0.0986	0.2045	0.1920	0.0000	0.0000	0.0000	2939	192	43	0	0	0	0	0	0	0	0	0	
243955																																																																																																																																																																																																	1777	0	0	0	167	28310	0	360	0	3288	0	0	0	0	3545	0	0	0	0	0	0	266	266	1089	3130	7356	1559	17085	1400	0	0.125062	0.157276	0.145475	0	0	0	3279	266	9	0	0	0	0	0	0	0	0	0	
244037																																																																																																																																																																																																	8634	0	0	0	16122	73630	0	1042	0	7611	0	0	0	0	7926	0	0	0	0	0	0	527	527	9124	13859	24092	4336	27371	0	0	0.1024	0.1902	0.1775	0.0000	0.0000	0.0000	7399	527	212	0	0	0	0	0	0	0	0	0	
244149																																																																																																																																																																																																	5055	0	0	13461	10408	251078	0	2369	0	24991	0	0	0	0	26714	61180	0	0	0	0	0	1921	1921	10743	57224	87572	11874	97656	64081	0	0.099219	0.149620	0.138861	0.000000	0.000000	0.000000	24793	1921	101	858	0	0	0	0	0	0	0	0	
244158																																																																																																																																																																																																	5912	0	0	0	73873	218406	0	2749	0	25184	0	0	0	0	24511	0	0	0	28825	0	0	2129	2129	0	54139	38334	8098	125878	0	0	0.1021	0.1444	0.1319	0.0000	0.0000	0.0000	22382	2129	1531	0	0	0	0	0	0	0	0	0	
244251																																																																																																																																																																																																	13590	0	0	0	253264	483130	0	4109	0	38195	0	0	0	0	36382	0	0	0	18018	0	0	3124	3124	24637	244786	41998	13530	170509	0	0	0.070566	0.146173	0.133622	0.000000	0.000000	0.000000	33258	3124	4937	0	0	0	0	0	0	0	0	0	
245016	265323	0	0	23005	5	717940	0	7799	0	70252	8518	0	0	0	72716	0	0	0	21920	0	0	5061	5061	247219	78065	24978	10503	372880	0	0	0.093216	0.180808	0.168224	0.000000	0.000000	0.000000	67655	5061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2738	402173	0	0	0	0	0	424306	0	0	0	7461	7461	0	6416	0	1045	0	0	2597	0	0	0	0	0	237201	28122	0	0	10018	12987	0	0	0	0	5	0	0	0	0	0	0	0	0	0	36951	24978	362377	0	0	0	0	0	13100	2597	0	0	0	-5202	0	0	0	0	0	1704	0	129	0	1575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10960	0	0	0	0	0	0	0	247219	84610	24978	375500	0	16922	12489	375500	404911	0	0	0	67655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	728388	0	725791	265323			0	0																																												
245276																																																																																																																																																																																																	422670	0	0	930511	2672415	6421454	0	93798	0	686704	483	0	0	0	655129	78448	0	1000	75186	-43845	0	26182	26182	327657	4576493	745912	105908	759839	33439	24742	0.0977	0.3233	0.3104	0.0000	0.0000	0.0000	628947	26182	73943	12515	1125000	0	0	0	0	0	0	0	
245351																																																																																																																																																																																																	5779	0	0	0	202063	277843	0	1433	0	30108	0	0	0	0	26325	0	0	27	1431	-2884	0	1223	1223	50741	146046	14520	9366	60079	0	0	0.090139	0.269679	0.257150	0.000000	0.000000	0.000000	25102	1223	7890	0	0	0	0	0	0	0	0	0	
245557																																																																																																																																																																																																	15442	0	0	0	213488	527545	0	4657	0	58527	0	0	0	0	58361	0	0	658	174	0	0	3519	3519	54652	150453	141955	13651	179646	527	0	0.106056	0.208146	0.195595	0	0	0	54842	3519	3516	0	0	0	0	0	0	0	0	0	
245856																																																																																																																																																																																																	4202	0	0	4210	12851	36501	0	266	0	4373	0	0	0	0	4335	0	0	0	0	0	0	266	266	50	16284	5320	1109	14625	0	0	0.111437	0.211031	0.198082	0	0	0	4069	266	304	0	0	0	0	0	0	0	0	0	
246022																																																																																																																																																																																																	62917	0	0	0	58747	343846	0	3235	0	32050	0	0	0	0	33223	3552	0	0	26210	0	0	3026	3026	65180	55494	35665	3562	187799	8465	0	0.0931	0.1374	0.1249	0.0000	0.0000	0.0000	30197	3026	1853	0	0	0	0	0	0	0	0	0	
246134																																																																																																																																																																																																	27183	0	0	0	100488	331730	0	2905	0	32933	0	0	0	0	34179	0	0	0	8613	0	0	2622	2622	3284	115726	56386	23152	157666	0	0	0.095494	0.160230	0.147938	0.000000	0.000000	0.000000	31557	2622	382	0	0	0	0	0	0	0	0	0	
246237																																																																																																																																																																																																	8300	0	0	5138	516	25075	0	91	0	3769	0	0	0	0	3357	0	0	0	385	0	0	91	91	1913	13338	3883	583	5528	0	0	0.1341	0.3238	0.3150	0.0000	0.0000	0.0000	3266	91	-1	0	0	0	0	0	0	0	0	0	
246451																																																																																																																																																																																																	8369	0	0	0	19599	62564	0	512	0	4794	0	0	0	0	5289	0	0	0	1942	0	0	512	512	701	29702	6099	3136	26557	0	0	0.0773	0.1261	0.1139	0.0000	0.0000	0.0000	4777	512	17	0	0	0	0	0	0	0	0	0	
246657																																																																																																																																																																																																	22084	0	0	0	281781	531182	0	4596	0	65631	0	0	0	0	60985	0	0	0	10907	0	0	3692	3692	23199	212901	81472	26872	205792	2475	0	0.1079	0.2072	0.1947	0.0000	0.0000	0.0000	57293	3692	7914	0	0	0	0	0	0	0	0	0	
246947																																																																																																																																																																																																	2699	0	0	200	34321	80527	0	464	0	8612	106	0	0	0	8583	0	0	0	0	0	0	467	467	7507	28325	18959	4795	25390	0	0	0.100710	0.211633	0.200118	0.000000	0.000000	0.000000	8116	467	496	0	0	0	0	0	0	0	0	0	
246956																																																																																																																																																																																																	5338	0	0	0	69410	213577	0	1868	0	34793	0	0	0	0	35067	0	0	0	0	0	0	1786	1786	19490	57782	10951	2591	125710	0	0	0.159925	0.245624	0.233114	0	0	0	33281	1786	1512	0	0	0	0	0	0	0	0	0	
247140																																																																																																																																																																																																	6722	0	0	0	11667	171983	0	5086	0	20635	0	0	0	0	21857	0	0	3567	4146	0	0	1727	1727	5563	25212	33751	16038	112365	0	398	0.1186	0.1560	0.1437	0.0000	0.0000	0.0000	20130	1727	107	0	0	0	0	0	0	0	0	0	
247355																																																																																																																																																																																																	52882	0	0	67947	105994	668024	19	4262	0	104038	25	0	0	0	107113	0	0	562	510	0	0	4262	4281	53603	158606	79377	39556	378846	809	0	0.155601	0.237555	0.228060	0.000000	0.000000	0.000000	102832	4281	1206	0	0	0	0	0	0	0	0	0	
247476																																																																																																																																																																																																	1835	0	0	8755	2	58960	0	225	0	8286	0	0	0	0	8511	0	0	0	1488	0	0	225	225	438	15247	22713	4562	20787	748	0	0.140794	0.236831	0.230570	0	0	0	8286	225	0	0	0	0	0	0	0	0	0	0	
247551																																																																																																																																																																																																	24983	0	0	1553	12676	105534	0	1454	0	10788	360	0	0	0	11414	0	0	0	1354	0	0	812	812	6786	35069	15521	3877	49426	0	0	0.1016	0.1775	0.1649	0.0000	0.0000	0.0000	10602	812	186	0	0	0	0	0	0	0	0	0	
247908																																																																																																																																																																																																	12405	0	0	0	75434	831805	0	10167	0	83552	0	0	0	0	94520	0	0	2257	86195	-6145	0	8597	8597	9619	87721	259077	34714	496469	335	1728	0.1041	0.1378	0.1253	0	0	0	85923	8597	512	0	0	0	0	0	0	0	0	0	
248240																																																																																																																																																																																																	94600	0	0	95936	5133	772431	0	6146	0	58514	0	0	0	0	64379	0	0	9830	33254	0	0	6146	6146	163902	42192	76543	33082	495267	2237	0	0.076505	0.112685	0.101927	0	0	0	58233	6146	-357	0	0	8000	0	0	0	0	0	0	
248352																																																																																																																																																																																																	3171	0	0	0	9429	34759	0	268	0	4548	0	0	0	0	3663	0	0	0	0	0	0	256	256	3767	11450	799	1660	17777	0	0	0.099748	0.179076	0.166561	0	0	0	3407	256	179	0	0	0	0	0	0	0	0	0	
248455																																																																																																																																																																																																	46725	0	0	0	143534	350671	0	1768	0	28220	0	0	0	0	27011	0	0	0	6322	0	0	1868	1868	39957	144651	5005	6064	159678	0	0	0.0738	0.1389	0.1293	0.0000	0.0000	0.0000	25143	1868	1020	0	0	0	0	0	0	0	0	0	
248633																																																																																																																																																																																																	19387	0	0	23902	38570	221643	0	1619	0	18572	0	0	0	0	20948	0	0	0	2800	0	0	1619	1619	1019	59976	47343	17570	117737	0	0	0.088797	0.135103	0.124661	0.000000	0.000000	0.000000	19329	1619	-757	0	0	0	0	0	0	0	0	0	
248745																																																																																																																																																																																																	3648	0	0	23863	5916	173960	0	2781	0	22657	0	0	0	0	24304	0	0	0	0	0	0	1869	1869	1152	8483	45170	9778	121615	0	0	0.128933	0.155685	0.143713	0	0	0	22435	1869	189	0	0	0	0	0	0	0	0	0	
248969	34157	0	0	14319	0	167481	0	1876	0	32426	0	0	0	0	34110	0	0	0	9897	0	0	1684	1684	9863	29660	22944	1241	106890	0	0	0.194491	0.253625	0.241103	0.000000	0.000000	0.000000	32426	1684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	260	134490	0	0	0	0	0	118131	0	0	0	5507	5507	0	0	0	5507	0	0	0	0	0	0	0	0	9579	23697	881	0	284	4538	0	9497	0	0	0	0	0	0	0	0	0	0	0	0	0	22860	95271	0	0	0	0	0	2750	0	0	1425	84	-1876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4949	0	0	0	4949	0	0	0	9863	29660	22944	117346	0	5932	11472	117346	134750	0	0	0	32426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166722	0	166722	32259			4822	0																																												
249153																																																																																																																																																																																																	1004	0	0	42005	7462	105880	0	931	0	9542	0	0	0	0	10018	0	0	0	0	0	0	913	913	214	17292	28041	2446	60827	0	0	0.0867	0.1279	0.1162	0.0000	0.0000	0.0000	9105	913	437	0	0	0	0	0	0	0	0	0	
249304																																																																																																																																																																																																	1971	0	0	0	4319	46872	0	227	0	1931	0	0	0	0	2154	0	0	86	880	0	0	233	233	5605	2247	21483	2256	17725	0	0	0.0411	0.0733	0.0653	0.0000	0.0000	0.0000	1921	233	10	0	0	0	0	0	0	0	0	0	
249416																																																																																																																																																																																																	2303	0	0	0	41100	131635	0	837	0	12944	0	0	0	0	13047	0	0	0	2378	0	0	846	846	16082	10284	80941	6679	24084	0	0	0.0930	0.1895	0.1772	0.0000	0.0000	0.0000	12201	846	743	0	0	0	0	0	0	0	0	0	
249546																																																																																																																																																																																																	3195	0	0	6142	4075	47502	0	413	0	4178	0	0	0	0	4567	0	0	0	829	0	0	413	413	6560	7215	7075	1427	27041	176	0	0.087584	0.133855	0.121750	0	0	0	4154	413	24	0	0	0	0	0	0	0	0	0	
249564																																																																																																																																																																																																	13859	0	0	0	112918	189419	0	903	0	18674	0	0	0	0	17935	0	0	270	846	0	0	798	798	50748	77366	23195	992	36402	0	0	0.0921	0.2814	0.2688	0.0000	0.0000	0.0000	17137	798	1537	0	0	0	0	0	0	0	0	0	
249612																																																																																																																																																																																																	1428972	0	0	0	1242816	8370856	569	9751	0	731155	0	0	0	1037950	727917	34800	11945	0	1366850	-20332	0	10097	10666	4700493	764753	900070	127643	1960082	0	0	0.090852	0.273719	0.269709	0.000000	0.000000	0.000000	717251	10666	29940	61835	331744	1480587	98368	238274	0	0	0	0	
249658																																																																																																																																																																																																	5875	0	0	0	51149	102445	0	1406	0	3118	0	0	0	0	9797	0	0	30	158	0	0	1413	1413	18057	7161	9951	13245	74502	0	0	0.080273	0.084663	0.072453	0	0	0	8384	1413	-5286	0	0	0	0	0	0	0	0	0	
249957																																																																																																																																																																																																	12258	0	0	715	10294	42415	0	295	0	4811	0	0	0	0	5004	0	0	0	414	0	0	292	292	301	23147	1312	1553	17851	0	0	0.1172	0.2144	0.2019	0.0000	0.0000	0.0000	4712	292	99	0	0	0	0	0	0	0	0	0	
250047																																																																																																																																																																																																	25596	0	0	10	64712	169810	0	999	0	13419	0	0	0	0	12331	0	0	0	2574	0	0	999	999	30275	45446	30596	6303	62405	0	0	0.0666	0.1333	0.1225	0.0000	0.0000	0.0000	11332	999	2087	0	0	0	0	0	0	0	0	0	
250430																																																																																																																																																																																																	8110	0	0	8565	38297	98477	0	304	0	14337	0	0	0	0	13653	0	0	0	0	0	0	304	304	37	24174	42928	8288	30144	0	0	0.1354	0.2418	0.2365	0.0000	0.0000	0.0000	13349	304	988	0	0	0	0	0	0	0	0	0	
250476																																																																																																																																																																																																	19953	0	0	0	63981	150860	0	1073	0	14995	3641	0	0	0	13607	0	0	0	0	0	0	807	807	6179	73142	40317	3840	28871	0	115	0.086885	0.211617	0.199067	0	0	0	12800	807	2015	0	0	0	0	0	0	0	0	0	
250850																																																																																																																																																																																																	1345	0	0	0	38521	75424	0	483	0	7603	46	0	0	0	6948	0	0	0	0	0	0	483	483	2036	22605	18276	2383	31849	0	0	0.0872	0.1526	0.1420	0.0000	0.0000	0.0000	6465	483	1138	0	0	0	0	0	0	0	0	0	
251352																																																																																																																																																																																																	28584	0	0	475	174368	295281	0	2432	0	36472	0	0	0	0	33714	0	0	1190	0	0	0	1645	1645	60749	83747	69101	12351	79713	0	0	0.116217	0.257770	0.245193	0.000000	0.000000	0.000000	32069	1645	4029	0	0	0	0	0	0	0	0	0	
251558																																																																																																																																																																																																	24769	0	0	0	96757	293048	0	2072	0	26256	4126	0	0	0	25486	0	0	0	4126	0	0	2072	2072	7551	85123	60293	10747	138801	0	0	0.081176	0.134946	0.123975	0.000000	0.000000	0.000000	23414	2072	990	0	0	0	0	0	0	0	0	0	
251745																																																																																																																																																																																																	105925	0	0	23552	119540	358853	0	2396	0	38232	0	0	0	0	36783	0	0	0	17602	0	0	1709	1709	119319	126820	19439	8577	92513	298	0	0.097784	0.270356	0.257795	0.000000	0.000000	0.000000	35074	1709	2465	0	0	0	0	0	0	0	0	0	
251857																																																																																																																																																																																																	12558	0	0	0	24466	66728	0	892	0	6930	0	0	0	0	7036	0	0	0	0	0	0	565	565	0	26374	1653	1539	39101	0	0	0.098646	0.156788	0.144197	0.000000	0.000000	0.000000	6471	565	459	0	0	0	0	0	0	0	0	0	
251978																																																																																																																																																																																																	8510	0	0	12303	1833	154025	0	2368	0	15290	410	0	0	0	16517	0	0	0	0	0	0	1324	1324	2432	30397	47370	11048	76097	597	0	0.0986	0.1575	0.1448	0.0000	0.0000	0.0000	15193	1324	97	0	0	0	0	0	0	0	0	0	
252041																																																																																																																																																																																																	10181	0	0	0	81986	245542	0	1457	0	22850	0	0	0	0	21948	7458	0	0	17180	0	0	1457	1457	8655	70612	55895	5013	109398	4301	0	0.085443	0.132993	0.124165	0	0	0	20491	1457	1517	0	0	0	0	0	0	0	0	0	
252256																																																																																																																																																																																																	8766	0	0	0	1170	16451	0	46	0	1532	0	0	0	0	1571	0	0	0	0	0	0	46	46	272	9834	2976	497	3404	0	0	0.0942	0.2290	0.2223	0.0000	0.0000	0.0000	1525	46	7	0	0	0	0	0	0	0	0	0	
252452																																																																																																																																																																																																	7707	0	0	0	33509	79172	0	358	0	7654	0	0	0	0	7126	0	0	0	2699	0	0	358	358	26202	12532	12970	3619	26939	0	0	0.0868	0.1911	0.1815	0.0000	0.0000	0.0000	6768	358	624	0	0	0	0	0	0	0	0	0	
252658																																																																																																																																																																																																	4707	0	0	0	14467	78198	0	935	0	8093	0	0	0	0	8373	0	0	0	430	0	0	582	582	10045	20972	11515	3450	36299	0	0	0.1017	0.1812	0.1686	0.0000	0.0000	0.0000	7791	582	302	0	0	0	0	0	0	0	0	0	
253262																																																																																																																																																																																																	7864	0	0	0	113642	289918	0	1758	0	23605	0	0	0	0	24154	0	0	0	0	0	0	1758	1758	42349	82966	29981	16078	135171	0	0	0.0728	0.1435	0.1330	0.0000	0.0000	0.0000	22396	1758	1125	0	0	0	0	0	0	0	0	0	
