"IDRSSD"	RCFD3353	RCFD3355	RCFD3365	RCFD3368	RCFD3381	RCFD3401	RCFD3484	RCFDB558	RCFDB559	RCFDB560	RCFN3360	RCFN3404	RCON3353	RCON3355	RCON3360	RCON3365	RCON3368	RCON3381	RCON3386	RCON3387	RCON3401	RCON3465	RCON3466	RCON3484	RCON3485	RCONA514	RCONA529	RCONB558	RCONB559	RCONB560	RCONB561	RCONB562	RCONB563	
1557													0		35332	5261	67105	3226	19175	3463		2518	8972	0	8446	7892	12038	3505	0	16762	0	1203	9849	
1669													0	0	81122	0	243662	21012		6062	0	45624	12608	0	51439	23105	44765	97897	2788	20593	0	12129	36221	
1829													3354	14868	243830	0	406543	28228	0	15980	0	116879	108969	20891	19259	39552	72178	19355	53877	20243	721	979	130920	
1856													333	30000	56364	0	109787	24371		36603	0	1530	18174	0	1772	100	55984	11417	10408	670	0	563	2597	
2040													5569	10330	117024	19437	200162	4928		9833	0	27216	76186	0	21461	10526	47952	5045	10921	31466	4	2267	69713	
2161													0	0	62605	3945	136138	6585	4792	15317	0	31210	2450	0	34781	24619	14223	1833	27595	11738	312	9146	23605	
2376													32532	736317	1916338	0	2618441	1483	0	10387	0	178258	1721409	0	22364	211264	376113	37088	508113	0	0	6284	790308	
2554													54		4631	0	11783	3695	1127	1154		428	1481	0	1681	1016	2827	0	0	2125	0	323	1862	
2732													0	0	347821	0	540950	79541	0	34552	0	39810	270972	5165	49103	159755	71864	11352	0	70566	0	2487	92938	
2750													3		37527	2436	58796	1599	20681	3002		2286	9233	0	8758	10878	12870	2556	4697	6922	0	1486	10347	
3177													0	113933	690858	0	1007828	164826	0	5796	0	583758	100456	0	54408	148481	88886	22659	49491	15389	0	849	485575	
3252													469	3500	85404	319	162670	735	39305	10478	0	571	25027	83	46060	31159	16839	4211	44732	16546	0	5458	25471	
3458													4049		15331	143	33672	2651	1093	3168		2679	7200	4	7148	4681	7649	8291	363	3098	0	918	3451	
3720													3508	5000	123204	0	212596	25238	5339	13031	0	31912	60234	0	59521	28521	30657	18701	19054	11670	0	6507	31458	
3971													0	19859	422658	1937	668760	88345	29201	26003	0	158695	145434	32172	16415	64765	151787	29577	58113	10494	0	31097	283315	
4156													667	10000	123378	9705	198862	1984	9970	13557	0	33226	63905	796	41443	28436	33139	19182	3167	21608	0	1924	35281	
4231													0	0	67625	0	119742	0		4164	0	12734	43971	0	9391	30920	26547	6464	27768	10379	0	5838	22870	
4437													2159	3273	137907	0	261642	13611		9424	0	59908	57575	0	40164	42985	36392	49666	19080	22505	0	7112	82633	
4839													4466	19000	235650	12321	336447	551	0	10750	0	35167	187698	0	12052	72615	67926	10428	32429	28273	0	1557	85979	
5005													0	41163	186588	3506	334796	19956	0	2593	0	108899	74966	0	11464	47603	76401	40184	37422	15946	0	379	78038	
5069													0	0	317216	0	441656	68180	0	1924	0	30969	284323	0	2922	150510	59357	1139	0	40517	0	0	81941	
5135													0	16767	258039	0	364357	49973	40718	28618	0	55302	123122	0	36711	99084	54026	24835	0	3166	522	9810	53048	
5210													46500	78000	697034	0	1011131	33871	2498	34789	0	369131	258319	0	32691	80645	202843	45293	100628	61615	0	15576	363129	
5331													75947	43879	133369	0	397633	5042	0	5454	0	19017	107584	0	13023	32231	35191	70311	61364	91745	0	334	103911	
5461													47	16796	333055	0	464059	4660	6410	43771	0	45943	214503	0	6935	38306	13167	41397	1093	45213	0	7232	314934	
5751													0	0	51339	4708	121879	0	18564	5849	0	10604	9965	717	14102	6613	9860	10527	31088	21327	0	4044	55837	
6039													0		51230	600	84721	20457	3653	8059		6056	29443	0	8160	12646	23426	3786	192	282	529	3163	11545	
6141													0		23266	13371	62714	0	2763	1254		5742	9342	0	15297	9361	7233	9730	1347	7472	0	4346	3351	
6329													0	0	316922	5244	433086	29500	5751	30435	0	75502	92153	0	33607	132934	92805	23611	2196	7176	1211	109902	55643	
7009													0	0	234947	0	742603	9863	0	54416	0	0	0	0	0	0	0	212195	0	275316	0	172030	579770	
7045													0	0	71375	0	162357	15854	4588	5021	0	28068	20950	0	55251	17959	22468	4994	35076	30025	489	10224	25552	
7072													0	6000	112542	875	136552	1054		2090	0	78641	31332	0	7009	20362	38105	0	566	7728	0	576	33499	
7157													0		25170	3661	48979	0	3145	6773		8247	3407	0	4722	10090	12863	5546	88	12936	0	3697	11066	
7456													0		32284	0	64436	9255	7012	8069		2396	13007	0	10870	5645	15038	1635	12979	5520	0	1680	12732	
7634													0		39805	0	61045	7558		3889		11994	20624	0	5416	20290	19584	999	2836	3934	0	2049	4397	
8033													2	12347	135040	2242	166597	5000		15169	0	42121	68488	0	17164	41175	41809	6075	755	2647	0	5221	9299	
8462													0	0	37323	5550	156684	5986	6462	11674	0	2308	7777	0	33669	39913	12203	44412	27638	13336	0	9081	13869	
8631													0		34326	2717	60549	6177		6091		13654	6346	0	6069	8565	10502	10783	0	0	0	7235	16319	
9357													5090	1042	259816	263	361161	23572	0	94417	0	84070	53760	0	6567	410	1334	42314	0	1038	0	3066	251000	
9553													1322	28361	78462	147	129943	6208	31225	5167	0	9187	27441	0	12959	13280	19115	1347	19017	15526	0	1769	25193	
9807													41217	240000	1420242	0	2253717	57256	0	71864	0	488159	859088	0	10533	171303	355881	76804	51430	429358	0	728	1225502	
9955													0	2806	60140	0	113102	11490	8941	11684	0	9218	26882	1050	20281	6925	12159	9604	0	27227	0	2365	36532	
10250													1	0	258762	0	371302	8353	0	46523	0	56070	146593	0	15189	75092	82615	301	37887	17356	275	8943	153212	
10849													0	2024	163466	12408	265222	95	5534	12851	0	29478	119648	0	6903	8871	109308	2478	26905	3101	0	1500	102076	
10858													43565	5195	263811	0	420760	16435	31626	48005	0	37831	93949	0	1985	45465	46950	30506	83297	2495	0	12251	233776	
11145													12	10053	133005	1023	175008	5333		3535	0	74184	46968	0	43316	7166	38498	3377	5373	10175	0	5628	36264	
11275													0	33700	1118887	2401	1304480	35746	0	162414	0	557092	393324	0	35863	240568	196434	15265	6503	31130	0	2145	595024	
11640													503	20000	204292	0	343679	11786	36583	46021	0	31099	77951	0	11898	53009	46152	19000	32953	47293	0	12410	164120	
11837													90	7143	29918	0	99670	4688		794	0	5718	22376	0	31241	14694	19792	42316	6124	9906	99	393	8064	
12030													0	0	253670	2266	310887	29354	0	34670	0	47916	149676	0	22391	68283	91468	2404	0	9944	0	15921	36239	
12142													0	0	103559	5700	192030	453		16954	0	26149	46481	34	38151	32239	25488	13180	22636	22712	425	10770	28231	
12179													0		30106	0	39952	2659		1637		22523	5122	0	10649	5123	11403	1076	188	368	0	644	4366	
12245													626	4900	80852	760	120676	47		4818	0	34892	36368	0	9502	21578	24490	3863	16580	12943	65	2039	28378	
12311	1364586	1483205	119	55564271	445456	314688	1618538	689282	5132530	2514600	0	1160568			39827159				52979	10680059		13914582	8856711		744355	1656570	7819965				0	5669652	31989574	
12647													0		68881	0	103589	489	8458	14429		18025	27410	0	5267	33878	15878	1442	1086	4911	0	558	24518	
12656													0		12551	3486	17992	0	748	1123		6927	2449	19	2241	4144	4329	275	0	703	0	1511	2724	
12937													0	3065	158258	5125	218477	40001		10513	0	54508	91432	0	17585	51725	12110	0	0	0	0	604	63407	
12946													6431	12412	524273	806	760712	2123	3368	41045	0	177592	276282	0	26662	241467	129023	55338	21617	108159	0	25080	239166	
12955													0	3901	97179	0	123062	7266		14478	0	20931	58590	0	9685	11976	21145	2	3	2678	0	679	37327	
13103													0	110276	977853	415	1332817	16248	0	91828	0	370820	334897	0	56554	140104	158920	24213	115981	137987	0	180305	609422	
13251													0		18781	2285	44391	13662	1855	2092		2958	8356	0	3508	1115	11225	0	5	3955	0	3578	1469	
13457													0		10593	2911	22032	650	4795	896		129	4273	0	2670	2563	3367	689	0	5111	0	496	4645	
14052													0		34183	232	59101	5354		2169		12176	15720	0	6905	7125	9766	1630	5381	5369	0	1444	17292	
14155													138	4857	97999	406	118463	0	16697	4549	0	22690	48106	271	18664	19042	19669	0	2136	4211	0	4770	27371	
14650													0		14824	2427	28052	4008		2814		3685	2943	23	5724	1596	4246	2508	23	1131	0	5025	5968	
14753													79		14475	260	43183	2222	7348	1965		1667	2670	0	0	4366	10028	486	6101	17148	0	803	12503	
14865													5	1	209823	3046	268631	12291	39519	22515	0	14318	122941	0	12272	24890	25334	13197	1003	8207	578	2885	114448	
14977													0		24059	0	46036	10989	5326	1369		9236	5290	0	3560	12722	11085	0	8046	0	0	2839	5461	
16458													0	53	128896	160	288269	23506		19321	0	19998	86758	180	8960	37940	28350	36800	21243	62219	0	1800	163037	
16551													44	7132	169020	116	223989	4531		13680	0	59372	76427	41	31575	25299	63530	10384	3448	17311	280	8592	49687	
16748													48		30119	1938	61359	5102	4281	2510		7566	8880	0	4761	5536	10381	1467	7436	7181	0	1181	14309	
16944													0		13273	0	40037	1618		1229		8274	3100	0	0	3959	6367	5989	141	12981	0	654	10889	
16953													0		13619	0	38859	4370	3729	3139		1363	2979	0	6883	2420	8520	10335	0	3170	0	2409	7218	
17110													0	0	62664	0	114078	12742		8202	0	1140	0	0	0	69036	15516	100	0	28261	0	48679	0	
17147													144531	109306	2801375	0	4230399	25335	111568	585715	0	619196	1349386	3011	849100	252797	718020	4893	648831	300249	0	83140	848221	
17259													118		33457	1326	66750	17		4901		10790	11562	23	0	7950	15311	2010	7467	12458	0	5544	6211	
17464													0	60000	867186	23	1282034	80682	2435	128191	33800	83072	606473	0	22360	90835	57445	8081	201180	46221	3337	32580	805467	
17950													1293	19	142167	80	314742	8	13798	18167	0	27699	64579	3710	53834	43634	26003	31158	66671	46710	0	11213	103774	
17978													0	6303	162344	0	325935	9620	1501	0	0	113579	48765	0	22341	56414	89131	129362	0	1914	0	3581	50435	
18050													2661	2856	196530	1094	400563	8110	3177	11284	0	62717	107250	0	43948	60410	52757	8052	131022	30457	0	11382	83853	
18135													14261	20964	124869	18267	230390	167		39570	0	67102	9312	0	18854	36019	27341	36005	0	26780	0	8885	33849	
18377													0		19769	0	50030	19376		0		17571	2057	0	0	7311	19622	304	8737	0	0	142	19394	
18827													0	0	300034	0	397135	34581	0	46659	0	145293	86016	0	58528	23750	51007	16197	1205	28017	0	9180	168843	
18836													0	2205	116878	4609	153228	2236		2678	0	58864	38441	0	8556	33718	51323	11230	4753	481	0	12845	21304	
18854													0	0	183328	0	225105	19488	19678	96899	0	15233	46737	0	17648	75651	31531	30	3542	697	0	5286	23506	
18957													0		15006	3863	24794	3540	211	1557		5810	6611	0	4457	4042	7703	0	1007	217	0	797	4501	
19356													181	2023	35930	882	78618	35		10638	0	8166	13982	0	12448	12537	18474	237	21140	16208	0	2561	11620	
19730													11	27167	1550045	3396	2167598	270697	3210	189973	0	252383	1081612	143	14631	264025	390091	111016	23102	5893	0	3368	795669	
19936													0	0	142419	0	230675	40169		14378	0	37172	77846	0	44741	37440	37347	6136	15225	2910	0	4906	50768	
19972													0		35194	0	91099	25398		129		35066	1100	0	0	0	0	202	1133	19569	0	129	76679	
20053													0		50614	195	72806	6293	4214	3364		15971	22981	0	4712	5220	24474	7785	306	3741	75	1306	13767	
20512													0	0	49227	2380	98561	757		985	0	31684	10160	0	9498	16358	17246	625	18980	16290	0	1503	23205	
20633													0	6001	207027	12823	323463	3748	0	11258	0	47464	138413	0	35466	48577	55884	28353	30676	17453	0	6415	111341	
20857													1313	13853	52273	0	185363	7357	21285	4671	0	2913	21026	0	21611	10498	8099	13133	24640	76750	0	2377	35430	
21256													0		5178	1003	10157	2112		321		2251	2286	0	1797	404	2547	817	104	87	0	242	1685	
21359													0		14355	0	25934	4349	2926	2545		3851	3553	0	1257	4139	3204	824	1698	2955	0	1292	11756	
21630													3575		39209	4562	96071	745		7707		11931	15671	0	26127	22811	13814	5631	35769	5893	0	3844	15991	
21658													0	52	92956	423	149091	6980	9327	5820	0	24653	43888	0	18484	15788	42748	33018	0	7031	126	7025	47197	
22048													0	13861	122923	0	196363	4122	7277	17583	0	26582	65108	1155	35977	38852	35954	13114	37326	5833	0	5218	19943	
22543													0		51198	3717	83043	12350		1294		24208	24208	0	18868	6536	11117	10454	0	2034	0	1294	11190	
22552													112		66930	3195	82527	24	18583	9640		7865	27619	0	12688	14314	25106	5812	1601	2506	0	1666	11431	
22730													3895	0	70117	786	121733	8365		4035	0	27705	25045	0	13757	8071	20141	18575	4264	11159	0	11065	34949	
22936													44	1528	138252	544	202110	31428	4380	22878	0	37023	67848	0	16142	39594	48889	12938	61	0	0	5334	44837	
22954													0		51891	2640	87680	10428	11905	4978		11255	19400	0	17512	13474	13380	1401	8719	7361	0	3867	15753	
23045													0		7134	234	40440	4534		539		2942	3324	0	8441	4658	2399	26764	0	468	0	107	14884	
23456													326		63604	404	97373	72	6760	9603		18288	24522	0	23836	11102	25773	0	14267	12894	0	3808	14322	
23504													41756	7527	661121	0	1417717	27284	0	103082	0	154978	395184	0	9675	135585	41994	143202	331602	190935	0	8889	950339	
23540													5473	0	102091	0	206170	22362		5978	0	34894	57947	121	28260	34197	31120	47364	4690	19017	0	1957	80467	
23643													246	0	102043	0	162451	5851		15260	0	21573	46019	0	26203	43421	31611	30750	2554	14502	0	16969	11545	
23755													0	2000	105717	772	168429	15408		7681	0	38345	53153	0	33421	14835	19156	1267	16180	13844	0	4537	59969	
24006													0	1	465887	4329	968096	130656	0	62235	0	160373	235925	0	31243	69417	175279	272286	65438	11091	0	1009	481633	
24378													0		44926	251	67044	9185		637		39595	2808	0	6680	7084	29351	4586	4485	375	0	1880	15768	
24453													0	37271	126016	0	230505	67633	0	7887	0	31976	82425	0	8441	36844	41030	11707	265	0	0	3721	32954	
24659													0		22912	10390	40156	4110	4126	5651		4216	5827	0	6784	3056	7313	498	0	289	42	1916	13081	
24668													6771	2445	119296	3325	217414	2840		13521	0	41122	52553	0	11139	34205	29477	1000	5117	66878	0	5403	100848	
24855													0		4389	503	15207	9250	1520	1428		321	222	0	958	595	1874	0	0	0	0	895	3795	
24949													2770	200	544341	5870	752301	72218	4333	77591	0	131168	301430	65	52375	146428	227221	15182	30930	20350	344	19182	146865	
25357													1010	4762	51011	100	129214	0		2568	0	7727	34752	0	26545	9397	5886	0	59472	6955	0	2006	51051	
25647													0		49280	0	65626	25		1163		16722	31175	0	2277	20715	15555	0	0	1518	0	220	14693	
26176													0	83000	333602	33850	402084	7116	0	6326	0	74144	253017	0	38175	131201	56229	945	15252	0	0	115	57290	
26242													8149	0	228594	10764	388805	7733	4590	14963	0	101380	93190	0	63393	25056	58887	41819	0	55537	874	7920	139092	
26457													0		19070	76	26978	2112	972	892		6109	10729	0	3583	2090	5194	4239	0	624	0	581	9970	
26765													1	0	178592	0	243527	21589		32964	0	20489	120535	0	33874	45365	11309	0	29643	3842	0	4463	83969	
26859													0	600	205054	0	321925	76115	119	37013	0	21459	130307	0	16223	40214	28468	1000	0	0	0	1733	117479	
27070													0	0	376510	0	621568	7683	0	0	0	370343	3741	0	11394	139813	202079	62628	140120	12026	846	606	151762	
27548													1123	11595	351171	22466	559947	6020	1215	99363	2099	107064	136436	0	52729	45077	63046	5676	99128	34796	0	6750	231031	
27614													0	13289	147167	0	335162	14831	265	8329	0	93520	21213	0	47835	28110	56474	6665	79289	59044	288	3920	85325	
27847													1	21891	249985	4129	425371	8927	7471	10765	0	93815	118842	0	46536	93443	90665	549	78053	52173	0	18336	66797	
28013													276000	235724	1068618	0	2410496	28564	0	58985	4533	107021	900629	0	103102	224260	249936	0	1031804	124601	0	1984	781876	
28152													10		49334	0	76032	7577		6478		14662	23500	0	7008	4609	15822	3457	4336	6078	0	1932	27075	
28255													0	0	126915	0	304776	159835	4736	36194	0	7628	74664	0	112103	32767	16999	6568	755	811	0	3581	53227	
28349													0	13000	147546	125	172796	6086		34939	0	42973	59620	0	16527	56033	39229	0	0	4697	0	9964	11058	
28406													0	85060	350061	1119	1000609	25892	0	13713	2917	295582	32419	0	60616	160115	217834	149298	174789	224961	0	8263	338607	
28572													0		35182	0	46277	2098		0		26037	8988	0	4857	10921	10460	128	53	52	0	157	9001	
28675													0		46214	0	83338	1817	2699	1611		28538	11135	0	12553	14795	25648	0	29613	1470	0	1765	14662	
28732													0		45044	905	82225	1477		5051		11135	23216	0	6087	10744	12744	3798	16684	2245	0	4720	20501	
29104													41110	120000	790382	0	1497653	94677	0	155499	0	164695	465628	3751	256947	135879	40990	3507	161186	353847	0	185	570022	
29476													0		32309	562	42081	4263	13570	7943	0	12623	10918	0	11483	9292	10217	88	1059	983	0	1143	2596	
29636													85263	78725	384611	0	831360	12133	1516	36282	0	125393	181981	0	31348	127835	121579	223212	29465	106174	961	31468	254069	
29878													0	0	1530842	0	1749520	66272	0	0	0	1102523	428973	0	74250	174503	299898	109341	0	0	0	222	687695	
29953													0		58593	4192	79919	4249		6472		16452	31799	0	10497	9115	12458	6596	0	3480	0	3138	13764	
30052													0		14015	0	23282	3476		1579		2745	9119	0	1293	1456	2060	0	2258	0	0	572	9262	
30418													136904	0	207757	1236	533812	2256	0	0	0	0	0	0	0	61591	272098	0	245824	63982	0	207757	18762	
30502													19632	74171	521820	0	814650	7709	0	74444	0	178597	203944	0	33075	66297	117407	30183	140382	69447	0	6332	398113	
30650													0	14000	76733	6154	126853	995		13245	0	20163	44491	0	13751	15621	21102	0	26678	1	0	1355	29271	
30810													0	18411446	56562674	0	70759256	6002061	0	209957	0	10371	0	0	49721	6463688	20464077	5078736	963405	1235734	45928220	10411245	14185466	
30874													56845	87428	653730	0	975695	7190	0	105180	0	265298	277462	0	55541	70623	239660	5192	261624	16090	0	8227	224068	
31134													0	10000	53955	0	116073	32930	2332	6929	0	22027	12736	0	21381	18082	19135	2819	5142	13686	224	9892	13555	
31255													9113	10168	249542	1464	457985	26908	0	45758	0	15810	145652	0	17561	87393	52541	1959	127199	29702	0	2894	163622	
31657													1449	0	44067	85	117402	0	4354	5645	0	14166	13773	0	19419	36700	21220	0	66447	0	0	6084	8398	
31826													0	0	139824	0	240887	24626		10104	0	69801	42038	0	12337	49489	42377	22313	12157	21456	0	15186	29256	
31835													7	5348	64061	4577	112408	340	32750	7790	0	5007	11135	0	13814	29606	14628	10816	1637	15459	0	6651	10903	
32234													15427		36425	0	100295	14380	2385	2929		14803	11364	0	18846	7907	10967	39123	0	669	0	1585	21687	
32766													0		17340	0	54010	12889		1926		3824	7978	0	4564	4936	5222	0	30	18193	0	3613	14124	
32971													0	10635	120461	0	200855	23733		11479	0	91221	15509	0	26653	14566	41093	11269	12242	14517	0	2252	65760	
33147													3982	5495	331859	0	418990	40550	26481	72169	0	72319	149584	1270	9504	117742	59100	11082	0	8788	0	10237	171780	
33259													4539	0	395541	0	538591	36917	0	32380	0	40551	275483	1750	12176	58662	162968	38054	0	2701	0	1074	235512	
33268													1599	0	28548	0	157024	2330	6216	5044	0	5847	9746	0	15018	23939	20084	2935	61133	48290	0	2410	44067	
33370													0		18089	0	31682	3067		0		15016	2963	0	3465	4925	14016	6635	1956	0	0	31	2438	
33754													0		12617	0	31480	364		1842		2785	4123	0	3532	3574	6224	5078	0	8140	0	1930	6682	
33839													0		14399	506	32977	8245	1485	1378		6127	2500	0	8308	2018	8569	2933	0	4515	0	2881	6794	
33857													2378	9451	140959	0	161672	677	18296	37232	0	32500	54227	806	37417	20023	40183	0	7473	0	0	3738	22585	
34153													0	400	218022	0	397418	74941	9084	27147	0	31806	114021	0	6062	42071	92982	60564	14044	0	0	942	208920	
34359													0		14870	1588	32753	1490	2871	1490		3092	5821	0	2665	5607	6613	3497	2364	3371	0	1595	6994	
34425													6976	15000	242624	2312	319414	13318	447	14732	0	134019	73633	0	5865	51523	63370	7981	312	28234	1410	5810	137373	
34434													695	0	212876	1313	281529	0		15881	0	58336	111866	0	5757	40238	45667	3001	33851	10662	1330	8172	109568	
34452													799	0	58830	843	110208	2852		14687	0	26320	15336	232	26977	20362	24276	0	19893	21028	0	1763	13928	
34537													149606	50000	1231240	0	2132084	236852	453	47393	0	567244	560660	0	423240	179410	226882	1703	543764	9092	0	52114	488725	
34555													2750	3900	100876	486	219301	8035	10845	6493	0	22987	53688	1839	44596	34003	57546	10596	38812	44692	0	5273	30760	
34742													0	0	201044	6215	276875	8701	2852	16190	0	110127	65714	0	9838	62786	83031	7399	14718	4693	0	7594	71293	
34836													0		14869	0	26227	0		452		4826	6660	0	3149	9842	5262	6012	0	938	0	1548	1964	
35057													0	3529	74470	2871	108634	627	5909	6239	0	21849	31176	0	15395	15358	20594	3940	5371	7692	0	2791	27225	
35301	8993485	2851220	7943999	185084400	24852160	4861706	1218636	1585912	39548438	70872026	1499275	92694523			8661652				0	24102		0	426975		921261	6506121	0				0	143791	1061918	
35570													160000	2136914	9035518	0	11182703	17506	0	130286	0	5173710	3728114	0	202840	1091141	2164885	3060	1480120	34032	0	3436	1243532	
35646													0		15189	1973	50323	2199		7427		2783	2698	0	2669	4235	8517	3164	436	19895	53	1013	14182	
35842													51	9000	147820	633	233575	7076	1234	16385	0	27781	50360	0	20790	63667	58380	4000	59262	4076	0	51032	49262	
35879													0	16000	151832	0	234767	6898		2072	0	137010	10358	0	15481	30918	84185	19638	21339	18368	135	2392	66081	
36054													2	18781	886602	2967	1280550	319538	3	159723	0	83353	622140	0	47644	142393	115344	0	551	425	10003	3942	787398	
36456													120		53006	0	98148	8495	23230	4094		4558	18581	0	18128	13419	17827	14405	4289	13237	0	1642	28552	
36933													0	55	55776	2055	84701	10107	3687	3820	0	26400	16022	0	6537	18522	19263	502	6963	1638	0	6166	10527	
37051													0		50719	0	66404	3586	7176	10076		8022	29051	0	3614	13914	44884	501	365	7761	14	868	17120	
37341													0		25987	4291	34044	1496		1463		14139	7109	0	1821	7192	9772	0	0	736	0	2050	4091	
37378													0	0	122660	0	164494	18343	15205	21681	0	5443	79573	0	31080	19967	25449	4356	5209	3666	319	944	35675	
37435													0	0	511416	0	1038357	115195	148	27976	0	192166	263057	0	43433	171247	223149	51012	210593	39382	0	19907	452951	
37640													22587	55316	1094624	0	1910742	65563	37051	260915	0	199387	557948	26801	530046	102043	262406	4834	528147	62645	4941	21222	454347	
37659													0		30145	3234	41237	250	6467	3316		2844	8086	0	5911	7944	9645	1652	0	2495	0	6603	4788	
37743													0		57990	0	90813	342		11881		9429	28382	0	12590	13471	12242	300	12578	12891	153	902	31137	
37949													7012	3255	94881	0	214355	4223	21280	24985	0	8692	32906	1766	45659	25257	21571	26449	40222	35928	351	1299	66389	
38535													2516	0	179518	0	336454	207	0	20209	0	48687	101413	193	29112	40371	67920	1086	70768	1939	0	4776	140917	
38740													0	10000	105802	0	180304	20939		5729	0	53814	35473	0	29821	30498	39518	5020	30622	4874	0	9779	38948	
39327													4910	0	235050	31749	417043	10346	299	11034	0	70861	147802	0	12069	37437	51003	98044	0	6502	0	1706	154516	
39420													903	47495	866244	13937	1200172	6884	7	65535	0	190375	406931	0	38693	248779	249177	51644	138846	29681	0	194786	350847	
39475													0	1068	1325111	0	2228654	113444	56536	186546	0	229925	832174	0	225752	176607	304344	11631	453057	58899	945	9976	599508	
39756													4178	1401	332989	0	481908	249	27821	93748	0	66103	138448	0	48120	37101	62535	4044	23104	45569	0	8820	150038	
40033													0		28828	8319	64773	2389	173	2537		11755	10681	0	10664	7619	19028	4679	3455	2472	0	3355	7344	
40350													165		29644	312	47076	5640	6928	4781		9705	5824	0	3772	5269	11429	5254	0	2329	0	1938	7983	
40707													0	3083	172339	0	271645	39951		41456	0	61319	65453	0	16324	18272	54861	14312	18046	1457	0	2778	97123	
40855													0		48107	2795	80677	3704	12505	5026		4057	28415	0	7119	11236	18140	1251	8392	12706	10	1726	26017	
41245													749		25368	229	42324	1837	2510	1492		10336	8421	0	2283	4315	14805	3658	0	7862	25	2565	9424	
41553													0		23106	5221	90982	3341	8930	2224		3810	4267	32	33428	8060	14493	48797	6	4366	0	3762	11757	
41629													0	8676	136188	3702	166554	10116		6498	0	57624	50829	0	25636	26223	40066	1981	1584	3446	615	20293	15702	
41759													15		24756	1033	46979	1423	10293	3072		1547	8504	0	4036	7095	10736	3494	1705	9706	0	1341	13611	
41825													0	0	66756	7270	148076	0		1003	0	56074	9353	0	9898	2465	10271	47771	7210	0	0	200	65053	
41937													0		23467	5349	64986	36	9474	3476		4100	6257	0	8802	6563	10611	6234	12497	12512	63	645	25082	
41955													16		16622	1120	35929	509	10937	374		140	3298	0	8042	4539	7834	10283	5595	520	0	1873	6649	
42037													0		37450	0	65135	0		7619		8947	16774	0	11108	9729	14146	2252	6098	6366	0	2868	7819	
42055													0		40216	3490	65029	583	7774	7500		6776	13562	3798	8460	9669	17506	6146	4946	3771	0	807	7918	
