"IDRSSD"	RCONH275	RCONH276	RCONH277	RCONH278	RCONH279	RCONH280	RCONH281	RCONH282	RCONH283	RCONH284	RCONH285	RCONH286	RCONH287	RCONH288	RCONH290	RCONH291	RCONH292	RCONH293	RCONH294	RCONH295	RCONH296	RCONH297	RCONH298	RCONH299	RCONH300	RCONH301	RCONH302	RCONH303	RCONH304	RCONH307	RCONH308	RCONH309	RCONH310	RCONHJ74	RCONHJ75	RCONHJ76	RCONHJ77	RCONHJ78	RCONHJ79	RCONHJ80	RCONHJ81	RCONHJ82	RCONHJ83	RCONHJ84	RCONHJ85	RCONHJ86	RCONHJ87	RCONHJ88	RCONHJ89	RCONHJ90	RCONHJ91	RCONHJ92	RCONHJ93	RCONHJ94	RCONHJ95	RCONHJ96	RCONHJ97	RCONHJ98	RCONHJ99	RCONHK00	RCONHK01	RCONJA21	RCONJJ30	RCONJJ31	RCONJJ32	RCONS396	RCONS397	RCONS398	RCONS399	RCONS400	RCONS402	RCONS403	RCONS405	RCONS406	RCONS410	RCONS411	RCONS413	RCONS414	RCONS415	RCONS416	RCONS417	RCONS419	RCONS420	RCONS421	RCONS423	RCONS424	RCONS425	RCONS426	RCONS427	RCONS428	RCONS429	RCONS431	RCONS432	RCONS433	RCONS434	RCONS435	RCONS436	RCONS437	RCONS439	RCONS440	RCONS441	RCONS442	RCONS443	RCONS445	RCONS446	RCONS447	RCONS449	RCONS450	RCONS451	RCONS452	RCONS453	RCONS454	RCONS455	RCONS457	RCONS458	RCONS459	RCONS460	RCONS461	RCONS462	RCONS463	RCONS466	RCONS467	RCONS469	RCONS470	RCONS471	RCONS475	RCONS476	RCONS477	RCONS478	RCONS479	RCONS480	RCONS481	RCONS482	RCONS483	RCONS484	RCONS485	RCONS486	RCONS487	RCONS488	RCONS489	RCONS490	RCONS491	RCONS492	RCONS493	RCONS494	RCONS495	RCONS496	RCONS497	RCONS498	RCONS499	RCONS500	RCONS503	RCONS504	RCONS505	RCONS506	RCONS507	RCONS510	RCONS511	RCONS512	RCONS513	RCONS514	RCONS515	RCONS516	RCONS517	RCONS518	RCONS519	RCONS520	RCONS521	RCONS522	RCONS523	RCONS524	RCONS525	RCONS526	RCONS527	RCONS528	RCONS529	RCONS530	RCONS531	RCONS539	RCONS540	RCONS541	RCONS542	RCONS543	RCONS544	RCONS545	RCONS546	RCONS547	RCONS548	RCONS549	RCONS550	RCONS551	RCONS552	RCONS554	RCONS555	RCONS556	RCONS557	RCONS558	RCONS559	RCONS560	RCONS561	RCONS562	RCONS563	RCONS564	RCONS565	RCONS566	RCONS567	RCONS568	RCONS569	RCONS570	RCONS571	RCONS572	RCONS573	RCONS574	RCONS575	RCONS576	RCONS577	RCONS578	RCONS579	RCONS580	RCONS581	RCONS582	RCONS583	RCONS584	RCONS585	RCONS586	RCONS587	RCONS588	RCONS589	RCONS590	RCONS591	RCONS592	RCONS593	RCONS594	RCONS595	RCONS596	RCONS597	RCONS598	RCONS599	RCONS600	RCONS601	
150156																																																																																																																																																																																																																																																	
150727																																																																																																																																																																																																																											582029	0																					
151546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9916				0	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16562	0	0	15195	1367	0	0	0	0	0	0	0	0	0	0	38048	0	0	0	0	38048	0	0	0	0	237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-638	0	0	0	237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	237	0	0	0	0	0	0	0	0	0	0	948	0	0	0	0	58100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
151957																																																																																																																																																																																																																																																	
152057																																																																																																																																																																																																																											114680	0																					
152253																																																																																																																																																																																																																											110997	0																					
152431																																																																																																																																																																																																																											141572	0																					
152440																																																																																																																																																																																																																																																	
153054																																																																																																																																																																																																																											389637	0																					
153353																																																																																																																																																																																																																											555990	0																					
154154																																																																																																																																																																																																																																																	
154770																																																																																																																																																																																																																																																	
155759																																																																																																																																																																																																																																																	
156457																																																																																																																																																																																																																																																	
156635																																																																																																																																																																																																																																																	
156970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3788				13090	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54004	0	0	52358	1646	0	0	0	183	0	0	0	0	0	183	35900	0	1081	0	0	34819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12335	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	275	0	0	0	0	0	0	0	67798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
157155																																																																																																																																																																																																																																																	
157379																																																																																																																																																																																																																																																	
157650																																																																																																																																																																																																																																																	
157744																																																																																																																																																																																																																											150515	0																					
157856																																																																																																																																																																																																																																																	
158376																																																																																																																																																																																																																																																	
158741																																																																																																																																																																																																																																																	
159636																																																																																																																																																																																																																																																	
159645																																																																																																																																																																																																																											57116	0																					
159953																																																																																																																																																																																																																											71265	0																					
159971																																																																																																																																																																																																																											259792	0																					
160360																																																																																																																																																																																																																																																	
160454																																																																																																																																																																																																																											126899	0																					
160650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157026				0	0	0	0	0	2750	0	0	0	0	0	1023	0	0	0	1023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200516	0	0	183877	16639	30071	0	30071	4174	0	0	0	0	0	4174	448883	0	0	0	0	448883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-6210	34307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89135	17827	0	0	0	17448	379	9915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44601	0	0	0	0	0	0	0	0	0	0	66902	0	0	0	0	0	0	0	764838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
160959																																																																																																																																																																																																																																																	
161273																																																																																																																																																																																																																											1046849	0																					
161602																																																																																																																																																																																																																											2452060	0																					
162337																																																																																																																																																																																																																																																	
163343																																																																																																																																																																																																																																																	
163370																																																																																																																																																																																																																											380773	0																					
163549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6392	0	0	18612	7418	0	0	18612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202697				0	0	0	0	0	4694	0	0	0	0	0	8699	0	0	8699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120447	0	0	120447	0	3620	0	3620	3432	0	0	0	0	0	3432	943927	0	370	38728	0	904829	0	0	0	27957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24399	7052	6392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30354	6071	0	541	368	5162	0	0	55764	0	11753	0	0	762	0	10991	0	0	0	0	0	0	0	0	0	0	0	0	7052	6392	0	0	0	0	0	0	0	0	0	10578	15980	0	0	0	0	0	0	1147632	0	105	0	101521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
163857																																																																																																																																																																																																																																																	
164153																																																																																																																																																																																																																											64708	0																					
164331																																																																																																																																																																																																																																																	
164377																																																																																																																																																																																																																																																	
164957																																																																																																																																																																																																																																																	
164975																																																																																																																																																																																																																																																	
165039																																																																																																																																																																																																																																																	
165628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95750	30164	0	0	320563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2910798	0	0	0	0	0	0	-1085	0	51332	0	0	0	0	0	27334	0	3712	23622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2115826	0	2453	1346632	766741	9859	0	9859	30825	0	0	1081	0	0	29744	7151309	0	40386	68649	55906	6986368	0	0	0	1204935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1111297	39720	0	0	0	0	0	0	0	0	0	95003	95003	94824	0	0	0	0	179	0	0	726519	145304	0	0	6161	138422	720	11579	1184346	0	444273	0	0	444273	0	0	0	24797	0	0	0	24797	0	0	0	0	0	0	52019	0	0	0	0	0	0	0	0	0	0	78029	0	0	0	0	0	0	0	11023862	0	235891	837455	1232698	2831010	1210554	172540	60603	150703	22737	0	0	0	0	0	0	0	0	0	0	0	
165758																																																																																																																																																																																																																											82119	0																					
165806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	276710	0	0	0	0	0	0	0	0	7900	0	0	0	0	0	810	0	0	810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	332544	0	0	287505	45039	5550	0	5550	742	0	0	0	0	742	0	855285	0	0	30925	0	824360	0	0	0	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-4661	5550	0	0	0	0	0	0	0	0	0	5654	5654	5543	0	0	0	0	111	0	0	156074	31215	0	0	0	31215	0	0	2691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5550	0	0	0	0	0	0	0	0	0	0	8325	0	0	0	0	0	0	0	1217379	0	1689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
166111																																																																																																																																																																																																																											165592	0																					
166531																																																																																																																																																																																																																											248976	0																					
166652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56463				0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32337	0	0	32337	0	39428	0	39428	8074	0	0	0	0	0	8074	440912	0	4848	4788	0	431276	0	0	0	2399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-5990	47502	0	0	0	0	0	0	0	0	0	4837	4837	4837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47502	0	0	0	0	0	0	0	0	0	0	71253	0	0	0	0	0	0	0	579837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
166849																																																																																																																																																																																																																																																	
167453																																																																																																																																																																																																																											100562	0																					
167565																																																																											0	0																																																																																																																																																																					
167752																																																																																																																																																																																																																																																	
168357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32780				0	0	0	0	0	698	0	0	0	0	0	210	0	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20883	0	129	19781	973	3046	0	3046	1658	0	72	0	0	0	1586	77914	0	337	2249	0	75328	0	0	0	4554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3960	4640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1985	397	0	0	0	397	0	1493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6133	0	0	0	0	0	0	0	0	0	0	9200	0	0	0	0	0	0	0	115272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
168571																																																																																																																																																																																																																											109347	0																					
169327																																																																																																																																																																																																																											361293	0																					
169354																																																																																																																																																																																																																											141104	0																					
169653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1590164				0	0	0	1143	0	31740	0	0	0	0	0	75532	0	13739	61793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1079376	0	3124	812253	263999	10182	0	10182	12941	0	0	0	0	0	12941	2546674	0	11704	954	1254	2532762	0	0	0	79820	0	0	0	0	0	0	0	204358	204358	0	46996	0	0	0	0	0	0	885	885	0	178	0	0	0	0	0	0	279978	23123	24349	0	0	0	0	0	0	0	0	3616	3616	3616	0	0	0	0	0	0	0	247819	49564	0	0	0	49564	0	0	495958	0	59365	33542	0	0	0	25823	0	0	0	0	0	0	0	0	0	0	0	0	23123	24349	0	0	0	0	0	0	0	0	0	34685	60873	0	0	0	0	0	0	4340654	0	185733	604937	535624	0	0	0	0	0	0	0	11891	19771	0	0	0	0	0	0	0	0	
169756																																																																																																																																																																																																																											248607	0																					
170257																																																																																																																																																																																																																											30232	0																					
170275																																																																																																																																																																																																																											110333	0																					
170332																																																																																																																																																																																																																																																	
170640																																																																																																																																																																																																																																																	
171133																																																																											0	0																																																																																																																																																																					
171656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20251				0	0	0	0	0	374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30158	0	0	21763	6846	3029	0	3029	46	0	0	0	0	46	0	54138	0	98	1007	0	53033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	64	0	794	0	-556	3029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6255	1251	0	0	625	626	0	0	3447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3029	0	0	0	0	0	0	0	0	0	0	4544	0	0	0	0	0	0	0	87479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
171759																																																																																																																																																																																																																																																	
171768																																																																																																																																																																																																																											732244	0																					
172251																																																																																																																																																																																																																																																	
172457																																																																																																																																																																																																																																																	
172475																																																																																																																																																																																																																											317420	0																					
172859																																																																																																																																																																																																																											128384	0																					
173306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1664	1664	0	0	1664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80439				0	0	0	0	0	2261	0	0	0	0	0	220	0	0	220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147781	0	0	133284	14497	777	0	777	0	0	0	0	0	0	0	114112	0	5996	14547	569	93000	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274	270	4	0	1359	-580	779	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12935	2587	0	1354	497	736	0	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	990	0	0	81	0	0	0	4	0	0	0	1485	0	0	324	0	0	0	50	242777	0	4319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
173342																																																																																																																																																																																																																											51669	0																					
173557																																																																																																																																																																																																																																																	
173575																																																																																																																																																																																																																																																	
173641																																																																																																																																																																																																																																																	
173959																																																																																																																																																																																																																											33960	0																					
174321																																																																																																																																																																																																																											75375	0																					
174367																																																																																																																																																																																																																																																	
174572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2483	2483	0	0	2483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1112942				0	0	0	0	0	37881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3030664	0	38824	2782044	209796	31231	0	31231	11144	0	0	0	0	0	11144	3181100	0	4736	0	0	3176364	0	0	0	37840	0	0	0	0	0	0	0	4274	4274	0	0	5208	0	0	0	0	0	33	33	0	0	33	0	0	0	0	0	8828	42505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	576001	115200	0	0	0	115200	0	0	0	0	29814	0	0	5505	0	24309	0	0	0	0	0	0	0	0	0	0	0	0	42505	0	0	0	0	0	0	0	0	0	0	63758	0	0	0	0	0	0	0	6015493	0	0	299890	435353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
175056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29708				0	0	0	0	0	286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48977	0	0	43401	5576	0	0	0	909	0	0	0	0	0	909	198219	0	4140	2271	3491	188317	0	0	0	2434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	994	0	0	0	0	0	0	0	0	0	0	1491	0	0	0	0	0	0	0	240886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
175140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	592	592	0	0	592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91646				140	0	0	0	0	2897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67249	0	0	65831	1418	6014	0	6014	2924	0	557	0	0	0	2367	231133	0	6312	0	0	224821	0	0	0	5167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1126	1126	0	14079	0	4393	8381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8381	0	0	0	0	0	0	0	0	0	0	12572	0	0	0	0	0	0	0	330328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
175458																																																																																																																																																																																																																																																	
175609																																																																																																																																																																																																																											103569	0																					
176101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7291	7291	0	0	7291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274926				0	0	0	0	0	5345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	259548	0	0	256731	2817	0	0	0	1256	0	0	0	0	0	1256	677769	0	0	0	0	677769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-8136	1256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191346	38269	0	0	395	37874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1256	0	0	0	0	0	0	0	0	0	0	1884	0	0	0	0	0	0	0	966400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
176325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35577				0	0	0	0	0	902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39036	0	0	38132	895	0	0	0	0	0	0	0	0	0	0	101915	0	4008	0	0	97907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8702	1740	0	0	177	1563	0	0	1840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
176437																																																																																																																																																																																																																																																	
176464																																																																																																																																																																																																																											611441	0																					
176642																																																																																																																																																																																																																																																	
177135																																																																																																																																																																																																																																																	
177443																																																																																																																																																																																																																																																	
177500																																																																																																																																																																																																																																																	
177555																																																																																																																																																																																																																											11378	0																					
177751																																																																																																																																																																																																																											844026	0																					
177920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	100	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102916				0	0	0	0	0	-2832	0	0	0	0	0	513	0	0	513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	401109	0	0	252953	148156	49568	0	49568	5298	0	0	0	0	0	5298	542025	0	0	0	0	542025	0	0	0	17044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4968	54866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13953	2791	0	0	358	2433	0	0	158642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54866	0	0	0	0	0	0	0	0	0	0	82299	0	0	0	0	0	0	0	1014895	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
178150																																																																																																																																																																																																																																																	
178244																																																																																																																																																																																																																																																	
178356																																																																																																																																																																																																																																																	
178851																																																																																																																																																																																																																																																	
179148																																																																																																																																																																																																																																																	
179335																																																																																																																																																																																																																																																	
179700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	784	784	0	0	784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108860				0	0	0	0	0	3292	0	0	0	0	0	64	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231432	0	0	208358	23074	4528	0	4528	1135	0	0	0	0	0	1135	186400	0	260	0	0	186140	0	0	0	1071	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-23	5668	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10979	2196	0	0	773	1422	0	0	835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5668	0	0	24	0	0	0	0	0	0	0	8502	0	0	96	0	0	0	0	404448	0	1917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
180144																																																																																																																																																																																																																											76585	0																					
180443																																																																																																																																																																																																																											37942	0																					
180537																																																																																																																																																																																																																																																	
180845																																																																																																																																																																																																																																																	
181963																																																																																																																																																																																																																																																	
182353																																																																																																																																																																																																																																																	
182951																																																																																																																																																																																																																											314408	0																					
183668																																																																																																																																																																																																																											608035	0																					
183770																																																																																																																																																																																																																											421133	0																					
183958																																																																																																																																																																																																																																																	
184142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	343	343	0	0	343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195004				0	0	0	0	0	-2795	0	0	0	0	0	1924	0	0	1924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145790	0	0	145790	0	0	0	0	679	0	0	0	0	679	0	252371	0	0	1734	0	250637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-3081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49700	9940	0	0	0	9940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	456167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
184656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106687				0	0	0	0	0	3579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13016	0	0	13016	0	0	0	0	20	0	0	0	0	0	20	35956	0	0	0	0	35956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3098	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9314	1863	0	0	0	1863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	73932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
184759																																																																																																																																																																																																																											34162	0																					
185251																																																																																																																																																																																																																																																	
185448																																																																																																																																																																																																																																																	
185859																																																																																																																																																																																																																																																	
