"IDRSSD"	RCFDS483	RCFDS484	RCFDS485	RCFDS486	RCFDS487	RCFDS488	RCFDS489	RCFDS490	RCFDS491	RCFDS492	RCFDS493	RCFDS494	RCFDS495	RCFDS496	RCFDS497	RCFDS498	RCFDS499	RCFDS500	RCFDS503	RCFDS504	RCFDS505	RCFDS506	RCFDS507	RCFDS510	RCFDS511	RCFDS512	RCFDS513	RCFDS514	RCFDS515	RCFDS516	RCFDS517	RCFDS518	RCFDS519	RCFDS520	RCFDS521	RCFDS522	RCFDS523	RCFDS524	RCFDS525	RCFDS526	RCFDS527	RCFDS528	RCFDS529	RCFDS530	RCFDS531	RCFDS539	RCFDS540	RCFDS541	RCFDS542	RCFDS543	RCFDS544	RCFDS545	RCFDS546	RCFDS547	RCFDS548	RCFDS549	RCFDS550	RCFDS551	RCFDS552	RCFDS554	RCFDS555	RCFDS556	RCFDS557	RCFDS558	RCFDS559	RCFDS560	RCFDS561	RCFDS562	RCFDS563	RCFDS564	RCFDS565	RCFDS566	RCFDS567	RCFDS568	RCFDS569	RCFDS570	RCFDS571	RCFDS572	RCFDS573	RCFDS574	RCFDS575	RCFDS576	RCFDS577	RCFDS578	RCFDS579	RCFDS580	RCFDS581	RCFDS582	RCFDS583	RCFDS584	RCFDS585	RCFDS586	RCFDS587	RCFDS588	RCFDS589	RCFDS590	RCFDS591	RCFDS592	RCFDS593	RCFDS594	RCFDS595	RCFDS596	RCFDS597	RCFDS598	RCFDS599	RCFDS600	RCFDS601	RCFDS602	RCFDS603	RCFDS604	RCFDS605	RCFDS606	RCFDS607	RCFDS608	RCFDS609	RCFDS610	RCFDS611	RCFDS612	RCFDS613	RCFDS614	RCFDS615	RCFDS616	RCFDS617	RCFDS618	RCFDS619	RCFDS620	RCFDS621	RCFDS622	RCFDS623	RCON2170	RCON3123	RCON3128	RCONA222	RCONB704	RCOND957	RCOND958	RCOND959	RCOND960	RCOND961	RCOND962	RCOND963	RCOND964	RCOND965	RCOND967	RCOND968	RCOND969	RCOND970	RCOND971	RCOND972	RCOND973	RCOND974	RCOND976	RCOND977	RCOND978	RCOND979	RCOND980	RCOND981	RCOND982	RCOND983	RCOND984	RCOND985	RCOND987	RCOND988	RCOND989	RCOND990	RCOND991	RCOND992	RCOND993	RCOND994	RCOND995	RCOND996	RCOND997	RCOND998	RCOND999	RCONG603	RCONG604	RCONG605	RCONG606	RCONG607	RCONG608	RCONG609	RCONG610	RCONG611	RCONG612	RCONG613	RCONG614	RCONG615	RCONG616	RCONG617	RCONG618	RCONG619	RCONG620	RCONG621	RCONG622	RCONG623	RCONG624	RCONG625	RCONG626	RCONG627	RCONG628	RCONG629	RCONG630	RCONG631	RCONG632	RCONG633	RCONG634	RCONG635	RCONG636	RCONG637	RCONG641	RCONG642	RCONH171	RCONH172	RCONH173	RCONH174	RCONH175	RCONH176	RCONH177	RCONH178	RCONH179	RCONH180	RCONH181	RCONH182	RCONH185	RCONH186	RCONH187	RCONH188	RCONH191	RCONH193	RCONH194	RCONH195	RCONH196	RCONH197	RCONH198	RCONH199	RCONH200	RCONH270	RCONH271	RCONH272	RCONH273	
44040																																																																																																																																		330397	4727	0	1839	231043	18311	11514	6797	0	0	0	0	0	0	4356	75049	11235	0	1126	0	1126	0	0	0	0	0	0	14857	12	1575	0	13270	15882	84547	51317	181997	120	120	0	0	0	120	124	62	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3613	1807	0	0	0	1807	15882	84547	51317	187683	0	16909	25659	187683	229204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	
44433																																																																																																																																		362311	5261	0	2026	280979	6531	2915	3616	0	0	0	0	0	0	11942	34035	889	0	0	0	0	0	0	0	0	0	0	7436	1218	1838	687	3005	19296	39651	82323	225792	0	0	0	0	0	0	15	8	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18509	9255	0	0	8696	559	19296	39651	91019	227539	0	7930	45510	227539	278953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	
44741																																																																																																																																		486622	4680	0	0	390081	22683	19283	3400	0	0	0	0	0	0	0	85834	11518	642	0	0	0	0	0	0	0	0	0	12397	0	2358	258	9781	19283	91592	57480	319385	2096	2096	0	0	0	2096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38863	19432	0	0	0	19432	19283	91592	57480	342609	0	18318	28740	342609	390081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	
44750																																																																																																																																		143575	2087	0	612	118035	6154	4311	1843	0	0	0	0	0	0	636	10918	1328	2019	75	0	75	0	0	0	0	0	0	15848	0	261	13	12702	6475	13097	36326	80109	540	540	0	0	0	540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1504	752	0	0	0	752	6475	13097	36326	82230	0	2619	18163	82230	117423	0	0	0	0	0	0	0	0	0	1528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	
44929																																																																																																																																		150742	1034	0	147	70990	24379	20813	1946	1620	0	0	0	0	0	15871	10890	2210	0	1093	0	1093	0	0	0	0	0	0	13441	316	866	0	4407	37000	14795	55149	36566	136	136	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3381	1691	0	0	0	1691	37000	14795	55149	38393	0	2959	27575	38393	70843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	
45038																																																																																																																																		152200	1868	0	569	103895	6610	4162	2448	0	544	0	544	0	0	1164	52340	1556	62	0	0	0	0	0	0	0	0	0	5551	31	371	23	5126	5357	55703	6392	83814	108	108	0	0	0	108	10	5	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1432	716	0	0	0	716	11759	55703	6392	86600	0	11141	3196	86600	103326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	
45047																																																																																																																																		187002	2084	0	315	141578	5047	3631	1416	0	0	0	0	0	0	1225	22974	0	0	0	0	0	0	0	0	0	0	0	11750	490	159	202	5907	8077	24549	40490	109805	0	0	0	0	0	0	256	128	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7228	3614	0	0	0	3614	8077	24549	40490	114650	0	4910	20245	114650	141263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	
45056																																																																																																																																		87546	518	0	0	56387	13853	10291	3562	0	7391	0	0	7391	0	3720	2405	1645	0	8878	0	8878	0	0	0	0	0	0	1636	0	0	0	1636	14011	14845	12173	47018	210	210	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14011	14845	12173	47331	0	2969	6087	47331	56387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	
45430																																																																																																																																		122569	417	0	0	63695	1020	602	418	0	9379	0	5756	3623	0	0	28717	0	0	11263	0	11263	0	0	0	0	0	0	5702	0	664	0	3152	602	47364	43638	29270	17	17	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1392	696	0	0	175	521	602	47364	43813	30429	0	9473	21907	30429	63695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	
45458																																																																																																																																		144566	1649	0	342	104564	5849	4415	1434	0	0	0	0	0	0	2336	24836	2208	0	1425	0	1425	0	0	0	0	0	0	8219	33	1013	199	5763	7491	30504	25077	78335	730	730	0	0	0	730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1727	864	0	0	28	836	7491	30504	25266	82835	0	6101	12633	82835	104222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1647	20	0	
45551																																																																																																																																		948772	9582	0	0	818355	32169	9962	22207	0	0	0	0	0	0	15499	84668	4879	0	0	0	0	0	0	0	0	0	0	57718	665	2702	391	43383	26376	112122	69318	736474	1829	1829	0	0	0	1829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	750	750	0	0	750	0	21649	10825	0	0	1435	9390	26376	112122	71503	747693	0	22424	35752	747693	818355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	
45560																																																																																																																																		1954112	13050	0	0	1452911	201645	78383	123262	0	104013	2139	97874	0	4000	29248	154413	2078	8110	0	0	0	0	0	0	0	0	0	88204	0	1645	0	95631	109770	386117	459274	1005576	6904	6904	0	0	0	6904	5977	2989	0	0	0	2989	0	0	0	0	0	0	0	0	0	0	0	0	1364	1364	0	0	0	1364	201908	100954	0	0	0	100954	109770	386117	461770	1120734	0	77223	230885	1120734	1452911	1696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	
45775																																																																																																																																		180163	802	0	0	111849	23143	19389	3754	0	0	0	0	0	0	352	16616	303	0	0	0	0	0	0	0	0	0	0	7843	0	439	0	7404	19741	20809	68535	70391	0	0	0	0	0	0	22	11	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2631	1316	0	0	1310	6	19741	21010	69845	70408	0	4202	34923	70408	111849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	
46053																																																																																																																																		214875	2431	0	357	165908	11051	8645	2406	0	0	0	0	0	0	1956	42513	0	0	3871	0	3871	0	0	0	0	0	0	17784	0	2465	0	15319	10601	91902	0	112709	1183	1183	0	0	0	1183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5106	2553	0	0	0	2553	10601	91902	0	119151	0	18380	0	119151	165551	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	
46941																																																																																																																																		137050	1568	0	238	106471	9178	7174	625	0	2091	399	1692	0	0	738	12562	1650	0	0	0	0	0	0	0	0	0	0	7603	0	516	0	4367	8311	15395	24488	87366	96	96	0	0	96	0	96	48	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8311	15395	24584	88233	0	3079	12292	88233	106233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	
47247																																																																																																																																		460693	3340	0	0	339693	42853	29571	13282	0	1546	0	1546	0	0	1641	33747	1494	0	10500	0	10500	0	267	0	0	0	267	39338	2039	3175	291	33833	34716	62250	130306	229993	733	733	0	0	0	733	256	128	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	3593	3593	0	0	3593	0	31813	15907	0	0	0	15906	34716	62250	133969	250919	0	12450	66985	250919	339693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	
47256																																																																																																																																		44642	347	0	0	29605	10264	1673	8591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	918	0	58	0	853	1673	8915	14225	20169	0	0	0	0	0	0	83	42	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1673	8915	14225	20446	0	1783	7113	20446	29605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	
47452																																																																																																																																		63261	1202	0	835	29334	13784	13150	634	0	0	0	0	0	0	8111	0	0	0	0	0	0	0	0	0	0	0	0	336	85	9	68	174	21346	643	27611	14677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2454	1227	0	0	1227	0	21346	643	29055	14677	0	129	14528	14677	28499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	
47500																																																																																																																																		437216	3899	0	67	319185	18315	16795	1520	0	0	0	0	0	0	8876	19520	12151	6565	0	0	0	0	0	0	0	0	0	14738	54	2160	671	11523	25725	25140	267229	102534	0	0	0	0	0	0	78	39	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	22868	22868	0	0	22868	0	26935	13468	0	0	6668	6800	25725	25140	296765	110661	0	5028	148383	110661	319118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	
48057																																																																																																																																		103685	788	0	0	77393	3005	1420	1540	45	0	0	0	0	0	12125	11542	4177	560	5045	0	5045	0	0	0	0	0	0	6200	38	215	75	5306	13715	18342	11898	59842	0	0	0	0	0	0	0	0	0	0	0	0	65	13	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13715	18342	11898	61404	0	3668	5949	61404	77393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	
48150																																																																																																																																		33232	158	0	0	18752	8666	8516	150	0	0	0	0	0	0	2914	934	0	0	1030	0	1030	0	0	0	0	0	0	611	0	0	0	611	11430	2114	3264	16552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	283	142	0	0	0	142	11430	2114	3264	16694	0	423	1632	16694	18752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	
48374																																																																																																																																		1416850	11097	0	551	843651	188962	143913	45049	0	0	0	0	0	0	0	67365	3292	217	13382	0	13382	0	0	0	0	0	0	99975	605	13362	278	50398	144518	518512	67686	652510	663	663	0	76	0	587	250	125	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	64	0	0	0	64	44067	22034	0	2377	675	18982	145390	521541	68887	688165	0	104308	34444	688165	843100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	
48440																																																																																																																																		129175	1032	0	0	111258	7230	2700	4530	0	867	0	867	0	0	740	24044	3471	12	0	0	0	0	0	0	0	0	0	5894	0	228	0	5666	4925	35290	33963	54022	60	60	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	29247	29247	0	0	0	29247	516	516	0	0	0	516	683	342	0	0	0	342	4925	35290	33963	85178	0	7058	16982	85178	111258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	
49054																																																																																																																																		210248	2817	0	524	183329	14883	13730	1153	0	0	0	0	0	0	892	12158	0	1008	0	0	0	0	0	0	0	0	0	5409	0	817	46	4511	14622	14128	17538	157159	0	0	0	0	0	0	596	298	0	0	0	298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14622	14128	17538	157457	0	2826	8769	157457	182805	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	
49148																																																																																																																																		104427	676	0	0	58681	8370	751	7619	0	0	0	0	0	0	5514	40371	300	0	0	0	0	0	0	0	0	0	0	5027	60	114	0	4853	6325	48104	4693	45649	77	77	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	469	235	0	0	0	235	6325	48104	4693	46713	0	9621	2347	46713	58681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	
49241																																																																																																																																		860104	6324	0	0	759132	20118	18339	1779	0	42298	0	40021	2277	0	0	39996	2383	14880	0	0	0	0	0	0	0	0	0	68315	3120	2507	0	47833	21459	84303	105115	615475	1208	1208	0	0	0	1208	1048	524	0	0	0	524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33284	16642	0	0	0	16642	21459	84303	105115	646263	0	16861	52558	646263	759132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	
49652																																																																																																																																		148184	2425	0	1168	100632	6397	0	6397	0	0	0	0	0	0	511	43279	903	365	9445	0	9445	0	0	0	0	0	0	7601	0	0	0	7019	511	59121	18377	71400	10	10	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7833	3917	0	0	0	3917	511	59121	18377	77291	0	11824	9189	77291	99464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	
49858																																																																																																																																		137980	932	0	0	96931	20274	1775	18499	0	0	0	0	0	0	3568	0	4463	0	0	0	0	0	0	0	0	0	0	14129	0	0	0	10649	5343	18499	40099	69766	0	0	0	0	0	0	160	80	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1590	795	0	0	0	795	5343	18499	40099	70641	0	3700	20050	70641	96931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	
49951																																																																																																																																		117504	959	0	0	103808	7130	4031	3099	0	0	0	0	0	0	0	6352	0	0	2488	0	2488	0	0	0	0	0	0	2895	0	187	0	2708	4990	12126	11115	86143	365	365	0	0	0	365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5386	2693	0	0	0	2693	4990	12126	11115	89694	0	2425	5558	89694	103808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	
50144																																																																																																																																		93162	495	0	0	42068	3519	2565	954	0	53306	3017	38353	11936	0	0	0	0	0	2038	0	2038	0	0	0	0	0	0	4862	17	128	209	4508	6149	41473	26717	19318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	310	155	0	0	0	155	6149	41473	26717	20414	0	8295	13359	20414	42068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	
50461																																																																																																																																		77392	4188	0	3420	69457	8424	8424	0	0	0	0	0	0	0	0	0	0	0	12000	0	12000	0	0	0	0	0	0	5820	0	0	0	5820	8424	12000	0	61157	5900	5900	0	0	0	5900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8424	12000	0	67057	0	2400	0	67057	66037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	
50872																																																																																																																																		149382	1097	0	0	94988	5146	2222	2924	0	0	0	0	0	0	11091	2758	2109	0	0	0	0	0	0	0	0	0	0	7260	9	2904	317	2005	13322	8586	81335	39573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4070	2035	0	0	70	1965	13322	8586	81634	42057	0	1717	40817	42057	94988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	
51253																																																																																																																																		581088	6040	0	1368	373761	35501	4525	30976	0	0	0	0	0	0	1	1538	0	0	38961	0	38961	0	0	0	0	0	0	49591	10	1693	1672	36486	6602	83571	290154	193720	217	217	0	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21457	10729	0	0	0	6702	6602	83788	290167	200661	0	16758	145084	200661	372393	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	
51356																																																																																																																																		70177	293	0	0	25214	25277	0	25277	0	0	0	0	0	0	0	8979	0	0	20918	0	20918	0	0	0	0	0	0	695	0	0	0	695	0	55174	3221	11758	0	0	0	0	0	0	289	145	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55174	3221	12077	0	11035	1611	12077	25214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	
51459																																																																																																																																		273144	1534	0	0	152691	13652	9545	4107	0	0	0	0	0	0	20731	101477	0	251	0	0	0	0	0	0	0	0	0	15450	79	924	68	13027	30920	107561	21709	111103	253	253	0	0	0	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2817	1409	0	0	0	1409	30920	107561	21709	119425	0	21512	10855	119425	152691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	
51842																																																																																																																																		398310	13508	0	9016	359291	35853	29091	6762	0	0	0	0	0	0	436	25721	1357	12	0	0	0	0	0	0	0	0	0	19887	12	368	36	19389	29539	34931	37748	308643	388	388	0	0	0	388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41405	20703	0	180	1127	19395	29539	35266	39315	331854	0	7053	19658	331854	350275	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	
52719																																																																																																																																		3209381	0	0	0	679348	3073805	0	3073805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135576	6402	0	129174	0	6402	3073805	129174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6402	3073805	129174	0	0	614761	64587	0	679348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	
52951																																																																																																																																		263177	3781	0	1139	211386	8887	3177	5710	0	0	0	0	0	0	2514	23929	5458	0	3164	0	3164	0	0	0	0	0	0	6321	0	272	0	5689	9460	33075	44794	175084	84	84	0	0	0	84	1093	547	0	0	0	547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9460	33075	44794	177209	0	6615	22397	177209	210247	0	0	0	0	0	0	0	0	3769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	
53051																																																																																																																																		76958	400	0	0	43295	11446	6696	4750	0	24135	0	22620	1515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1020	0	0	0	1015	6696	29209	13700	26767	75	75	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4177	2089	0	0	0	2089	6696	29209	13700	29111	0	5842	6850	29111	43295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	
54058																																																																																																																																		399874	8077	0	4363	297126	4239	1043	3196	0	0	0	0	0	0	2527	87533	267	0	11134	0	11134	0	0	0	0	0	0	9855	0	588	415	8852	3570	102451	86452	209959	544	544	0	0	0	544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	613	307	0	0	0	307	3570	102451	86452	215806	0	20490	43226	215806	292763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	
54656																																																																																																																																		1077439	2614	0	0	439846	32941	30595	2346	0	0	0	0	0	0	13017	576147	198445	0	0	0	0	0	0	0	0	0	0	44806	0	986	0	32492	54574	580100	238076	170291	430	430	0	0	0	430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	34	0	0	0	0	36338	18169	0	0	0	18169	54574	580100	238076	191639	0	116020	119038	191639	439846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	
54973																																																																																																																																		7233017	53355	0	0	4868234	178398	117786	60612	0	139451	0	139451	0	0	202823	939324	0	87290	0	0	0	0	0	0	0	0	0	602235	689	11201	8236	513968	321298	1156545	2779877	2907275	11890	11890	0	5005	0	6885	0	0	0	0	0	0	22	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	467284	233642	0	1287	2479	221301	436408	1162841	2785691	3155188	0	232568	1392846	3155188	4868234	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	
55336																																																																																																																																		394487	2775	0	0	283888	19571	15829	3742	0	0	0	0	0	0	3504	24129	17156	0	200	0	200	0	0	0	0	0	0	20292	0	0	0	20292	19333	28071	172897	174943	890	890	0	0	0	890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18774	9387	0	0	0	9130	19333	28071	172897	189371	0	5614	86449	189371	283888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	
55635																																																																																																																																		97321	1159	0	193	77266	9475	9090	385	0	0	0	0	0	0	3589	4920	0	0	0	0	0	0	0	0	0	0	0	2710	15	263	44	2388	13482	5568	9542	67962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	565	283	0	0	188	95	13482	5568	9748	68393	0	1114	4874	68393	77073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	
55653																																																																																																																																		130721	660	0	0	87664	11945	11852	93	0	0	0	0	0	0	5353	32068	0	0	0	0	0	0	0	0	0	0	0	2237	21	334	0	1882	17226	32495	10393	70857	90	90	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5865	2933	0	0	0	2933	17226	40015	10393	74432	0	8003	5197	74432	87664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	
55970																																																																																																																																		476816	5768	0	1277	363342	30028	28319	1709	0	0	0	0	0	0	23224	22971	0	0	0	0	0	0	0	0	0	0	0	35679	108	648	437	30595	51651	25328	130209	269928	0	0	0	0	0	0	226	113	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33766	16883	0	0	0	16883	51651	25328	130453	287264	0	5066	65227	287264	362065	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	
56258																																																																																																																																		215337	2532	0	582	156016	5171	3404	0	0	0	0	0	0	0	2443	52518	518	1618	0	0	0	0	0	0	0	0	0	5563	0	8	0	5555	5847	52526	48682	106106	234	234	0	0	0	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3572	1786	0	0	0	1101	5847	52526	48682	111753	0	10505	24341	111753	155434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	
56351																																																																																																																																		2408053	16907	0	0	1556341	300936	267861	33075	0	0	0	0	0	0	67380	401908	30845	2500	379	0	379	0	0	0	0	0	0	158452	5526	3529	1486	107337	340767	438891	395433	1182785	4527	4527	0	0	0	4527	1743	872	0	0	0	872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66267	33134	0	0	1956	29891	340767	438891	397524	1233137	0	87778	198762	1233137	1556341	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	
