"IDRSSD"	RCFD0211	RCFD0213	RCFD0416	RCFD1286	RCFD1287	RCFD1737	RCFD1738	RCFD1739	RCFD1741	RCFD1742	RCFD1743	RCFD1744	RCFD1746	RCFD1754	RCFD1771	RCFD1772	RCFD1773	RCFD1778	RCFD8496	RCFD8497	RCFD8498	RCFD8499	RCFD8782	RCFD8783	RCFDA248	RCFDA510	RCFDA511	RCFDA549	RCFDA550	RCFDA551	RCFDA552	RCFDA553	RCFDA554	RCFDA555	RCFDA556	RCFDA557	RCFDA558	RCFDA559	RCFDA560	RCFDA561	RCFDA562	RCFDB838	RCFDB839	RCFDB840	RCFDB841	RCFDB842	RCFDB843	RCFDB844	RCFDB845	RCFDB846	RCFDB847	RCFDB848	RCFDB849	RCFDB850	RCFDB851	RCFDB852	RCFDB853	RCFDB854	RCFDB855	RCFDB856	RCFDB857	RCFDB858	RCFDB859	RCFDB860	RCFDB861	RCFDC026	RCFDC027	RCFDC988	RCFDC989	RCFDG300	RCFDG301	RCFDG302	RCFDG303	RCFDG304	RCFDG305	RCFDG306	RCFDG307	RCFDG308	RCFDG309	RCFDG310	RCFDG311	RCFDG312	RCFDG313	RCFDG314	RCFDG315	RCFDG316	RCFDG317	RCFDG318	RCFDG319	RCFDG320	RCFDG321	RCFDG322	RCFDG323	RCFDG348	RCFDG349	RCFDG350	RCFDG351	RCFDG352	RCFDG353	RCFDG354	RCFDG355	RCFDG356	RCFDG357	RCFDG358	RCFDG359	RCFDG360	RCFDG361	RCFDG362	RCFDG363	RCFDG364	RCFDG365	RCFDG366	RCFDG367	RCFDG368	RCFDG369	RCFDG370	RCFDG371	RCFDG372	RCFDG373	RCFDG374	RCFDG375	RCFDHT50	RCFDHT51	RCFDHT52	RCFDHT53	RCFDHT58	RCFDHT59	RCFDHT60	RCFDHT61	RCFDK142	RCFDK143	RCFDK144	RCFDK145	RCFDK146	RCFDK147	RCFDK148	RCFDK149	RCFDK150	RCFDK151	RCFDK152	RCFDK153	RCFDK154	RCFDK155	RCFDK156	RCFDK157	RCON0211	RCON0213	RCON0416	RCON1286	RCON1287	RCON1737	RCON1738	RCON1739	RCON1741	RCON1742	RCON1743	RCON1744	RCON1746	RCON1754	RCON1771	RCON1772	RCON1773	RCON1778	RCON8496	RCON8497	RCON8498	RCON8499	RCON8782	RCON8783	RCONA248	RCONA510	RCONA511	RCONA549	RCONA550	RCONA551	RCONA552	RCONA553	RCONA554	RCONA555	RCONA556	RCONA557	RCONA558	RCONA559	RCONA560	RCONA561	RCONA562	RCONB838	RCONB839	RCONB840	RCONB841	RCONB842	RCONB843	RCONB844	RCONB845	RCONB846	RCONB847	RCONB848	RCONB849	RCONB850	RCONB851	RCONB852	RCONB853	RCONB854	RCONB855	RCONB856	RCONB857	RCONB858	RCONB859	RCONB860	RCONB861	RCONC026	RCONC027	RCONC988	RCONC989	RCONG300	RCONG301	RCONG302	RCONG303	RCONG304	RCONG305	RCONG306	RCONG307	RCONG308	RCONG309	RCONG310	RCONG311	RCONG312	RCONG313	RCONG314	RCONG315	RCONG316	RCONG317	RCONG318	RCONG319	RCONG320	RCONG321	RCONG322	RCONG323	RCONG348	RCONG349	
1669																																																																																																																																																		0	0	36220	9980	9899	0	0	0	0	0	0	0	0	37705	37811	57014	56450		29702	29865	0	0	0	0	19074	0	0	1700	17374	37480	22551	15050	0	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
1856																																																																																																																																																		0	0	24689	0	0	0	0	5006	5002	0	0	0	0	0	0	31930	31406		0	0	0	0	2864	2810	0	0	0	0	3996	0	0	4306	0	0	0	0	0	0	0	6818	16286																									0	0	0	0									0	0	0	0	0	0	16593	16354	0	0	0	0	0	0	0	0			
2040																																																																																																																																																		0	0	8466	0	0	0	0	1500	1428	0	0	0	0	0	0	39417	39349		0	0	25293	25424	0	0	733			2169	3435	5829	4833	13128	3273	235	577	41	0	1914	0	3287	628																									0	0	0	0									0	0	0	0	0	0	3935	3915	0	0	0	0	0	0	0	0			
2161																																																																																																																																																		0	0	2991	0	0	0	0	0	0	0	0	0	0	0	0	16146	16303		0	0	12325	12437	0	0	1054	0	0	0	1054	1838	2907	6638	0	0	0	0	221	3645	0	0	0																									0	0	0	0	0	0	554	559	0	0	3267	3307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
2376																																																																																																																																																		0	0	41841	0	0	15036	14926	0	0	0	0	0	0	335579	333066	35671	35013		0	0	0	0	0	0	10757			1750	8993	0	23872	13705	0	0	13	6	4027	197530	16893	56054	47747																									0	0	0	0	586	600	0	0	217864	216560	19	20	0	0	0	0	72801	71791	31692	31000	0	0	0	0	0	0	0	0			
2554																																																																																																																																																		0	0	0	0	0	0	0	916	861	0	0	0	0	250	250	1579	1520		250	250	663	659	375	364	320	0	0	692	125	253	224	476	0	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
2732																																																																																																																																																		0	0	34295	0	0	0	0	0	0	0	0	300	300	0	0	61595	61683		0	0	24799	24780	0	0	22917	0	0	6301	16916	31090	7376	0	0	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
2750																																																																																																																																																		0	0	3307	0	0	0	0	0	0	0	0	0	0	0	0	8460	8238		0	0	3026	3054	500	461	110	4000	3804	313	55	204	59	2830	313	0	256	404	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
3252																																																																																																																																																		0	0	73481	0	0	0	0	0	0	0	0	0	0	0	0	80751	80661		0	0	14749	14789	138	138	5005	0	0	17661	3081	9968	4460	6898	992	915	136	4463	1357	10116	891	16101	3621																									0	0	0	0									0	0	0	0	0	0	18309	18338	0	0	0	0	0	0	80	82			
3458																																																																																																																																																		0	0	6025	0	0	0	0	0	0	0	0	0	0	4669	4683	4192	4194		4669	4683	0	0	0	0	350			250	100	1502	428	3938	0	0	0	0	0	1999	570	77	0																									0	0	0	0									0	0	0	0	0	0	77	77	0	0	0	0	0	0	0	0			
3720																																																																																																																																																		0	0	26329	1501	1480	0	0	0	0	0	0	0	0	36	36	77580	76850		36	36	4561	4629	0	0	7384	0	0	1653	5949	27535	3966	4210	644	1	0	0	321	28709	3898	0	0																									0	0	0	0	0	0	164	163	0	0	32992	32766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
3971																																																																																																																																																		0	0	12200	0	0	0	0	12142	12277	0	0	0	0	0	0	57036	58220		0	0	0	0	13650	13905	2097	960	984	4048	2027	4209	2488	23653	0	0	70	113	451	10184	859	2359	6775																									0	0	0	0									0	0	0	0	0	0	8989	9133	0	0	0	0	0	0	1	1			
4156																																																																																																																																																		0	0	33982	0	0	0	0	0	0	0	0	0	0	0	0	38903	38575		0	0	18678	18541	0	0	5242	0	0	2788	2455	12945	10032	5602	272	0	0	367	0	2709	220	0	1187																									0	0	0	0									0	0	2921	2929	0	0	1177	1187	0	0	0	0	0	0	0	0			
4231																																																																																																																																																		0	0	23470	0	0	0	0	0	0	0	0	0	0	0	0	41757	41054		0	0	15133	14985	1998	1955	0	0	0	0	0	0	0	10211	6730	0	0	0	159	17008	6914	33	0																									0	0	0	0									0	0	0	0	0	0	33	33	0	0	0	0	0	0	0	0			
5069																																																																																																																																																		0	0	0	0	0	0	0	13236	15039	0	0	0	0	0	0	25591	27988		0	0	11355	11965	0	0	0	1000	984	9733	0	0	0	6026	11245	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
5135																																																																																																																																																		0	0	45257	0	0	0	0	0	0	0	0	0	0	0	0	59803	58933		0	0	4136	4197	17150	16325	36139			35643	496	882	500	21413	0	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
5210																																																																																																																																																		0	0	164002	0	0	0	0	0	0	0	0	0	0	26073	25871	161648	160949		0	0	9470	9530	0	0	11847			2871	8876	89827	33542	201	0	9	91	507	6422	36561	6393	0	1722																									0	0	0	0	0	0	932	947	19073	18912	29665	29963	0	0	0	0	0	0	760	738	0	0	0	0	0	0	0	0			
5461																																																																																																																																																		0	0	25784	991	1002	0	0	0	0	0	0	0	0	0	0	152703	152637		0	0	62319	62899	1000	996	1982	0	0	15795	1982	16103	8685	54839	17353	0	0	0	1057	16030	20792	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
5751																																																																																																																																																		0	0	29870	0	0	0	0	0	0	0	0	0	0	0	0	35633	36108		0	0	24080	24544	0	0	284	0	0	4076	284	911	496	14632	8221	989	0	22	119	0	1390	2984	1984																									0	3389	0	3412									0	0	0	0	0	0	2898	2920	0	0	0	0	0	0	0	0			
6039																																																																																																																																																		0	0	14511	0	0	0	0	0	0	0	0	0	0	0	0	21760	21684		0	0	1560	1597	3000	2992	6554	0	0	1048	5506	7123	4973	1525	570	0	0	0	0	939	0	0	0																									0	0	0	0	0	0	0	0	0	0	925	939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
