"IDRSSD"	RCFDJJ03	RCONJJ03	RIAD3123	RIAD4230	RIAD4605	RIAD5523	RIADB522	RIADC079	RIADC233	RIADC389	RIADC390	RIADC435	RIADC781	RIADJH88	RIADJH89	RIADJH90	RIADJH91	RIADJH92	RIADJH93	RIADJH94	RIADJH95	RIADJH96	RIADJH97	RIADJH98	RIADJH99	RIADJJ00	RIADJJ01	RIADJJ02	
72258			2465	90	48	0	2544	217	0																				
72351			1261	0	28	0	1243	10	0																				
72454			746	0	7	0	739	0	0																				
72678			1679	0	100	0	1622	43	0																				
73116			3837	40	88	0	3757	48	0																				
73152			937	6	2	0	934	5	0																				
73554			2566	0	70	0	2509	13	0																				
73956			616	0	117	0	625	126	0																				
74056			1063	45	2	0	1017	1	0			0	0																
74140			8037	-145	278	0	8375	471	0				0																
74403			5493	515	3	0	5039	64	0				209																
74449			80	0	1	0	79	0	0																				
75053			1658	-760	22	0	2399	3	0																				
75259			5744	1130	30	0	5312	728	0																				
75446			2942	30	6	0	2922	16	0																				
75455			680	0	1	0	679	0	0																				
75558			3570	2529	59	0	3634	2652	0																				
75633			775669	66516	68348	0	715345	74540	0			0	39538																
75651			609	30	22	0	609	52	0																				
76153			430	24	38	0	402	34	0			0	0																
76443			826	18	8	0	802	2	0																				
76854			4566	130	116	0	4637	317	0																				
77150			748	25	0	0	765	42	0			0	0																
77253			1587	150	32	0	1435	30	0																				
77422			1914	0	96	0	1818	0	0																				
77851			16195	825	191	0	15409	230	0			0	0																
78157			335	0	0	0	336	1	0																				
78241			477	0	2	0	479	4	0																				
78559			1016	-11	21	0	1006	0	0																				
79042			632	0	55	0	583	6	0				0																
79127			675	69	18	0	738	150	0				0																
79145			1955	0	528	0	1821	5	-389																				
79257			3	2	6	0	106	12	-99																				
79855			1010	59	5	0	992	46	0																				
80150			313	160	5	0	289	141	0																				
80374			396	135	0	0	261	0	0																				
80431			1067	187	9	0	1010	139	0																				
80552			108	3	0	0	105	0	0																				
81175			4445	345	2	0	4128	30	0																				
82033			2266	200	37	0	2062	33	0																				
82257			818	287	24	0	725	218	0																				
82350			231	42	13	0	279	103	0																				
82659			985	425	0	0	1019	459	0			0	0																
83151			1145	15	34	0	1097	1	0																				
83236			261	0	0	0	261	0	0																				
83375			7400	1127	144	0	6600	471	0																				
83638			57404	-1350	625	546	61762	3087	0			4048	0																
83834			1387	77	1	0	1353	44	0			0	0																
83852			88	10	2	0	77	1	0																				
83955			679	0	22	0	682	25	0																				
84046			205	0	1	0	204	0	0																				
84541			7699	75	513	0	7300	189	0																				
84804			637	55	2	0	602	22	0																				
85052			1075	50	0	0	1047	22	0																				
85454			1040	0	34	0	1045	39	0																				
85472			16135	976	588	0	16577	2006	0				0																
85931			2174	220	18	0	2027	91	0																				
86349			2913	119	34	0	2911	151	0																				
86554			407	13	158	0	244	8	0																				
86675			5326	-450	397	0	5528	149	0																				
87047			1119	56	1	0	1067	5	0																				
87159			981	45	14	0	945	23	0																				
87234			3462	75	45	0	3342	0	0																				
87476			6917	0	51	0	6866	0	0																				
87579			4327	0	4	0	4323	0	0				0																
88231			6481	50	93	0	6377	39	0			0	0																
88240			131	43	0	0	88	0	0																				
88259			734	10	0	0	725	1	0																				
88352			1306	0	6	0	1320	20	0				0																
88455			4247	240	4	0	4009	6	0																				
88950			692	33	0	0	659	0	0																				
89032		0	651	90	2	0	634	75	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
89135			927	-3	3	0	929	2	0																				
89854			1580	158	54	0	1541	173	0																				
89957			854	30	2	0	825	3	0																				
90047			200	0	0	0	200	0	0																				
90177			1008	123	3	0	926	44	0																				
90328			3818	514	54	0	3495	245	0																				
90337			11271	1500	411	0	10955	1595	0			0	0																
90579			3182	-12	0	0	3194	0	0																				
91615			841	16	2	0	825	2	0																				
91754			2721	30	7	0	2716	32	0			0	0																
91950			361	0	2	0	371	12	0																				
92144			212	0	9	0	203	0	0																				
92676			3106	11	11	0	3102	18	0				0																
92706			2190	162	66	0	2223	261	0																				
92902			130	0	0	0	130	0	0																				
93244			2723	0	4	0	2723	4	0																				
93543			4326	492	40	0	3893	99	0																				
93619			0	0	0	0	0	0	0			0	0																
94139			3351	530	165	0	3048	392	0																				
94522			5582	500	52	0	5207	177	0																				
94755			1758	340	3	0	1710	295	0																				
94858		0	1199	5	41	0	1192	39	0																				
95051			2936	816	182	0	3678	1740	0			0	19																
95677			911	-88	3	0	996	0	0																				
96553			1308	325	51	0	1039	107	0																				
97055			3281	60	3	0	3219	1	0																				
97279			306	57	23	0	244	18	0																				
97457			1015	69	8	0	946	8	0																				
97804			9948	300	52	0	9890	294	0																				
97943			1935	120	4	0	1817	6	0																				
98351			433	61	2	0	384	14	0																				
98463			5249	250	114	0	4886	1	0																				
98717			2233	0	0	0	2232	0	1			0	0																
99143			1450	100	29	0	1405	84	0																				
99255			871	90	0	0	781	0	0			0	0																
99376			16382	1042	290	0	15074	24	0				0																
99442			4566	145	445	0	4297	321	0																				
99536			4224	800	56	0	3575	207	0																				
99853			175	0	7	0	175	7	0																				
100236			4027	64	213	0	3890	140	0																				
100357			6108	654	144	0	5632	322	0																				
100562			32868	-1063	2368	0	32582	1019	0			0	10																
100777			3924	60	86	0	4577	799	0																				
100843			6355	935	62	0	5978	620	0																				
101019			54559	11741	4696	0	53935	15813	0			0	0																
101037			12782	0	262	0	12726	206	0				0																
101439			2531	90	34	0	2501	94	0				0																
101671			3189	0	67	0	3428	306	0				0																
101738			1322	147	103	0	1363	291	0																				
101952			1105	6	0	0	1103	4	0																				
102333			507	0	1	0	550	44	0																				
102342			2310	60	1	0	2252	3	0																				
102539			265	0	4	0	261	0	0																				
102557			702	80	0	0	724	102	0																				
102874			332	5	4	0	376	53	0				0																
103134			590	0	0	0	590	0	0			0	0																
103255			23689	550	1515	0	23867	2243	0			0	0																
103563			335	0	9	0	327	1	0																				
104234			346	15	43	0	293	5	0																				
104542			137	20	5	0	134	22	0																				
104971			230	0	0	0	281	51	0																				
105026			3043	500	114	0	3298	869	0																				
105222			1542	0	89	0	1521	68	0																				
105473			9199	150	22	0	9074	10	-37	0	0	0	0																
105530			978	45	33	0	915	15	0																				
106359			14606	1150	253	0	13689	486	0				0																
106452			3287	0	382	0	2992	87	0																				
106676			872	0	0	0	872	0	0																				
107244			106642	13450	3006	0	102265	12079	0			0	0																
107459			182	6	1	0	196	21	0																				
107570			2985	150	162	0	2857	184	0																				
107758			502	30	177	0	472	177	0																				
108072			1462	46	4	0	1421	9	0																				
108269			793	15	38	0	761	21	0																				
108652			204	4	0	0	200	0	0																				
108746			143	0	0	0	143	0	0																				
108951			3349	1525	28	0	2637	841	0																				
109136			1404	-235	273	0	1366	0	0																				
109154			661	12	10	0	639	0	0																				
109453			1167	100	2	0	1268	203	0																				
109574			3026	45	6	0	2978	3	0																				
109659			2511	30	24	0	2561	104	0																				
110413			3599	1080	1	0	4529	2011	0				0																
110936			4908	760	0	0	4900	752	0																				
110945			3237	15	539	0	2685	2	0																				
110972			122	30	1	0	135	44	0																				
111157			495	30	0	0	465	0	0			0	0																
111205			4983	467	47	0	4511	42	0																				
111942			3492	300	12	0	3312	132	0																				
111979			6743	0	51	0	6723	31	0																				
112163			15743	1150	107	0	14651	165	0				0																
112332			1008	55	45	0	1012	104	0																				
112444			4499	1983	504	0	4406	2394	0																				
112510			376	24	2	0	356	6	0																				
112556			534	18	1	0	516	1	0																				
112837			2148674	652396	571083	578	2147819	1222046	0	37401	0	0	0																
113003			1292	0	2	0	1291	1	0				0																
113030			2645	90	2	0	2573	20	0																				
113441			6090	218	301	0	5661	90	0																				
113601			9462	700	2	0	8771	11	0																				
113740			8188	750	212	0	7264	38	0				0																
113937			1960	82	69	0	2141	332	0																				
114149			2032	209	0	0	2113	290	0																				
114251			1009	20	65	0	940	16	0																				
114260			19500	122	330	0	19400	352	0			0	0																
114457			3450	-212	328	0	3425	91	0																				
114774			513	0	0	0	513	0	0																				
114840			3110	120	7	0	2997	14	0																				
114859			692	25	0	0	668	1	0																				
115146			753	0	17	0	752	16	0																				
115575			3414	400	26	0	3010	22	0																				
116358			304	24	0	0	280	0	0																				
116554			58	2	0	0	56	0	0																				
116741			1288	45	0	0	1291	48	0																				
117038			1198	0	13	0	1185	0	0			0	0																
117074			1611	0	1	0	1610	0	0																				
117458			5691	500	39	0	5156	4	0																				
117775			974	20	0	0	1032	78	0			0	0																
118156			1203	0	9	0	1207	13	0																				
118660			1410	0	0	0	1410	0	0																				
118736			2054	0	3	0	2108	57	0																				
119153			2480	60	78	0	2589	247	0				0																
119528			6580	450	97	0	6508	475	0																				
119779			7510	13	93	0	7590	186	0				0																
119872			2832	25	1	0	2806	0	0																				
120476			314	16	0	0	375	77	0																				
120542			3890	0	330	0	3719	159	0																				
120609			7147	500	90	0	6737	180	0				0																
120953			1368	0	0	0	1368	0	0																				
121642			23844	644	2538	0	24500	3838	0			0	0																
121651			626	0	26	0	633	33	0																				
121914			2871	75	28	0	2859	91	0																				
122153			211	44	11	0	228	72	0																				
122546			527	60	26	0	470	29	0																				
122854			51075	7963	131	0	44802	1821	0				42																
123075			711	0	0	0	711	0	0																				
123374			928	30	4	0	912	18	0				0																
124344			4967	226	20	0	5125	404	0																				
124830			946	0	10	0	940	4	0																				
125154			3107	1554	1065	0	3031	2543	0				0																
125471			104664	21700	2097	0	95677	14810	0				406																
125855			6304	331	261	0	6259	547	0																				
125873			1200	-90	0	0	1290	0	0																				
125958			225	0	10	0	215	0	0																				
126012			4082	175	38	0	3944	75	0																				
126049			1635	60	4	0	1645	74	0																				
126375			660	9	0	0	660	9	0																				
126553			1979	180	1	0	1798	0	0				0																
126740			5733	0	94	0	5877	238	0																				
126834			1943	228	48	0	1832	165	0																				
127055			718	500	0	0	700	482	0																				
127224			1956	3	24	0	2001	72	0																				
128258			176	30	4	0	146	4	0																				
128904			82662	4500	1994	0	80655	4487	0				525																
129349			1184	-17	32	0	1223	54	0																				
129358			625	33	0	0	592	0	0				0																
129479			3808	188	19	0	3607	6	0																				
129732			31132	10390	1169	0	25201	5628	0			0	3475																
129853			1800	122	64	0	1800	186	0																				
129910			3965	110	9	0	3951	105	0																				
130345			6742	0	120	0	6672	50	0																				
130541			18305	1260	600	0	17820	1375	0				0																
130813			2703	275	0	0	2428	0	0																				
131034			3055	155	14	0	2893	7	0																				
131173			7670	100	236	0	7995	661	0				0																
131436			4084	180	19	0	3925	40	0			0	0																
131650			76546	33750	1223	0	66193	24620	0				965																
131717			758	20	25	0	738	25	0			0	0																
131940			976	30	9	0	938	1	0																				
132107			9087	453	13	0	8633	12	0																				
132451			990	36	2	0	952	0	0																				
132554			5265	300	169	0	5142	346	0			0	0																
132778			354	-20	1	0	408	35	0																				
132938			574	48	3	0	538	15	0																				
133579			3542	200	107	0	3661	426	0			0	0																
133850			11707	405	228	0	11376	302	0			0	0																
133971			3127	-6	146	0	2987	0	0																				
134156			1934	90	116	0	2071	343	0																				
134437			8637	550	196	0	8625	734	0			0	0																
134455			957	240	9	0	947	239	0																				
134848			1443	0	0	0	1443	0	0																				
135836			1922	497	91	0	2139	805	0																				
135854			886	48	24	0	837	23	0																				
136048			883	0	97	0	1207	421	0																				
136338			2105	105	67	0	2070	137	0																				
136459			306	0	0	0	306	0	0																				
136655			738	0	9	0	747	22	4																				
137205			17468	1105	409	0	17106	1152	0				0																
137447			2099	155	15	0	1981	52	0																				
137456			1007	51	2	0	1346	392	0																				
137559			2101	0	298	0	1805	2	0																				
137643			1117	30	46	0	1085	44	0																				
137652			671	325	12	0	387	53	0			0	0																
137915			70213	5796	539	0	67103	3225	0				0																
138051			1617	100	6	0	1521	10	0																				
138257			465	0	3	0	482	20	0																				
138556			369	28	4	0	337	0	0																				
139133			2000	265	96	0	1712	73	0				0																
139478			4547	407	3	0	4155	18	0																				
139553			9635	0	50	0	9699	114	0			0	0																
139656			17777	16620	385	0	11454	10682	0			0	1070																
139740			16737	0	103	0	16689	55	0				0																
139834			460	0	12	0	449	1	0																				
139843			16613	1950	272	0	15880	1489	0				0																
139955			711	27	0	0	684	0	0																				
140018			14039	3900	202	0	10623	686	0				0																
140157			2527	301	433	0	2255	462	0																				
140362			24385	0	500	0	23967	82	0			0	0																
140634			429	45	0	0	387	3	0																				
141211			3986	0	35	0	3995	44	0																				
141341			2527	570	5	0	2079	65	-62																				
141350			477	56	9	0	422	10	0																				
141556			65814	10500	2049	0	61965	8700	0				618																
141677			196	-7	0	0	203	0	0																				
141958			623	0	17	0	670	64	0																				
142049			1423	30	9	0	1385	1	0																				
142179			288	12	0	0	315	39	0																				
142656			984	0	12	0	988	16	0																				
142955			6140	-1640	367	0	7663	250	0																				
143372			787	-18	19	0	815	29	0																				
143662			151030	33098	7021	0	144770	33859	0				2018																
143859			2537	85	13	0	2520	81	0																				
143952			1822	0	2	0	1821	1	0																				
144034			3040	1	224	0	2816	1	0																				
144052			3850	0	62	0	3862	74	0																				
144155			3574	0	6	0	3568	0	0				0																
144436			1301	25	126	0	1215	65	0																				
144678			1800	-234	374	0	1800	140	0																				
144856			1840	60	10	0	1822	52	0																				
144913			2042	0	2	0	2043	3	0																				
145059			626	0	2	0	631	7	0																				
145545			3321	165	54	0	3112	10	0																				
145554			2289	97	16	0	2179	3	0																				
145741			1227	200	1	0	1233	207	0																				
145750			526	90	12	0	552	128	0																				
145844			3892	93	20	0	3848	69	0																				
145956			1841	100	30	0	2550	839	0																				
146056			1241	635	16	0	844	254	0																				
146663			11659	0	33	0	11698	72	0				0																
146672			110001	16853	1709	425	128430	36566	0				0																
147651			776	0	14	0	776	14	0																				
147679			1166	33	0	0	1133	0	0																				
147857			3033	0	466	0	2670	103	0			0	0																
147923			2082	2	230	0	1855	5	0																				
148171			1848	180	3	0	1683	18	0																				
148238			1804	386	42	0	1646	270	0																				
148340			547	0	0	0	548	1	0																				
148470			1231	0	0	0	1231	0	0																				
148715			1012	0	68	0	1009	65	0																				
148809			4214	70	257	0	3887	0	0				0																
148920			490	0	3	0	491	4	0																				
149150			1318	0	23	0	1536	241	0																				
150035			9227	-55	36	0	9282	36	0				0																
150044			5486	420	12	0	5276	222	0																				
150156			109	0	0	0	111	2	0																				
150727			2473	365	54	0	2079	25	0																				
