"IDRSSD"	RCFD2930	RCFD2932	RCFD2938	RCFD3049	RCFD3066	RCFD3552	RCFD3553	RCFD3554	RCFD3646	RCFDB557	RCFDC011	RCFDC012	RCFDLB56	RCON2930	RCON2932	RCON2938	RCON3049	RCON3066	RCON3552	RCON3553	RCON3554	RCON3645	RCON3646	RCONB557	RCONC011	RCONC012	RCONLB56	TEXT3552	TEXT3553	TEXT3554	
3720														2463	0	1	0	0	0	0	0	57	2405	0	0	0	0				
3971														7857	0	3482	0	0	968	0	0	534	3801	40	2099	0	0	Unearned revenues			
4156														607	0	282	48	0	133	0	0	177	100	0	0	0	0	Executive Deferred Incentive			
4231														647	0	0	0	0	0	0	0	164	483	0	0	0	0				
5069														8059	0	1863	0	1229	633	0	0	1082	4482	632	0	0	0	Deferred Income			
5135														3217	0	990	0	0	0	0	0	370	1857	0	990	0	0				
5210														20730	0	9497	0	0	0	2898	0	2479	8661	93	3294	0	0		Deferred Director Fees		
5461														7420	0	6379	0	1900	0	0	0	2	857	182	4404	0	0				
5751														1767	0	1442	0	0	688	0	0	44	281	0	738	0	0	Post Retirement Benefits Payable			
6039														2480	0	223	0	0	165	0	0	433	1824	0	0	0	0	DEBIT CARD SUSPENSE			
6329														11004		7413	0	644	3941			528	3063	0	2750			UNEARNED PPP LOAN FEES			
7009														6609	0	135	37	0	0	0	0	6	6431	0	0	0	0				
7045														1631	0	0	830	0	0	0	0	93	708	0	0	0	0				
7072														4715	0	3484	0	0	0	0	0	59	1172	0	2824	0	0				
7456														231	0	72	0	0	0	0	0	48	111	0	0	0	0				
7634														218	0	6	0	0	0	0	0	80	132	0	0	0	0				
8033														4810	0	3258	0	104	230	12	0	1012	540	0	2912	0	0	Deferred Management	All Other Liabilities		
8462														259	0	0	0	0	0	0	0	184	70	5	0	0	0				
8631														831	0	695	0	0	0	0	0	22	114	0	695	0	0				
9357														7501	0	5742	0	0	2830	0	0	144	1615	0	2013	0	0	TCI Collected Reserves			
9553														1277	0	0	0	0	0	0	0	117	1160	0	0	0	0				
9807														14596		8246	0					1666	3934	750		1214	6954				
9955														378	0	0	87	0	0	0	0	49	242	0	0	0	0				
10250														2984	0	2260	0	0	1816	0	0	182	542	0	434	0	0	SBA PPP Fee Incom			
10849														432	0	77	0	69	0	0	0	92	263	0	0	0	0				
11145														2972		894	0		77	817		115	1963	0				Great Lakes Capital Fund	Differed Revenue		
11640														2972	0	1446	0	0	0	0	0	561	965	0	1446	0	0				
11837														260	0	109	0	0	0	0	0	20	131	0	0	0	0				
12030														3262	0	2886	0	1875	0	0	0	220	156	0	1011	0	0				
12142														4483	0	4222	0	0	0	0	0	146	115	0	3097	0	0				
12311	1736595	0	1104083	269069	507865	0	0	0	237285	119082	0	0	0									7076									
12647														206	0	0	0	0	0	0	0	72	134	0	0	0	0				
12656														37	0	0	0	0	0	0	0	18	19	0	0	0	0				
12946														18152	0	11395	0	0	0	0	0	580	6177	0	9176	0	0				
13103														64594		55608	2655		30292			682	5627	22				Defined Benefit Retirement Plan Liability			
13251														281	0	267	0	0	13	132	45	14	0	0	0	0	0	Deferred Gain on sale of ORE	Accrued Employee  B&P	Deferred PPP Income	
13457														222	0	182	12	0	0	0	0	6	22	0	0	0	0	Projected Split-dollar Life Insurance Payable			
14155														1269	0	809	26	0	332	0	0	146	288	0	425	0	0	DEFERRED CONTRACT INCENTIVE			
14650														452	0	266	0	0	0	0	0	11	175	0	266	0	0				
14753														213	0	0	114	0	0	0	0	59	40	0	0	0	0				
14865														3000	0	2437	0	0	0	0	0	52	486	25	1696	0	0				
14977														77	0	0	0	0	0	0	0	39	38	0	0	0	0				
16551														1182	0	592	0	0	568	0	0	155	435	0	0	0	0	Deferred PPP Loan Fees			
16748														880	0	615	0	0	0	0	0	38	227	0	592	0	0				
17110														9658	0	875	0	0	234	422	0	40	8672	71	0	0	0	DEFERRED TENANT IMP[ROVEMENT LIABILITY	DEFERRED RENT LIABILITY		
17147														167183	0	105259	0	0	0	0	0	2705	59219	0	0	85533	0				
17259														1777	0	1561	0	0	0	0	0	38	178	0	1561	0	0				
17950														5563	0	1647	2477	0	77	0	0	370	933	136	733	0	0	Bonds In Process			
17978														579	0	119	0	3	61	55	0	4	456	0	0	0	0	Accrued Property Taxes Payable	Other Liabilities		
18050														4176	0	2119	0	0	0	0	0	310	1747	0	1657	0	0				
18827														19044	0	11201	0	0	9449	0	0	268	7560	15	0	0	0	NET DERIVATIVE LIABILITY			
18836														2319	0	1156	0	0	0	0	0	156	1007	0	1007	0	0				
18854														7975		3093	0		923	1128		423	4459	0				Dividends Payable	Cashier's Checks		
19356														517	0	218	0	0	0	0	0	120	179	0	153	0	0				
19936														1702	0	1584	33	0	0	0	0	69	16	0	1068	0	0				
19972														1215	0	1107	0	0	1107	0	0	1	107	0	0	0	0	Accrued Life Insurance Exp			
20053														695	0	190	0	190	0	0	0	121	384	0	0	0	0				
20633														3622	0	1372	0	0	0	0	0	135	2044	71	1372	0	0				
20857														240	0	4	0	0	0	0	0	104	132	0	0	0	0				
21256														2	0	0	0	0	0	0	0	2	0	0	0	0	0				
21359														157	0	102	0	102	0	0	0	16	39	0	0	0	0				
21658														1722		1270	0					134	318	0	1270						
22048														2317	0	1698	0	0	0	0	0	262	357	0	1111	0	0				
22543														1734	0	642	609	0	610	0	0	28	455	0	0	0	0	Unearned PPP Loan Fees			
22552														556	0	336	0	0	336	0	0	130	90	0	0	0	0	AG BMP			
22730														1594	0	248	996	138	0	0	0	5	327	18	0	0	0				
23456														638	0	0	0	0	0	0	0	324	314	0	0	0	0	Fed Withholding			
23504														145844	0	130098	0	0	0	0	0	138	14875	733	0	75281	43131				
23643														351	0	106	0	0	0	0	0	196	49	0	0	0	0				
23755														2323	0	1369	145	0	411	0	0	41	768	0	536	0	0	Commercial Remittance			
24006														19489	0	15592	0	0	0	0	0	77	3820	0	0	0	11198				
24378														212	0	5	0	0	0	0	0	1	206	0	0	0	0				
24453														1637	0	320	0	303	0	0	0	47	1270	0	0	0	0				
24659														521	195	361	0	0	166	0	0	37	123	0	0	0	0	AGBMP			
24668														6599	0	3112	790	0	2635	0	0	1153	1544	0	0	0	0	Escrow Mtg Loans			
24949														5023	0	2073	0	0	0	0	0	236	2714	0	2073	0	0				
25357														656	0	0	0	0	0	0	0	262	394	0	0	0	0				
25647														4534		3572	0					330	632	0							
26176														2023	0	957	0	0	460	0	0	274	756	36	0	0	0	RIGHT OF USE LIABILITY			
26457														61	0	1	0	0	0	0	0	17	43	0	0	0	0				
26765														6834	0	54	458	0	0	0	0	865	4184	1273	0	0	0				
27070														5505	0	2084	1307	0	708	0	0	502	1612	0	0	0	0	Contract Incentive			
27548														9310		2169	2974					236	3931	0	908	1221	21				
27614														4362	0	1867	871	0	539	726	0	225	1399	0	581	0	0	Split Dollar Life Insurance	Network Settlement		
27847														3342	0	1935	0	0	6	707	0	312	1095	0	1222	0	0	CDARS incoming ratebridge payment	Deferred Income		
28013														32767		25695	0					721	5631	720	16158						
28152														2231		2183	0	84				19	29	0	727	1298					
28675														1130		2	407					64	657	0							
28732														1375	0	1088	0	0	592	0	0	142	145	0	0	0	0	Deferred Liabilities			
29476														572	0	342	6	0	0	0	0	121	103	0	0	0	0				
29636														13794	0	9505	0	0	0	0	0	698	3591	0	9505	0	0				
29878														26850		25447	0		27	5369		15	1388	0	20051			Abandoned Property	Minimum Liability Pension		
30052														213	0	27	29	27	0	0	0	22	135	0	0	0	0				
30502														14669	0	11075	2126	0	0	0	0	79	1244	145	0	4436	4388				
30650														838	0	1	424	0	0	0	0	204	209	0	0	0	0				
30810	3193335	0	674057	0	0	554939	0	0	2389422	19000	0	0	0									110856						Merchant Settlement			
31134														1871		1377	110	159	578	383		143	241	0				Index Liability Plan	Split Dollar Ins Liability		
31255														11700	0	6326	0	0	4066	2175	0	247	5127	0	0	0	0	8 municipal bonds purchased in June settles in Jul	Factored loans collected reserves		
31657														229	0	119	0	0	0	0	0	43	67	0	0	0	0	OD Contra	Mastercard Drafts	ATM CLEARINGS	
31826														3386		3181	0					118	87	0	1441						
31835														5690	0	847	0	0	677	0	0	104	4739	0	0	0	0	minority interest in subsidiary			
32234														2449	0	946	0	0	883	0	0	99	1404	0	0	0	0	Commitment on Equity Investments			
32766														1015	0	0	895	0	0	0	0	4	116	0	0	0	0				
32971														3098	0	2240	0	5	0	0	0	156	702	0	2208	0	0				
33147														920	0	68	0	0	0	0	0	279	573	0	0	0	0				
33259														3965	0	894	0	0	337	0	0	1484	1587	0	0	0	0	Interest Payable Participant			
33268														407	0	247	0	213	0	0	0	47	113	0	30	0	0				
33370														126	0	126	0	0	0	0	0	0	0	0	0	0	0				
33839														171	0	21	82	21	0	0	0	19	49	0	0	0	0				
33857														3365		0	0					631	2734	0							
34425														3334	0	1737	0	0	755	0	0	120	1366	111	0	0	0	Pension Plan Liability			
34434														1521	609	1147	0	0	0	0	0	265	109	0	0	0	0				
34537														88235		62688	0					1499	21847	2201		16021	29913				
34555														2811	0	2552	0	0	0	0	0	259	0	0	2452	0	0				
34742														4250	0	2540	0	0	0	0	0	444	1266	0	2333	0	0				
35057														900	0	500	67	0	451	0	0	104	229	0	0	0	0	PPP Fees in Process			
35301	18169000	0	15363000	735000	0	6299000	4400000	0	2053000	18000	0	0	0									0						Payable for securities purchased	Collateral deposits		
35570														313704	0	234910	0	0	0	0	0	6641	51906	20247	0	0	184572				
35646														775	0	348	224	0	0	0	0	54	149	0	0	0	0				
35879														1086	0	417	125	0	0	0	0	243	301	0	384	0	0				
36456														465	0	396	0	0	0	0	0	69	0	0	0	0	0				
36933														1058	0	606	0	0	427	0	0	159	293	0	0	0	0	Escrow Balances			
37051														182	0	45	0	0	0	0	0	112	25	0	0	0	0				
37341														381	0	268	0	0	0	0	0	86	27	0	268	0	0				
37435														5489	0	680	0	0	259	407	0	291	4518	0	0	0	0	Deferred Income	Escrow Payable		
37640														47942	0	18296	5967	0	0	0	0	1770	21909	0	0	0	9041				
37659														759	0	725	0	0	0	0	0	16	18	0	725	0	0				
37949														449	0	292	0	0	0	0	0	157	0	0	0	0	0				
38740														1310	0	24	190	0	0	0	0	127	969	0	0	0	0				
39327														3251	721	1138	734	0	68	0	0	25	1354	0	349	0	0	DEFERRED INCOME			
39756														5387		2399	0		2281			373	2615	0				ACCRUED SALARY CONTINUATION			
40033														1521	0	1458	0	0	894	41	0	19	44	0	523	0	0	Unfunded Projected Benefit Obligation	Accrued FDIC Assessment		
40499														81385		59610	0					187	21588	0	41483						
40855														711	0	210	0	0	0	0	0	238	263	0	210	0	0				
41553														371	0	0	0	0	0	0	0	15	356	0	0	0	0				
41629														921	0	199	0	0	0	0	0	207	515	0	0	0	199				
41825														2771	0	680	0	0	0	0	0	91	1166	834	672	0	0				
41955														29	0	0	0	0	0	0	0	8	21	0	0	0	0				
42037														236	0	2	0	0	0	0	0	25	209	0	0	0	0				
42354														542	0	248	0	0	248	0	0	27	267	0	0	0	0	Deferred PPP Fees			
42372														2326	0	2092	0	0	0	0	0	19	215	0	2092	0	0				
42420														160668	3839	124828	0					640	32307	2893		64567	51232				
42448														7923	0	3112	0	0	2364	0	0	3079	1341	391	0	0	0	UNAMORTIZED LOAN FEE INCOME			
42457														251	0	0	26	0	0	0	0	59	166	0	0	0	0				
43052														620	0	64	0	0	0	0	0	58	498	0	0	0	0				
43351														2069	0	151	56	0	0	0	0	979	883	0	0	0	0	DEPOSITS HELD FOR TENANTS	INSURANCE PAYABLE	CAFETERIA PLAN	
43856														890	0	881	0	0	246	0	0	5	4	0	550	0	0	Due to FHLB			
43959														1195	0	0	849	0	0	0	0	77	261	8	0	0	0				
44040														1548	0	3	15	0	0	0	0	144	1386	0	0	0	0				
44433														2933		2281	0	424				108	369	175		1783					
44741														3308	280	529	877	225	0	0	0	36	1866	0	0	0	0				
44750														241	0	48	0	0	0	0	0	113	80	0	0	0	0				
44929														1422		4	1245	1				58	115	0							
45038														380	0	76	0	0	0	0	0	62	242	0	0	0	0				
45047														818	0	300	0	0	300	0	0	135	383	0	0	0	0	PPP Deferred Loan Fees			
45056														407	0	0	272	0	0	0	0	18	117	0	0	0	0				
45430														3238	0	3130	0	0	0	0	0	59	49	0	3099	0	0				
45458														1688	0	883	372	32	0	0	0	56	377	0	656	0	0				
45551														7615	0	3782	0	0	0	0	0	583	3250	0	2291	0	0				
45560														23239		16147	0					1553	5539	0	8230	7148					
45775														3159	0	3099	0	0	0	0	0	8	52	0	2364	0	0				
46053														2800	0	2261	0	0	646	0	0	283	256	0	1439	0	0	Deferred Gain PPP Loans			
46941														1121	289	289	50	0	0	0	0	104	678	0	0	0	0				
47247														8123		3752	1810		1987			175	2386	0	959	733		Deferred Revenue			
47256														176	0	0	0	0	0	0	0	49	127	0	0	0	0				
47452														598	0	445	31	380	0	0	0	52	70	0	0	0	0				
47500														1417	0	324	95	0	0	0	0	17	823	158	171	0	0				
48057														2231	0	1884	51	0	184	0	0	137	159	0	1700	0	0	PPP Origination Fee Accrual per FDIC exam			
48150														168	0	0	73	0	0	0	0	89	6	0	0	0	0				
48374														5576	0	1685	0	1268	0	0	0	676	3215	0	376	0	0				
48440														2076	0	1970	0	0	440	143	0	106	0	0	295	0	0	Split Dollar Life	Deferred Revenue		
49054														1613	0	632	0	0	0	0	0	131	850	0	0	0	0				
49148														1838	200	1636	17	0	0	0	0	20	165	0	1436	0	0				
49241														7856	0	7052	0	0	0	0	0	483	321	0	4867	0	0				
49652														689	0	58	370	0	0	0	0	68	193	0	0	0	0	Accrued Incentive Pay			
49858														1081	0	644	0	0	0	0	0	128	309	0	396	0	0				
49951														349	0	179	7	0	176	0	0	57	106	0	0	0	0	Unposted Items			
50144														1491	0	0	0	0	0	0	0	237	1254	0	0	0	0				
50461														740		125	0	50	68			60	455	100				OREO Security deposit			
50872														190	0	44	0	0	0	0	0	25	121	0	0	0	0				
51253														8623	0	2580	0	0	1735	0	0	762	5281	0	0	0	0	Deferred Gain on Sale of ORE			
51356														62		0	0					49	13	0							
51459														1575	0	577	324	0	1	309	0	190	484	0	267	0	0	INCOMING rbp	DEFERRED PPP INCOME		
51842														4375		1609	0					752	2014	0	1044						
52719														3134129	0	3121678	0	0	1142999	1953649	0	0	12451	0	0	0	0	Participant Fund Cash	Payable to Participants		
52951														982	0	52	0	0	0	0	0	308	622	0	0	0	0				
53051														38	0	0	0	0	0	0	0	32	6	0	0	0	0				
54058														988		65	37					564	322	0							
54656														11857	0	1213	6806	0	0	0	0	3063	775	0	968	0	0				
54973														116360		45832	9775					594	52059	8100	15919		23211				
55336														2362	0	841	483	159	0	0	0	91	947	0	656	0	0				
55635														759	0	228	0	0	0	0	0	78	453	0	0	0	0				
55653														612	0	45	3	45	0	0	0	33	531	0	0	0	0				
55970														1532	0	94	0	0	0	0	0	3	1385	50	0	0	0				
56258														305	0	0	0	0	0	0	0	61	244	0	0	0	0				
56351														25129		4539	3398		3588			532	16186	474				Management incentive accruals			
56548														5878	0	14	0	0	0	0	0	1259	4605	0	0	0	0				
56717														10688	0	6087	0	0	0	0	0	186	4415	0	3991	0	0				
57040														464	0	0	0	0	0	0	0	108	356	0	0	0	0				
57451														5526	0	0	2693	0	0	0	0	758	2075	0	0	0	0				
58225														1316	0	37	0	0	0	0	0	155	1124	0	0	0	0				
58243														110795	20000	82696	0	7686				2347	25152	600	2271	40429					
58355														119	0	29	0	0	29	0	0	79	11	0	0	0	0	Overdrafts			
58551														1104	0	999	0	0	183	0	0	105	0	0	816	0	0	RESERVE FOR BONUS			
58636														7171	0	3335	0	0	710	737	755	121	3715	0	1088	0	0	ACCRUED SPLIT DOLLAR	SWAP	DEF INCOME PPP	
58757														4183	0	3498	0	0	0	0	0	365	320	0	3409	0	0				
58971														87391		54904	0					884	30603	1000	24688		18226				
59316														14266	1582	4097	0	0	0	0	0	2782	7387	0	2047	0	0				
59352														2248		1	441					192	1614	0							
59370														221	0	169	0	49	120	0	0	1	51	0	0	0	0	other libilities			
59754														17	0	12	0	0	0	0	0	4	1	0	0	0	0				
60143	1285000	0	817000	0	0	354000	0	0	407000	59000	0	0	0									2000						Pension plan liability			
60330														5326	0	4104	0	0	0	0	0	395	827	0	1946	0	0				
60545														784	0	152	0	0	152	0	0	338	294	0	0	0	0	SBA PPP DEFERRED LOAN FEES			
60554														98	0	1	0	0	0	0	0	19	78	0	0	0	0				
60648														3054	0	1481	0	0	0	0	0	50	1523	0	0	0	0				
61122														21188		18245	0					232	2610	101	9813		3088				
61355														15225	0	61	1734	0	0	0	0	939	12213	278	0	0	0				
61476														4627	0	282	822	0	0	0	0	1	3320	202	0	0	0				
61757														2593		1195	0		1049			338	1060	0				PPP Deferred Fee Income			
61832														4795	0	2892	1396	0	2077	777	0	64	443	0	0	0	0	Contracts Payable	Deferred Fee Income		
61953														216	0	30	0	0	0	0	0	9	177	0	0	0	0				
62044														370	0	357	0	126	0	0	0	13	0	0	231	0	0				
62110														3054	0	1342	0	0	242	1045	0	0	1712	0	0	0	0	Accrued postretirement benfits	Due to affiliates, net		
62147														247	0	26	0	0	0	0	0	6	215	0	0	0	0				
63050														4228	0	4092	0	0	0	0	0	29	107	0	4092	0	0				
63069	1567261	0	1182549	0	0	0	0	0	335900	44451	0	0	611037									4361									
63201														1426	0	1000	203	0	385	458	0	29	148	46	0	0	0	Deferred SBA Fees	Prepaid Exp FAS 158 adj		
63573														2168	0	1421	0	0	0	0	0	33	714	0	841	0	0				
63733														4544		1850	334		584			616	1729	15	1172			Cardholder Settlement Debit Cards			
63742														5241	0	1479	0	102	0	0	0	282	3323	157	0	1375	0				
63751														5		0	1					4	0	0				ORE CONTRACT PAYMENTS			
64150														722	0	673	0	0	0	0	0	49	0	0	493	0	0				
64552														6202		2670	1633					110	1789	0				CDFI Award - DPA			
64730														1343	0	1000	0	0	0	0	0	32	311	0	583	0	0				
65205														4192	0	860	0	0	0	0	0	8	3324	0	724	0	0				
65513	2673	0	473	0	473	0	0	0	1998	0	0	0	0									202									
65559														7216		4698	0					176	2342	0	4650						
65746														8171	0	4097	0	0	0	0	0	1185	2889	0	3271	0	0				
65858														11903	0	5404	171	0	0	0	0	500	5828	0	0	4427	0				
66154														1841	0	13	0	0	0	0	0	135	1693	0	0	0	0				
66275														870	0	703	0	0	227	0	0	107	60	0	0	0	0	Deferred contract credits			
66677														2444		1094	763	22				1	586	0	674		200				
67142														180	0	27	0	0	0	0	0	122	31	0	0	0	0				
67151														7597	3562	6176	0	0	0	0	0	347	1074	0	0	2432	0				
67209														12667	0	8645	0	0	0	0	0	0	3611	411	6994	0	0				
67254														122	0	0	0	0	0	0	0	0	122	0	0	0	0				
67656														21010		9091	0		7438			253	10095	1571				NET DEFERRED ANNUAL FEE			
67870														5474	0	5293	0	0	0	0	0	33	148	0	4715	0	0				
68671														659	0	320	0	295	0	0	0	186	153	0	12	0	0				
68756														5236	0	3954	0	0	1131	0	0	352	930	0	2170	0	0	Deferred PPP Loan Processing Fees			
68831														843	0	0	0	0	0	0	0	34	809	0	0	0	0				
69333														4720	0	0	0	0	0	0	0	876	3844	0	0	0	0				
69678														1051	0	0	181	0	0	0	0	18	852	0	0	0	0				
70058														1454	0	1252	0	0	0	0	0	79	123	0	1252	0	0				
70218														2485	0	2143	0	0	0	0	0	68	193	81	0	0	2141				
70414														1442	0	85	27	0	0	0	0	134	1196	0	0	0	0				
70638														1077	0	73	0	0	0	0	0	412	592	0	0	0	0				
70955														179	0	0	80	0	0	0	0	13	86	0	0	0	0				
71073														154	0	39	0	0	0	0	0	20	95	0	0	0	0				
71457														937	0	167	136	0	150	0	0	205	429	0	0	0	0	Subscription Payable			
71859														1937	0	0	38	0	0	0	0	15	1884	0	0	0	0				
72258														1457	0	0	0	0	0	0	0	406	1051	0	0	0	0				
72351														306	0	44	0	0	0	0	0	43	219	0	0	0	0				
72454														517	0	0	0	0	0	0	0	270	247	0	0	0	0				
72678														6255	0	501	1673	501	0	0	0	12	4069	0	0	0	0				
73116														9108	0	298	0	0	0	0	0	18	8792	0	298	0	0				
73152														957	0	872	0	37	0	0	0	45	0	40	835	0	0				
73554														487	0	10	0	0	0	0	0	84	393	0	0	0	0				
73956														148	0	97	0	74	0	0	0	26	25	0	23	0	0				
74056														822	0	487	124	0	290	0	0	51	160	0	197	0	0	NE MHEG FUNDS LIBILITY			
74140														17852		10341	2574					451	4486	0	8966						
74403														6096		2395	0	1048		117	128	114	3361	226	898	200			ATM Settlement	SERP	
74449														17	0	0	0	0	0	0	0	15	2	0	0	0	0				
75259														2958	0	1125	0	0	0	0	0	336	1497	0	1087	0	0		Escrow Payable		
75446														2293	0	400	356	0	400	0	0	484	1053	0	0	0	0	Deffered Income			
75455														81	0	0	0	0	0	0	0	51	30	0	0	0	0				
75558														1399	0	351	0	0	127	0	0	129	854	65	0	0	0	CSI Accrual			
75633	2722225	0	1988610	0	1231787	0	0	0	479790	151971	0	0	576040									101854									
75651														196	0	0	87	0	0	0	0	78	31	0	0	0	0				
76153														278	0	17	193	17	0	0	0	34	34	0	0	0	0				
76443														408	0	0	0	0	0	0	0	15	393	0	0	0	0				
76854														1448	0	80	0	75	0	0	0	397	971	0	0	0	0				
77150														356	0	157	0	0	157	0	0	109	90	0	0	0	0	DEFERRED LOAN FEES			
77253														1144	0	760	0	0	470	205	0	80	200	104	85	0	0	ESCROW FUNDS	ACCUM RES- SALARY CONTINUATION		
77422														2617	0	2393	0	79	2278	0	0	71	153	0	36	0	0	SERP Liability			
77851														33152	0	21662	0	0	0	0	0	3364	8126	0	14396	0	0				
78157														426	0	335	0	0	0	0	0	3	88	0	0	0	0				
78241														167	0	0	0	0	0	0	0	44	123	0	0	0	0				
78559														271	0	199	24	0	0	0	0	17	13	18	0	0	0				
79042														3380		2597	0	2433				97	686	0							
79127														534		340	0					20	153	21	338						
79145														3267	0	1216	0	1216	0	0	0	339	1262	450	0	0	0	Due to FHLB			
79257														37	0	0	0	0	0	0	0	27	10	0	0	0	0				
79855														517	0	2	7	0	0	0	0	168	340	0	0	0	0				
80150														2633	0	1639	450	22	130	0	0	351	193	0	1402	0	0	Deferred Revenue			
80374														923	0	54	351	0	0	0	0	0	518	0	0	0	0				
80431														245	0	1	0	0	0	0	0	133	111	0	0	0	0				
81175														4316	0	2195	0	0	855	1236	0	211	1910	0	0	0	0	Payable on Goodwill	ESOP Repurchase		
82033														743	0	248	0	0	211	0	0	56	439	0	0	0	0	Accrued Retirement Plan			
82257														685	0	606	0	0	0	0	0	20	17	42	547	0	0				
82350														929	0	567	245	0	0	0	0	43	74	0	567	0	0				
82659														263	0	0	0	0	0	0	0	174	89	0	0	0	0				
83151														688	0	34	0	0	0	0	0	418	236	0	0	0	0				
83236														30	0	5	17	5	0	0	0	8	0	0	0	0	0				
83375														4287	0	436	0	0	0	0	0	452	3399	0	0	0	0				
83638	98254	0	53461	0	0	0	0	0	40125	1464	0	47173	0									3204									
83834														1990	0	1653	0	0	0	0	0	39	298	0	1537	0	0				
83852														141	0	32	37	0	0	0	0	29	43	0	0	0	0				
83955														257	0	0	0	0	0	0	0	130	127	0	0	0	0				
84046														60	0	4	4	0	0	0	0	33	19	0	0	0	0				
84541														11767	0	9919	0	0	2020	1475	0	794	1054	0	5495	0	928	Trade Date Security Transactions	Escrows		
84804														412	0	135	0	0	0	0	0	9	268	0	135	0	0				
85052														1740	0	65	1194	44	0	0	0	241	240	0	0	0	0				
85454														436	0	0	123	0	0	0	0	90	223	0	0	0	0				
85472														137849		92155	0					437	43465	1792		56981	25227				
85931														2145	0	1669	0	0	0	0	0	259	217	0	1669	0	0				
86349														4308	0	3357	0	0	0	0	0	88	863	0	2626	0	0				
86675														2717	0	1030	0	0	361	292	0	21	1087	579	0	0	0	Core Deconversion Credit	Reserve for Vaction Accrual		
87047														634	0	427	0	0	0	0	0	83	124	0	395	0	0				
87159														293	0	184	0	0	0	0	0	105	4	0	0	0	0	SCORECARD PROGRAM			
87234														6415	0	2943	1069	0	0	0	0	1142	1246	15	1507	0	0				
87476														311	0	0	0	0	0	0	0	2	221	88	0	0	0				
87579														5114		3616	0					137	1361	0	2570						
88231														24486	0	13813	0	1282	0	0	0	138	10535	0	0	0	0				
88259														645	0	492	0	0	0	0	0	150	3	0	436	0	0				
88352														629		337	0	337				113	179	0							
88455														4820	0	247	1937	0	0	0	0	199	2437	0	234	0	0				
88950														125	0	14	0	0	0	0	0	96	15	0	0	0	0				
89032														1388	0	0	323	0	0	0	0	365	700	0	0	0	0				
89135														2144	0	1837	0	6	0	0	0	25	282	0	1700	0	0				
89854														981	0	653	0	0	0	0	0	218	110	0	650	0	0				
89957														530	0	0	0	0	0	0	0	136	376	18	0	0	0				
90047														95	0	1	8	0	0	0	0	46	40	0	0	0	0				
