"IDRSSD"	RCFD1578	RCFD1752	RCFD2148	RCFD2160	RCFD2166	RCFD2168	RCFD3549	RCFD3550	RCFD3551	RCFDB556	RCFDC010	RCFDFT33	RCFDFT34	RCFDFT35	RCFDHT80	RCFDJ448	RCFDK201	RCFDK202	RCFDK270	RCON1578	RCON1752	RCON2148	RCON2160	RCON2166	RCON2168	RCON3549	RCON3550	RCON3551	RCONB556	RCONC010	RCONFT33	RCONFT34	RCONFT35	RCONHT80	RCONJ448	RCONK201	RCONK202	RCONK270	TEXT3549	TEXT3550	TEXT3551	
18050																					1338	0	11384	1982	2761				2566		2			0		4719	0	0				
18135																				0	345	0	7210	209	387	0	0	0	1108	0	0	0	0	0	0	5370	0	0				
18827																				0	7783	1227	43625	4220	6590	0	0	0	4239	0	0	0	0	0	0	8678	0	15108				
18836																					393	559	5988		683	388			510					0		3843	0	0	DEFERRED DIRECTOR FEES			
18854																					1053	0	6089	582	1214	320			3822					0		0	0	0	Deferred Asset			
19356																				0	385	0	3687	335	339	0	0	0	359	0	0	0	0	0	0	2604	0	0				
19936																					611	413	8761	266	486	204			1331					0		5920	0	0	ATM Network Prefunded Deposit			
19972																				0	32	318	3656	0	81	0	0	0	194	0	0	0	0	0	0	3031	0	0				
20053																					125	574	2535	108	108				573					0		1155	0	0				
20633																				0	1026	1544	12024	426	697	0	0	0	867	0	0	0	0	0	0	7890	0	0				
20857																					700	0	2443	112	122				1621					0		0	0	0				
21256																					56	0	415	10	10				27					0		322	0	0				
21359																				0	320	0	958	47	49	0	0	0	442	0	0	0	0	0	0	147	0	0				
21658																					180	0	4396	151	174				673					0		2822	0	547				
22048																				1	1069	0	8152	285	1705	1176			927					0		4451	0	0	Split Dollar Insurance Zach McClendon			
22543																					365	0	900	133	199				336					0		0	0	0				
22552																				0	883	0	2314	142	153	0	0	0	1278	0	0	0	0	0	0	0	0	0				
22730																				0	402	798	5279	123	137	0	0	0	759	0	0	0	0	0	0	3183	0	0				
22936																				0	256	4054	5417	349	365	0	0	0	714	0	0	0	0	0	0	0	28	0				
23456																					639	0	2259	302	322	5			1298			15		0		0	0	0	Stadium Builder			
23504																				0	26747	19824	175723	12517	28933	0	0	0	11625	8743	0	0	0	0	0	44957	31697	11940				
23643																				0	1174	0	6787	0	201	0	0	0	1021	0	0	0	0	0	0	1883	0	2508				
23755																					488	0	3756	256	270				602					0		2396	0	0				
24006																					2082	1873	37435	745	5415	3211			4319			1373		0		20314	0	3432	Defined Benefit Post-Retirement Plan			
24378																				0	433	164	876	0	130	0	0	0	149	0	0	0	0	0	0	0	0	0				
24453																				0	1277	994	3577	188	458	0	0	0	848	0	119	127	0	0	0	0	0	0				
24659																					5	0	433		0				428					0		0	0	0				
24668																					16953	4262	33418	993	1705	449			10498					0		0	0	0	Investments in SBIC's			
24949																				0	1282	5565	18297	344	573	0	0	0	1230	0	0	0	0	0	0	9647	0	0				
25357																				0	3874	0	8156	350	390	0	0	0	3892	0	0	0	0	0	0	0	0	0				
25647																					225	0	1004	382	428				351			46		0		0	0	0				
26176																				0	2916	3145	10864	316	718	0	0	0	1065	0	0	0	0	0	0	0	0	3020				
26242																					2858	488	19694	488	663				1957					0		13728	0	0				
26457																					0	16	254	4	19				219					0		0	0	0	DDA nonpost	US T-Note redeemed but not paid		
26765																				0	2824	4615	9328	639	745	0	0	0	1144	0	0	0	0	0	0	0	0	0				
27070																					1738	913	10127	332	603				1510		151			0		5363	0	0				
27548																					520	1598	19232	1007	3442	435	850		3006			482		0		10666	0	0	Unposted	Low income tax community investment		
27614																					1730	1887	13846	428	1063	449			1337					0		7829	0	0	FiServ ATM Receivable			
27847																					2114	0	15314	818	1019				2952		167	20		0		4931	0	4298				
28013																					28783	25459	224370		6418	4298			11413					0		92301	0	59996	fedeal, state, and local taxes			
28152																					568	0	4489	185	673				766	487				0		2482	0	0				
28255																				0	1244	785	12068	239	680	0	0	0	1592	0	0	0	0	0	0	7767	0	0				
28406																					14404	6006	65912	1585	5360	1264			6531					0		33611	0	0	LOANS SOLD ESCROW			
28675																					518	0	1158	128	166				474					0		0	0	0				
28732																				0	227	536	2557	199	201	0	0	0	320	0	0	0	0	0	0	1273	0	0				
29476																				0	590	0	3362	103	144	0	0	0	953	0	0	0	0	0	0	1675	0	0				
29636																					2256	7379	41182	2135	2272				4297					0		18277	857	5844				
29878																					2581	19549	31142	2970	4005	80	955		5007					0		0	0	0	Seat License	Advance Payment Borrowers Escrow		
30052																				0	114	0	225	0	45	0	0	0	66	0	0	0	0	0	0	0	0	0				
30502																				0	3517	2178	13953	0	5119	1742	0	0	3139	0	0	0	0	0	0	0	0	0	Swap Valuation Asset			
30650																					383	34	938	72	195				326					0		0	0	0	MVA to AFS 201			
30810		1000	480286	1461880	54208	135661				844933					0		0	0	0																							
31134																					140	215	2462	283	379				816					0		912	0	0				
31255																				0	2792	0	19018	1143	2308	0	0	0	3022	0	0	0	0	0	0	9019	0	1877				
31657																					305	0	4771		115				658					0		0	0	3693		Late Fees		
31826																					1237	1159	9699	293	1881				919					0		4503	0	0				
31835																				0	1750	1699	15806	74	110	0	0	0	1547	0	0	0	0	0	0	10700	0	0				
32234																				0	1648	1237	5029	0	863	0	0	0	1281	511	0	0	0	0	0	0	0	0				
32766																				0	24	52	367	0	63	0	0	0	228	0	0	0	0	0	0	0	0	0				
32971																					1362	662	12471	489	1222				1063		255			0		8162	0	0				
33147																					2711	0	7615	413	1317	350			1616					0		1116	0	855	Other Investments - Annuities			
33259																				0	874	3256	12901	0	6618	4521	0	0	2153	0	0	0	0	0	0	0	0	0	Subsidiary Income Account			
33268																				0	0	0	3599	133	133	0	0	0	981	0	0	0	0	0	0	2485	0	0				
33370																					463	74	737		95				105					0		0	0	0				
33839																				0	27	0	288	20	56	36	0	0	205	0	0	0	0	0	0	0	0	0	NEG TAX ACCRUAL - NET FROM RC-G			
33857																					2706	0	10303	1259	1960				5637					0		0	0	0				
34425																				0	6448	2625	34505	626	3457	1365	0	0	2951	0	0	0	0	0	0	19024	0	0	VCDC Funds			
34434																				27	998	0	4939	620	898				1013		32	214		0		2030	0	0				
34452																				0	242	0	5268	0	1018	0	0	0	638	0	0	0	0	0	0	2281	0	1089				
34537																					35029	25662	221580	6945	21013	8905			18275			4985		0		115067	0	6534	Deferred Directors Comp			
34555																				0	4185	0	14228	311	445	0	0	0	2644	0	116	0	0	0	0	6954	0	0				
34742																				0	1722	770	13105	749	2322	0	0	0	1030	0	0	0	0	0	0	7261	0	0				
35057																				0	1074	0	4497	141	461	145	0	0	942	0	58	0	0	0	0	1337	0	683	Other Assets			
35301	0	402638	70044	33862314	0	29657170	18031056	0	0	447903	0	0	0	0	0	0	564621	2719938	0		400368																		Collateral deposits, net			
35570																					247410	132049	753388		92934	73442			72177					0		189130	0	19688	Other receivables			
35646																					34	72	2987		54				237					0		1866	0	724				
35879																				0	2215	826	9551	172	211	0	0	0	676	0	0	0	0	0	0	5623	0	0				
36456																				0	284	368	4959	271	271	0	0	0	1965	0	0	0	0	0	0	2071	0	0				
36933																				0	131	350	2048	381	464	0	0	0	574	0	0	0	0	0	0	529	0	0				
37051																				0	63	0	1144	0	135	0	0	0	458	0	0	0	0	0	0	488	0	0				
37341																					158	0	1496		62				243					0		1033	0	0				
37435																				32	1197	0	7726	1311	2299				4230		635			0		0	0	0				
37640																				0	13048	3128	85428	0	11563	6719	0	0	13385	0	0	0	0	0	0	32197	0	12107	Investments in Affordable Housing			
37659																				29	0	0	1281	10	88	0	0	0	406	0	0	0	0	0	0	787	0	0				
37949																				0	64	0	8840	0	145	0	0	0	1903	0	0	0	0	0	0	6728	0	0				
38740																					853	324	6795	208	382				587					0		4649	0	0				
39327																					0	0	14768	422	1006	328			1362		160			0		12223	177	0	Other Deposits			
39756																					727	0	12506	733	952				3615					0		3570	0	3642	0			
40033																					231	0	3539	147	521	374			257					0		846	0	1684	Deferred Comp			
40499																					16706	614	98167		30661	12730			7284					0		35394	1974	5534	SUPPLEMENTAL EXECUTIVE RETIREMENT PLAN			
40855																				0	628	0	1493	0	69	0	0	0	796	0	0	0	0	0	0	0	0	0				
41245																					45	219	1569		52				239					0		512	0	502				
41553																				0	343	0	2808	48	48	0	0	0	775	0	0	0	0	0	0	1642	0	0				
41629																				0	495	395	5763	0	3345	2515	0	0	1131	0	0	0	0	0	0	397	0	0	Low Income Housing Investment			
41825																					325	1216	8133	357	990	330	143		931		144			0		2890	0	1781	Other Assets	Health Insurance Reserve		
41937																					57	0	1955		57				474					0		1367	0	0				
41955																					197	0	737		196				344					0		0	0	0				
42037																					0	317	2805		56				363					0		1819	0	250				
42354																					98	0	5637	298	429				888					0		4222	0	0	ATM Settlement Reserve			
42372																					628	1092	9305	146	319	136			1321					0		5945	0	0	SBA & FHLMC DUE			
42420																				298	26997	26300	314408	9206	28326	0	0	0	19829	6839	0	0	0	0	0	130788	74864	7304				
42448																				0	8998	3162	22747	1917	2272	0	0	0	8315	0	0	0	0	0	0	0	0	0				
42457																				0	742	0	1332	103	110	0	0	0	480	0	0	0	0	0	0	0	0	0				
43052																					279	305	4796		184				363					0		3665	0	0				
43351																				0	0	0	6674	0	1847	631	0	0	2521	0	601	0	0	0	0	50	1178	1078	FHLB STOCK			
43856																				0	745	274	2713	0	91	0	0	0	282	0	0	0	0	0	0	1321	0	0				
43959																					66	944	2154	148	155				989					0		0	0	0				
44040																					1018	1603	13117	245	470				2635					0		7391	0	0				
44433																				0	2383	941	5056	429	533				1199					0		0	0	0				
44741																				0	1643	1011	4753	301	528	0	0	0	1571	0	0	0	0	0	0	0	0	0				
44750																					987	994	7390	107	191				441					0		3189	0	1588				
44929																					1237	0	4775	359	500				389					0		915	0	1734				
45038																				0	106	735	3729	0	321	0	0	0	719	0	250	0	0	0	0	1848	0	0				
45047																					545	0	1687	125	178				964					0		0	0	0				
45056																				35	201	0	1124	129	164	0	0	0	759	0	0	0	0	0	0	0	0	0				
45430																				0	664	640	6300	0	222	0	0	0	343	0	0	0	0	0	0	2618	0	1813				
45458																					830	166	3516	225	655	421			942					0		923	0	0	Investment in Insurance Agency			
45551																				0	2458	0	22838	857	2634	1459			6917		66	167		0		7961	0	2868	EFA Vendor Commissions			
45560																				0	12023	0	67001	10332	20707	0	0	0	5579	0	0	0	0	0	0	25106	0	3586				
45775																					599	738	5853		169				433					0		3914	0	0				
46053																					2482	0	9372	349	504	151			724					0		5372	0	290	Passport Prefunded Transactions			
46941																					527	0	5303	85	85				521					0		1552	0	2618				
47247																				0	2970	0	15084	408	2008	901			1281	401	132			0		8825	0	0	Lender Reserve Acct Receivable			
47256																					49	0	203	44	69				85					0		0	0	0				
47452																					36	0	364		33				295					0		0	0	0				
47500																					2827	0	5173	839	1043				1303					0		0	0	0				
48057																				0	176	304	3271	108	113	0	0	0	1054	0	0	0	0	0	0	1624	0	0				
48150																				0	248	0	494	0	22	0	0	0	224	0	0	0	0	0	0	0	0	0				
48374																				0	9825	0	37645	0	6396	0	0	0	7410	0	0	0	3023	0	0	3452	7327	3235				
48440																					250	467	4025		43				532					4		2729	0	0				
49054																				0	1672	0	4345	0	1487	0	0	0	1186	0	0	0	0	0	0	0	0	0				
49148																				0	207	18	3592	165	165	0	0	0	565	0	0	0	0	0	0	2637	0	0				
49241																					6674	2366	33464	608	1337	401			3649					0		12989	0	6449	Loan Fees Receivable			
49652																					742	237	7088	33	65				1325					0		4719	0	0				
49858																				0	792	52	4260	0	722	601	0	0	424	0	0	0	0	0	0	2270	0	0	backdated entries			
49951																					299	0	4453		261	247			1775					0		2118	0	0	Unposted Debits-DDA			
50144																				0	346	361	4186	0	153	0	0	0	420	0	0	0	0	0	0	2906	0	0				
50461																					0	1304	2231	35	767	715			160					0		0	0	0	Bank Other Assets			
50872																				0	2898	0	5409	101	132	0	0	0	433	0	0	0	0	0	0	0	0	1946				
51253																				0	1326	99	13881	487	2361	1684	0	0	4870	0	0	0	0	0	0	5225	0	0	Accrued Taxes			
51356																				8	0	0	245	43	51				194					0		0	0	0				
51459																					1952	0	8151	157	159	2			2229					0		3811	0	0	CDARS Outgoing RBP			
51842																					283	2515	8987		860				1907					0		3422	0	0				
52719																				0	6402	45742	96339	0	44195	39013	0	0	0	0	0	0	0	0	0	0	0	0	A/R Trade			
52951																				79	591	645	3564	166	304				2024					0		0	0	0				
53051																					5	0	443		77				361					0		0	0	0				
53752																				0	47	168	617	0	126	0	0	0	276	0	0	0	0	0	0	0	0	0				
54049																				0	261	257	4894	0	90	0	0	0	482	0	0	0	0	0	0	2911	893	0				
54058																					465	115	5406		347	168			4479					0		0	0	0	Accrued Income Tax Payable			
54441																				0	333	803	2739	170	176	0	0	0	726	0	0	0	0	0	0	701	0	0				
54656																				0	2661	0	29490	0	10087	9923	0	0	6797	0	0	0	0	0	0	6287	0	3658	FIT receivable			
54973																					73192	3818	277498		30094	15536			19597					0		150797	0	0	Prepaid Pension Benefit			
55336																				0	1911	0	7572	607	1806	1184	0	0	965	0	0	0	0	0	0	2890	0	0	Net prepaid pension obligation			
55635																					222	385	1990	197	1001	775			382					0		0	0	0	FHLB Cash Pledged as Collateral			
55653																					1142	19	1544		32				351					0		0	0	0				
55970																					536	936	17027	948	1728	697			1386					0		8692	0	3749	Affordable Housing			
56258																				0	262	0	1356	100	157	0	0	0	937	0	0	0	0	0	0	0	0	0				
56351																					6701	3102	50544	3028	9545	2834			7001		818			0		24195	0	0	Receivable due from USB			
56548																				0	1377	1486	12973	205	427	185	0	0	1509	0	0	2	0	0	0	8174	0	0	Bank Card Reserve accounts			
56557																					14447	5631	94804	3714	5146				14193					0		53100	0	2287				
56717																					2679	2885	28063	1241	4332	1915			1997					0		12252	0	3918	FIXED ANNUITY INVESTMENTS			
57040																				0	228	613	1993	208	208	0	0	0	944	0	0	0	0	0	0	0	0	0				
57451																				0	367	2139	9956	224	412	0	0	0	2352	0	0	0	0	0	0	4686	0	0				
58225																				32	625	555	10238	335	1607	0	0	0	941	0	156	0	0	0	0	4464	0	2046				
58243																				0	31164	37114	200563	11180	26066	0	0	0	12959	5509				0	0	54650	38610	0				
58355																					81	0	471	71	73	2			114					0		203	0	0	Lease Deposit			
58551																					0	0	5493	6	472	142	227	78	1859					0		2709	0	453	WARRANTS	FHLB STOCK	BANKERS BANCORP STOCK	
58636																				9	1356	1423	14085	323	1138	719	0	0	1728	0	0	0	0	0	0	2072	0	6368	PROPERTY PURCHASED FOR CUSTOMER RELATIONS			
58757																					1296	0	2502		184				1022		103			0		0	0	0				
58971																				0	7541	31522	79561	5243	12518	0	0	0	19966	0	0	0	0	0	0	8014	0	0				
59316																					2313	5885	52449	2804	3093				3672					0		25689	3811	7986				
59352																					118	0	9631	189	196				1959					0		7358	0	0				
59370																					788	517	11930	412	648	2	105	2	810		74	53		0		6412	0	2755	prepaid deposit insurance	income tax receivable	other assets	
59754																					271	0	968	56	56				89					0		552	0	0				
60143		660375	160711	3849714		1511768	713664	383343		220367					0		1268784	27709	0		660376																		Pension plan assets	Third-party investment firm receivables		
60330																				0	1775	510	20354	1740	2685	0	0	0	2160	0	0	0	0	0	0	5683	0	7541				
60545																				0	1241	121	3166	0	141	0	0	0	1663	0	0	0	0	0	0	0	0	0				
60554																					257	0	1635		30				824					0		524	0	0				
60648																				0	764	957	9008	401	802	0	0	0	634	0	0	0	0	0	0	4777	0	1074				
61122																					4332	10532	71809	1625	10461				3745					0		42739	0	0				
61355																				0	1783	814	15934	745	2370	0	0	0	4697	0	0	0	0	0	0	6270	0	0				
61476																				0	2680	536	6888	139	631	422	0	0	674	0	0	0	0	0	0	2367	0	0	Intercompany Receivable			
61757																					1302	612	6583	200	392			109	740					0		3537	0	0			Debit Card Settlement	
61832																				0	1234	1564	12024	165	461	0	0	0	1387	0	0	0	0	0	0	2435	0	4943				
61953																					244	0	818		92				482					0		0	0	0				
62044																					401	134	1215	46	48				69					0	2	563	0	0				
62110																					126	275	580		178				1					0		0	0	0				
62147																					102	0	2144	89	233				287					0		1522	0	0				
62772																				0	2988	2320	25711	903	3412	1000	0	0	2758	0	0	0	0	0	0	805	0	13428	Pathway Lending Investment			
63050																					25	886	6067		646				1363					0		3147	0	0				
63069	0	64955	281485	1498475	0	762770	394139	0	0	144082	0	0	0	0	0	0	95672	149511	0		64955																		Affordable Housing Investments			
63201																				0	127	695	3994	395	695	272	0	0	158	0	0	0	0	0	0	2319	0	0	Int. on Sec			
63573																					5271	2164	9666	291	1051				1180					0		0	0	0				
63733																				0	3332	2554	33051	932	6269	1268	3688	0	4737	0	275	0	0	0	0	10953	0	5206	Delayed Payments MBS & SBA	Insurance Annuity Contracts		
63742																				0	509	770	10957	552	1037	0	0	0	865	453	0	0	0	0	0	7776	0	0				
63751																					27	8	95	29	32	1	2		28					0		0	0	0	ANTICIPATED TAXES	VISA/MC/DISCOVER C-I-P		
64150																				0	981	0	5247	0	124	0	0	0	999	0	0	0	0	0	0	3143	0	0				
64552																					536	0	7532		2518	1225			394				630	0		4084	0	0	Escrow/Foreclosure Advance Receivable			
64730																					170	2854	3836		248				564					0		0	0	0	Deconversion Fees			
65205																					2631	0	45488	469	966				2015		82			0		26907	0	12969				
65241																				0	130	514	4234	0	51	0	0	0	798	0	0	0	0	0	0	2097	644	0				
65513		375	271	4958	1413	2459	544	137		1853			365		0		0	0	0		375																		Fees earned not collected	Other financial assets		
65559																					1	2191	17178	397	588				4529		188			0		9869	0	0	Net Book Value Software			
65746																				0	8354	6340	23385	1469	4398	2810	0	0	2341	0	0	0	0	0	0	1952	0	0	FHLB LAR Receivable			
65858																					764	504	29099		8184	4756			5528					0		12696	0	1423	Artwork			
66154																					1085	317	4447	187	214				735					0		2096	0	0				
66275																					293	858	6463	394	581	157			822					0		3909	0	0	Card settlement advances			
66677																					1040	0	6538	192	1838	1606			369					0		3291	0	0	FHLB MPP - Lenders Risk account			
67142																				0	544	0	2022	167	521	0	0	0	957	0	354	0	0	0	0	0	0	0				
67151																					2282	0	8460	304	3739	264			2439	242	227	138		0		0	0	0	ART OBJECTS			
67209																					8365	3637	23636	522	1714				2081					0		7839	0	0				
67254																				0	0	0	87	0	57	0	0	0	30	0	0	0	0	0	0	0	0	0				
67656																					863	6985	16419		3410	2098			2687					0		2474	0	0	NEGATIVE CURRENT TAXES			
67870																					379	4280	6184	299	777	302			748					0		0	0	0	Unapplied Loan Disbursements			
68448																					804	0	1544	168	283				457		107			0		0	0	0		Computer Software		
68671																					268	0	1599	271	918	644	2		413					0		0	0	0	sewell bro assets	non interest earning receiveables		
68756																				0	1600	0	15869	615	1923	794	0	0	3124	0	0	0	0	0	0	9222	0	0	NSF Non Post Cash Items			
68831																					376	122	2811	81	164				514					0		1635	0	0				
68840																					447	183	7429	290	595				1218	157		17		0		4986	0	0				
68859																				0	746	0	3105	265	441	0	0	0	1918	0	0	0	0	0	0	0	0	0				
69333																				0	4154	0	23916	876	1071	0	0	0	4524	0	0	0	0	0	0	14167	0	0				
69678																					1320	585	6895	644	2668	822	527		2322					0		0	0	0	Trust Fees Receivable	Suspense Resources		
70058																					916	183	4047	128	128				539					0		2281	0	0				
70218																				0	467	237	1456	119	332	125	0	0	420	0	0	0	0	0	0	0	0	0	Tax Receivable			
70414																				0	3491	1627	18993	626	865	0	0	0	1629	0	0	0	0	0	0	9807	0	1574				
70638																					1279	0	8370	399	1030				2074					0		2737	248	1002				
70955																					0	0	248		58				190					0		0	0	0				
71073																				0	1327	367	5818	124	392	261	0	0	289	0	0	0	0	0	0	1167	0	2276	DEPOSIT FOR BANK CHECKS			
71318																					6950	3075	26270	1572	2916				3910					0		4721	0	4698				
71457																					1856	669	11963	486	486				3528					0		4961	463	0				
71859																				0	64	0	233	0	132	108	0	0	37	0	0	0	0	0	0	0	0	0	INCOME TAX RECEIVABLE			
