"IDRSSD"	RCFD1578	RCFD1752	RCFD2148	RCFD2160	RCFD2166	RCFD2168	RCFD3549	RCFD3550	RCFD3551	RCFDA519	RCFDA520	RCFDB556	RCFDC010	RCFDC436	RCFDFT33	RCFDFT34	RCFDFT35	RCFDJ448	RCFDK201	RCFDK202	RCFDK270	RCON1578	RCON1752	RCON2148	RCON2160	RCON2166	RCON2168	RCON3549	RCON3550	RCON3551	RCONA519	RCONA520	RCONB556	RCONC010	RCONC436	RCONFT33	RCONFT34	RCONFT35	RCONJ448	RCONK201	RCONK202	RCONK270	TEXT3549	TEXT3550	TEXT3551	
9553																							1709	0	6104		578				0	0	1304							1635	0	878				
9807																						0	18822	0	140708	183	1551	229	949	0	0	0	6384	0	0	0	0	0	0	33209	80742	0	SECURITY PRINCIPAL RECEIVABLE	RECEIVABLE FROM NJHMFA		
9955																							676	38	1540		35				0	0	791							0	0	0				
10250																							999	1711	4844		678				0	0	1151							305	0	0				
10849																							550	1710	4508		297				0	0	771							1180	0	0				
11145																						20	703	643	8518	412	1648	5	1211	0	0	0	706	0	0	0	0	0	0	2339	0	2479	Brownsfield	Great Lakes Capital Fund		
11640																							4512	1621	20259		1059				0	0	3096							9971	0	0				
11837																							393	1209	2389		78				0	0	709							0	0	0				
12030																							6020	1637	10467		538				0	0	1684							588	0	0				
12142																							922	1376	9148		644				0	0	1199							5007	0	0				
12179																							725	14	2902		90				0	0	97							1321	0	655				
12311	0	552628	40091	4385422	0	1097002	389725	0	0	0	0	312623	0	0	0	0	0	0	570827	816552	995699		552628																				Income Tax Receivable			
12647																						0	72	0	2176	305	1351	1010	0	0	0	0	753	0	0	0	0	0	0	0	0	0	software			
12656																							29	26	168		41				0	0	72							0	0	0				
12937																							305	0	955		191				0	0	459							0	0	0				
12946																						0	5621	0	26303	988	1742	0	0	0	0	0	5936	0	0	541	0	0	0	1799	11205	0				
12955																						0	229	0	616	0	60	0	0	0	0	0	327	0	0	0	0	0	0	0	0	0				
13103																						0	5820	3994	25894	1510	3319	1068	0	0	0	0	3846	0	0	0	0	0	0	8915	0	0	Deferred Director Fees			
13251																							396	0	1056		50				0	0	197							413	0	0				
13457																							0	0	1525		11				0	0	234							1280	0	0				
14052																							58	104	2069		132				0	0	184							1214	377	0				
14155																							669	0	6846		348				0	0	1421							4408	0	0				
14650																							48	288	1942		41				0	0	122							1443	0	0				
14753																							9	0	529		9				0	0	511							0	0	0				
14865																							649	1178	10609		764				0	0	3200							3156	0	1662				
14977																						0	26	84	476	0	32	0	0	0	0	0	334	0	0	0	0	0	0	0	0	0				
16551																							1589	0	8067		581				0	0	1467							4430	0	0				
16748																							209	119	2771		131				0	0	546							1766	0	0				
17110																						0	219	0	3137	0	2771	1324	0	0	0	0	147	0	0	0	0	0	0	0	0	0	INVESTMENT ADVISORY/TRUSTEE FEES RECEIVABLE			
17147																						0	17968	35782	304406	9567	24103	0	0	0	0	0	25105	6373	0	0	0	0	0	87579	100117	13752				
17259																							538	0	2761		87				0	0	318							1818	0	0				
17464																						0	3838	33651	120955	2043	20084	6300	0	0	0	0	6715	3053	0	0	0	0	0	27962	28705	0	Swap Collateral			
17950																							1263	662	5560		234				0	0	2726							0	0	675				
17978																							3355	2275	6782		224				0	0	928							0	0	0				
18050																							496	0	8539		1794				0	0	1669							4580	0	0				
18135																							619	0	7348		338				0	0	1182							5209	0	0				
18377																							73	63	513		257				0	0	120							0	0	0				
18827																						0	5924	1216	39120	4140	6014	0	0	0	0	0	3057	0	0	0	0	0	0	8065	0	14844				
18836																							378	680	5903		708				0	0	456							3681	0	0				
18854																							1045	0	5316	740	940				0	0	3331							0	0	0	Mortgage Servicing Fees			
19356																							362	0	1904		240				0	0	327							975	0	0				
19936																							547	283	8047		445				0	0	905							5867	0	0				
19972																							31	433	3737		93				0	0	245							2935	0	0				
20053																							112	735	2637		164				0	0	506							1120	0	0				
20633																							1004	1566	11813		818				0	0	783							7642	0	0				
20857																							571	0	1826		216				0	0	1039							0	0	0				
21256																							56	0	398		0				0	0	32							310	0	0				
21359																							320	0	889		45				0	0	385							139	0	0				
21630																						0	340	0	892	188	237	0	0	0	0	0	315	0	0	0	0	0	0	0	0	0				
21658																						0	180	0	4233	157	165	0	0	0	0	0	614	0	0	0	0	0	0	2742	0	532				
22048																							994	0	7944		1659	1176			0	0	937							4354	0	0	Split Dollar Insurance Zach McClendon			
22543																						0	365	0	2440	180	1824	360	1207	0	0	0	251	0	0	0	0	0	0	0	0	0	Federal income tax due SSB	pass through account		
22552																							1016	0	2002		112				0	0	874							0	0	0				
22730																							342	510	4682		105				0	0	645							3080	0	0				
22936																							207	6524	7815		461				0	0	589							0	34	0				
23456																							413	0	1323		249				0	0	661							0	0	0				
23504																						0	35249	29185	177080	9842	16584	0	0	0	0	0	10259	0	0	0	0	0	0	43535	30652	11616				
23643																							274	0	5483		160				0	0	994							1625	0	2430				
23755																							477	0	3568		568				0	0	357							2166	0	0				
24006																						0	2275	4301	40438	1738	7365	3257	1991	0	0	0	3466	0	0	0	0	0	0	19686	0	3345	Accounts Receivable	Defined Benefit Post-Retirement Plan		
24378																							433	189	911		141				0	0	148							0	0	0				
24453																							2061	1330	4365		350				0	0	624							0	0	0				
24659																							5	0	323		0				0	0	318							0	0	0				
24668																							5206	3651	13179	656	826				0	0	3496			133	37			0	0	0				
24949																							1353	10033	22593		710				0	0	1084							9413	0	0				
25357																							3251	0	6969		417				0	0	3301							0	0	0				
25647																						0	0	0	654	376	417	0	0	0	0	0	237	0	0	0	0	0	0	0	0	0				
26176																							2835	3980	13114		2235				0	0	1111							0	0	2953				
26242																							2310	259	18334		640				0	0	1858							13267	0	0				
26457																						0	0	22	210	0	9	0	0	0	0	0	179	0	0	0	0	0	0	0	0	0				
26765																							2558	5775	10665		1108				0	0	1224							0	0	0				
27070																							1779	355	9180		599				0	0	1309							5138	0	0				
27548																						0	525	775	18250	1187	5029	2324	1141	0	0	0	1630	0	0	0	145	0	0	10291	0	0	Security fraud loss receivable	Low income tax community ivnestment		
27614																							1717	0	11808		984				0	0	1509							7598	0	0				
27847																							2083	0	14877		1172				0	0	2639							4783	0	4200				
28013																							26292	36754	227552		6960				0	0	9794				2799			89288	0	58464	federal, state and other taxes receivable			
28152																							542	0	3888		325	156			0	0	615	154						2406	0	0	technology licenses			
28255																							1228	710	8985		635				0	0	947							5465	0	0				
28406																						0	15346	6146	64305	1169	4548	0	0	0	0	0	5994	0	0	0	0	0	0	32271	0	0				
28675																							153	0	766	139	187				0	0	426							0	0	0				
28732																						0	227	743	2869	139	159	0	0	0	0	0	274	0	0	0	0	0	0	1466	0	0				
29476																							578	0	3352		217				0	0	945							1612	0	0				
29636																						0	1723	8672	40130	979	1303	0	0	0	0	0	4411	0	0	0	0	0	0	17430	849	5742				
29878																							2236	25128	36505	3760	3840	80			0	0	4962							339	0	0	Seat License	Debit Escrow		
30052																							113	0	268		74				0	0	81							0	0	0				
30502																						0	1651	1392	9776	1247	4228	0	0	0	0	0	2505	0	0	0	0	0	0	0	0	0				
30650																							379	16	849		151				0	0	303							0	0	0				
30810																						0	0	614209	1504265	70549	153773	0	0	0	0	0	736283	0	0	0	0	0	0	0	0	0				
31134																							358	266	2819	480	567				0	0	757							871	0	0				
31255																						0	2792	0	16812	691	1567	0	0	0	0	0	1925	0	0	0	0	0	0	8706	0	1822				
31657																							284	0	4636		134				0	0	629							0	0	3589				
31826																							835	1493	10404	327	2796	1532			0	0	908							4372	0	0	DEFERRED COMPENSATION			
31835																							1732	2167	14841		137				0	0	1154							9651	0	0				
32234																							82	0	1104		70				0	0	952							0	0	0				
32766																							24	58	431		190				0	0	159							0	0	0				
32971																							1362	988	11562		1004				0	0	773							7435	0	0				
33147																						0	2675	150	12988	0	3600	2486	0	0	0	0	2212	0	0	0	0	0	0	2172	0	2179	Other Investments - Annuities			
33259																							863	0	9424		6684				0	0	1877							0	0	0				
33268																						0	0	0	3038	162	162	0	0	0	0	0	665	0	0	0	0	0	0	2211	0	0				
33370																							463	41	681		72				0	0	105							0	0	0				
33839																							26	0	230	31	31				0	0	173							0	0	0				
33857																							1041	0	8288	1728	2098				0	0	5149							0	0	0				
34425																						0	3756	1099	18773	0	2663	1481	0	0	0	0	1311	0	0	0	0	0	0	9944	0	0	VCDC FUNDS			
34434																							668	0	5742		2141				0	0	1005							1928	0	0				
34452																							237	0	5122		1099				0	0	528							2211	0	1047				
34537																						0	31818	54518	200757	5178	16571	6443	0	0	0	0	12614	0	0	0	4868	0	0	78862	0	6374	Deferred Directors Comp			
34555																						0	4010	0	13083	293	375	0	0	0	0	0	1956	0	0	81	0	0	0	6742	0	0				
34742																							1633	1284	12901		2177				0	0	980							6827	0	0				
35057																						0	1319	0	4613	173	563	0	0	0	0	0	774	0	0	167	0	0	0	1295	0	662				
35301	0	390930	180392	32164916	0	28022577	23120844	0	0	0	0	394703	0	0	0	0	0	0	542706	2633608	0		388691																				Collateral deposits, net			
35570																							251805	214231	699736	8451	12528				0	0	68109							60355	73283	19425				
35646																						0	29	54	2948	0	94	0	0	0	0	0	256	0	0	0	0	0	0	1807	0	708				
35879																							1156	774	8321	250	293				0	0	678							5420	0	0				
36456																							409	0	4657		359				0	0	1927							1962	0	0				
36933																							109	475	1972		415				0	0	472							501	0	0				
37051																							61	8	1199		127				0	0	539							464	0	0				
37341																							19	0	1246		56				0	0	175							996	0	0				
37435																						40	1122	0	6737	812	1941	0	0	0	0	0	3674	0	0	0	0	0	0	0	0	0				
37640																						0	13048	1328	84717	0	14068	7733	0	0	0	0	11728	0	0	0	0	0	0	32735	0	11810	Investments in Affordable Housing			
37659																						33	0	0	1337	8	165	0	0	0	0	0	434	0	0	0	0	0	0	738	0	0				
37949																							78	0	8419		124				0	0	1705							3947	0	2565				
38740																							853	207	6438		417				0	0	474							4487	0	0				
39327																							0	0	13936		731				0	0	1285							11808	112	0				
39756																							619	0	11497		1280				0	0	2572							3469	0	3557	0			
40033																							231	0	3452		474				0	0	273							816	0	1658				
40499																							19260	0	92555		25901	12154			0	0	5740							34304	1977	5373	SUPPLEMENTAL EXECUTIVE RETIREMENT PLAN			
40855																							666	0	1251		27				0	0	558							0	0	0				
41245																							45	291	1545		31				0	0	191							499	0	488				
41553																							342	0	2749		19				0	0	788							1600	0	0				
41629																							593	621	5984		3467	2725			0	0	927							376	0	0	Low Income Housing Investment			
41825																						0	255	1305	7520	338	718	146	0	0	0	0	701	0	0	94	0	0	0	2813	0	1728	Other Assets			
41937																							61	0	2020		149				0	0	500							1310	0	0				
41955																							199	0	667		190				0	0	278							0	0	0				
42037																							0	531	2916		115				0	0	269							1759	0	242				
42354																							94	0	5430		411				0	0	849							4076	0	0				
42372																							335	1653	9164		250				0	0	1203							5723	0	0				
42420																						223	40339	30192	293527	8173	19149	0	0	0	0	0	15534	4576	0	0	0	0	0	106188	74729	7396				
42448																						0	6325	4321	20610	1326	1461	0	0	0	0	0	8503	0	0	0	0	0	0	0	0	0				
42457																							444	0	1019		140				0	0	435							0	0	0				
43052																							279	368	4732		235				0	0	331							3519	0	0				
43351																							0	142	749		315				0	0	292							0	0	0				
43856																							568	246	1812		30				0	0	196							772	0	0				
43959																							66	481	1239		131				0	0	561							0	0	0				
44040																							883	2389	13313		469				0	0	2336							7236	0	0				
44433																						0	2502	0	4928	474	1243	0	0	0	0	0	1183	0	0	0	0	0	0	0	0	0				
44741																							1643	912	4388		419				0	0	1414							0	0	0				
44750																							998	1179	7447		204				0	0	444							3085	0	1537				
44929																						0	1237	0	4735	400	500	0	0	0	0	0	425	0	0	0	0	0	0	887	0	1686				
45038																						0	98	670	3531	0	81	0	0	0	0	0	896	0	0	0	0	0	0	1786	0	0				
45047																							538	0	1528		184				0	0	806							0	0	0				
45056																							198	0	1020		183				0	0	639							0	0	0				
45430																							664	660	5213		286				0	0	410							1539	0	1654				
45458																							783	55	2841	132	496	358			0	0	626							881	0	0	Investment in Vintage Bank Kansas Insurance Agency			
45551																						0	2261	46	22078	735	2659	0	0	0	0	0	5640	0	0	109	210	0	0	8671	0	2801				
45560																						0	9345	0	58967	10572	17490	5106	0	0	0	0	4704	0	0	0	0	0	0	23995	0	3433	Equity Securities			
45775																							679	1111	6327		299				0	0	437							3801	0	0				
46053																							2348	0	8865		396				0	0	651							5190	0	280				
46941																							524	0	5178		153				0	0	456							1503	0	2542				
47247																						0	2970	0	14375	575	1756	504	0	0	0	0	1162	517	0	86	0	0	0	8487	0	0	Lender Reserve Acct Receivable			
47256																							28	0	132		39				0	0	65							0	0	0				
47452																						0	36	0	367	0	54	0	0	0	0	0	277	0	0	0	0	0	0	0	0	0				
47500																							2757	43	4832		725				0	0	1225							82	0	0				
48057																							179	50	2805		197				0	0	822							1557	0	0				
48150																						0	248	0	463	0	40	0	0	0	0	0	175	0	0	0	0	0	0	0	0	0				
48374																						0	9616	0	34058	0	3853	0	0	0	0	0	6788	0	0	0	0	1688	0	3243	7394	3164				
48440																						0	154	437	3747	16	57	0	0	0	1	0	443	0	0	0	0	0	0	2655	0	0				
49054																						1117	1049	0	3432	0	1416	0	0	0	0	0	967	0	0	0	0	0	0	0	0	0				
49148																							198	0	3448		108				0	0	577							2565	0	0				
49241																							3990	2725	28339		1185				0	0	3607							10561	0	6271				
49652																							404	203	6525		56				0	0	1288							4574	0	0				
49858																							504	81	3248		168				0	0	298							2197	0	0				
49951																							273	0	3736		375				0	0	1048							2040	0	0				
50144																							287	567	4122		94				0	0	394							2780	0	0				
50461																						0	0	1857	2785	35	751	0	0	0	0	0	177	0	0	0	0	0	0	0	0	0				
50872																							2898	0	5425		200				0	0	446							0	0	1881				
50957																						0	1426	2473	8425	157	367	0	0	0	0	0	644	0	0	0	0	0	0	3515	0	0				
51253																						0	1260	2504	13939	435	524	0	0	0	0	0	3919	0	0	0	0	0	0	5732	0	0				
51356																						22	0	0	293	52	74	0	0	0	0	0	219	0	0	0	0	0	0	0	0	0				
51459																							1855	0	7705		125				0	0	2032							3693	0	0				
51842																						0	164	3046	9254	0	1142	591	0	0	0	0	1595	0	0	0	0	0	0	3307	0	0	Nevada Sub Tax Cr			
52719																						0	6402	76176	123682	0	41104	39817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A/R Trade			
52951																							563	188	2880		173				0	0	1956							0	0	0				
53033																						0	47704	53899	186946	0	65328	0	0	0	0	0	15443	0	0	0	0	0	59015	4572	0	0				
53051																							5	0	442		89				0	0	348							0	0	0				
53752																							47	112	391		80				0	0	152							0	0	0				
54049																							237	387	4976		229				0	0	442							2802	879	0				
54058																						0	621	70	4497	0	174	0	0	0	0	0	3632	0	0	0	0	0	0	0	0	0				
54441																							63	1031	2561		131				0	0	659							677	0	0				
54656																						11	1703	1299	15105	169	356	0	0	0	0	0	4904	0	0	30	17	0	0	4724	0	2119				
54973																							58488	0	242931		23274	13565			0	0	16508							144661	0	0	Prepaid Pension Benefit			
55336																						0	1384	0	6995	701	1817	1094	0	0	0	0	961	0	0	0	0	0	0	2833	0	0	prepaid pension cost			
55635																							216	1749	2997		487				0	0	545							0	0	0				
55653																							1172	24	1532		46				0	0	290							0	0	0				
55970																							525	1070	16355		1661				0	0	1196							8310	0	3593				
56258																							269	0	1247		113				0	0	865							0	0	0				
56351																							7461	3391	45329	2048	5187	1105			0	0	5888			1162				23402	0	0	Invesment Sec Pipeline Receivable			
56548																							1160	1501	12501		528				0	0	1404							7908	0	0				
56557																						0	11403	6592	90596	3286	6355	0	0	0	0	0	12222	0	0	1052	1638	0	0	51796	0	2228				
56717																							2009	4139	27877		4320				0	0	1733							11887	0	3789				
57040																						0	211	926	2437	234	234	0	0	0	0	0	1066	0	0	0	0	0	0	0	0	0				
57228																							417	1505	8646		3013				0	0	617							3094	0	0				
57451																						0	434	1017	8275	153	264	0	0	0	0	0	2277	0	0	0	0	0	0	4283	0	0				
58177																							994	0	5016	131	138				0	0	369							3515	0	0				
58207																							551	1508	6864		241				0	0	583							3981	0	0				
58225																							578	466	8998		614				0	0	849							4414	0	2077				
58243																						0	20117	56437	196817	7593	19608	0	0	0	0	0	10104	3555	0	0	0	0	0	52707	37844	0				
58355																							29	0	389		34				0	0	126							200	0	0				
58551																							0	0	5328		483				0	0	1567							2839	0	439				
58636																							973	1976	13423		343				0	0	1494							2265	0	6372				
58757																							1197	0	2227		340				0	0	690							0	0	0				
58971																						0	6858	40965	103106	0	19154	0	0	0	0	0	14526	0	0	0	0	0	0	21603	0	0				
59316																							1956	7803	52406	2481	2764				0	0	3532							27155	1473	7723				
59352																							118	0	8837		193				0	0	1390							7136	0	0				
59370																							713	921	12128		786				0	0	789							6225	0	2694				
59754																							270	0	945		73				0	0	83							519	0	0				
60143	0	628600	212825	3314051	0	1040576	560915	0	0	0	0	167576	0	0	0	0	0	0	1236186	28288	0		628600																				Pension Plan Assets			
60330																						0	2473	229	19402	1044	1985	0	0	0	0	0	1880	0	0	0	0	0	0	5491	0	7344				
60545																						0	635	68	2522	0	145	0	0	0	0	0	1674	0	0	0	0	0	0	0	0	0				
60554																						0	180	0	1312	0	65	0	0	0	0	0	565	0	0	0	0	0	0	502	0	0				
60648																						0	764	1400	8878	287	426	0	0	0	0	0	635	0	0	0	0	0	0	4602	0	1051				
61122																							5204	19068	77048	1842	8035				0	0	3464							41277	0	0				
61355																							1742	0	14951		2076				0	0	5042							6091	0	0				
61476																							2706	550	6782		568				0	0	634							2324	0	0				
61757																							356	819	6471	271	471	6	84	109	0	0	468							4357	0	0	BROKERED CD DSICOUNT	ACCOUNTS RECEIVABLE SECURITIES	DEBIT CARD SETTLEMENT	
61832																							1316	1837	11525	326	440				0	0	1134							2260	0	4538	CFS N/P			
61953																							226	0	690		96				0	0	368							0	0	0				
62044																							401	182	1232		46				0	0	62							541	0	0				
62110																							81	326	651		243				0	0	1							0	0	0				
62147																							100	0	2053		206				0	0	288							1459	0	0				
62772																							2988	2210	24031		2591				0	0	2415							628	0	13199				
63050																							25	857	5238		58				0	0	1239							3059	0	0				
63069	0	64388	367381	1273553	0	516309	188722	0	0	0	0	110208	0	0	0	0	0	0	92506	122761	0		64388																				Affordable housing investment commitment			
63201																							128	976	2350		817				0	0	147							282	0	0				
63573																							3752	2706	8287		799				0	0	1030							0	0	0				
63733																						0	2887	2235	26986	492	1273	569	0	0	0	0	4853	0	0	97	0	0	0	10684	0	5054	Unposted Deposit Debits			
63742																							288	1671	10558	197	313				0	0	765				116			7521	0	0				
63751																							27	4	80	17	19	1	1		0	0	30							0	0	0	ANTICIPATED TAXES	VISA/MC/DISCOVER C-I-P		
64150																							1068	0	5046		98				0	0	852							3028	0	0				
64543																							1637	1398	13072		1376				0	0	1261							4652	0	2748				
64552																							527	0	8855		3966	1977			0	0	467					1118		3895	0	0	Escrow/Foreclosure Advance Receivable			
64730																							173	3927	5668		909				0	0	659							0	0	0				
65205																							2631	0	43917		929				0	0	1725							26104	0	12528				
65241																							126	352	4052		186				0	0	731							2025	632	0				
65513	0	375	79	4307	1330	2363	138	0	0	0	0	1490	0	0	0	322	0	0	0	0	0		375																				Other financial assets			
65559																						0	1	1772	14392	820	1117	0	0	0	0	0	3646	0	0	293	0	0	0	7856	0	0				
65746																						0	8141	12565	28499	3274	4507	0	0	0	0	0	2195	0	0	0	0	0	0	1091	0	0				
65858																						0	766	487	27737	0	8074	4479	0	0	0	0	4772	0	0	0	0	0	0	12256	0	1382	Artwork			
66154																							1085	329	4538		126				0	0	956							2042	0	0				
66275																							283	1139	6261		423				0	0	637							3779	0	0				
66677																							908	236	6722	234	1989	1683			0	0	396							3193	0	0	FHLB MPP - Lenders Risk account			
67142																							544	0	1939		498				0	0	897							0	0	0				
67151																							1770	0	5491		1547				0	0	2174							0	0	0				
67209																							6720	3362	20054		675				0	0	1770							7527	0	0				
67254																							0	0	63		44				0	0	19							0	0	0				
67656																						0	857	10881	18022	407	1787	274	0	0	0	0	2116	0	0	0	0	0	0	2381	0	0	NEGATIVE CURRENT TAXES			
67870																							660	0	1770		443				0	0	667							0	0	0				
68448																							707	256	4052		398				0	0	489							2202	0	0				
68671																							263	0	1321		647				0	0	411							0	0	0				
68756																						0	1590	0	15569	806	1776	793	0	0	0	0	3208	0	0	0	0	0	0	8995	0	0	NSF Non Post Cash Items			
68831																						22	252	138	2767	201	302	0	0	0	0	0	487	0	0	0	0	0	0	1588	0	0				
68840																							530	294	7118		557				0	0	962							4775	0	0				
68859																							743	0	3935		608				0	0	2584							0	0	0				
69333																						0	3079	0	21901	1425	2031	0	0	0	0	0	4432	0	0	0	0	0	0	12359	0	0				
69678																							1316	916	7990		2606				0	0	3152							0	0	0				
70058																							916	110	3827		161				0	0	425							2215	0	0				
70218																						0	303	412	1388	164	307	0	0	0	0	0	366	0	0	0	0	0	0	0	0	0				
70414																							3548	1522	17142		1097				0	0	1386							8066	0	1523				
70638																						0	1261	0	8141	579	1141	0	0	0	0	0	1709	0	0	0	0	0	0	2807	241	982				
70955																							0	0	229		69				0	0	160							0	0	0				
71073																							1327	301	5801		423				0	0	407							1132	0	2211				
71318																						0	5400	4898	28147	1890	4880	0	0	0	0	0	3590	0	0	0	0	0	0	4355	0	5024				
71457																							1431	378	12239		2593				0	0	2540							4819	478	0				
71859																							53	0	187		102				0	0	32							0	0	0				
72258																							0	0	5605		3069				0	0	2536							0	0	0				
72351																							38	0	463		104				0	0	321							0	0	0				
72454																						0	338	0	923	193	193	0	0	0	0	0	392	0	0	0	0	0	0	0	0	0				
72678																							5230	0	7550		881				0	0	1439							0	0	0				
73116																							320	11982	20127		877				0	0	1021							5927	0	0				
73152																							249	0	3706		81				0	0	773							1948	0	655				
73554																							958	160	6794		1097				0	0	1778							2801	0	0				
73956																							108	5	1362		57				0	0	326							866	0	0				
74056																						0	190	0	5004	304	1863	1534	0	0	0	3	912	0	0	0	0	0	0	2036	0	0	NE MHEG FUND INVESMENTS			
74140																						0	14109	1674	56615	0	7458	0	0	0	0	0	6894	0	0	0	0	4229	0	23123	0	3357	Investment in Low Income Housing			
