"IDRSSD"	RCFDS483	RCFDS484	RCFDS485	RCFDS486	RCFDS487	RCFDS488	RCFDS489	RCFDS490	RCFDS491	RCFDS492	RCFDS493	RCFDS494	RCFDS495	RCFDS496	RCFDS497	RCFDS498	RCFDS499	RCFDS500	RCFDS503	RCFDS504	RCFDS505	RCFDS506	RCFDS507	RCFDS510	RCFDS511	RCFDS512	RCFDS513	RCFDS514	RCFDS515	RCFDS516	RCFDS517	RCFDS518	RCFDS519	RCFDS520	RCFDS521	RCFDS522	RCFDS523	RCFDS524	RCFDS525	RCFDS526	RCFDS527	RCFDS528	RCFDS529	RCFDS530	RCFDS531	RCFDS539	RCFDS540	RCFDS541	RCFDS542	RCFDS543	RCFDS544	RCFDS545	RCFDS546	RCFDS547	RCFDS548	RCFDS549	RCFDS550	RCFDS551	RCFDS552	RCFDS554	RCFDS555	RCFDS556	RCFDS557	RCFDS558	RCFDS559	RCFDS560	RCFDS561	RCFDS562	RCFDS563	RCFDS564	RCFDS565	RCFDS566	RCFDS567	RCFDS568	RCFDS569	RCFDS570	RCFDS571	RCFDS572	RCFDS573	RCFDS574	RCFDS575	RCFDS576	RCFDS577	RCFDS578	RCFDS579	RCFDS580	RCFDS581	RCFDS582	RCFDS583	RCFDS584	RCFDS585	RCFDS586	RCFDS587	RCFDS588	RCFDS589	RCFDS590	RCFDS591	RCFDS592	RCFDS593	RCFDS594	RCFDS595	RCFDS596	RCFDS597	RCFDS598	RCFDS599	RCFDS600	RCFDS601	RCFDS602	RCFDS603	RCFDS604	RCFDS605	RCFDS606	RCFDS607	RCFDS608	RCFDS609	RCFDS610	RCFDS611	RCFDS612	RCFDS613	RCFDS614	RCFDS615	RCFDS616	RCFDS617	RCFDS618	RCFDS619	RCFDS620	RCFDS621	RCFDS622	RCFDS623	RCON2170	RCON3123	RCON3128	RCONA222	RCONB704	RCOND957	RCOND958	RCOND959	RCOND960	RCOND961	RCOND962	RCOND963	RCOND964	RCOND965	RCOND967	RCOND968	RCOND969	RCOND970	RCOND971	RCOND972	RCOND973	RCOND974	RCOND976	RCOND977	RCOND978	RCOND979	RCOND980	RCOND981	RCOND982	RCOND983	RCOND984	RCOND985	RCOND987	RCOND988	RCOND989	RCOND990	RCOND991	RCOND992	RCOND993	RCOND994	RCOND995	RCOND996	RCOND997	RCOND998	RCOND999	RCONG603	RCONG604	RCONG605	RCONG606	RCONG607	RCONG608	RCONG609	RCONG610	RCONG611	RCONG612	RCONG613	RCONG614	RCONG615	RCONG616	RCONG617	RCONG618	RCONG619	RCONG620	RCONG621	RCONG622	RCONG623	RCONG624	RCONG625	RCONG626	RCONG627	RCONG628	RCONG629	RCONG630	RCONG631	RCONG632	RCONG633	RCONG634	RCONG635	RCONG636	RCONG637	RCONG641	RCONG642	RCONH171	RCONH172	RCONH173	RCONH174	RCONH175	RCONH176	RCONH177	RCONH178	RCONH179	RCONH180	RCONH181	RCONH182	RCONH185	RCONH186	RCONH187	RCONH188	RCONH191	RCONH193	RCONH194	RCONH195	RCONH196	RCONH197	RCONH198	RCONH199	RCONH200	RCONH270	RCONH271	RCONH272	RCONH273	
1669																																																																																																																																		288529	2975	0	824	172155	21035	0	21035	0	37705	0	8003	29702	0	9980	47034	0	0	0	0	0	0	0	0	0	0	0	17665	0	0	0	15015	9980	76072	105142	97977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3801	1901	0	0	0	1901	9980	76072	105142	100796	0	15214	52571	100796	171331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	
1856																																																																																																																																		107793	575	0	0	55170	34560	4377	30183	0	0	0	0	0	0	14135	11867	0	5928	26	0	26	0	0	0	0	0	0	3201	28	1465	94	1516	18554	43617	13067	31234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9792	4896	0	0	0	4896	18554	43617	13067	36430	0	8723	6534	36430	55170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	
2040																																																																																																																																		195117	2853	0	1058	143655	4750	2875	1875	0	0	0	0	0	0	6664	30395	895	3061	13979	0	13979	0	0	0	0	0	0	9446	0	0	0	9125	16226	46249	21214	111494	375	375	0	0	0	375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15517	7759	0	0	0	7759	16226	46249	21214	119631	0	9250	10607	119631	142597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	
2161																																																																																																																																		163791	1333	0	0	109300	19980	2479	17501	0	0	0	0	0	0	554	14867	725	0	5094	0	5094	0	0	0	0	0	0	9144	0	0	0	9144	3033	37462	45329	79143	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1932	966	966	0	0	0	5272	37462	45329	79143	0	7492	22665	79143	109300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	
2376																																																																																																																																		4073895	28590	0	0	3641059	17422	11583	5839	0	335579	586	319957	0	15036	1463	34208	0	0	0	0	0	0	0	0	0	0	0	190493	5	26874	1082	145300	18640	386878	345306	3322929	0	0	0	0	0	0	66	33	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	177000	177000	177000	0	0	0	30089	15045	0	0	0	15045	195640	396542	345306	3351369	0	79308	172653	3351369	3641059	7039	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	
2554																																																																																																																																		14663	164	0	0	13288	1547	0	1547	0	250	0	0	250	0	0	0	663	916	0	0	0	0	0	0	0	0	0	739	0	0	0	407	0	1547	1323	11558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1547	1323	11956	0	309	662	11956	13288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	
2732																																																																																																																																		599616	5015	0	0	466562	106947	73793	33154	0	0	0	0	0	0	0	61295	0	300	0	0	0	0	0	0	0	0	0	8534	174	515	174	6559	73967	94964	52424	379053	254	254	0	0	0	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64086	32043	0	0	0	32043	73967	94964	52424	416822	0	18993	26212	416822	466562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	
2750																																																																																																																																		62613	548	0	0	49861	2089	1697	392	0	0	0	0	0	0	283	3877	300	0	3523	0	3523	0	0	0	0	0	0	3368	3	143	5	3217	2117	8731	3125	44652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2117	8731	3125	44652	0	1746	1563	44652	49861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		3804	761	0	
3252																																																																																																																																		192981	4700	0	3160	123170	6073	3312	2761	0	0	0	0	0	0	18658	55737	6138	80	800	0	800	0	0	0	0	0	0	5364	87	629	67	4581	23128	68064	6440	96026	275	275	0	0	0	275	202	101	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	567	284	0	0	0	284	23128	68064	6440	98649	0	13613	3220	98649	120010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	
3458																																																																																																																																		55054	381	0	0	42238	3761	3395	366	0	4669	0	4081	190	398	213	3979	0	0	387	0	387	0	0	0	0	0	0	1246	320	104	13	661	3928	8917	6926	35477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	238	119	0	0	0	119	3928	8917	6926	36344	0	1783	3463	36344	42238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	
