"IDRSSD"	RCFDJJ03	RCONJJ03	RIAD3123	RIAD4230	RIAD4605	RIAD5523	RIADB522	RIADC079	RIADC233	RIADC389	RIADC390	RIADC435	RIADC781	RIADJH88	RIADJH89	RIADJH90	RIADJH91	RIADJH92	RIADJH93	RIADJH94	RIADJH95	RIADJH96	RIADJH97	RIADJH98	RIADJH99	RIADJJ00	RIADJJ01	RIADJJ02	
24949			6526	400	85	0	6094	53	0																				
25357			4276	730	46	0	3627	127	0																				
25647			1673	0	0	0	1673	0	0				0																
26176			3211	29	0	0	3182	0	0																				
26457			219	1	1	0	217	0	0																				
26765			18339	2540	133	0	15872	206	0																				
27070			2499	1499	0	0	1000	0	0																				
27548			8160	765	86	0	7942	633	0				0																
27614			1317	0	12	0	1308	3	0																				
27847			4973	512	77	0	4837	453	0																				
28013			36800	8183	380	0	28707	470	0				789																
28152			1383	0	0	0	1383	0	0				0																
28675			704	20	0	0	684	0	0				0																
28732			1003	15	0	0	988	0	0																				
29476			1141	65	0	0	1077	1	0																				
29636			3816	314	47	0	3755	300	0																				
29878			12764	-489	198	0	13055	0	0				0																
30052			344	27	0	0	317	0	0																				
30502			7213	0	38	0	7224	49	0																				
30650			1122	0	2	0	1381	261	0																				
30810	0		6913200	1838466	205684	0	3383436	974950	2460564	0	245000			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
31134			1160	65	9	0	1100	14	0				0																
31255			7080	225	176	0	6688	9	0			0	0																
31657			876	0	46	0	846	16	0																				
31826			2968	0	107	0	2899	38	0				0																
31835			1230	90	16	0	1157	33	0																				
32234			64	8	1	0	58	3	0																				
32766			217	157	0	0	60	0	0																				
32971			1917	90	21	0	1863	57	0																				
33147			3478	30	3	0	3534	89	0																				
33259			6417	390	4	0	6025	2	0																				
33268			1176	5	0	0	1181	10	0																				
33370			116	0	0	0	116	0	0																				
33839			96	0	0	0	97	1	0																				
33857			8368	318	10	0	8237	197	0				0																
34425			10172	2776	80	0	7562	246	0																				
34434			2147	0	13	0	2147	13	0																				
34537		0	85411	29513	672	0	35154	1670	21742					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
34555			2798	0	69	0	2735	6	0			0	0																
34742			3901	60	2	0	3875	0	-36																				
35057			1566	100	1	0	1468	3	0			0	0																
35301	3000		97000	29000	0	0	74000	5000	-1000			0		0	0	2000	0	0	2000	0	0	0	0	0	0	0	0	3000	
35570		0	243287	26752	2896	0	228120	10930	-3551			0		0	0	431	2383	0	2814	0	0	0	0	0	0	0	0	0	
35646			245	2	0	0	243	0	0																				
35879			991	105	0	0	886	0	0																				
36456			2554	0	890	0	1918	254	0																				
36933			1449	60	13	0	1390	14	0																				
37051			422	0	0	0	356	1	67																				
37341			716	243	5	0	686	218	0																				
37435			12450	129	129	0	12313	121	0																				
37640		0	36641	5150	128	0	16278	568	15653			0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
37659			454	25	0	0	431	2	0			0	0																
37949			2039	60	4	0	1975	0	0																				
38740			1959	60	3	0	1902	6	0																				
39327			1044	220	2	0	853	31	0																				
39756			6142	187	1	0	5971	17	0				0																
40033			402	0	0	0	402	0	0																				
40499			26389	3749	304	0	24060	1724	0				0																
40855			1122	24	0	0	1098	0	0																				
41553			697	-480	5	0	1172	0	0																				
41629			2185	167	51	0	2158	191	0																				
41825			4552	323	1	0	4235	7	0																				
41955			277	0	0	0	277	0	0																				
42037			502	0	5	0	497	0	0																				
42354			1243	3	0	0	1246	6	0																				
42372			2318	318	5	0	1997	2	0																				
42420			79075	30967	419	0	51637	3948	0				0																
42448			18851	753	228	0	19915	2045	0			0	206																
42457			673	24	0	0	649	0	0																				
43052			993	30	1	0	963	1	0																				
43351			900	380	5	0	521	6	0																				
43856			301	24	0	0	278	1	0																				
43959			785	61	0	0	724	0	0																				
44040			4724	0	8	0	4727	11	0																				
44433			5150	705	1	0	5261	817	0				0																
44741			4687	42	51	0	4679	85	0																				
44750			2068	75	2	0	2087	96	0																				
44929			1029	0	0	0	1034	5	0				0																
45038			1420	-450	2	0	1868	0	0			0	0																
45047			2152	87	31	0	2084	50	0																				
45056			519	0	1	0	518	0	0																				
45430			404	4	2	0	417	19	0																				
45458			1690	41	0	0	1649	0	0																				
45551			9679	150	110	0	9582	163	0																				
45560			13294	425	21	0	13050	202	0				0																
45775			802	0	0	0	802	0	0																				
46053			2450	40	101	0	2431	122	0																				
46941			1554	11	3	0	1568	28	0																				
47247			3544	294	26	0	3340	116	0				0																
47256			347	0	0	0	347	0	0																				
47452			1628	460	0	0	1202	34	0																				
47500			4472	614	28	0	3899	69	0																				
48057			800	16	0	0	788	4	0																				
48150			178	3	17	0	158	0	0																				
48374			11281	925	68	0	11097	809	0																				
48440			1040	0	10	0	1031	1	0																				
49054			2835	16	2	0	2817	0	0																				
49148			690	15	1	0	676	2	0																				
49241			6419	212	57	0	6324	174	0																				
49652			2477	52	0	0	2425	0	0																				
49858			932	269	5	0	932	274	0																				
49951			892	117	52	0	959	236	0																				
50144			496	15	9	0	495	23	0																				
50461			4188	0	0	0	4188	0	0				0																
50872			1088	0	2	0	1097	11	0																				
51253			5972	0	123	0	6040	191	0			0	0																
51356			298	10	1	0	292	5	0				0																
51459			1530	-2	5	0	1534	7	0																				
51842			13723	200	15	0	13508	0	0				0																
52719			0	0	0	0	0	0	0			0	0																
52951			4021	280	55	0	3781	95	0																				
53051			399	0	0	0	400	1	0																				
54058			7833	270	16	0	8077	530	0				0																
54656			3035	448	14	0	2614	41	0			0	0																
54973		0	77084	9901	1018	0	53355	6631	19441					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
55336			2796	75	23	0	2775	77	0																				
55635			1133	0	8	0	1159	34	0																				
55653			688	30	31	0	660	33	0																				
55970			6119	351	0	0	5768	0	0																				
56258			2593	60	1	0	2532	0	0																				
56351			17668	1200	83	0	16907	522	0				0																
56548			6124	0	5	0	6125	6	0																				
56717			8890	600	59	0	8438	207	0																				
57040			1578	0	1	0	1577	0	0			0	0																
57451			4862	0	34	0	4830	2	0																				
58225			2605	120	7	0	2584	106	0																				
58243			64963	0	4854	0	60991	882	0				0																
58355			337	8	0	0	329	0	0																				
58551			1910	250	2	0	1784	126	0																				
58636			3150	125	23	0	3302	300	0																				
58757			1302	75	4	0	1223	0	0																				
58971			103946	7000	1432	0	96415	901	0				0																
59316			9088	700	29	0	8509	150	0																				
59352			4465	105	1	0	4366	7	0				0																
59370			2539	50	27	0	2462	0	0																				
59754			108	6	0	0	103	1	0																				
60143	0		916000	380000	5000	0	637000	89000	-17000					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
60330			11426	30	1312	0	10269	185	0			0	0																
60545			2211	0	0	0	2223	12	0																				
60554			1006	15	0	0	991	0	0																				
60648			4122	0	10	0	4116	4	0																				
61122			15012	2654	167	0	12537	346	0				0																
61355			11468	1383	128	0	11451	1494	0																				
61476			976	565	0	0	411	0	0																				
61757			3918	0	3	0	3915	0	0				0																
61832			2640	0	0	0	2640	0	0																				
61953			492	0	1	0	491	0	0																				
62044			173	0	0	0	174	1	0																				
62110			0	0	0	0	0	0	0																				
62147			757	1	2	0	757	3	0																				
62772			5426	575	43	0	5161	353	0																				
63050			2328	25	13	0	2355	65	0																				
63069			456396	38303	3407	0	422208	7302	-220			0	4324																
63201			464	55	0	0	410	1	0																				
63573			6111	15	13	0	6083	0	0																				
63733			8644	183	95	0	8680	314	0				0																
63742			4711	61	147	0	4532	29	0																				
63751			162	0	1	0	161	0	0				0																
64150			1796	0	1	0	1795	0	0																				
64552			1965	87	24	0	1854	0	0				0																
64730			2157	0	91	0	2068	2	0																				
65205			4836	112	0	0	4743	19	0																				
65513			47	0	0	0	47	0	0				0																
65559			3474	103	0	0	3438	67	0				0																
65746			7508	120	0	0	7391	3	0			0	0																
65858			18152	2100	162	0	16197	307	0																				
66154			1004	175	2	0	834	7	0																				
66275			3025	120	3	0	2902	0	0																				
66677			1473	65	0	0	1408	0	0				0																
67142			314	0	2	0	318	6	0																				
67151			10707	51	3	0	10658	5	0																				
67209			9555	1200	12	0	8511	168	0																				
67254			8	0	0	0	11	3	0																				
67656			42755	8167	755	0	42929	9096	0				0																
67870			3416	225	127	0	3064	0	0																				
68671			552	72	1	0	479	0	0																				
68756			5405	357	17	0	5044	13	0			0	0																
68831			1249	29	20	0	1228	28	0																				
69333			12513	365	113	0	12108	73	0			0	0																
69678			6290	3	18	0	6387	118	0																				
70058			189	0	10	0	186	7	0																				
70218			1027	0	0	0	1027	0	0			0	0																
70414			3655	170	50	0	3451	16	0																				
70638			3107	150	217	0	3120	380	0																				
70955			172	58	0	0	114	0	0																				
71073			494	91	0	0	403	0	0																				
71457			5254	70	1	0	5183	0	0																				
71859			197	147	0	0	50	0	0																				
72258			2508	45	13	0	2487	37	0																				
72351			1217	0	23	0	1195	1	0																				
72454			767	265	4	0	763	265	0																				
72678			1712	0	23	0	1700	11	0																				
73116			4042	257	19	0	3776	10	0																				
73152			931	5	2	0	928	4	0																				
73554			2658	0	56	0	2613	11	0																				
73956			593	0	22	0	617	46	0																				
74056			1130	23	0	0	1107	0	0																				
74140			8697	788	128	0	7939	158	0				0																
74403			6482	662	16	0	5901	97	0				209																
74449			81	0	0	0	81	0	0																				
75259			6632	875	15	0	6030	288	0																				
75446			2966	25	17	0	2938	14	0																				
75455			680	0	0	0	680	0	0																				
75558			3661	230	20	0	3487	76	0																				
75633			933271	190062	18851	0	832527	108169	0			0	36168																
75651			652	50	3	0	599	0	0																				
76153			472	15	2	0	490	35	0			0	0																
76443			880	9	4	0	867	0	0																				
76854			4972	110	4	0	4858	0	0																				
77150			776	130	0	0	749	103	0			0	0																
77253			2404	600	6	0	1808	10	0																				
77422			1796	100	11	0	1685	0	0																				
77851			19096	525	102	0	18556	87	0			0	0																
78157			347	5	2	0	343	3	0																				
78241			450	6	0	0	444	0	0																				
78559			969	30	2	0	938	1	0																				
79042			665	40	36	0	592	3	0				0																
79127			744	51	17	0	723	47	0				0																
79145			2059	25	0	0	2035	1	0																				
79257			34	6	4	0	24	0	0																				
79855			1310	0	0	0	1310	0	0																				
80150			374	25	10	0	366	27	0																				
80374			396	0	0	0	396	0	0																				
80431			661	-55	10	0	1020	314	0																				
81175			4905	276	1	0	4632	4	0																				
82033			2320	0	13	0	2312	5	0																				
82257			991	181	7	0	968	165	0																				
82350			253	6	3	0	246	2	0																				
82659			722	200	1	0	584	63	0			0	0																
83151			1292	50	56	0	1188	2	0																				
83236			267	0	0	0	267	0	0																				
83375			8349	470	63	0	8000	184	0																				
83638			72949	22000	333	34	52223	1573	0			64	0																
83834			1489	51	13	0	1443	18	0																				
83852			163	0	0	0	163	0	0																				
83955			746	0	83	0	664	1	0																				
84046			150	0	0	0	150	0	0																				
84541			10008	868	170	0	9152	182	0																				
84804			606	15	3	0	633	45	0																				
85052			1175	50	0	0	1125	0	0																				
85454			902	6	17	0	995	116	0																				
85472		0	29635	8708	230	0	16852	1384	5229					0	0	1261	1268	0	2529	0	0	0	0	0	0	0	0	0	
85931			1912	60	8	0	1857	13	0																				
86349			2994	60	24	0	2945	35	0																				
86675			6672	1360	2	0	5419	109	0																				
87047			1040	9	0	0	1060	29	0																				
87159			977	8	4	0	967	2	0																				
87234			3537	45	32	0	3460	0	0																				
87476			6554	0	52	0	6502	0	0																				
87579			4333	0	2	0	4331	0	0				0																
88231			7675	1000	92	0	6772	189	0																				
88259			763	10	0	0	753	0	0																				
88352			1539	0	200	0	1346	7	0				0																
88455			4621	120	15	0	4512	26	0																				
88950			696	0	1	0	695	0	0																				
89032			760	60	5	0	758	63	0																				
89135			870	-53	6	0	923	6	0																				
89854			1581	0	5	0	1581	5	0																				
89957			922	65	0	0	895	38	0																				
90047			200	0	0	0	200	0	0																				
90177			970	33	1	0	1077	141	0																				
90328			4252	322	90	0	3893	53	0																				
90337			13689	400	30	0	13275	16	0			0	0																
90579			3184	0	0	0	3184	0	0																				
91615			829	0	2	0	833	6	0																				
91754			2747	30	9	0	2729	21	0			0	0																
91950			258	0	0	0	300	42	0																				
92144			233	0	3	0	230	0	0																				
92676			3466	205	39	0	3261	39	0				0																
92706			2145	105	31	0	2108	99	0																				
92902			130	0	0	0	130	0	0																				
93244			2729	0	9	0	2722	2	0																				
93543			4217	291	40	0	4340	454	0																				
93619	0		0	0	0	0	0	0	0			0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
94139			3351	62	129	0	3351	191	0																				
94522			5471	224	25	0	5271	49	0																				
94755			1969	165	48	0	1831	75	0																				
94858			1333	5	99	0	1254	25	0																				
95051			2357	353	77	0	2669	742	0			0	12																
95677			718	-78	4	0	792	0	0																				
96553			223	70	5	0	156	8	0																				
97055			2245	150	40	0	2917	862	0																				
97279			364	16	1	0	347	0	0																				
97457			1000	60	3	0	937	0	0																				
97804			10728	1150	129	0	9649	200	0																				
97943			2242	275	17	0	1967	17	0																				
98351			656	160	1	0	495	0	0																				
98463			8585	3045	26	0	5538	24	0																				
98717			2234	0	0	0	2234	0	0			0	0																
99143			1353	75	32	0	1396	150	0																				
99255			517	0	1	0	516	0	0			0	0																
99376			22097	4793	423	0	16921	40	0				0																
99442			4272	251	64	0	4120	163	0																				
99536			5125	270	63	0	4727	181	246																				
99853			169	0	4	0	165	0	0																				
100236			3574	96	13	0	3512	47	0																				
100357			6865	328	85	0	6803	351	0																				
100562		0	57911	8000	892	0	30616	510	18913			0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
100777			1913	0	53	0	1901	41	0																				
100843			6883	330	16	0	6663	126	0																				
101019			58852	8042	450	0	52851	2491	0			0	0																
101037			12898	250	81	0	12643	76	0																				
101439			2775	75	72	0	2663	35	0				0																
101671			3403	540	30	0	2862	29	0				0																
101738			1265	53	45	0	1314	147	0																				
101952			1153	42	0	0	1111	0	0																				
102333			542	0	1	0	552	11	0																				
102342			2432	60	1	0	2372	1	0																				
102539			274	0	7	0	267	0	0																				
102557			870	65	0	0	853	48	0																				
102874			327	2	1	0	331	7	0				0																
103134			545	0	0	0	546	1	0			0	0																
104234			336	9	1	0	361	35	0																				
104542			97	14	1	0	133	51	0																				
104971			212	0	0	0	213	1	0																				
105026			3442	400	106	0	3222	286	0																				
105473			9724	168	253	0	9312	0	-9																				
105530			899	23	16	0	868	8	0																				
106359			15934	450	575	0	15180	271	0				0																
106452			3783	125	385	0	3291	18	0																				
106676			774	-26	0	0	800	0	0																				
107244		0	238737	94916	777	0	108525	5068	39587			0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
107459			170	3	4	0	171	8	0																				
107570			3444	220	83	0	3192	51	0																				
107758			504	0	181	0	519	196	0																				
108072			1502	202	1	0	1457	158	0																				
108269			819	8	9	0	802	0	0																				
108652			191	0	0	0	192	1	0																				
108746			141	0	0	0	141	0	0																				
108951			3456	157	20	0	3377	98	0																				
109136			1562	50	4	0	1508	0	0																				
109154			583	6	1	0	576	0	0																				
109453			1281	50	3	0	1250	22	0																				
109574			3006	148	2	0	2857	1	0																				
109659			2559	45	14	0	2517	17	0																				
110413			4582	350	1	0	4241	10	0				0																
110936			5238	344	4	0	4904	14	0																				
110945			2245	15	12	0	2228	10	0																				
110972			142	15	0	0	132	5	0																				
111157			525	0	0	0	525	0	0			0	0																
111205			5225	401	40	0	4975	191	0																				
111942			3551	300	5	0	3628	382	0																				
111979			6748	0	7	0	6757	16	0																				
112163		0	21948	1400	22	0	16202	224	4548					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
112332			1031	80	23	0	989	61	0																				
112444			2541	2576	8	0	2616	2659	0																				
112510			420	15	0	0	405	0	0																				
112556			562	9	1	0	552	0	0																				
112837	0		4822254	1975800	286798	0	2272168	758212	1045700	0	61969	0		0	0	0	0	0	0	0	554	3843	1573	2601	3369	0	0	0	
113003			1289	0	0	0	1292	3	0				0																
113030			2733	25	1	0	2710	3	0																				
113441			6456	250	97	0	6177	68	0																				
113601			9556	187	0	0	9369	0	0																				
113740			9730	375	210	0	9160	15	0				0																
113937			1996	12	15	0	2004	35	0																				
114149			2162	0	3	0	2159	0	0																				
114251			1154	119	1	0	1034	0	0																				
114260			19500	-36	115	0	19500	79	0			0	0																
114457			3450	62	25	0	3450	87	0																				
114774			508	16	0	0	492	0	0																				
114840			3283	60	2	0	3227	6	0																				
114859			717	0	1	0	716	0	0																				
115146			770	0	1	0	769	0	0																				
115575			4540	606	25	0	3911	2	0																				
116358			339	6	1	0	332	0	0																				
116554			76	6	0	0	70	0	0																				
116741			1352	22	5	0	1325	0	0																				
117038			1430	0	7	0	1439	16	0			0	0																
117074			1647	35	2	0	1610	0	0																				
117458			6947	550	10	0	6392	5	0																				
117775			895	0	0	0	895	0	0			0	0																
118156			1633	500	2	0	1152	21	0																				
118660			1410	0	0	0	1410	0	0																				
118736			1235	17	18	0	1248	48	0																				
119153			2425	45	15	0	2419	54	0				0																
119528			7220	792	10	0	6556	138	0																				
119779			7995	500	88	0	7407	0	0				0																
119872			3009	115	19	0	2875	0	0																				
120476			285	3	0	0	282	0	0																				
120542			4050	0	295	0	4006	251	0																				
120609			7744	525	40	0	7253	74	0																				
120953			1348	0	0	0	1348	0	0																				
121642			21171	191	1115	0	21500	1635	0			0	0																
121651			723	100	27	0	597	1	0																				
121914			3261	351	8	0	3110	208	0																				
122153			227	21	7	0	203	4	0																				
122546			673	55	3	0	620	5	0																				
122854			58403	8381	70	0	51461	1509	0				574																
123075			711	0	0	0	711	0	0																				
123374			970	15	1	0	954	0	0																				
124344			5176	355	6	0	4815	0	0																				
124830			978	0	25	0	953	0	0																				
125154			3209	746	547	0	3161	1245	0				0																
125471		0	326444	136577	2883	0	106238	9838	90584					0	0	1703	796	0	2499	0	0	0	0	0	0	0	0	0	
125855			6240	174	125	0	6169	228	0																				
125873			1200	0	0	0	1200	0	0																				
125958			235	0	6	0	229	0	0																				
126012			4174	75	11	0	4090	2	0																				
126049			1710	30	1	0	1690	11	0																				
126375			592	0	0	0	592	0	0																				
126553			2249	90	0	0	2159	0	0				0																
126834			2276	188	20	0	2090	22	0																				
127055			744	21	0	0	723	0	0																				
127224			1928	47	5	0	1947	71	0																				
128258			212	15	2	0	203	8	0																				
128904			109138	28600	585	0	82297	2344	0				1192																
129349			1121	-10	15	0	1151	35	0																				
129358			677	43	0	0	634	0	0																				
129479			4017	0	10	0	4010	3	0																				
129732			41840	14455	421	0	31936	4972	0			0	4302																
129853			2300	63	80	0	2300	143	0																				
129910			4111	110	3	0	4039	41	0																				
130345			7124	0	441	0	6753	70	0																				
130541		0	48440	8600	308	0	17667	712	22577					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
130813			2762	75	124	0	2625	62	0																				
131034			2719	0	4	0	2858	143	0																				
131173			8049	500	36	0	7607	94	0																				
131436			4552	150	24	0	4400	22	0			0	0																
131650			135950	71795	1740	0	72781	10366	0				653																
131717			762	0	4	0	767	9	0			0	0																
131940			1011	8	25	0	978	0	0																				
132107			9524	227	4	0	9296	3	0																				
132451			1046	18	1	0	1027	0	0																				
132554			5251	100	29	0	5267	145	0			0	0																
132778			346	0	0	0	347	1	0																				
132938			595	25	4	0	575	9	0																				
133579			3813	560	4	0	3685	436	0			0	0																
133850			11610	125	65	0	11605	185	0																				
133971			3330	397	20	0	2915	2	0																				
134156		0	2049	45	36	0	2027	59	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
134437			8352	275	172	0	8069	164	0			0	0																
134455			1004	50	1	0	978	25	0																				
134848			1564	0	0	0	1564	0	0																				
135836			1863	134	18	0	2033	322	0																				
135854			914	60	0	0	855	1	0																				
136048			863	0	6	0	863	6	0																				
136338			2174	59	17	0	2122	24	0																				
136459			306	0	0	0	306	0	0																				
136655			788	0	8	0	781	1	0																				
137205			17170	208	41	0	17122	201	0																				
137447			2175	0	2	0	2176	3	0																				
137456			951	51	1	0	1046	147	0																				
137559			2096	0	1	0	2101	6	0																				
137643			1161	15	1	0	1145	0	0																				
137652			1113	437	38	0	638	0	0			0	0																
137915			75115	11738	233	0	63163	19	0				0																
138051			1622	0	1	0	1621	0	0																				
138257			452	0	3	0	452	3	0																				
138556			417	0	0	0	417	0	0																				
139133			1974	50	3	0	1924	3	0				0																
139478			4820	114	1	0	4711	6	0																				
139553			9434	0	263	0	9213	42	0																				
139656			21915	9940	72	0	12232	329	0			0	948																
139740			18332	1000	98	0	17235	1	0				0																
139834			417	0	2	0	416	1	0																				
139843			18269	1350	381	0	16871	333	0				0																
139955			825	79	1	0	745	0	0																				
140157			2762	0	1	0	2762	1	0																				
140362			25059	1135	31	0	25028	1135	0			0	0																
140634			458	14	0	0	444	0	0																				
141211			4011	125	20	0	4024	158	0																				
141341			3246	90	10	0	3155	9	0																				
141350			473	30	7	0	455	19	0																				
141556			74109	13400	1713	0	67279	8283	0				618																
141677			209	26	0	0	183	0	0																				
141958			582	0	7	0	605	30	0																				
142049			1421	8	1	0	1421	9	0																				
142179			299	6	1	0	293	1	0																				
142955			6378	0	302	0	6136	60	0																				
143372			889	36	8	0	871	26	0																				
143662		0	291419	105503	2745	0	157629	24455	49997					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
143859			2309	75	1558	0	2731	2055	0																				
143952			2129	295	1	0	1833	0	0																				
144034			2718	92	11	0	2805	190	0																				
144052			3962	50	19	0	3931	38	0																				
144155			3259	0	43	0	3239	23	0				0																
144678			1885	-54	88	0	1865	14	0																				
144856			1998	95	0	0	1906	3	0																				
144913			2082	33	18	0	2045	14	0																				
145059			629	0	0	0	629	0	0																				
145545			3546	90	2	0	3473	19	0																				
145554			2143	169	10	0	1964	0	0																				
145741			1263	0	3	0	1260	0	0																				
145750			55	55	0	0	0	0	0																				
145844			3894	198	9	0	3897	210	0																				
146056			1073	100	1	0	975	3	0																				
146663			11603	0	7	0	11653	57	0																				
146672		0	132001	4220	1322	0	107000	3541	23000					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
147651			436	45	4	0	616	229	0																				
147679			1311	89	0	0	1224	2	0																				
147857			3020	0	1	0	3026	7	0			0	0																
147923			2317	245	1	0	2072	1	0																				
148171			2087	45	0	0	2049	7	0																				
148238			1991	90	29	0	1960	88	0																				
148340			551	0	0	0	551	0	0																				
148470			1231	0	0	0	1231	0	0																				
148715			985	0	18	0	991	24	0																				
148809			4398	225	8	0	4302	137	0				0																
148920			508	0	3	0	505	0	0																				
149150			1357	0	33	0	1324	0	0																				
150035			9485	515	14	0	8960	4	0				0																
