"IDRSSD"	RCFD1578	RCFD1752	RCFD2148	RCFD2160	RCFD2166	RCFD2168	RCFD3549	RCFD3550	RCFD3551	RCFDB556	RCFDC010	RCFDFT33	RCFDFT34	RCFDFT35	RCFDHT80	RCFDJ448	RCFDK201	RCFDK202	RCFDK270	RCON1578	RCON1752	RCON2148	RCON2160	RCON2166	RCON2168	RCON3549	RCON3550	RCON3551	RCONB556	RCONC010	RCONFT33	RCONFT34	RCONFT35	RCONHT80	RCONJ448	RCONK201	RCONK202	RCONK270	TEXT3549	TEXT3550	TEXT3551	
1669																					184	718	13966		301				1434					0		8863	1601	865				
1856																					1444	0	2682		943				295					0		0	0	0				
2040																					798	1063	7564		353				663					0		4366	0	321				
2161																				0	334	0	5318	199	209	0	0	0	1004	0	0	0	0	0	10	3771	0	0				
2376																				0	26074	29179	176818	684	9314	0	0	0	11985	7039	0	0	0	0	0	80839	0	19427				
2554																					43	0	227		28				156					0		0	0	0				
2732																					174	1042	4040		808				2016					0		0	0	0				
2750																					198	0	3103		261				1047					0		1597	0	0				
3252																					772	0	4728		1542				2414					0		0	0	0				
3458																					252	0	926		108				566					0		0	0	0				
3720																					270	818	10460	233	513				957					0		5202	0	2700	JHA ATM settlement security deposit			
3971																					5458	1664	28815		4701				3047					0		13945	0	0				
4156																					390	1	7971		299				1283					0		4968	0	1030				
4231																					0	195	897		276				426					0		0	0	0				
5069																					0	678	6381		3607				2096					0		0	0	0				
5135																					1550	1549	14474		834				4717					0		5824	0	0				
5210																				0	4382	3356	74889	0	12336	9502	0	0	5047	0	0	0	0	0	0	43611	0	6157	Prepaid Pension			
5461																					3006	0	16276		2320				2380					0		8570	0	0				
5751																					391	26	6534		137				1420					0		2758	344	1458				
6039																				0	290	431	2972	365	421	0	0	0	1830	0	0	0	0	0	0	0	0	0				
6329																				1000	686	3270	23005	684	4767				3434		399			0		8146	0	2702				
7009																					0	378	9102		6439				2285					0		0	0	0				
7045																				1	759	633	2788	208	458	0	0	0	938	0	0	0	0	0	0	0	0	0				
7072																					3144	2491	14248		3961				1010					0		3642	0	0				
7456																					446	0	3706		258				1384					0		1618	0	0				
7634																					103	0	735		211				421					0		0	0	0				
8033																					1734	494	5352		181				1485					0		1458	0	0				
8462																					21	0	792		8				763					0		0	0	0				
8631																					337	188	3178		59				203					0		2391	0	0				
9357																					984	0	3969		754				2231					0		0	0	0				
9553																					2235	0	6746		475				1387					0		1722	0	927				
9807																					5687	0	134108	364	1055		405		6762					0		35003	85601	0		REVERSE MORTGAGE MIP		
9955																					918	39	1993		61				975					0		0	0	0				
10250																					1020	0	3318		569				1407					0		322	0	0				
10849																					548	1171	3057		330				1008					0		0	0	0				
11145																				10	1033	547	9385	862	1833		961		912					0		2476	0	2584	Brownfield	Great Lakes Capital Fund		
11640																					4784	866	21208		1778				3211					0		10569	0	0				
11837																					100	736	1513		145				532					0		0	0	0				
12030																					6922	2405	14202		1332				2377					0		1166	0	0				
12142																					700	1058	8300		22				1252					0		2760	0	2508				
12179																					729	0	2951		63				97					0		1380	0	682				
12311		463297	42836	4511152		1226824		420414		325067					0		566596	846839	1039693																					Income Tax Receivable		
12647																				0	142	0	1384	323	356	0	0	0	886	0	0	0	0	0	0	0	0	0				
12656																					29	11	157		23				94					0		0	0	0				
12937																					231	0	1062		251				580					0		0	0	0				
12946																					6916	4576	35223	1084	1804				7699					0		2703	11525	0		0		
13103																					5354	475	28986	1866	6389				5285					0		11483	0	0				
13251																					476	0	1253		128				195					0		454	0	0				
13457																					0	15	1503		36				248					0		1204	0	0				
14155																					813	0	8185		246				2485					0		4641	0	0				
14650																					46	196	2102		162				190					0		1508	0	0				
14753																					169	0	764		39				556					0		0	0	0				
14865																					688	809	14448		1037				4358					0		5819	0	1737				
14977																				0	208	91	1973	27	27	0	0	0	616	0	0	0	0	0	0	1031	0	0				
16551																					1411	0	8112	222	537				1472		272			0		4692	0	0				
16748																					209	166	2878		138				499					0		1866	0	0				
17110																				0	219	0	3016	0	2602	1217	0	0	195	0	0	0	0	0	0	0	0	0	INVESTMENT ADVISORY/TRUSTEE FEES RECEIVABLE			
17147																				0	24592	16775	367295	12922	59930	0	0	0	40916	14229	0	0	0	0	0	107819	98125	19138				
17259																					264	0	2690		145				365					0		1916	0	0				
17950																					1320	216	5928		213				3359					0		0	0	820				
17978																					3355	1035	5832		244				1198					0		0	0	0				
18050																					523	0	9652		2320				2006					0		4803	0	0				
18135																					344	0	7255		403				1038					0		5470	0	0				
18827																				0	5728	1067	44655	4969	7970	0	0	0	5669	0	0	0	0	0	0	8824	0	15397				
18836																					405	525	6205		767				565					0		3943	0	0				
18854																					1055	0	7389	767	2085	1072			4249					0		0	0	0	Deferred Tax Assets			
19356																					390	0	3607		184				368					0		2665	0	0				
19936																					629	355	9076		698				1374					0		6020	0	0				
19972																					32	343	3816		98				256					0		3087	0	0				
20053																					125	550	2527		155				521					0		1176	0	0				
20633																					988	666	11476		1031				754					0		8037	0	0				
20857																					919	0	2155		57				1179					0		0	0	0				
21256																					56	0	421		5				31					0		329	0	0				
21359																					320	0	1447		339				635					0		153	0	0				
21658																					319	200	4889	196	211				736					0		2868	0	555				
22048																					1088	0	8242		1708				943					0		4503	0	0				
22543																					491	0	2401		1243				667					0		0	0	0				
22552																					806	0	2050		96				1148					0		0	0	0				
22730																					472	287	4846		76				767					0		3244	0	0				
22936																					253	3499	4783		274				735					0		0	22	0				
23456																					667	0	2112		191				1254					0		0	0	0				
23504																				0	28068	14800	175370	13263	29180	0	0	0	13057	7663	0	0	0	0	0	45777	32353	12135				
23643																					1221	0	6970		225				1055					0		1916	0	2553				
23755																					488	0	4027		281				646					0		2612	0	0				
24006																					2415	1817	41200	968	7811	3041	3566		5001					0		20673	0	3483	ACCOUNTS RECEIVABLE	DEFINED BENEFIT POST-RETIREMENT PLAN		
24378																					433	167	884		127				157					0		0	0	0				
24453																					1307	1059	3679		435				878					0		0	0	0				
24659																					5	0	421		0				416					0		0	0	0				
24668																					13499	2690	24080	801	1647	494			6244					0		0	0	0	Investments in SBIC's			
24949																					1282	3784	17179		1114				1216					0		9783	0	0				
25357																					3645	0	8706		376				4685					0		0	0	0				
25647																					371	2347	3500	83	224				558			141		0		0	0	0				
26176																					2916	2639	10500		729				1156					0		0	0	3060				
26242																					2878	257	19738		539				2058					0		14006	0	0				
26457																					0	10	232		0				222					0		0	0	0				
26765																					9139	366	85725	2441	6742				5306			2486		0		45021	0	19151				
27070																					1738	190	9507		665				1422					0		5492	0	0				
27548																					684	598	23503	1713	8326	398	5000	684	3000			514		0		10895	0	0	Unposted	Low income tax community investment	SBA Fund	
27614																					1730	621	13156		1141				1697					0		7967	0	0				
27847																					2143	0	17301		1187				3191					0		5034	1007	4739				
28013																					23604	22077	220987		7070				13205					0		94051	0	60980				
28152																					572	0	5083	223	507				757	284				0		3247	0	0				
28255																					1261	651	11872		512				1545					0		7903	0	0				
28406																					17666	13039	76640		4546	1691			6921					0		34468	0	0	LOANS SOLD ESCROW			
28675																					907	0	1599	145	179				513					0		0	0	0				
28732																					227	467	2486		183				352					0		1257	0	0				
29476																					601	0	3934		119				1501					0		1713	0	0				
29636																					2768	4431	39622	1355	2564				4326					0		18754	878	5901				
29878																					3391	8059	20858	3554	3634	80			5774					0		0	0	0	Seat License			
30052																					116	0	310		113				81					0		0	0	0				
30502																				0	1623	0	8169	913	3536	0	0	0	3010	0	0	0	0	0	0	0	0	0				
30650																					379	0	831		109				343					0		0	0	0				
30810		4250	567251	1617249	35091	78664				967084					0		0	0	0																							
31134																					139	84	2468	305	498				893					0		854	0	0				
31255																				0	2790	0	19044	850	1976	0	0	0	3162	0	0	0	0	0	0	9206	0	1910				
31657																					320	0	4851		82				698					0		0	0	3751				
31826																					1170	587	9615	243	2225				1063					0		4570	0	0				
31835																					1869	1717	16527		163				1606					0		11172	0	0				
32234																					1648	0	3495		351				1496					0		0	0	0				
32766																					24	19	216		38				135					0		0	0	0				
32971																					1362	546	12478		1295				965					0		8310	0	0				
33147																					2754	0	7844		1376				1711					0		1133	0	870				
33259																					1361	2682	16145		9523				2579					0		0	0	0				
33268																					0	0	3659	167	167				747					0		2745	0	0				
33370																					463	93	737		69				112					0		0	0	0				
33839																					48	0	279		23				208					0		0	0	0				
33857																					3164	0	12260	3501	3897				5199					0		0	0	0				
34425																				0	8033	1274	35220	1149	3250	1298	0	0	3273	0	0	0	0	0	0	19390	0	0	VCDC FUNDS			
34434																					1012	0	4756		442				1213					0		2089	0	0				
34452																					242	0	4982		783				629					0		2217	0	1111				
34537																					32089	23674	224555	7879	21984	8113			22502			5687		0		117676	0	6630	Deferred Directors Compensation			
34555																				0	4013	0	14215	293	621	123	0	0	2497	0	187	1	0	0	0	7084	0	0	Funds Advances for Debit/Credit Card Settlement			
34742																					2690	703	14399		2386				1212					0		7408	0	0				
35057																				0	1027	0	4523	167	475	138	0	0	963	0	0	0	0	0	0	1363	0	695	Other Assets			
35301	0	450000	66000	35280000	0	30942000	16280000	9331000	0	477000	0	0	0	0	0	0	573000	2772000	0		448000																		Collateral deposits, net	Non-Cash Securities Lending		
35570																				0	258949	101310	720669	0	65724	26747	28833	0	81194	0	0	0	0	0	0	193534	0	19958	Income tax receivable	Collateral posted for derivative contracts		
35646																					34	60	3105		79				294					0		1905	0	733				
35879																					1796	422	8956		276				718					0		5744	0	0				
36456																					285	441	5192	337	337				2081					0		2048	0	0				
36933																					144	315	2116		430				673					0		554	0	0				
37051																					102	14	1237		174				442					0		505	0	0				
37341																					141	0	1493		63				236					0		1053	0	0				
37435																				16	1251	0	7425	1218	1940				4234					0		0	0	0				
37640																				0	13048	714	103193	3805	15346	6238	0	0	17250	0	0	0	0	0	0	37615	0	19220	Investments in Affordable Housing			
37659																				0	0	0	1369	12	80	0	0	0	452	0	0	0	0	0	0	837	0	0				
37949																					121	0	9023		86				1952					0		6864	0	0				
38740																					853	243	6927		438				648					0		4745	0	0				
39327																					0	0	14987		887				1408					0		12462	230	0				
39756																					702	0	12884	1231	1449				3414					0		3629	0	3690	0			
40033																					309	0	3717		620				225					0		845	0	1718				
40499																					17530	5360	118917		38840	14679			10338					0		39508	1967	5374	DEFERRED COMPENSATION PLAN			
40855																					701	0	1751		354				696					0		0	0	0				
41245																					46	202	1553		34				241					0		520	0	510				
41553																					343	0	2911		35				865					0		1668	0	0				
41629																					563	363	5642		3206				1100					0		410	0	0				
41825																					392	1074	8708	421	1170				1326		147			0		2933	0	1813	Other Assets	Health Insurance Reserve		
41937																					57	0	2153		110				586					0		1400	0	0				
41955																					197	0	727		196				334					0		0	0	0				
42037																					0	224	2884		140				405					0		1860	0	255				
42354																					99	0	5596		356				832					0		4309	0	0				
42372																					1406	927	9992	152	293				1408					0		5958	0	0				
42420																				342	25378	19568	311529	11515	25814				23576	7613				0		133715	75997	7481				
42448																				4	8606	3859	33821	2138	10626	0	0	0	10730	0	0	0	0	0	0	0	0	0				
42457																					744	0	1669		204				721					0		0	0	0				
43052																					279	116	4848		367				322					0		3764	0	0				
43351																					0	0	7240		1707				3209					0		43	1229	1052				
43856																					858	237	2691		37				208					0		1351	0	0				
43959																					153	320	1288		175				640					0		0	0	0				
44040																					1603	1446	13659		653				2762					0		7195	0	0				
44433																					3132	961	5902	390	597				1212					0		0	0	0				
44741																					1643	703	5480		1362				1772					0		0	0	0				
44750																					995	678	7421		326				556					0		3247	0	1619				
44929																					1237	0	4689	380	521				422					0		841	0	1668				
45038																				0	106	615	3686	0	382	0	0	0	700	0	226	0	0	0	0	1883	0	0				
45047																					546	0	1811		198				1067					0		0	0	0				
45056																					205	0	1277		187				885					0		0	0	0				
45430																					664	595	5036		361				379					0		1187	0	1850				
45458																					673	0	3202		307				975					0		1245	2	0				
45551																					2875	0	25000		3001				7440					0		8776	0	2908				
45560																					19473	0	64105	8601	10702				5793					0		24490	0	3647				
45775																					519	711	6007		334				464					0		3979	0	0				
46053																					2581	0	9565		408				802					0		5477	0	297				
46941																					527	0	5489		142				577					0		1579	0	2664				
47247																					3195	0	16279	418	2439	1104			1626	298	141			0		9019	0	0	Lender Reserve Acct Receivable			
47256																					49	48	268		75				96					0		0	0	0				
47452																					36	13	371		27				295					0		0	0	0				
47500																					2153	0	3932		488				1291					0		0	0	0				
48057																					179	182	3136		111				999					0		1665	0	0				
48150																					250	0	533		21				262					0		0	0	0				
48374																				0	10153	0	39796	0	6009	0	0	0	9294	0	0	1692	2550	0	0	5749	7526	1065				
48440																					318	222	3925		39				570					0		2776	0	0				
49054																					857	0	3685		1447				1381					0		0	0	0				
49148																					207	9	3611		96				632					0		2667	0	0				
49241																					6835	2115	36339		1687				3920					0		15228	0	6554				
49652																					625	174	6814		169				1043					0		4803	0	0				
49858																					995	17	4083		378	107			382					0		2311	0	0	prepaid service contracts			
49951																					303	0	4567		246				1857					0		2161	0	0				
50144																					346	413	4217		62				361					0		3035	0	0				
50461																					0	1352	1673	35	42				279					0		0	0	0				
50872																					2898	0	5471		108				479					0		0	0	1986				
51253																				0	1326	0	11737	699	819	0	0	0	4248	0	0	0	0	0	0	5344	0	0				
51356																				1	0	0	278	53	54				224					0		0	0	0				
51459																					2070	0	8841		114				2175					0		4482	0	0				
51842																					217	3802	10178	643	838				1829					0		3492	0	0				
52719																				0	6402	38265	83689	0	39022	0	0	0	0	0	0	37539	0	0	0	0	0	0				
52951																					595	378	3408		158				2277					0		0	0	0				
53051																					5	0	479		73				401					0		0	0	0				
53752																					47	105	643		249				242					0		0	0	0				
54058																					466	96	4637		141				3934					0		0	0	0				
54441																					468	770	2898	112	115				832					0		713	0	0				
54656																				0	3095	0	29213	182	10532	10228	0	0	5450	0	0	0	0	0	0	6405	0	3731	FIT			
54973																					74862	0	267044		20823	11086			20654					0		150705	0	0	Prepaid Pension Benefit			
55336																					2064	0	7974		1913				1073					0		2924	0	0				
55635																					222	446	1323		270				385					0		0	0	0				
55653																					413	16	821		10				382					0		0	0	0				
55970																					547	992	17176		1477				1483					0		8857	0	3820				
56258																					256	0	1430		133				1041					0		0	0	0				
56351																					9092	2205	59352	3793	7506				7139		712			0		33410	0	0				
56548																					1377	1581	13158		466				1401					0		8333	0	0				
56717																					2959	2710	31272		5783				2157					0		13669	0	3994				
57040																				0	225	432	2080	285	285	0	0	0	1138	0	0	0	0	0	0	0	0	0				
57451																					367	956	8705		406				2197					0		4779	0	0				
58225																					625	376	9190		478				1098					0		4539	0	2074				
58243																					19704	29347	183320	10021	24329				15088	6903		7140		0		55780	39072	0				
58355																					56	0	407		45				102					0		204	0	0				
58551																					0	0	5453		523				1700					0		2768	0	462				
58636																					1451	1291	14271		1064				1910					0		2106	0	6449				
58757																					1812	478	3986		179				1517					0		0	0	0				
58971																					7912	24700	87259		25401	10926			20993					0		8253	0	0	Pension Asset			
59316																					3132	4852	54561	4054	4353				4090					0		28501	1496	8137				
59352																					118	0	9065	189	194				1669					0		7084	0	0				
59370																					626	496	11749		434				882					0		6521	0	2790				
59754																					270	0	894		48				72					0		504	0	0				
60143		711000	137000	3563000		1145000	568000			251000					0		1291000	28000	0		711000																		Pension plan assets			
60330																				0	1830	363	20177	1246	2188	0	0	0	2338	0	0	0	0	0	0	5799	0	7659				
60545																					1506	52	3746		145				2043					0		0	0	0				
60554																					177	0	1647		71				861					0		538	0	0				
60648																					764	1001	9089		619				737					0		4880	0	1088				
61122																					4373	6287	75058	1615	16527	2665			4251					0		43620	0	0	Lease Operating Asset			
61355																					2179	148	18389		4291				5397					0		6374	0	0				
61476																					2734	0	6931		1122				686					0		2389	0	0				
61757																					1302	529	6728	370	486			109	786					0		3625	0	0			Debit Card Settlement	
61832																					1205	743	13257	344	551				1231					0		4804	0	4723				
61953																					247	0	757		81				429					0		0	0	0				
62044																					401	144	1264		68				75					0		576	0	0				
62110																					126	256	509		126				1					0		0	0	0				
62147																					102	0	2248		303				285					0		1558	0	0				
62772																					2988	2290	26428		3370				3314					0		673	0	13793				
63050																					25	785	5672		300				1362					0		3200	0	0				
63069	0	136920	196917	1485949	0	734175	420408	0	0	159574	0	0	0	0	0	0	96974	161389	0		136920																		Affordable housing investments			
63201																					127	563	3975		1036				178					0		2071	0	0				
63573																					4412	2086	8381		593				1290					0		0	0	0				
63733																					3332	1587	32020		5468	3684			5538					0		10871	0	5224	Insurance Annuity Asset			
63742																					464	695	14934		455				1517					0		10895	908	0				
63751																					55	6	126	23	29	1	5		36					0		0	0	0	ANTICIPATED TAXES	VISA/MC/DISCOVER C-I-P		
64150																					998	0	5492		134				1142					0		3218	0	0				
64552																					536	0	8375		2863	1068			757					0		4219	0	0	Escrow/Foreclosure Advance Receivable			
64730																					170	2502	3652		427				553					0		0	0	0				
65205																					1774	651	46199		1007				2156					0		27373	0	13238				
65513		375	1	5049	1931	2960	637	144		1713			248		0		0	0	0		375																		Fees Earned not Collected	Other Financial Assets		
65559																					1	2025	17150	253	398				4706		144			0		10020	0	0				
65746																				0	8354	4878	22116	0	3563	2651	0	0	3206	0	0	0	0	0	0	2115	0	0	FHLB LRA Receivable			
65858																					735	231	29386		7452	4925			6558					0		12962	0	1448	Artwork			
66154																					1085	270	4317		163				675					0		2124	0	0				
66275																					221	868	5299		607				841					0		2762	0	0				
66677																					2583	0	9668	309	2483	1615			582					0		3713	0	307	FHLB MPP - Lenders Risk account			
67142																					810	0	2282	133	500				972		367			0		0	0	0				
67151																					1837	0	7632		3051				2744					0		0	0	0				
67209																					2791	3655	28093		2460				2383					0		16804	0	0				
67254																					0	0	90		66				24					0		0	0	0				
67656																					1153	6461	15579		2763	1292			2670					0		2532	0	0	NEGATIVE CURRENT TAXES			
67870																					400	3632	15851		870				902					0		10047	0	0				
68448																					804	0	1831		457				570					0		0	0	0				
68671																					324	0	1815		1013				478					0		0	0	0				
68756																				588	1604	0	16101	756	1537	0	0	0	3611	0	0	0	0	0	0	9349	0	0				
68831																					378	0	2908		319				548					0		1663	0	0				
68840																					1188	6	7925		398				1231					0		5102	0	0				
69333																				0	4153	0	25121	1245	1389	0	0	0	5155	0	0	0	0	0	0	14424	0	0				
69678																					1314	416	7449		3006				2713					0		0	0	0				
70058																					916	135	3989		147				469					0		1369	0	953				
70218																				0	332	210	1363	167	394	0	0	0	427	0	0	0	0	0	0	0	0	0				
70414																					3414	984	18544		883				1670					0		9988	0	1605				
70638																					1295	0	9173		1521				2302					0		2793	248	1014				
70955																					0	0	394		77				317					0		0	0	0				
71073																					1327	259	5885		364				438					0		1184	0	2313				
71318																					6389	2407	25647	2151	2873				4396					0		4805	0	4777				
71457																					1708	429	11578		693				3241					0		5054	453	0				
71859																					64	0	357		239				54					0		0	0	0				
72258																					0	0	4722		1790				2932					0		0	0	0				
72351																					38	0	444		67				339					0		0	0	0				
72454																					291	2	932		117				522					0		0	0	0				
72678																					4829	452	10577		989				1307					0		3000	0	0				
73116																					733	6071	15984		1677				1404					0		6099	0	0				
73152																					253	0	4646		109				846					0		2752	0	686				
73554																					1018	413	7633		846				2382					0		2974	0	0				
73956																					140	19	1448		45				324					0		920	0	0				
74056																				0	220	0	5193	259	1371	1099	0	0	1495	0	0	0	0	2	0	2105	0	0	NE MHEG FUND INVESTMENTS			
74140																					17259	1292	67318		13252	3890			7609			4061		0		24432	0	3474	Investment in Low Income Housing			
74403																				27	3930	0	25009	760	4039		552		2242	213	1489			0		14798	0	0		Rabbi Trust Asset		
74449																					25	0	129		33				71					0		0	0	0				
75053																					861	3144	15545		300				1786					0		9454	0	0				
75259																					557	237	14550		2391				1703					0		8907	0	755				
75446																					2542	3	12346		1146				2503					0		6152	0	0				
75455																					0	0	109		0				109					0		0	0	0				
75558																					1308	511	14101		572				2769					0		7257	0	1684				
75633	0	1045739	622304	6437194	0	1330360	593560	0	0	355449	0	0	0	0	136	0	1199584	1776217	107405																				Operating Leases to Others			
75651																					300	0	2486		230				318					0		1638	0	0				
76153																				92	365	0	1352	61	397	0	0	0	485	0	0	0	0	0	0	105	0	0				
76443																					1373	0	2041		144				524					0		0	0	0				
76854																					434	445	9485		648				1297					0		3916	0	2745				
77150																				0	320	0	904	0	70	0	0	0	514	0	0	0	0	0	0	0	0	0				
77253																					1257	0	9201		210				1501					0		6233	0	0				
77422																					868	623	9873		3669				464					0		2136	0	2113				
77851																				0	11379	3585	72892	1498	5669	0	0	0	11394	0	0	0	0	0	0	40865	0	0				
78157																					100	0	312		55				157					0		0	0	0				
78241																					48	165	630		70				347					0		0	0	0				
78559																					270	0	1099		244				585					0		0	0	0				
79042																					183	481	6121		13				1443					0		3890	0	111				
79127																					270	0	3159	181	229				302					0		2358	0	0				
79145																					1018	171	2421		210				1022					0		0	0	0				
79257																					0	0	222		63				159					0		0	0	0				
79855																					199	20	1254		375				660					0		0	0	0				
80150																					442	0	13913	203	388				5326					0		5958	0	1799				
80374																					1768	0	9474		335				444					0		6927	0	0				
80431																					519	62	1356		98				677					0		0	0	0				
80552																					6	0	412		298				108					0		0	0	0				
81175																					237	389	4220		1579				2015					0		0	0	0				
82033																					707	928	7356		492				564					0		4665	0	0				
82257																					103	22	453		9				319					0		0	0	0				
82350																					195	0	1419		160				318					0		746	0	0				
82659																				12	378	0	2102	89	101	0	0	0	624	0	0	0	0	0	0	999	0	0				
83151																					396	1217	5332		821				753					0		2145	0	0				
83236																					0	110	590		175				305					0		0	0	0				
83375																					4013	0	31756		4654				4388					0		18701	0	0				
83638																					65828	9855	338010	7918	29822				24959			12385		0		207546	0	0				
83834																				0	889	0	4560	181	407	226	0	0	767	0	0	0	0	0	0	2497	0	0	Bankcard Settlement			
83852																					44	0	455		86				325					0		0	0	0				
83955																					172	181	1029		120				556					0		0	0	0				
84046																					277	124	1552		1				374					0		0	776	0				
84541																					848	0	20318		973				5057					0		2434	0	11006				
84804																					108	157	740		203				272					0		0	0	0				
85052																					914	270	3592		230				703					0		1475	0	0				
85454																					0	187	880		129				564					0		0	0	0				
85472																					56195	69345	408335		26551				22061					0		97051	109684	27448				
85931																					1570	648	5603		274				738					0		2373	0	0				
86349																					691	0	5142		3128				1323					0		0	0	0				
86554																					218	76	719		80				345					0		0	0	0				
86675																					859	2302	17970		1373				2612					0		10824	0	0				
87047																					487	804	6659	155	155				589					0		4624	0	0				
87159																					279	0	1291		329				683					0		0	0	0				
87234																					1584	0	22157		2680				1448					0		14043	0	2402				
87476																					3145	1278	5135		317				395					0		0	0	0				
87579																					3750	4177	21468	399	3470	500			1188					0		4475	0	4408	Novo Investment			
88231																				0	1429	0	23111	2949	7188	0	0	0	2327	2827	25	969	0	0	0	12167	0	0				
88240																					80	0	661		31				550					0		0	0	0				
88259																					285	0	3424		61				606					0		2194	0	278				
88352																				50	0	0	4322	62	143	10			1029		21			0		2020	0	1130	Bedias Mineral Interests, Inc - Subsidiary			
88455																					2902	484	25373		5183				7400					0		7558	302	1544				
88950																					791	0	1366		86				489					0		0	0	0				
89032																					1005	0	4113		515				537					0		1906	0	150				
89135																					80	0	3461		292				315					0		1295	0	1479				
89854																					733	0	4226		68				775					0		2650	0	0				
89957																					305	0	1998		246				297					0		1150	0	0				
90047																					0	0	314		58				256					0		0	0	0				
90177																					4264	0	11038		707				1075					0		1117	0	3875				
90328																					2054	1045	31772	4824	9173				1979					0		17521	0	0	Annuity Contracts			
90337																				700	2515	0	20383	0	2457	0	0	0	1245	0	0	0	0	0	0	14166	0	0				
90579																					509	1511	10894		482				1354					0		6115	0	923				
91615																					388	51	3481		217				542					0		2283	0	0				
91754																				0	3342	0	24844	531	6798	6133	0	0	3604	0	0	0	0	0	0	6546	0	4554	FIT Receivalbe from IRS			
91950																					56	197	2739		56				358					0		2072	0	0				
92144																					57	0	1549		12				472					0		1008	0	0				
92676																					2127	753	19650	653	944				1541					0		11298	0	2987				
92706																					1436	1301	16011		2585				957					0		4365	0	5367				
92902																					41	0	657		178				112					0		326	0	0				
93244																					817	0	7095		232				1057					0		4989	0	0				
93543																					2169	805	17060		4180				1811					0		4547	0	3548				
93619																				0	81	0	9245	0	9164	0	0	0	0	0	0	9037	0	0	0	0	0	0				
94139																					1793	1993	23693		2127				2053					0		15727	0	0				
94522																					868	1631	22579		2256				2118					0		9331	2430	3945				
94755																					123	141	6102		57				1476					0		4305	0	0				
94858																				0	309	0	1331	0	61	0	0	0	961	0	0	0	0	0	0	0	0	0				
95051																				0	172	1541	2667	0	548	0	0	0	406	0	0	487	0	0	0	0	0	0				
95677																					336	672	1450		140				302					0		0	0	0				
96553																					126	164	1893		459				1144					0		0	0	0				
97055																					2653	542	7033		1199				2639					0		0	0	0				
97279																					303	0	592		150				139					0		0	0	0				
97457																					441	0	3455		155				967					0		1315	0	577				
97804																					4960	3856	49412		11208				3175					0		26213	0	0				
97943																					1095	0	3563		265				2203					0		0	0	0				
98351																					0	0	3033		384				418					0		2231	0	0				
98463																					4003	2336	28503		3045				3142					0		13073	905	1999				
98717																				0	562	1298	7559	0	250	0	0	0	968	0	0	0	0	0	0	4481	0	0				
99143																					2284	867	12666		861				1772					0		5162	0	1720				
99255																				0	131	0	2056	0	38	0	0	0	456	0	0	0	0	0	0	1431	0	0				
