"IDRSSD"	RCFD0010	RCFD1651	RCFD1754	RCFD1773	RCFD2170	RCFD2221	RCFD3123	RCFD3128	RCFD3210	RCFD3411	RCFD3429	RCFD3433	RCFD3545	RCFD3792	RCFD3809	RCFD3812	RCFD3821	RCFD3833	RCFD4336	RCFD5306	RCFD5310	RCFD5311	RCFD5320	RCFD5327	RCFD5334	RCFD5339	RCFD5340	RCFD5369	RCFD5610	RCFD7204	RCFD7205	RCFD7206	RCFD7273	RCFD7274	RCFD7275	RCFD8274	RCFD8275	RCFD8434	RCFD8764	RCFD8766	RCFD8767	RCFD8769	RCFD8770	RCFD8771	RCFD8772	RCFD8773	RCFD8774	RCFD8775	RCFD8776	RCFD8777	RCFD8778	RCFD8779	RCFDA000	RCFDA001	RCFDA002	RCFDA167	RCFDA221	RCFDA222	RCFDA223	RCFDA250	RCFDB503	RCFDB504	RCFDB505	RCFDB520	RCFDB528	RCFDB541	RCFDB542	RCFDB543	RCFDB546	RCFDB547	RCFDB548	RCFDB581	RCFDB582	RCFDB583	RCFDB588	RCFDB589	RCFDB590	RCFDB591	RCFDB592	RCFDB593	RCFDB594	RCFDB595	RCFDB600	RCFDB601	RCFDB602	RCFDB603	RCFDB604	RCFDB605	RCFDB606	RCFDB607	RCFDB608	RCFDB609	RCFDB610	RCFDB611	RCFDB612	RCFDB617	RCFDB618	RCFDB619	RCFDB620	RCFDB621	RCFDB622	RCFDB623	RCFDB624	RCFDB625	RCFDB626	RCFDB627	RCFDB628	RCFDB629	RCFDB630	RCFDB631	RCFDB639	RCFDB640	RCFDB641	RCFDB642	RCFDB643	RCFDB644	RCFDB650	RCFDB651	RCFDB652	RCFDB653	RCFDB654	RCFDB655	RCFDB656	RCFDB657	RCFDB658	RCFDB659	RCFDB660	RCFDB661	RCFDB662	RCFDB663	RCFDB664	RCFDB665	RCFDB666	RCFDB667	RCFDB668	RCFDB669	RCFDB670	RCFDB671	RCFDB672	RCFDB673	RCFDB675	RCFDB676	RCFDB677	RCFDB678	RCFDB679	RCFDB680	RCFDB681	RCFDB682	RCFDB683	RCFDB684	RCFDB685	RCFDB686	RCFDB687	RCFDB688	RCFDB689	RCFDB690	RCFDB691	RCFDB693	RCFDB694	RCFDB695	RCFDB696	RCFDB697	RCFDB698	RCFDB699	RCFDB700	RCFDB701	RCFDB702	RCFDB703	RCFDB704	RCFDC063	RCFDC064	RCFDC225	RCFDC227	RCFDC228	RCFDC869	RCFDF264	RCFDG591	RCFDG592	RCFDG593	RCFDG594	RCFDG595	RCFDG596	RCFDG597	RCFDG598	RCFDG599	RCFDG600	RCFDG601	RCFDG602	RCFDL136	RCFDL137	RCFDL138	RCON0010	RCON1651	RCON1754	RCON1773	RCON2170	RCON2221	RCON3123	RCON3128	RCON3210	RCON3411	RCON3429	RCON3433	RCON3545	RCON3792	RCON3809	RCON3812	RCON3821	RCON3833	RCON4336	RCON5306	RCON5310	RCON5311	RCON5320	RCON5327	RCON5334	RCON5339	RCON5340	RCON5369	RCON5610	RCON7204	RCON7205	RCON7206	RCON7273	RCON7274	RCON7275	RCON8274	RCON8275	RCON8434	RCON8764	RCON8766	RCON8767	RCON8769	RCON8770	RCON8771	RCON8772	RCON8773	RCON8774	RCON8775	RCON8776	
351850																																																																																																																																																																																																4973	0	0	2501	253421	0	6524	0	26142	0	0	0	0	27036	0	0	866	0	0	0	2549	2549	6111	21768	62505	4318	167906	0	0	0.095922	0.135191	0.122445	0.000000	0.000000	0.000000	24487	2549	25	0	0	0	0	0	0	0	0	0	0	0	
351878																																																																																																																																																																																																22634	0	0	0	97140	0	736	0	10909	0	0	0	0	11519	0	0	0	3576	0	0	610	610	719	22193	61230	1697	13734	0	0	0.112302	0.228325	0.216234	0	0	0	10909	610	0	0	0	0	0	0	0	0	0	0	0	0	
352035																																																																																																																																																																																																67776	0	0	30187	261496	0	3137	0	28038	0	0	0	0	25988	0	0	0	5728	0	0	2043	2043	64803	37703	14255	21635	145756	0	1724	0.0956	0.1601	0.1475	0.0000	0.0000	0.0000	23945	2043	-431	0	0	0	0	0	0	0	0	0	0	0	
352370																																																																																																																																																																																																21790	0	0	47	88764	0	819	0	12561	0	0	0	0	13259	0	0	0	570	-190	0	624	624	1092	21951	42381	3543	24159	0	0	0.1425	0.2669	0.2543	0.0000	0.0000	0.0000	12635	624	0	0	0	0	0	0	0	0	0	0	0	0	
352651																																																																																																																																																																																																8493	0	0	4771	29514	0	383	0	3966	0	0	0	0	4187	0	0	0	1592	0	0	245	245	7585	3328	2023	198	16935	0	0	0.1335	0.2152	0.2026	0.0000	0.0000	0.0000	3942	245	24	0	0	0	0	0	0	0	0	0	0	0	
352745																																																																																																																																																																																																41499	0	1013	43838	187649	0	1324	0	17961	0	0	0	0	19169	0	0	470	815	0	0	1192	1192	84030	2984	27862	2775	74113	0	0	0.0947	0.2013	0.1888	0.0000	0.0000	0.0000	17977	1192	-16	0	0	0	0	0	0	0	0	0	0	0	
352772																																																																																																																																																																																																87740	0	91598	463529	4012519	0	73943	0	530425	741	0	0	66670	539948	49981	213	529	455682	0	0	42533	42533	97364	622887	622599	189072	2730054	6393	34549	0.124556	0.160164	0.147548	0.000000	0.000000	0.000000	497415	42533	-3622	1394	78698	184601	0	0	0	0	0	0	0	0	
352820																																																																																																																																																																																																5844	0	5	50559	118910	0	700	0	14345	0	0	0	0	14851	0	0	0	0	0	0	635	635	24534	43246	20437	2409	31182	0	0	0.1169	0.2971	0.2844	0.0000	0.0000	0.0000	14216	635	129	0	0	0	0	0	0	0	0	0	0	0	
353238																																																																																																																																																																																																16192	0	4896	36363	178443	0	2124	0	21442	0	0	0	0	24045	0	0	0	3018	0	0	1487	1487	14789	39166	37408	11317	90398	0	0	0.1255	0.2032	0.1907	0.0000	0.0000	0.0000	22558	1487	-1116	0	0	0	0	0	0	0	0	0	0	0	
353546																																																																																																																																																																																																6541	0	0	57785	115073	0	1138	0	11931	0	0	0	0	12130	0	0	0	0	0	0	700	700	9980	55246	17139	5101	34087	0	0	0.0962	0.2184	0.2057	0.0000	0.0000	0.0000	11430	700	-158	0	0	0	0	0	0	0	0	0	0	0	
353555																																																																																																																																																																																																519759	0	8457	309443	3511052	49	34075	0	369058	0	0	0	0	408325	23824	0	28500	446148	-3486	0	34906	34955	410712	492045	178935	88366	2464310	12935	0	0.1087	0.1396	0.1277	0	0	0	373370	34955	-826	856	0	11638	0	0	0	0	0	0	0	0	
353724																																																																																																																																																																																																8017	0	23713	0	198379	0	1847	0	26293	0	0	0	0	28140	0	0	9097	14788	0	0	1847	1847	17652	17501	27550	17644	137523	1688	0	0.133608	0.168765	0.157688	0.000000	0.000000	0.000000	26293	1847	0	0	0	0	0	0	0	0	0	0	0	0	
353957																																																																																																																																																																																																1066	0	0	26368	44523	0	1086	0	8123	64	0	0	0	8708	0	0	0	3718	0	0	225	225	9852	22333	2155	472	11627	0	0	0.1853	0.5037	0.4907	0.0000	0.0000	0.0000	8483	225	-360	0	0	0	0	0	0	0	0	0	0	0	
354057																																																																																																																																																																																																4674	0	223	84606	114198	0	275	0	16718	0	0	0	0	16531	0	0	25	2227	0	0	275	275	17128	54835	21563	4344	20485	0	0	0.137884	0.381241	0.374899	0.000000	0.000000	0.000000	16256	275	462	0	0	0	0	0	0	0	0	0	0	0	
354253																																																																																																																																																																																																13591	0	0	23214	63404	0	475	0	5225	0	0	0	0	5706	0	0	0	398	0	0	322	322	11897	32151	1946	2175	18050	0	0	0.0848	0.2229	0.2103	0.0000	0.0000	0.0000	5384	322	-159	0	0	0	0	0	0	0	0	0	0	0	
354310																																																																																																																																																																																																85614	0	69425	413023	2229960	0	24718	0	274601	197	0	0	0	235975	42001	0	28580	148266	0	0	22564	22564	64771	437787	171304	92285	1519678	3609	0	0.098480	0.130927	0.118407	0.000000	0.000000	0.000000	213411	22564	-93	772	0	0	0	0	0	0	0	0	0	0	
354552																																																																																																																																																																																																23940	0	0	154183	305802	0	1576	0	27588	0	0	0	0	28913	1403	0	0	2955	0	0	1687	1687	95137	79569	31013	21344	101290	0	0	0.088448	0.180252	0.169735	0	0	0	27226	1687	55	0	0	0	0	0	0	0	0	0	0	0	
354851																																																																																																																																																																																																13499	0	0	2698	48527	0	1828	0	6150	0	0	0	0	6559	0	0	0	0	0	0	390	390	13473	7181	3250	1598	26480	0	0	0.1259	0.2206	0.2075	0.0000	0.0000	0.0000	6169	390	-19	0	0	0	0	0	0	0	0	0	0	0	
354954																																																																																																																																																																																																10831	0	0	12966	45450	0	249	0	6267	0	0	0	0	6437	0	0	0	979	0	0	254	254	163	22858	9780	795	12765	0	0	0.1387	0.2834	0.2722	0.0000	0.0000	0.0000	6183	254	84	0	0	0	0	0	0	0	0	0	0	0	
355120																																																																																																																																																																																																14609	0	4158	33376	372920	0	3657	0	42787	0	0	0	0	46159	0	0	0	0	0	0	3407	3407	5781	82348	66209	29251	222185	0	0	0.115232	0.169511	0.156999	0.000000	0.000000	0.000000	42752	3407	35	0	0	0	0	0	0	0	0	0	0	0	
355559																																																																																																																																																																																																20667	0	0	73133	267326	0	1952	0	28976	1385	0	0	0	28813	0	0	0	18018	0	0	1952	1952	20616	57475	39991	12910	148872	0	0	0.0991	0.1519	0.1416	0.0000	0.0000	0.0000	26861	1952	343	0	0	0	0	0	0	0	0	0	0	0	
355737																																																																																																																																																																																																8502	0	0	1212	18175	0	111	0	1781	13	0	0	0	1818	0	0	0	0	0	0	25	25	1159	11823	1646	135	3671	0	0	0.1030	0.2684	0.2647	0.0000	0.0000	0.0000	1793	25	-12	0	0	0	0	0	0	0	0	0	0	0	
355746																																																																																																																																																																																																14435	0	41884	13543	186346	0	1548	0	15943	0	0	0	0	16781	0	0	0	287	0	0	1528	1528	4080	57781	29736	7469	95651	0	0	0.0835	0.1375	0.1249	0.0000	0.0000	0.0000	15253	1528	-276	0	0	0	0	0	0	0	0	0	0	0	
355821																																																																																																																																																																																																10696	0	0	105316	274903	0	1733	0	20072	0	0	0	0	21038	0	0	0	0	0	0	1733	1733	25179	88564	34953	19972	131383	0	3039	0.0707	0.1261	0.1157	0.0000	0.0000	0.0000	19305	1733	-2272	0	0	0	0	0	0	0	0	0	0	0	
355858																																																																																																																																																																																																44704	0	11216	138477	716104	0	33371	0	162903	0	0	0	0	163908	0	0	0	12442	0	0	6785	6785	68000	140395	56560	34623	478695	5391	0	0.216509	0.318463	0.305281	0.000000	0.000000	0.000000	157123	6785	74	0	0	0	0	0	0	0	0	0	0	0	
356145																																																																																																																																																																																																6024	0	0	1915	31474	0	251	0	3185	0	0	0	0	3236	0	0	0	66	0	0	246	246	3950	5286	8965	458	13330	0	0	0.0897	0.1714	0.1583	0.0000	0.0000	0.0000	2990	246	20	0	0	0	0	0	0	0	0	0	0	0	
356239																																																																																																																																																																																																12335	0	1590	63743	222398	0	2212	0	23681	0	0	0	0	23260	0	0	0	6859	0	0	1880	1880	19090	58386	21190	8503	123643	0	0	0.0994	0.1558	0.1432	0.0000	0.0000	0.0000	21380	1880	219	0	0	0	0	0	0	0	0	0	0	0	
356659																																																																																																																																																																																																12635	0	1312	8453	197220	0	4679	0	23497	727	0	0	0	25077	0	0	0	2035	0	0	1579	1579	13522	9868	110590	4594	67922	0	0	0.1200	0.2035	0.1906	0.0000	0.0000	0.0000	23498	1579	-1	0	0	0	0	0	0	0	0	0	0	0	
356752																																																																																																																																																																																																9896	0	0	21962	51985	0	606	0	6428	0	0	0	0	6645	0	0	0	0	0	0	258	258	6637	24813	10861	2621	10217	0	0	0.1204	0.3275	0.3148	0.0000	0.0000	0.0000	6387	258	41	0	0	0	0	0	0	0	0	0	0	0	
357049																																																																																																																																																																																																29596	0	0	121036	254962	0	5760	0	38388	0	0	0	0	41563	0	0	0	1423	0	0	1498	1498	20543	134663	30884	12078	76309	0	0	0.1542	0.3596	0.3466	0.0000	0.0000	0.0000	40065	1498	-1677	0	0	0	0	0	0	0	0	0	0	0	
357151																																																																																																																																																																																																32021	0	0	0	96670	0	888	0	17198	0	0	0	0	17965	0	0	0	9	0	0	767	767	32021	2292	4828	2232	58417	0	0	0.1823	0.2932	0.2807	0.0000	0.0000	0.0000	17198	767	0	0	0	0	0	0	0	0	0	0	0	0	
357526																																																																																																																																																																																																33477	0	4211	63	147658	28	1481	0	16493	0	0	0	0	19376	0	0	0	3517	-2662	0	1359	1387	26727	12047	26532	21547	85332	0	1128	0.122410	0.178426	0.165654	0	0	0	17989	1387	38	0	0	0	0	0	0	0	0	0	0	0	
357553																																																																																																																																																																																																27551	0	0	64399	172758	0	1329	0	19508	0	0	0	0	20611	0	0	798	7159	0	0	1178	1178	27364	68033	3885	2908	74692	0	0	0.109471	0.219570	0.207020	0.000000	0.000000	0.000000	19433	1178	75	0	0	0	0	0	0	0	0	0	0	0	
357777																																																																																																																																																																																																23754	0	55246	0	236830	0	1416	0	24621	0	0	0	0	26037	1199	0	0	0	0	0	1416	1416	1289	79901	102774	6774	54282	0	0	0.1048	0.1861	0.1760	0.0000	0.0000	0.0000	24621	1416	0	0	0	0	0	0	0	0	0	0	0	0	
357937																																																																																																																																																																																																34007	0	10931	8369	233409	0	3496	0	24934	0	0	0	0	27105	0	0	0	3242	0	0	2176	2176	6499	48703	45208	17725	136503	0	0	0.106273	0.156906	0.144309	0	0	0	24929	2176	5	0	0	0	0	0	0	0	0	0	0	0	
358112																																																																																																																																																																																																8919	0	33635	33891	138609	0	699	0	15408	0	0	0	0	12704	0	0	0	1488	0	0	699	699	9479	60728	31526	5611	34176	0	0	0.0855	0.2021	0.1910	0.0000	0.0000	0.0000	12005	699	68	0	0	0	0	0	0	0	0	0	0	0	
358149																																																																																																																																																																																																8950	0	17649	0	35189	0	111	0	5065	0	0	0	0	5176	0	0	0	1105	0	0	111	111	2908	20414	3874	340	8104	0	0	0.1440	0.3527	0.3451	0.0000	0.0000	0.0000	5065	111	0	0	0	0	0	0	0	0	0	0	0	0	
358233																																																																																																																																																																																																16355	0	0	48143	118405	185	329	0	12804	0	0	0	0	11279	0	0	0	0	0	0	329	514	28064	38448	18478	8411	32694	0	2623	0.091891	0.227294	0.216936	0	0	0	10765	514	-831	0	0	0	0	0	0	0	0	0	0	0	
358448																																																																																																																																																																																																9654	0	2630	26521	92212	0	533	0	8827	0	0	0	0	9299	0	0	0	0	0	0	533	533	1753	30885	45825	3855	14190	0	0	0.095148	0.214857	0.202542	0	0	0	8766	533	61	0	0	0	0	0	0	0	0	0	0	0	
358756																																																																																																																																																																																																5308	0	35	14321	47912	0	764	0	4836	1	0	0	0	5761	0	0	0	0	0	0	380	380	3649	4595	22847	1585	18055	0	0	0.1095	0.1919	0.1793	0.0000	0.0000	0.0000	5381	380	-545	0	0	0	0	0	0	0	0	0	0	0	
359324																																																																																																																																																																																																3699	0	0	13694	91411	0	941	0	7723	0	0	0	0	8345	0	0	115	0	0	0	766	766	4041	18371	24281	4095	45441	0	0	0.0825	0.1365	0.1240	0.0000	0.0000	0.0000	7579	766	144	0	0	0	0	0	0	0	0	0	0	0	
359360																																																																																																																																																																																																61561	0	0	87006	619311	0	6451	0	61965	0	0	0	0	67407	0	0	230	31436	0	0	5933	5933	45283	86859	71925	51806	421205	0	0	0.099186	0.137625	0.125512	0.000000	0.000000	0.000000	61474	5933	-497	0	0	0	0	0	0	0	0	0	0	0	
359472																																																																																																																																																																																																	0	551	7702	70068	0	337	0	13550	0	0	0	0	13960	0	0	0	0	0	0	337	337	9454	8166	36059	147	15549	0	0	0.194425	0.396456	0.386885	0	0	0	13623	337	-73	0	0	0	0	0	0	0	0	0	0	0	
359650																																																																																																																																																																																																4030	0	42	3510	19940	0	181	0	2121	0	0	0	0	2257	0	0	0	202	0	0	137	137	737	8339	3635	419	7404	0	0	0.1080	0.2062	0.1937	0.0000	0.0000	0.0000	2120	137	1	0	0	0	0	0	0	0	0	0	0	0	
359744																																																																																																																																																																																																4748	0	0	9190	34262	0	255	0	5348	0	0	0	0	4655	0	0	0	0	0	0	252	252	118	12443	6347	393	14530	0	0	0.1302	0.2306	0.2181	0.0000	0.0000	0.0000	4403	252	55	0	0	0	0	0	0	0	0	0	0	0	
359838																																																																																																																																																																																																7503	0	0	44403	87029	0	356	0	9945	0	0	0	0	9741	0	0	0	0	0	0	356	356	4847	34394	18946	4198	28600	0	0	0.1083	0.2167	0.2088	0.0000	0.0000	0.0000	9385	356	560	0	0	0	0	0	0	0	0	0	0	0	
359856																																																																																																																																																																																																5837	0	0	9050	17189	0	151	55	3399	0	0	0	0	3084	0	0	0	0	0	0	55	55	5023	9623	6	358	2441	0	106	0.1695	0.7312	0.7181	0.0000	0.0000	0.0000	3029	55	166	0	0	0	0	0	0	0	0	0	0	0	
360777																																																																																																																																																																																																7000	0	0	0	36413	0	80	0	6340	0	0	0	0	6601	0	0	0	0	0	0	80	80	91	6909	23093	1453	6400	0	0	0.178569	0.341508	0.337369	0.000000	0.000000	0.000000	6521	80	-181	0	0	0	0	0	0	0	0	0	0	0	
360843																																																																																																																																																																																																2991	0	0	66297	98777	0	349	0	6675	0	0	0	0	8471	0	0	0	0	0	0	349	349	14397	32536	32799	3369	20836	0	0	0.080468	0.193654	0.185675	0	0	0	8122	349	-1524	0	0	0	0	0	0	0	0	0	0	0	
360955																																																																																																																																																																																																1224	0	0	10159	18578	0	165	0	2386	25	0	0	0	2508	0	0	0	0	0	0	126	126	5882	2342	1828	257	8698	0	0	0.1278	0.2497	0.2371	0.0000	0.0000	0.0000	2382	126	4	0	0	0	0	0	0	0	0	0	0	0	
361055																																																																																																																																																																																																59137	0	0	298854	945681	0	16340	0	69727	0	0	0	0	87514	0	0	0	24927	0	0	8109	8109	137454	246309	103195	95354	485255	3814	1525	0.0828	0.1366	0.1240	0.0000	0.0000	0.0000	79405	8109	-11203	0	0	0	0	0	0	0	0	0	0	0	
361167																																																																																																																																																																																																49796	0	543508	1310081	3380696	0	18370	0	288934	0	0	0	0	318210	724	0	0	61076	-25531	0	18382	18382	156661	1798842	615744	111393	815507	724	0	0.091446	0.209146	0.197064	0.000000	0.000000	0.000000	299828	18382	-5457	0	0	0	0	0	0	0	0	0	0	0	
361279																																																																																																																																																																																																1853	0	14	21410	101800	0	771	0	10173	0	0	0	0	10360	0	0	0	0	0	0	771	771	2073	19777	29503	3918	50246	0	0	0.0938	0.1494	0.1383	0.0000	0.0000	0.0000	9589	771	584	0	0	0	0	0	0	0	0	0	0	0	
361354																																																																																																																																																																																																7426	0	0	41441	78735	0	910	0	8278	0	0	0	0	9614	0	0	0	536	0	0	494	494	6131	36938	11279	1355	26139	0	0	0.1137	0.2461	0.2335	0.0000	0.0000	0.0000	9120	494	-942	0	0	0	0	0	0	0	0	0	0	0	
361439																																																																																																																																																																																																17324	0	0	23803	285266	0	4766	0	26780	0	0	0	0	29033	0	0	980	0	0	0	2436	2436	24123	15913	117115	8701	132640	0	0	0.092577	0.150789	0.138137	0	0	0	26597	2436	115	0	0	0	0	0	0	0	0	0	0	0	
361653																																																																																																																																																																																																62252	0	0	29517	474265	0	4843	0	42444	0	0	0	0	46639	0	0	0	1290	0	0	4457	4457	43559	87281	21013	23361	326993	0	0	0.088971	0.130926	0.118414	0	0	0	42182	4457	-926	0	0	0	0	0	0	0	0	0	0	0	
362043																																																																																																																																																																																																8293	0	0	20397	46801	0	168	0	3023	75	0	0	0	3587	0	0	0	0	0	0	168	168	6696	14572	5273	1536	20680	0	0	0.0727	0.1367	0.1303	0.0000	0.0000	0.0000	3419	168	-396	0	0	0	0	0	0	0	0	0	0	0	
362155																																																																																																																																																																																																23727	0	504	32660	150426	0	1499	0	13329	0	0	0	0	16164	0	0	0	0	0	0	1291	1291	2676	27237	54615	5857	69737	0	0	0.0991	0.1580	0.1454	0.0000	0.0000	0.0000	14873	1291	-1544	0	0	0	0	0	0	0	0	0	0	0	
362717																																																																																																																																																																																																12687	0	0	240541	614423	0	4199	0	68132	0	0	0	0	55859	0	0	707	13103	0	0	4199	4199	18722	227808	100230	24490	254855	0	0	0.0853	0.1559	0.1442	0.0000	0.0000	0.0000	51660	4199	1035	0	0	0	0	0	0	0	0	0	0	0	
362753																																																																																																																																																																																																9133	0	796	47660	105675	0	881	0	11110	0	0	0	0	13369	0	0	0	232	0	0	586	586	535	58727	28058	1618	20909	0	0	0.1183	0.2868	0.2743	0.0000	0.0000	0.0000	12783	586	-1673	0	0	0	0	0	0	0	0	0	0	0	
362856																																																																																																																																																																																																14621	0	0	60515	102162	0	721	0	13638	0	0	0	0	13262	0	0	0	1106	0	0	456	456	18002	56912	5777	5124	21360	0	0	0.128508	0.366546	0.353943	0	0	0	12806	456	832	0	0	0	0	0	0	0	0	0	0	0	
362940																																																																																																																																																																																																5201	0	0	17163	54861	0	490	0	7886	0	0	0	0	8262	0	0	0	0	0	0	335	335	781	28112	10647	2015	15853	0	0	0.1463	0.3101	0.2975	0.0000	0.0000	0.0000	7927	335	-41	0	0	0	0	0	0	0	0	0	0	0	
363442																																																																																																																																																																																																4250	0	0	4898	19402	0	98	0	4266	0	0	0	0	4391	0	0	0	0	0	0	98	98	478	8516	506	479	10065	0	0	0.2159	0.3653	0.3571	0.0000	0.0000	0.0000	4293	98	-43	0	0	0	0	0	0	0	0	0	0	0	
363648																																																																																																																																																																																																6416	0	0	108768	170562	0	521	0	17832	0	0	0	0	18724	0	0	0	3225	0	0	521	521	14149	104199	16685	384	36640	0	0	0.1021	0.2775	0.2698	0	0	0	18203	521	-371	0	0	0	0	0	0	0	0	0	0	0	
363657																																																																																																																																																																																																13881	0	0	245109	577542	5	1984	0	76439	0	0	0	0	76205	0	0	1409	0	0	0	1983	1988	8240	201719	122370	22733	246392	431	0	0.1295	0.2188	0.2131	0	0	0	74217	1988	1693	0	0	0	0	0	0	0	0	0	0	0	
363778																																																																																																																																																																																																7364	0	1394	0	59321	0	354	0	6294	0	0	0	0	6648	0	0	0	0	0	0	354	354	8561	1206	32286	3144	17622	0	0	0.106101	0.195495	0.185085	0	0	0	6294	354	0	0	0	0	0	0	0	0	0	0	0	0	
364131																																																																																																																																																																																																15789	0	0	46733	136878	0	2118	0	6504	0	0	0	0	9398	0	0	0	0	-903	0	943	943	26947	27843	30900	14965	54354	0	0	0.0608	0.1266	0.1139	0.0000	0.0000	0.0000	8455	943	-1048	0	0	0	0	0	0	0	0	0	0	0	
364270	15035	0	2324	0	122118	0	614	0	14859	0	0	0	0	15473	0	0	0	0	0	0	614	614	14064	11170	48126	6847	49372	762	0	0.121677	0.204483	0.196368	0.000000	0.000000	0.000000	14859	614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75669	0	0	0	0	0	96581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14064	971	0	0	0	2324	0	0	0	0	0	0	0	0	0	0	762	0	0	0	6692	47364	42525	0	0	0	0	0	8030	0	0	1183	0	-614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14064	11170	48126	49372	0	2234	24063	49372	75669	0	0	0	14859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122118	0	122118	14748		2324	0																																														
364430																																																																																																																																																																																																1975	0	249	20613	103471	0	1178	0	9712	0	0	0	0	11277	0	0	0	0	0	0	993	993	2726	14715	24495	7677	63296	0	0	0.098620	0.142352	0.129817	0.000000	0.000000	0.000000	10284	993	-572	0	0	0	0	0	0	0	0	0	0	0	
364449																																																																																																																																																																																																35484	0	36719	376646	1161982	40	17195	0	78229	0	0	0	0	93497	686	0	735	0	-1807	0	9764	9804	131226	319575	128949	97584	643164	457	3486	0.0686	0.1209	0.1082	0.0000	0.0000	0.0000	83693	9804	-7144	0	0	0	0	0	0	0	0	0	0	0	
364850																																																																																																																																																																																																11570	0	0	6201	64441	0	776	0	6703	0	0	0	0	7120	0	0	192	1690	0	0	487	487	5250	15619	18666	2409	25565	0	0	0.1012	0.1841	0.1715	0.0000	0.0000	0.0000	6633	487	70	0	0	0	0	0	0	0	0	0	0	0	
365325																																																																																																																																																																																																137835	0	4561	350311	3493351	0	36740	0	627201	0	0	0	0	408345	39725	0	15467	421916	-5962	0	35714	35714	145125	348435	529658	139978	2306284	0	0	0.116179	0.143012	0.130504	0.000000	0.000000	0.000000	372631	35714	-22292	1988	16438	16215	0	0	0	0	0	0	0	0	
365455																																																																																																																																																																																																100720	0	15348	6146	511157	0	5511	0	73028	0	0	0	0	58098	0	0	4045	8842	0	0	4471	4471	78956	61392	33250	16537	323567	0	0	0.109406	0.162914	0.150377	0	0	0	53627	4471	196	0	0	0	0	0	0	0	0	0	0	0	
365576																																																																																																																																																																																																15411	0	0	107779	314941	0	2230	0	46465	0	0	0	0	47114	0	0	0	19589	0	0	2219	2219	10820	123064	77662	22436	107695	539	0	0.143265	0.265364	0.252865	0	0	0	44895	2219	-1296	0	0	0	0	0	0	0	0	0	0	0	
365745																																																																																																																																																																																																8392	0	0	101786	157273	0	574	0	15755	0	0	0	0	12494	0	0	0	583	0	0	573	573	49618	64309	12237	11119	34591	144	0	0.0793	0.2312	0.2206	0.0000	0.0000	0.0000	11921	573	-1823	0	0	0	0	0	0	0	0	0	0	0	
365848																																																																																																																																																																																																2230	0	0	53263	115820	0	317	0	12418	0	0	0	0	13397	0	0	3	0	0	0	317	317	11461	46794	36995	5059	21978	0	0	0.112769	0.251115	0.245173	0.000000	0.000000	0.000000	13080	317	-670	0	0	0	0	0	0	0	0	0	0	0	
365875																																																																																																																																																																																																1281	0	2854	6	6823	0	0	0	800	0	0	0	0	800	0	0	0	0	0	0	0	0	676	3512	2474	141	147	0	0	0.1175	0.3835	0.3835	0.0000	0.0000	0.0000	800	0	0	0	0	0	0	0	0	0	0	0	0	0	
365950																																																																																																																																																																																																4761	0	0	11726	63328	0	538	0	9847	0	0	0	0	10437	0	0	0	0	0	0	520	520	5807	10645	16067	3124	31452	0	0	0.1559	0.2509	0.2384	0.0000	0.0000	0.0000	9917	520	-70	0	0	0	0	0	0	0	0	0	0	0	
366078																																																																																																																																																																																																42648	0	0	1602	315960	0	4744	0	31430	0	0	0	0	30921	2403	0	890	440	-182	0	2679	2679	32884	28852	95683	18931	159967	1683	0	0.088527	0.145700	0.133076	0.000000	0.000000	0.000000	28242	2679	-101	0	0	0	0	0	0	0	0	0	0	0	
366238																																																																																																																																																																																																18201	0	0	160325	567881	0	4868	0	65365	0	0	0	0	62330	0	0	0	10950	0	0	4868	4868	22107	118614	91577	35365	332550	0	0	0.101762	0.152362	0.140463	0.000000	0.000000	0.000000	57462	4868	-3283	0	0	0	0	0	0	0	0	0	0	0	
366247																																																																																																																																																																																																1463	0	19795	16834	114379	0	1078	0	12884	0	0	0	0	12094	0	0	0	0	0	0	955	955	333	39053	12252	1541	62320	0	0	0.0977	0.1586	0.1461	0.0000	0.0000	0.0000	11139	955	-368	0	0	0	0	0	0	0	0	0	0	0	
366359																																																																																																																																																																																																7830	0	168	21632	55725	0	389	0	4654	0	0	0	0	5712	0	0	15	0	0	0	345	345	3209	29332	5111	1249	19175	0	0	0.093556	0.207249	0.194732	0.000000	0.000000	0.000000	5367	345	-713	0	0	0	0	0	0	0	0	0	0	0	
366658																																																																																																																																																																																																7762	0	1616	18740	90811	0	809	0	8922	0	0	0	0	10018	0	0	0	0	0	0	700	700	750	31890	20272	5413	39336	0	0	0.1025	0.1794	0.1668	0.0000	0.0000	0.0000	9318	700	-396	0	0	0	0	0	0	0	0	0	0	0	
366854																																																																																																																																																																																																8049	0	0	403	35468	0	572	0	2565	5	0	0	0	2564	0	0	0	0	0	0	301	301	7695	959	6330	605	20738	0	306	0.0635	0.1076	0.0950	0	0	0	2263	301	-4	0	0	0	0	0	0	0	0	0	0	0	
