"IDRSSD"	RCFD0010	RCFD1395	RCFD1651	RCFD1754	RCFD1773	RCFD2170	RCFD2221	RCFD3123	RCFD3128	RCFD3210	RCFD3411	RCFD3429	RCFD3433	RCFD3545	RCFD3792	RCFD3809	RCFD3812	RCFD3821	RCFD3833	RCFD4336	RCFD5306	RCFD5310	RCFD5311	RCFD5320	RCFD5327	RCFD5334	RCFD5339	RCFD5340	RCFD5369	RCFD5610	RCFD7204	RCFD7205	RCFD7206	RCFD7273	RCFD7274	RCFD7275	RCFD8274	RCFD8275	RCFD8434	RCFD8764	RCFD8766	RCFD8767	RCFD8769	RCFD8770	RCFD8771	RCFD8772	RCFD8773	RCFD8774	RCFD8775	RCFD8776	RCFD8777	RCFD8778	RCFD8779	RCFDA000	RCFDA001	RCFDA002	RCFDA167	RCFDA221	RCFDA222	RCFDA223	RCFDA250	RCFDB503	RCFDB504	RCFDB505	RCFDB520	RCFDB528	RCFDB541	RCFDB542	RCFDB543	RCFDB546	RCFDB547	RCFDB548	RCFDB581	RCFDB582	RCFDB583	RCFDB588	RCFDB589	RCFDB590	RCFDB591	RCFDB592	RCFDB593	RCFDB594	RCFDB595	RCFDB600	RCFDB601	RCFDB602	RCFDB603	RCFDB604	RCFDB605	RCFDB606	RCFDB607	RCFDB608	RCFDB609	RCFDB610	RCFDB611	RCFDB612	RCFDB617	RCFDB618	RCFDB619	RCFDB620	RCFDB621	RCFDB622	RCFDB623	RCFDB624	RCFDB625	RCFDB626	RCFDB627	RCFDB628	RCFDB629	RCFDB630	RCFDB631	RCFDB639	RCFDB640	RCFDB641	RCFDB642	RCFDB643	RCFDB644	RCFDB650	RCFDB651	RCFDB652	RCFDB653	RCFDB654	RCFDB655	RCFDB656	RCFDB657	RCFDB658	RCFDB659	RCFDB660	RCFDB661	RCFDB662	RCFDB663	RCFDB664	RCFDB665	RCFDB666	RCFDB667	RCFDB668	RCFDB669	RCFDB670	RCFDB671	RCFDB672	RCFDB673	RCFDB675	RCFDB676	RCFDB677	RCFDB678	RCFDB679	RCFDB680	RCFDB681	RCFDB682	RCFDB683	RCFDB684	RCFDB685	RCFDB686	RCFDB687	RCFDB688	RCFDB689	RCFDB690	RCFDB691	RCFDB693	RCFDB694	RCFDB695	RCFDB696	RCFDB697	RCFDB698	RCFDB699	RCFDB700	RCFDB701	RCFDB702	RCFDB703	RCFDB704	RCFDC063	RCFDC064	RCFDC225	RCFDC227	RCFDC228	RCFDC869	RCFDF264	RCFDG591	RCFDG592	RCFDG593	RCFDG594	RCFDG595	RCFDG596	RCFDG597	RCFDG598	RCFDG599	RCFDG600	RCFDG601	RCFDG602	RCFDL136	RCFDL137	RCFDL138	RCON0010	RCON1395	RCON1651	RCON1754	RCON1773	RCON2170	RCON2221	RCON3123	RCON3128	RCON3210	RCON3411	RCON3429	RCON3433	RCON3545	RCON3792	RCON3809	RCON3812	RCON3821	RCON3833	RCON4336	RCON5306	RCON5310	RCON5311	RCON5320	RCON5327	RCON5334	RCON5339	RCON5340	RCON5369	RCON5610	RCON7204	RCON7205	RCON7206	RCON7273	RCON7274	RCON7275	RCON8274	RCON8275	RCON8434	RCON8764	RCON8766	RCON8767	RCON8769	RCON8770	RCON8771	RCON8772	RCON8773	RCON8774	
413271																																																																																																																																																																																																	2300	0	0	84	47052	161108	0	1333	0	15006	0	0	0	0	15103	0	0	0	12667	-106	0	1153	1153	4950	44446	69425	4749	42320	0	381	0.087499	0.164028	0.151505	0	0	0	13950	1153	779	0	0	0	0	0	0	0	0	0	
413347																																																																																																																																																																																																	6517	0	0	897	8654	42856	0	249	0	4366	0	0	0	0	4500	0	0	0	0	0	0	249	249	717	17083	11779	1124	13334	0	0	0.1011	0.1988	0.1878	0.0000	0.0000	0.0000	4251	249	115	0	0	0	0	0	0	0	0	0	
413543																																																																																																																																																																																																	7030	0	0	14409	16306	120292	0	927	0	13111	0	0	0	0	12212	0	0	5	0	0	0	927	927	1280	34210	16962	2276	66924	238	0	0.0983	0.1483	0.1370	0.0000	0.0000	0.0000	11285	927	331	0	0	0	0	0	0	0	0	0	
413646																																																																																																																																																																																																	11788	0	0	17	57656	272288	0	1433	0	35242	0	0	0	0	34299	0	0	0	8423	0	0	1433	1433	18683	37006	63434	13233	151506	1757	0	0.1222	0.1757	0.1683	0.0000	0.0000	0.0000	32866	1433	1062	0	0	0	0	0	0	0	0	0	
413673																																																																																																																																																																																																	6844	0	0	0	15647	142111	0	2152	0	13922	0	0	0	0	13904	0	0	0	0	0	0	1216	1216	14290	10342	47005	10145	71258	6136	0	0.090064	0.144522	0.131882	0	0	0	12688	1216	215	0	0	0	0	0	0	0	0	0	
413730																																																																																																																																																																																																	12392	0	0	0	734	24053	0	164	0	2070	0	0	0	0	2200	0	0	0	656	0	0	133	133	11841	1353	1885	1059	9134	0	0	0.0852	0.2067	0.1942	0.0000	0.0000	0.0000	2067	133	3	0	0	0	0	0	0	0	0	0	
413758																																																																																																																																																																																																	9298	0	0	0	6383	86402	0	735	0	7930	264	0	0	0	8510	0	0	0	2782	0	0	735	735	5150	6404	3843	2389	71585	0	0	0.0930	0.1116	0.1020	0.0000	0.0000	0.0000	7775	735	155	0	0	0	0	0	0	0	0	0	
413851																																																																																																																																																																																																	6245	0	0	6043	8213	38917	1	226	0	3429	0	0	0	0	3565	0	0	0	0	0	0	199	200	230	27784	1323	916	9698	0	0	0.0881	0.2235	0.2110	0.0000	0.0000	0.0000	3365	200	64	0	0	0	0	0	0	0	0	0	
414102																																																																																																																																																																																																	7885	0	0	68436	0	244581	0	1654	0	31327	0	0	0	0	33001	0	0	0	0	0	0	1674	1674	29564	48085	65796	9886	102790	0	0	0.127701	0.226694	0.215195	0	0	0	31327	1674	0	0	0	0	0	0	0	0	0	0	
414652																																																																																																																																																																																																	7440	0	0	0	30132	110655	0	930	0	10962	0	0	0	0	11652	0	0	0	4602	0	0	930	930	1002	34188	10350	4461	65660	0	0	0.0996	0.1235	0.1136	0.0000	0.0000	0.0000	10722	930	240	0	0	0	0	0	0	0	0	0	
414764																																																																																																																																																																																																	12344	0	0	54310	134757	333685	0	1746	0	25611	0	0	0	0	23437	0	0	0	1746	0	0	1746	1746	7619	178516	51931	10120	93445	0	0	0.0671	0.1496	0.1384	0.0000	0.0000	0.0000	21691	1746	3920	0	0	0	0	0	0	0	0	0	
414858																																																																																																																																																																																																	5427	0	0	0	20501	98451	0	920	0	10016	0	0	0	0	10290	0	0	0	946	0	0	769	769	6928	19644	29859	6586	42214	0	0	0.097629	0.167603	0.155078	0	0	0	9521	769	448	0	0	0	0	0	0	0	0	0	
415677																																																																																																																																																																																																	156674	0	0	7	8335	429180	0	3101	0	47216	0	0	0	0	49253	43641	0	427	0	0	0	2465	2465	152671	44180	93223	18371	141705	49686	0	0.109602	0.250575	0.239153	0	0	0	47008	2465	113	0	0	0	0	0	0	0	0	0	
415770																																																																																																																																																																																																	2704	0	0	0	0	90821	0	432	0	9558	0	0	0	0	9990	0	0	0	0	0	0	432	432	721	13995	65799	2320	10738	0	0	0.105240	0.215130	0.205827	0	0	0	9558	432	0	0	0	0	0	0	0	0	0	0	
415855																																																																																																																																																																																																	1968	0	0	0	7550	26026	0	88	0	1574	0	0	0	0	1619	0	0	0	0	0	0	88	88	75	12439	1520	498	12024	0	0	0.0630	0.1060	0.1002	0.0000	0.0000	0.0000	1531	88	43	0	0	0	0	0	0	0	0	0	
416245																																																																																																																																																																																																	346987	0	0	0	990924	3581292	665	48012	0	432912	0	0	0	0	406597	0	0	4616	105177	0	0	28259	28924	368938	940246	486310	150676	1769970	40003	26848	0.109875	0.181438	0.168531	0.000000	0.000000	0.000000	377673	28924	13240	259	0	0	0	0	0	0	0	0	
416272																																																																																																																																																																																																	3915	0	0	0	26802	71423	0	740	0	6848	0	0	0	0	6680	0	0	0	2138	0	0	444	444	8012	17642	28165	4794	17874	0	0	0.0870	0.1896	0.1770	0.0000	0.0000	0.0000	6236	444	612	0	0	0	0	0	0	0	0	0	
416339																																																																																																																																																																																																	7485	0	0	0	6466	75373	0	598	0	7755	0	0	0	0	7592	0	0	0	1182	0	0	598	598	12323	4866	12151	3978	45870	61	0	0.092732	0.141615	0.130461	0.000000	0.000000	0.000000	6994	598	49	0	0	0	0	0	0	0	0	0	
416348																																																																																																																																																																																																	15212	0	0	0	18964	256534	0	4100	0	36912	0	0	0	0	27079	0	0	0	6992	0	0	2225	2225	7353	44066	62600	12029	134351	0	0	0.1042	0.1537	0.1411	0.0000	0.0000	0.0000	24854	2225	383	0	0	0	0	0	0	0	0	0	
416357																																																																																																																																																																																																	15599	0	0	352	0	38023	0	277	0	9444	0	0	0	0	9721	0	0	0	0	0	0	277	277	4785	11166	360	567	21989	0	0	0.2579	0.3984	0.3870	0.0000	0.0000	0.0000	9444	277	0	0	0	0	0	0	0	0	0	0	
416656																																																																																																																																																																																																	2603	0	0	0	51485	216573	0	2960	0	25881	0	0	0	0	25651	0	0	0	0	0	0	1714	1714	15441	54566	43486	10847	104358	0	0	0.1114	0.1716	0.1601	0.0000	0.0000	0.0000	23937	1714	1683	0	0	0	0	0	0	0	0	0	
416674																																																																																																																																																																																																	11549	0	0	0	82356	314691	0	3424	0	33227	0	0	0	0	32308	0	0	0	0	0	0	2430	2430	49107	40749	81206	23406	145102	518	2150	0.096612	0.167034	0.154471	0	0	0	29878	2430	1199	0	0	0	0	0	0	0	0	0	
416973																																																																																																																																																																																																	5060	0	0	0	8790	64548	0	436	0	5510	0	0	0	0	5733	0	0	0	0	0	0	436	436	780	8085	33453	4337	22378	2578	0	0.082063	0.140784	0.130077	0	0	0	5297	436	193	0	0	0	0	0	0	0	0	0	
417149																																																																																																																																																																																																	31119	0	0	0	16290	271985	0	4059	0	28814	0	0	0	0	31226	0	0	0	3970	0	0	2531	2531	11781	39280	63754	16440	161038	0	0	0.1058	0.1548	0.1422	0.0000	0.0000	0.0000	28695	2531	119	0	0	0	0	0	0	0	0	0	
417251																																																																																																																																																																																																	12324	0	0	12517	6617	51359	0	195	0	4576	0	0	0	0	4488	0	0	12	0	0	0	195	195	9199	18219	5342	1386	18498	0	0	0.0928	0.1808	0.1730	0.0000	0.0000	0.0000	4293	195	283	0	0	0	0	0	0	0	0	0	
417626																																																																																																																																																																																																	15107	0	0	38990	122425	603197	0	3879	0	76006	0	0	0	0	77475	0	0	0	0	0	0	3700	3700	52261	219766	159062	3031	172467	0	0	0.121086	0.261927	0.249419	0	0	0	73775	3700	2231	0	0	0	0	0	0	0	0	0	
417710																																																																																																																																																																																																	1293	0	0	1136	2368	31635	0	301	0	5143	0	0	0	0	3560	0	0	0	0	0	0	265	265	619	2279	12922	2080	14267	0	0	0.1113	0.1683	0.1558	0.0000	0.0000	0.0000	3295	265	100	0	0	0	0	0	0	0	0	0	
418100																																																																																																																																																																																																	13799	0	0	0	86866	316567	114	2466	0	35115	0	0	0	0	36999	0	0	0	10457	0	0	2466	2580	6998	30751	105199	9035	174731	0	0	0.1078	0.1550	0.1442	0.0000	0.0000	0.0000	34419	2580	696	0	0	0	0	0	0	0	0	0	
418249																																																																																																																																																																																																	177318	0	0	51809	142323	852855	36	11908	0	75881	0	0	0	0	79686	0	0	2914	0	0	0	6187	6223	158901	199669	98077	26294	404236	4463	0	0.0889	0.1629	0.1502	0.0000	0.0000	0.0000	73463	6223	2418	0	0	0	0	0	0	0	0	0	
418436																																																																																																																																																																																																	1738	0	0	8198	0	19444	0	81	0	2776	0	0	0	0	2857	0	0	0	0	0	0	81	81	175	12144	2835	265	4370	0	0	0.129677	0.344549	0.334781	0	0	0	2776	81	0	0	0	0	0	0	0	0	0	0	
418856																																																																																																																																																																																																	1588	0	0	0	26108	38790	0	251	0	4191	0	0	0	0	4168	0	0	10	0	0	0	251	251	0	0	0	1366	38584	0	0	0.098541	0.108010	0.101506	0	0	0	3917	251	274	0	0	0	0	0	0	0	0	0	
419255																																																																																																																																																																																																	6627	0	0	20788	23501	118611	0	961	0	12920	0	0	0	0	13029	0	0	0	0	0	0	855	855	7294	37785	27550	9010	46199	0	0	0.1022	0.1930	0.1803	0.0000	0.0000	0.0000	12174	855	746	0	0	0	0	0	0	0	0	0	
419406																																																																																																																																																																																																	58520	0	0	0	801434	2871725	107	27684	0	300185	5926	0	0	3815	289645	0	0	1533	35589	437	0	23477	23584	68996	775469	619216	120393	1381836	9543	0	0.096465	0.154569	0.141984	0.000000	0.000000	0.000000	266061	23584	8794	3815	30858	16133	0	0	0	0	0	0	
419460																																																																																																																																																																																																	12452	0	0	0	44236	154039	0	1292	0	16852	0	0	0	0	17468	0	0	20	818	0	0	965	965	15363	42806	57135	11517	39635	31782	249	0.1099	0.2273	0.2147	0.0000	0.0000	0.0000	16503	965	83	0	0	0	0	0	0	0	0	0	
419675																																																																																																																																																																																																	32100	0	0	8435	141896	528791	13	7057	0	54246	0	0	0	0	52150	0	0	646	5010	0	0	4238	4251	27839	158406	96876	28684	253241	0	6575	0.089846	0.155103	0.142460	0.000000	0.000000	0.000000	47899	4251	-415	0	0	0	0	0	0	0	0	0	
419947																																																																																																																																																																																																	7782	0	0	0	4178	37134	0	291	0	4543	0	0	0	0	4752	0	0	0	0	0	0	291	291	3978	7536	4457	1860	21372	0	0	0.1196	0.1893	0.1777	0.0000	0.0000	0.0000	4461	291	82	0	0	0	0	0	0	0	0	0	
420457																																																																																																																																																																																																	36992	0	0	0	169610	518937	0	10763	0	55261	0	0	0	0	55288	0	0	0	0	0	0	4350	4350	69628	65130	109738	19275	278668	0	0	0.097471	0.161864	0.149129	0	0	0	50938	4350	4298	0	0	0	0	0	0	0	0	0	
420578																																																																																																																																																																																																	5679	0	0	20520	42	236540	0	3032	0	39571	0	0	0	0	41326	0	0	0	0	0	0	1755	1755	852	41549	130124	4749	67048	0	0	0.167291	0.297004	0.284391	0	0	0	39571	1755	0	0	0	0	0	0	0	0	0	0	
420644																																																																																																																																																																																																	7945	0	0	36628	0	255153	0	5277	0	29416	766	0	0	0	29176	0	0	0	4672	0	0	2598	2598	1074	53085	17830	9762	185603	3188	0	0.1108	0.1422	0.1295	0.0000	0.0000	0.0000	26578	2598	0	0	0	0	0	0	0	0	0	0	
420653																																																																																																																																																																																																	8646	0	0	0	25073	88079	0	984	0	7717	106	0	0	0	7812	0	0	0	3249	0	0	738	738	9299	26415	2682	2646	50024	0	0	0.0832	0.1327	0.1202	0.0000	0.0000	0.0000	7074	738	643	0	0	0	0	0	0	0	0	0	
420877																																																																																																																																																																																																	16561	0	0	28656	0	91970	0	698	0	7299	0	0	0	0	7742	0	0	44	2535	0	0	456	456	21945	27874	26486	4781	16363	0	0	0.0792	0.2137	0.2011	0.0000	0.0000	0.0000	7286	456	0	0	0	0	0	0	0	0	0	0	
421445																																																																																																																																																																																																	6897	0	0	0	55981	147522	0	680	0	14647	0	0	0	0	14162	0	0	0	5866	0	0	680	680	11828	50373	3941	3355	80692	0	0	0.093621	0.139224	0.132539	0.000000	0.000000	0.000000	13482	680	904	0	0	0	0	0	0	0	0	0	
421539																																																																																																																																																																																																	4815	0	0	0	22335	131971	0	621	0	12495	0	0	0	0	12854	0	0	62	0	0	0	621	621	4658	16601	28540	12781	82545	0	0	0.0925	0.1282	0.1220	0.0000	0.0000	0.0000	12233	621	-22	0	0	0	0	0	0	0	0	0	
422059																																																																																																																																																																																																	4439	0	0	0	12870	48935	0	346	0	4681	0	0	0	0	4271	0	0	0	2605	0	0	346	346	762	18493	7372	1391	21898	0	0	0.0839	0.1396	0.1283	0.0000	0.0000	0.0000	3925	346	58	0	0	0	0	0	0	0	0	0	
422116																																																																																																																																																																																																	4347	0	0	0	4444	67408	0	898	0	6926	0	0	0	0	7410	0	0	0	940	0	0	563	563	2235	13626	21383	4978	30941	0	0	0.1023	0.1658	0.1532	0.0000	0.0000	0.0000	6847	563	79	0	0	0	0	0	0	0	0	0	
422433																																																																																																																																																																																																	84089	0	0	58943	602235	1406832	10	10342	0	135538	0	0	0	0	135590	0	0	5470	46052	0	0	10342	10352	104089	492165	104455	32920	703063	557	0	0.0934	0.1547	0.1429	0.0000	0.0000	0.0000	125238	10352	6044	0	0	0	0	0	0	0	0	0	
422657																																																																																																																																																																																																	11349	0	0	0	9169	109635	0	836	0	7841	0	0	0	0	8673	0	0	0	315	0	0	837	837	2594	33768	23565	3067	50536	0	0	0.0734	0.1250	0.1129	0.0000	0.0000	0.0000	7836	837	5	0	0	0	0	0	0	0	0	0	
423159																																																																																																																																																																																																	10130	0	0	0	16276	187343	0	1847	0	17451	0	0	0	0	18840	0	0	0	0	0	0	1432	1432	2354	65305	39748	6681	81627	0	0	0.092419	0.165050	0.152505	0	0	0	17408	1432	43	0	0	0	0	0	0	0	0	0	
423449																																																																																																																																																																																																	11917	0	0	29390	81751	430246	0	5156	0	45919	0	0	0	0	49147	0	0	10	16543	0	0	3992	3992	9404	111174	50575	29118	263216	459	0	0.106015	0.154462	0.141916	0.000000	0.000000	0.000000	45155	3992	579	0	0	0	0	0	0	0	0	0	
423458																																																																																																																																																																																																	20899	0	0	0	97376	1137323	0	10093	0	148506	0	0	0	0	116889	0	0	0	113627	0	0	10093	10093	20317	133283	200637	39868	750352	87781	0	0.104715	0.124747	0.113975	0.000000	0.000000	0.000000	106796	10093	2171	0	0	0	0	0	0	0	0	0	
423636																																																																																																																																																																																																	5081	0	0	0	14565	62044	0	675	0	8376	0	0	0	0	8429	0	0	3421	766	0	0	506	506	1607	17368	16689	3756	26569	0	0	0.1280	0.2091	0.1965	0.0000	0.0000	0.0000	7923	506	453	0	0	0	0	0	0	0	0	0	
423739																																																																																																																																																																																																	26066	0	0	0	55579	380675	0	6669	0	38727	0	0	0	0	41040	0	0	0	6087	0	0	3617	3617	17215	60711	70633	11869	237482	612	0	0.1021	0.1434	0.1307	0.0000	0.0000	0.0000	37423	3617	1304	0	0	0	0	0	0	0	0	0	
423841																																																																																																																																																																																																	1439	0	0	1553	15676	33715	0	239	0	4434	0	0	0	0	4423	0	0	0	0	0	0	206	206	4961	13275	3001	1286	12388	0	0	0.1257	0.2679	0.2554	0.0000	0.0000	0.0000	4217	206	217	0	0	0	0	0	0	0	0	0	
424156																																																																																																																																																																																																	6973	0	0	0	46204	116484	0	1027	0	16423	0	0	0	0	15872	0	0	0	3310	0	0	939	939	3226	42896	10000	3230	59847	0	0	0.126076	0.211443	0.198934	0.000000	0.000000	0.000000	14933	939	1150	0	0	0	0	0	0	0	0	0	
424240																																																																																																																																																																																																	5281	0	0	0	103667	212437	0	913	0	23610	0	0	0	0	22978	0	0	0	4842	0	0	913	913	9229	95074	10753	2417	96667	127	0	0.104500	0.186087	0.178693	0.000000	0.000000	0.000000	22065	913	1545	0	0	0	0	0	0	0	0	0	
424343																																																																																																																																																																																																	17563	0	0	0	7662	64406	0	1394	0	3122	0	0	0	0	3613	0	0	0	2132	0	0	519	519	16057	7634	6088	5673	35993	0	0	0.045350	0.086907	0.074423	0	0	0	3094	519	28	0	0	0	0	0	0	0	0	0	
424352																																																																																																																																																																																																	17449	0	0	0	15147	84991	0	956	0	7849	0	0	0	0	8010	0	0	180	719	0	0	624	624	20090	12172	12301	4061	40921	0	0	0.0898	0.1614	0.1488	0.0000	0.0000	0.0000	7386	624	463	0	0	0	0	0	0	0	0	0	
424437																																																																																																																																																																																																	3622	0	0	2033	0	20012	0	130	0	2003	0	0	0	0	2133	0	0	0	0	0	0	130	130	235	6397	5410	220	8100	0	0	0.0991	0.1765	0.1658	0.0000	0.0000	0.0000	2003	130	0	0	0	0	0	0	0	0	0	0	
424633																																																																																																																																																																																																	9048	0	0	0	10602	83751	0	1305	0	7118	0	0	0	0	7746	0	0	0	0	0	0	602	602	2486	27341	25132	2394	30134	0	0	0.088530	0.163194	0.150511	0	0	0	7144	602	-26	0	0	0	0	0	0	0	0	0	
425050																																																																																																																																																																																																	4054	0	0	0	10773	27024	0	152	0	2736	0	0	0	0	2662	0	0	0	0	0	0	152	152	1071	15422	2242	721	8065	0	0	0.0937	0.2170	0.2046	0.0000	0.0000	0.0000	2510	152	226	0	0	0	0	0	0	0	0	0	
425108																																																																																																																																																																																																	14531	0	0	0	35829	247169	49	2115	0	30471	0	0	0	0	33437	0	0	0	14847	0	0	1988	2037	12863	27575	104711	12080	102489	332	514	0.126231	0.199437	0.187287	0.000000	0.000000	0.000000	31400	2037	-1494	0	0	0	0	0	0	0	0	0	
425818																																																																																																																																																																																																	8655	0	0	10289	11663	134633	0	2078	0	16630	0	0	0	0	17631	0	0	59	0	0	0	1139	1139	7006	13871	55138	5271	60558	0	0	0.121121	0.195526	0.182895	0.000000	0.000000	0.000000	16492	1139	138	0	0	0	0	0	0	0	0	0	
425845																																																																																																																																																																																																	1585	0	0	1345	0	98974	0	977	0	8765	0	0	0	0	9742	0	0	0	0	0	0	977	977	761	2232	7037	2271	89921	0	0	0.0971	0.1038	0.0934	0.0000	0.0000	0.0000	8765	977	0	0	0	0	0	0	0	0	0	0	
425911																																																																																																																																																																																																	35660	0	0	0	305634	799164	0	7516	0	88983	0	0	0	0	88454	0	0	5075	0	0	0	6135	6135	36053	235768	171664	43634	353099	768	0	0.1041	0.1809	0.1683	0.0000	0.0000	0.0000	82319	6135	6663	0	0	0	0	0	0	0	0	0	
425957																																																																																																																																																																																																	4879	0	0	0	49926	135133	0	538	0	14824	0	0	0	0	12235	0	0	0	1031	0	0	538	538	2105	50298	27724	11578	52172	0	162	0.0896	0.1597	0.1527	0.0000	0.0000	0.0000	11697	538	789	0	0	0	0	0	0	0	0	0	
425975																																																																																																																																																																																																	11334	0	0	12279	107362	442832	0	3014	0	45350	0	0	0	0	44261	0	0	0	0	0	0	3014	3014	9258	118670	100630	17809	215274	0	0	0.0949	0.1526	0.1422	0.0000	0.0000	0.0000	41247	3014	2807	0	0	0	0	0	0	0	0	0	
426057																																																																																																																																																																																																	14184	0	0	0	19	42193	0	421	0	5246	0	0	0	0	5598	0	0	71	17	0	0	352	352	2791	12319	3677	2375	23827	0	0	0.118733	0.199175	0.186651	0	0	0	5246	352	0	0	0	0	0	0	0	0	0	0	
426141																																																																																																																																																																																																	3937	0	0	8991	9318	32626	0	100	0	4140	0	0	0	0	4233	0	0	0	0	0	0	100	100	316	20995	2854	528	8551	0	0	0.129561	0.298057	0.291015	0	0	0	4133	100	7	0	0	0	0	0	0	0	0	0	
426534																																																																																																																																																																																																	273131	0	0	0	778058	2927655	0	22220	0	284123	0	0	0	0	242281	0	0	4126	114995	2599	0	22220	22220	307115	818319	437249	90563	1325729	17931	0	0.0846	0.1352	0.1228	0.0000	0.0000	0.0000	220061	22220	24263	2576	0	54633	0	0	0	0	0	0	
426758																																																																																																																																																																																																	7191	0	0	0	18733	84984	0	500	0	8703	0	0	0	0	9085	0	0	250	60	0	0	500	500	9272	18901	28837	4859	28293	0	0	0.105380	0.193797	0.183131	0	0	0	8585	500	118	0	0	0	0	0	0	0	0	0	
426945																																																																																																																																																																																																	10778	0	0	0	10231	95327	0	1018	0	7823	50	0	0	0	8394	0	0	0	650	0	0	962	962	10496	13480	16271	2332	55706	174	0	0.078893	0.109119	0.096614	0.000000	0.000000	0.000000	7432	962	158	0	0	0	0	0	0	0	0	0	
427241																																																																																																																																																																																																	12369	0	0	14583	42236	315224	0	2309	0	28354	230	0	0	0	28919	0	0	0	1879	0	0	2309	2309	18746	42806	151140	13144	102927	0	0	0.084123	0.153788	0.141509	0.000000	0.000000	0.000000	26610	2309	261	0	0	0	0	0	0	0	0	0	
427353																																																																																																																																																																																																	26073	0	0	0	35980	421754	0	4585	0	49459	0	0	0	0	36794	0	0	0	15502	0	0	4061	4061	28432	43934	86395	21345	250852	2696	0	0.0823	0.1134	0.1009	0.0000	0.0000	0.0000	32733	4061	1225	0	0	0	0	0	0	0	0	0	
427858																																																																																																																																																																																																	22938	0	0	0	39338	106408	0	768	0	9344	0	0	0	0	9450	0	0	380	3435	0	0	536	536	48489	15016	10751	6081	32864	0	381	0.088033	0.222778	0.210142	0.000000	0.000000	0.000000	8914	536	49	0	0	0	0	0	0	0	0	0	
427960																																																																																																																																																																																																	26679	0	0	2509	1425	75596	0	448	0	6323	5	0	0	0	6772	0	0	0	1988	0	0	448	448	14685	15538	15926	2455	29896	0	0	0.0851	0.1614	0.1507	0.0000	0.0000	0.0000	6324	448	-1	0	0	0	0	0	0	0	0	0	
428060																																																																																																																																																																																																	115093	0	0	1020	93434	664162	0	5630	0	57162	0	0	0	0	59752	1026	0	0	22284	0	0	5116	5116	62513	157646	161796	9127	285311	388	0	0.0889	0.1460	0.1335	0.0000	0.0000	0.0000	54636	5116	2526	0	0	0	0	0	0	0	0	0	
428462																																																																																																																																																																																																	8599	0	0	17078	55110	216652	9	1936	0	18885	0	0	0	0	20074	0	0	0	5612	0	0	1797	1806	13152	70123	14978	9129	119454	0	0	0.0831	0.1398	0.1272	0.0000	0.0000	0.0000	18268	1806	395	0	0	0	0	0	0	0	0	0	
428471																																																																																																																																																																																																	13139	0	0	4388	0	68025	0	140	0	7162	0	0	0	0	7302	0	0	0	0	0	0	140	140	4692	13835	41148	2520	8490	0	0	0.1053	0.2294	0.2250	0.0000	0.0000	0.0000	7162	140	0	0	0	0	0	0	0	0	0	0	
428547																																																																																																																																																																																																	27351	0	0	0	31222	653896	0	3316	0	71772	0	0	0	2303	66079	0	0	1350	36989	0	2000	3326	5326	37768	26022	44880	44202	535130	0	0	0.094424	0.113264	0.104135	0.000000	0.000000	0.000000	60753	5326	147	2303	62913	20326	0	0	0	0	0	0	
428631																																																																																																																																																																																																	16730	0	0	13	62252	234534	0	658	0	30048	0	0	0	0	25152	0	0	0	0	0	0	658	658	35039	45486	29697	11533	119416	41	0	0.106297	0.175213	0.170629	0.000000	0.000000	0.000000	24494	658	2357	0	0	0	0	0	0	0	0	0	
428855																																																																																																																																																																																																	3027	0	0	0	42901	135457	0	1311	0	16901	195	0	0	0	17477	1	0	0	0	0	0	1170	1170	3447	18487	48162	6110	65756	0	0	0.1197	0.1871	0.1745	0.0000	0.0000	0.0000	16307	1170	594	0	0	0	0	0	0	0	0	0	
428958																																																																																																																																																																																																	8115	0	0	2788	40968	121347	0	728	0	13545	0	0	0	0	13457	0	0	0	58	0	0	728	728	1796	48078	24911	7081	45973	0	0	0.1150	0.1977	0.1870	0.0000	0.0000	0.0000	12729	728	816	0	0	0	0	0	0	0	0	0	
429021																																																																																																																																																																																																	47885	0	0	500	12114	448653	0	4684	0	43950	0	0	0	0	47854	0	0	5654	27182	0	0	4307	4307	35827	23778	139357	19684	253708	0	0	0.0965	0.1390	0.1265	0.0000	0.0000	0.0000	43547	4307	403	0	0	0	0	0	0	0	0	0	
429487																																																																																																																																																																																																	12727	0	0	0	23673	381835	0	4247	0	38813	578	0	0	0	41944	0	0	0	0	0	0	3619	3619	12549	22779	149659	18412	201116	1725	0	0.1041	0.1451	0.1325	0.0000	0.0000	0.0000	38325	3619	-496	0	0	0	0	0	0	0	0	0	
430036																																																																																																																																																																																																	25401	0	0	0	43831	258498	0	2282	0	26077	0	0	0	0	27412	0	0	0	0	0	0	2282	2282	13722	38038	71408	9667	136605	0	0	0.098039	0.149648	0.137190	0.000000	0.000000	0.000000	25130	2282	867	0	0	0	0	0	0	0	0	0	
430054																																																																																																																																																																																																	27437	0	0	10	20143	126697	0	632	0	11562	0	0	0	0	11847	0	0	0	1152	0	0	658	658	34804	23650	16324	1734	52178	7670	0	0.1217	0.1801	0.1701	0.0000	0.0000	0.0000	11189	658	373	0	0	0	0	0	0	0	0	0	
430278																																																																																																																																																																																																	57233	0	0	0	213719	642641	0	3540	0	67509	0	0	0	0	68482	0	0	656	0	0	0	3540	3540	73652	180588	118382	35523	278902	612	1257	0.100647	0.182843	0.173392	0	0	0	64942	3540	1276	0	0	0	0	0	0	0	0	0	
