"IDRSSD"	RCFDF236	RCFDF237	RCFDG465	RCFDG466	RCFDG467	RCFDG468	RCFDG469	RCFDG470	RCFDG471	RCFDG472	RCFDK652	RCFDK653	RCFDK654	RCFDK655	RCFDK656	RCFDK657	RCFDK658	RCFDK659	RCFDK660	RCFDK661	RCFDK663	RCFDK664	RCFDK665	RCFDK666	RCFDK667	RCFDK668	RCFDK669	RCFDK670	RCFDK671	RCFDK672	RCFDK673	RCFDK674	RCFDK675	RCFDL189	RCFDL194	RCFDL195	RCFDL196	RCFNF234	RCON5597	RCONA545	RCONF045	RCONF046	RCONF047	RCONF048	RCONF049	RCONF050	RCONF051	RCONF052	RCONF236	RCONF237	RCONG465	RCONG466	RCONG467	RCONG468	RCONG469	RCONG470	RCONG471	RCONG472	RCONG803	RCONJ944	RCONJ945	RCONK652	RCONK653	RCONK654	RCONK655	RCONK656	RCONK657	RCONK658	RCONK659	RCONK660	RCONK661	RCONK663	RCONK664	RCONK665	RCONK666	RCONK667	RCONK668	RCONK669	RCONK670	RCONK671	RCONK672	RCONK673	RCONK674	RCONK675	RCONK676	RCONK677	RCONK678	RCONK679	RCONK680	RCONK681	RCONK682	RCONL189	RCONL190	RCONL194	RCONL195	RCONL196	RCONL197	TEXTA545	
218878																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	8557	786	0	0	108312	8744	17436	38	134305	0	0	0	0	0	0	0	0	0	0	2833	5	148432	1	14514	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
219044																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	1755	78	251	1	33597	3334	11208	28	46810	0	0	0	0	0	0	0	0	0	0	3103	6	49125	1	4777	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
219259																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	4945	230	263	1	101016	9218	32272	68	138496	0	0	0	0	0	0	0	0	0	0	5032	13	155320	1	15681	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
219343																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF						289033	0	62035	3542	6336	19	755391	76103	515033	498	1338795	0	0	0	0	0	0	0	0	0	25349	63492	88	1613783	1	142488	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
219576																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	1745	498	0	0	32630	935	18205	32	52580	0	0	0	0	0	0	0	0	0	14652	3288	7	63656	1	7359	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
219651																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	8360	350	884	3	114059	9387	113280	138	236583	0	0	0	0	0	0	0	0	0	0	57812	67	238617	1	23930	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
219679																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	2110	129	0	0	23892	2851	3124	4	29126	0	0	0	0	0	0	0	0	0	0	254	1	36891	2	4301	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
219857																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	694	45	0	0	12959	1758	4814	7	18467	0	0	0	0	0	0	0	0	0	0	280	1	21891	1	2306	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
220059																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	11888	859	264	1	143321	16836	51151	80	206624	0	0	0	0	0	0	0	0	0	0	12290	24	254452	1	31058	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
220527																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF						60406	0	41450	1595	5243	15	568573	57574	168704	260	783970	0	0	0	0	0	0	0	0	0	20076	54832	102	1007540	1	108043	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
220844																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	4380	201	253	1	77905	4446	30265	44	112803	0	0	0	0	0	0	0	0	0	21319	1840	3	135026	1	10609	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF														NA	
220974																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	23908	971	1445	5	278689	26704	77664	109	381707	0	0	0	0	0	0	0	0	0	0	11604	21	456764	1	41836	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
221476																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	12582	593	626	2	242716	21868	54651	91	310575	0	0	0	0	0	0	0	0	0	0	8657	17	388315	2	40667	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
221775																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	9162	334	846	3	138384	11354	53511	108	201903	0	0	0	0	0	0	0	0	0	0	5712	10	241532	1	19320	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
222147																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF						797362	0	231299	18396	9998	26	4950068	481643	2047815	2609	7239180	0	0	0	0	713	0	0	0	0	2001	831200	911	9256173	1	897808	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
222156																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	12872	1188	521	2	83899	9458	27140	38	124433	0	0	0	0	0	0	0	0	0	0	5350	14	146529	1	22221	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
222446																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	30320	1480	3885	9	251000	22593	53682	101	338887	0	0	0	0	0	0	0	0	0	0	16800	20	392418	1	42216	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
222558																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	1385	171	0	0	47940	3144	75486	47	124811	0	0	0	0	0	0	0	0	0	0	23622	28	120902	1	11539	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
222754																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	3798	252	0	0	106073	6489	77981	137	187851	0	0	0	207	0	0	0	0	0	5000	24614	44	211807	1	23290	0	false	0	0	false	0	0	CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
223005																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	36913	1633	2773	10	257393	25110	38716	88	335795	0	0	0	0	0	0	0	0	0	10164	5847	14	448472	1	37482	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
223322																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF						179816	0	42287	1924	1524	5	742738	63555	338755	380	1125304	0	0	0	0	0	0	0	0	0	126632	55341	101	1265768	1	135061	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
223331																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF						257527	0	31819	1380	1182	3	916343	92948	608176	787	1557520	0	0	0	0	0	0	0	0	0	21660	164937	250	1874028	1	177778	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
223452																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	3302	165	0	0	50575	5075	12834	17	66711	0	0	0	0	0	0	0	0	0	0	1166	3	71263	1	7206	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
223751																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	4881	129	571	1	47106	4092	3804	10	56362	0	0	0	0	0	0	0	0	0	0	0	0	64073	1	6759	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
223845																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	6684	244	997	3	77822	3878	25276	38	110779	0	0	0	0	0	0	0	0	0	0	6232	6	129167	1	14133	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
224178																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF						151719	0	105441	6605	5517	15	812877	78913	262827	301	1186662	0	0	0	0	0	0	0	0	0	0	21651	46	1852862	1	156566	46435	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
224552																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF						1281	0	321	19	0	0	23845	1743	2605	5	26770	0	0	0	0	0	0	0	0	0	1400	924	1	28002	1	2267	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF														false	
224637																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	18902	658	1764	6	264946	16168	81661	175	367273	0	0	0	0	0	0	0	0	0	0	19802	40	437275	1	37875	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
224655																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	8928	1126	557	2	292296	29243	209760	226	511541	0	0	0	0	0	0	0	0	0	0	80965	80	635741	1	55214	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
224954																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	4005	488	0	0	45265	4810	8995	24	58264	0	0	0	0	0	0	0	0	0	0	0	0	65125	1	8740	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
225054																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	2274	122	0	0	48783	3748	10443	21	61500	0	0	0	0	0	0	0	0	0	0	1563	4	69759	1	5713	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
225157																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	4698	307	557	2	79327	5756	36892	59	121474	0	0	0	0	0	0	0	0	0	0	11258	13	133497	1	11305	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
225241																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	2847	178	0	0	25784	3079	7242	16	35873	0	0	0	0	0	0	0	0	0	0	420	1	42431	2	4419	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
225335																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF						66532	0	43764	1172	0	0	397568	13953	126917	202	568250	0	0	0	0	0	0	0	0	0	10610	40285	63	651028	1	41692	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
225559																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	11345	623	629	2	259338	20234	47612	95	318924	0	0	0	0	0	0	0	0	0	0	8750	24	369763	1	18070	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
225942																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	1452	109	0	0	25988	2537	5522	14	32962	0	0	0	0	0	0	0	0	0	0	0	0	36960	1	3575	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
226752																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	3088	177	0	0	44318	4942	10199	21	57605	0	0	0	0	0	0	0	0	0	0	1237	4	69030	1	7132	0	false	0	0	false	0	0	CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
226949																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	0	0	0	0	19069	1064	1924	4	20993	0	0	0	0	0	0	0	0	0	0	0	0	22852	1	2018	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
227151																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	14560	640	765	3	136249	13045	41083	80	192657	0	0	0	0	0	0	0	0	0	0	9225	18	241136	1	21694	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
227179																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	22496	914	1398	4	456463	39619	183803	256	664160	0	0	0	0	0	0	0	0	0	17099	44247	58	759027	1	67573	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
227357																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	6614	227	803	2	161987	9222	62908	99	232312	0	0	0	0	0	0	0	0	0	0	16745	31	263158	1	24048	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
227656																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	4302	155	0	0	45816	2987	6624	13	56743	0	0	0	0	0	0	0	0	0	0	801	1	64740	2	3970	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
227777																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	26777	1856	268	1	255596	23961	22280	45	304920	0	0	0	0	0	0	0	0	0	0	4973	2	348039	2	40938	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
228000																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	18554	1134	1316	4	175747	25410	44374	91	239991	0	0	113	0	0	0	0	0	0	0	8237	14	328213	1	86736	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
228055																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	1348	226	0	0	27552	2593	15157	16	44057	0	0	0	0	0	0	0	0	0	0	1606	4	45902	1	3923	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
228158																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	11798	375	770	3	156480	14866	78133	102	247181	0	0	0	0	0	0	0	0	0	1879	9076	15	284625	1	25517	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
228279																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	16211	798	1165	3	202676	15603	69314	97	289366	0	0	0	0	0	0	0	0	0	34314	7603	11	337196	1	29995	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
228345																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	25571	677	2954	11	97706	6707	16918	28	143150	0	0	0	0	0	0	0	0	0	0	2236	4	161742	1	24392	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
229070																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	14206	515	1010	3	106420	4660	10863	31	132499	0	0	0	0	0	0	0	0	0	0	0	0	169582	2	36164	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
229173																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	7417	334	0	0	39661	2928	7929	20	55007	0	0	0	0	0	0	0	0	0	0	1607	2	74544	1	6357	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
229342																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	4632	319	511	2	79781	5414	37512	57	122435	0	0	0	0	0	0	0	0	0	0	7019	11	148743	1	15623	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
229454																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	5191	175	326	1	64504	5113	22231	40	95676	3424	0	0	0	0	0	0	0	0	0	3505	7	99902	1	8725	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
229801																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF						2124716	0	589681	40741	57131	161	5908961	478011	4770246	4889	11326019	0	0	0	0	0	0	0	0	100000	12499	1609027	1908	15815080	1	1142879	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF	0	1075	0	0	CONF	CONF	CONF	234722	0	399541	0	6150	0	2863	0							
229874																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	15866	749	495	1	159609	8049	28280	42	204250	0	0	0	0	0	0	0	0	0	0	2636	3	265457	1	32006	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
229913	2800511	1429116	0	0	939	4867	0	0	0	0	4055588	1	1049405	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF					1429116	1338564	0	0	0	0	0	10173	234	1361222	233											0	313127	93											CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
229940																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	3561	186	0	0	39636	5136	7087	15	50284	0	0	0	0	0	0	0	0	0	0	757	2	55128	1	5304	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
230254																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	6307	452	0	0	39811	4574	15319	22	61437	0	0	0	0	0	0	0	0	0	0	1395	3	72277	1	9287	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
230357																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	0	0	0	0	36292	2193	3970	10	40262	0	0	0	0	0	0	0	0	0	0	2232	6	45717	2	2033	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
230423																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF						30521	0	11054	509	1291	4	126168	13223	39104	83	177617	0	0	0	0	0	0	0	0	0	0	10936	18	228039	1	38912	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
230610																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	6032	474	318	1	147425	13768	60944	81	214719	0	0	0	0	0	0	0	0	0	0	8884	19	245267	1	24081	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
230740																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	707	24	0	0	41717	1653	16108	33	58532	0	0	0	0	0	0	0	0	0	0	2029	4	73349	1	5111	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
230759																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	3991	375	0	0	359363	54502	292927	456	658354	2073	0	5469	12672	0	0	0	0	0	0	76810	106	896640	1	123690	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
231149																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	20488	1263	564	2	230028	21290	67314	103	318394	0	0	0	0	0	0	0	0	0	0	13266	28	367123	1	28297	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
231242																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF						674735	0	54095	2650	4424	12	1072607	102981	962060	1175	2093187	0	0	0	0	0	0	0	0	15510	0	578856	599	2319848	1	193934	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
231279																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	9267	322	0	0	45393	4064	17464	20	72124	0	0	0	0	0	0	0	0	0	0	5785	3	81036	1	9096	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
231336																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	8409	720	262	1	98225	9648	29275	46	136172	0	0	0	0	0	0	0	0	0	0	3521	4	156968	1	14424	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
231671																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	23906	1761	855	3	115354	10739	10004	19	150119	0	0	0	0	0	0	0	0	0	0	956	2	168993	1	12531	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
232258																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	342	26	0	0	13817	1893	1978	6	16137	0	0	0	0	0	0	0	0	0	0	673	2	21153	2	3004	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
232847																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	8624	553	362	1	101065	8276	19840	33	129891	0	0	0	0	0	0	0	0	0	0	5396	9	156267	1	12666	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
232856																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	4478	367	544	2	157174	18051	85597	108	247793	0	0	0	0	0	0	0	0	0	0	11742	33	292815	1	35760	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
233031	119476568	21644516	121896	0	0	0	505453	358366	0	1261525	119322267	1	12118804	52816	false			true	19024762	4463206	CONF	CONF	CONF	CONF	CONF	CONF	0	22338	0	0	CONF	CONF	CONF	24383				21602427	20636882	0	4046050	304982	323233	846	51952842	6166944	41509927	31183											0	15481578	11596											CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF	2394290	0	1459841	1609	43974	539987	7189								
233246																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	2034	181	0	0	61320	4859	15141	30	78495	0	0	0	0	0	0	0	0	0	0	3016	9	96655	1	7757	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
233358																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	4488	203	274	1	113451	9233	54202	84	172415	0	0	0	0	0	0	0	0	0	0	27179	29	187381	1	22245	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
233442																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	1107	87	0	0	30496	2056	9397	17	41000	0	0	0	0	0	0	0	0	0	0	762	2	43160	1	4015	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
233451																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	5006	161	352	1	27869	1842	6092	13	39319	0	0	0	0	0	0	0	0	0	0	2062	3	44054	1	4964	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
233527																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	9024	360	537	2	141429	7972	17981	43	168971	0	0	0	0	0	0	0	0	0	2217	1475	2	208209	1	17471	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
233554																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	17371	1402	1283	2	289528	17989	201948	311	510130	0	0	0	0	0	0	0	0	0	0	48410	17	561093	1	60050	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
234056																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	1909	173	329	1	56252	3456	44955	64	103445	0	0	0	0	0	0	0	0	0	0	16709	20	111433	1	8235	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
234355																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	32088	2298	259	1	494746	58229	248668	205	775762	0	0	0	0	0	0	0	0	0	0	52385	57	879561	1	96362	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
234506																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	12337	634	3217	7	138946	20427	66959	72	221459	0	0	0	0	0	0	0	0	0	0	10131	17	244877	1	21393	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
234739																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	49461	1950	3466	10	543223	48994	187502	304	783652	0	142	0	0	0	0	0	0	0	0	39968	70	876582	1	81442	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
234841																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	20614	1121	3523	9	100720	1925	33553	78	158410	0	0	0	0	0	0	0	0	0	0	0	0	194023	1	29109	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
235017																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	4491	371	762	2	82519	9509	24051	43	111823	0	0	0	0	0	0	0	0	0	0	3750	8	132158	1	14085	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
235174																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	4518	219	0	0	50335	2722	6146	10	60998	0	0	0	0	0	0	0	0	0	0	0	0	74313	1	12597	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
235231																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	15355	509	2179	6	128867	9109	33183	68	179584	0	0	0	0	0	0	0	0	0	0	3406	7	197477	1	20818	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
235316																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	177	7	0	0	25911	2661	3228	7	29316	0	0	0	0	0	0	0	0	0	0	294	1	35308	1	2929	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
235446																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	7003	493	1404	2	133787	8135	47030	79	189225	0	0	0	0	0	0	0	0	0	0	3931	11	209110	1	19832	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
235530																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	6052	368	0	0	233399	23666	76167	131	315618	0	0	0	0	0	0	0	0	0	435	15078	26	354277	1	33592	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
235558																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	954	47	0	0	12049	802	384	1	13387	0	0	0	0	0	0	0	0	0	0	384	1	16505	2	1321	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
235950																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	1564	83	0	0	39687	3454	24613	35	65863	0	0	0	0	0	0	0	0	0	0	4620	9	71010	1	9922	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
236050																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	2590	136	0	0	33260	2453	11314	19	47164	0	0	0	0	0	0	0	0	0	0	4840	8	49760	1	5098	0	false	0	0	false	0	0	CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF														ZERO	
236153																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF						266671	0	29368	2180	1364	5	587940	41515	558954	563	1177626	0	0	0	0	0	0	0	0	0	7372	122871	131	1232697	1	99469	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
