"IDRSSD"	RIAD0497	RIAD4042	RIAD4136	RIAD4141	RIAD4146	RIAD4461	RIAD4462	RIAD4463	RIAD4464	RIAD4467	RIAD4468	RIAD4498	RIAD4499	RIAD4521	RIAD4522	RIAD4769	RIAD8403	RIADB526	RIADB527	RIADC013	RIADC014	RIADC015	RIADC016	RIADC017	RIADC018	RIADF555	RIADF556	RIADF557	RIADF558	RIADF559	RIADFT29	RIADFT30	RIADFT31	RIADFT32	RIADT047	RIADY923	RIADY924	TEXT4461	TEXT4462	TEXT4463	TEXT4464	TEXT4467	TEXT4468	TEXT4498	TEXT4499	TEXT4521	TEXT4522	TEXT4769	TEXTB526	TEXTB527	TEXTFT29	TEXTFT31	
1669					CONF							0	0	0	0	false		0	0												0	0	0	0																			
1856					CONF							-550	0	0	0	false		0	0												0	0	0	0										Return on Capital									
2040	151	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	536	0	177	0	0	117	0	0	0	0	0	0	0	0																
2161	0	0	0	0	CONF	0	0	0	124	0	0	0	0	0	0	false	0	0	0	0	0	0	0	355	0	327	0	0	306	0	0	0	0	0	0	0	0				Deferred Compensation Plan Exp												
2376	428	0	446	70	CONF	356	0	0	1002	0	0	0	0	0	0	false	158	0	0	0	1840	32	119	1190	261	226	1106	2577	326	126	0	0	0	0	0	69	288	MISCELLANEOUS FEES			MISCELLANEOUS FEES												
2554					CONF							0	0	0	0	false		0	0												0	0	0	0																			
2732					CONF							0	0	0	0	false		0	0												0	0	0	0																			
2750					CONF							0	0	0	0	false		0	0												0	0	0	0																			
3252					CONF	0	0	0	0	0	0	0	0	0	0	false		0	0												0	0	0	0																			
3458					CONF							0	0	0	0	false		-14	0												0	0	0	0															Adjustment to 12/31 Retained Earnings for prior period Non-Accrual Loan Adjustment				
3720	124				CONF	303						0	0	0	0	false		0	0		154			670				146			0	0	0	0				Check Card Income															
3971					CONF							0	0	0	0	false		0	0												0	0	0	0																			
4156					CONF							0	0	0	0	false		0	0												0	0	0	0																			
4231	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	-17	0	0	0	0	0	268	0	101	0	0	121	0	0	0	0	0	0	0	0												ADJUSTMENT TO GL TO ACCOUNT FOR NON-ACCRUAL INTEREST PAID				
5069					CONF							0	0	0	0	false		0	0												0	0	0	0																			
5135	49	9	58	85	CONF	0	0	0	0	0	0	0	0	0	0	false	68	0	0	0	124	16	353	0	104	7	87	37	123	172	0	0	0	0	8	4	0																
5210	0	0	445	0	CONF	0	0	0	691	0	0	0	0	0	0	false	0	0	0	0	807	0	0	469	0	1753	0	437	726	453	0	0	0	0	0	0	0				PA Shares Tax												
5461					CONF							0	0	0	0	false		0	0												0	0	0	0																			
5751					CONF							0	0	0	0	false		0	0												0	0	0	0																			
6039	0	0	0	0	CONF	0	0	0	248	0	0	0	0	0	0	false	0	0	0	0	0	0	0	452	0	0	0	0	0	175	0	0	0	0	0	190	0				SOFTWARE LICENSES & FEES												
6329	831	5	37	135	CONF				201	1093	186	0	0	0	0	false	270	0	0		255	24	244		775	1861	156	438	241	569	0	0	0	0	38	176	90				Education & Training	Service Fee Analysis	Donations	Transfer from Holding Company									
7009					CONF	0	0	0	0	0	0	0	0	0	0	false		0	0												0	0	0	0																			
7045	68	1	68	0	CONF	0	0	0	0	0	0	0	0	0	0	false	44	0	0	7	0	14	52	0	42	340	43	0	167	25	0	0	0	0	0	0	0																
7072					CONF							0	0	0	0	false		0	0												0	0	0	0																			
7456					CONF							750	0	0	0	false		0	0												0	0	0	0										Capital Injection									
7634					CONF							0	0	0	0	false		0	0												0	0	0	0																			
8033					CONF							0	0	0	0	false		0	0												0	0	0	0																			
8462					CONF	0	0	0	0	0	0	0	0	0	0	false		0	0												0	0	0	0																			
8631					CONF							0	0	0	0	false		0	0												0	0	0	0																			
9357				230	CONF	267			129	267		0	0	0	0	false		0	0							100					0	0	0	0	142			Special Services Fee			HR Expenses	Outside Vendor Services											
9553					CONF	0	0	0	0	0	0	0	0	0	0	false		0	0												0	0	0	0																			
9807					CONF	1259	605	1038				0	0	0	0	false		1	0		3962			2211							0	0	0	0		6526		PREPAYMENT PENALTIES	RESERVE FOR UNFUNDED COMMITMENTS	NET DERIVATIVE ACTIVITY									Adopted ASu 2016-01				
9955					CONF							0	0	0	0	false		0	0												0	0	0	0																			
10250					CONF							0	0	0	0	false		0	0												0	0	0	0										Downstream from Holding Company									
10849	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	24	0	86	375	45	0	97	0	0	129	0	0	0	0	0	0	0																
11145	72	41	77	11	CONF	71	95		143			0	0	0	0	false	68	0	0	28		14	502	381	61		135	41	203	84	0	0	0	0	11		45	Other Misc Asset Income	Credit & Collections		Credit & Collections												
11640	54	0	153	130	CONF	0	0	0	60	86	0	0	0	0	0	false	35	0	0	15	63	23	42	0	38	125	44	70	0	86	0	0	0	0	0	0	0				CONTRIBUTIONS	OCC SEMIANNUAL EXAM FEES											
11837					CONF							0	0	0	0	false		0	0												0	0	0	0																			
12030					CONF							0	0	0	0	false		0	0												0	0	0	0																			
12142					CONF							0	0	0	0	false		0	0												0	0	0	0																			
12179					CONF							0	0	0	0	false		0	0												0	0	0	0																			
12311	55839				CONF		37842	57750				-2	0	0	0	false		0	0		50166			189053		167246					0	0	0	0					Commitments / Letter of Credit Fees	Overhead Charges				Change in minority interest									
12647	0	100	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	259	0	0	0	0	0	0	0	0	0	0	0	0	0																
12656	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
12937					CONF							0	0	0	0	false		0	0												0	0	0	0																			
12946					CONF	271	191					0	0	0	0	false		617	0		186		314	798					850	1186	0	0	0	0	1340			Income from subsidiary investments	Miscellaneous Income										Change in accounting for Unreal G/L on equity securities				
13103					CONF							0	0	0	0	false		0	0												0	0	0	0																			
13251					CONF							0	0	0	0	false		0	0												0	0	0	0																			
13457					CONF							0	0	0	0	false		0	0												0	0	0	0																			
14052					CONF							0	0	0	0	false		0	0												0	0	0	0																			
14155	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	85	0	493	312	0	0	0	0	279	0	0	0	0	0	0	0	0																
14650					CONF							0	0	0	0	false		0	0												0	0	0	0																			
14753					CONF							0	0	0	0	false		0	0												0	0	0	0																			
14865					CONF							0	0	0	0	false		0	0												0	0	0	0										Retired Subordinated Debt									
14977	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
16551					CONF							0	0	0	0	false		0	0												0	0	0	0															Prior year adjustment for adding mortgage servicing asset				
16748	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	155	0	103	0	0	0	0	0	0	0	0	0	0	0																
17110	630	0	0	0	CONF	0	0	0	1940	675	584	0	0	0	0	false	0	0	0	0	0	0	0	1465	0	0	0	0	0	0	0	0	0	0	0	0	0				REFERRAL FEES	CUSTODY FEES	TRAVEL & ENTERTAINMENT										
17147	3338	0	0	0	CONF	1849	0	0	0	0	0	0	0	0	0	false	0	0	0	0	2921	0	0	7153	0	13098	0	0	3430	0	0	0	0	0	0	0	0	Derivative Hedge Income															
17259					CONF							0	0	0	0	false		0	0												0	0	0	0																			
17950					CONF							0	0	0	0	false		0	0												0	0	0	0																			
17978					CONF							0	0	0	0	false		0	0												0	0	0	0																			
18050					CONF							0	0	0	0	false		0	0												0	0	0	0																			
18135	0	0	0	0	CONF	0	0	0	336	101	0	0	0	0	0	false	0	0	0	0	0	0	0	322	0	0	108	0	0	0	0	0	0	0	0	0	0				Conventional Credit Enhancement Insurance Expense	FHA TITLE 1 INSURANCE											
18827	1132	0	0	0	CONF	624	0	0	0	0	0	0	0	0	0	false	0	0	0	0	675	0	0	1725	0	1357	0	0	727	0	0	0	0	0	0	0	0	OTHER LOAN FEES															
18836					CONF							0	0	0	0	false		0	0												0	0	0	0																			
18854	444				CONF				990			137	0	0	0	false		0	0					747							0	0	0	0							Deferred Salary Expense			APIC related to gain on arms length sale of fixed asset									
19356	0	0	0	0	CONF	0	0	0	0	0	0	0	0	257	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									Purchase accounting-Reserve for purchase of impaired loans							
19936					CONF							0	0	0	0	false		0	0												0	0	0	0																			
19972					CONF							0	0	0	0	false		0	0												0	0	0	0																			
20053					CONF							0	0	0	0	false		0	0												0	0	0	0																			
20633					CONF							0	0	0	0	false		0	0												0	0	0	0																			
20857					CONF							0	0	0	0	false		0	0												0	0	0	0																			
21256					CONF							0	0	0	0	false		0	0												0	0	0	0																			
21359	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
21658	121				CONF							0	0	0	0	false		0	0					165				100			0	0	0	0							Maintenance Agreements												
22048					CONF							0	0	0	0	false		0	0												0	0	0	0																			
22543					CONF				215			0	0	0	0	false		0	0												0	0	0	0							Online Banking (Q2 vendor)	Computer Software											
22552	0	0	0	0	CONF	0	0	0	145	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				EQUIPMENT & SERVICES												
22730	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
22936	155	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	503	0	266	0	0	183	0	0	0	0	0	0	0	0																
23456					CONF							0	0	468	0	false		0	0												0	0	0	0												Merger of this bank and First National Bank of Battle Lake, MN							
23504	3476	0	0	0	CONF	1339	713	0	9500	0	0	0	0	0	0	false	0	0	0	0	1658	0	0	2014	0	1387	0	-1	0	0	0	0	0	0	0	0	0	TITLE FEE INCOME	LOAN SWAP FEE INCOME		FRAUD LOSS												
23643	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
23755					CONF							0	0	0	0	false		0	0												0	0	0	0																			
24006			444		CONF	101			554			725	0	0	0	false		0	0		413		302	924			546			409	0	0	0	0				Other Operating Income			Misc Expense			Unearned ESOP Shares Expense									
24378					CONF							0	0	0	0	false		0	0												0	0	0	0																			
24453					CONF	0	0	0	0	0	0	0	0	0	0	false		0	0												0	0	0	0			0																
24659					CONF							0	0	0	0	false		-31	0												0	0	0	0															SOFTWARE CONVERSION ERROR				
24668	578				CONF							0	0	0	0	false		0	0							795			407		0	0	0	0															0				
24949					CONF	0	0	0	0	0	0	0	0	0	0	false		0	0												0	0	0	0																			
25357	228	0	0	0	CONF	272	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	684	136	0	0	0	0	0	0	0	0	0	0	188	0	Misc recoveries															
25647				105	CONF							0	0	0	0	false		0	0					145							0	0	0	0										Holding Company capital infusion									
26176					CONF							0	0	0	0	false		0	0												0	0	0	0																			
26242					CONF							0	0	-9	0	false		0	0												0	0	0	0												ALLL Off Balance Sheet Adjustment							
26457					CONF							0	0	0	0	false		0	0												0	0	0	0																			
26765					CONF							12	0	0	0	false		0	0												0	0	0	0										Restricted stock award expenses									
27070					CONF							0	0	0	0	false		0	0												0	0	0	0																			
27548	390		153	111	CONF				147			0	0	0	0	false	135	0	0	30	226	26	164	1238	297	2146	185	563	920	374	0	0	0	0	42	77	692				Debit card fraud												
27614					CONF							-1500	0	0	0	false		0	0												0	0	0	0										Dividend from Bank to Holding Co for ESOP Loan									
27847					CONF							0	0	0	0	false		0	0												0	0	0	0																			
28013	1815		2215		CONF							5736	764	0	0	false		0	0		2787			2831		659	1055	1176			0	0	0	0										capital contributions	change in unallocated ESOP								
28152					CONF							0	0	0	0	false		0	0					170							0	0	0	0				Contract Services															
28255	100	0	80	4	CONF	0	0	0	0	0	0	0	0	0	0	false	39	0	0	0	137	17	39	340	76	0	0	23	192	156	0	0	0	0	227	2	0	0	0	0													
28406	1388		940		CONF	1427	653	1658		1344		-893	4676	0	0	false		0	0		812			2418		1027					0	0	0	0				Net Lending Swap Fees	Gain on Exchange of Cost Basis Investment	Other Investment Income - SBIC Investments		Technology Systems Maintenance		OTHER EQUITY COMPENSATION TRANSACTIONS, NET	STOCK COMP and ESOP EXPENSE								
28675					CONF							0	0	0	0	false		0	0					283							0	0	0	0							CONTRIBUTIONS												
28732					CONF							0	0	0	0	false		0	0												0	0	0	0																			
29476					CONF							0	0	0	0	false		0	0												0	0	0	0																			
29636	435				CONF	273			381			0	0	0	0	false	425	0	0		375				737	1863				401	0	0	0	0				Mortgage Loan Dept Income			SERP Plan Exp												
29878	865		1126	160	CONF	10			1295	1062		0	0	0	0	false	104	0	0	3		136	125	920	192		727	692		195	0	0	0	0	6	252	335	Misc Operating Income			Other Non Interest Expense	Mortgage Loan Expense											
30052	26	0	8	0	CONF	0	0	0	33	0	0	0	0	0	0	false	4	0	0	2	0	1	38	95	9	0	0	33	31	0	0	0	0	0	0	0	0				0												
30502	0	0	0	0	CONF	179	0	0	730	446	0	0	0	0	0	false	0	775	0	0	0	0	0	623	0	1225	0	0	576	0	0	0	0	0	0	0	0	Cash management fee income			Software maintenance, amortization and expense	Outsourced professional fees							201601				
30650					CONF							0	0	0	0	true		44	0												0	0	0	0														2017 Permanent Tax Savings from Cost Segregation Study done in 2018	2017 Permanent Tax Savings from Cost Segragation Study 2018				
30810	583223				CONF	186964			742138			0	0	-2581	0	false		-312	0							461035					0	0	0	0				Net Credit Card Fee Income			Servicing Fees Paid To Affiliates					PCI Student Loan Net Losses Recorded Against Revenue			ASU 2017-12, Targeted Improvements To Accounting For Hedging Activity				
31134					CONF	25	102		70			0	0	0	0	false	44	0	0			16	51	482	46	251	96			119	0	0	0	0				Promotional Fee	Other Misc Income		Misc Servicing												
31255	0	0	259	212	CONF	525	174	103	579	235	0	0	0	0	0	false	0	0	0	0	219	0	0	502	140	151	205	158	0	139	0	0	0	0	0	0	0	gain on bargain purchase on business aquisition	mortgage loan fees	Advantage loan fees	Computer support contracts	Item processing											
31657					CONF							0	0	0	0	false		0	0												0	0	0	0																			
31826	96		129	36	CONF				352			0	0	0	0	false	21	0	0						79	394	76		291	63	0	0	0	0							Other Taxes (Franchise & Excise, R/E. PP Taxes)												
31835	0	0	177	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	278	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
32234					CONF							0	0	0	0	false		0	0												0	0	0	0																			
32766	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	196	0	0	0	0	0	0	0	0	0	0	0	0	0																
32971					CONF							0	0	0	0	false		0	0												0	0	0	0																			
33147				160	CONF	1252			262			0	0	0	0	false		0	0					704					228		0	0	0	0				Data Processing Fees			Internet / Network												
33259					CONF							0	0	0	0	false		0	0												0	0	0	0																			
33268	94	0	22	0	CONF	106	79	0	0	0	0	0	0	0	0	false	31	0	0	0	72	0	0	189	46	294	76	53	180	69	0	0	0	0	0	0	0	MORTGAGE LOAN FEE	MISCELLANEOUS INCOME														
33370					CONF							0	0	0	0	false		0	0												0	0	0	0																			
33839	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
33857	311	4	20		CONF				224			0	0	0	0	false		0	0				290	719							0	0	0	0							OTHER PROFESSIONAL FEES												
34425	0	0	0	0	CONF	0	0	0	610	0	0	4500	0	0	0	false	0	0	0	0	374	0	0	1706	0	396	0	0	0	0	0	0	0	0	0	0	0				CDI Amortization Expense			Capital Transfer from Parent Holding Company (Bay Banks)									
34434					CONF							0	0	0	0	false		0	0												0	0	0	0																			
34452					CONF							0	0	0	0	false		0	0												0	0	0	0																			
34537	3124				CONF							0	0	0	0	false		1904	686		3200			10564		9136		2852			0	0	0	0															Inter-company adjustment for prior periods interest	Acquisition adjustment for prior periods and adoption of ASU 2016-1			
34555	81	5	122	44	CONF	0	0	0	174	0	0	0	0	0	0	false	19	0	0	28	150	24	16	570	70	145	30	26	167	34	0	0	0	0	0	0	0				Deferred Compensation												
34742					CONF	0	0	0	0	0	0	4000	0	0	0	false		0	0												0	0	0	0										Capital Injection									
35057	0	0	0	0	CONF	0	0	0	206	0	0	0	0	0	0	false	0	0	0	0	0	0	163	399	0	0	0	0	0	0	0	0	0	0	0	0	0				Computer / Software Expense												
35301	0	0	0	0	CONF	407663	354826	288600	684549	137452	113245	1650000	0	0	0	false	0	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	State Street Securities finance	Fee Revenue received from Affiliates	Accounting outsourcing hedge funds	Fees for transaction processing services	Fees for professional services	Other Fee	Capital contribution from State Street Corp to finance acquisition of Charles River Developments					ASU 2016-01 related to Rabbi Trust				
35570	9123	0	0	0	CONF	0	0	0	0	0	0	2181	0	0	0	false	0	0	0	0	4425	0	715	14909	0	0	0	0	0	0	0	0	0	0	655	0	0							Other Stock Award Activity							0.00000000	0.00000000	
35646					CONF							0	0	0	0	false		0	0					120							0	0	0	0																			
35879	186	0	126	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	121	0	135	501	0	0	0	0	0	0	0	0	0	0	0	0	0																
36456					CONF							0	0	0	0	false		0	0												0	0	0	0																			
36933					CONF	0	0	0	0	0	0	0	0	0	0	false		0	0												0	0	0	0																			
37051					CONF							0	0	22	0	false		0	0												0	0	0	0												Adjusted for push down accounting							
37341					CONF							0	0	0	0	false		0	0												0	0	0	0																			
37435	508		121	47	CONF							0	0	0	0	false	304	0	0			166	294	734	297	5307	357	145	1247	42	0	0	0	0	105		146	126															
37640	2409	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	849	0	0	3792	0	5043	0	0	1662	0	0	0	0	0	0	0	0																
37659	6	0	15	8	CONF	0	0	0	0	0	0	0	0	0	0	false	10	0	0	2	0	1	15	123	19	0	53	34	0	8	0	0	0	0	0	0	0																
37949	0	0	0	0	CONF	161	0	0	0	0	0	0	0	0	0	false	0	0	0	0	141	0	0	238	0	0	0	0	0	0	0	0	0	0	0	0	0	Debit Card income															
38740					CONF							0	0	0	0	false		0	0												0	0	0	0																			
39327					CONF							0	0	0	0	false		0	0												0	0	0	0																			
39756	566				CONF	732						0	0	0	0	false		0	0					759		508					0	0	0	0			699	Other Operating Income	Wire Fees		Other Insurance Expense	General Travel & Expense	Other Insurance Expense										
40033					CONF							0	0	0	0	false		0	0												0	0	0	0																			
40499	2722				CONF		1163	642		1927		2506	0	0	0	false		0	0		816			4919		4849					0	0	0	0					Interest rate swap income	Loan Derivative Evaluation		Loan Closing Costs		Capital Contribution from parent holding company									
40855	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0																
41245					CONF							0	0	0	0	false		0	0												0	0	0	0																			
41553	14	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	25	0	0	4	20	6	17	83	28	91	10	0	0	28	0	0	0	0	2	0	0																
41629					CONF							0	0	0	0	false		0	0												0	0	0	0																			
41825	245		122		CONF							0	0	0	0	false		0	0					671		311	122	108	203		0	0	0	0																			
41937					CONF							0	0	0	0	false		0	0												0	0	0	0																			
41955					CONF							0	0	0	0	false		0	0												0	0	0	0																			
42037					CONF							0	0	0	0	false		0	0												0	0	0	0																			
42354					CONF							0	0	0	0	false		0	0												0	0	0	0																			
42372					CONF							0	0	0	0	false		0	0												0	0	0	0																			
42420	3517	22		268	CONF	638	1336	780	1549	3353	3397	58763	0	0	0	false	1671	0	0	1156	5241	410	768	3626	1088	14929	133		4445	2360	0	0	0	0		510	690	LETTER OF CREDIT FEES	INTERCOMPANY PROFESSIONAL FEES	MERCHANT ALLIANCE REVENUE	COLLECTION AND REPOSSESSION EXPENSE	OTHER PROFESSIONAL FEES	PA SHARES TAX	Acquisition of Foundation Bank									
42448	904	8	223	41	CONF	1616	0	0	0	0	0	5000	0	0	0	false	277	0	0	56	0	65	105	1482	341	2198	172	10	848	352	0	0	0	0	0	0	0	LOAN DISCOUNT						CAPITAL INFUSION FROM HOLDING COMPANY									
42457	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
43052					CONF							0	0	0	0	false		0	0												0	0	0	0																			
43351					CONF							0	1760	0	0	false		0	0												0	0	0	0										CAPITAL INJECTION	FIN SHARES								
43856	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
43959					CONF							0	0	0	0	false		0	0												0	0	0	0																			
44040					CONF							0	0	0	0	false		0	0												0	0	0	0																			
44433					CONF							0	0	0	0	false		0	0					501			237	364			0	0	0	0		315																	
44741	215	0	97	67	CONF	0	0	0	0	0	0	0	0	0	0	false	158	-35	0	42	0	43	213	967	161	1049	166	155	53	186	0	0	0	0	11	0	0												reclassification of disproportionate tax effect from AOCI				
44750					CONF							0	0	0	0	false		0	0												0	0	0	0																			
44929	56		68	8	CONF				92			0	0	0	0	false	11	0	0		170	9	63	40	23		127		165	87	0	0	0	0							(Franchise) FIT #4460001												
45038	0	0	0	100	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	252	0	0	161	0	0	0	0	0	0	0	0	0	0																
45047					CONF							0	0	0	0	false		0	0												0	0	0	0																			
45056	44	0	32	3	CONF	0	0	0	0	0	0	0	0	0	0	false	6	0	0	1	0	7	8	105	30	47	30	0	2	24	0	0	0	0	0	0	0																
45430	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0	0																
45458					CONF							0	0	0	0	false		0	0												0	0	0	0																			
45551	732		94	38	CONF	752				307	335	0	0	0	0	false	125	0	0	45	205	59	22	1282	145	860	135		396	264	0	0	0	0		8	61	Life Insurance Proceeds				Misc Outside Services	Travel & Entertainment										
45560	1574				CONF	655			1506			0	0	0	0	false		0	0		535			1100		201		902			0	0	0	0				Debit Card Fee Income			Computer Software												
45775					CONF							0	0	0	0	false		0	0												0	0	0	0																			
46053					CONF							0	0	0	0	false		0	0												0	0	0	0																			
46941					CONF							0	0	0	0	false		0	0												0	0	0	0																			
47247	225		134	96	CONF	112	120		421	270		0	0	0	0	false	72	0	0	28	195	24	253	303	85	75	179	206	199	96	0	0	0	0	26	3	47	Merchant Income	Recovery of Bank Paid Expenses		New Loan Expense	Credit Report and Filing Fees											
47256					CONF							0	0	0	0	false		0	0												0	0	0	0																			
47452					CONF							0	0	0	0	false		0	0												0	0	0	0																			
47500					CONF							0	0	0	0	false		0	0												0	0	0	0																			
48057					CONF							0	0	0	0	false		0	0												0	0	0	0																			
48150	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
48374	800	0	0	0	CONF	0	0	0	1125	0	0	0	0	0	0	false	0	0	0	0	125	0	1301	1853	0	0	0	0	646	0	0	0	0	0	0	0	0				Loan Expense												
48440					CONF							0	0	0	0	false		0	0												0	0	0	0																			
