"IDRSSD"	RCFD1578	RCFD1752	RCFD2148	RCFD2160	RCFD2166	RCFD2168	RCFD3549	RCFD3550	RCFD3551	RCFDA519	RCFDA520	RCFDB556	RCFDC010	RCFDC436	RCFDJ448	RCFDK201	RCFDK202	RCFDK270	RCON1578	RCON1752	RCON2148	RCON2160	RCON2166	RCON2168	RCON3549	RCON3550	RCON3551	RCONA519	RCONA520	RCONB556	RCONC010	RCONC436	RCONJ448	RCONK201	RCONK202	RCONK270	TEXT3549	TEXT3550	TEXT3551	
19730																			0	3143	30862	94469	2056	7703	4560	0	0	0	0	5377	0	0	0	43590	0	3794	A/R-PAC LIFE INS POLICY(loan collateral)			
19936																			0	232	577	7035	0	1830	1613	0	0	0	0	879	0	0	0	0	3517	0	Income Taxes Receivable			
19972																			0	91	378	3470	0	60	0	0	0	0	0	231	0	0	0	2710	0	0				
20053																			0	200	1022	2952	122	273	0	151	0	0	0	439	0	0	0	1018	0	0	Federal Taxes Payable	Unrealized Tax on AFS Securities		
20512																			0	211	378	5609	0	4541	0	0	0	0	0	479	0	0	0	0	0	0				
20633																			0	1119	926	10593	530	762	0	0	0	0	0	759	0	0	0	7027	0	0				
20857																			0	460	0	1804	41	41	0	0	0	0	0	1087	0	0	0	216	0	0				
21256																			0	87	0	657	0	0	0	0	0	0	0	27	0	0	0	543	0	0				
21359																			0	177	0	509	26	29	0	0	0	0	0	184	0	0	0	119	0	0				
21630																			0	338	0	876	72	147	0	0	0	0	0	391	0	0	0	0	0	0				
21658																			0	442	0	3311	106	144	0	0	0	0	0	706	0	0	0	2019	0	0				
22048																			0	646	0	7145	272	1569	1175	0	0	0	0	860	0	0	0	4070	0	0	Note Rec ZM Irrevocable Trust			
22543																			0	195	269	849	118	144	0	0	0	0	0	241	0	0	0	0	0	0				
22552																			0	632	0	1470	101	108	0	0	0	0	0	730	0	0	0	0	0	0				
22730																			0	409	441	4322	114	157	0	0	0	0	0	494	0	0	0	2821	0	0				
22936																			0	252	22	1459	326	438	0	0	0	0	0	696	0	0	0	0	51	0				
23045																			0	251	0	487	0	11	0	0	0	0	0	225	0	0	0	0	0	0				
23456																			8	404	0	1157	88	96	0	0	0	0	0	657	0	0	0	0	0	0				
23504																			0	10489	20441	63390	9658	15949	0	0	0	0	0	6407	0	0	0	10104	0	0				
23643																			0	823	0	5883	121	347	0	0	0	0	0	992	0	0	0	1479	0	2242				
23755																			0	804	0	1685	266	526	238	0	0	0	0	355	0	0	0	0	0	0	Investment Interest Receivable			
24006																			0	873	3329	18740	830	1636	590	0	0	0	0	2451	0	0	0	7337	0	3114	Accounts Receivable			
24378																			0	433	257	962	87	89	0	0	0	0	0	183	0	0	0	0	0	0				
24453																			0	3275	0	4206	277	497	155	0	0	0	0	434	0	0	0	0	0	0	Software Assets			
24659																			0	5	0	380	0	0	0	0	0	0	0	375	0	0	0	0	0	0				
24668																			0	1164	1318	4240	198	198	0	0	0	0	0	1560	0	0	0	0	0	0				
24855																			0	38	0	306	0	15	0	0	0	0	0	127	0	0	0	126	0	0				
24949																			0	2727	0	14155	769	1104	0	0	0	0	0	1575	0	0	0	8749	0	0				
25357																			0	1903	0	2535	231	380	141	8	0	0	0	252	0	0	0	0	0	0	Accrued Interest on Investments	NON Post DDA		
25647																			0	0	0	174	35	50	0	0	0	0	0	124	0	0	0	0	0	0				
26176																			0	3737	0	11548	2571	3956	0	0	0	0	0	1083	0	0	0	0	0	2772				
26242																			0	1995	426	16685	366	423	0	0	0	0	0	1667	0	0	0	12174	0	0				
26457																			0	0	15	237	0	33	33	0	0	0	0	189	0	0	0	0	0	0	DDA Unposted			
26765																			0	1302	891	3249	100	297	0	0	0	0	0	759	0	0	0	0	0	0				
27070																			0	3976	300	6039	494	863	369	0	0	0	0	900	0	0	0	0	0	0	Income Tax Receivable			
27548																			0	2294	0	17219	877	3616	33	0	2117	0	0	1918	0	0	0	9391	0	0	Unposted CD/DDA		Low income tax community investment	
27614																			0	1606	76	10720	397	509	0	0	0	0	0	1523	0	0	0	7006	0	0				
27847																			0	1650	0	11978	346	501	0	0	0	0	0	2135	0	0	0	3765	0	3927				
28013																			0	18741	26627	189449	0	9859	3134	0	0	0	0	8126	0	0	0	75091	0	51005	federal, state and other taxes receivable			
28152																			0	587	0	3290	0	16	0	0	0	0	0	470	0	0	0	2217	0	0				
28255																			0	315	230	7140	0	856	503	0	0	0	0	691	0	0	0	5048	0	0	Returns in Process			
28349																			0	1321	0	1962	133	247	0	0	0	0	0	394	0	0	0	0	0	0				
28406																			0	11827	1859	53648	0	5976	244	1534	0	0	0	3906	0	0	0	30080	0	0	Due from Broker	Federal and State Tax - Current		
28572																			0	1122	0	1243	37	39	0	0	0	0	0	82	0	0	0	0	0	0				
28675																			0	400	0	900	99	167	0	0	0	0	0	333	0	0	0	0	0	0				
28732																			0	225	1025	3115	63	68	0	0	0	0	0	347	0	0	0	1450	0	0				
29104																			0	8986	3813	60005	406	4876	3500	0	0	0	0	6341	0	0	0	21402	0	14587	Prepaid pension plan expense			
29476																			46	134	49	882	136	253	0	0	0	0	0	446	0	0	0	0	0	0				
29636																			0	3136	14180	46252	1049	1503	0	0	0	0	0	5070	0	0	0	15741	802	5820				
29878																			0	2934	24009	38065	3095	4903	80	1728	0	0	0	5825	0	0	0	394	0	0	Seat License	Other Charges Due Mtg Loans		
29953																			0	1261	0	1916	64	214	0	0	0	0	0	406	0	0	0	35	0	0				
30052																			0	112	0	220	22	36	0	0	0	0	0	72	0	0	0	0	0	0				
30418																			0	2552	0	15050	619	5509	93	339	199	0	0	6989	4233	0	0	0	0	0	FEDERAL INCOME TAX RECEIVABLE	OTHER RECEIVABLE	COMPUTER SOFTWARE	
30502																			0	5045	2062	14877	2664	4751	0	0	0	0	0	3019	0	0	0	0	0	0				
30650																			0	372	321	1046	47	51	0	0	0	0	0	302	0	0	0	0	0	0	MVA to AFS 201			
30810																			0	0	827218	1702264	160275	314766	0	0	0	0	0	560280	0	0	0	0	0	0				
30874																			0	9823	6339	37376	718	3308	0	0	0	0	0	3242	0	0	0	14664	0	0				
31134																			0	379	72	2590	383	462	0	0	0	0	0	709	0	0	0	968	0	0				
31255																			0	1321	0	13395	677	1210	0	0	0	0	0	1728	0	0	0	7448	0	1688				
31657																			0	214	0	3259	34	93	0	59	0	0	0	573	0	0	0	0	0	2379		Late Fees		
31826																			0	633	1997	9457	180	1961	0	0	0	0	0	832	0	0	0	4034	0	0				
31835																			0	746	1996	12124	520	1150	596	0	0	0	0	1101	0	0	0	7131	0	0	VISA Clearing			
32234																			0	82	0	595	139	139	0	0	0	0	0	374	0	0	0	0	0	0				
32766																			0	24	62	393	98	122	0	0	0	0	0	185	0	0	0	0	0	0				
32971																			0	1329	392	11174	404	1708	635	436	0	0	0	877	0	0	0	6868	0	0	Purchased Computer Software	Fixed Asset Settlement		
33147																			50	762	152	10073	432	3576	346	2271	0	0	0	1569	0	0	0	2014	0	2000	N/P Deposit debits	Other Investments - Annuities		
33259																			0	675	8018	10863	464	717	0	0	0	0	0	1453	0	0	0	0	0	0				
33268																			0	0	0	2268	132	132	0	0	0	0	0	716	0	0	0	1420	0	0				
33370																			0	463	40	707	0	90	36	0	0	0	0	114	0	0	0	0	0	0	Premium on loan pools			
33839																			0	122	0	310	32	32	0	0	0	0	0	156	0	0	0	0	0	0				
33857																			0	1547	0	3506	698	851	0	0	0	0	0	1108	0	0	0	0	0	0				
34153																			0	1174	65	4586	0	2394	1097	0	0	0	0	953	0	0	0	0	0	0	Accounts Receivable			
34359																			0	428	8	644	61	61	0	0	0	0	0	147	0	0	0	0	0	0				
34425																			0	1530	370	9342	0	1247	311	0	0	0	0	1019	0	0	0	5176	0	0	MISCELLANEOUS RECEIVABLE			
34434																			0	414	0	4312	789	1052	0	0	0	0	0	1074	74	0	0	1772	0	0				
34452																			0	57	0	3719	0	805	0	0	0	0	0	550	0	0	0	1349	0	958				
34537																			0	11776	63746	90470	2968	10064	3137	0	0	0	0	4884	0	0	0	0	0	0	Directors' Deferred Compensation			
34555																			0	3388	1089	12149	285	427	142	0	0	0	0	1577	0	0	0	5668	0	0	COMPUTER SOFTWARE			
34742																			0	769	1490	11169	318	1465	0	0	0	0	0	1147	0	0	0	6092	206	0				
34836																			0	0	44	563	49	97	0	0	0	0	0	95	0	0	0	327	0	0				
35057																			0	1462	0	4505	0	542	117	0	0	0	0	703	0	0	0	1798	0	0	Other Assets			
35301	0	351226	244095	21307433	0	17934663	13417927	0	0	0	0	419069	0	0	0	308205	2050175	0		351226																	Collateral deposits, net			
35570																			0	178686	206015	617654	5492	19743	7298	4618	0	0	0	51664	0	0	0	55940	87195	18411	Other Misc Assets	Acquisition Related		
35646																			0	111	73	1194	0	57	0	0	0	0	0	288	0	0	0	0	0	665				
35842																			0	1392	2058	5686	52	52	0	0	0	0	0	1161	0	0	0	1023	0	0				
35879																			0	1483	1172	8489	407	857	372	66	0	0	0	554	0	0	0	4423	0	0	Accrued Income Tax - Federal	Accrued Income Tax - State		
36456																			0	229	0	3386	306	329	23	0	0	0	0	1119	0	0	0	1709	0	0	DDA Suspense			
36933																			0	124	1856	3031	244	254	0	0	0	0	0	364	0	0	0	433	0	0				
37051																			0	280	0	1086	0	54	0	0	0	0	0	375	0	0	0	377	0	0				
37341																			1	17	0	1162	59	60	0	0	0	0	0	170	0	0	0	915	0	0				
37435																			36	917	0	11825	580	7861	0	0	0	0	0	3047	0	0	4489	0	0	0				
37640																			0	9004	3069	57592	2216	8834	3580	0	0	0	0	7566	0	0	0	22059	0	7060	Accounts Receivable			
37659																			5	0	0	1134	21	100	0	0	0	0	0	418	0	0	0	616	0	0				
37743																			0	276	102	738	37	41	0	0	0	0	0	319	0	0	0	0	0	0				
37949																			0	319	0	8334	120	172	0	0	0	0	0	1873	0	0	0	3528	0	2442				
38740																			0	1624	66	6530	218	366	0	0	0	0	0	400	0	0	0	4074	0	0				
39327																			0	0	0	9768	282	606	166	0	0	0	0	1150	0	0	0	8012	0	0	COMPUTER SOFTWARE			
39420																			0	5741	6538	42578	0	6993	0	0	0	0	0	3774	0	0	0	19532	0	0				
39475																			0	14786	129807	235299	4076	11375	0	0	0	0	0	10240	2927	0	0	59059	5297	4735				
39756																			0	1465	0	10351	552	2076	0	0	0	0	0	2928	0	0	0	549	0	3333	0			
40033																			0	231	0	4388	77	211	134	0	0	0	0	195	0	0	0	3751	0	0	deferred comp			
40350																			0	402	26	899	58	271	213	0	0	0	0	200	0	0	0	0	0	0	Due from Holding Company			
40499																			0	22874	4030	61947	0	27546	23467	0	0	0	0	4293	0	0	0	1707	1497	0	Supplemental Executive Retirement Plan annuities			
40707																			0	849	472	7440	334	936	0	0	0	0	0	517	0	0	0	4666	0	0				
40855																			0	651	0	1278	43	43	0	0	0	0	0	584	0	0	0	0	0	0				
41245																			0	45	241	1432	29	30	0	0	0	0	0	199	0	0	0	465	0	452				
41553																			0	99	0	2519	15	19	0	0	0	0	0	901	0	0	0	1500	0	0				
41629																			0	884	521	5497	0	2934	2265	0	0	0	0	830	0	0	0	328	0	0	Low Income Housing Investment			
41825																			0	0	1130	6389	359	649	115	0	0	0	0	402	0	0	0	2607	0	1601	Pre-Paid Federal Tax			
41937																			0	138	142	906	0	117	0	0	0	0	0	509	0	0	0	0	0	0				
41955																			0	370	0	901	0	259	0	0	0	0	0	272	0	0	0	0	0	0				
42037																			0	0	754	3077	102	102	0	0	0	0	0	404	0	0	0	1597	0	220				
42055																			0	416	0	1203	147	148	0	0	0	0	0	639	0	0	0	0	0	0				
42354																			3	80	0	4095	45	64	0	0	0	0	0	749	0	0	0	3202	0	0				
42372																			0	1192	2297	5244	132	274	0	0	0	0	0	1116	0	0	0	365	0	0				
42420																			0	35467	43462	330969	20848	63616	24703	0	0	0	0	13623	12521	0	0	97006	71059	6736	INVESTMENT IN SUBSIDIARY			
42448																			0	1990	2737	11581	539	592	0	0	0	0	0	6262	0	0	0	0	0	0				
42457																			0	61	0	513	107	110	0	0	0	0	0	342	0	0	0	0	0	0				
42671																			0	4501	9086	32857	0	16122	13039	0	0	0	0	3148	0	0	0	0	0	0	Sale of Investments - Trade Date			
43052																			0	446	377	4720	36	219	74	91	0	0	0	511	0	0	0	3167	0	0	Unrealized Tax Effect for Mkt Val Adj of Securities	Fed Inc Tax Receivable		
43351																			0	0	112	525	64	207	35	107	0	0	0	206	0	0	0	0	0	0	PUR SOFTWARE	FHLB STOCK		
43454																			0	104	0	258	47	47	0	0	0	0	0	107	0	0	0	0	0	0				
43744																			0	485	1926	4711	66	130	37	0	0	0	0	162	0	0	0	1566	442	0	Income Taxes Receivable			
43856																			0	344	203	1472	77	78	0	0	0	0	0	132	0	0	0	715	0	0				
43959																			0	62	379	1101	133	206	63	0	0	0	0	454	0	0	0	0	0	0	Computer software			
44040																			0	1312	2488	12970	53	249	0	0	0	0	0	2252	0	0	0	0	6669	0				
44433																			0	3912	0	6991	467	1534	0	0	0	0	0	1545	0	0	0	0	0	0				
44741																			0	2750	1589	6418	295	721	241	0	0	0	0	1358	0	0	0	0	0	0	accounts receivable			
44750																			0	1015	1139	3093	0	145	0	0	0	0	0	794	0	0	0	0	0	0				
44929																			0	1237	0	4461	309	315	0	0	0	0	0	539	0	0	0	808	0	1562				
45038																			249	313	318	1760	0	333	0	0	0	0	0	796	0	0	0	0	0	0				
45047																			0	535	0	1401	148	182	0	0	0	0	0	684	0	0	0	0	0	0				
45056																			0	204	0	902	159	159	0	0	0	0	0	539	0	0	0	0	0	0				
45430																			0	664	528	5238	99	215	0	0	0	0	0	357	0	0	0	1956	0	1518				
45458																			0	240	158	833	103	108	0	0	0	0	0	327	0	0	0	0	0	0				
45551																			0	1793	13	18819	423	1273	288	0	0	0	0	5165	0	0	0	7949	0	2626	Software, Net of Amortization			
45560																			0	1978	0	35304	8728	10866	0	0	0	0	0	3038	0	0	0	16281	0	3141				
45775																			0	876	885	6096	169	364	108	0	0	0	0	453	0	0	0	3518	0	0	Cash Advances			
46053																			0	2456	0	8423	165	284	119	0	0	0	0	680	0	0	0	5003	0	0	Passport Prefunded Transactions			
46941																			0	524	0	3544	95	96	0	0	0	0	0	515	0	0	0	810	0	1599				
47153																			0	0	0	164	16	16	0	0	0	0	2	146	0	0	0	0	0	0				
47247																			0	1511	2252	12459	239	361	0	0	0	0	0	1250	0	0	0	7085	0	0				
47256																			0	214	284	609	43	48	0	0	0	0	0	63	0	0	0	0	0	0				
47452																			0	36	0	303	0	55	0	0	0	0	0	212	0	0	0	0	0	0				
47500																			0	1877	927	4459	591	623	0	0	0	0	0	961	0	0	0	71	0	0				
48057																			0	268	115	3169	227	247	0	0	0	0	0	1041	0	0	0	1498	0	0				
48150																			0	248	0	470	34	42	0	0	0	0	0	180	0	0	0	0	0	0				
48374																			0	7656	0	30069	1465	4452	1317	0	0	0	0	4752	0	0	0	3110	7134	2965	OREO Guaranteed Receivable			
48440																			0	378	502	3631	32	47	0	0	0	1	0	495	0	0	0	2208	0	0				
49054																			0	513	0	1503	81	305	103	0	0	0	0	685	0	0	0	0	0	0	Discount on Issued CDs			
49148																			0	422	0	3470	95	104	0	0	0	0	0	553	0	0	0	2391	0	0				
49241																			0	1913	4363	22042	388	589	0	0	0	0	0	3173	0	0	0	7053	0	4951				
49344																			0	2047	0	4813	119	504	200	0	0	0	0	445	0	0	0	1817	0	0	Accounts Receivable			
49643																			0	58	151	1155	15	15	0	0	0	0	0	163	0	0	0	768	0	0				
49652																			0	1125	0	5697	47	72	0	0	0	0	0	1088	0	0	0	3412	0	0				
49821																			0	3580	8870	42018	894	1657	0	0	0	0	0	2286	0	0	0	15488	0	10137				
49858																			0	230	678	1254	70	158	0	0	0	0	0	188	0	0	0	0	0	0				
49951																			0	0	0	2673	183	670	0	0	0	0	0	709	0	0	0	1294	0	0				
50144																			0	295	369	3715	74	180	97	0	0	0	0	334	0	0	0	2537	0	0	returns in procedss			
50461																			0	0	2935	4502	0	1371	0	0	0	0	0	196	0	0	0	0	0	0				
50546																			0	39	0	268	51	64	0	0	0	0	0	165	0	0	0	0	0	0				
50854																			0	0	0	627	0	370	0	0	0	0	0	257	0	0	0	0	0	0				
50872																			0	2911	0	5809	87	538	451	0	0	0	0	634	0	0	0	0	0	1726	Prepaid-FHLB Prepayment Penalties			
