"IDRSSD"	RIAD0497	RIAD4042	RIAD4136	RIAD4141	RIAD4146	RIAD4461	RIAD4462	RIAD4463	RIAD4464	RIAD4467	RIAD4468	RIAD4469	RIAD4486	RIAD4487	RIAD4488	RIAD4489	RIAD4491	RIAD4498	RIAD4499	RIAD4521	RIAD4522	RIAD4769	RIAD8403	RIADB526	RIADB527	RIADC013	RIADC014	RIADC015	RIADC016	RIADC017	RIADC018	RIADF229	RIADF555	RIADF556	RIADF557	RIADF558	RIADF559	RIADJ447	TEXT4461	TEXT4462	TEXT4463	TEXT4464	TEXT4467	TEXT4468	TEXT4469	TEXT4487	TEXT4489	TEXT4498	TEXT4499	TEXT4521	TEXT4522	TEXT4769	TEXTB526	TEXTB527	
1557	0	0	0	0	CONF	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SWITCH BILL INCOME			0	0	0											
1669	30	0	17	16	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	50	0	0	14	135	27	122	293	49	0	122	41	0	37	34	0																	
1829	164	0	101	118	CONF	387	51	0	65	126	200	0	0	0	0	0	0	0	0	0	0	false	0	0	0	36	0	0	0	282	0	0	214	0	0	212	107	0	Lease Fee Income	Ivestor Income		Courier Expense	Other Professional Fees	PA Shares Tax											
1856	9	0	22	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	4	0	0	0	0	2	9	14	12	0	0	16	1	0	6	0																	
2040	57	1	38	72	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	19	0	0	0	46	7	0	273	20	0	98	24	73	79	26	0																	
2161	0	0	30	0	CONF	0	0	0	84	25	27	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	54	0	27	148	34	0	113	0	0	61	0	0				Deferred Comp Plan Exp	Comptroller Assessment	Stock Plan Exp											
2376	227	330	309	36	CONF	623	17	0	229	156	518	0	0	0	0	0	0	0	0	0	0	false	88	0	0	0	790	26	83	642	235	0	115	483	132	156	85	0	JOINT VENTURES	MISCELLANEOUS FEES		OREO EXPENSE	PROBLEM LOAN EXPENSE	MISCELLANEOUS EXPENSE											
2554	1	0	4	0	CONF	0	0	0	9	5	0	0	0	0	0	0	0	0	0	0	0	false	1	0	0	0	0	1	0	3	4	0	-1	0	2	0	2	0				software maintenance	correspondent service charges												
2732	149	0	98	170	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	53	0	0	0	0	60	0	566	38	0	0	60	0	0	55	0																	
2750	0	0	0	28	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0																	
3177	218	0	143	152	CONF	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	49	298	29	637	836	147	0	0	180	158	369	0	0				OCC Semi-Annual Assessment													
3252	0	0	0	0	CONF	27	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	false	25	0	0	0	0	0	0	0	33	0	0	66	0	0	0	0	Income-Comm, Exch, & Fees			Computer Exp-In House													
3458	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																	
3720	164	0	0	0	CONF	107	0	0	0	42	38	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	87	27	0	259	0	0	0	39	58	36	52	0	Check Card Income				OD CHARGE OFF	DDI Benefit Expense											
3971	1427	0	0	0	CONF	2422	2241	500	2585	935	972	0	0	0	0	0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	477	0	844	0	782	430	990	0	Military Advantage discount card revenue	Debt protection product revenues	Revenue from operations of a property as mortgagee in possession	Management fees from holding company	Employee reimbursed expenses	Real estate owned and at risk loan costs								Other noninterest expense Items that exceed the reporting threshold include:  Credit report fees of $533 thousand and insurance expense of $390 thousand.                                                                                                                                                    RI 9 - Applicable Income Taxes is significantly lower than would be expected due to the successful recovery of state income taxes paid in prior periods of $1,061 thousand due to the inclusion of affiliates income in certain state income tax filings.  This was a non-recurring transaction.			
4156	34	0	30	0	CONF	0	0	0	50	29	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	58	25	0	157	0	0	147	41	32	111	56	0				INTERNET BANKING	TUITION & TRAINING												
4231	0	0	26	28	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	80	136	35	0	0	46	0	73	0	0																	
4437	70	0	88	132	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	58	0	0	0	80	0	0	251	63	0	293	45	354	114	50	0																	
4839	0	0	0	145	CONF	133	0	0	409	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	280	0	0	0	108	0	81	0	0	Nonperforming assets			Nonperforming assets													
5005	39	59	111	-331	CONF	0	0	0	61	65	46	0	0	0	0	0	0	15000	0	-1593	0	false	37	0	0	0	111	27	0	4728	53	0	0	107	42	0	55	6318				DUES & ASSESSMENTS	SUBSCRI[TIONS AND SERVICES	NOW ACCT EXPENSE				CONTRIBUTED CAPITAL FOR MERGER WITH SALEM FIVE		PURCHASE ACCOUNTING DUE TO MERGER WITH SALEM FIVE					
5069	74	171	564	0	CONF	0	0	0	260	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	117	0	0	0	88	0	0	0	0				REO Expense													
5135	36	6	39	5	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	45	0	0	5	71	16	159	632	76	0	4	55	0	91	23	0																	
5210	189	0	105	170	CONF	60	0	0	437	230	98	0	0	0	0	0	0	0	0	0	0	false	144	0	0	0	480	62	632	168	164	0	0	171	0	0	176	0	Credit card processing income			PA Shares Tax	Oreo Expenses	Bank Holding Company Expenses											
5331	0	0	96	60	CONF	37	199	0	57	249	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	27	0	29	44	424	0	0	50	172	105	60	0	0	resale mortgage fees	investment in sbic		insurance	oreo operating /valuation expenses												
5461	221	0	0	209	CONF	36	0	0	144	79	378	0	0	0	0	0	0	0	0	0	0	true	0	0	0	52	33	0	0	81	112	0	187	0	145	94	112	0	INTERNET BANKING FEES			CUSTOMER SUPPORT EXPENSE	INSURANCE EXPENSE	TRANSPORTATION EXPENSE								OREO (Other Real Estate Owned) Expense - 236; Provision for Contingencies - 146			
5751	6	0	26	74	CONF	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	61	0	39	93	0	0	0	0	0	26	0	0				Trust Accounting & Software Expense													
6039	0	0	0	0	CONF	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0				Loan miscellaneous expenses													
6141	0	0	31	0	CONF	4	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	false	16	0	0	3	0	6	0	98	22	0	0	0	0	0	8	0	Fees and Commissions			Other Fees and Commissions													
6329	56	19	26	90	CONF	145	46	0	80	34	75	0	0	0	0	0	0	0	0	0	0	false	149	0	0	0	61	15	170	0	201	0	634	60	101	157	115	0	Yield Spread Premium	Exchange / Service Charges	Loans Serv. Charge / Origination Fees	Education & Training	Service Fee Analysis	Donations											
7009	0	0	0	0	CONF	0	0	0	14343	913	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				Investment Advisory and Other Svc Fees	Custody Fees												
7045	34	0	43	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	37	0	0	13	0	10	28	0	36	0	122	29	0	39	25	0																	
7072	40	0	138	0	CONF	0	0	0	41	31	0	-519	-197	0	0	0	0	0	0	0	0	false	6	0	0	0	0	5	10	112	17	0	18	55	94	0	5	0				Loan Expenses	Insurance		Merger costs										
7157	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0																	
7456	26	0	38	0	CONF	0	37	0	33	0	0	0	0	0	0	0	0	300	0	0	0	false	0	0	0	0	0	0	0	67	0	0	0	0	27	0	0	0		Real Estate Fee Income		Insurance						Capital Injection							
7634	0	109	0	0	CONF	0	0	0	80	29	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	93	0	0	0	27	0	54	0	0				ORE rental expense	Expired blanket bond premium												
8033	0	0	53	27	CONF	67	0	0	36	42	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	58	0	0	0	36	30	0	0	0	ATM/CHECK CARD INCOME			ATM/CHECK CARD EXPENSE	TAXES - AD VALOREM												
8462	0	0	31	0	CONF	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	35	0	115	25	0	84	0	0				Comptroller of the Currency assessments													
8631	17	11	43	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	11	0	0	0	29	0	57	125	11	0	0	19	0	7	0	0																	
9357	87	0	34	99	CONF	183	110	49	56	46	119	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	30	0	66	42	0	0	32	0	Special Services Fee	Wire Fees	Safekeeping Fees	Correspondent Bank Charges	Insurance	Outside Vendor Services											
9553	0	0	36	25	CONF	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	Life Insurance Policy payout was larger than booked value																
9807	296	586	90	518	CONF	365	161	0	5799	3948	1528	0	0	0	0	0	0	0	0	0	0	true	108	0	0	37	4906	46	244	1141	135	0	0	400	456	0	148	0	PREPAYMENT PENALTIES	LOAN MODIFICATION FEES		OREO EXPENSES	OREO WRITE DOWNS	CHANGE IN FAIR MARKET VALUE SWAPS								Schedule RI, line 6.a. includes a charge of $636 thousand charge for OTTI )other than temporarily impaired) assets. This charge is on HTM securities.			
9955	0	0	0	0	CONF	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	115	0	0	55	0	0	27	0	0				INTERNET BANKING													
10250	49	107	23	213	CONF	45	0	0	95	71	743	0	0	0	0	0	0	2600	0	0	0	false	76	0	0	21	5	23	19	34	56	0	641	28	15	164	48	0	Other Service Charges			Insurance Bond, D&O, Property, VSI, SBA	Technology Vendor Expense	OREO Expense				Downstream from Holding Company							
10849	0	307	0	151	CONF	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	16	0	64	182	50	0	0	54	0	0	91	0				Insurance and Bonds													
10858	118	0	0	0	CONF	167	0	0	259	75	233	0	0	0	0	0	0	0	0	0	0	true	93	0	0	33	0	0	196	552	75	0	0	0	0	100	67	0	Miscellaneous Income			Administrative Service Expense	Loan Servicing Expense	Other Professional Services Expense								RI.E 2.O State Deposit Tax Expense 69			
11145	33	28	44	6	CONF	11	45	0	12	70	124	0	0	0	0	0	0	0	0	0	0	false	38	0	0	33	0	10	233	181	38	0	0	75	5	111	36	0	4500300 Other Misc Inc	4500400 Other Misc Assets Inc		5502800 Other Opper Losses	5503200 Credit/Colletions Fees	5503400 Other Real Estate Expense/Loss											
11275	282	401	0	574	CONF	82	0	0	217	0	0	0	0	0	0	0	0	0	0	0	0	false	268	0	0	0	493	0	52	1059	0	0	560	188	348	397	172	0	Wire fee income			Supervisory exams and fees													
11640	39	0	94	0	CONF	0	0	0	64	49	75	0	0	0	0	0	0	0	0	0	0	false	35	0	0	0	86	17	90	0	39	0	0	0	34	71	52	0				LOAN AND COLLECTION EXPENSE	OCC SEMI ANNUAL ASSESSMENT EXPENSE	STATE INCOME TAX											
11837	0	0	0	56	CONF	0	0	0	28	28	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	40	0	0	0	0	0	40	47	0	0				Computer Supplies	ORE/Repo Expense												
12030	0	0	0	89	CONF	52	24	0	544	111	118	0	0	0	0	0	0	0	0	0	0	false	63	0	0	36	0	18	0	0	85	0	139	0	0	0	0	0	Closing Fees	Exchange Fees		Collection & Repo Expense	Equip Repairs & Maint.	Bldg. Repairs & Maint.											
12142	31	0	36	32	CONF	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	false	33	0	0	4	0	35	46	0	48	0	70	34	28	9	46	0				contracted services													
12179	0	0	31	0	CONF	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	37	0	0	62	0	0	0	0	0	0	0	0				Ohio state franchise taxes.													
12245	26	0	33	0	CONF	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	100	31	0	80	25	0	38	0	0					LASER FORMS MAINTENANCE												
12311	38161	0	0	41065	CONF	7451	18977	5768	0	0	0	0	0	0	0	0	0	8974	-8248	0	0	false	0	0	0	7532	27311	0	6201	72503	8517	0	35304	0	0	0	9397	11413	Operating Lease Income	Commitments / Letter of Credit Fees	Foreign Exchange Fees							FAS 123 Stock Option Expense	Return of Capital						
12647	0	0	15	65	CONF	5	0	0	35	25	0	0	0	0	0	0	0	0	0	0	0	false	21	0	0	3	0	4	32	96	16	0	0	0	0	0	42	0	check cashing fee			Other Property Expense	Brokered CD fees												
12656	2	0	18	1	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	6	0	0	0	0	2	5	4	6	0	8	5	0	5	6	0																	
12937	0	0	34	0	CONF	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	121	0	0	0	88	0	0	0	0				General Insurance													
12946	205	0	0	0	CONF	0	0	0	62	0	101	0	0	0	0	0	0	0	0	0	0	false	82	0	0	33	124	32	77	0	0	0	343	0	0	97	298	0				ORE expense		business development (61) travel (40)											
12955	27	0	0	81	CONF	0	0	0	52	29	0	0	0	0	0	0	0	0	0	0	0	false	51	0	0	0	0	0	50	42	75	0	0	35	0	0	60	0				Dues and Subscriptions	Insurance												
13103	426	0	276	0	CONF	0	0	0	279	348	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	62	0	54	79	948	286	0	0	0	566	286	0	0				Misc Expenses	Operating Expense OREO												
13251	2	0	13	13	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	7	0	0	3	0	0	5	9	12	0	0	0	0	0	0	0																	
13457	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0																	
14052	0	0	0	0	CONF	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	95	0	0	0	0	0	27	0	0	Miscellaneous Income																
14155	39	6	6	2	CONF	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	false	33	0	0	2	42	10	45	173	37	0	116	26	32	62	14	0				Loan Collection Expense													
14650	0	0	0	0	CONF	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	25	0	0	32	16	0	28	0	0	26	0	0	Exchange and Collection																
14753	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0																	
14865	123	0	65	42	CONF	105	0	0	83	38	46	0	0	0	0	0	0	0	0	0	0	false	50	0	0	31	72	0	0	108	63	0	306	66	0	0	38	0	BEO MORTGAGE BROKER FEE INCOME			Jack Henry Outsource Expense	Item Processing Expense	Armored Car Service											
14977	14	0	55	13	CONF	0	0	0	10	7	0	0	0	0	0	0	0	0	0	0	0	false	7	0	0	0	0	0	0	4	10	0	0	16	0	0	5	0				INSURANCE	FRB FEES												
16458	86	0	143	0	CONF	0	0	0	56	108	0	0	0	0	0	0	0	0	0	0	0	false	47	0	0	0	0	33	67	212	58	0	299	0	0	224	182	0				Professional Fees	Service Contracts												
16551	83	0	0	0	CONF	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	51	0	0	0	40	0	0	36	73	0	186	0	0	121	111	0	Management fees																
16748	4	0	24	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	15	0	0	0	24	3	6	87	7	0	31	46	0	0	13	0																	
16944	0	0	31	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0																	
16953	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0																	
17110	249	0	0	0	CONF	0	0	0	573	170	141	0	0	0	0	0	0	0	0	0	0	true	0	0	0	0	0	0	0	318	150	0	0	102	0	0	0	0				Referral Fees	Custodian Costs	Contributions								2(o) Travel and Entertainment                   334 2(p) Other Client Fees 182 2(q) Other Professional Fees                   128 2(r)  Shares Tax 105 2(s) Other Insurance                                 83			
17147	979	0	0	348	CONF	9124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	809	0	0	0	2000	0	630	1556	539	0	4304	585	0	1252	0	0	Gain on Acquisition																
17259	2	5	21	36	CONF	3	1	15	0	0	0	0	0	0	0	0	0	0	0	0	0	false	12	0	0	3	34	3	55	0	15	0	0	0	0	0	0	0	ROYALTY INCOME 660000	FORFITURE INCOME 659900	OTHER MISC INCOME 689900														
17464	546	123	264	344	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	419	0	0	0	515	66	355	0	246	0	1237	604	811	326	337	0																	
17950	73	0	0	0	CONF	28	204	32	46	38	28	0	0	0	0	0	0	0	0	0	0	false	34	0	0	0	0	0	37	179	61	0	0	33	0	0	40	0	OTHER COMMISSIONS AND FEED	RE SECONDARY LOAN FEES	CHECK CHARGES WAIVED	OCC ASSESSMENT	MISCELLANEOUS EXPENSES	DUES AND SUBSCRIPTIONS											
17978	13	4	62	0	CONF	18	0	2	47	73	65	0	0	0	0	0	0	0	0	0	0	false	33	0	0	4	0	9	66	218	21	0	0	26	0	0	34	0	Appraisal & Inspection Fees	Misc. Fees	Misc. Operating Income	OCC Assessments	Acquisition & Retention Costs of ORE	Misc. Operating Expense											
18050	65	0	110	74	CONF	57	0	0	96	58	0	0	0	0	0	0	0	0	0	0	0	false	84	0	0	0	0	31	46	0	0	0	692	0	0	410	244	0	Merchant Bankcard			Business Development and Goodwill	OCC Assessment												
18135	0	0	0	180	CONF	0	0	0	662	101	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	84	0	0	155	0	0	0	105	0	0	0	0				Conventional Credit Insurance	FHA Title 1 Ins Prem												
18377	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																	
18827	60	0	76	91	CONF	294	0	0	205	60	72	0	0	0	0	0	0	0	0	0	0	false	59	0	0	78	0	0	0	229	50	0	0	79	0	141	61	0	Visa Check Card Income			Donations	Examination expense	Pennsylvania shares tax											
18836	36	0	56	0	CONF	40	0	0	55	44	0	0	0	0	0	0	0	0	0	0	0	false	41	0	0	0	69	0	115	274	0	0	0	68	0	0	0	0	Other Misc. Charges			OREO Expenses	Other Loan Expenses												
18854	115	28	27	22	CONF	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	false	22	0	0	0	0	0	52	264	65	0	0	40	0	0	19	0				MISC ACCR EXP													
18957	0	0	0	52	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0																	
19356	25	0	17	11	CONF	0	0	0	202	0	0	0	0	0	0	0	0	0	0	0	0	false	21	-19	0	6	0	7	18	94	20	0	0	0	0	0	0	0				Other real estate expense											To record deferred compensation as of 12-31-11		
19730	843	140	0	1191	CONF	256	0	0	556	350	341	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	738	124	1476	1160	420	0	273	0	375	311	480	0	Letter of Credit Fees			ORE Expenses	Loan Administation	Messenger/Armored											
19936	0	0	67	122	CONF	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	false	58	0	0	0	33	0	213	167	45	0	0	48	0	126	55	0				OREO Expense													
19972	37	0	42	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	53	0	0	0	0	0	0	29	0	0	0	0																	
20053	0	0	0	49	CONF	0	56	0	30	43	0	0	0	0	0	0	0	0	0	0	0	false	26	0	0	0	0	0	0	34	0	0	0	123	0	0	0	0		PMI claim (Sayles)		MPF Losses	Core Deposit Intangibles												
20512	13	0	22	0	CONF	0	0	0	53	51	24	0	0	0	0	0	0	0	0	0	0	false	19	0	0	0	0	3	33	1	29	0	0	0	0	56	3	0				pa shares tax	professional services	ban exam											
20633	127	0	66	28	CONF	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	107	0	149	374	103	0	0	108	0	0	0	0						BUSINESS FRANCHISE											
20857	15	0	13	1	CONF	0	0	0	150	58	19	0	0	0	0	0	0	0	0	0	0	false	10	0	0	0	6	7	0	0	21	0	28	13	31	0	5	0				Donations	PR expense	Personnel training/travel/mtgs											
21256	1	0	6	5	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	0	0	7	2	0	22	2	0	0	0	0	0	2	0																	
21359	13	0	13	0	CONF	0	0	0	12	8	13	0	0	0	0	0	0	0	0	0	0	false	5	0	0	1	3	1	0	12	0	0	3	10	0	0	0	0				LOSS ON SALE OF OTHER ASSETS	CORRESPONDENT BANK CHARGES	LOSS ON ORE											
21630	0	0	38	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	49	0	0	63	0	0	0	0	0																	
21658	35	0	43	66	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	30	0	0	0	44	0	78	35	0	0	0	0	43	41	35	0																	
22048	37	0	35	0	CONF	273	0	0	71	27	0	0	0	0	0	0	0	0	0	0	0	false	36	0	0	0	62	0	0	223	33	0	0	0	61	39	82	0	Miscelaneous Customer Service Fees			Public Relations/Charitable Contributions	Dues												
22543	0	0	0	30	CONF	0	0	0	36	38	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0				OREO	Online banking												
