"IDRSSD"	RCFD0426	RCFD2150	RCFD2651	RCFD3164	RCFD3190	RCFD4088	RCFD5507	RCFD6164	RCFD6165	RCFDA590	RCFDB026	RCFDB569	RCFDB570	RCFDB571	RCFDF055	RCFDF056	RCFDF057	RCFDF058	RCFDF059	RCFDF060	RCFDF061	RCFDF062	RCFDF063	RCFDF065	RCFDJ461	RCFDJ462	RCFDK178	RCFDK179	RCFDK180	RCFDK181	RCFDK182	RCFDK183	RCFDK184	RCFDK185	RCFDK186	RCFDK192	RCFDK193	RCFDK194	RCFDK273	RCFN5513	RCFNK260	RCFNK290	RCON0426	RCON2150	RCON2651	RCON3164	RCON3190	RCON4088	RCON5507	RCON5508	RCON5509	RCON5510	RCON5511	RCON5512	RCON6164	RCON6165	RCONA590	RCONB026	RCONB569	RCONB570	RCONB571	RCONC979	RCONF055	RCONF056	RCONF057	RCONF058	RCONF059	RCONF060	RCONF061	RCONF062	RCONF063	RCONF064	RCONF065	RCONG463	RCONG464	RCONJ461	RCONJ462	RCONK169	RCONK170	RCONK171	RCONK172	RCONK173	RCONK174	RCONK175	RCONK176	RCONK177	RCONK178	RCONK179	RCONK180	RCONK181	RCONK182	RCONK183	RCONK184	RCONK185	RCONK186	RCONK187	RCONK188	RCONK189	RCONK190	RCONK191	RCONK192	RCONK193	RCONK194	RCONK273	RCONL133	RCONL135	RCONN512	RCONN514	RCONN515	RCONN516	RCONN517	RCONN518	RCONN519	RCONN520	RCONN521	RCONN522	RCONN523	RCONN524	RCONN527	TE01N528	TE01N529	TE02N528	TE02N529	TE03N528	TE03N529	TE04N528	TE04N529	TE05N528	TE05N529	TE06N528	TE06N529	TE07N528	TE08N528	TE09N528	TE10N528	TEXT4087	
839974																																											0	0	0	0	3511	true	0	0	0	0	0	0	190	0	0	0	false	0	0	0	0	1621	1005	885	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	true	false	false	false	false	false	false	false	false	false																					www.grahamsl.com	
840019																																											0	274	3000	0	15003	true	0	3	0	8	0	263	2213	2	0	0	false	0	0	0	3000	4000	8003	0	4000	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	true	false	false	true	true	false	false	false																					www.citizensbankrb.com	
840251																																											0	0	0	0	2635	true	0	0	0	0	0	0	188	0	0	0	false	0	0	0	0	2635	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false	0	0	0	0																	http://www.homebank-trust.com	
840354																																											0	0	0	0	0	true	0	0	0	0	0	0	1873	3	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false																					www.1stbago.com	
840363																																											0	0	0	0	1857	true	0	0	0	0	0	0	5374	1	0	0	false	0	0	0	0	966	249	595	0	0	0	47	0	0	47	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	true	false	false	true	true	false	false	false					www.firstbanksouthwest.com		www.firstbanksw.com		www.fbswspanish.com												www.fbsw.com	
840578																																											0	0	0	0	0	true	0	0	0	0	0	0	76	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false						Nelsonville Home and Savings Bank															www.nelsonvillehomebank.com	
840747																																											0	664	33200	0	41200	true	0	159	0	0	0	505	3448	2	0	0	false	0	0	0	33200	5000	3000	0	8000	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false	0	0	0	0																	http://www.fsb1879.com	
841436																																											270	10033	0	0	0	true	270	7675	0	1271	149	938	1500	1	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	true	false	false	false	true	false	0	0	0	0																	http://www.americanmidwestbank.com	
841472																																											154	718	1000	143	14500	true	11	0	0	138	0	580	2418	1	211	0	false	0	0	0	1000	5000	4500	4000	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false																					www.mutualsavingsbank.net	
841539																																											696	390	1000	0	15921	true	696	0	0	390	0	0	5736	2	0	0	false	0	0	0	1000	1878	2815	10228	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false	0	0	0	0																	http://www.stmartinbank.com	
841753																																											0	105	0	0	0	true	0	0	0	105	0	0	473	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false																					www.mycitybank.com	
841838																																											1155	5688	1500	1155	1500	true	0	3130	1049	537	0	972	1239	0	1199	0	false	0	0	0	1500	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false	0	0	0	0	http://civisbank.com		http://cbetn.com														http://citizensbanket.com	
842116																																											0	205	0	0	115	true	0	0	51	50	0	104	0	0	0	0	false	0	0	0	6	12	13	84	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	true	false	true	true	true	false	true	false																					www.farmersdepositbankky.com	
842376																																											0	0	113453	0	125953	true	0	0	0	0	0	0	258	0	0	0	false	0	0	0	125953	0	0	0	17500	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false																					www.wvsbank.com	
842460																																											101	38715	15000	101	90000	true	0	12922	2237	6319	0	17237	56719	8	153	0	true	0	0	0	15000	0	75000	0	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	true	1	213	2473	0	http://ssl.selectpayment.com/mp/lonestarnationalbank/Login/Page.aspx		http://ssl.selectpayment.com/deposit/119833/Account/Login														http://www.lonestarnationalbank.com	
842853																																											0	797	0	0	0	true	0	456	0	221	0	120	493	2	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false																					www.umbnl.com	
843177																																											11949	263	63854	11458	147436	true	491	0	0	263	0	0	1644	1	11866	0	true	0	0	0	63854	18800	58017	6479	13500	0	0	286	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	true	true	false	false	false	true	false	false	false	false	1	0	0	0	www.infiniabank.com	Infinia Bank															www.homefederal.com	
843476																																											0	46	0	0	0	true	0	0	0	46	0	0	344	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	true	false	false	false	false	false	false	false	false	false	0	0	0	0																	www.pcfsa.com	
843542																																											0	0	0	0	0	true	0	0	0	0	0	0	1007	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false	0	0	0	0																	http://www.firststatewarren.com	
843953																																											0	0	0	0	0	true	0	0	0	0	0	0	510	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	true	false	false	true	true	false	false	false																					www.fowlerstatebank.org	
844053																																											0	639	0	0	5000	true	0	639	0	0	0	0	747	0	0	0	true	0	0	0	5000	0	0	0	5000	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false	0	0	0	0	http://snbomaha.com																http://snbconnect.com	
844138																																											0	41	0	0	0	true	0	0	0	10	0	31	941	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false																					www.simmesportstatebank.net	
844455																																											0	22	0	0	0	true	0	0	0	22	0	0	249	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false	0	0	0	0																	http://www.fnbfredonia.com	
844567																																											0	3835	0	0	0	true	0	2651	0	141	0	1043	5925	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false																					WWW.POINTBANK.COM	
845247																																											1100	30	8	1100	11065	true	0	0	0	30	0	0	3292	2	1100	0	false	0	0	0	8	487	873	9697	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false																					www.edmontonstatebank.com	
845443																																											27	283	4600	0	4600	true	27	0	0	40	0	243	50	0	0	0	true	0	0	0	4600	0	0	0	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false																					www.cfirst.com	
845452																																											0	8	0	0	0	true	0	0	0	0	0	8	643	3	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false	0	0	0	0																	http://ormsbybank.com	
845573																																											48	803	160240	48	319200	true	0	0	0	533	0	270	686	0	48	0	false	0	0	0	160240	54660	80300	24000	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	true	true	false	false	false	true	false	false	false	true	1	28	263	0																	www.spencersavings.com	
846132																																											0	168	0	0	0	true	0	0	0	129	0	39	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false	0	0	0	0																	http://www.deweybank.com	
846356																																											40	8155	0	0	30500	true	40	3034	0	189	4500	432	10115	3	0	0	false	0	0	0	0	0	30500	0	30500	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false	0	0	0	0																	http://eaglebankandtrust.com	
846619																																											0	0	16500	0	34500	true	0	0	0	0	0	0	3294	3	0	0	false	0	0	0	16500	6500	11500	0	28500	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false						Cortland Banks															www.cortland-banks.com	
846945																																											0	1470	0	0	0	true	0	849	0	0	0	621	885	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false	0	0	0	0																	www.badgerbank.com	
847157																																											0	691	350	0	3550	true	0	86	0	0	0	605	190	0	0	0	true	0	0	0	350	2000	1200	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false	0	0	0	0																	http://www.ucbankmn.com	
847540																																											0	0	0	0	2690	true	0	0	0	0	0	0	474	0	0	0	false	0	0	0	0	1018	551	1121	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false																					www.fsbkeota.com	
847979																																											102	0	0	102	1500	true	0	0	0	0	0	0	0	0	102	0	false	0	0	0	500	1000	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	true	false	false	false	false	false	false	false	false	false																					www.bankwith-csb.com	
848248																																											0	406	0	0	0	true	0	406	0	0	0	0	6057	2	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false	0	0	0	0																	http://fidelitybanker.com	
848453																																											0	1343	0	0	0	true	0	0	0	443	0	900	611	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false																					www.thebankofhouston.com	
848752																																											0	1317	0	0	0	true	0	681	0	0	0	636	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false	1	0	0	0																	http://www.priorlakestatebank.com	
849076																																											0	499	0	0	26	true	0	431	0	68	0	0	292	0	0	0	false	0	26	0	0	0	0	0	0	26	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	true	true	false	false	false	true	false	false	false	false																					www.hendersonfederal.com	
849348																																											310	0	0	0	3250	true	310	0	0	0	0	0	2938	2	0	0	true	0	0	0	0	0	800	2450	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false																					www.ecommunitybank.org	
849357																																											886	388	0	0	0	true	886	0	0	215	0	173	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false																					www.fnbhs.com	
849432																																											0	72	0	0	0	true	0	0	0	72	0	0	785	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false	0	0	0	0																	http://bomwv.com	
849450																																											0	513	0	0	0	true	0	395	0	0	0	118	6275	4	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false	0	0	0	0																	http://www.eastmannational.com	
849647																																											0	235	53	0	1442	true	0	0	0	0	75	160	434	0	0	0	true	0	0	0	53	109	670	610	181	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false																					www.issbank.com	
849665																																											1150	3890	0	1150	0	true	0	0	0	2281	0	1609	625	1	2285	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false																					www.siuslawbank.com	
849777																																											106	1650	0	106	6779	true	0	1650	0	0	0	0	154	0	127	0	false	0	69	0	0	0	6710	0	0	69	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	true	true	false	false	false	true	false	false	false	false																					www.metuchensavingsbank.com	
850036																																											2464	20450	367873	2175	752362	true	289	15930	56	1518	0	2946	714	0	2175	0	true	0	0	0	629087	23206	100069	0	0	0	0	0	0	0	0	true	false	0	0	0	442	0	318	635	523	0	1135	985	0	724	0	0	317	0	0	0	0	1012	0	1184	0	214	2290	0	0	0			true	true	false	false	true	false	false	false	true	1	116	733	0	www.firstambank.com																www.firstambank.com	
850054																																											375	0	0	0	5550	true	375	0	0	0	0	0	357	0	0	0	true	0	0	0	0	1050	4500	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false	0	0	0	0																	http://www.fnbord.com	
850456																																											0	220	0	0	0	true	0	220	0	0	0	0	360	0	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false	0	0	0	0		Farmers Bank a branch of Goppert State Service Bank															http://www.gssb.us.com	
851060																																											0	0	0	0	0	false	0	0	0	0	0	0	813	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false	0	0	0	0																		
851172																																											0	729	0	0	0	false	0	0	0	63	0	666	584	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	true	false	false	false	false	false	false	false	false	false																					www.cblgreer.com	
851239																																											0	409	0	0	0	true	0	18	0	323	0	68	5123	2	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false																					www.pocavalleybank.com	
851631																																											526	19	0	0	0	true	526	0	0	19	0	0	2464	1	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false	0	0	0	0																	http://www.betterbanks.com	
852218	9025000	1264000	8720000	8552000	135962000	true	473000	1419000	4	8552000	0	true	0	49630000	46560000	13000	9000	185000	0	84220000	578000	900000	3497000	36671000	0	0	0	0	0	0	0	0	0	0	0	0	5231000	232000	0	0	0	0					90722000			1000	0	611000	5000	59000								588000										0		true	true			0	0	0	0	0	0	0	0	0										0	0	0	0	0							true	false	false	false	true	false	false	false	true	1	155000	1943000	96000	http://www.chase.com	Chase	http://www.jpmorgan.com	J.P.Morgan	http://www.jpmorganassetmanagement.com	JPMorgan Chase	http://www.jpmam.com	Chase Private Client	http://www.jpmorganaccess.com	J.P.Morgan Private Bank	http://www.jpmorgan.chase.com		http://www.jpmorganonline.com				http://www.jpmorganchase.com	
852254																																											1232	0	0	0	525	true	1232	0	0	0	0	0	1332	1	0	0	false	0	0	0	0	525	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false	0	0	0	0																	http://www.theunionbank.com	
852263																																											0	7648	0	0	0	true	0	3941	0	2761	0	946	7834	3	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false	0	0	0	0																	http://www.scottvalleybank.com	
852320	1679250	210016	8607	1147871	14283902	true	531379	333212	13	1167509	0	true	0	2049284	1892694	6770	30533	5747835	865646	3199284	1253658	1345903	807225	1897263	1360744	39810	77	13900	0	0	26	211912	0	0	211912	78318	0	15486	0	0	0	0					14147031			68781	4579	49689	2588	84379								0										0		true	true			14777	123949	12100	118322	641529	10746	56900	287321	327165										59054	4551	10323	2500	21470							true	false	false	false	true	false	false	false	true	1	1950	28850	0																	www.BBT.com	
852357																																											85	0	2705	0	8156	true	85	0	0	0	0	0	659	1	0	0	false	0	0	0	2705	0	0	5451	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false																					secure.bankheb.com	
852544																																											0	8345	12086	0	45136	true	0	4035	0	1643	0	2667	2864	1	0	0	true	0	0	0	12087	16563	379	1258	0	0	6243	0	8606	0	14849	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	true	false	false	true	true	false	false	false	0	0	0	0																	http://www.banksouthern.com	
852704																																											447	0	0	120	0	true	0	0	0	0	0	0	12373	7	120	327	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false	0	0	0	0																	www.grbbank.com	
852713																																											509	2825	0	509	0	true	0	500	0	0	0	2325	3385	2	630	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false					www.qnb.com																www.qnbbank.com	
852870																																											0	0	410	0	1710	true	0	0	0	0	0	0	232	0	0	0	false	0	0	0	410	600	700	0	1710	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false																					cressoncommunitybank.com	
852973																																											0	206	0	0	0	true	0	66	0	140	0	0	21	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false																					WWW.PIONEERTRUSTBANK.COM	
853112																																											8	1046	0	8	0	true	0	0	0	674	0	372	14841	6	8	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false																					www.heartlandbank.com	
853251																																											0	299	0	0	4024	true	0	0	0	288	0	11	0	0	0	0	false	0	0	0	0	4024	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false																					WWW.UNITYBANKTEXAS.COM	
853644																																											0	0	0	0	0	true	0	0	0	0	0	0	1169	2	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false																					www.fnbogden.com	
853671																																											0	821	0	0	1924	true	0	0	0	821	0	0	771	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	1924	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	true	true	false	false	false	true	false	false	false	false																					www.oconeefederal.com	
853747																																											0	0	0	0	0	true	0	0	0	0	0	0	168	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false																					www.cnbalbion.com	
853804																																											0	943	13000	0	17560	true	0	943	0	0	0	0	1597	2	0	0	true	0	0	0	13000	3000	1560	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false	0	0	0	0																	www.thebankofcanton.com	
853934																																											0	528	0	0	0	true	0	484	44	0	0	0	389	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false					www.kasasa.com\communitystatebank																www.communitystatebank-fl.com	
853952																																											2819	1612	0	2819	0	true	0	768	217	627	0	0	63031	8	3686	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	false	false	false	false	false	0	0	0	0	edeposit.centralbancompany.com																www.centralbank.net	
853970																																											282	84	0	282	424	true	0	0	0	84	0	0	532	1	401	0	false	0	0	0	0	0	0	424	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false	0	0	0	0																	http://www.firstsafetybank.com	
854052																																											175	407	0	0	0	true	175	191	0	216	0	0	34	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false	0	0	0	0																	http://www.unitybanking.com	
854173																																											0	0	0	0	2321	true	0	0	0	0	0	0	282	0	0	0	false	0	0	0	652	956	0	713	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false																					www.investmentsb.com	
854258																																											22	0	0	0	2102	true	22	0	0	0	0	0	2659	2	0	0	false	0	0	0	0	410	0	1692	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false																					www.penderstate.com	
