"IDRSSD"	RCFD1578	RCFD1752	RCFD2148	RCFD2160	RCFD2166	RCFD2168	RCFD3549	RCFD3550	RCFD3551	RCFDA519	RCFDA520	RCFDB556	RCFDC010	RCFDC436	RCFDFT33	RCFDFT34	RCFDFT35	RCFDJ448	RCFDK201	RCFDK202	RCFDK270	RCON1578	RCON1752	RCON2148	RCON2160	RCON2166	RCON2168	RCON3549	RCON3550	RCON3551	RCONA519	RCONA520	RCONB556	RCONC010	RCONC436	RCONFT33	RCONFT34	RCONFT35	RCONJ448	RCONK201	RCONK202	RCONK270	TEXT3549	TEXT3550	TEXT3551	
11837																							393	905	1980		71				0	0	611							0	0	0	Federal Income Tax	FIS Decoversion Fee		
12030																						0	6885	1637	11523	79	522	163	0	0	0	0	1891	0	0	0	0	0	0	588	0	0	Reclassified NSFs			
12142																							922	1020	8860	323	626				0	0	1252			37				5040	0	0				
12179																							729	15	2943	111	111				0	0	100							1329	0	659				
12311		585472	36125	4400849		1094566	448354			0	0	298973							566508	818073	1001132		585472																				Income Tax Receivable			
12647																						0	147	0	1201	315	315	0	0	0	0	0	739	0	0	0	0	0	0	0	0	0				
12656																						0	29	24	169	45	45	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0				
12937																							246	0	927		178				0	0	503							0	0	0				
12946																							5622	0	25549	673	1365				0	0	5494			512				1789	11279	0				
13103																							7086	4753	29169	1764	4030	1077			0	0	4070							9230	0	0	Other-Deferred Director fees			
13251																							399	0	1052	36	36				0	0	204							413	0	0				
13457																							0	7	1483		0				0	0	209							1267	0	0				
14052																						0	68	104	2046	0	99	0	0	0	0	0	173	0	0	0	0	0	0	1223	379	0				
14155																						0	955	0	7457	417	450	0	0	0	0	0	1615	0	0	0	0	0	0	4437	0	0				
14650																						7	47	288	1956	30	37				0	0	133							1451	0	0				
14753																							9	0	749		105				0	0	635							0	0	0				
14865																							649	1225	11133	534	789				0	0	3627							3172	0	1671				
14977																						0	169	84	763	0	30	0	0	0	0	0	480	0	0	0	0	0	0	0	0	0				
16551																							1581	0	8215	214	595				0	0	1581							4458	0	0				
16748																						0	209	268	2823	0	92	0	0	0	0	0	475	0	0	0	0	0	0	1779	0	0				
17110																						0	219	0	3772	482	3402	1324	1095	421	0	0	151	0	0	0	0	0	0	0	0	0	ADVISORY/TRUSTEE FEES RECEIVABLE	DEPOSITS	CUSTODIAN FEES RECEIVABLE	
17147																						0	19019	31595	305395	9992	27855	0	0	0	0	0	27592	6120	0	0	0	0	0	88070	97436	13828				
17259																							471	0	2782	138	167				0	0	311							1833	0	0		0		
17464																						0	3825	9313	110023	6954	33677	8260			0	0	6286	7676	0	0	0	0	0	28140	28782	0	Swap collateral			
17950																							1263	0	5364	190	221				0	0	3205			6				0	0	675				
17978																							3355	2295	6795	51	196	62	79	1	0	0	949				3			0	0	0	Accrued Late Charges Receivable	Prepaid Federal Income Tax	Other Items Receivable	
18050																							505	0	9259	1279	1972	0	0	0	0	0	2173	0	0		0	0	0	4609	0	0				
18135																						0	731	0	7327	199	349	0	0	0	0	0	995	0	0	0	0	0	0	5252	0	0				
18827																						0	5181	2304	39948	4014	6232	0	0	0	0	0	3174	0	0	0	0	0	0	8112	0	14945				
18836																						0	381	655	5863	0	647	334	0	0	0	0	467	0	0	0	0	0	0	3713	0	0	Deferred Director Fees			
18854																							1046	0	5409	572	804				0	0	3559							0	0	0				
19356																						0	363	0	1866	191	194	0	0	0	0	0	325	0	0	0	0	0	0	984	0	0				
19936																							587	254	8318	172	396	204			0	0	1178							5903	0	0	Prefunded ATM Deposit to JHA			
19972																						0	32	433	3791	0	179	0	0	0	0	0	193	0	0	0	0	0	0	2954	0	0				
20053																							126	735	2683		115				0	0	580							1127	0	0			Unrealized tax	
20633																							986	1508	11875	432	870				0	0	817							7694	0	0				
20857																							414	0	2152	96	99				0	0	1639							0	0	0				
21256																							56	0	401		0				0	0	33							312	0	0				
21359																						0	320	0	945	47	48	0	0	0	0	0	437	0	0	0	0	0	0	140	0	0				
21630																						0	340	0	823	155	179	0	0	0	0	0	304	0	0	0	0	0	0	0	0	0				
21658																							181	0	4208	113	145				0	0	588							2759	0	535				
22048																						30	997	0	7980	243	1696	1175			0	0	912							4375	0	0	Split Dollar Insurance Zach McClendon			
22543																							365	0	1254	160	640	423			0	0	249							0	0	0	Federal Income Tax Due SSB			
22552																						0	893	0	2044	164	168	0	0	0	0	0	983	0	0	0	0	0	0	0	0	0				
22730																						0	335	275	4564	106	206	0	0	0	0	0	647	0	0	0	0	0	0	3101	0	0				
22936																						0	249	6248	7620	374	386	0	0	0	0	0	702	0	0	0	0	0	0	0	35	0				
23456																							417	0	1284	87	180	67	5		0	0	687				21			0	0	0	Prepaid Health Care	Stadium Builder		
23504																						0	38819	28456	180881	11949	17506	0	0	0	0	0	9729	0	0	0	0	0	0	43831	30859	11681				
23643																						0	656	0	6064	109	151	0	0	0	0	0	977	0	0	0	0	0	0	1835	0	2445				
23755																							470	0	3543	333	334				0	0	559							2180	0	0				
24006																							3164	3288	38620	1005	5294	1831			0	0	3695				2034			19815	0	3364	Defined Benefit Post-Retirement Plan			
24378																						0	433	181	902	135	137	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0				
24453																						0	2061	1410	4752	207	612	0	0	0	0	0	669	0	0	184	200	0	0	0	0	0				
24659																							5	0	394		0				0	0	389							0	0	0				
24668																							5765	2698	15118	506	936				0	0	5719			115				0	0	0				
24949																						0	1313	9202	21832	529	812	0	0	0	0	0	1045	0	0	0	0	0	0	9460	0	0				
25357																						0	3878	0	7831	261	416	0	0	0	0	0	3537	0	0	0	0	0	0	0	0	0				
25647																							0	0	746	460	504				0	0	242							0	0	0				
26176																							2916	3443	11420	651	1042	282			0	0	1052							0	0	2967	LEASE DEPOSIT			
26242																							2596	0	18447	575	777				0	0	1714							13360	0	0				
26457																							0	24	261	9	45	36			0	0	192							0	0	0	211940 DDA NonPost			
26765																						0	1950	5270	9279	530	1000	292	0	0	0	0	1059	0	0	0	0	0	0	0	0	0	ATM in process			
27070																							1767	0	8574	326	354				0	0	1269							5184	0	0				
27548																							943	127	18113	896	4876	144	2324	1083	0	0	1802				194	0		10365	0	0	Unposted CD/DDA	Security Fraud Loss Receivable	Low income tax community investment	
27614																							1717	0	11587	438	955	449			0	0	1270							7645	0	0	FiServ ATM Receivable			
27847																							2088	0	15296	1042	1361				0	0	2814			267	36			4813	0	4220				
28013																							26855	35899	226069	1455	4854	1243			0	0	9766							89896	0	58799	federal, state and other taxes receivable			
28152																							713	0	4054	158	288				0	0	632	129						2421	0	0	technology licenses			
28255																						0	1230	662	9660	381	1150	0	0	0	0	0	1118	0	0	0	0	0	0	5500	0	0				
28406																						0	12461	6494	62226	1439	5376	0	0	0	0	0	5362	0	0	0	0	0	0	32533	0	0				
28675																							180	0	741	127	168				0	0	393							0	0	0				
28732																							227	703	2808	146	146				0	0	273							1459	0	0				
29476																							580	0	3382		179				0	0	998							1625	0	0				
29636																							2226	6330	38502	973	1279				0	0	4458							17590	855	5764				
29878																							2345	25149	38613	3339	6013	80	2594		0	0	4766							340	0	0	Seat License	Debit Escrow		
30052																						0	113	0	299	0	119	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0				
30502																						0	1901	1022	9693	1404	4030	0	0	0	0	0	2740	0	0	0	0	0	0	0	0	0				
30650																							379	16	789		62				0	0	332							0	0	0	MVA to AFS 201			
30810																							750	656277	1657860		254834	135634			0	0	745999							0	0	0	Income Tax Receivable			
31134																							358	169	2631	412	499				0	0	753							852	0	0				
31255																						0	2792	0	17149	894	1847	0	0	0	0	0	1908	0	0	0	0	0	0	8769	0	1833				
31657																							284	0	4684		156				0	0	634							0	0	3610		Late Fees		
31826																							837	1224	10031	292	2636	1532			0	0	936							4398	0	0	DEFERRED COMPENSATION			
31835																						0	1735	2178	15501	299	367	0	0	0	0	0	1442	0	0	0	0	0	0	9779	0	0				
32234																							0	0	1419		447	314			0	0	972							0	0	0	Income Tax Receivable			
32766																						0	24	58	423	91	107	0	0	0	0	0	234	0	0	0	0	0	0	0	0	0				
32971																						0	1362	574	12318	485	1893	0	0	0	0	0	1014	0	0	323	0	0	0	7475	0	0				
33147																							2679	155	13295		3717	2487			0	0	2362							2189	0	2193	Other Investments - Annuities			
33259																							863	2083	9939		5292	2930			0	0	1701							0	0	0	Income Taxes Paid			
33268																						0	0	0	3369	105	106	0	0	0	0	0	1039	0	0	0	0	0	0	2224	0	0				
33370																							463	41	720		123				0	0	93							0	0	0				
33839																						0	28	0	255	23	23	0	0	0	0	0	204	0	0	0	0	0	0	0	0	0				
33857																							1036	0	8248		2017				0	0	5195							0	0	0				
34425																						0	4694	1777	30303	0	2625	1481	0	0	0	0	2698	0	0	0	0	0	0	18509	0	0	LIHTC FUNDS			
34434																						949	669	0	5130	605	1634				0	0	884							1943	0	0				
34452																							230	0	5069		970				0	0	589							2225	0	1055				
34537																						0	36410	50818	207030	6699	18217	6532	0	0	0	0	13582	0	0	0	4149	0	0	81596	0	6407	Deferred Directors Comp			
34555																						0	4041	0	13407	265	345	0	0	0	0	0	2232	0	0	80	0	0	0	6789	0	0				
34742																						0	1657	1168	12489	390	1776	0	0	0	0	0	962	0	0	0	0	0	0	6926	0	0				
35057																						0	1257	0	4693	196	545	0	0	0	0	0	922	0	0	145	0	0	0	1303	0	666				
35301	0	391689	174348	31184840	0	27015684	23200479	0	0	0	0	406065	0	0	0	0	0	0	547937	2649117	0		389429																				Collateral deposits, net			
35570																							245394	215453	696003	8851	13484				0	0	67888							60794	73671	19319				
35646																						0	29	29	2875	0	68	0	0	0	0	0	220	0	0	0	0	0	0	1818	0	711				
35879																						0	1006	488	7815	230	307	0	0	0	0	0	553	0	0	0	0	0	0	5461	0	0				
36456																							288	0	4558	278	278				0	0	2013							1979	0	0				
36933																						0	109	415	1961	405	442	0	0	0	0	0	494	0	0	0	0	0	0	501	0	0				
37051																							64	0	1329	113	176				0	0	617							472	0	0				
37341																							19	0	1232	37	37				0	0	173							1003	0	0				
37435																							1122	0	7483	1097	2511				0	0	3850							0	0	0				
37640																						0	13048	0	82315	0	14276	7545	0	0	0	0	11213	0	0	0	0	0	0	31900	0	11878	Investments in Affordable Housing			
37659																						135	0	0	1346	5	182	0	0	0	0	0	418	0	0	0	0	0	0	746	0	0				
37949																						0	81	0	8571	101	155	0	0	0	0	0	1786	0	0	0	0	0	0	3976	0	2573				
38740																						101	853	228	6441	150	254				0	0	586							4520	0	0				
39327																						0	0	0	14154	339	816	244	0	0	0	0	1329	0	0	220	0	0	0	11893	116	0	Other Deposits			
39756																							612	0	11677	596	1136				0	0	2864				380			3490	0	3575	0			
40033																							231	0	3504	102	501	399			0	0	286							820	0	1666	Deferred Comp			
40499																							17753	0	91019		25624	12267			0	0	5723							34532	1981	5406	SUPPLEMENTAL EXECUTIVE RETIREMENT PLAN			
40855																						0	668	0	1391	0	61	0	0	0	0	0	662	0	0	0	0	0	0	0	0	0				
41245																							45	286	1545		34				0	0	188							501	0	491				
41553																						0	343	0	2746	15	15	0	0	0	0	0	780	0	0	0	0	0	0	1608	0	0				
41629																							705	621	6281		3539	2725			0	0	1036							380	0	0	Low Income Housing Investment			
41825																							255	1206	7493	339	794	252			0	0	670			88				2829	0	1739	Other Assets			
41937																							64	0	1844		43				0	0	415							1322	0	0				
41955																							197	0	629		165				0	0	267							0	0	0				
42037																							0	313	2802		129				0	0	349							1768	0	243				
42354																						0	94	0	5581	352	482	130			0	0	900							4105	0	0	ATM Settlement Reserve			
42372																							335	1816	9464	104	268				0	0	1277				118			5768	0	0				
42420																						208	36010	41684	324265	6531	19683				0	0	16603	4396						127801	75028	7456				
42448																						142	6752	4237	21836	1554	2625	721	0	0	0	0	8222	0	0	147	0	0	0	0	0	0	DUE TO FIRST PARAGOULD BANKSHARES			
42457																						0	444	0	920	95	112	0	0	0	0	0	364	0	0	0	0	0	0	0	0	0				
43052																							279	316	4639		181				0	0	315							3548	0	0				
43351																							0	132	556		269				0	0	155							0	0	0	FHLB STOCK			
43856																						0	601	179	2369	0	59	0	0	0	0	0	251	0	0	0	0	0	0	1279	0	0				
43959																							66	72	1074		76				0	0	860							0	0	0				
44040																							883	2048	13323	154	469				0	0	2715							7208	0	0				
44433																						0	2144	0	3759	425	552				0	0	1063							0	0	0				
44741																						0	1643	743	4761	218	1009	0	0	0	0	0	1366	0	0	0	615	0	0	0	0	0				
44750																							998	1100	7477	256	298				0	0	428							3106	0	1547				
44929																							1237	0	4712	398	518				0	0	369							893	0	1695				
45038																						0	103	397	3217	0	212	0	0	0	0	0	706	0	0	176	0	0	0	1799	0	0				
45047																							541	0	1679	149	195				0	0	943							0	0	0				
45056																						18	199	0	1070	118	136	0	0	0	0	0	735	0	0	0	0	0	0	0	0	0				
45430																						0	664	573	5037	113	246	126	0	0	0	0	351	0	0	0	0	0	0	1538	0	1665	Late fees receivable			
45458																							792	0	2935	126	511	372			0	0	743							889	0	0	Investment in Insurance Agency			
45551																						0	2689	47	24349	550	3658				0	0	6408			119	179			8732	0	2815				
45560																						0	11304	0	63249	12009	19338	5218	0	0	0	0	4947	0	0	0	0	0	0	24207	0	3453	Equity Securities			
45775																						0	679	1091	6204	0	198	0	0	0	0	0	411	0	0	0	0	0	0	3825	0	0				
46053																							2382	0	8939		384				0	0	664							5227	0	282				
46941																							524	0	5160	116	116				0	0	450							1513	0	2557				
47247																						0	2970	0	14353	631	1753	557			0	0	1071	477		73				8559	0	0	Lender Reserve Acct Receivable			
47256																							40	0	145	21	39				0	0	66							0	0	0				
47452																							36	0	343		43				0	0	264							0	0	0				
47500																							2976	0	5102	643	813				0	0	1313							0	0	0				
48057																						0	178	61	2831	171	180	0	0	0	0	0	842	0	0	0	0	0	0	1570	0	0				
48150																						0	248	0	498	0	24	0	0	0	0	0	226	0	0	0	0	0	0	0	0	0				
48374																						0	9638	0	34888	1453	4781	0	0	0	0	0	6625	0	0	0	0	1970	0	3232	7434	3178				
48440																							157	264	3602	47	47				1	0	464							2669	0	0				
49054																						1117	1308	0	3982	0	1485	0	0	0	0	0	1189	0	0	0	0	0	0	0	0	0				
49148																						0	205	0	3399	0	84	0	0	0	0	0	526	0	0	0	0	0	0	2584	0	0				
49241																							7444	2667	32049	611	1230	343			0	0	3784							10616	0	6308	Loan Fees Receivable			
49652																							872	51	6769	38	38				0	0	1205							4603	0	0				
49858																						0	504	18	3232	0	149	0	0	0	0	0	349	0	0	0	0	0	0	2212	0	0				
49951																							351	0	3897	184	288				0	0	1201							2057	0	0				
50144																						0	346	568	4235	0	115	0	0	0	0	0	429	0	0	0	0	0	0	2777	0	0				
50461																							0	1771	2697	35	751	716			0	0	175							0	0	0	Bank Other Assets (Deposit for ESOP Case)			
50872																							2898	0	5425		199				0	0	434							0	0	1894				
51253																						0	1327	2372	18107	0	4761	4213	0	0	0	0	4034	0	0	0	0	0	0	5613	0	0	Prepaid Taxes			
51356																						22	0	0	274	43	65				0	0	209							0	0	0				
51459																							1848	0	7836	154	154				0	0	2118							3716	0	0				
51842																						0	175	3049	9383	385	1270	617			0	0	1558	0	0	0	0	0	0	3331	0	0	Nevada Sub Tax Credit			
52719																						0	6402	75049	126405	0	44954	39841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A/R Trade			
52951																						3	581	169	2767	183	200				0	0	1817							0	0	0				
53033																						0	38992	50523	174915	0	67404	0	0	0	0	0	13391	0	0	0	0	0	55060	4605	0	0				
53051																							5	0	384		80				0	0	299							0	0	0				
53752																						0	47	22	375	0	101	0	0	0	0	0	205	0	0	0	0	0	0	0	0	0				
54049																						0	359	479	5199	148	200	0	0	0	0	0	454	0	0	0	0	0	0	2824	883	0				
54058																							578	61	5296		306	136			0	0	4351							0	0	0	Accrued Income Tax Payable			
54441																						0	126	1006	2680	0	172	0	0	0	0	0	694	0	0	0	0	0	0	682	0	0				
54656																						0	2050	0	16059	124	338	0	0	0	0	0	6781	0	0	0	0	0	0	4756	0	2134				
54973																							60302	0	247711		24338	13653			0	0	16949							146122	0	0	Prepaid Pension Benefit			
55336																						0	1385	0	6846	588	1705	1094	0	0	0	0	912	0	0	0	0	0	0	2844	0	0	net prepaid pension cost			
55635																							216	1715	2864	315	403				0	0	530							0	0	0				
55653																							1190	24	1540		39				0	0	287							0	0	0				
55970																							525	1070	16460	867	1674	742			0	0	1210							8365	0	3616	Affordable Housing			
56258																						0	269	0	1299	0	123	0	0	0	0	0	907	0	0	0	0	0	0	0	0	0				
56351																							9408	1208	47327	2811	5884	1148			0	0	7262			1119				23565	0	0	Invesment Sec Pipeline Receivable			
56548																						0	1282	1499	12850	282	490	191	0	0	0	0	1617	0	0	2	9	0	0	7962	0	0	Bank Card Reserve Accounts			
56557																							12903	7647	92878	3438	4994				0	0	13001							52093	0	2240				
56717																							2036	3869	27500	1242	4045	1860			0	0	1779							11956	0	3815	Fixed Annuity Investments			
57040																						0	212	873	2288	233	233	0	0	0	0	0	970	0	0	0	0	0	0	0	0	0				
57228																							417	1433	7898	128	2326	1930			0	0	604							3118	0	0	Income Tax Receivable			
57451																						0	381	531	7799	146	533	141	163	0	0	0	2048	0	0	0	0	0	0	4306	0	0	Deposit Debit NonPosts	Income Tax Payable		
58177																							994	0	5000	104	108				0	0	358							3540	0	0				
58207																						0	805	1241	9026	282	409	0	0	0	0	0	557	0	0	0	0	0	0	6014	0	0				
58225																						47	578	376	8813	335	611	0	0	0	0	0	720	0	0	110	0	0	0	4441	0	2087				
58243																						0	27987	53043	203358	9291	21208	0	0	0	0	0	10034	3683	0				0	53102	37984	0				
58355																							133	0	440	28	30	2			0	0	76							201	0	0	Lease Deposit			
58551																							0	0	5490	19	500	155	231	78	0	0	1688							2860	0	442	WARRANTS	FHLB STOCK	BANKERS BANCORP STOCK	
58636																						24	973	1716	13257	249	355				0	0	1532							2278	0	6403				
58757																						0	1197	0	2360	0	310	0	0	0	0	0	853	0	0	154	0	0	0	0	0	0				
58971																						0	6858	40781	103166	4828	17050	0	0	0	0	0	16602	0	0	0	0	0	0	21875	0	0				
59316																							2435	7068	51913	2186	2418				0	0	3417							27342	1461	7772				
59352																							118	0	9292		141				0	0	1852							7181	0	0				
59370																							713	904	12272	426	976	410	117		0	0	710			5	18			6262	0	2707	Income Tax Receivable	Other Misc Assets		
59754																							271	0	934	51	51				0	0	91							521	0	0				
60143	0	652473	208984	3369376	0	1066149	574369			0	0	171581	0	0	0	0	0	0	1241838	28351	0		652473																				Pension Plan Assets			
60330																						0	2473	218	19636	1187	2129	0	0	0	0	0	1903	0	0	0	0	0	0	5529	0	7384				
60545																						0	635	53	2323	0	137	0	0	0	0	0	1498	0	0	0	0	0	0	0	0	0				
60554																							181	0	1452		64				0	0	702							505	0	0				
60648																						0	764	1349	9079	348	687	0	0	0	0	0	585	0	0	0	0	0	0	4638	0	1056				
61122																							5204	17893	75993	2022	7844				0	0	3484							41568	0	0				
61355																							2903	0	15609	837	2411				0	0	4166						0	6129	0	0				
61476																						0	2745	535	6754	0	559	328	0	0	0	0	584	0	0	0	0	0	0	2331	0	0	Intercompany Receivable			
61757																							356	813	6361	181	327			109	0	0	469							4396	0	0			DEBIT CARD SETTLEMENT	
61832																						0	1316	1284	11064	321	348	0	0	0	0	0	1280	0	0	0	0	0	0	2281	0	4555				
61953																							226	0	746		95				0	0	425							0	0	0				
62044																							401	174	1230	45	45				0	0	65							545	0	0				
62110																							81	326	934	138	526	350			0	0	1							0	0	0	Receivables & accrued revenue			
62147																						0	102	0	2055	59	229				0	0	252							1472	0	0				
62772																							2988	3299	25085	760	2505				0	0	2385							632	0	13276				
63050																							25	705	5178		111				0	0	1260							3077	0	0				
63069	0	64388	379292	1385277	0	601326	226275	0	0	0	0	121324	0	0	0	0	0	0	93110	125837	0		64388																				Affordable Housing Investment Commitment			
63201																						0	144	977	2334	402	782	265	0	0	0	0	149	0	0	0	0	0	0	282	0	0	Interest on Securities			
63573																						0	4033	2486	8533	320	914	0	0	0	0	0	1100	0	0	0	0	0	0	0	0	0				
63733																						2	3154	993	26414	671	1808	624	315	106	0	0	4635	0	0	89	0	0	0	10740	0	5084	Delayed Payments MBS & SBA	Unposted Deposit Debits	Federal Income Taxes - Receivable current	
63742																						0	288	1631	10467	193	249	0	0	0	0	0	727	0	0	0	0	0	0	7572	0	0				
63751																							27	3	74	15	17	1	1		0	0	27							0	0	0	ANTICIPATED TAXES	VISA/MC/DISCOVER C-I-P		
64150																						0	1065	0	5179	0	135	0	0	0	0	0	931	0	0	0	0	0	0	3048	0	0				
64543																						0	1637	1131	12453	494	1075	400	0	0	0	0	1166	0	0	0	0	0	0	4681	0	2763	FHLB-LENDER RISK ACCT			
