"IDRSSD"	RCFDS483	RCFDS484	RCFDS485	RCFDS486	RCFDS487	RCFDS488	RCFDS489	RCFDS490	RCFDS491	RCFDS492	RCFDS493	RCFDS494	RCFDS495	RCFDS496	RCFDS497	RCFDS498	RCFDS499	RCFDS500	RCFDS503	RCFDS504	RCFDS505	RCFDS506	RCFDS507	RCFDS510	RCFDS511	RCFDS512	RCFDS513	RCFDS514	RCFDS515	RCFDS516	RCFDS517	RCFDS518	RCFDS519	RCFDS520	RCFDS521	RCFDS522	RCFDS523	RCFDS524	RCFDS525	RCFDS526	RCFDS527	RCFDS528	RCFDS529	RCFDS530	RCFDS531	RCFDS539	RCFDS540	RCFDS541	RCFDS542	RCFDS543	RCFDS544	RCFDS545	RCFDS546	RCFDS547	RCFDS548	RCFDS549	RCFDS550	RCFDS551	RCFDS552	RCFDS554	RCFDS555	RCFDS556	RCFDS557	RCFDS558	RCFDS559	RCFDS560	RCFDS561	RCFDS562	RCFDS563	RCFDS564	RCFDS565	RCFDS566	RCFDS567	RCFDS568	RCFDS569	RCFDS570	RCFDS571	RCFDS572	RCFDS573	RCFDS574	RCFDS575	RCFDS576	RCFDS577	RCFDS578	RCFDS579	RCFDS580	RCFDS581	RCFDS582	RCFDS583	RCFDS584	RCFDS585	RCFDS586	RCFDS587	RCFDS588	RCFDS589	RCFDS590	RCFDS591	RCFDS592	RCFDS593	RCFDS594	RCFDS595	RCFDS596	RCFDS597	RCFDS598	RCFDS599	RCFDS600	RCFDS601	RCFDS602	RCFDS603	RCFDS604	RCFDS605	RCFDS606	RCFDS607	RCFDS608	RCFDS609	RCFDS610	RCFDS611	RCFDS612	RCFDS613	RCFDS614	RCFDS615	RCFDS616	RCFDS617	RCFDS618	RCFDS619	RCFDS620	RCFDS621	RCFDS622	RCFDS623	RCON2170	RCON3123	RCON3128	RCONA222	RCONB704	RCOND957	RCOND958	RCOND959	RCOND960	RCOND961	RCOND962	RCOND963	RCOND964	RCOND965	RCOND967	RCOND968	RCOND969	RCOND970	RCOND971	RCOND972	RCOND973	RCOND974	RCOND976	RCOND977	RCOND978	RCOND979	RCOND980	RCOND981	RCOND982	RCOND983	RCOND984	RCOND985	RCOND987	RCOND988	RCOND989	RCOND990	RCOND991	RCOND992	RCOND993	RCOND994	RCOND995	RCOND996	RCOND997	RCOND998	RCOND999	RCONG603	RCONG604	RCONG605	RCONG606	RCONG607	RCONG608	RCONG609	RCONG610	RCONG611	RCONG612	RCONG613	RCONG614	RCONG615	RCONG616	RCONG617	RCONG618	RCONG619	RCONG620	RCONG621	RCONG622	RCONG623	RCONG624	RCONG625	RCONG626	RCONG627	RCONG628	RCONG629	RCONG630	RCONG631	RCONG632	RCONG633	RCONG634	RCONG635	RCONG636	RCONG637	RCONG641	RCONG642	RCONH171	RCONH172	RCONH173	RCONH174	RCONH175	RCONH176	RCONH177	RCONH178	RCONH179	RCONH180	RCONH181	RCONH182	RCONH185	RCONH186	RCONH187	RCONH188	RCONH191	RCONH193	RCONH194	RCONH195	RCONH196	RCONH197	RCONH198	RCONH199	RCONH200	RCONH271	RCONH272	RCONH273	RCONH274	
1669																																																																																																																																		332878	3173																																																																																																														
1856																																																																																																																																		91574	282																																																																																																														
2161																																																																																																																																		266600	1993	0	0	171239	50149	8325	41824	0	0	0	0	0	0	0	8041	408	0	27172	0	27172	0	0	0	0	0	0	14947	0	0	0	14947	8325	77037	54168	128748	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3376	1688	1688	0	0	0	11226	77037	54168	128748	0	15407	27084	128748	171239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2732																																																																																																																																		686145	5040																																																																																																														
2750																																																																																																																																		64183	426	0	0	48212																																																																												48212																															
3252																																																																																																																																		237107	4529	0	2902	130193																																																																												127291																															
3458																																																																																																																																		63666	546	0	0	46613																																																																												46613																															
3720																																																																																																																																		311894	1713																																																																																																														
3971																																																																																																																																		840765	6666	0	0	683847																																																																												683847																															
4156																																																																																																																																		264210	2557																																																																																																														
4231																																																																																																																																		130312	761																																																																																																														
5069																																																																																																																																		412451	7158	0	3843	331882																																																																												328039																															
5135																																																																																																																																		545033	4835																																																																																																														
5210																																																																																																																																		2489219	19200	0	0	1701480																																																																												1701480																															
5461																																																																																																																																		755920	6505																																																																																																														
5751																																																																																																																																		229826	2421																																																																																																														
6039																																																																																																																																		340617	3827																																																																																																														
6329																																																																																																																																		1158039	15817	0	5867	796050	178557	165624	12933	0	0	0	0	0	0	0	53875	537	0	2	0	2	0	0	0	0	0	0	57382	417	1152	0	51971	267816	67962	153375	669305	440	440	0	0	0	440	5001	2501	0	0	0	2501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12358	6179	0	0	594	5585	267816	67962	157267	684938	0	13592	78634	684938	790183	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7009																																																																																																																																		945036	0	0	0	425831																																																																												425831																															
7045																																																																																																																																		238715	1081																																																																																																														
7072																																																																																																																																		351483	2848	0	0	237795																																																																												237795																															
7456																																																																																																																																		108493	885	0	0	77963																																																																												77963																															
7634																																																																																																																																		77661	1216																																																																																																														
8033																																																																																																																																		344216	1705																																																																																																														
8462																																																																																																																																		178076	1887																																																																																																														
8631																																																																																																																																		65613	410																																																																																																														
9357																																																																																																																																		971866	4792																																																																																																														
9553																																																																																																																																		202284	1211																																																																																																														
9807																																																																																																																																		2546314	31585	0	6969	2029310	338982	319647	19335	0	0	0	0	0	0	70409	267393	11596	9531	0	0	0	0	0	0	0	0	0	183929	3968	1607	0	80979	494499	288335	237167	1346421	12815	12815	0	0	0	12815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	233177	116589	0	0	0	116589	529731	288335	237267	1507164	0	57667	118634	1507164	2022341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9955																																																																																																																																		179423	1844																																																																																																														
10250																																																																																																																																		565333	4751	0	894	308628																																																																												307734																															
10849																																																																																																																																		258376	2031																																																																																																														
11145																																																																																																																																		347424	2650	2650	80	205546	78492	74298	4194	0	0	0	0	0	0	5902	9900	6804	2875	0	0	0	0	0	0	0	0	0	16376	7	1350	343	11567	100699	16956	62798	165692	100	100	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100699	16956	62798	167231	0	3391	31399	167231	202816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
11640																																																																																																																																		362343	3199																																																																																																														
11837																																																																																																																																		112958	826	0	66	60823																																																																												60757																															
12030																																																																																																																																		453964	11803	0	8003	303981	64695	45429	19254	12	1163	357		806		32791				6948		6948							20230		371		19859	82192	72953	69145	241317	2075	2075				2075																									16908	8454				8454				254764					295978																															
12142																																																																																																																																		262917	1655																																																																																																														
12311	108020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2080875	753997	191463	0	0	0	0	0	0	0	0	191213	191213	190675	0	0	0	0	331	0	0	5283320	1056664	0	0	0	1055941	723	5398	17146031	0	1865467	0	0	290079	0	1575388	0	876537	0	876537	0	0	0	0	0	876537	0	0	760118	191463	0	0	0	0	0	0	17531	0	0	1140177	478658	0	0	0	0	0	0	88539502	0	11236262	11394955	8040793	2523670	183419	0	0	0	0	44820	500820	241341	432444	0	0	0	0	0	1092952	669913	0	3655832	22920602	5039382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16666	7901	0																			0	0	0	0																																																																																										
12647																																																																																																																																		184116	1073	0	0	118360																																																																												118360																															
12656																																																																																																																																		19092	190	0	52	11023																																																																												10971																															
12946																																																																																																																																		1797327	20864	0	3739	1369982																																																																												1366243																															
13103																																																																																																																																		2745813	18198	0	0	2313705	135015	113642	21373	0	0	0	0	0	0	115	178400	2056	73277	0	0	0	0	0	0	0	0	0	107790	0	5274	0	71797	316738	221359	765658	1243230	1622	1622	0	0	0	1622	293	147	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	279649	139825	0	0	53631	86195	316738	221359	819687	1348419	0	44272	409844	1348419	2313705	3780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13251																																																																																																																																		53976	574	0	89	38816																																																																												38727																															
13457																																																																																																																																		25039	96																																																																																																														
14155																																																																																																																																		257860	3457																																																																																																														
14650																																																																																																																																		45812	845																																																																																																														
14753																																																																																																																																		52929	530																																																																																																														
14865																																																																																																																																		692812	5012																																																																																																														
14977																																																																																																																																		51220	549	0	25	41762	7822	309	7513	0	0	0	0	0	0	0	0	0	0	1401	0	1401	0	0	0	0	0	0	2537	0	214	0	2323	309	9128	7975	34357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	309	9128	7975	35948	0	1826	3988	35948	41737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
16551																																																																																																																																		378337	3517																																																																																																														
16748																																																																																																																																		88538	653																																																																																																														
17110																																																																																																																																		176428	279	0	0	155985	25598	182	25416	0	100	100	0	0	0	0	0	0	78826	0	0	0	0	0	0	0	0	0	5734	0	0	0	5734	282	25416	760	147956	0	0	0	0	0	0	5132	2566	0	0	0	2566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	282	25416	760	150522	0	5083	380	150522	155985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
17147																																																																																																																																		13715687	126726	0	1298	10034206	433938	64746	369192	0	1109126	36140	727389	344097	1500	57824	1007361	653703	4031	0	0	0	0	0	0	0	0	0	1231523	0	37448	7566	501895	1060094	2141390	2416032	7282078	5734	5734	0	0	0	5734	25960	12980	0	0	0	12980	214	43	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	961415	480708	0	0	1286	479421	1060094	2340218	2417864	8080872	0	468044	1208932	8080872	10032908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
17259																																																																																																																																		62278	179																																																																																																														
17950																																																																																																																																		678663	5285	0	1113	344668																																																																												343555																															
17978																																																																																																																																		307648	1440	0	0	116529																																																																												116529																															
18050																																																																																																																																		684369	6051	0	968	406591																																																																												405623																															
18827																																																																																																																																		1693391	11087																																																																																																														
18836																																																																																																																																		173150	1480																																																																																																														
18854																																																																																																																																		972436	11131	0	1045	806907	84102	77618	6484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18571	853	640	149	16885	155612	12580	39264	760816	136	136	85	0	0	51	240	120	55	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	884	884	0	0	0	884	0	0	0	0	0	0	155752	12580	39264	761816	0	2516	19632	761816	805862	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19356																																																																																																																																		91630	819																																																																																																														
19936																																																																																																																																		382857	4136	0	1534	208158																																																																												206624																															
19972																																																																																																																																		110954	400	0	0	40455																																																																												40455																															
20053																																																																																																																																		133752	1440																																																																																																														
20633																																																																																																																																		322668	3878																																																																																																														
20857																																																																																																																																		148662	1253	0	18	98849																																																																												98831																															
21256																																																																																																																																		10804	66																																																																																																														
21359																																																																																																																																		61349	408	0	0	34119																																																																												34119																															
21658																																																																																																																																		196474	2088																																																																																																														
22048																																																																																																																																		244196	2248	0	0	197151																																																																												197151																															
22543																																																																																																																																		306749	1645																																																																																																														
22552																																																																																																																																		108830	1058																																																																																																														
22730																																																																																																																																		214342	1395	0	0	126705																																																																												126705																															
23456																																																																																																																																		248483	2146	0	174	157839																																																																												157665																															
