"IDRSSD"	RCFD1578	RCFD1752	RCFD2148	RCFD2160	RCFD2166	RCFD2168	RCFD3549	RCFD3550	RCFD3551	RCFDB556	RCFDC010	RCFDFT33	RCFDFT34	RCFDFT35	RCFDHT80	RCFDJ448	RCFDK201	RCFDK202	RCFDK270	RCON1578	RCON1752	RCON2148	RCON2160	RCON2166	RCON2168	RCON3549	RCON3550	RCON3551	RCONB556	RCONC010	RCONFT33	RCONFT34	RCONFT35	RCONHT80	RCONJ448	RCONK201	RCONK202	RCONK270	TEXT3549	TEXT3550	TEXT3551	
7045																				1	759	32	2431	276	483	0	0	0	1157	0	0	0	0	0	0	0	0	0				
7072																				0	2969	2222	13668	341	3752	2692	370	0	1062	0	0	0	0	0	0	3663	0	0	Deferred Compensation	Deferred Commissions		
7456																				0	455	0	3488	0	222	132	0	0	1177	0	0	0	0	0	0	1634	0	0	Health Insurance			
7634																				0	103	0	770	0	198	122	0	0	469	0	0	0	0	0	0	0	0	0	Late fees receivable			
8033																				0	1741	500	5655	122	214	62	0	0	1729	0	30	0	0	0	0	1471	0	0	All Other Assets			
8462																				0	21	0	1097	0	24	0	0	0	1052	0	0	0	0	0	0	0	0	0				
8631																				0	336	191	3155	39	39	0	0	0	184	0	0	0	0	0	0	2405	0	0				
9357																				0	3579	0	5935	256	1016	0	0	0	1340	0	0	0	0	0	0	0	0	0				
9553																				0	2088	0	7232	205	413	208	0	0	2065	0	0	0	0	0	0	1733	0	933	Nebraska Fund XV Investment			
9807																					5584	0	136602		1155		478		7155					0		35216	87492	0		REVERSE MORTGAGE MIP		
9955																				0	1147	30	2390	60	63	0	0	0	1150	0	0	0	0	0	0	0	0	0				
10250																				0	1036	0	3675	549	676	0	0	0	1638	0	113	0	0	0	0	325	0	0				
10849																				0	548	1244	3262	360	467	0	0	0	1003	0	0	0	0	0	0	0	0	0				
11145																					1350	510	9671	933	1895		961		823					0		2495	0	2598	Brownfield	Great Lakes Capital Fund		
11640																				0	4815	616	21184	488	1926	0	0	0	3173	0	0	0	0	0	0	10654	0	0				
11837																				0	100	507	1102	0	43	0	0	0	452	0	0	0	0	0	0	0	0	0				
12030																				0	6904	2395	13770	138	1274	367	0	0	2670	0	0	0	0	0	0	527	0	0	RECLASSED NSF			
12142																				0	702	761	8628	100	579	0	0	0	1286	0	40	0	0	0	0	2777	0	2523				
12179																				0	729	0	2945	60	60	0	0	0	85	0	0	0	0	0	0	1387	0	684				
12311		426333	42083	4528459		1279338	513744			315033					0		571739	849597	1044336																				Income Tax Receivable			
12647																				0	154	0	1130	252	286	0	0	0	690	0	0	0	0	0	0	0	0	0				
12656																				0	29	11	196	41	41	0	0	0	115	0	0	0	0	0	0	0	0	0				
12946																					6986	4312	35627	902	1364				8080					0		3276	11609	0		0		
13103																					4795	372	29496	2103	6963				5554					0		11812	0	0				
13251																				0	483	0	1284	46	112	0	0	0	235	0	66	0	0	0	0	454	0	0				
13457																				0	0	11	1509	0	21	0	0	0	279	0	0	0	0	0	0	1198	0	0				
14155																				0	1030	0	8117	226	239	0	0	0	2177	0	0	0	0	0	0	4671	0	0				
14650																				0	47	196	2115	112	147	0	0	0	211	0	0	0	0	0	0	1514	0	0				
14753																				0	169	0	871	0	34	0	0	0	668	0	0	0	0	0	0	0	0	0				
14865																				0	688	932	15088	770	1112	0	0	0	4753	0	0	0	0	0	0	5857	0	1746				
14977																				0	210	91	930	42	42	0	0	0	587	0	0	0	0	0	0	0	0	0				
16551																				17	1394	0	8239	170	497	0	0	0	1631	0	245	0	0	0	0	4717	0	0				
16748																				0	209	172	2808	0	134	0	0	0	414	0	0	0	0	0	0	1879	0	0				
17110																				0	219	0	2972	0	2538	1365	0	0	215	0	0	0	0	0	0	0	0	0	INVESTMENT ADVISORY/TRUSTEE FEES RECEIVABLE			
17147																				0	24592	12381	358721	14151	51213	0	0	0	45132	25059	0	0	0	0	0	108364	97826	19213				
17259																				0	262	0	2651	119	138	0	0	0	319	0	0	0	0	0	0	1932	0	0		0		
17950																				0	1320	0	6145	196	207	0	0	0	3798	0	5	0	0	0	0	0	0	820				
17978																				0	3355	758	5524	61	174	60	45	0	1237	0	0	8	0	0	0	0	0	0	Accrued Late Charges Receivable	Prepaid Federal Income Taxes		
18050																				0	527	0	10247	1423	2155	0	0	0	2733	0	0	0	0	0	0	4832	0	0				
18135																				0	341	0	6773	0	493	0	0	0	433	0	0	0	0	0	0	5506	0	0				
18827																				0	6387	737	45948	4601	7947	0	0	0	6505	0	0	0	0	0	0	8879	0	15493				
18836																				0	434	510	6281	0	797	454	0	0	563	0	0	0	0	0	0	3977	0	0	DEFERRED DIRECTOR FEES			
18854																					1069	0	7473	839	2134	1098			4270					0		0	0	0	Deferred Tax Assets			
19356																				0	391	0	3612	0	142	0	0	0	404	0	0	0	0	0	0	2675	0	0				
19936																				0	629	247	9145	258	790	204	303	0	1426	0	0	0	0	0	0	6053	0	0	ATM Network Prefunded Deposit	Principal Payment in Progress - CMO AFS		
19972																				0	33	343	3777	0	72	0	0	0	223	0	0	0	0	0	0	3106	0	0				
20053																				0	123	476	2513	136	136	0	0	0	594	0	0	0	0	0	0	1184	0	0				
20633																				0	982	668	10916	461	936	0	0	0	781	0	0	0	0	0	0	7549	0	0				
20857																				0	1135	0	3019	55	63	0	0	0	1821	0	0	0	0	0	0	0	0	0				
21256																				0	56	0	420	5	5	0	0	0	28	0	0	0	0	0	0	331	0	0				
21359																				0	320	0	1241	46	126	80	0	0	641	0	0	0	0	0	0	154	0	0	CASH HELD IN ESCROW - LOAN SETTLEMENT			
21658																					516	200	5074	163	172				746					0		2882	0	558				
22048																				0	1095	0	8476	234	1863	1176	0	0	999	0	0	0	0	0	0	4519	0	0	Zach McClendon Irrevocable Trist			
22543																				0	491	0	1960	329	814	0	0	0	655	0	0	0	0	0	0	0	0	0	Investment State Savings Bank RE LLC 300			
22552																				0	876	0	2237	96	106	0	0	0	1255	0	0	0	0	0	0	0	0	0				
22730																				0	339	0	4497	116	117	0	0	0	776	0	0	0	0	0	0	3265	0	0				
23456																				2	678	0	2213	114	155	0	0	0	1380	0	0	0	0	0	0	0	0	0	Stadium Builder			
23504																				0	24104	13388	175006	13000	34296	0	0	0	12397	11919	0	0	0	0	0	46051	32571	12199				
23643																				0	1229	0	6910	0	201	0	0	0	986	0	0	0	0	0	0	1927	0	2567				
23755																				0	491	0	3918	233	237	0	0	0	562	0	0	0	0	0	0	2628	0	0				
24006																					6287	1942	45323	1019	8094		3777		4710			3061		0		20790	0	3500	ACCOUNTS RECEIVABLE	DEFINED BENEFIT POST-RETIREMENT PLAN		
24378																				0	433	160	897	0	146	0	0	0	158	0	0	0	0	0	0	0	0	0				
24453																				0	1307	1047	3712	250	501	0	0	0	857	0	0	193	0	0	0	0	0	0				
24659																				0	5	0	452	0	0	0	0	0	447	0	0	0	0	0	0	0	0	0				
24668																					9124	1422	19988	736	1771	738			7671					0		0	0	0	Investments in SBIC's			
24949																				0	1258	2937	16279	388	958	413	0	0	1298	0	0	0	0	0	0	9828	0	0	Tax Receivable			
25357																				0	3400	0	8847	263	292	0	0	0	5155	0	0	0	0	0	0	0	0	0				
25647																					175	2215	3286	112	231				665			108		0		0	0	0				
26176																				0	2916	2663	10438	198	583	0	0	0	1203	0	0	0	0	0	0	0	0	3073				
26457																				0	0	7	808	0	517	0	0	0	284	0	0	497	0	0	0	0	0	0	DDA nonpost	US T-Note redeemed but not paid		
26765																					9144	0	85235	2347	6538				4967					0		45341	0	19245				
27070																				0	1646	0	9285	446	682	0	0	0	1422	0	129	0	0	0	0	5535	0	0				
27548																					688	0	23543	1436	8880	1282	628	5000	3006			477		0		10969	0	0	Unposted CD/DDA	Low income tax community investment	SBA Fund	
27614																				0	1730	172	12496	304	1144	449	0	0	1438	0	0	0	0	0	0	8012	0	0	FiServ ATM Receivable			
27847																				6	2154	0	17720	1206	1376	0	0	0	3352	0	108	45	0	0	0	5067	1011	4760				
28013																					34426	19314	234455		10660	3196	4637		14116					0		94633	0	61306	federal, state, and local taxes	items in transit		
28152																					577	0	5218	163	512				859	349				0		3270	0	0				
28675																					1244	0	1931	116	153				534					0		0	0	0				
28732																				0	262	454	2468	0	170	0	0	0	328	0	0	0	0	0	0	1254	0	0				
29476																				0	604	0	3768	0	112	0	0	0	1327	0	0	0	0	0	0	1725	0	0				
29636																					2782	2681	38264	1674	2695				4400					0		18904	881	5921				
29878																					3517	8256	21701	211	4386	80	1282	2813	5542					0		0	0	0	Seat License	Debit Escrow	Additional Minimum Liability Pension	
30052																				0	117	0	265	0	67	0	0	0	81	0	0	0	0	0	0	0	0	0				
30502																				0	922	0	8188	1249	4193	0	0	0	3073	0	0	0	0	0	0	0	0	0				
30650																				0	379	0	902	85	162	0	0	0	361	0	0	0	0	0	0	0	0	0				
30810		4250	587379	1658251	31971	76573				990049					0		0	0	0																							
31134																					139	0	2718	307	780				965					0		834	0	0				
31255																				0	2790	0	19545	1116	2243	0	0	0	3323	0	0	0	0	0	0	9268	0	1921				
31657																				0	320	0	4839	0	98	0	0	0	651	0	0	0	0	0	0	0	0	3770		Late Fees		
31826																					1136	451	8979	243	1729				1065					0		4598	0	0				
31835																				0	1877	1717	16693	448	458	0	0	0	1406	0	0	0	0	0	0	11235	0	0				
32234																				0	1622	12	3045	91	155	40	0	0	1256	0	0	0	0	0	0	0	0	0	Outgoing RBP-CDARS			
32766																				0	24	19	251	0	25	0	0	0	183	0	0	0	0	0	0	0	0	0				
32971																				0	1362	375	12601	751	1364	0	0	0	1142	0	0	0	0	0	0	8358	0	0				
33147																				0	2771	0	7918	399	1170	351	0	0	1964	0	0	0	0	0	0	1138	0	875	Other Investments - Annuities			
33259																				0	1356	2548	18575	0	12205	5637	0	0	2466	0	0	0	0	0	0	0	0	0	Fed Income Tax Paid			
33268																				18	0	0	3871	109	127				984					0		2760	0	0				
33370																				0	463	93	730	0	79	0	0	0	95	0	0	0	0	0	0	0	0	0				
33839																				0	47	0	339	15	15	0	0	0	277	0	0	0	0	0	0	0	0	0				
33857																					2697	0	13473	5532	5697				5079					0		0	0	0				
34425																				13	6996	1107	34010	1189	3207	1265	0	0	3189	0	0	0	0	0	0	19511	0	0	VCDC FUNDS			
34434																				13	1016	0	5156	624	870	0	0	0	1169	0	17	82	0	0	0	2101	0	0				
34537																					37655	18175	226796	7275	21212	7828			24521			5971		0		118571	0	6662	Deferred Directors Compensation			
34555																				0	4026	0	14342	262	564	112	0	0	2630	0	166	1	0	0	0	7122	0	0	Funds Advances for Card Settlement			
34742																				0	2703	638	14393	776	2403	0	0	0	1140	0	0	0	0	0	0	7509	0	0				
35057																				0	1037	0	4656	125	553	199	145	0	995	0	0	0	0	0	0	1372	0	699	ATM Daily Settlement	Other Assets		
35301	0	584000	65000	35748000	0	31278000	17397000	8500000	0	455000	0	0	0	0	0	0	577000	2789000	0		582000																		Collateral deposits, net	Non Cash Securities Lending		
35570																				0	294155	106020	754795	0	59082	18902	32442	0	80506	0	0	0	0	0	0	194988	0	20044	Income tax receivable	Collateral posted for derivative contracts		
35646																				0	1032	50	4043	0	64	0	0	0	243	0	0	0	0	0	0	1918	0	736				
35879																				0	1347	229	8295	192	243	0	0	0	692	0	0	0	0	0	0	5784	0	0				
36456																				0	287	306	4845	267	344	0	0	0	1847	0	0	0	0	0	0	2061	0	0				
36933																				0	144	230	2044	282	399	0	0	0	717	0	0	0	0	0	0	554	0	0				
37051																				0	102	19	1278	0	154	0	0	0	493	0	0	0	0	0	0	510	0	0				
37341																				0	141	0	1564	0	52	0	0	0	311	0	0	0	0	0	0	1060	0	0				
37435																				4	1251	0	7902	1368	2108				4543					0		0	0	0				
37640																				0	13048	0	99836	0	13426	5992	0	0	16200	0	0	0	0	0	0	37840	0	19322	Investments in Affordable Housing			
37659																				0	44	0	1368	8	42	0	0	0	445	0	0	0	0	0	0	837	0	0				
37949																				0	121	0	8599	0	148	0	0	0	2048	0	0	0	0	0	0	6282	0	0				
38740																				0	853	63	6748	0	365	0	0	0	691	0	0	0	0	0	0	4776	0	0				
39327																				0	0	0	15037	405	892	260	0	0	1365	0	168	0	0	0	0	12542	238	0	Other Deposits			
39756																					694	0	12912	837	1043				3960					0		3648	0	3567	0			
40033																				0	309	0	3809	136	659	523	0	0	267	0	0	0	0	0	0	849	0	1725	Deferred Comp			
40499																					16231	4983	126582		47898	14806			10326					0		39686	2009	5449	DEFERRED COMPENSATION PLAN			
40855																				0	736	0	1700	47	47	0	0	0	917	0	0	0	0	0	0	0	0	0				
41245																				0	46	183	1552	0	36	0	0	0	252	0	0	0	0	0	0	522	0	513				
41553																				0	342	0	2911	31	31	0	0	0	859	0	0	0	0	0	0	1679	0	0				
41629																				0	563	363	5655	0	3195	2304	0	0	1120	0	0	0	0	0	0	414	0	0	Low Income Housing Investment			
41825																					392	911	8582	329	1041				1350		119			0		3065	0	1823	Other Assets	Health Insurance Reserve		
41937																				0	60	0	2012	0	54	0	0	0	488	0	0	0	0	0	0	1410	0	0				
41955																				0	197	0	773	0	161	0	0	0	415	0	0	0	0	0	0	0	0	0				
42037																				0	0	160	2809	0	111	0	0	0	414	0	0	0	0	0	0	1868	0	256				
42354																				0	99	0	5719	313	444	130	0	0	838	0	0	0	0	0	0	4338	0	0	ATM Settlement Reserve			
42372																				0	641	1085	9460	135	335	163	0	0	1400	0	0	0	0	0	0	5999	0	0	SBA & FHLMC DUE			
42420																				319	29568	17791	340116	10533	50928				23195	19529				0		134830	76263	7541				
42448																				0	8683	4079	33772	2176	11254	0	0	0	9756	0	0	0	0	0	0	0	0	0				
42457																				0	687	0	1282	140	146	0	0	0	449	0	0	0	0	0	0	0	0	0				
43052																				0	332	125	4888	0	275	123	0	0	360	0	0	0	0	0	0	3796	0	0	Income Tax Receivable	Unrealized Tax Affect AFS		
43351																				0	0	0	6947	158	2220	462	0	0	2396	0	246	0	0	0	0	1100	1231	0	FHLB STOCK			
43856																				0	919	145	2755	0	59	0	0	0	271	0	0	0	0	0	0	1361	0	0				
43959																				0	231	0	1218	101	133	0	0	0	854	0	0	0	0	0	0	0	0	0				
44040																				0	1603	755	12962	220	619	0	0	0	3367	0	0	0	0	0	0	6618	0	0				
44433																					3143	961	5906	387	652				1150					0		0	0	0				
44741																				0	1643	426	4207	287	370	0	0	0	1768	0	0	0	0	0	0	0	0	0				
44750																				0	995	597	7197	0	144	0	0	0	565	0	0	0	0	0	0	3267	0	1629				
44929																					1237	0	4615	302	453				403					0		845	0	1677				
45038																				0	99	488	3535	0	388	0	0	0	665	0	216	0	0	0	0	1895	0	0				
45047																				0	552	0	2012	169	221	0	0	0	1239	0	0	0	0	0	0	0	0	0				
45056																				21	207	0	1289	125	146	0	0	0	936	0	0	0	0	0	0	0	0	0				
45430																				0	664	536	4890	142	293	0	0	0	338	0	0	0	0	0	0	1197	0	1862				
45458																				0	740	0	3613	247	360	0	0	0	1248	0	0	0	0	0	0	1252	13	0				
45551																				0	2985	0	26161	801	2834	1855	0	0	8587	0	44	111	0	0	0	8834	0	2921	EFA Vendor Commissions			
45560																					18296	0	70290	14683	17757				5923					0		24647	0	3667				
45775																				0	519	692	5899	0	246	0	0	0	441	0	0	0	0	0	0	4001	0	0				
46053																				0	2679	0	9772	280	447	151	0	0	835	0	0	0	0	0	0	5512	0	299	Passport Prefunded Transactions			
46941																				0	527	0	5539	0	157	0	0	0	587	0	0	0	0	0	0	1589	0	2679				
47247																					3195	0	16359	466	2556	1147			1525	437	124			0		9083	0	0	Lender Reserve Acct Receivable			
47256																				0	58	48	273	39	67	0	0	0	100	0	0	0	0	0	0	0	0	0				
47452																				0	36	0	335	0	18	0	0	0	281	0	0	0	0	0	0	0	0	0				
47500																				0	2025	0	3962	534	615	0	0	0	1322	0	0	0	0	0	0	0	0	0				
48057																				5	235	80	3246	107	112	0	0	0	1141	0	0	0	0	0	0	1678	0	0				
48150																				0	250	0	521	0	17	0	0	0	254	0	0	0	0	0	0	0	0	0				
48374																				0	10197	0	38883	1434	5076	0	0	0	9215	0	0	0	2076	0	0	5668	7658	1069				
48440																				0	223	40	3665	0	21	0	0	0	589	0	0	0	0	0	0	2792	0	0				
49054																				924	1256	0	4132	0	1569	0	0	0	1307	0	0	0	0	0	0	0	0	0				
49148																				0	199	0	3567	0	58	0	0	0	632	0	0	0	0	0	0	2678	0	0				
49241																				371	8548	2061	38689	842	2107	467	0	0	4070	0	0	0	0	0	0	15314	0	6589	Loan Fees Receivable			
49652																				0	584	71	6836	31	47	0	0	0	1303	0	0	0	0	0	0	4831	0	0				
49858																				0	1031	2	4142	0	370	118	0	0	415	0	0	0	0	0	0	2324	0	0	PREPAID SERVICE CONTRACTS			
49951																				0	305	0	4586	0	129	0	0	0	1976	0	0	0	0	0	0	2176	0	0				
50144																				0	346	395	4364	0	111	0	0	0	451	0	0	0	0	0	0	3061	0	0				
50461																					0	1352	1637	40	50				235					0		0	0	0				
50872																				0	2898	0	5497	0	74	0	0	0	526	0	0	0	0	0	0	0	0	1999				
51253																				0	1593	0	11545	653	1106	0	0	0	3682	0	0	355	0	0	0	5164	0	0				
51356																					0	0	282	44	44				238					0		0	0	0				
51459																				479	2102	0	9411	175	657	3	0	0	2143	0	0	0	0	0	0	4509	0	0	CDARS Outgoing RBP			
51842																					204	3802	10406	519	679				2205					0		3516	0	0				
52719																				0	6402	37918	91702	0	47382	0	0	0	0	0	0	41248	0	0	0	0	0	0				
52951																				51	617	599	3639	150	267	42	0	0	2156	0	0	0	0	0	0	0	0	0	State Income Tax Receivable			
53051																				0	5	0	385	0	64	0	0	0	316	0	0	0	0	0	0	0	0	0				
53752																				109	47	42	551	0	200	0	0	0	262	0	0	0	0	0	0	0	0	0				
54058																					603	37	5294		184				4470					0		0	0	0				
54656																				0	3505	0	32699	0	10293	10003	0	0	7751	0	0	0	0	0	0	7395	0	3755	FIT Receivable			
54973																					79918	0	275119		22919	11242			20675					0		151607	0	0	Prepaid Pension Benefit			
55336																				0	2071	0	7905	608	1894	1273	0	0	1008	0	0	0	0	0	0	2932	0	0	net prepaid pension obligation			
55635																				0	258	429	1336	228	274	0	0	0	375	0	0	0	0	0	0	0	0	0				
55653																				0	189	16	608	0	18	0	0	0	385	0	0	0	0	0	0	0	0	0				
55970																				0	547	853	17001	892	1310	0	0	0	1537	0	0	0	0	0	0	8911	0	3843				
56258																				0	8	0	1270	104	123	0	0	0	1139	0	0	0	0	0	0	0	0	0				
56351																					9086	1802	61281	3956	8270	2146			8498					0		33625	0	0	Invest Sec receivable			
56548																				0	1482	1581	13378	211	455	196	0	0	1474	0	0	0	0	0	0	8386	0	0	Bank Card Reserves			
56717																				0	2864	2466	31274	0	5881	1973	0	0	2282	0	0	0	0	0	0	13762	0	4019	FIXED ANNUITY INVESTMENTS			
57040																				0	223	404	1914	244	244	0	0	0	1043	0	0	0	0	0	0	0	0	0				
57451																				0	386	426	7856	218	343	0	0	0	1901	0	0	0	0	0	0	4800	0	0				
58225																				47	644	269	9165	376	534	0	0	0	1071	0	106	0	0	0	0	4564	0	2083				
58243																					19704	27868	187837	9468	30381				14494	11472		7450		0		56161	39229	0				
58355																				0	117	0	275	63	65	0	0	0	93	0	0	0	0	0	0	0	0	0				
58551																				0	0	0	5748	11	469	134	226	78	2026	0	0	0	0	0	0	2788	0	465	WARRANTS	FHLB STOCK	BANKERS BANCORP STOCK	
58636																				0	1462	1074	14169	295	1117	728	0	0	1923	0	0	0	0	0	0	2118	0	6475	PROPERTY PURCHASED FOR CUSTOMER RELATIONS			
58757																				0	1772	423	6428	0	517	351	0	0	1715	0	0	0	0	0	0	2001	0	0	Income Tax Receivable			
58971																					7912	21422	89310		27900	10014			23745					0		8331	0	0	Pension Asset			
59316																					3155	4168	54295	4243	4653				3979					0		28630	1522	8188				
59352																					118	0	9468	179	187				2038					0		7125	0	0				
59370																				5	625	460	11898	367	544	0	12	13	909	0	68	79	0	0	0	6557	0	2803	prepaid deposit insurance	income tax receivable	other assets	
59754																				0	270	0	893	0	41	0	0	0	78	0	0	0	0	0	0	504	0	0				
60143		738000	98000	3582000		1179000	581000			242000					0		1297000	28000	0		738000																		Pension plan assets			
60330																				0	1830	311	20896	1919	2851	0	0	0	2368	0	0	0	0	0	0	5838	0	7698				
60545																				120	1254	34	3260	0	158	0	0	0	1814	0	0	0	0	0	0	0	0	0				
60554																				0	217	0	1700	0	48	0	0	0	894	0	0	0	0	0	0	541	0	0				
60648																				0	764	929	9612	606	974	0	0	0	713	0	0	0	0	0	0	5140	0	1092				
61122																				16	4415	5402	79272	1699	21434	2594			4113					0		43908	0	0	Lease Operating Asset			
61355																				0	2179	10	18030	832	4117	1443	0	0	5098	0	0	0	0	0	0	6626	0	0	ANNUITY			
61476																				0	5172	0	18217	549	799	0	0	0	1638	0	0	0	0	0	0	10608	0	0				
61757																					1302	516	6696	298	421			109	808					0		3649	0	0			Debit Card Settlement	
61832																				0	1209	89	12747	337	517	0	0	0	1345	0	0	0	0	0	0	4835	0	4752				
61953																				0	246	0	787	0	78	0	0	0	463	0	0	0	0	0	0	0	0	0				
62044																				0	401	156	1270	63	64	0	0	0	69	0	0	0	0	0	1	580	0	0				
62110																				0	126	256	570	0	165	0	0	0	23	0	0	0	0	0	0	0	0	0				
62147																				0	104	0	2310	160	279	0	0	0	357	0	0	0	0	0	0	1570	0	0				
62772																				1277	2988	2254	25896	957	3648	1000	0	0	2459	0	0	0	0	0	0	682	0	13865	Pathway Lending Investment			
63050																				0	25	776	5582	0	252	0	0	0	1311	0	0	0	0	0	0	3218	0	0				
63069	0	88382	186499	1598080	0	889179	427588	0	0	166748	0	0	0	0	0	0	97703	169569	0		88382																		Affordable Housing Investments commitment			
63201																				0	121	348	3824	515	772	256	0	0	497	0	0	0	0	0	0	2086	0	0	CONSTRUCTION IN PROGRESS ACCOUNT			
63573																				0	4422	1955	8495	374	751	0	0	0	1367	0	116	0	0	0	0	0	0	0				
63733																					3713	929	32136		6110	3693			5193					0		10936	0	5255	Insurance Annuity Asset			
63742																				0	688	479	15363	334	835	121	0	0	1483	372	0	0	0	0	0	10964	914	0	Reclass Debit Deposit Control Total			
63751																					56	1	128	33	34	1			37					0		0	0	0	ANTICIPATED TAXES	VISA/MC/DISCOVER C-I-P		
64150																				0	997	0	5453	0	119	0	0	0	1101	0	0	0	0	0	0	3236	0	0				
64552																					545	0	9082		3777	1146			513	1112				0		4247	0	0	Escrow/Foreclosure Advance Receivable			
64730																				0	167	2261	3434	0	357	142	0	0	649	0	0	0	0	0	0	0	0	0	FEDERAL INCOME TAX RECEIVABLE			
