"IDRSSD"	RCFDA591	RCFDB705	RCFDB706	RCFDB707	RCFDB708	RCFDB709	RCFDB710	RCFDB711	RCFDB726	RCFDB727	RCFDB728	RCFDB729	RCFDB730	RCFDB731	RCFDB732	RCFDB733	RCFDB734	RCFDB735	RCFDB736	RCFDB737	RCFDB738	RCFDB739	RCFDB740	RCFDB741	RCFDB742	RCFDB743	RCFDB744	RCFDB745	RCFDB746	RCFDB776	RCFDB779	RCFDB780	RCFDB781	RCFDB782	RCFDB783	RCFDB786	RCFDB787	RCFDB788	RCFDB789	RCFDB790	RCFDB796	RCFDB797	RCFDB803	RCFDB804	RCFDB805	RCFDB806	RCFDB807	RCFDB808	RCFDB809	RCFDC407	RCFDF699	RCFDHU09	RCFDHU10	RCFDHU11	RCFDHU12	RCFDHU13	RCFDHU14	RCFDHU15	RCFDHU16	RCFDHU17	RCFDHU18	RCONA591	RCONB705	RCONB711	RCONB733	RCONB739	RCONB740	RCONB746	RCONB776	RCONB782	RCONB783	RCONB789	RCONB790	RCONB796	RCONB797	RCONB803	RCONB804	RCONB805	RCONB806	RCONB807	RCONB808	RCONB809	RCONC407	RCONF699	RCONHU09	RCONHU15	RCONHU19	RIADB747	RIADB748	RIADB749	RIADB750	RIADB751	RIADB752	RIADB753	RIADB754	RIADB755	RIADB756	RIADB757	RIADB758	RIADB759	RIADB760	
311265																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
311603																																																																																																						
311658																																																																																																						
311845																																																														0	2345141	0	72471	0	25691	0	0	0	0	0	2200	0	2200	0	32603	53787131	0	0	0	0	0	68260	0	0	0	0						0	0						0	
311939																																																																																																						
312244																																																																																																						
312356																																																																																																						
312730																																																														44955	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
313009																																																																																																						
313157																																																																																																						
313223																																																																																																						
313401																																																																																																						
313577																																																																																																						
314257																																																																																																						
314444																																																																																																						
315656																																																																																																						
316354																																																																																																						
316840																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	971525					0	318	0	0		0						0	0						0	
316859																																																																																																						
316934																																																																																																						
317258																																																																																																						
317342																																																														0	0	0	0	0	0	0	0	0			1702	0	1702	0	0	327903					0	0	0	0		0						0	0						0	
317379																																																																																																						
317650																																																																																																						
318639																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	48					0	0	0	0		0						0	0						0	
318835																																																																																																						
318947																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
318974																																																														0	0	0	0	0	0	0	0	0			24443	0	24443	0	24443	2270913						1295	0	0		0						0	0						0	
319047																																																																																																						
319458																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
319551																																																																																																						
320034																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
320052																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
320070																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
320119																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
321152																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
321255																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
321273																																																																																																						
321330																																																																																																						
321947																																																														1500	0	0	0	0	0	0	0	0			0	0	0	0	0	140866					0	0	0	0		0						0	0						0	
322056																																																																																																						
322449																																																																																																						
322476																																																																																																						
322551																																																																																																						
322757																																																																																																						
322850																																																																																																						
323204																																																														14694	0	0	0	0	0	0	0	0			75843	0	4415	0	75843	262803						0	0	0		0						0	0						0	
323651																																																																																																						
324153																																																																																																						
324229																																																																																																						
324256																																																																																																						
324274																																																																																																						
324340																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	134642					0	326	0	0		0						0	0						0	
324854																																																																																																						
324863																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
324975																																																																																																						
325141																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
325459																																																																																																						
325534																																																																																																						
326054																																																																																																						
326344																																																																																																						
326858																																																														32994	0	0	0	0	0	0	0	0			1950	0	1950	0	0	0					0	0	0	0		0						0	0						0	
326979																																																																																																						
327220																																																																																																						
327305																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
327435																																																																																																						
327556																																																																																																						
327855																																																																																																						
328058																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
328357																																																														35638	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
328656																																																																																																						
328777																																																														2801	0	0	0	0	0	0	0	0			15917	0	446	0	15917	141527						0	0	0		0						0	0						0	
329149																																																																																																						
329345																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
329550																																																																																																						
329952																																																														0	0	0	0	0	0	0	0	0			5952	0	5952	0	0	49					0	0	0	0		0						0	0						0	
330239																																																																																																						
330248																																																																																																						
330855																																																														0	0	0	0	0	0	0	0	0			29382	0	20973	0	7339	0					0	0	0	0		0						0	0						0	
330873																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	66494					0	0	0	0		0						0	0						0	
330949																																																																																																						
331076																																																																																																						
331375																																																																																																						
331544																																																																																																						
331553																																																																																																						
331713																																																																																																						
332055																																																																																																						
332224																																																																																																						
332345																																																																																																						
332402																																																																																																						
332671																																																																																																						
332756																																																																																																						
333034																																																																																																						
333203																																																														14770	0	0	0	0	0	0	0	0			15466	0	702	0	15466	503999					0	220	0	0		0						0	0						0	
333650																																																																																																						
333856																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
333940																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
334264																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
334648																																																																																																						
334657																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
335346																																																																																																						
335355																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
336147																																																																																																						
336361																																																																																																						
336576																																																																																																						
336950																																																																																																						
337247																																																																																																						
337340																																																																																																						
338178																																																																																																						
338646																																																																																																						
338851																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
338945																																																																																																						
339054																																																																																																						
339072																																																														22942	0	0	0	0	0	0	0	0			248102	0	9033	0	248102	23354988						41637	0	0		0						0	0						0	
339353																																																																																																						
339456																																																														31906	0	0	0	0	0	0	0	0			755	0	755	0	0	0					0	0	0	0		0						0	0						0	
339607																																																																																																						
339773																																																														0	0	0	0	0	0	0	0	0			4171	0	239	0	4171	260008					0	0	0	0		0						0	0						0	
339858																																																														0	6856778	0	256771	0	0	0	0	0	0	0	106597	0	106597	0	106597	21551738	0	0	0	0	0	21465	0	0	0	0						0	0						0	
339876																																																																																																						
340135																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
340144																																																																																																						
340256																																																																																																						
340443																																																																																																						
340742																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
340751																																																																																																						
341310																																																																																																						
342054																																																																																																						
342362																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
342410																																																														0	0	0	0	0	0	0	0	0			30149	0	1186	0	30149	330173					0	100	0	0		0						0	0						0	
342634																																																														634162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6834875	0	0	0	0	0	17541	0	0	0	0						0	0						0	
343051																																																																																																						
343248																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
343257																																																																																																						
343770																																																																																																						
343903																																																																																																						
343958																																																																																																						
344647																																																														17314	0	0	0	0	0	0	0	0			2866	0	1966	0	2866	188522					0	0	0	0		0						0	0						0	
344816																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
344852																																																																																																						
345309																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	110973					0	198	0	0		0						0	0						0	
345345																																																														73645	0	0	0	0	0	0	0	0			0	0	0	0	0	108555						0	0	0		0						0	0						0	
345747																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
345756																																																														0	0	0	0	0	0	0	0	0			99909	0	541	0	17935	135144					0	0	0	0		0						0	0						0	
345877																																																																																																						
346379																																																																																																						
346566																																																																																																						
346771																																																																																																						
347022																																																																																																						
347639																																																																																																						
347956																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
348159																																																																																																						
348207																																																														73503	0	0	0	0	0	0	0	0			0	0	0	0	0	142797						0	0	0		0						0	0						0	
348720																																																																																																						
349129																																																																																																						
349343																																																																																																						
350572																																																														725	0	0	0	0	0	0	0	0			0	0	0	0	0	68841					0	0	0	0		0						0	0						0	
350657																																																																																																						
350750																																																																																																						
351131																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
351560																																																																																																						
351878																																																																																																						
352370																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
352651																																																																																																						
352745																																																																																																						
352772																																																														412480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2395580	0	0	0	0		646	0	0	0	0						0	0						0	
352820																																																																																																						
353238																																																																																																						
353546																																																																																																						
353555																																																														94576	0	0	0	0	0	0	0	0			6840	0	6840	0	205	922553					0	0	0	0		0						0	0						0	
353724																																																																																																						
353957																																																																																																						
354057																																																																																																						
354253																																																																																																						
354310																																																														88152	0	0	0	0	0	0	0	0			0	0	0	0	0	1029297					0	0	0	0		0						0	0						0	
354552																																																																																																						
354851																																																																																																						
355120																																																																																																						
355559																																																																																																						
355858																																																														54123	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
356239																																																																																																						
356659																																																																																																						
356752																																																																																																						
357151																																																																																																						
357526																																																																																																						
357553																																																																																																						
357777																																																																																																						
357937																																																																																																						
358112																																																																																																						
358448																																																																																																						
358756																																																																																																						
359472																																																																																																						
359650																																																																																																						
359744																																																																																																						
359838																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
360777																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
361055																																																																																																						
361167																																																														0	0	0	0	0	0	0	0	0			0	480	0	480	0	239196					0	0	0	0		0						0	0						0	
361279																																																																																																						
361354																																																																																																						
361439																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
361653																																																																																																						
362043																																																																																																						
362155																																																																																																						
362717																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	180761					0	0	0	0		0						0	0						0	
362856																																																																																																						
362940																																																																																																						
363442																																																																																																						
363648																																																																																																						
363657																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	110384					0	0	0	0		0						0	0						0	
363778																																																																																																						
364131																																																																																																						
364270	0	0	0	0	0	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	152864	0					0	0	0	0	0	0	0	0	0																														0	0	0	0	0	0	0	0	0	0	0	0	0	0	
364430																																																																																																						
364449																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
364850																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
365325																																																														0	443	0	28	0	0	0	0	0	0	0	72913	0	3086	0	0	0	0	0	0	0		0	0	0	0	60						0	7						0	
365576																																																																																																						
365745																																																																																																						
365848																																																																																																						
365950																																																																																																						
366078																																																																																																						
366238																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
366247																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
366359																																																																																																						
366658																																																																																																						
366854																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
367150																																																																																																						
367178																																																																																																						
367431																																																																																																						
367543																																																																																																						
368054																																																																																																						
368344																																																														0	0	0	0	0	0	0	0	0			14160	0	993	0	0	0					0	0	0	0		0						0	0						0	
368522																																																																																																						
368933																																																																																																						
368951																																																														0	0	0	0	0	0	0	0	0			7178	0	70	0	0	0					0	0	0	0		0						0	0						0	
369453																																																																																																						
369659																																																																																																						
370020																																																																																																						
370271																																																														0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0						0	
370347																																																																																																						
370721																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	55062					0	0	0	0		0						0	0						0	
370833																																																																																																						
370954																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
371223																																																																																																						
371232																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
371362																																																																																																						
371559																																																																																																						
371755																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
371849																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
371924																																																														0	0	0	0	0	0	0	0	0			5605	0	5605	0	53289	45751						171	0	0		0						0	0						0	
371942																																																																																																						
372444																																																																																																						
372538																																																																																																						
372640																																																																																																						
372855																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
373115																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	216541						0	0	0		0						0	0						0	
373272																																																																																																						
373553																																																																																																						
373601																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
374130																																																																																																						
374354																																																																																																						
374653																																																														0	0	0	0	0	0	0	0	0			0	371	0	30	0	0					0	0	0	0		0						0	0						0	
374774																																																																																																						
375034																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	5948						0	0	0		0						0	0						0	
375043																																																														105984	0	0	0	0	0	0	0	0			690	0	15	0	690	1401					0	0	0	0		0						0	0						0	
375379																																																																																																						
375502																																																														18835	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
375566																																																																																																						
375650																																																																																																						
376237																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
376273																																																														56098	0	0	0	0	0	0	0	0			82118	0	30105	0	0	306848						272	0	0		0						0	0						0	
376442																																																														0	0	0	0	0	0	0	0	0			19175	0	800	0	0	0					0	0	0	0		0						0	0						0	
376947																																																																																																						
377663																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
377850																																																																																																						
377908																																																														9700	0	0	0	0	0	0	0	0			0	0	0	0	0	209685					0	0	0	0		0						0	0						0	
378044																																																																																																						
378110																																																																																																						
379050																																																																																																						
379153																																																																																																						
379171																																																																																																						
379470																																																																																																						
379649																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
379920																																																														759469	0	0	0	0	0	0	0	0	0	0	1812003	0	125603	0	0	4005246	0	0	0	0	0	0	0	0	0	0						0	0						0	
380346																																																																																																						
380458																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
380533																																																																																																						
380654																																																																																																						
380841																																																																																																						
380878																																																																																																						
380944																																																																																																						
381026																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
381343																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
381839																																																																																																						
381932																																																																																																						
381950																																																																																																						
382050																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	93470					0	0	0	0		0						0	0						0	
382069																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
382256																																																																																																						
382274																																																																																																						
382443																																																																																																						
382537																																																																																																						
382649																																																														0	0	0	0	0	0	0	0	0			136501	0	2452	0	101284	35217					0	154	0	0		0						0	0						0	
382658																																																																																																						
382742																																																																																																						
382854																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
384018																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
384278																																																														147847	0	0	0	0	0	0	0	0			0	0	0	0	7512	4300919					0	19704	0	0		0						0	0						0	
384353																																																																																																						
384652																																																																																																						
384830																																																																																																						
385350																																																																																																						
385471																																																																																																						
385547																																																																																																						
385686																																																																																																						
386432																																																																																																						
386450																																																														0	0	0	0	0	0	0	0	0			49944	0	130	0	49944	0						0	0	0		0						0	0						0	
386731																																																																																																						
386825																																																																																																						
386852																																																														0	0	0	0	0	0	0	0	0			172	0	17	0	172	36720					0	0	0	0		0						0	0						0	
387055																																																																																																						
387671																																																																																																						
388155																																																																																																						
388258																																																																																																						
388557																																																																																																						
388744																																																																																																						
388753																																																																																																						
388874																																																																																																						
388940																																																																																																						
389059																																																																																																						
389358																																																																																																						
389376																																																																																																						
389826																																																																																																						
390336																																																																																																						
390372																																																																																																						
390840																																																																																																						
391418																																																																																																						
391557																																																																																																						
391575																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
391959																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
391977																																																																																																						
392152																																																																																																						
392255																																																																																																						
392778																																																																																																						
393252																																																																																																						
393355																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	20495					0	0	0	0		0						0	0						0	
393953																																																																																																						
394156																																																																																																						
394259																																																														0	0	0	0	0	0	0	0	0			45548	0	1268	0	0	0					0	0	0	0		0						0	0						0	
395238																																																														630322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0						0	
395274																																																																																																						
396057																																																														0	0	0	0	0	0	0	0	0			2386	0	2386	0	2386	10867						0	0	0		0						0	0						0	
396244																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
396253																																																														9385	0	0	0	0	0	0	0	0			19561	0	697	0	1733	0					0	0	0	0		0						0	0						0	
396356																																																																																																						
396954																																																																																																						
397456																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
397531																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
397540																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
397559																																																																																																						
397755																																																																																																						
397858																																																																																																						
398051																																																														0	0	0	0	0	0	0	0	0			19021	0	376	0	11909	0					0	0	0	0		0						0	0						0	
398248																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
398631																																																																																																						
398668																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
398837																																																																																																						
399357																																																																																																						
399517																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	167196					0	0	0	0		0						0	0						0	
399731																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
399973																																																																																																						
400057																																																																																																						
400141																																																																																																						
400365																																																																																																						
400767																																																																																																						
400945																																																																																																						
