"IDRSSD"	RCFA3792	RCFA5310	RCFA5311	RCFA7204	RCFA7205	RCFA7206	RCFA8274	RCFAA223	RCFAA224	RCFAB530	RCFAB596	RCFAP742	RCFAP793	RCFAP839	RCFAP840	RCFAP841	RCFAP842	RCFAP843	RCFAP849	RCFAP850	RCFAP851	RCFAP852	RCFAP853	RCFAP854	RCFAP855	RCFAP856	RCFAP857	RCFAP858	RCFAP859	RCFAP860	RCFAP861	RCFAP862	RCFAP863	RCFAP864	RCFAP865	RCFAP866	RCFAP867	RCFAP868	RCFAP870	RCFAP872	RCFAP875	RCFAQ257	RCFAQ258	RCFD3368	RCFD3632	RCFW3792	RCFW5310	RCFW5311	RCFW7205	RCFW7206	RCFWA223	RCFWP793	RCFWP870	RCOA3792	RCOA5310	RCOA5311	RCOA7204	RCOA7205	RCOA7206	RCOA8274	RCOAA223	RCOAA224	RCOAB530	RCOAB596	RCOAP742	RCOAP793	RCOAP838	RCOAP839	RCOAP840	RCOAP841	RCOAP842	RCOAP843	RCOAP849	RCOAP850	RCOAP851	RCOAP852	RCOAP853	RCOAP854	RCOAP855	RCOAP856	RCOAP857	RCOAP858	RCOAP859	RCOAP860	RCOAP861	RCOAP862	RCOAP863	RCOAP864	RCOAP865	RCOAP866	RCOAP867	RCOAP868	RCOAP870	RCOAP872	RCOAP875	RCOAQ257	RCOAQ258	RCON3368	RCON3632	RCOW3792	RCOW5310	RCOW5311	RCOW7205	RCOW7206	RCOWA223	RCOWP793	RCOWP870	
364449																																																																																																		1228035	30704									
364850																																																																																																		65545	2632									
365325																																																																																																		6870812	183862									
365455																																																																																																		533785	26148									
365576																																																																																																		294051	32911									
365745																																																																																																		185531	3995									
365848																																																																																																		112642	7291									
365875																																																																																																		6910	801									
365950																																																																																																		67599	915									
366078																																																																																																		316550	6761									
366238																																																																																																		593908	30191									
366247																																																																																																		121260	14038									
366359																																																																																																		56712	4459									
366658																																																																																																		90996	6692									
366854																																																																																																		36897	-565									
367150																																																																																																		53181	4509									
367178																																																																																																		112218	15369									
367431																																																																																																		215640	4483									
367543																																																																																																		290688	30075									
367954																																																																																																		186078	9713									
368054																																																																																																		91183	13626									
368175																																																																																																		823964	17325									
368344																																																																																																		173941	6501									
368429																																																																																																		195645	-9626									
368522																																																																																																		152781	12790									
368933																																																																																																		105373	10781									
368951																																																																																																		154736	19565									
369453																																																																																																		135359	9021									
369659																																																																																																		727802	42161									
370020																																																																																																		265017	29978									
370271																																																																																																		44656113	397241									
370347																																																																																																		99202	9047									
370721																																																																																																		134855	14399									
370758																																																																																																		21003	940									
370833																																																																																																		41325	183									
370954																																																																																																		56858	3904									
371223																																																																																																		124887	10477									
371232																																																																									0																									140336	8250									
371362																																																																																																		250318	11327									
371559																																																																																																		77868	9027									
371755																																																																																																		79996	3329									
371849																																																																																																		63844	5367									
371858																																																																																																		108923	11493									
371924																																																																																																		543434	39575									
371942																																																																																																		89731	7543									
372444																																																																																																		84530	7013									
372538																																																																																																		565472	89554									
372556																																																																																																		158496	5693									
372640																																																																																																		123480	6660									
372855																																																																																																		74742	4010									
373058																																																																																																		60298	3432									
373115																																																																																																		788487	63734									
373272																																																																																																		43166	4341									
373553																																																																																																		64029	1502									
373601																																																																																																		1656375	6208									
374130																																																																																																		104275	10108									
374354																																																																																																		63398	4833									
374653																																																																																																		1353658	127884									
374774																																																																																																		97181	3365									
375034																																																																																																		2087993	105202									
375043																																																																																																		904130	62057									
375379																																																																																																		45466	5016									
375502																																																																																																		637740	0									
375566																																																																																																		329850	17586									
375650																																																																																																		33198	4089									
376068																																																																																																		50478	5888									
376237																																																																																																		62402	4719									
376273																																																																																																		1778723	224046									
376433																																																																																																		97537	-5801									
376442																																																																																																		328705	31144									
376657																																																																																																		59445	7472									
376947																																																																																																		125739	17440									
377663																																																																																																		79818	2772									
377850																																																																																																		49041	1819									
377908																																																																																																		3651784	154691									
378044																																																																																																		21512	1027									
378110																																																																																																		53536	4682									
378549																																																																																																		84771	-5185									
378558																																																																																																		79350	7394									
378642																																																																																																		63588	11081									
378651																																																																																																		323599	29087									
378950																																																																																																		172405	24022									
379050																																																																																																		20490	888									
379153																																																																																																		72581	2442									
379171																																																																																																		493836	24293									
379359																																																																																																		370438	22539									
379470																																																																																																		105292	16186									
379649																																																																																																		156138	48817									
379920																																																																																																		14529350	255620									
380346																																																																																																		111669	9981									
380458																																																																																																		401968	-1536									
380533																																																																																																		172546	10472									
380654																																																																																																		170702	8868									
380841																																																																																																		34415	2075									
380878																																																																																																		126997	22637									
380944																																																																																																		85121	23									
381026																																																																																																		50200	5698									
381343																																																																																																		920384	8615									
381754																																																																																																		22538	1298									
381839																																																																																																		164059	14786									
381932																																																																																																		214080	11377									
381950																																																																																																		231445	22576									
382050																																																																																																		239149	18581									
382069																																																																																																		554166	32653									
382256																																																																																																		43497	3379									
382274																																																																																																		4844	640									
382443																																																																																																		139217	24813									
382537																																																																																																		142566	10540									
382649																																																																																																		339556	24283									
382658																																																																																																		160999	17593									
382667																																																																																																		3607592	94916									
382742																																																																																																		73063	-957									
382854																																																																																																		97295	2501									
384018																																																																																																		1182360	12468									
384278																																																																																																		1012107	124123									
384335																																																																																																		89884	13075									
384353																																																																																																		13061	105									
384652																																																																																																		563647	-11307									
384830																																																																																																		113597	2890									
385350																																																																																																		101643	5360									
385471																																																																																																		288158	29059									
385547																																																																																																		110304	17501									
385686																																																																																																		278079	37905									
386049																																																																																																		69658	9615									
386142																																																																																																		86628	6680									
386432																																																																																																		107716	14068									
386450																																																																																																		248266	5009									
386731																																																																																																		209806	25426									
386825																																																																																																		103164	2439									
386852																																																																																																		211491	727									
387055																																																																																																		94620	7841									
387671																																																																																																		220716	39898									
388155																																																																																																		156095	9076									
388258																																																																																																		34284	3875									
388557																																																																																																		34102	308									
388744																																																																																																		168020	3379									
388753																																																																																																		35196	680									
388874																																																																																																		108628	10211									
388940																																																																																																		70790	1728									
389059																																																																																																		84466	2156									
389358																																																																																																		116323	11985									
389376																																																																																																		58948	8846									
389826																																																																																																		30764	904									
390167																																																																																																		17675	17378									
390336																																																																																																		359697	50813									
390372																																																																																																		467948	60420									
390840																																																																																																		172927	7670									
391418																																																																																																		201223	30631									
391557																																																																																																		33279	2369									
391575																																																																																																		207530	1172									
391959																																																																																																		62172	359									
391977																																																																																																		565499	69715									
392152																																																																																																		26071	1577									
392255																																																																																																		79417	6074									
392778																																																																																																		437134	57480									
393252																																																																																																		103950	11354									
393355																																																																																																		119646	7170									
393757																																																																																																		61161	82									
393850																																																																																																		105852	479									
393953																																																																																																		489579	45794									
394156																																																																																																		84016	4347									
394259																																																																																																		310643	24966									
395238																																																																																																		26109974	33799									
395274																																																																																																		110601	6071									
395836																																																																																																		584136	42528									
396057																																																																																																		63841	3									
396244																																																																																																		287243	47524									
396253																																																																																																		239783	8236									
396356																																																																																																		36278	5133									
396954																																																																																																		202244	13570									
397456																																																																																																		75135	6264									
397531																																																																																																		831882	37522									
397540																																																																																																		1182148	107877									
397559																																																																																																		139362	1666									
397755																																																																																																		118054	2546									
397858																																																																																																		51851	4710									
398051																																																																																																		70707	6930									
398248																																																																																																		296007	23642									
398350																																																																																																		1934884	83183									
398631																																																																																																		220569	6449									
398668																																																																									0																									1928917	575368									
398837																																																																																																		167268	6877									
399357																																																																																																		26357	1501									
399517																																																																																																		2115964	93635									
399731																																																																																																		97940	8484									
399973																																																																																																		102270	10442									
400057																																																																																																		179524	8854									
400141																																																																																																		403220	3100									
400365																																																																																																		142842	6804									
400552																																																																																																		23684	3757									
400767																																																																																																		106786	6966									
400945																																																																																																		122470	17500									
401072																																																																																																		101388	12500									
401148																																																																																																		893556	4276									
401447																																																																																																		41401	-1552									
401559																																																																																																		63047	4756									
401755																																																																																																		139310	9279									
401906																																																																																																		513961	52656									
401951																																																																																																		12642	250									
402275																																																																																																		55264	7214									
402462																																																																																																		48783	2970									
402846																																																																																																		100039	12284									
402873																																																																																																		52397	8898									
403067																																																																																																		119995	-3368									
403106																																																																																																		557161	26492									
403151																																																																																																		1309844	23305									
403179																																																																																																		804228	79664									
403254																																																																																																		67816	-8716									
403357																																																																																																		42747	1195									
403656																																																																																																		48701	1701									
403870																																																																																																		566993	47904									
403937																																																																																																		71632	8932									
403946																																																																																																		724626	32980									
404653																																																																																																		31763	1125									
404943																																																																																																		79184	6549									
406022																																																																																																		236653	10496									
406059																																																																																																		187807	14423									
406666																																																																																																		141059	8668									
406778																																																																																																		56765	8748									
406974																																																																																																		181116	17483									
407168																																																																																																		123780	6170									
407506																																																																																																		1007675	100015									
407645																																																																																																		409870	34076									
407850																																																																																																		20296	415									
408147																																																																																																		55945	4891									
408307																																																																																																		334377	715									
408642																																																																																																		445623	50126									
408875																																																																																																		619510	5703									
409265																																																																																																		45072	3302									
410159																																																																																																		21759	1051									
410560																																																																																																		221889	11091									
410748																																																																																																		301455	27799									
410917																																																																																																		340905	37662									
410944																																																																																																		50527	2485									
411053																																																																																																		31110	240									
411062																																																																																																		156559	9106									
411174																																																																																																		34715	9258									
411231																																																																																																		64948	9181									
411240																																																																																																		63388	3489									
411473																																																																																																		793811	54204									
411512																																																																																																		312235	944									
411549																																																																																																		51419	4048									
411576																																																																																																		57226	5568									
411624																																																																									0																									171917	17461									
411651																																																																																																		127960	9587									
412135																																																																																																		5686193	134426									
412153																																																																																																		191964	4577									
412452																																																																																																		35219	3646									
412555																																																																																																		89367	9494									
412667																																																																																																		150009	6157									
412751																																																																																																		4164234	294996									
412845																																																																																																		308861	24482									
412872																																																																																																		70008	12080									
413141																																																																																																		635586	68999									
413208	22602725	695679	5591509	0.0970	0.1803	0.1357	17011216	125358546	175372553	-71573	-111895	16046706	0.1357	0	18666219	1611655	10459	965	-118056	26106	0	17111087	0	0	0	0	99871	99871	17011216	0	0	0	0	0	0	4895544	0	0	5591509	0	1749056	286	24003	177009714	2691086																						0																																									
413347																																																																																																		45956	3559									
413543																																																																																																		116044	8554									
413646																																																																																																		289931	28078									
413673																																																																																																		128996	5281									
413730																																																																																																		24393	1102									
413758																																																																																																		93169	2535									
413851																																																																																																		36649	2044									
414102																																																																																																		260204	31551									
414652																																																																																																		119115	8035									
414764																																																																																																		336765	20204									
414858																																																																																																		104215	6426									
415677																																																																																																		424140	24411									
415770																																																																																																		93552	7228									
415855																																																																																																		22667	298									
416245																																																																																																		3452912	-195609									
416272																																																																																																		69095	6934									
416339																																																																																																		76722	4129									
416348																																																																																																		282718	220									
416357																																																																																																		41111	9141									
416656																																																																																																		221520	26373									
416674																																																																																																		305241	19370									
416973																																																																																																		61528	5445									
417149																																																																																																		272008	21505									
417626																																																																																																		628964	79382									
417710																																																																																																		43864	1405									
418100																																																																																																		321986	36995									
418249																																																																																																		887763	70379									
418436																																																																																																		20146	2096									
418856																																																																																																		39382	3537									
419255																																																																																																		125330	12862									
419406																																																																																																		3034978	320916									
419460																																																																																																		155288	9492									
419675																																																																																																		519306	47034									
419947																																																																																																		37422	3248									
420457																																																																																																		516796	54521									
420578																																																																																																		229723	42340									
420644																																																																																																		245423	18229									
420653																																																																																																		97001	6599									
420877																																																																																																		90603	5937									
421445																																																																																																		146220	10258									
421539																																																																																																		141471	971									
422059																																																																																																		53941	890									
422116																																																																																																		66565	5586									
422433																																																																																																		1446422	40762									
422657																																																																																																		103133	5433									
423159																																																																																																		202535	17380									
423449																																																																																																		452563	27123									
423458																																																																																																		1414391	20173									
423636																																																																																																		67886	7176									
423739																																																																																																		456658	36443									
423841																																																																																																		33200	3000									
424156																																																																																																		120320	13478									
424240																																																																																																		213639	19102									
424352																																																																																																		95678	5130									
424437																																																																																																		24958	1559									
424633																																																																																																		80751	5889									
425050																																																																																																		27769	1489									
425108																																																																																																		293826	31528									
425818																																																																																																		283195	24225									
425845																																																																																																		101103	6860									
425911																																																																																																		840022	84282									
425957																																																																																																		154173	10192									
426057																																																																																																		42719	884									
426141																																																																																																		29499	3273									
426534																																																																																																		2563422	216927									
426758																																																																																																		91730	8407									
426945																																																																																																		97368	4921									
427241																																																																																																		334556	13632									
427353																																																																																																		477995	13207									
427858																																																																																																		101111	1220									
427960																																																																																																		81996	4750									
428060																																																																																																		707021	49696									
428462																																																																																																		215520	13373									
428471																																																																																																		69226	7920									
428547																																																																																																		692053	6698									
428631																																																																																																		240476	2199									
428855																																																																																																		142365	17149									
429021																																																																																																		449996	39600									
429487																																																																																																		445811	28199									
430036																																																																																																		260422	24724									
430054																																																																																																		103452	3904									
430344																																																																																																		166942	19694									
430670																																																																																																		360329	-12771									
431172																																																																																																		1751405	56029									
431323																																																																																																		114709	10303									
431350																																																																																																		58244	3294									
431846																																																																																																		39784	4837									
431958																																																																																																		27385	607									
432012																																																																																																		22157	2334									
432058																																																																																																		43976	1403									
432432																																																																																																		173452	23443									
432478																																																																																																		217160	26266									
433158																																																																																																		61027	7321									
433505																																																																																																		723036	73661									
433550																																																																																																		206661	26798									
433608																																																																																																		1615149	77392									
433859																																																																																																		69059	9339									
433943																																																																																																		234313	31069									
434203																																																																																																		448194	36087									
434539																																																																																																		187487	24619									
435059																																																																																																		134684	7610									
